Hybridization REF	TCGA-D8-A13Z-01A-11R-A115-07
SMOC2	4.13116666666667
CABP7	0.02425
SERPINB11	0.1
MAGEF1	0.04325
NDE1	1.04016666666667
ITGA10	0.779
FSHB	0.174
ANXA2	1.942625
HORMAD2	-0.12575
HLCS	0.80875
MCF2L	1.27808333333333
FH	0.945875
TBC1D24	1.2855
KIAA1505	0.708
LGALS2	-1.35675
CNBD1	-0.746
SYNPO2L	-0.4105
PTPN23	-0.175857142857143
C1orf183	-0.4625
MAGEA8	-3.4035
DGCR8	-1.574875
GSR	-0.58475
PAQR7	0.249
ZNF676	0.84975
CACNA1C	0.007
SP7	0.953
PDCD6	-0.35125
NRN1L	-0.8185
BRI3BP	-0.0131666666666667
KIAA1183	0.856
ASB4	0.306666666666667
CCL23	2.5549
OBSL1	-0.704875
SLC12A7	0.657666666666667
KIAA0240	1.28375
CD1B	-2.13733333333333
FCGR2A	2.281
MDC1	-0.78025
HTR1A	0.0255
OCEL1	0.027
ATP11B	0.7580625
FBXO34	0.954
PCDH12	3.93433333333333
RPE	0.02575
C17orf74	-0.147
CSDC2	1.01416666666667
PET112L	-0.2905
TMBIM1	0.309
P2RXL1	-0.2555
TCHP	-0.39875
TRMT1	-1.1515
F2RL2	0.520916666666667
LRRC32	3.07366666666667
IMPG2	0.6555
BGLAP	0.637
LOC493869	-1.10066666666667
MRAS	2.02075
SLC35F5	0.62775
CBWD1	-0.2975
AXL	-1.074375
ATP2C2	3.852
TELO2	-0.27975
PNPLA3	-0.401
PCDHB14	-0.13875
CD276	1.0395
KRT80	-0.49675
DUSP28	-0.3335
CSNK1E	0.166583333333333
SRP14	0.5275
KCNQ4	-0.278
KRT72	1.37216666666667
CCDC117	-0.240625
C6orf89	0.641055555555556
TUBB2B	0.850333333333333
RTN4IP1	0.33075
CR1L	-2.36716666666667
CEND1	-0.0685
C12orf41	-0.258333333333333
RNF31	0.54025
UBN1	0.0473333333333333
C17orf32	0.416875
SLC5A7	0.58925
GPR92	1.4015
ESAM	2.6157
CTNNA1	1.13983333333333
HRBL	-0.058
CBX4	-0.36925
TMEM182	0.53325
SH3TC2	0.692166666666667
IL10	1.81116666666667
PXMP4	-1.8315
RNF167	-0.0513
PAK7	0.665666666666667
ETV3	-0.757
ATPIF1	-0.416333333333333
LOC554207	-2.48883333333333
OR8H1	-0.1695
WDFY3	-0.18225
DPM1	-0.078
GPSM1	-0.477
WDR92	-0.0159
LRP1	0.4995
ANKH	-0.42475
THUMPD3	-0.5175
POLR1B	-0.64225
OLFM4	3.07716666666667
RAD9B	0.411
TSPY2	-3.684
PAX6	-1.97316666666667
SCG2	-1.325625
SLC17A6	0.30075
FMO3	5.698625
PADI4	0.00571428571428568
TUBB4	0.2801
NLK	-0.36075
POU4F3	0.203
SDF4	-0.0365
ITGBL1	1.918
NETO1	-1.721875
TAP2	0.840125
ABBA-1	-0.282666666666667
GNAI1	-0.84075
VPS4B	0.27625
NOPE	-0.581
GALNT6	2.98483333333333
SESN1	1.127125
GBE1	-1.334
CLASP1	0.46375
RASGEF1B	1.829625
ACOT11	0.657357142857143
AFAP1	0.908
OR2H2	0.21675
DPY19L2P1	-2.24075
DZIP1	-1.12975
SEC22C	-0.31275
GPR161	-0.296
RNF146	1.94375
WDR74	-0.575875
GALP	-1.203
PURA	0.4395
DNPEP	0.144
RP11-78J21.1	-1.063
ERBB2	1.458375
FANCM	0.470916666666667
NEO1	0.704
DDX3Y	-5.3316
RPS3A	-0.9515
MXRA7	0.141214285714286
LGALS3	1.42583333333333
GLT8D1	-0.387
CFL2	0.77
UPB1	-0.25425
NAP1L5	-1.65875
CLDN14	2.10625
DHX38	-0.78275
BTBD1	-0.659
TARS2	-0.358
ABCF1	0.2342
FCF1	-0.368333333333333
LRRC49	-0.2965
GUCY1B2	-0.749
C1orf177	0.409666666666667
SMARCA4	0.0356428571428571
LRP8	-1.6335
TAGLN3	0.521
MRPL14	0.5255
TTRAP	1.33425
ZDHHC20	0.45175
NFE2L3	1.4755
KIAA1377	-0.052
PALMD	0.2156
TMEM43	-0.06475
TTL	-1.092375
STAT5B	-1.75216666666667
SSB	-1.030375
OR10H5	0.302
SLC22A13	-1.3495
AKAP3	-0.1285
TIMM23	1.029
OAS2	3.983
KIAA0423	2.1445
TRIM11	0.889
GLIS3	1.578125
TMEM50B	1.15833333333333
ARHGEF4	0.19
DEGS1	0.561636363636364
TBL1XR1	0.3045
G6PD	-0.5995
SP140	1.1066
MUC17	-0.066
NUDC	0.415
DNAJC5B	3.17866666666667
SCARA3	-1.76466666666667
CPA3	5.996
BCAT2	0.357125
MFN1	-0.0164
NRG3	1.027
SNX11	0.43925
PLEKHH1	-0.441333333333333
GPR177	0.453
HCFC2	0.1305
TCAP	-0.7385
MOCOS	-2.2145
C14orf93	-0.5165
PRDM10	-0.504
SLC16A4	0.208166666666667
SRGAP1	0.675666666666667
VIP	0.6795
DUSP27	-0.209333333333333
LILRA1	1.0213
MC2R	-0.3235
MGC24103	-2.0105
MBTD1	-3.5605
FUT11	0.3565
USP33	0.1136
C15orf39	0.4565
MAP3K12	-0.33875
PAAF1	-2.0185
BARHL1	0.509
FLJ16165	-0.269
PIWIL2	-2.79275
SYNE1	-0.40725
CMTM4	-0.221875
TSPYL1	1.0694
GUF1	-1.07483333333333
TMEM157	0.9315
WDR44	0.26225
HIST1H3C	0.19875
DKFZp666G057	0.3085
RNPEP	-0.00950000000000001
GAS2L2	-0.417166666666667
ADH4	-5.79125
GRPR	-0.864333333333333
FBXL17	-0.23
ZBTB10	0.0661666666666666
Gcom1	-0.377222222222222
HTRA1	1.5374
ZNF585A	0.121
SLC26A2	1.161
OTOP3	0.425666666666667
WISP1	3.37488888888889
ATP2B4	-0.462
FLJ10769	-0.17075
CRAMP1L	-0.033375
CHST12	-0.6995
RAB22A	0.576666666666667
TARDBP	-0.168428571428571
STAU1	0.1395
CRB3	2.82216666666667
MIG7	3.148
CHMP1A	-0.215
ZNF160	0.2305
B3GALT6	0.019625
BARX1	-0.999833333333333
C6orf167	-0.11825
NXNL1	0.273
DHX29	0.11375
HADHB	0.55
PLXNB2	0.32275
ILDR1	-1.24075
SLC15A3	3.0525
GAS2	-3.14916666666667
C20orf69	-0.855
NUMB	0.15325
TNIP1	0.173875
MESP1	1.344
PSKH1	-0.455
NSFL1C	0.4055
RHOG	0.65625
HEY1	-0.4365
KNG1	-2.45325
ITGAX	2.4885
LIN9	-0.291333333333333
CANT1	1.3875
XRN1	-0.102428571428571
CCDC96	0.6857
HEATR6	-1.26433333333333
GNG7	0.331916666666667
RUNX2	1.7401875
SOX1	0.0281666666666667
FCRL5	1.8847
ZNF99	0.651375
FAM9A	3.638
SNX22	1.069
MBNL3	-1.949
ODC1	-1.6651
ADORA2B	-0.601166666666667
NR2F6	0.7405
ZFYVE16	-0.858166666666667
SYNJ2BP	-0.1625
POLE	-0.36875
E2F2	-0.29225
THRA	-0.535166666666667
PTGES2	-0.8435
HIP1R	-0.0213333333333333
TMUB1	-0.425666666666667
ENO3	-2.18
RSPH10B	-0.0205
CXorf39	0.795
IRGC	0.3415
GPR109B	0.8965
FLJ13305	-0.375
LCE3A	-0.3755
TNFRSF18	-1.128
DET1	-0.29425
TRPM3	-0.38075
C16orf79	-0.9095
FECH	-0.879166666666666
RAP2A	1.11483333333333
CRIP1	1.72316666666667
AZIN1	-0.103875
SLC7A7	3.914
IL10RA	1.1484
TMEM64	-1.5225
CDC42EP4	0.5176
C16orf58	-0.2909
ARG2	-1.3075
POU5F1P4	-4.353
FAM62B	-0.060375
DNAH8	-1.7411
ASH2L	1.268875
TSLP	-4.6495
CNTNAP5	-0.670666666666667
TMEM16C	-1.406
IFNA14	1.059
SLC1A3	0.9445
CABYR	1.26825
BCL7B	-0.0681
NUDT13	-2.32433333333333
C13orf28	-0.262
C1orf53	0.67875
ARL6IP4	0.5902
RPL35A	-0.37025
EMR3	1.127
RAB40C	0.721333333333333
SLC41A1	0.3435
LRCH1	0.115
LY6G5B	-0.967
FAM124A	0.234928571428571
MGC10981	-4.01533333333333
CLIP3	0.1247
MAP4K2	-0.279
CHIC1	0.15575
SULF1	4.49766666666667
C20orf30	-0.475071428571429
PRDM5	-0.581375
ELOVL1	0.9635
C11orf48	-0.739
SLC39A10	-0.95575
KCNV1	-0.21825
ACP1	-0.7745
ZMYM2	-1.484875
B3GNT6	0.34
C9orf69	0.24625
C2orf15	1.5625
C20orf166	0.218
HSP90AA6P	-0.9985
EDG7	1.6445
NEURL	-1.853625
LPL	0.616
CLEC2D	0.220785714285714
GRRP1	1.44783333333333
CD8B	-2.8792
HIST1H3D	-0.497833333333333
SLC6A12	0.924625
FAM27L	0.1495
CD84	2.4318
RASA1	-0.1735
PHKG1	-0.4885
MAGEA11	-1.707
IMPA1	-0.4763
NPM3	-2.48175
RARRES1	4.3945
SH3BP1	0.14025
B3GNTL1	-0.3895
ARPC5L	0.0413333333333333
KLHL26	0.41875
SIM2	2.860375
GJC1	0.1875
C20orf194	-0.1105
EXO1	-0.546
SLC2A2	-3.66533333333333
LOC285074	-0.52875
LRG1	1.008
KIRREL	-1.65
PIK3R1	2.38585714285714
C4orf34	0.05025
MAF	-0.270111111111111
ADCY4	4.05533333333333
ZMIZ2	0.6384
SLC46A3	1.17633333333333
STAMBP	0.819833333333333
CCDC16	0.36225
MS4A12	-0.151
TCF20	0.05425
LRRC46	0.2035
C20orf152	0.38525
MRPS6	0.101125
ABCB11	-0.14
KCNC2	0.677
CDH19	-2.95266666666667
C9orf123	-0.253166666666667
SSH3	-0.038125
LDLRAD1	-3.03225
CCBE1	-0.781
ZNF135	-0.745
TAAR1	0.4885
WFDC12	0.081
CCDC42	-0.1505
FLJ12529	-0.57425
PER1	-0.648666666666667
TIMM50	0.315
SMARCAD1	-0.0885
FAM26C	0.483
TP53TG3	-2.1525
SH3RF1	2.2132
LMCD1	2.4065
GPR63	-1.181
FLJ21986	-3.175875
AIFM3	-0.756
MICAL1	-0.4295
BLZF1	1.56666666666667
IQCA	1.374
PCDHGC3	0.1565
SAC	1.7755
BCL6B	2.584
DDO	1.96475
MARCO	4.0525
DCHS1	1.23366666666667
C1orf170	-1.67133333333333
CD200R1	1.72766666666667
C22orf15	-0.707
SEPT11	-0.520166666666667
ADNP	0.059
UST	-0.4428
C13orf34	-0.298166666666667
RFFL	0.567428571428572
APBA3	0.3165
C2orf60	-0.56175
CUTL1	-0.1396
PMS1	-0.644875
ZNF689	-0.011
EIF3E	-1.4685
IL9	-0.2448
RPL31	-1.240125
LY9	1.22916666666667
ATP2B3	0.2085
KDELR2	0.736333333333333
TFCP2	-0.25525
NLRP12	1.297625
FLJ45422	-0.51875
TLE4	-0.3891
ZNF570	0.612
FLJ43806	-0.1025
TLK2	-0.727875
CIR	0.46
MARS2	0.08
COL24A1	1.32
SDF2L1	-0.5655
HIBADH	-0.848166666666667
IGFBP3	-2.50992857142857
C12orf23	1.54575
PSPC1	-0.79825
C20orf43	0.09575
TRAV20	-0.6225
ARHGAP24	0.85625
KIAA1975	-0.9065
C1QA	3.6648
DNTT	-5.00333333333333
C10orf6	-0.939
C11orf41	0.779875
HNRPF	0.914625
COL11A1	6.49016666666667
UBAP2	0.124666666666667
CDKN2AIPNL	-0.9405
C20orf174	4.1945
SPRED2	1.183
PLA2G12A	-0.148666666666667
ICEBERG	-3.39833333333333
SCN10A	1.263
C11orf65	-1.5545
GBP5	5.33675
PITPNC1	0.0881666666666667
POU3F3	0.1435
NCOA7	1.96775
LIN7C	0.2107
LOC348840	-1.47
NKX2-2	1.00425
ANKRD13D	-0.422875
LOC123688	0.88725
FUT2	3.2375
TAAR8	0.327
FZD4	0.663583333333333
PNMA3	-0.841
OR4L1	0.092
WIT1	-1.97775
EXOC3L	1.9185
ATPBD4	-0.3822
KRBA1	-0.4295
UBXD6	-1.541
HOXB7	1.07935714285714
C7orf23	-0.992
UNQ338	0.601
STAB2	3.14225
CDC20B	0.34075
IRF9	3.136
CENTG1	0.644833333333333
TNPO2	-0.81975
MCPH1	-1.06175
BMS1P5	-1.0025
SLC26A7	1.09075
HIST1H3J	0.93025
C9orf3	0.4691
LBH	1.417125
MYO1D	1.759125
PTDSS2	-0.5945
NFU1	0.7925
DEPDC4	-0.465
WNT7B	0.1164
GLP2R	-0.116833333333333
SETD4	-0.1517
DYNLT3	0.0137
FKBP11	-0.996833333333333
SESTD1	0.2885
FLII	0.64075
RPS16	0.1049
CHPF	0.841666666666667
CSNK2A1	0.135166666666667
SUMO1P1	0.45375
FKBP6	-1.1645
ZNF214	-0.466
TWIST1	0.508333333333333
DDX56	-1.15316666666667
TRAM1L1	1.7067
EPO	-2.9865
MRPS18B	-0.90575
ZNF682	0.18
RPL14	-1.48033333333333
MAFF	0.07025
LOC51136	-0.42525
LY96	0.907
DDX20	-0.36475
ABTB1	0.700833333333333
ARL5A	-0.1239
CCT6A	-0.87475
HEPACAM	-2.06033333333333
EHHADH	0.336833333333333
RBAK	-1.12733333333333
CGB1	0.000750000000000015
ITGB5	1.349
YIPF3	1.187
FKBP2	-0.183
NR1D1	-0.1849
TMEM110	0.216
NEK2	0.314666666666667
PRAMEF8	-3.18375
C20orf52	-0.0436666666666667
PCDHGA3	-0.451
VWA3B	0.3035
NDUFA5	-0.719375
THAP9	0.0475
FLVCR2	1.73866666666667
AP1S1	-0.929875
SMAD6	-0.88975
SAV1	1.967
SAT1	2.640625
ZNF251	0.076125
ADAMTS7	0.1686
RPP38	0.91625
C1orf211	-0.9065
YPEL2	1.19335
RBMS1	-0.23575
ZNF445	-0.512166666666667
NRXN2	0.272
PGBD4	-1.194875
UGT2B28	1.53775
WBSCR16	-0.9823
NLRC3	0.7425
ASTL	0.457
ST6GALNAC1	1.3785
ZADH2	-0.861125
MLLT4	0.763
ARL6	0.873
MEF2C	-0.158
CBFA2T3	-2.275
AFF3	-1.16278571428571
COG7	0.488166666666667
MYB	-1.58816666666667
PLXNA3	-0.18
XRCC2	-1.38916666666667
MMS19	-0.991125
ST8SIA5	-1.378
CHPT1	-0.618166666666667
KIAA1712	-2.24975
OR6X1	0.2455
ACTR3	1.14775
UGCG	-0.141333333333333
OR4P4	-0.3485
ZAP70	-2.685
LPP	1.219375
ZNF485	0.83775
PTPRCAP	0.726
IL12RB1	0.7915
ATRX	-0.2129
CHST8	0.139125
C14orf109	0.2525
ARV1	0.88875
NMB	0.799142857142857
COX5A	-0.699
EIF6	-0.12475
MPPED2	-1.777
SEMG1	-2.372
CHRDL1	-0.406
TRAF3IP2	1.60225
WNK2	0.27325
LILRA4	3.80466666666667
LAMA2	3.99825
PXT1	-0.749
RLBP1	-3.67525
CD300C	1.20525
SLTM	-0.68075
FLJ10404	-0.6504375
APOBEC3D	-0.192833333333333
RENBP	1.43633333333333
ATXN7L1	-0.0395
NID1	0.4545
TUBGCP3	-0.238375
ITIH5	0.578944444444444
CCDC110	1.4185
C8A	-3.30675
MGC87042	-0.20275
HOXC13	0.5325
TFDP2	-1.14675
HCP5	2.282
POLI	-1.232
UCN	0.291166666666667
ZNF764	0.0993333333333333
C8orf45	0.4275
FHL3	0.06075
SPATA5L1	-0.297
MMRN2	3.10583333333333
NDST1	0.285333333333333
COL20A1	-0.300833333333333
ZNF248	-0.7845
PELP1	-0.233833333333333
MBL2	-3.3235
RNF41	0.480625
C5orf24	-0.087125
THOC5	-0.923625
SERINC3	0.19925
RP11-151A6.2	0.016
CDCP2	0.07125
HIST1H2AA	-0.14225
C11orf75	1.01583333333333
FKBP7	0.5055
DDOST	0.5455
GPNMB	1.54133333333333
TTF2	-1.137
KCNT1	0.425833333333333
SLC39A14	-1.373625
NGRN	-0.1022
GPR137B	1.643
MECP2	0.158875
PSMA1	-0.582
C16orf73	-6.20925
TMEM60	-0.388
CSN3	-0.373
NOS1	0.225166666666667
RAB7L1	0.477333333333333
YBX2	-2.4855
KIAA1166	-1.055875
FUBP3	0.609833333333333
ABCG1	0.9525
ACACA	-0.770083333333333
ARL11	0.4845
ATOH1	-0.277
ODF1	0.130833333333333
CREB3L3	-2.02
TMEM127	2.019
DSCAML1	-0.4775
PLN	3.1865
LYPLA1	-0.84975
PRDM9	-2.68175
SASP	0.98275
PLUNC	4.04
INTU	-0.52675
HISPPD1	-0.9105
LNPEP	0.215
YARS2	1.16666666666667
APCDD1L	-1.0885
ZCCHC4	-0.7392
FBXO22	-0.501
TTLL13	-0.018
ZNF669	0.0351666666666667
PTGDR	3.42175
DDX27	0.2195
KIAA0409	-0.229666666666667
GJB6	1.2065
ASB8	0.1535
PLP2	0.856
MEPE	0.34225
OR10J5	-0.2055
KRT222P	0.569
COQ7	0.2815
C1orf101	0.50175
RERG	-0.3296
CHMP5	0.452375
THAP11	-0.1825
ZNF43	0.758666666666667
ZRANB3	-1.08816666666667
KRT13	0.08825
MRPL19	0.374625
RBBP9	0.511375
SPATA17	-0.52125
BXDC5	0.09
PAFAH1B1	0.0364166666666667
MAGEE1	-0.892
OSTF1	0.225
KIAA0323	0.253166666666667
TXNDC13	-0.057
CNTN4	1.3895
LCE1B	-0.2475
UNQ501	0.7745
ZNF154	0.31925
C3orf64	0.73175
SYT5	-0.2817
PON1	0.209166666666667
FLJ10357	-0.461125
ATP4A	0.1175
GNPDA1	-0.566333333333333
MGAT1	0.8815
C14orf121	0.47925
SLC35B2	0.891
MIER3	0.157666666666667
CHEK1	-1.185375
ZNF8	0.326166666666667
TXNDC1	1.06516666666667
CKB	-0.0222
RTN3	-0.0788571428571429
FZD2	0.4755
PART1	2.007875
PSMB6	0.29875
PCDHB8	-1.692
PHC3	0.1352
PPP1R8	-0.399833333333333
NOVA2	2.37366666666667
TNFRSF11B	-4.10325
GOLPH3	0.312833333333333
UBLCP1	-0.278
SUHW3	0.3275
TTLL1	0.29125
OPN4	0.388
OR13G1	0.1575
ZPBP2	0.1604
HSD17B11	-0.488375
C9orf50	-0.01
DHDDS	0.233071428571429
CTSW	1.8939
NEFM	-1.64883333333333
MRPL28	-0.1715
SYN1	0.381333333333333
PIGV	-0.522666666666667
ZIM2	-0.57475
APBB1	-0.316833333333333
SND1	-0.69225
C1orf123	0.164166666666667
CHD3	-1.259
BHLHB8	0.17875
RNASE2	2.24366666666667
BCAP31	0.529375
SLC25A44	0.574166666666667
CHD6	-0.8038
PIB5PA	0.776846153846154
SELS	0.199875
LOC541471	-0.230875
FAT2	0.475
ZNF81	0.7505
OR4C16	0.6135
FLJ10081	-0.2055
LRRC4	1.9735
CS	-0.265666666666667
N4BP2	-1.420125
IGFBP7	2.15025
ZNF318	0.3395
NDNL2	0.567125
ZNF609	0.026
SIRT4	0.17
EXOSC10	-0.28975
ECE2	0.0698333333333333
OVGP1	1.0395
GTPBP3	-0.633
PACS2	0.6296
C19orf36	-1.23033333333333
ARL4C	0.096
ATG4B	-0.071375
UBQLNL	-0.05175
RHOXF2B	-3.7835
PLEKHG2	1.093
GALR1	-0.736
AQP4	0.128
HDAC7A	0.146833333333333
DCUN1D3	0.45625
OR8A1	-0.484
CCRN4L	-0.07525
CBR4	-0.486333333333333
KIFC1	-1.08
SLC7A14	-2.307
LHX5	-0.4795
TRPC7	-0.059
LPXN	1.399
SERPINA1	-1.225375
RPS13	-1.7399
BPIL3	2.8985
PRKAA1	0.67575
FADS2	2.5799
ENAH	0.2493125
PRO1768	-0.43
APBA2BP	-0.93975
LIPH	3.165
C3orf33	-0.1305
RCC2	0.476071428571429
ALDH1A2	-3.607
RNF103	2.23125
AHCY	-0.7855
ALG12	0.608
CCL17	2.947
ZNF543	1.14233333333333
ESRRG	2.4923
CNGA1	-0.03375
RDH5	-1.08016666666667
OTX1	-0.087
PTGFR	-1.7615
CDR2	1.094875
SELE	5.533
NLGN2	-0.9805
EXOSC9	-0.9055
ZNF566	-0.0735
KLRC2	-3.9625
GPR12	0.7015
KIAA0196	-0.49175
PDRG1	0.13175
SSR3	-0.0634285714285715
MSI1	0.298
CST9	0.1955
CC2D1A	0.42225
PLAGL1	-0.0337777777777778
ZNF778	0.2025
RNF2	1.05675
KLF6	1.41766666666667
THBD	1.70316666666667
tcag7.1314	0.76625
NR5A1	-0.427333333333333
ABCD2	0.25825
DNAJC7	-1.958
CLEC4C	2.4375
TM2D3	0.608875
CCDC4	-3.0435
PLAC2	0.52825
DCD	0.4965
FAAH	1.33825
POLA1	-0.495
TM7SF2	0.063625
FLJ39822	-1.97733333333333
FLOT2	-0.1485
MAP4K1	-0.1535
SRP68	0.261625
C21orf74	0.4385
ARPC5	1.485625
LOC126075	1.579
HECW2	0.735375
ZDHHC4	-0.1855
ANKRD42	0.4867
PDE9A	0.259166666666667
ABCA8	0.4835
NDUFS2	0.4985
UBR5	-0.600375
BTBD16	-2.832
LOC554174	-0.505
ZNF20	0.993
KIAA1843	0.605
WDR17	-1.85525
C15orf33	-0.134
RNF113A	-0.1015
CAMKK1	-1.3849
CLCN2	0.06525
ANXA6	-0.973
LOC340069	0.667
EMID1	0.22325
DPM3	0.335166666666667
ELA1	-0.1645
SLC25A13	-0.1595
KRT24	-1.47366666666667
SMPD1	0.584666666666667
TH	-0.278125
COL6A2	1.18864285714286
ANKS1B	1.48125
GPR126	-1.9453
ZC3H12A	0.124
TMEM47	0.324666666666667
C2orf51	-0.17
C1orf88	1.87633333333333
HSF2BP	1.34
AKAP10	0.3865
RPAP3	-0.423
KLHDC8B	0.114375
STOM	0.0127
MUPCDH	0.02775
C10orf72	0.017875
PLEKHA3	0.855916666666667
TCP11L1	-0.3995
CWF19L1	-0.189625
SPEF1	1.26923076923077
YSK4	1.006
ELN	1.0551
SAMD8	0.519833333333333
MPI	-1.47783333333333
MEPCE	-0.0455
ABCC3	0.193875
NANOGP1	-1.17
KCNK17	2.204625
HLA-DMB	4.30566666666667
RRAGA	0.0915
ANGEL1	-0.31225
RBM32B	0.171
CPN1	-3.3815
MGC52282	0.1559
HLA-A	2.05266666666667
OR9G4	0.5745
EDNRB	-1.924625
SCD	0.0640714285714285
C14orf80	-0.823333333333333
BAGE2	-0.7065
RABL4	1.02883333333333
RCVRN	0.3125
SHANK1	0.111
NLRP7	-2.42275
CD226	2.1605
STAT3	0.62325
SYNJ2	-0.4187
TPCN2	-0.521833333333333
WDR36	-1.68016666666667
MBD4	0.3985
ROBO1	0.0357
ST3GAL6	-2.21425
SLAMF8	4.08483333333333
ATN1	0.408833333333333
GPR141	0.74
KRT36	0.2645
TPH1	0.17
DDX52	-0.4405
ZSCAN29	1.341
TRPT1	-0.561666666666667
DPEP3	1.20125
DENND4A	-1.173875
TSPAN16	-0.609
PTCHD2	-0.405
LOC145814	-0.0595
CAP1	1.26966666666667
EIF5A2	0.0435
NT5DC3	-0.00662500000000001
SEPT9	-0.21025
SEZ6L2	1.09825
EGFLAM	3.461
VPS11	-0.0305
NDUFB5	-0.2995
CIDEA	0.8755
IER5L	0.87175
N6AMT1	0.46875
FAM83C	-0.1685
OXR1	0.327333333333333
IRX1	-0.3795
DGKB	-0.0461666666666667
GCN5L2	-1.646
MIR16	0.566625
FBXW9	0.58675
WDR4	-1.73766666666667
PDC	0.4635
VPS33B	-0.49675
HEXB	-0.126
FLJ32214	0.35875
TCEB3	-0.139
CRLF1	-2.691
ABI3BP	1.4065
C8orf22	-4.57925
PYCR1	-0.168625
KIAA1706	0.82275
CDK5R2	0.335875
WAS	0.5795
C12orf60	-1.579
CCBL2	-0.325
MADD	-0.085
C5orf34	-1.0295
WDR42A	-0.0189
KLF12	-1.40425
HSPA1A	-0.438
ITM2C	-1.36233333333333
DAPK2	2.30466666666667
LOC442590	-1.046
SUMF2	-0.90675
CENPA	0.0252307692307692
TMED5	-0.54075
CDH6	-1.0832
BRP44	2.048375
THG1L	-0.888
GABRA2	-4.25725
C14orf166	1.73
MYL1	-1.922
TNFSF18	-0.1065
PAP2D	-2.004
PPIB	-0.14375
KLHL4	0.095375
SFN	1.52383333333333
CCDC127	0.252
FRAP1	-0.27875
GOLGA5	0.78025
SDCCAG1	1.027
MGC21675	-0.298333333333333
C10orf95	-0.88325
KIAA1345	-0.500333333333333
C1orf163	-0.419
LACE1	0.493166666666667
OR10K2	0.5145
CENPN	-1.436
TMED2	1.65
UGT1A6	0.727
ANG	0.44225
U2AF1	0.228
CASC2	0.482833333333333
NMT2	0.065
OSGEPL1	-0.487375
DFNB31	-1.0065
SLC6A20	0.203
DKC1	-0.64125
FXYD4	-1.022
WDR64	-0.28825
MGC5590	0.816
CREBZF	-1.09916666666667
DAZ1	-0.5905
PRPSAP1	-0.6935
GCHFR	-0.09775
TTC7A	0.121125
LOC196993	-0.5775
UBD	3.58866666666667
S100A1	1.00175
RPL6	0.0408333333333334
DNAJB6	0.1418
NAGS	-0.1806
C2orf58	0.524
KERA	0.541333333333333
MT1X	0.4594
UBE2B	1.3887
KEAP1	0.35525
MST1	-3.8515
OMA1	0.2095
ABLIM2	0.63475
BCL2L13	-0.36275
JAZF1	-0.033
TMEM63B	1.521
S100A8	3.1271
ARFIP2	0.54475
UROS	1.253
KHDRBS2	-1.0125
POLQ	-1.183125
SOAT1	-0.022
SPAG4	-0.02925
MRPS30	-0.959166666666667
LOC494141	0.491
OR2T11	0.673
ORAOV1	-1.3639
ZNF184	0.762333333333333
TCEB3B	0.0463333333333334
ADAM21	0.4015
GDPD1	0.917
SPINLW1	0.0156666666666667
PRR14	0.132
KCTD9	-1.9187
NUDT3	0.42175
KIAA1822	1.2278
HIST1H4K	1.621
DFNA5	-1.28675
GABPA	0.52775
C14orf44	-0.0225
POLB	-0.063375
PTAR1	-1.537
SEC31A	0.7683
TRIM58	0.4495
TAS2R14	-0.224
VPS8	0.315625
H1F0	0.548333333333333
PRKCB1	-2.02166666666667
UGT2A1	0.645
TOR1B	0.25175
LSS	-0.323416666666667
C2orf19	0.1125
HNRNPC	0.793571428571428
TMEM100	-1.8625
LOC116349	-0.27775
OR51M1	0.744
CCDC142	0.50975
ISG15	3.7373125
ZCCHC14	0.161125
CREBL2	0.482625
TGDS	-1.29025
DC2	-0.39375
CACNA2D3	-1.72971428571429
ZNF429	0.24225
LYPD6	-1.99766666666667
SUCLG1	0.54
OR51I1	-1.5355
MAGEH1	1.31425
PRPF40A	-0.2475
SMR3A	0.3095
SPINK2	0.92525
THAP2	1.449125
NPY5R	-1.58425
IRF4	-1.851625
SPESP1	-1.10216666666667
OR10S1	0.522
DTD1	0.09025
TUBE1	-0.35675
DDX19A	-0.5785
PDPN	0.192375
TMEM34	1.18166666666667
MGAM	0.361
COL3A1	5.73772222222222
GFM2	-0.6039
OR5A2	1.785
PSG9	-1.17525
ARHGEF11	0.502
IVNS1ABP	0.4799375
SIGIRR	0.29725
DUSP19	-0.283625
DNAJC14	-0.0113
ACSS1	-1.744625
IL1RAPL2	1.193
C4orf30	-2.0865
SEPT4	1.65125
LANCL3	0.0675
SPAG17	2.68666666666667
PRDX3	-0.051125
HNF1A	-1.750625
P4HA2	1.81625
RFWD3	-0.6535
MOV10	-0.14925
DNAJA5	0.492
LOC729440	0.5435
LOC200383	0.073375
SMC2	-1.60175
MIXL1	-1.615
TMEM9	0.144
FAM86A	1.0425
ZNF174	0.3454
MYH14	-0.66725
CCR8	0.55875
VPS37C	1.00483333333333
GPATCH1	0.5185
B3GNT8	1.9385
TBX4	-0.53725
CNR2	1.124
PCDH1	1.04625
C5orf29	4.619625
OCIAD2	1.814
PLCG2	0.7805
KIAA0247	1.83625
HRH3	0.1394
CAPN13	4.666875
CCR1	0.1434
MGC15523	-0.156888888888889
UVRAG	-0.548666666666667
DNAJA2	-0.299166666666667
ITGA2B	-0.823
CLDN5	3.39525
PTPRN2	-0.703285714285714
ZNF512	-0.276333333333333
PSAP	1.16957142857143
CCDC140	-2.724
LRRC55	0.388
CYP26C1	0.383
C8orf47	1.39175
