Hybridization REF	TCGA-A2-A0YH-01A-11R-A109-07
TARS2	0.2225
ABCF1	-0.3992
FCF1	0.954333333333333
LRRC49	0.29575
GUCY1B2	-1.2935
C1orf177	0.234333333333333
SMARCA4	-0.703642857142857
LRP8	-2.704
TAGLN3	-1.27675
MRPL14	0.2075
TTRAP	0.39875
ZDHHC20	0.63975
NFE2L3	0.5135
KIAA1377	-0.01875
PALMD	0.4313
TMEM43	-0.15775
TTL	-1.583
STAT5B	-0.234
SSB	-0.7915
OR10H5	0.358
SLC22A13	0.083
AKAP3	-0.5985
TIMM23	0.389833333333333
OAS2	3.51925
KIAA0423	2.12375
TRIM11	1.09766666666667
GLIS3	1.848875
TMEM50B	0.6985
ARHGEF4	-0.83525
DEGS1	0.132818181818182
TBL1XR1	0.337733333333333
G6PD	-1.1475
SP140	1.9073
MUC17	0.0929285714285715
NUDC	-0.6669
DNAJC5B	3.26966666666667
SCARA3	-0.8705
CPA3	6.44333333333333
BCAT2	0.4505
MFN1	0.0862
NRG3	0.448
SNX11	0.73725
PLEKHH1	-0.228333333333333
GPR177	-0.976166666666667
HCFC2	0.08575
TCAP	-0.844
MOCOS	-1.11175
C14orf93	-0.57475
PRDM10	-0.478833333333333
SLC16A4	1.08016666666667
SRGAP1	0.186166666666667
VIP	0.347
DUSP27	0.605166666666667
LILRA1	1.5098
MC2R	0.581
MGC24103	-1.7865
MBTD1	-0.4735
FUT11	-0.229833333333333
USP33	0.0539
C15orf39	-0.6335
MAP3K12	0.13475
PAAF1	-0.0393333333333333
BARHL1	-0.095
FLJ16165	0.0425
PIWIL2	-3.175
SYNE1	0.539666666666667
CMTM4	-0.869
TSPYL1	0.8236
GUF1	-0.468833333333333
TMEM157	0.7375
WDR44	-0.04825
HIST1H3C	-0.03925
DKFZp666G057	0.134
RNPEP	1.0595
GAS2L2	-0.000666666666666667
ADH4	-4.1855
GRPR	4.02116666666667
FBXL17	-0.11325
ZBTB10	1.10325
Gcom1	0.661555555555556
HTRA1	1.5105
ZNF585A	-0.0673333333333333
SLC26A2	0.0797142857142857
OTOP3	0.306833333333333
WISP1	3.66622222222222
ATP2B4	-0.133666666666667
FLJ10769	0.9015
CRAMP1L	0.523375
CHST12	-0.1005
RAB22A	0.28675
TARDBP	-0.468285714285714
STAU1	0.35225
CRB3	1.70883333333333
MIG7	-1.6945
CHMP1A	-0.284166666666667
ZNF160	0.766375
B3GALT6	0.625875
BARX1	-2.16883333333333
C6orf167	-1.201125
NXNL1	0.338
DHX29	0.655
HADHB	-0.096
PLXNB2	0.88875
ILDR1	-0.72575
SLC15A3	3.51375
GAS2	-4.86333333333333
C20orf69	-0.11575
NUMB	0.092
TNIP1	0.288125
MESP1	0.913833333333333
PSKH1	-0.70575
NSFL1C	0.907125
RHOG	0.6355
HEY1	-3.11966666666667
KNG1	-1.43225
ITGAX	2.5255
LIN9	-0.333666666666667
CANT1	1.2305
XRN1	0.608428571428572
CCDC96	1.0471
HEATR6	-0.727333333333333
GNG7	-0.575
RUNX2	1.173
SOX1	-0.183166666666667
FCRL5	1.6327
ZNF99	0.289875
FAM9A	0.951
SNX22	0.362333333333333
MBNL3	-2.2305
ODC1	-3.2033
ADORA2B	-1.19666666666667
NR2F6	1.45375
ZFYVE16	-0.452722222222222
SYNJ2BP	1.0589
POLE	-0.8255
E2F2	-1.075625
THRA	0.3795
PTGES2	-0.7365
HIP1R	-0.151333333333333
TMUB1	-0.525666666666667
ENO3	-1.87775
RSPH10B	0.398
CXorf39	0.750875
IRGC	0.39925
GPR109B	0.67425
FLJ13305	-0.865
LCE3A	-0.6085
TNFRSF18	-0.0165
DET1	0.76225
TRPM3	-0.13975
C16orf79	-1.274
FECH	0.811333333333333
RAP2A	0.2755
CRIP1	4.13516666666667
AZIN1	1.445875
SLC7A7	4.43775
IL10RA	1.8882
TMEM64	-1.27125
CDC42EP4	1.3403
C16orf58	0.1512
ARG2	-2.28525
POU5F1P4	-4.715
FAM62B	-0.051
DNAH8	-0.9356
ASH2L	2.06125
TSLP	-4.794
CNTNAP5	-0.186333333333333
TMEM16C	3.64325
IFNA14	-0.1215
SLC1A3	2.23675
CABYR	1.5045
BCL7B	0.2258
NUDT13	-2.0595
C13orf28	0.5255
C1orf53	-0.85575
ARL6IP4	0.206
RPL35A	-0.73575
EMR3	0.524
RAB40C	0.964416666666667
SLC41A1	0.266833333333333
LRCH1	0.32125
LY6G5B	-0.5085
FAM124A	-0.1035
MGC10981	-4.05383333333333
CLIP3	0.5685
MAP4K2	-0.0823333333333333
CHIC1	0.903
SULF1	3.072
C20orf30	0.416142857142857
PRDM5	-0.677625
ELOVL1	-0.081
C11orf48	-0.372125
SLC39A10	-0.06875
KCNV1	-0.074
ACP1	-1.30833333333333
ZMYM2	-0.069875
B3GNT6	0.366833333333333
C9orf69	-0.04625
C2orf15	0.614
C20orf166	-0.567
HSP90AA6P	0.649
EDG7	-0.4825
NEURL	1.673125
LPL	0.502333333333333
CLEC2D	0.308357142857143
GRRP1	0.807833333333333
CD8B	-1.6886
HIST1H3D	0.0268333333333333
SLC6A12	2.07125
FAM27L	-0.115
CD84	3.395
RASA1	0.1485
PHKG1	-0.217
MAGEA11	-1.0355
IMPA1	-0.1747
NPM3	-1.59525
RARRES1	3.6935
SH3BP1	0.1055
B3GNTL1	-0.78
ARPC5L	-0.357833333333333
KLHL26	0.7845
SIM2	-0.649
GJC1	-0.0735
C20orf194	0.091
EXO1	-1.3855
SLC2A2	-2.1355
LOC285074	-0.64425
LRG1	1.60075
KIRREL	-0.13
PIK3R1	1.71928571428571
C4orf34	0.00524999999999999
MAF	-1.30838888888889
ADCY4	2.85183333333333
ZMIZ2	0.4134
SLC46A3	2.22866666666667
STAMBP	-0.0685
CCDC16	0.33075
MS4A12	-0.1555
TCF20	0.1
LRRC46	1.02075
C20orf152	1.10825
MRPS6	-0.547875
ABCB11	0.238
KCNC2	1.19283333333333
CDH19	1.7645
C9orf123	0.0781666666666666
SSH3	0.51225
LDLRAD1	-2.39675
CCBE1	-0.5245
ZNF135	0.24675
TAAR1	0.6885
WFDC12	0.2245
CCDC42	0.0776666666666666
FLJ12529	-0.34975
PER1	-0.0328333333333334
TIMM50	-0.174833333333333
SMARCAD1	-0.539166666666667
FAM26C	0.3635
TP53TG3	-1.65
SH3RF1	1.0539
LMCD1	3.26625
GPR63	-0.2635
FLJ21986	-2.363125
AIFM3	0.017
MICAL1	-0.523
BLZF1	1.60216666666667
IQCA	3.491
PCDHGC3	-0.832
SAC	0.5455
BCL6B	1.58666666666667
DDO	0.88625
MARCO	3.8635
DCHS1	0.768833333333333
C1orf170	-0.718833333333333
CD200R1	1.541
C22orf15	-0.1265
SEPT11	0.352166666666667
ADNP	0.481
UST	-0.8587
C13orf34	-1.43033333333333
RFFL	0.0289285714285714
APBA3	-0.362
C2orf60	-0.43875
CUTL1	-0.1718
PMS1	-1.26625
ZNF689	1.1595
EIF3E	0.8505
IL9	-0.344333333333333
RPL31	-1.4735
LY9	1.112
ATP2B3	-0.21275
KDELR2	0.658041666666667
TFCP2	1.028375
NLRP12	1.058875
FLJ45422	-1.211
TLE4	0.0127
ZNF570	0.213
FLJ43806	-0.2945
TLK2	0.063875
CIR	0.25125
MARS2	0.095
COL24A1	0.66975
SDF2L1	0.294
HIBADH	-0.1135
IGFBP3	-0.424428571428571
C12orf23	-0.230625
PSPC1	-0.159
C20orf43	0.57925
TRAV20	0.677
ARHGAP24	1.4085
KIAA1975	1.851375
C1QA	3.8939
DNTT	-4.59483333333333
C10orf6	0.283583333333333
C11orf41	-0.79325
HNRPF	0.012
COL11A1	6.85633333333333
UBAP2	0.424
CDKN2AIPNL	-1.8415
C20orf174	3.992
SPRED2	-0.036
PLA2G12A	0.447833333333333
ICEBERG	-1.458
SCN10A	-0.0355
C11orf65	-0.46525
GBP5	5.82575
PITPNC1	-1.337
POU3F3	-0.263
NCOA7	-0.07775
LIN7C	0.1966
LOC348840	-1.5885
NKX2-2	-2.6615
ANKRD13D	-0.44575
LOC123688	-0.72175
FUT2	1.63116666666667
TAAR8	0.4335
FZD4	0.750666666666667
PNMA3	-0.896166666666667
OR4L1	0.196
WIT1	-0.8105
EXOC3L	0.60075
ATPBD4	0.4688
KRBA1	-0.37225
UBXD6	-0.946
HOXB7	-1.07485714285714
C7orf23	-0.7705
UNQ338	-0.3315
STAB2	0.72475
CDC20B	0.19375
IRF9	3.255
CENTG1	0.0353333333333333
TNPO2	-1.21225
MCPH1	-0.114
BMS1P5	-1.311
SLC26A7	0.24125
HIST1H3J	0.19
C9orf3	0.5111
LBH	0.897375
MYO1D	0.922
PTDSS2	0.335
NFU1	-0.02125
DEPDC4	-1.145
WNT7B	2.0514
GLP2R	0.0451666666666667
SETD4	-0.7434
DYNLT3	-0.6622
FKBP11	-0.195833333333333
SESTD1	-0.1235
FLII	0.2405
RPS16	-0.236
CHPF	-0.350333333333333
CSNK2A1	0.0968333333333333
SUMO1P1	0.037
FKBP6	-0.84
ZNF214	-0.5735
TWIST1	1.86683333333333
DDX56	0.2275
TRAM1L1	2.1798
EPO	-1.141
MRPS18B	-0.30275
ZNF682	-0.562
RPL14	-0.4505
MAFF	-1.0485
LOC51136	-0.514625
LY96	0.75875
DDX20	-0.54775
ABTB1	0.2175
ARL5A	0.1973
CCT6A	-0.47825
HEPACAM	-1.671
EHHADH	-0.2485
RBAK	0.141
CGB1	-0.397
ITGB5	0.7049
YIPF3	0.51775
FKBP2	-0.16675
NR1D1	-0.4694
TMEM110	1.261
NEK2	0.411166666666667
PRAMEF8	-3.09575
C20orf52	0.108166666666667
PCDHGA3	-1.361
VWA3B	0.18225
NDUFA5	0.1265
THAP9	0.12075
FLVCR2	1.64233333333333
AP1S1	-0.396375
SMAD6	-0.572
SAV1	0.889875
SAT1	1.56175
ZNF251	1.176375
ADAMTS7	-0.0338
RPP38	0.43175
C1orf211	-1.1185
YPEL2	0.79735
RBMS1	-0.53525
ZNF445	-0.344
NRXN2	-0.365
PGBD4	-0.372875
UGT2B28	-2.15
WBSCR16	-0.684
NLRC3	0.590875
ASTL	0.2075
ST6GALNAC1	-3.38725
ZADH2	0.00975000000000002
MLLT4	0.725583333333333
ARL6	0.0296666666666667
MEF2C	0.8675
CBFA2T3	-1.598
AFF3	1.60271428571429
COG7	0.382333333333333
MYB	-0.505166666666667
PLXNA3	0.1595
XRCC2	-1.97316666666667
MMS19	-0.44575
ST8SIA5	-0.819125
CHPT1	0.6645
KIAA1712	-0.5595
OR6X1	2.153
ACTR3	0.30875
UGCG	1.28683333333333
OR4P4	0.8845
ZAP70	-2.5525
LPP	-0.016125
ZNF485	0.85225
PTPRCAP	0.233
IL12RB1	0.70475
ATRX	0.4779
CHST8	-2.366375
C14orf109	0.7935
ARV1	0.56825
NMB	-1.32014285714286
COX5A	-0.248833333333333
EIF6	-0.61775
MPPED2	-0.297166666666667
SEMG1	-1.8015
CHRDL1	0.00549999999999999
TRAF3IP2	1.22275
WNK2	-0.471875
LILRA4	3.0995
LAMA2	3.49725
PXT1	0.0705
RLBP1	-2.46075
CD300C	1.8455
SLTM	0.314875
FLJ10404	-0.935375
APOBEC3D	-0.528166666666667
RENBP	1.28633333333333
ATXN7L1	0.421625
NID1	0.616
TUBGCP3	-0.28375
ITIH5	1.06333333333333
CCDC110	1.82675
C8A	-2.29775
MGC87042	-1.761
HOXC13	1.50275
TFDP2	-0.8475
HCP5	1.94
POLI	0.04525
UCN	-0.781166666666667
ZNF764	0.767833333333333
C8orf45	-0.17175
FHL3	-0.3895
SPATA5L1	-0.224
MMRN2	2.74083333333333
NDST1	0.825333333333333
COL20A1	-0.5105
ZNF248	-0.770833333333333
PELP1	-0.761
MBL2	-2.592
RNF41	0.41675
C5orf24	-0.460375
THOC5	-0.552
SERINC3	0.51225
RP11-151A6.2	1.35875
CDCP2	0.215
HIST1H2AA	0.412
C11orf75	0.658166666666667
FKBP7	-0.05975
DDOST	0.108
GPNMB	2.03533333333333
TTF2	-0.318666666666667
KCNT1	0.0381666666666667
SLC39A14	-1.15525
NGRN	1.2331
GPR137B	2.30575
MECP2	0.165
PSMA1	-0.4105
C16orf73	-4.5155
TMEM60	-0.11
CSN3	0.0025
NOS1	0.0791666666666667
RAB7L1	1.39916666666667
YBX2	0.315
KIAA1166	-0.767625
FUBP3	0.139833333333333
ABCG1	2.8405
ACACA	-0.508583333333333
ARL11	1.9515
ATOH1	-0.5695
ODF1	-0.124333333333333
CREB3L3	-1.739
TMEM127	1.01342857142857
DSCAML1	2.47075
PLN	3.66216666666667
LYPLA1	1.61416666666667
PRDM9	-1.90225
SASP	-0.807
PLUNC	3.48516666666667
INTU	-0.25075
HISPPD1	-0.48
LNPEP	1.00316666666667
YARS2	-0.0416666666666667
APCDD1L	-1.4365
ZCCHC4	-0.3722
FBXO22	-0.525166666666667
TTLL13	0.1575
ZNF669	0.449333333333333
PTGDR	1.89375
DDX27	0.377
KIAA0409	-0.300166666666667
GJB6	0.263
ASB8	1.44425
PLP2	-0.093
MEPE	0.38975
OR10J5	-0.4425
KRT222P	1.3615
COQ7	0.877333333333333
C1orf101	0.3095
RERG	3.4036
CHMP5	1.02275
THAP11	0.022375
ZNF43	0.9035
ZRANB3	-0.9185
KRT13	0.737375
MRPL19	-0.696125
RBBP9	-0.087125
SPATA17	2.03975
BXDC5	-0.230666666666667
PAFAH1B1	-0.147166666666667
MAGEE1	0.15075
OSTF1	0.061
KIAA0323	0.367083333333333
TXNDC13	0.166833333333333
CNTN4	2.4075
LCE1B	-0.1485
UNQ501	1.0395
ZNF154	0.40125
C3orf64	-0.000250000000000014
SYT5	-0.122
PON1	-0.1105
FLJ10357	-0.566625
ATP4A	-0.478
GNPDA1	0.296
MGAT1	1.39033333333333
C14orf121	0.4205
SLC35B2	0.23275
MIER3	-1.28433333333333
CHEK1	-1.9075
ZNF8	0.226333333333333
TXNDC1	0.4
CKB	-1.4886
RTN3	0.112142857142857
FZD2	-0.250333333333333
PART1	-0.67525
PSMB6	0.03275
PCDHB8	-1.105
PHC3	0.5026
PPP1R8	-0.296
NOVA2	0.917
TNFRSF11B	-2.986125
GOLPH3	0.403
UBLCP1	-0.324
SUHW3	-1.47775
TTLL1	1.13525
OPN4	0.3915
OR13G1	0.2795
ZPBP2	-0.3875
HSD17B11	-0.83375
C9orf50	0.0705
DHDDS	-0.138928571428571
CTSW	1.4392
NEFM	-1.09216666666667
MRPL28	-0.27925
SYN1	-0.133666666666667
PIGV	-0.0793333333333333
ZIM2	1.5915
APBB1	0.286666666666667
SND1	0.01325
C1orf123	-0.339666666666667
CHD3	-0.30325
BHLHB8	0.1075
RNASE2	0.8365
BCAP31	0.55025
SLC25A44	0.623
CHD6	0.2827
PIB5PA	2.55176923076923
SELS	0.653875
LOC541471	-1.187
FAT2	0.4985
ZNF81	0.2575
OR4C16	0.206
FLJ10081	0.3262
LRRC4	1.0935
CS	0.0225
N4BP2	-0.9605
IGFBP7	1.6055
ZNF318	0.052
NDNL2	0.597125
ZNF609	-0.110125
SIRT4	-0.44825
EXOSC10	-0.51725
ECE2	0.1405
OVGP1	2.557
GTPBP3	-0.75525
PACS2	0.6508
C19orf36	-0.600833333333333
ARL4C	-0.018375
ATG4B	-0.374125
UBQLNL	1.04975
RHOXF2B	-3.7335
PLEKHG2	-1.153
GALR1	-0.0735
AQP4	-0.0765
HDAC7A	-0.0698333333333333
DCUN1D3	0.1185
OR8A1	-0.122
CCRN4L	0.163875
CBR4	-0.589166666666667
KIFC1	-2.00633333333333
SLC7A14	-0.848833333333333
LHX5	-0.2255
TRPC7	0.096
LPXN	0.388
SERPINA1	-1.5125
RPS13	-0.4658
BPIL3	-0.464
PRKAA1	-1.62975
FADS2	0.378
ENAH	0.0987500000000001
PRO1768	0.2075
APBA2BP	1.17625
LIPH	2.254
C3orf33	-0.18475
RCC2	-0.203857142857143
ALDH1A2	-2.7826
RNF103	1.2795
AHCY	-0.09075
ALG12	-0.0975
CCL17	2.2335
ZNF543	0.402166666666667
ESRRG	2.5955
CNGA1	-0.4385
RDH5	-1.63083333333333
OTX1	-1.654
PTGFR	-0.415833333333333
CDR2	0.317625
SELE	4.5085
NLGN2	-0.950833333333333
EXOSC9	-0.44225
ZNF566	0.378333333333333
KLRC2	-3.946
GPR12	0.26
KIAA0196	2.55675
PDRG1	-0.23175
SSR3	-0.191928571428571
MSI1	-0.4485
CST9	2.6615
CC2D1A	-0.498875
PLAGL1	-0.0514444444444444
ZNF778	-0.8135
RNF2	0.616875
KLF6	0.842666666666667
THBD	1.48166666666667
tcag7.1314	0.85275
NR5A1	0.115333333333333
ABCD2	0.238
DNAJC7	0.2195
CLEC4C	1.4875
TM2D3	1.1215
CCDC4	-0.762
PLAC2	0.4735
DCD	4.785
FAAH	1.064375
POLA1	-0.614166666666667
TM7SF2	0.095125
FLJ39822	-0.921333333333333
FLOT2	-0.125125
MAP4K1	-0.0525
SRP68	0.098
C21orf74	0.291
ARPC5	0.416375
LOC126075	1.55625
HECW2	0.766
ZDHHC4	0.81375
ANKRD42	0.8285
PDE9A	-1.11183333333333
ABCA8	0.43875
NDUFS2	0.55375
UBR5	1.558375
BTBD16	-2.5475
LOC554174	0.01
ZNF20	0.353
KIAA1843	0.447
WDR17	0.209625
C15orf33	-0.218
RNF113A	-0.234
CAMKK1	-0.2746
CLCN2	-0.309
ANXA6	-0.042
LOC340069	0.256
EMID1	1.13975
DPM3	-0.271833333333333
ELA1	0.322
SLC25A13	-0.677
KRT24	2.90675
SMPD1	0.0735
TH	0.333375
COL6A2	0.261428571428571
ANKS1B	1.47375
GPR126	-2.0192
ZC3H12A	0.4675
TMEM47	0.282833333333333
C2orf51	-0.170166666666667
C1orf88	2.65716666666667
HSF2BP	1.79
AKAP10	0.1785
RPAP3	0.5135
KLHDC8B	1.199125
STOM	1.367
MUPCDH	-0.16375
C10orf72	0.071875
PLEKHA3	0.53475
TCP11L1	0.273
CWF19L1	0.06875
SPEF1	1.63261538461538
YSK4	-0.1595
ELN	2.3464
SAMD8	0.690333333333333
MPI	-0.510666666666667
MEPCE	-0.1326
ABCC3	-0.5975
NANOGP1	-2.807
KCNK17	2.859
HLA-DMB	4.70616666666667
RRAGA	1.174
ANGEL1	0.63725
RBM32B	0.3255
CPN1	-2.70425
MGC52282	1.1381
HLA-A	2.47875
OR9G4	0.126
EDNRB	-1.22925
SCD	0.837714285714286
C14orf80	-0.354666666666667
BAGE2	-0.127
RABL4	1.36983333333333
RCVRN	-0.0435
SHANK1	0.0785
NLRP7	-2.21375
CD226	1.68725
STAT3	1.1939375
SYNJ2	-0.2954
TPCN2	0.141
WDR36	-1.18966666666667
MBD4	-0.00549999999999999
ROBO1	-0.3678
ST3GAL6	-2.19925
SLAMF8	3.9765
ATN1	-0.0628333333333333
GPR141	1.18175
KRT36	0.2935
TPH1	-0.892
DDX52	0.21625
ZSCAN29	0.235833333333333
TRPT1	-0.117166666666667
DPEP3	0.348
DENND4A	-0.172125
TSPAN16	-0.092
PTCHD2	0.47
LOC145814	-0.5685
CAP1	0.375
EIF5A2	-1.1572
NT5DC3	-0.879375
SEPT9	-0.288375
SEZ6L2	-1.368
EGFLAM	2.073
VPS11	0.722
NDUFB5	-0.302
CIDEA	0.157
IER5L	0.5455
N6AMT1	0.748
FAM83C	-0.17725
OXR1	1.12566666666667
IRX1	0.52
DGKB	-0.478666666666667
GCN5L2	-0.56925
MIR16	1.1615
FBXW9	-0.63425
WDR4	-1.43
PDC	-0.5375
VPS33B	0.06775
HEXB	0.8155
FLJ32214	0.06225
TCEB3	0.0695
CRLF1	-4.97875
ABI3BP	0.8895
C8orf22	-3.8525
PYCR1	-0.167625
KIAA1706	0.223
CDK5R2	0.166
WAS	0.2855
C12orf60	0.14525
CCBL2	-0.253625
MADD	-0.07175
C5orf34	-1.341
WDR42A	0.9252
KLF12	-1.12225
HSPA1A	1.02725
ITM2C	-0.5125
DAPK2	1.5265
LOC442590	-0.1715
SUMF2	0.1715
CENPA	-1.14461538461538
TMED5	-0.032125
CDH6	-0.8486
BRP44	1.079625
THG1L	-0.69175
GABRA2	-2.74175
C14orf166	-0.034
MYL1	-2.05666666666667
TNFSF18	-0.275
PAP2D	-1.63533333333333
PPIB	0.0205
KLHL4	-0.2385
SFN	-0.316
CCDC127	0.305
FRAP1	-0.01275
GOLGA5	1.027
SDCCAG1	0.324625
MGC21675	0.108166666666667
C10orf95	-1.015
KIAA1345	-0.088
C1orf163	-0.645
LACE1	-0.173333333333333
OR10K2	0.6655
CENPN	-2.03324
TMED2	1.19875
UGT1A6	0.6565
ANG	-1.574
U2AF1	-1.08483333333333
CASC2	0.281666666666667
NMT2	-1.4915
OSGEPL1	0.17375
DFNB31	-0.4155
SLC6A20	0.694375
DKC1	-0.13975
FXYD4	-0.67875
WDR64	0.23025
MGC5590	0.426
CREBZF	0.181333333333333
DAZ1	-0.1525
PRPSAP1	-0.39125
GCHFR	-0.6115
TTC7A	-0.563125
LOC196993	0.92025
UBD	0.589
S100A1	-0.94625
RPL6	-0.535166666666667
DNAJB6	0.19705
NAGS	0.4722
C2orf58	0.384
KERA	1.19183333333333
MT1X	-0.8938
UBE2B	0.5113
KEAP1	0.0255
MST1	-3.14725
OMA1	0.4775
ABLIM2	0.751
BCL2L13	0.486416666666667
JAZF1	-0.0485
TMEM63B	0.82
S100A8	2.4808
ARFIP2	0.9795
UROS	1.31
KHDRBS2	-0.9995
POLQ	-2.27875
SOAT1	0.566
SPAG4	-0.42525
MRPS30	0.0853333333333333
LOC494141	0.67075
OR2T11	0.5485
ORAOV1	-1.0702
ZNF184	-0.902833333333333
TCEB3B	-0.0263333333333333
ADAM21	0.669
GDPD1	1.1075
SPINLW1	0.2715
PRR14	0.850666666666667
KCTD9	-1.5617
NUDT3	0.746
KIAA1822	0.8517
HIST1H4K	1.506
DFNA5	-0.73925
GABPA	0.29375
C14orf44	0.84175
POLB	2.006625
PTAR1	-1.23875
SEC31A	0.6027
TRIM58	-0.46525
TAS2R14	-0.2665
VPS8	1.26625
H1F0	1.11083333333333
PRKCB1	-1.49716666666667
UGT2A1	0.1805
TOR1B	0.76025
LSS	-0.156916666666667
C2orf19	0.303
HNRNPC	0.0799285714285714
TMEM100	-1.81
LOC116349	-0.15375
OR51M1	0.485
CCDC142	-0.632
ISG15	3.9546875
ZCCHC14	-0.979625
CREBL2	1.391375
TGDS	-1.338
DC2	-0.24475
CACNA2D3	-1.40564285714286
ZNF429	0.73125
LYPD6	0.924666666666667
SUCLG1	-0.3565
OR51I1	-0.6195
MAGEH1	1.1135
PRPF40A	-0.7735
SMR3A	1.396
SPINK2	-1.6015
THAP2	0.031625
NPY5R	-0.800375
IRF4	-0.919125
SPESP1	-1.68416666666667
OR10S1	0.2515
DTD1	-0.44925
TUBE1	-0.353
DDX19A	-0.778
PDPN	-0.530625
TMEM34	1.26516666666667
MGAM	0.28725
COL3A1	5.895
GFM2	-0.3475
OR5A2	0.24
PSG9	-1.16875
ARHGEF11	1.0045
IVNS1ABP	-0.90825
SIGIRR	0.92775
DUSP19	-0.33
DNAJC14	0.9006
ACSS1	2.113875
IL1RAPL2	0.7815
C4orf30	-0.7585
SEPT4	2.01
LANCL3	-2.4505
SPAG17	1.584
PRDX3	0.66275
HNF1A	-1.845875
P4HA2	-0.363875
RFWD3	-2.23283333333333
MOV10	0.0725
DNAJA5	0.1015
LOC729440	0.07325
LOC200383	-0.181375
SMC2	-1.66625
MIXL1	0.259166666666667
TMEM9	1.34125
FAM86A	1.552
ZNF174	0.7998
MYH14	-0.9295
CCR8	1.301
VPS37C	1.25166666666667
GPATCH1	0.4735
B3GNT8	2.229
TBX4	-0.303
CNR2	0.099
PCDH1	0.98
C5orf29	4.32175
OCIAD2	-0.0805
PLCG2	1.4265
KIAA0247	1.629125
HRH3	0.0115
CAPN13	2.580375
CCR1	2.1628
MGC15523	-0.188333333333333
UVRAG	0.894333333333333
DNAJA2	0.456833333333333
ITGA2B	-0.530833333333333
CLDN5	2.6745
PTPRN2	-1.25507142857143
ZNF512	-0.138333333333333
PSAP	1.61357142857143
CCDC140	-1.99
LRRC55	0.0215
CYP26C1	0.3525
C8orf47	1.61125
LYN	0.85075
DUSP6	-0.449
TGFB3	3.65913333333333
ELK1	0.3067
PCDH11Y	-0.490666666666667
HGD	-1.25025
C17orf58	0.7555
MYO3A	0.1905
SERPINE2	-4.16083333333333
AARSD1	-0.86025
C14orf73	-0.878
ADAM33	-0.135
ZNF491	0.2735
MAPK6	-1.31366666666667
TCN1	-1.25133333333333
SLC24A6	0.428
UBE2R2	0.7825
H1FNT	0.32825
TATDN2	0.759666666666667
LILRB1	3.34375
P2RY5	1.478
NUCB2	0.77925
C2orf37	0.16275
SNX27	1.2625
MTA3	-0.211375
FOXO4	0.949375
ID4	0.357166666666667
SOX5	-0.182833333333333
PXMP3	2.297875
OR52M1	-0.0895
SFT2D3	-0.2755
INA	-2.809
MCOLN1	0.30475
NFIX	-0.072
CLEC14A	4.82633333333333
HIBCH	-0.841166666666667
PLA2G5	1.54675
TIMM10	0.162
MED17	0.2367
COL4A4	-1.3045
TPP1	0.960333333333333
GJA3	-1.05916666666667
TMPRSS5	-2.22
AADACL3	0.3
DNMBP	-0.33375
ENPP5	2.11183333333333
NQO1	-1.9182
ZSCAN2	-0.62375
SEC24C	0.303166666666667
GTF2A1L	-1.055
AXIN2	0.3942
FAM33A	-1.76883333333333
C16orf13	0.34075
SPNS2	0.71625
TAF1	0.3955
AP1G2	0.272
RBM42	0.3305
HCN2	0.183
EFHB	0.289666666666667
RUSC1	0.806
GRIK5	0.012
USP21	0.586166666666667
ATAD3C	-0.32725
ORMDL2	0.989
PRSS7	-2.826
PSAT1	-4.692
FLJ13195	-0.348833333333333
TBC1D1	0.382
IFNG	2.1625
OTOS	0.7255
ZNF773	0.0788333333333334
EMD	-0.0005
RETN	0.542
CCL8	5.4865
APH1A	0.791625
COX18	0.447125
GTF2IRD2	-0.602
CCDC82	-1.41991666666667
PAFAH2	0.9304
NPEPL1	-0.4072
RP11-114G1.1	0.529
TP53INP1	1.965375
ZNF300	-1.16783333333333
FOXL2	-3.2395
LARP2	-0.133833333333333
LATS1	0.31725
HTR6	0.2065
SPOCK2	1.154
RNF144B	2.64966666666667
HTATIP2	-0.6515
MGC10334	-0.143833333333333
CENTA2	3.16916666666667
FGF2	-2.2785
FXYD7	0.2625
PHYHIPL	-2.432
GPR34	6.02875
DDX6	0.0323333333333333
OR10W1	0.0855
LHFPL1	-0.3515
ZNF313	-0.120071428571429
VPS28	1.716
AP3M1	0.1195
AKR1CL2	-0.748
TRAF4	-0.126
OR2B11	0.2395
C19orf12	0.678833333333333
AKAP9	-0.00833333333333333
C1orf62	0.20475
SLC20A1	-0.5184
FAM112A	0.3715
LDB2	0.676375
MRPS23	0.46675
KLK5	0.355125
SPTB	-0.685555555555555
EFEMP2	0.83775
EFNB2	0.983375
PCM1	-0.913785714285714
NMNAT3	2.006625
TSG101	0.895333333333333
C8orf40	2.91566666666667
NOB1	-2.05275
ABHD3	-0.27925
GTF3C4	-0.368375
PIGN	0.408
GALNTL1	1.64575
AEBP1	2.643375
OR9Q1	0.848
ANKRD2	-0.4935
CCL28	-0.28175
TRIM38	1.6415
TMCC1	0.110833333333333
SMG5	0.038
LRRC7	-0.9075
NCAPD2	-1.0065
C6orf153	-0.1275
C1orf74	0.52
OTUD6A	0.3385
DCP2	-0.8785
TMEM24	0.3505
RPL18	0.1185
TMEM177	-0.79175
LRRC37A3	0.758
C1D	-1.10233333333333
LDHC	0.0725
UBE4B	-0.739333333333333
NIT1	0.277625
BTN3A3	1.353375
RASD1	1.685375
COMMD3	0.19525
SHFM1	0.177
BIRC8	-0.27575
DUT	-0.929
