Hybridization REF	TCGA-BH-A0RX-01A-21R-A084-07
FGFR1OP2	-0.483833333333333
SLC9A1	-0.1748
CHRND	0.2205
FOXF1	-1.3365
KIAA1467	0.061
TPO	0.995833333333333
LTF	4.05192857142857
DNAJB9	0.9335
MRPS27	-1.07425
bA16L21.2.1	-0.61575
WBP2	-0.0693333333333333
MRGPRX3	-1.53033333333333
PRPF18	0.52125
C10orf58	1.09625
SMOC1	-1.8349
ADAT3	0.770166666666667
TMEM138	-0.28375
TMEM131	-0.752
TIMM8B	0.82675
MYH7	0.214
ST6GAL2	0.01775
KIF1C	1.5805
SUHW2	-0.056
PAPSS1	1.86225
CABP2	0.1465
HOXA4	-0.94975
ELF2	-0.07475
SEMA3D	0.5503
MC5R	-0.223
OGFR	1.002
FLJ30092	-0.412333333333333
TGFA	-0.7306
MMP17	1.437
KIF15	-2.12525
CHIA	1.506
CATSPER3	-1.03425
CEACAM7	-0.0664166666666667
PADI2	2.3015
HOXA9	1.32433333333333
LNX2	-0.423333333333333
TMEM144	-0.031
HIF1AN	0.0815
METTL7A	0.219
C6orf165	1.62033333333333
KIAA1468	-0.2595
DSG3	-0.5845
ZNF180	0.346
EIF4E3	1.042
SLC46A1	0.781
DKK1	0.613666666666667
ZNF205	0.747
LOC162073	1.19827777777778
COX7A1	5.459
MAGEA1	-4.48583333333333
NEDD8	-0.597666666666667
KLHDC5	-0.218166666666667
C3orf19	0.744833333333333
MRPS2	-0.57725
POLR3H	0.5625
ABHD11	0.9885
TMEM17	1.37925
PAIP2B	-1.0301
MAT1A	-1.28
LGI3	-0.2675
THUMPD2	-0.284
TKTL2	0.0915
XAGE3	-2.703
CALM3	0.544
C6orf136	-0.0538333333333333
KCNC4	0.201333333333333
RGS9	2.07266666666667
ACIN1	-0.5025
SPATS1	-0.18875
XKR8	0.27175
FAM84A	2.63283333333333
MS4A7	4.90518181818182
AGXT2L2	-0.438
OR1F1	0.6665
SMAP1L	0.124166666666667
IPO11	0.512375
ZC3H11A	-0.1680625
C1orf151	0.133375
RNASEH2A	-0.6395
CCR10	-0.654
TXNDC11	0.359916666666667
TMEM112	0.787625
MAP1B	-0.107928571428571
NVL	0.067
PKM2	-1.26725
ARC	-0.2515
NUP54	-1.0465
PPFIBP2	1.246
STAT2	1.0905
PTAFR	3.0655
ROBO2	-0.297125
RNF40	-0.522
CCDC135	-0.429333333333333
IFT81	-0.3661
MORF4	-0.62575
TM7SF3	-1.266625
OR10H3	-0.8
ABP1	0.21
CHRD	-0.0715
PLEKHA8	-0.0045
NCALD	4.10775
OR5AK2	0.09575
ACCN1	0.493333333333333
SLITRK1	0.25825
ARMET	0.48425
C9orf52	2.491
REEP4	-0.13825
MTSS1	1.8795
ADH1B	2.30266666666667
DLD	-0.83075
CDK5	-0.6345
PPFIA1	-0.67525
WFDC3	-0.0955
DNAJB12	1.20742857142857
RANGRF	-0.5385
MLANA	-4.442
AMY2B	-0.15575
KIAA0319	-1.188625
RPS7	-0.025
JAK3	0.6623
ARFGEF1	1.4095
CXCL5	0.624166666666667
TRAPPC4	-0.72
CETN2	0.6025
HSPC111	-0.4685
RHOBTB3	-1.4095
PHLPP	0.1425
RGS10	1.916
TMEM58	0.38725
CHERP	0.197375
HSP90AB3P	0.245
FSTL3	-1.78116666666667
PEX11A	-0.2875
OR5V1	0.7985
FCN3	4.19975
PTPN3	-0.330875
NPTX1	-4.6805
C21orf84	-0.50325
C11orf51	0.068
ZBED2	5.39075
FLJ90757	-0.77575
NPY2R	1.00275
PLD3	1.1
SYT17	-0.497333333333333
SGSM2	-1.08025
OR1A2	0.3385
FOXP1	0.139125
SLC5A1	3.45075
POFUT1	-0.2986
EPHB6	-2.69566666666667
MYO1G	-0.37775
STAC	1.6323
KLHL17	-0.437333333333333
RGMA	1.8806
TJP2	-0.0873
FAM114A1	-1.01133333333333
SERINC1	0.417666666666667
SLC9A8	-0.61925
PEX19	0.355375
EDN2	4.55225
PSMD7	-1.09622222222222
C3orf41	-2.57525
UQCR	-0.384
PPP1R3C	-0.3915
LRP4	-2.3785
TM2D1	-1.1325
TTC17	0.6538125
C4BPB	-3.943625
CCL25	0.711
ZNF253	0.364833333333333
CHRNA9	-2.92575
SOX11	3.749125
HIVEP3	0.756
CGN	1.924
C3orf35	-0.91325
PKD2L1	1.862
SYVN1	0.038375
PDE8B	-1.534125
LOC439951	1.396
LTC4S	1.56783333333333
MIF4GD	-0.797
SMARCA2	1.9829375
TUBGCP6	-0.840666666666667
CABLES1	-0.175625
C16orf77	2.90033333333333
ZNF791	0.28025
FUT5	-0.2055
ADH6	-2.07133333333333
P4HB	-0.0115
CLDND2	-0.75225
ALKBH8	0.51925
PLAC4	-1.03375
F11R	1.22514285714286
MGC35295	0.333166666666667
PDZD4	-0.566166666666667
LOC389073	-0.71175
FAM80B	0.315666666666667
PSMB1	-0.389625
TXN	-0.743833333333333
VIPR1	-0.4362
WBSCR18	0.3332
EXOSC6	0.0685
ACTA2	4.1845
SP5	-3.46716666666667
ANKRD1	-1.077
DDR1	1.2096
ATP6V1D	-0.16125
PTGS1	-1.42916666666667
RNF157	-1.27175
DCC	0.0455
SPAG7	-0.163
FBXO18	0.2315
UBE3C	0.2738
HOXC6	0.1225
LRP2BP	-0.714333333333333
MYST2	-0.7695
PDSS2	-0.97825
ATE1	-0.2665
ARAF	-1.139
KLF10	-0.08275
PLA2G2E	0.10425
ASCL1	-1.30116666666667
TSNAXIP1	0.01275
FAM131B	-0.112125
IFNA10	-0.0815
NUP43	-1.14475
FAM44B	-1.068625
L1TD1	-5.30883333333333
NMD3	-1.20666666666667
C18orf54	-0.7319
PHOSPHO1	-0.075
RAG2	-1.0475
EMILIN3	-0.195
METTL3	-1.3555
VPS13C	-0.823625
REXO2	-0.5035
ANXA4	-0.223
CA1	-1.5255
DCP1B	-0.108
TULP3	-1.34933333333333
ATP2A2	-0.0752142857142857
ATIC	-1.16975
ADAM15	0.172833333333333
NPL	1.8025
LGR4	0.81025
UEVLD	0.262
GAB1	0.56975
SNAI2	0.903333333333333
ZGPAT	0.3401
SNF1LK	0.5825
DLEU1	-1.29025
UBE2Q1	1.052375
ZMYM6	0.055
JPH3	-1.71916666666667
FAM38A	-0.615083333333333
PXK	-0.220833333333333
DENND2D	1.52975
BAX	-0.761833333333333
CP	2.17272727272727
RPL37	0.3388
G6PC3	0.819375
NCOA4	-0.1875
LRRC14	0.293
GORASP1	-0.13075
FCHO2	1.039375
CYP24A1	-2.468
FXYD3	-0.578
SMARCAL1	0.12525
ABCB8	-0.589
CCDC44	-0.505
PRDM7	-2.86175
USH1C	-0.38475
DNAH5	-0.0718333333333333
SRF	0.286916666666667
MAL2	2.0005
PGPEP1	-0.580083333333333
SIN3B	-0.11925
SEMA3C	-0.5985
GRAMD3	1.832
FBXO10	0.229125
OR5D13	0.3515
FLJ31818	1.770875
CACNA1I	0.9025
S100A13	0.7585
TP63	1.99185714285714
ANXA11	0.2406
WDR66	2.11075
CSF2RB	0.6435
IFI44	2.24175
DACT1	1.50816666666667
ANKRD23	-2.04625
ATP5G1	-1.026
C21orf70	-0.153
PPWD1	-1.574
DNAJC13	0.0875
PAH	-3.80933333333333
PTCH2	0.0645
TRMU	-0.71425
CCDC9	0.2615
USP3	-0.5057
DCLRE1C	0.3437
FAM55C	0.57525
FRMD4B	1.41525
CYP2R1	-0.7855
RFPL1	-0.5179
XPO5	-0.18675
ARL6IP2	-1.099
OSBPL5	1.26325
MMP9	4.78945454545455
KIAA0802	-1.794
DHRS2	-4.04666666666667
SGEF	0.935625
TXNDC10	-0.3981
EXOC6	-0.027
RPS27	0.7545
PNCK	-1.0965
FSTL1	1.89075
AACS	-0.073
SLMAP	0.0478333333333333
SAMD4A	-0.3464
ABRA	0.1275
SMARCD3	2.041
PKNOX2	-0.741666666666667
A4GNT	0.309
C9orf39	0.0918333333333333
RALYL	0.45975
MGC33556	-2.608
C10orf25	-0.9035
BBOX1	7.348
NHEDC1	-0.7145
XDH	0.47475
GCSH	-1.304
EDN1	2.83433333333333
MTERF	-0.50025
CLK4	-0.732875
ZNF799	0.0811666666666667
KCNG1	0.422875
CXCR4	0.446166666666667
PTPRR	-2.453
IRAK1	-0.238625
LOC401397	0.03175
TMSB10	1.43107142857143
CXCL3	-2.4881
TMC4	1.17425
OR7A10	-0.261
STYK1	1.404
CHRNA10	-0.337
CCNI	0.09025
EP300	1.03892857142857
LOC165186	0.385833333333333
HIC2	-1.76425
SDR-O	0.206
OR2W1	-0.515
KCNA6	-0.1415
TRIM74	-1.47675
REEP6	-1.70825
ATP5G2	-0.3715
ERG	0.9095
TMEM42	-0.51325
PARN	0.752666666666667
SOD2	1.07625
DIRAS1	1.24783333333333
PNPT1	0.0915
JOSD3	-1.38925
hCG_40738	-0.0775
PDE1C	-1.1615
SEMA4D	1.4195
AGPAT1	0.198166666666667
NOSTRIN	-0.286875
MAP3K3	-0.439833333333333
MAX	0.480857142857143
CAPS	1.31466666666667
SERPINA12	-0.2125
OSBPL8	0.234875
RICS	0.7854
NR4A2	0.00483333333333334
PPCS	0.465833333333333
LONP1	-1.988
SCYL3	0.9975
HERC2P2	-2.04533333333333
FIBCD1	-0.312
C15orf41	-0.25425
DMC1	-0.864833333333333
C20orf27	-0.24125
RPS6KA5	-0.6404
FAHD1	-0.737666666666667
SLC12A4	-0.1825
BRCA1	-0.847833333333333
GBL	-0.82375
SLK	0.0113333333333333
NUDT9P1	-0.7845
NOXO1	0.5305
USP52	-2.06925
BAZ1B	0.0335
SLCO2B1	3.30575
BBS12	0.687166666666667
LRGUK	-0.384833333333333
TERF2IP	-0.19525
COL1A1	4.396
KIAA0090	-0.415375
GRK5	0.794833333333333
AP1S2	-1.2484
TMEM52	-0.8585
CA11	0.9445
OR4A15	0.500166666666667
ACBD3	0.7115
SPAG11B	0.29525
PRDM2	0.3086
FOXP3	0.35225
SMYD3	-0.8367
LOC389199	1.677
LGI2	2.26333333333333
NAPE-PLD	-0.3418
ANKRD6	0.71
WDR45	0.6885
SHROOM1	-1.50025
PSCD3	1.263
PYY	0.7575
KCNC1	0.5325
ARHGEF9	1.2804
OR8J1	0.584
GPR55	0.0905
NS3BP	-2.358
C10orf22	1.07916666666667
NAT8L	1.19325
DUSP4	-0.450833333333333
FOXM1	-1.14116666666667
GRAMD2	2.191
ZBTB48	-0.630833333333333
BUD31	-0.263
PABPC5	0.3615
CCDC41	-1.18525
FBXO11	0.177
C6orf148	-0.5885
RFXAP	-1.266
C6orf15	2.96866666666667
CDK8	-0.634333333333333
C6orf70	-0.4095
TESSP2	0.1495
ALG2	0.7155
PPP1R3D	1.9155
TPM3	0.903
SYT13	0.2335
EPB42	-0.439833333333333
CETN3	-1.81775
PRY	-0.1445
NTHL1	-0.596666666666667
POLR2B	-0.6165
RPS28	-0.05725
P2RX3	0.5225
LYZL4	-0.52175
WBP4	-0.5662
PMM1	-0.7355
C11orf79	0.18175
CBLL1	-0.2945
IL1F10	0.364
VAX2	1.5465
SETDB1	0.4875
LRAP	-2.16783333333333
GCLM	-0.232833333333333
CPEB3	1.06975
PPM1A	-0.1364375
INTS1	-0.88125
CAMTA1	0.492916666666667
SAMSN1	-0.48725
LOC158830	-0.750833333333333
GMPPA	-0.8095
AIPL1	0.454
IL24	0.144090909090909
BDKRB1	-2.276
MLF1	1.0799
TAF12	-0.524
ID1	-1.613875
THADA	0.90825
PIK3CB	-0.4305
OR4N5	0.141
TBC1D17	-0.441166666666667
COX8A	-0.5085
CDCA4	-0.46475
C2orf44	0.189
ZNF534	-0.41525
IMMP1L	-0.03275
NIPSNAP3B	0.209125
FTMT	1.97825
PWP2	0.3165
MMP15	0.7153
DNAH11	0.56775
MTMR14	-0.40425
DNAL4	0.3225
IPP	-1.20175
TMEM59	0.302375
C1orf157	0.6925
RGS4	0.0313333333333333
DDX18	-0.0988333333333333
SNX6	-0.219
ZNHIT2	0.651166666666667
NCDN	0.343833333333333
FLJ33534	0.02225
RAG1	-1.852875
OR4D10	0.5275
PTPN5	0.611333333333333
POMT1	0.2635
LRRC8A	1.0545
CYP1A1	-1.4315
CAPN1	-0.382333333333333
DDHD2	-0.086
GRIK2	-0.3715
GNRHR	0.2355
PPBP	0.45525
HTR3A	-0.84025
SLITRK4	0.30425
ANKRD49	-0.41075
BTF3	-0.905
SARS	-0.83375
C13orf18	1.408
CACNB1	-0.0814285714285714
QKI	0.779227272727273
SETMAR	0.04325
MAN2B1	1.25283333333333
EML3	-0.9735
ACADL	0.0928333333333333
OFD1	0.133625
DEFB114	0.083
CGA	-3.2362
PEX16	-0.000333333333333343
LRRC10	-0.796
GNG12	-1.351
C1orf152	1.11683333333333
CHRM1	0.346
CD53	1.447125
DBH	-0.245
TFAP2B	0.574
HIST1H2BJ	-0.596
FAM46D	0.7915
TMEM11	-0.10975
C3orf32	-2.6935
PCCB	-0.95025
IPO13	-0.109875
C6orf105	-0.13875
COMMD5	1.44925
SUV420H1	0.0615
LTBR	1.37125
ARHGAP15	0.0475
HDHD2	-0.65625
TDRKH	0.885333333333333
LOC401052	-0.3195
PSG4	-1.3435
GNB4	0.122
SPATA4	0.13975
SLC9A3	-0.817
OSBP	1.02483333333333
NBPF3	-0.413916666666667
DOCK11	-0.1605
SLC39A5	-2.01683333333333
PRR5	1.4126
C10orf63	0.42925
SMTNL2	3.46725
ADRA1A	0.06775
ASAH1	0.8784
DOM3Z	0.335
GIPR	1.25216666666667
AHI1	-0.6245
NADSYN1	-0.645
RGS14	-0.4335
IL18BP	2.2127
RTN4RL1	0.875916666666667
ARMC6	-0.4455
PSMD5	-0.136666666666667
HK3	2.8116
OR4S1	0.0815
RSU1	2.0178
MAD2L1	-2.53211111111111
EIF4A3	-0.7935
DLEC1	-0.699
E4F1	-0.580833333333333
CHMP2B	0.849
CAMSAP1	-0.5065
RPS21	0.0185
ARID5A	1.81625
UBE2N	-0.0803
IGSF8	0.998833333333333
MAGEB6	-1.4175
ACAD11	-1.5229
MGC4172	-0.52875
LMO4	0.089
KLKB1	-0.55325
HP	-1.132
HDAC3	-0.61975
SCHIP1	0.586
CLCA1	0.032
OLFML2A	0.87225
C1orf112	-0.51825
KIF19	3.49541666666667
HAPLN4	-0.124
CXCR7	0.206166666666667
GOT2	5.55111512312578e-18
RAB38	-2.228125
DCX	5.451
PPM1H	-1.00058333333333
NFYC	0.7115
KIN	0.67825
ZNF228	0.48225
PLSCR4	1.92766666666667
HIG2	0.2845
FAM79B	2.692
C21orf86	-0.5939
KCNK10	1.30125
ZNF738	-0.660875
FSTL5	-0.118166666666667
OR6A2	0.2135
OTOA	0.6465
EXOC1	-0.4795
AHRR	-2.701
PDAP1	-1.05366666666667
C19orf6	-0.671
ZAN	0.4145
LY6G6E	0.0985
EIF4E2	-0.615
C20orf198	-0.91325
ZNF324	-0.204
CYP3A5	-3.9745
ENTPD7	1.79416666666667
MBOAT5	-0.790333333333333
GJB5	-1.5965
TTC13	0.9345
S100Z	-1.04566666666667
KIAA0664	0.309
PDGFRB	2.22266666666667
IL17D	-1.1605
OR56B4	0.927
RDX	-1.16333333333333
SLC34A3	1.2535
IL28B	0.292
JUND	1.31375
CHRNB1	-0.148375
CAMK2B	2.52375
FETUB	-2.4905
CXorf23	1.423625
MRTO4	-0.651375
TTC3	0.2231
NDUFB8	0.139333333333333
EDG2	0.15425
SEMA3G	1.09575
IL23A	-1.9255
GRHL1	1.3049
LOC441054	-1.224
WDR65	0.00824999999999999
PSTK	-0.30675
STOML3	-0.0513333333333333
R3HDM2	-0.000200000000000011
C5	-3.26875
SLC2A10	0.4835
C3orf22	1.04375
PAQR3	-1.07846153846154
ANKRD26	-0.271916666666667
HCRTR1	0.7305
LOC399947	-0.3465
PSD2	0.60075
TIGD2	0.425
SCRN1	-2.6315
COQ10A	-0.89175
DDI2	-0.019
METTL7B	1.4625
UCN2	0.623
FAM92A3	-0.5965
WDR16	-0.0422500000000001
ZNF511	0.0678333333333333
ZMYM5	-0.533125
POLR3G	-0.5145
ZNF586	-0.69425
C1orf49	-0.0148333333333333
TANK	0.866666666666667
RCAN1	0.982
PELI3	1.21516666666667
LIMD2	0.820666666666667
TMEM189	0.533
NTN4	0.982875
LOC151300	0.1985
CLEC2A	-0.5785
GPR135	-0.00575
DPYSL4	0.9503
JAK2	1.06933333333333
TSHZ1	0.142833333333333
TM9SF4	0.014125
ZNF264	0.255166666666667
SIRPG	2.820125
BICD1	-0.86175
HERC6	2.30333333333333
METTL5	-0.8875
CASP1	2.0635
PRRT1	-0.257166666666667
PLA2G4C	2.35316666666667
ICA1L	-0.2665
TPTE2	0.310833333333333
OTUD7A	1.04066666666667
AQP11	-1.77025
APOA2	-4.3633
KALRN	0.5801
SECTM1	1.53033333333333
IFNAR1	0.483
TALDO1	0.204375
RAB11FIP4	0.24775
EIF5A	-0.475
FAM49A	3.2625
NEGR1	0.187
YTHDC2	0.45125
EHD2	-0.516625
NCF1	2.9408
SCRT2	1.65
HOXA5	1.30116666666667
NUP133	-0.07225
FGF12	-0.7215625
SLMO2	0.26975
SNTA1	-0.224625
CACNG2	0.384125
GCM1	0.087
ELF1	0.00316666666666668
TLR5	3.70575
TCFL5	-0.440416666666667
RBMY2FP	-0.0575
LOC100125556	-0.206125
FAM129B	0.577625
MAP3K7IP1	-0.110875
NCK2	0.6
OXA1L	-0.98225
FMO9P	0.63
ZSCAN12	-0.265
PSMD12	-0.618416666666667
HSCB	-1.09575
CLDN10	-2.24475
MGC13053	-0.7575
HPCAL4	-0.326
ASZ1	-0.2
MEX3D	0.607416666666667
NFAT5	-0.113
CSPG4LYP1	-0.315666666666667
FBXO3	-0.4767
DVL1	-1.29
CMKLR1	3.5685
TYMS	-2.472375
PEF1	0.6465
ZNF750	0.708666666666667
MCM5	-0.2287
MEGF11	-0.71275
KCNK7	0.4275
PTP4A3	2.1
C1QTNF2	-1.56183333333333
OR6S1	-0.004
FAM122B	-1.96825
ZNF551	-0.271875
HBQ1	-2.4195
GEMIN6	0.1125
ARSK	-0.583
RBP7	1.8995
CPNE9	0.042
DSC1	1.614
LOC730112	-0.896
MAP2K4	0.699125
HS3ST5	-1.424
EPB41L3	-0.05825
TEKT2	-0.39175
CDKN2B	-0.711666666666667
ZNF480	-0.39525
MAP3K6	0.0519
MAP6	1.71816666666667
HN1	0.6936
OR2L13	0.629166666666667
SLC16A11	0.47275
FAM96A	-1.08175
APOL1	1.24125
C5orf32	-0.0915
RTP1	-0.3475
RNF175	-0.13575
ZBTB41	0.829625
AHCTF1	0.7713
SAE2	-0.0535
ITGA2	0.344583333333333
MME	-0.101833333333333
CCDC14	-1.118
MAST4	0.0766428571428571
KRT33B	-0.557
KCTD2	-0.505333333333333
WDR26	0.677083333333333
MFI2	0.175875
NR4A3	0.682
ARSA	1.55825
UNKL	-0.381666666666667
SULT6B1	0.011
CCNA2	-1.546
SOX15	0.0855
PPAPDC1B	-0.305916666666667
C19orf44	0.5905
MCAT	0.691083333333333
ARID1B	0.621625
OR52N1	0.086
C12orf48	-0.7625
MAGI1	-1.081625
NIPA2	-0.68825
GBX2	-1.7855
RSHL3	-0.02125
RAVER1	0.7545
C15orf17	-1.4175
SLC30A2	0.872375
ZNF518	-0.15825
PCYT1B	-0.29675
C10orf114	2.39475
EIF3H	0.413916666666667
SLC25A39	-0.498
KIF1B	-0.196375
AMOTL2	0.57425
C6orf120	0.1805
PSRC1	-0.936
PLA2G10	0.301875
KIF5C	0.127375
MRPL37	0.0445
C17orf62	-0.192833333333333
C9orf135	1.03566666666667
DUSP10	1.1032
CLCNKB	0.6085
PSMA5	-0.27925
C8orf53	1.7105
AMPD3	1.47316666666667
PIAS1	0.011
ADCYAP1R1	-0.291
GYLTL1B	2.6255
CDH20	0.549
FBXO7	0.09975
TMEM134	0.131333333333333
FLJ14213	0.6525
ZNF3	-0.58575
LRRFIP1	0.028625
CNOT2	0.298
ABI3	3.2625
ALDH5A1	0.452166666666667
HNT	1.8651
SERPINA4	-2.798
TK2	0.410916666666667
STMN1	-0.991333333333333
GUCA2A	0.0326666666666667
GALNT10	0.0413571428571428
DPP6	-0.7113
C9orf93	0.317875
PRELID2	-0.8435
STK39	-0.710625
SFTPA1	-0.13875
CKS2	-0.408555555555556
RHO	-0.0745
C20orf135	-0.063
XKR3	-2.6775
CR1	0.655875
RPS6KA2	0.212285714285714
C20orf112	0.828
MRPL22	-0.89825
C4orf23	-0.467166666666667
GADD45B	1.14075
KLHDC1	0.3165
C2orf48	-1.6955
ZNF287	0.993
DAAM2	-0.27575
DPPA2	-2.59866666666667
TCTN3	0.206
DNAJB11	0.906625
FPR1	4.31625
DEFB4	0.32
PTCD2	-1.4201
SMOC2	4.62983333333333
CABP7	0.93425
SERPINB11	0.30675
MAGEF1	-0.229
NDE1	-0.245666666666667
ITGA10	0.3445
FSHB	-0.1125
ANXA2	0.147125
HORMAD2	0.148
HLCS	-0.164
MCF2L	0.967166666666667
FH	-0.311625
TBC1D24	1.31375
KIAA1505	-0.89075
LGALS2	0.5655
CNBD1	0.264
SYNPO2L	-0.85625
PTPN23	-0.168357142857143
C1orf183	-0.545333333333333
MAGEA8	-2.4245
DGCR8	-1.47725
GSR	-1.40425
PAQR7	-0.15925
ZNF676	-0.734
CACNA1C	0.0686
SP7	0.0575
PDCD6	-0.57225
NRN1L	-1.6965
BRI3BP	0.115916666666667
KIAA1183	0.602
ASB4	-0.0885
CCL23	2.354
OBSL1	-0.856
SLC12A7	0.752666666666667
KIAA0240	0.992375
CD1B	-1.726
FCGR2A	2.708375
MDC1	-1.03075
HTR1A	0.981833333333333
OCEL1	-0.41025
ATP11B	-0.7584375
FBXO34	0.0736666666666667
PCDH12	4.025
RPE	-0.713
C17orf74	0.201
CSDC2	0.316166666666667
PET112L	-0.74625
TMBIM1	0.07975
P2RXL1	-0.06925
TCHP	-0.44875
TRMT1	-0.781333333333333
F2RL2	0.258
LRRC32	3.0455
IMPG2	0.137
BGLAP	-0.30725
LOC493869	-1.02625
MRAS	3.007875
SLC35F5	-0.17375
CBWD1	-0.402
AXL	-1.8965
ATP2C2	-0.12575
TELO2	-0.769
PNPLA3	-0.4775
PCDHB14	0.473
CD276	0.70925
KRT80	-0.617
DUSP28	0.007
CSNK1E	-0.3495
SRP14	-0.072
KCNQ4	0.1155
KRT72	1.07216666666667
CCDC117	0.37875
C6orf89	-0.303388888888889
TUBB2B	-1.916
RTN4IP1	-1.525
CR1L	-2.53116666666667
CEND1	0.784625
C12orf41	-0.5085
RNF31	-0.30275
UBN1	-0.213333333333333
C17orf32	0.3585
SLC5A7	0.53425
GPR92	0.774666666666667
ESAM	2.977
CTNNA1	-0.0576666666666667
HRBL	-0.0573
CBX4	-0.38725
TMEM182	-1.013
SH3TC2	-0.9765
IL10	0.995166666666667
PXMP4	1.399
RNF167	0.392
PAK7	0.9825
ETV3	0.149
ATPIF1	-0.817166666666667
LOC554207	-2.098
OR8H1	0.038
WDFY3	0.186125
DPM1	-1.2385
GPSM1	-0.526
WDR92	0.0278
LRP1	0.640333333333333
ANKH	0.251375
THUMPD3	-1.392
POLR1B	-0.4515
OLFM4	2.79783333333333
RAD9B	-0.237
TSPY2	-2.748
PAX6	1.87116666666667
SCG2	-2.73425
SLC17A6	0.45925
FMO3	3.445125
PADI4	0.270625
TUBB4	0.0556
NLK	-0.40825
POU4F3	-0.0875
SDF4	-0.37275
ITGBL1	1.7475
NETO1	-1.146
TAP2	0.974125
ABBA-1	0.74675
GNAI1	0.26575
VPS4B	0.24425
NOPE	0.1434
GALNT6	2.31833333333333
SESN1	-0.78125
GBE1	-2.42133333333333
CLASP1	0.004
RASGEF1B	1.92
ACOT11	0.684428571428571
AFAP1	0.13475
OR2H2	0.1575
DPY19L2P1	-1.001
DZIP1	-0.20825
SEC22C	-0.731083333333333
GPR161	1.00708333333333
RNF146	0.49575
WDR74	-0.835125
GALP	-0.3065
PURA	0.8625
DNPEP	0.105333333333333
RP11-78J21.1	-0.969
ERBB2	1.7075
FANCM	-0.7335
NEO1	-1.077
DDX3Y	-3.8992
RPS3A	-0.321875
MXRA7	0.930571428571429
LGALS3	-1.29366666666667
GLT8D1	-0.60875
CFL2	-1.713
UPB1	0.0785
NAP1L5	0.1065
CLDN14	0.019
DHX38	-0.78725
BTBD1	-0.9055
TARS2	0.0525
ABCF1	0.0757
FCF1	-0.322166666666667
LRRC49	-1.3485
GUCY1B2	-1.013
C1orf177	0.504333333333333
SMARCA4	-0.5495
LRP8	-0.035
TAGLN3	-0.81125
MRPL14	-0.18025
TTRAP	-0.87275
ZDHHC20	0.7015
NFE2L3	-0.19025
KIAA1377	-0.55275
PALMD	2.0205
TMEM43	0.252
TTL	-1.127625
STAT5B	-0.6995
SSB	-1.125125
OR10H5	-0.00600000000000001
SLC22A13	-0.69975
AKAP3	0.11525
TIMM23	0.581
OAS2	3.306
KIAA0423	-0.18375
TRIM11	0.657333333333333
GLIS3	0.820375
TMEM50B	-0.305
ARHGEF4	0.096625
DEGS1	0.804454545454545
TBL1XR1	0.0515666666666667
G6PD	-1.68725
SP140	2.4496
MUC17	-0.105071428571429
NUDC	-0.6428
DNAJC5B	1.844
SCARA3	0.705
CPA3	4.99566666666667
BCAT2	-0.67675
MFN1	-0.3021
NRG3	0.1575
SNX11	0.3965
PLEKHH1	-0.6565
GPR177	1.39566666666667
HCFC2	0.12525
TCAP	-0.89825
MOCOS	-0.217
C14orf93	-0.65675
PRDM10	-0.67
SLC16A4	0.59625
SRGAP1	0.608666666666667
VIP	0.404
DUSP27	-0.589166666666667
LILRA1	1.1643
MC2R	0.5355
MGC24103	-2.29075
MBTD1	-1.3885
FUT11	-0.396
USP33	0.2598
C15orf39	0.18225
MAP3K12	-0.335625
PAAF1	-1.56733333333333
BARHL1	-0.045
FLJ16165	0.524
PIWIL2	-2.426
SYNE1	0.48325
CMTM4	0.0385
TSPYL1	-0.4117
GUF1	-0.859166666666667
TMEM157	0.2075
WDR44	-0.4675
HIST1H3C	-0.10675
DKFZp666G057	-0.06975
RNPEP	-0.0805
GAS2L2	0.126
ADH4	-4.10225
GRPR	0.833166666666667
FBXL17	1.3315
ZBTB10	1.38658333333333
Gcom1	-0.0603888888888889
HTRA1	0.8171
ZNF585A	0.114
SLC26A2	0.365357142857143
OTOP3	0.147
WISP1	2.25166666666667
ATP2B4	-0.0926666666666667
FLJ10769	-0.30225
CRAMP1L	-0.554
CHST12	-0.11875
RAB22A	0.674583333333333
TARDBP	-0.578571428571429
STAU1	-0.1415
CRB3	1.66533333333333
MIG7	-0.2555
CHMP1A	0.424166666666667
ZNF160	-0.376625
B3GALT6	0.174875
BARX1	3.713
C6orf167	-1.77125
NXNL1	0.635
DHX29	0.054375
HADHB	-0.4095
PLXNB2	0.49475
ILDR1	-1.687
SLC15A3	3.6185
GAS2	-3.949
C20orf69	-0.462
NUMB	-0.35725
TNIP1	0.320875
MESP1	1.89183333333333
PSKH1	-0.1465
NSFL1C	0.3435
RHOG	0.508
HEY1	-0.2545
KNG1	-2.16475
ITGAX	1.8711
LIN9	0.581666666666667
CANT1	0.724
XRN1	0.850857142857143
CCDC96	0.4076
HEATR6	-1.47316666666667
GNG7	1.27341666666667
RUNX2	1.2871875
SOX1	0.4045
FCRL5	2.3631
ZNF99	-0.00287500000000002
FAM9A	0.895
SNX22	1.62683333333333
MBNL3	-1.953
ODC1	-0.7222
ADORA2B	-1.217
NR2F6	0.41825
ZFYVE16	-0.378166666666667
SYNJ2BP	0.1299
POLE	-0.63
E2F2	-0.735875
THRA	0.603333333333333
PTGES2	-0.566666666666667
HIP1R	1.225
TMUB1	-0.287333333333333
ENO3	-2.4485
RSPH10B	-0.393
CXorf39	0.57075
IRGC	-0.13025
GPR109B	-0.72825
FLJ13305	-0.804
