Hybridization REF	TCGA-AN-A0FS-01A-11R-A034-07
RAN	-0.782833333333333
LMTK2	-0.366
LOC400657	-0.2065
UFC1	1.30275
UBE1DC1	-1.1315
EEF1A1	-0.263222222222222
CHAC1	-0.445
HMGA2	-6.13188888888889
B3GALTL	1.2505
ING2	0.6335
C1orf109	-0.46525
INTS3	0.8375
ZNF558	0.566
TRPM4	1.87116666666667
LTB4R	-1.2415
ISYNA1	-0.7395
LSM7	-0.217
LRRC47	-0.5404375
ZNF179	-1.63983333333333
EXDL1	-0.6904
SLC4A10	-0.701
ACSS2	-0.893
COPS7B	-0.638
KIAA0040	3.87016666666667
C1orf95	0.4785
AP1GBP1	0.20625
OR9A2	-0.3215
FAM71C	-0.0938333333333333
RIN1	-1.533
ITGA4	-2.481125
DNAJC6	-0.4544
CLOCK	0.442
SLC35A4	0.483833333333333
DSG4	0.393
LOC26010	0.04575
NSUN2	-0.79575
TMEM86B	-1.7756
C14orf135	-0.177
KIFC3	-1.783
PHF5A	-0.25675
NCAPH	-3.97414285714286
STK11IP	-0.2915
FLJ42953	0.95025
CCDC19	2.0335
ZNF329	0.0775
TAX1BP1	0.439
ZDHHC18	-0.333666666666667
C10orf88	0.58575
TMBIM4	1.6405
NMUR1	1.4025
KIR2DS4	-0.659857142857143
C9orf90	0.16025
MGC87631	-1.714
KDR	3.2301
ST3GAL2	-1.137625
RLN2	1.66966666666667
HPD	-3.98925
MOXD1	-0.914666666666667
PDGFRL	2.84983333333333
SMYD4	-1.01128571428571
FAM103A1	0.5145
MFAP4	1.69366666666667
LOC285141	0.61025
TMEM45B	-1.1395
SMCR7L	-0.403142857142857
GZMH	2.3605
CBLN1	-2.772
CNNM1	-1.468
PHF17	-0.404583333333333
NUP98	-0.278583333333333
RMI1	-0.55275
PTPRS	0.314125
ANKRD57	-0.568125
CLDN15	-0.840666666666667
OR51A2	1.0875
GUCA2B	1.325
DOCK9	1.85825
ITGB1BP1	-0.751333333333333
DLG2	-0.024375
BRAP	-0.43475
SESN3	0.34725
ZC3H7B	0.15775
FAM101A	1.03616666666667
FKSG24	-0.6615
ZYG11B	-0.40325
RFC2	-0.999
SH2D3A	0.5475
DVL3	-0.617916666666667
ADFP	-1.17
KRIT1	-0.17925
SERTAD3	2.557
LEFTY2	-2.67775
KRT27	0.3505
SCFD2	-0.32825
MN1	-0.19525
RORA	1.128
PTPRD	-0.644
PIAS2	-0.2095
CYP4X1	6.9115
FBXL15	0.31825
MYH15	-0.0593333333333333
CRX	-0.0326666666666667
TBC1D13	1.12025
SLC22A17	2.689
PLK2	1.5905
ARHGAP9	0.475
EIF1B	-0.146
C20orf185	-0.04
DEFA7P	-0.631
PRIM1	-1.95616666666667
CRYAA	-2.12775
BACE1	0.4555
AGTRL1	0.562
ACAD9	-0.0435
GRASP	0.57725
RBP4	-1.873
TFB2M	0.77
METTL9	-0.8172
ATP5O	-0.22825
SP100	0.7071
CPSF1	-1.0235
S100A4	-0.39375
LIME1	-1.92775
GPR137C	-0.0215
OR2A2	0.125
C2orf29	-1.364
NUP188	-1.41775
SDPR	1.1045
RAI1	-0.013
RPS20	0.0702
LAMB1	-0.264
ADM2	0.398
ZNF229	-1.2345
DKFZp434K1815	-1.274875
EPN3	2.62016666666667
CLIC3	-1.331
MEIG1	-1.5005
HMGB4	-0.8675
STARD10	2.8465
KLF8	3.80875
EPB41L2	-0.0933333333333333
JMJD6	0.028
CTSL1	-1.13016666666667
GPR27	0.523
ELAVL4	1.564625
MMP21	0.319
PPM1B	0.69775
SUV39H1	-1.27125
AAMP	0.21825
TUSC4	0.5315
MBD6	-0.00700000000000003
KLK13	-0.575625
FMNL3	0.689333333333333
TRIM13	0.700333333333333
C15orf5	-0.92175
IQCF1	-0.19575
CACNG8	-0.675
SLC35D3	0.6135
ZDHHC9	0.142
ODF3L1	0.86
C9orf86	-0.6082
TSEN2	-0.814
C17orf64	-0.254666666666667
SEPX1	-0.0159
TSPO	0.561666666666667
SYMPK	-1.051
ADORA1	1.08025
TSPAN10	0.48225
SEMA6C	1.09066666666667
RTTN	-0.695
IL2	-0.231333333333333
ARRDC3	-0.0824166666666667
TBPL1	-0.537
STX12	1.1145
MRPL39	-1.33225
OR8H3	-0.141
IFIT5	1.54933333333333
CASC5	-3.040125
FAM46A	-0.353333333333333
HPCAL1	-1.433125
CYLC1	0.477
VGLL2	0.04225
C20orf191	0.0685
CDH1	0.69825
ITPA	-0.56025
CCDC101	-0.6525
D15Wsu75e	-0.0985
EDA	-0.18375
CREG1	0.05325
OR7G2	0.1255
SAP18	1.06658333333333
IFIT1	1.95525
CALML3	2.13866666666667
FLJ37440	3.014
FNDC5	1.20375
SERPINB6	-0.0245
JUNB	1.9155
SYS1	1.42525
SCN2A	-0.43975
ZKSCAN5	-0.541
WNT7A	-0.494166666666667
TSHZ3	3.40425
RNF148	0.31775
H6PD	0.202875
CAD	-1.25033333333333
ZNF449	0.281
DOCK10	-0.1995
FAIM2	-0.110833333333333
HEXDC	-0.1565
PRB1	-0.0442499999999999
C14orf148	-1.471
ETHE1	0.78025
IRF5	-1.491
GNMT	0.974
MGC16291	-2.37325
RPAIN	-0.522
CAGE1	3.22
CNTNAP3	-2.1645
ACTR1B	-0.99675
EEF1E1	-1.3995
MSX1	0.03275
ESF1	-0.3815
HSPC171	-0.288
MRPL2	-0.743333333333333
RDH12	-0.802833333333333
CELP	-0.5725
METRNL	-0.04525
C10orf116	4.74583333333333
C19orf48	-1.552
ZNF346	-0.833125
NCR1	-2.4385
C10orf64	0.9745
CD52	-0.821
VPS18	1.171125
AP4S1	-0.0553333333333333
NPBWR1	0.734
TPK1	1.20375
UBA52	-0.532222222222222
RIPK1	0.393833333333333
CPNE3	0.8709
HSPC159	0.9155
C8orf38	0.0405
LRRC4B	-0.619
PARP10	0.5793
ANKRD50	1.801375
CXCL9	3.6955
FGF18	1.71890909090909
EIF2A	-0.1825
SLC20A2	1.0625
KIAA1549	0.162666666666667
SPINT1	1.5745
ZNF584	-0.1995
CRBN	0.7995
ABCF3	0.0448333333333333
NCBP1	-0.7985
PLA2G4F	0.277
PCDH10	-0.7995
TTC21A	0.87325
C20orf144	-0.0275
FGFR1OP2	-0.218333333333333
SLC9A1	0.0975
CHRND	-0.2645
FOXF1	-2.3085
KIAA1467	2.034
TPO	2.26316666666667
LTF	3.15442857142857
DNAJB9	0.898
MRPS27	-0.33375
bA16L21.2.1	-0.23825
WBP2	-0.0141666666666666
MRGPRX3	-1.9852
PRPF18	0.86
C10orf58	0.902
SMOC1	-2.6404
ADAT3	0.288166666666667
TMEM138	-0.61625
TMEM131	-0.915125
TIMM8B	-0.265
MYH7	-1.59466666666667
ST6GAL2	0.62
KIF1C	0.63975
SUHW2	-2.027
PAPSS1	0.4745
CABP2	0.1145
HOXA4	0.10875
ELF2	0.98125
SEMA3D	1.0734
MC5R	-0.9705
OGFR	0.1765
FLJ30092	-0.388333333333333
TGFA	-1.3124
MMP17	0.20075
KIF15	-3.5815
CHIA	-0.0694999999999999
CATSPER3	0.2535
CEACAM7	0.33675
PADI2	0.93125
HOXA9	1.12383333333333
LNX2	0.98
TMEM144	3.272
HIF1AN	0.494
METTL7A	0.147
C6orf165	1.23633333333333
KIAA1468	0.28425
DSG3	-0.8325
ZNF180	0.593166666666667
EIF4E3	1.956625
SLC46A1	0.22875
DKK1	-6.0365
ZNF205	0.677333333333333
LOC162073	1.38811111111111
COX7A1	5.02275
MAGEA1	-4.677
NEDD8	-0.0804166666666667
KLHDC5	0.207388888888889
C3orf19	0.78
MRPS2	-0.89475
POLR3H	0.279642857142857
ABHD11	0.5541
TMEM17	1.02
PAIP2B	0.4456
MAT1A	-4.58975
LGI3	-0.49775
THUMPD2	0.2185
TKTL2	0.27275
XAGE3	-1.31333333333333
CALM3	0.517
C6orf136	-0.784
KCNC4	0.714166666666667
RGS9	0.625333333333333
ACIN1	-0.959833333333333
SPATS1	-0.78325
XKR8	0.22775
FAM84A	1.25691666666667
MS4A7	5.22236363636364
AGXT2L2	-0.26575
OR1F1	0.096
SMAP1L	-0.37075
IPO11	0.930625
ZC3H11A	1.1344375
C1orf151	0.342125
RNASEH2A	-1.62925
CCR10	-0.9525
TXNDC11	-0.529583333333333
TMEM112	0.583625
MAP1B	-0.0278571428571428
NVL	0.1945
PKM2	-1.5712
ARC	-0.0215
NUP54	-0.304
PPFIBP2	2.15333333333333
STAT2	0.980125
PTAFR	1.54816666666667
ROBO2	0.100375
RNF40	-0.255
CCDC135	-1.295
IFT81	-0.667333333333333
MORF4	0.1325
TM7SF3	-0.285375
OR10H3	0.5865
ABP1	-0.0905
CHRD	1.5625
PLEKHA8	-0.831833333333333
NCALD	2.15925
OR5AK2	0.60725
ACCN1	0.105666666666667
SLITRK1	-0.841666666666667
ARMET	-0.723
C9orf52	0.37575
REEP4	-1.44975
MTSS1	1.421
ADH1B	4.65
DLD	-0.533
CDK5	-0.887
PPFIA1	0.9415625
WFDC3	0.7005
DNAJB12	0.790214285714286
RANGRF	0.1915
MLANA	-4.24025
AMY2B	-0.13975
KIAA0319	-2.038875
RPS7	-1.0055
JAK3	-0.53
ARFGEF1	0.934
CXCL5	0.405916666666667
TRAPPC4	0.311
CETN2	0.58225
HSPC111	-1.681
RHOBTB3	-2.268
PHLPP	0.02
RGS10	0.78975
TMEM58	1.774
CHERP	-0.127
HSP90AB3P	-0.841666666666667
FSTL3	-0.9415
PEX11A	1.58925
OR5V1	0.5475
FCN3	1.178
PTPN3	-0.187375
NPTX1	-5.593625
C21orf84	-1.421
C11orf51	0.545
ZBED2	-2.13125
FLJ90757	0.4615
NPY2R	6.9415
PLD3	-0.1755
SYT17	2.996
SGSM2	-0.63325
OR1A2	-0.11825
FOXP1	1.261125
SLC5A1	1.459
POFUT1	-0.7633
EPHB6	-2.7695
MYO1G	-1.813375
STAC	-1.1792
KLHL17	-0.820666666666667
RGMA	1.4693
TJP2	-0.423
FAM114A1	-0.3545
SERINC1	1.6255
SLC9A8	0.03025
PEX19	1.496375
EDN2	3.78225
PSMD7	-1.70344444444444
C3orf41	-2.333
UQCR	-0.035375
PPP1R3C	1.99675
LRP4	-1.83216666666667
TM2D1	0.3
TTC17	0.3358125
C4BPB	-4.777
CCL25	0.03625
ZNF253	0.0583333333333333
CHRNA9	-3.92975
SOX11	-1.296875
HIVEP3	1.034
CGN	1.16175
C3orf35	-0.115375
PKD2L1	1.27925
SYVN1	-0.43025
PDE8B	-1.184375
LOC439951	0.556
LTC4S	2.84116666666667
MIF4GD	-0.124166666666667
SMARCA2	2.2453125
TUBGCP6	0.241666666666667
CABLES1	0.805125
C16orf77	2.26233333333333
ZNF791	0.49175
FUT5	-2.3875
ADH6	-3.21016666666667
P4HB	-0.17175
CLDND2	-0.18025
ALKBH8	-0.09375
PLAC4	-1.6875
F11R	0.674
MGC35295	-0.341
PDZD4	-0.870833333333333
LOC389073	-0.781
FAM80B	-0.4485
PSMB1	-0.51325
TXN	-1.241
VIPR1	1.1714
WBSCR18	0.2824
EXOSC6	-0.828166666666667
ACTA2	4.026
SP5	-2.35033333333333
ANKRD1	-3.9535
DDR1	1.0976
ATP6V1D	-0.3125
PTGS1	-1.313
RNF157	-1.1
DCC	-0.169
SPAG7	-0.11625
FBXO18	-0.3685
UBE3C	-0.8529
HOXC6	0.7795
LRP2BP	0.512
MYST2	-0.35325
PDSS2	-0.05075
ATE1	0.173
ARAF	-0.93675
KLF10	0.412
PLA2G2E	-1.33925
ASCL1	-1.50383333333333
TSNAXIP1	0.1775
FAM131B	-0.252
IFNA10	2.158
NUP43	-0.27175
FAM44B	-0.45625
L1TD1	-3.47433333333333
NMD3	-1.13308333333333
C18orf54	-0.4736
PHOSPHO1	-0.3235
RAG2	-3.8615
EMILIN3	-0.3965
METTL3	-0.75225
VPS13C	1.1965
REXO2	-1.11375
ANXA4	0.371
CA1	-1.0085
DCP1B	1.2
TULP3	-0.724
ATP2A2	-0.523571428571428
ATIC	-1.08625
ADAM15	-0.607833333333333
NPL	1.92333333333333
LGR4	-0.547375
UEVLD	0.814833333333333
GAB1	1.7805
SNAI2	0.259666666666667
ZGPAT	0.1345
SNF1LK	-0.14675
DLEU1	-0.89925
UBE2Q1	0.33375
ZMYM6	-0.06475
JPH3	-1.977
FAM38A	-1.0785
PXK	0.529666666666667
DENND2D	1.8355
BAX	-1.12416666666667
CP	-4.696
RPL37	-0.1647
G6PC3	0.5235
NCOA4	-0.198
LRRC14	-0.110625
GORASP1	0.31075
FCHO2	1.330125
CYP24A1	-3.8421
FXYD3	2.031875
SMARCAL1	0.26975
ABCB8	0.0581666666666667
CCDC44	-0.537
PRDM7	-4.2455
USH1C	-1.86175
DNAH5	1.3275
SRF	0.435
MAL2	3.02533333333333
PGPEP1	0.46575
SIN3B	-1.0875
SEMA3C	0.459666666666667
GRAMD3	1.91875
FBXO10	0.001
OR5D13	1.556
FLJ31818	0.121375
CACNA1I	0.81775
S100A13	0.485
TP63	3.03692857142857
ANXA11	0.4116
WDR66	-0.176625
CSF2RB	-0.2745
IFI44	-0.08
DACT1	1.77733333333333
ANKRD23	-3.136125
ATP5G1	-0.701166666666667
C21orf70	-0.0075
PPWD1	-0.8675
DNAJC13	-0.10775
PAH	-3.91
PTCH2	0.64875
TRMU	-1.35325
CCDC9	0.0115
USP3	0.0642
DCLRE1C	-0.4863
FAM55C	1.41075
FRMD4B	2.2265
CYP2R1	-0.105
RFPL1	0.5949
XPO5	-1.5465
ARL6IP2	-0.3905
OSBPL5	1.5345
MMP9	1.12581818181818
KIAA0802	0.0195
DHRS2	-2.18583333333333
SGEF	0.872375
TXNDC10	-0.3334
EXOC6	1.25675
RPS27	1.124
PNCK	-2.601
FSTL1	0.8555
AACS	0.268
SLMAP	0.2125
SAMD4A	-0.6317
ABRA	0.858
SMARCD3	0.5905
PKNOX2	-2.136
A4GNT	-0.8675
C9orf39	0.303166666666667
RALYL	-1.045
MGC33556	-3.3625
C10orf25	-0.601
BBOX1	5.0515
NHEDC1	0.82125
XDH	-1.1095
GCSH	-1.429
EDN1	2.18683333333333
MTERF	-0.1235
CLK4	0.572875
ZNF799	0.681333333333333
KCNG1	-1.828625
CXCR4	0.740666666666667
PTPRR	-1.3095
IRAK1	-1.304125
LOC401397	-0.8765
TMSB10	-0.0913571428571429
CXCL3	-3.1108
TMC4	1.98025
OR7A10	-0.9395
STYK1	2.16725
CHRNA10	-0.612
CCNI	0.60075
EP300	0.852071428571428
LOC165186	-0.029
HIC2	-2.036
SDR-O	0.4995
OR2W1	0.73
KCNA6	-0.7055
TRIM74	-2.40775
REEP6	1.7225
ATP5G2	0.30325
ERG	0.792
TMEM42	0.552
PARN	-0.151666666666667
SOD2	-0.8854375
DIRAS1	-0.421
PNPT1	-1.844
JOSD3	-1.9235
hCG_40738	-0.6505
PDE1C	-1.789
SEMA4D	-0.05
AGPAT1	0.135833333333333
NOSTRIN	2.2255
MAP3K3	-0.435833333333333
MAX	0.392428571428571
CAPS	0.108833333333333
SERPINA12	-0.2935
OSBPL8	-0.382
RICS	1.8913
NR4A2	1.47433333333333
PPCS	1.43866666666667
LONP1	-1.36725
SCYL3	2.29
HERC2P2	-1.96283333333333
FIBCD1	-0.9785
C15orf41	-0.82025
DMC1	-0.577666666666667
C20orf27	-2.0695
RPS6KA5	0.3924
FAHD1	-0.460833333333333
SLC12A4	-0.13
BRCA1	-1.96958333333333
GBL	-0.50425
SLK	0.0715
NUDT9P1	0.03
NOXO1	0.431
USP52	-1.2625
BAZ1B	0.3685
SLCO2B1	2.6955
BBS12	1.25083333333333
LRGUK	-0.492833333333333
TERF2IP	0.086
COL1A1	5.5285
KIAA0090	0.21275
GRK5	0.4815
AP1S2	-1.4167
TMEM52	-1.15133333333333
CA11	-0.294875
OR4A15	-0.0935
ACBD3	2.0618
SPAG11B	0.630375
PRDM2	1.2774
FOXP3	0.0745
SMYD3	2.4543
LOC389199	0.532
LGI2	1.349
NAPE-PLD	-0.1071
ANKRD6	0.878
WDR45	0.499
SHROOM1	0.6945
PSCD3	-0.0375
PYY	-0.1385
KCNC1	1.6855
ARHGEF9	0.5466
OR8J1	-0.3165
GPR55	-0.0331666666666666
NS3BP	-1.75
C10orf22	0.297
NAT8L	-0.509
DUSP4	1.313
FOXM1	-3.0255
GRAMD2	1.1291
ZBTB48	-0.318833333333333
BUD31	-0.6015
PABPC5	1.2365
CCDC41	-0.197
FBXO11	0.0884166666666667
C6orf148	-0.544
RFXAP	-1.58875
C6orf15	-0.0598333333333333
CDK8	-1.02316666666667
C6orf70	0.41275
TESSP2	-0.4655
ALG2	0.30725
PPP1R3D	1.55025
TPM3	0.453777777777778
SYT13	0.48625
EPB42	-0.3645
CETN3	-0.85725
PRY	-0.1285
NTHL1	-0.321833333333333
POLR2B	-0.083
RPS28	0.0191666666666666
P2RX3	-0.46875
LYZL4	-0.11325
WBP4	0.0385
PMM1	0.0685
C11orf79	-0.10275
CBLL1	-0.67575
IL1F10	-0.0333333333333333
VAX2	-0.508
SETDB1	0.6
LRAP	-3.83766666666667
GCLM	-1.34883333333333
CPEB3	2.56225
PPM1A	0.615625
INTS1	-0.84425
CAMTA1	1.02216666666667
SAMSN1	-2.8185
LOC158830	-3.32983333333333
GMPPA	-1.133875
AIPL1	0.54575
IL24	0.00959999999999999
BDKRB1	-2.275
MLF1	0.9674
TAF12	-0.1625
ID1	-2.180625
THADA	-0.313
PIK3CB	-0.42275
OR4N5	-0.431
TBC1D17	-0.711166666666667
COX8A	-0.42475
CDCA4	-1.295
C2orf44	-0.7585
ZNF534	-0.6655
IMMP1L	0.71575
NIPSNAP3B	0.334
FTMT	0.44775
PWP2	-0.867166666666667
MMP15	-0.903
DNAH11	-1.97833333333333
MTMR14	-0.67775
DNAL4	1.0835
IPP	-0.50375
TMEM59	1.357375
C1orf157	-0.5055
RGS4	1.5535
DDX18	-0.657166666666667
SNX6	0.30475
ZNHIT2	0.383166666666667
NCDN	-0.161166666666667
FLJ33534	0.50175
RAG1	-1.182
OR4D10	0.4185
PTPN5	0.453666666666667
POMT1	0.523125
LRRC8A	0.4403
CYP1A1	1.106
CAPN1	-0.399
DDHD2	-0.8515
GRIK2	-0.5295
GNRHR	1.071
PPBP	0.28025
HTR3A	-1.3395
SLITRK4	0.43425
ANKRD49	-0.46475
BTF3	0.2615
SARS	-0.28125
C13orf18	-1.02816666666667
CACNB1	-0.2305
QKI	0.4015
SETMAR	0.724625
MAN2B1	0.795
EML3	-1.48325
ACADL	0.9915
OFD1	-0.211375
DEFB114	1.436
CGA	-3.8736
PEX16	0.374833333333333
LRRC10	-0.311
GNG12	0.8495
C1orf152	0.240833333333333
CHRM1	0.4155
CD53	-0.9215
DBH	-0.2835
TFAP2B	4.760375
HIST1H2BJ	-1.24783333333333
FAM46D	0.643
TMEM11	-0.106
C3orf32	-2.68925
PCCB	-0.357875
IPO13	-0.175625
C6orf105	-3.36425
COMMD5	0.69875
SUV420H1	0.2171
LTBR	0.00875
ARHGAP15	-2.068125
HDHD2	0.7225
TDRKH	0.32
LOC401052	-0.2745
PSG4	-1.54975
GNB4	-0.5022
SPATA4	2.32425
SLC9A3	-0.4285
OSBP	1.39233333333333
NBPF3	-0.0523333333333333
DOCK11	-2.589
SLC39A5	-2.57183333333333
PRR5	0.9334
C10orf63	-0.356875
SMTNL2	-0.88
ADRA1A	0.4595
ASAH1	2.9848
DOM3Z	-0.4297
GIPR	0.797
AHI1	-0.263583333333333
NADSYN1	0.897166666666667
RGS14	0.0809
IL18BP	0.4652
RTN4RL1	0.839916666666667
ARMC6	-0.60225
PSMD5	0.344833333333333
HK3	0.8207
OR4S1	0.88475
RSU1	0.7689
MAD2L1	-3.07133333333333
EIF4A3	-0.32025
DLEC1	0.779833333333333
E4F1	-0.0703333333333334
CHMP2B	0.3214
CAMSAP1	-0.383
RPS21	-1.12666666666667
ARID5A	0.98475
UBE2N	-0.0134
IGSF8	1.22133333333333
MAGEB6	-1.5655
ACAD11	-1.4315
MGC4172	-1.014
LMO4	0.0825
KLKB1	-0.91425
HP	-0.555
HDAC3	-0.3005
SCHIP1	1.0495
CLCA1	0.51
OLFML2A	1.205875
C1orf112	-0.93175
KIF19	0.557583333333333
HAPLN4	-0.6034
CXCR7	1.31883333333333
GOT2	-0.4211
RAB38	-1.639125
DCX	3.47075
PPM1H	-0.000500000000000005
NFYC	0.476416666666667
KIN	-0.077875
ZNF228	1.373
PLSCR4	3.3755
HIG2	-0.23025
FAM79B	5.7885
C21orf86	-0.4118
KCNK10	-0.666
ZNF738	-1.03575
FSTL5	-1.01066666666667
OR6A2	0.377
OTOA	0.624833333333333
EXOC1	0.66925
AHRR	-1.9395
PDAP1	-2.0525
C19orf6	-0.030125
ZAN	0.303
LY6G6E	0.2215
EIF4E2	-0.78
C20orf198	-0.56125
ZNF324	0.54825
CYP3A5	-2.5075
ENTPD7	0.444833333333333
MBOAT5	-0.0286666666666667
GJB5	-1.252
TTC13	0.03175
S100Z	-1.7205
KIAA0664	-1.25683333333333
PDGFRB	2.75058333333333
IL17D	1.6805
OR56B4	-0.811
RDX	-1.00616666666667
SLC34A3	0.4975
IL28B	-0.452
JUND	2.29075
CHRNB1	0.228625
CAMK2B	-0.33925
FETUB	-2.372
CXorf23	1.572625
MRTO4	-1.64325
TTC3	0.7725
NDUFB8	0.0753333333333333
EDG2	0.3605
SEMA3G	1.34625
IL23A	-2.232
GRHL1	1.2912
LOC441054	-2.437
WDR65	1.03075
PSTK	-0.59625
STOML3	-0.00159999999999998
R3HDM2	0.122
C5	-2.19975
SLC2A10	0.973166666666667
C3orf22	0.44425
PAQR3	-0.701307692307692
ANKRD26	-0.679583333333333
HCRTR1	0.225
LOC399947	-0.537
PSD2	-0.1565
TIGD2	-0.166833333333333
SCRN1	-1.319125
COQ10A	-0.5565
DDI2	-0.0695
METTL7B	-1.80783333333333
UCN2	-0.2575
FAM92A3	-0.883
WDR16	0.1
ZNF511	-0.0123333333333333
ZMYM5	-0.614125
POLR3G	-2.699
ZNF586	-0.0435
C1orf49	0.197833333333333
TANK	0.409833333333333
RCAN1	0.1335
PELI3	1.39633333333333
LIMD2	-1.4505
TMEM189	-0.7735
NTN4	2.57875
LOC151300	1.129
CLEC2A	-1.342
GPR135	-0.787375
DPYSL4	-3.3862
JAK2	-0.2165
TSHZ1	1.48016666666667
TM9SF4	-0.170125
ZNF264	1.32716666666667
SIRPG	-0.1925
BICD1	-1.054
HERC6	0.737666666666667
METTL5	-0.616
CASP1	0.4415
PRRT1	0.0125
PLA2G4C	1.06616666666667
ICA1L	-0.467230769230769
TPTE2	-0.0488
OTUD7A	0.561166666666667
AQP11	-0.21575
APOA2	-4.5427
KALRN	-0.6634
SECTM1	0.42225
IFNAR1	0.0335
TALDO1	-0.405875
RAB11FIP4	0.08925
EIF5A	-2.619
FAM49A	1.65
NEGR1	1.0745
YTHDC2	0.167375
EHD2	0.077125
NCF1	1.5219
SCRT2	1.0095
HOXA5	0.381333333333333
NUP133	1.26125
FGF12	-0.54225
SLMO2	-0.7505
SNTA1	-0.00237500000000002
CACNG2	-0.667857142857143
GCM1	0.276125
ELF1	0.588333333333333
TLR5	3.97625
TCFL5	-1.11083333333333
RBMY2FP	-0.841
LOC100125556	0.12825
FAM129B	0.148625
MAP3K7IP1	-0.026375
NCK2	-0.682
OXA1L	-1.03975
FMO9P	0.4405
ZSCAN12	0.679
PSMD12	-0.6915
HSCB	-0.27575
CLDN10	-2.161
MGC13053	-1.4015
HPCAL4	-0.449833333333333
ASZ1	-0.29
MEX3D	0.461666666666667
NFAT5	-0.2575
CSPG4LYP1	-0.5595
FBXO3	1.4247
DVL1	-0.488666666666667
CMKLR1	2.30283333333333
TYMS	-3.07725
PEF1	0.95975
ZNF750	0.764166666666667
MCM5	-0.6559
MEGF11	0.0735
KCNK7	-0.1645
PTP4A3	-0.1365
C1QTNF2	0.764333333333333
OR6S1	0.373
FAM122B	-1.029
ZNF551	-0.4515
HBQ1	-2.861
GEMIN6	-0.40225
ARSK	0.261
RBP7	2.96216666666667
CPNE9	0.6135
DSC1	1.2705
LOC730112	-0.75975
MAP2K4	1.541125
HS3ST5	-1.2645
EPB41L3	-0.46125
TEKT2	1.75025
CDKN2B	0.447666666666667
ZNF480	-0.165
MAP3K6	0.5936
MAP6	2.112
HN1	-1.016
OR2L13	1.2818
SLC16A11	1.17725
FAM96A	-0.95075
APOL1	-0.20525
C5orf32	0.3805
RTP1	-0.445666666666667
RNF175	0.19625
ZBTB41	2.867
AHCTF1	0.4179
SAE2	-0.7743
ITGA2	0.643583333333333
MME	0.141
CCDC14	-0.98825
MAST4	0.907071428571429
KRT33B	-0.888
KCTD2	-0.238833333333333
WDR26	1.13083333333333
MFI2	-0.0325
NR4A3	0.202875
ARSA	1.93275
UNKL	-0.433333333333333
SULT6B1	-0.902
CCNA2	-3.53466666666667
SOX15	0.783
PPAPDC1B	-0.933916666666667
C19orf44	0.842
MCAT	0.410083333333333
ARID1B	0.45675
OR52N1	1.447
C12orf48	-2.718
MAGI1	0.8435
NIPA2	-0.70725
GBX2	-3.16775
RSHL3	-0.647375
RAVER1	-0.1455
C15orf17	-0.26525
SLC30A2	0.068625
ZNF518	0.3405
PCYT1B	-2.44125
C10orf114	-1.25625
EIF3H	-0.05825
SLC25A39	-1.20666666666667
KIF1B	-0.155875
AMOTL2	0.8525
C6orf120	0.8845
PSRC1	-1.73525
PLA2G10	1.953
KIF5C	1.13714285714286
MRPL37	-0.9155
C17orf62	0.00116666666666666
C9orf135	-0.916
DUSP10	1.8096
CLCNKB	1.3135
PSMA5	-0.829625
C8orf53	0.8
AMPD3	0.364666666666667
PIAS1	0.02975
ADCYAP1R1	-0.39
GYLTL1B	-0.1805
CDH20	-0.7294
FBXO7	0.03225
TMEM134	0.3175
FLJ14213	0.2525
ZNF3	-0.65525
LRRFIP1	0.305041666666667
CNOT2	0.390416666666667
ABI3	2.5085
ALDH5A1	-0.344
HNT	3.1273
SERPINA4	-2.61725
TK2	0.744916666666667
STMN1	-1.84088888888889
GUCA2A	-0.0605
GALNT10	0.659428571428571
DPP6	-0.86025
C9orf93	0.343
PRELID2	0.17025
STK39	0.23475
SFTPA1	-0.82375
CKS2	-2.40088888888889
RHO	0.37725
C20orf135	-0.56325
XKR3	-2.267
CR1	-0.429285714285714
RPS6KA2	0.671571428571429
C20orf112	0.56925
MRPL22	-0.09075
C4orf23	0.5215
GADD45B	1.17775
KLHDC1	2.1855
C2orf48	-2.049
ZNF287	1.3745
DAAM2	-0.6805
DPPA2	-3.0095
TCTN3	0.2215
DNAJB11	-0.40225
FPR1	2.652
DEFB4	-0.1025
PTCD2	-0.7012
SMOC2	5.11883333333333
CABP7	0.1205
SERPINB11	0.0535
MAGEF1	0.14075
NDE1	-0.513333333333333
ITGA10	0.495
FSHB	0.895
ANXA2	0.078
HORMAD2	0.69275
HLCS	0.03625
MCF2L	0.924583333333333
FH	0.271
TBC1D24	0.69025
KIAA1505	1.1495
LGALS2	-3.031
CNBD1	1.032
SYNPO2L	0.0785
PTPN23	-0.0135
C1orf183	-0.114166666666667
MAGEA8	-2.27975
DGCR8	-1.639625
GSR	-1.9745
PAQR7	0.47275
ZNF676	-0.69475
CACNA1C	-0.0398
SP7	-0.317
PDCD6	0.0885
NRN1L	-1.017
BRI3BP	-0.559181818181818
KIAA1183	1.04875
ASB4	0.14625
CCL23	0.8335
OBSL1	-1.1435
SLC12A7	0.378
KIAA0240	1.9685
CD1B	-3.16183333333333
FCGR2A	1.4605
MDC1	-0.94175
HTR1A	0.329333333333333
OCEL1	-0.12575
ATP11B	-1.2692
FBXO34	-0.1125
PCDH12	3.95116666666667
RPE	-0.444
C17orf74	-0.0515
CSDC2	0.675
