Hybridization REF	TCGA-BH-A0EI-01A-11R-A115-07
ALKBH8	0.72375
PLAC4	-2.82475
F11R	1.39092857142857
MGC35295	0.426333333333333
PDZD4	-0.371
LOC389073	-1.05925
FAM80B	0.3225
PSMB1	-0.39725
TXN	-0.554166666666667
VIPR1	2.2765
WBSCR18	0.6548
EXOSC6	-0.647666666666667
ACTA2	4.705
SP5	-2.67958333333333
ANKRD1	-1.541
DDR1	2.3395
ATP6V1D	-0.112
PTGS1	-1.17033333333333
RNF157	-0.8965
DCC	1.30475
SPAG7	-0.27675
FBXO18	0.717
UBE3C	-0.8385
HOXC6	1.52625
LRP2BP	-0.237
MYST2	0.216
PDSS2	0.20375
ATE1	0.3195
ARAF	0.489
KLF10	0.73525
PLA2G2E	0.41925
ASCL1	2.85566666666667
TSNAXIP1	0.6285
FAM131B	0.044375
IFNA10	-1.2755
NUP43	-1.132625
FAM44B	-0.23075
L1TD1	-3.727
NMD3	-0.9665
C18orf54	-1.871
PHOSPHO1	0.092
RAG2	-1.541
EMILIN3	-0.334
METTL3	-1.30525
VPS13C	0.457375
REXO2	-1.55675
ANXA4	-0.00225
CA1	-1.72766666666667
DCP1B	0.247
TULP3	-0.145333333333333
ATP2A2	0.0535
ATIC	-0.30375
ADAM15	0.029
NPL	0.505333333333333
LGR4	0.162625
UEVLD	0.847166666666667
GAB1	1.68375
SNAI2	0.481666666666667
ZGPAT	0.2195
SNF1LK	1.634875
DLEU1	-2.62125
UBE2Q1	1.050375
ZMYM6	-0.1223125
JPH3	-1.607
FAM38A	-0.304416666666667
PXK	0.481166666666667
DENND2D	1.851
BAX	-0.376166666666667
CP	-2.60690909090909
RPL37	-0.8289
G6PC3	0.881375
NCOA4	0.425166666666667
LRRC14	0.50825
GORASP1	1.15125
FCHO2	1.242875
CYP24A1	-1.6167
FXYD3	2.159375
SMARCAL1	0.19775
ABCB8	1.23433333333333
CCDC44	-0.346
PRDM7	-4.69733333333333
USH1C	-1.47275
DNAH5	1.7655
SRF	0.266833333333333
MAL2	1.3965
PGPEP1	-0.0211666666666667
SIN3B	-0.57275
SEMA3C	0.3945
GRAMD3	1.95775
FBXO10	-0.419
OR5D13	0.532
FLJ31818	0.009875
CACNA1I	0.377
S100A13	0.55
TP63	3.55442857142857
ANXA11	1.3348
WDR66	-0.286375
CSF2RB	0.3115
IFI44	2.09975
DACT1	2.04083333333333
ANKRD23	-1.556125
ATP5G1	-1.13133333333333
C21orf70	-0.546833333333333
PPWD1	-1.03225
DNAJC13	0.34425
PAH	-2.815
PTCH2	0.50225
TRMU	-2.072
CCDC9	1.093
USP3	-0.1367
DCLRE1C	0.1553
FAM55C	0.35225
FRMD4B	2.5
CYP2R1	-0.67225
RFPL1	0.0765
XPO5	-0.5455
ARL6IP2	0.11
OSBPL5	0.8455
MMP9	3.38663636363636
KIAA0802	-0.01325
DHRS2	-4.33316666666667
SGEF	2.05775
TXNDC10	-0.8863
EXOC6	0.796
RPS27	0.450166666666667
PNCK	0.154666666666667
FSTL1	0.169
AACS	0.25225
SLMAP	1.0475
SAMD4A	-0.6
ABRA	-0.96575
SMARCD3	1.065
PKNOX2	-1.10783333333333
A4GNT	-0.966
C9orf39	-0.387666666666667
RALYL	-0.294
MGC33556	-3.3985
C10orf25	-0.9575
BBOX1	6.022
NHEDC1	0.71325
XDH	-0.56925
GCSH	-1.4135
EDN1	1.32066666666667
MTERF	-0.59075
CLK4	0.1615
ZNF799	0.577333333333333
KCNG1	0.04975
CXCR4	-0.111
PTPRR	-2.304
IRAK1	-0.997625
LOC401397	-1.0485
TMSB10	0.766214285714286
CXCL3	-3.5204
TMC4	3.098
OR7A10	-0.154
STYK1	2.4455
CHRNA10	-0.334
CCNI	0.95225
EP300	1.53921428571429
LOC165186	-0.910666666666667
HIC2	-3.47475
SDR-O	-0.106
OR2W1	-0.052
KCNA6	-0.4315
TRIM74	-1.9655
REEP6	0.21475
ATP5G2	0.02575
ERG	1.1085
TMEM42	-0.12525
PARN	-0.164833333333333
SOD2	-0.5756875
DIRAS1	-0.3725
PNPT1	-1.09875
JOSD3	-1.7095
hCG_40738	-0.3155
PDE1C	-1.48575
SEMA4D	0.00599999999999999
AGPAT1	0.111666666666667
NOSTRIN	1.4465
MAP3K3	0.205666666666667
MAX	0.669214285714286
CAPS	1.6875
SERPINA12	0.3355
OSBPL8	0.42625
RICS	1.9048
NR4A2	3.49816666666667
PPCS	0.4125
LONP1	-1.60275
SCYL3	1.34475
HERC2P2	-1.49116666666667
FIBCD1	-0.387
C15orf41	-0.70525
DMC1	-2.2174
C20orf27	0.214
RPS6KA5	1.503
FAHD1	0.4005
SLC12A4	0.25575
BRCA1	-2.34591666666667
GBL	-0.368
SLK	0.624
NUDT9P1	-0.9835
NOXO1	-1.0825
USP52	-1.63625
BAZ1B	0.09275
SLCO2B1	2.4625
BBS12	0.845833333333333
LRGUK	-0.612333333333333
TERF2IP	-0.2115
COL1A1	5.0655
KIAA0090	-0.52575
GRK5	-0.086
AP1S2	-1.8692
TMEM52	-0.736666666666667
CA11	0.862375
OR4A15	0.223666666666667
ACBD3	0.6133
SPAG11B	0.33375
PRDM2	0.5799
FOXP3	0.2395
SMYD3	-0.3069
LOC389199	0.3635
LGI2	1.19216666666667
NAPE-PLD	-0.1124
ANKRD6	2.2325
WDR45	0.392833333333333
SHROOM1	-0.198
PSCD3	0.229
PYY	1.669
KCNC1	1.5125
ARHGEF9	0.4009
OR8J1	0.1715
GPR55	1.09333333333333
NS3BP	-1.541
C10orf22	0.979333333333333
NAT8L	-0.15725
DUSP4	0.5005
FOXM1	-2.47483333333333
GRAMD2	1.14455555555556
ZBTB48	-0.163833333333333
BUD31	-0.8055
PABPC5	1.254
CCDC41	-0.65125
FBXO11	0.085
C6orf148	-1.154
RFXAP	-1.025
C6orf15	1.70333333333333
CDK8	-0.9315
C6orf70	0.258
TESSP2	-0.0825
ALG2	0.4445
PPP1R3D	1.59975
TPM3	0.795222222222222
SYT13	5.57875
EPB42	-0.0783333333333333
CETN3	-0.5245
PRY	-0.8115
NTHL1	-0.9185
POLR2B	-0.483
RPS28	-0.422
P2RX3	0.01425
LYZL4	-0.41925
WBP4	-0.634
PMM1	-0.72225
C11orf79	-0.4445
CBLL1	-0.267
IL1F10	1.289
VAX2	0.3335
SETDB1	0.469666666666667
LRAP	0.266666666666667
GCLM	-0.435166666666667
CPEB3	2.18675
PPM1A	0.842125
INTS1	-0.72275
CAMTA1	0.548916666666667
SAMSN1	-2.055
LOC158830	-2.55366666666667
GMPPA	0.461
AIPL1	0.323333333333333
IL24	0.711583333333333
BDKRB1	-1.28016666666667
MLF1	0.8364
TAF12	-0.8105
ID1	-2.243125
THADA	-0.41
PIK3CB	-0.01675
OR4N5	0.876
TBC1D17	-0.123166666666667
COX8A	-0.6475
CDCA4	-0.827
C2orf44	-1.0875
ZNF534	-0.691
IMMP1L	-0.3155
NIPSNAP3B	0.540125
FTMT	-0.00425000000000002
PWP2	-0.732833333333333
MMP15	-0.7882
DNAH11	-1.678
MTMR14	0.022625
DNAL4	1.24825
IPP	-0.19525
TMEM59	-0.180875
C1orf157	0.665
RGS4	-0.400833333333333
DDX18	-0.92
SNX6	-0.1855
ZNHIT2	0.425833333333333
NCDN	0.429333333333333
FLJ33534	-0.15325
RAG1	-2.279
OR4D10	0.4235
PTPN5	-0.248166666666667
POMT1	0.091375
LRRC8A	0.615
CYP1A1	-1.59275
CAPN1	0.992166666666667
DDHD2	-0.384375
GRIK2	-0.29125
GNRHR	0.2215
PPBP	0.56425
HTR3A	-0.60925
SLITRK4	0.6215
ANKRD49	-0.83375
BTF3	-0.4285
SARS	-0.50325
C13orf18	0.7345
CACNB1	-0.472357142857143
QKI	0.666636363636363
SETMAR	0.298625
MAN2B1	0.342833333333333
EML3	0.2915
ACADL	3.3195
OFD1	-0.208375
DEFB114	0.879
CGA	1.027
PEX16	-0.180166666666667
LRRC10	-0.869
GNG12	-1.149
C1orf152	-0.588833333333333
CHRM1	0.5445
CD53	0.056875
DBH	-1.091
TFAP2B	3.150625
HIST1H2BJ	-0.487833333333333
FAM46D	-1.105
TMEM11	-0.43175
C3orf32	-2.8915
PCCB	-0.588
IPO13	0.32
C6orf105	-2.121
COMMD5	0.6025
SUV420H1	0.4532
LTBR	1.59725
ARHGAP15	-0.811125
HDHD2	-0.268
TDRKH	0.834666666666667
LOC401052	0.635
PSG4	0.4145
GNB4	0.0791
SPATA4	2.0065
SLC9A3	-0.8465
OSBP	0.144166666666667
NBPF3	0.41775
DOCK11	-0.2855
SLC39A5	-1.72333333333333
PRR5	0.9733
C10orf63	0.717
SMTNL2	-1.45075
ADRA1A	0.6055
ASAH1	2.248
DOM3Z	-0.0747
GIPR	0.163666666666667
AHI1	-0.09725
NADSYN1	-0.0508333333333333
RGS14	-0.3071
IL18BP	1.2609
RTN4RL1	0.660583333333333
ARMC6	-0.62325
PSMD5	-0.0781666666666667
HK3	0.7461
OR4S1	1.85525
RSU1	0.8904
MAD2L1	-2.62933333333333
EIF4A3	0.2385
DLEC1	-0.195333333333333
E4F1	-0.2495
CHMP2B	0.71
CAMSAP1	-0.00124999999999999
RPS21	-0.7635
ARID5A	0.901
UBE2N	-0.3221
IGSF8	1.8295
MAGEB6	-2.133
ACAD11	-1.2273
MGC4172	-0.2205
LMO4	-0.29725
KLKB1	-0.07825
HP	-0.957
HDAC3	-0.23925
SCHIP1	0.8365
CLCA1	0.2135
OLFML2A	1.47775
C1orf112	-2.2765
KIF19	1.65091666666667
HAPLN4	-0.00779999999999999
CXCR7	1.50583333333333
GOT2	-0.9111
RAB38	-1.315125
DCX	0.68125
PPM1H	-0.84225
NFYC	0.0474166666666667
KIN	-0.235875
ZNF228	0.587
PLSCR4	2.27233333333333
HIG2	-0.755
FAM79B	6.7225
C21orf86	-0.4935
KCNK10	0.11325
ZNF738	-1.212125
FSTL5	-1.0658
OR6A2	-0.5745
OTOA	0.877333333333333
EXOC1	0.150625
AHRR	-3.8465
PDAP1	-1.33041666666667
C19orf6	-0.577875
ZAN	0.18375
LY6G6E	0.279
EIF4E2	-0.79375
C20orf198	0.43225
ZNF324	0.41625
CYP3A5	-1.54283333333333
ENTPD7	1.03333333333333
MBOAT5	0.799666666666667
GJB5	1.29025
TTC13	-0.31
S100Z	-1.41133333333333
KIAA0664	-0.834333333333333
PDGFRB	2.19591666666667
IL17D	-0.72625
OR56B4	-0.0645
RDX	-2.10516666666667
SLC34A3	0.4115
IL28B	1.7865
JUND	1.50525
CHRNB1	0.08175
CAMK2B	1.1365
FETUB	-1.7625
CXorf23	1.506125
MRTO4	-1.32775
TTC3	0.6386
NDUFB8	-0.365166666666667
EDG2	-1.12125
SEMA3G	1.4555
IL23A	-2.46425
GRHL1	0.9771
LOC441054	-2.2615
WDR65	0.3155
PSTK	-0.312
STOML3	-0.5308
R3HDM2	0.1576
C5	-2.6255
SLC2A10	1.36066666666667
C3orf22	-0.18075
PAQR3	-0.713692307692308
ANKRD26	-0.516416666666667
HCRTR1	-0.747
LOC399947	-0.621
PSD2	0.15225
TIGD2	-0.434166666666667
SCRN1	-1.10725
COQ10A	-0.945
DDI2	0.2435
METTL7B	-1.08966666666667
UCN2	0.25075
FAM92A3	-0.983
WDR16	0.931
ZNF511	-0.252666666666667
ZMYM5	-1.05875
POLR3G	-3.517
ZNF586	-0.21525
C1orf49	0.478333333333333
TANK	0.514666666666667
RCAN1	-0.497333333333333
PELI3	2.00983333333333
LIMD2	-0.265416666666667
TMEM189	0.1185
NTN4	1.761625
LOC151300	0.4035
CLEC2A	-1.5125
GPR135	0.43
DPYSL4	-1.3226
JAK2	-0.0658333333333333
TSHZ1	0.870166666666667
TM9SF4	0.310875
ZNF264	1.18933333333333
SIRPG	1.395625
BICD1	0.43975
HERC6	3.35183333333333
METTL5	-1.0255
CASP1	0.70075
PRRT1	-0.0606666666666667
PLA2G4C	1.96533333333333
ICA1L	0.953230769230769
TPTE2	0.0166
OTUD7A	0.711
AQP11	-0.70325
APOA2	-4.6055
KALRN	-0.1019
SECTM1	1.46491666666667
IFNAR1	0.286
TALDO1	-0.023
RAB11FIP4	-0.01675
EIF5A	-0.371
FAM49A	1.96175
NEGR1	0.6015
YTHDC2	0.464875
EHD2	0.528875
NCF1	1.8448
SCRT2	0.714
HOXA5	0.591833333333333
NUP133	-0.3085
FGF12	0.080875
SLMO2	-0.3515
SNTA1	0.763875
CACNG2	0.116125
GCM1	1.515375
ELF1	0.815333333333333
TLR5	3.35625
TCFL5	-0.475416666666667
RBMY2FP	-1.555
LOC100125556	0.41675
FAM129B	0.554125
MAP3K7IP1	0.049
NCK2	0.386
OXA1L	-0.74475
FMO9P	0.8645
ZSCAN12	0.45725
PSMD12	-0.881
HSCB	-0.55725
CLDN10	-2.52975
MGC13053	-0.448666666666667
HPCAL4	-1.03833333333333
ASZ1	-0.8925
MEX3D	0.0371666666666667
NFAT5	-0.3623
CSPG4LYP1	-0.3175
FBXO3	0.5289
DVL1	-0.593333333333333
CMKLR1	2.3115
TYMS	-4.034125
PEF1	0.59925
ZNF750	3.03416666666667
MCM5	-1.3958
MEGF11	0.63875
KCNK7	-0.155
PTP4A3	1.0525
C1QTNF2	-0.198333333333333
OR6S1	0.199
FAM122B	-1.19925
ZNF551	0.101375
HBQ1	-1.5215
GEMIN6	-0.50525
ARSK	-0.33525
RBP7	2.47616666666667
CPNE9	-0.015
DSC1	2.4905
LOC730112	-0.233
MAP2K4	0.5045
HS3ST5	-1.752
EPB41L3	1.06975
TEKT2	-0.052
CDKN2B	1.88583333333333
ZNF480	-0.8875
MAP3K6	0.3365
MAP6	2.8045
HN1	-0.6797
OR2L13	0.9486
SLC16A11	1.30175
FAM96A	0.1995
APOL1	0.9195
C5orf32	0.14425
RTP1	-0.521
RNF175	0.415625
ZBTB41	1.05475
AHCTF1	-0.2038
SAE2	-0.9313
ITGA2	1.70533333333333
MME	0.0351666666666667
CCDC14	-1.759
MAST4	2.28714285714286
KRT33B	-0.202
KCTD2	0.350166666666667
WDR26	0.647166666666667
MFI2	-0.743625
NR4A3	0.273
ARSA	0.79875
UNKL	-0.1685
SULT6B1	0.1
CCNA2	-3.2925
SOX15	-0.07
PPAPDC1B	0.20075
C19orf44	-0.136
MCAT	0.18475
ARID1B	0.345375
OR52N1	1.526
C12orf48	-2.3
MAGI1	0.942
NIPA2	-0.94425
GBX2	-1.97975
RSHL3	0.42225
RAVER1	0.249166666666667
C15orf17	-0.021
SLC30A2	1.194125
ZNF518	-0.09625
PCYT1B	-0.54075
C10orf114	0.819
EIF3H	-0.04475
SLC25A39	0.2085
KIF1B	-0.485625
AMOTL2	1.03575
C6orf120	0.872
PSRC1	-2.3095
PLA2G10	3.396375
KIF5C	1.121625
MRPL37	-1.5225
C17orf62	0.251666666666667
C9orf135	-0.862166666666667
DUSP10	-0.0912
CLCNKB	0.041
PSMA5	-0.983625
C8orf53	0.7315
AMPD3	-0.3005
PIAS1	0.07225
ADCYAP1R1	0.0995
GYLTL1B	-0.02275
CDH20	0.967166666666667
FBXO7	-0.343
TMEM134	0.547333333333333
FLJ14213	1.434
ZNF3	0.12475
LRRFIP1	0.123541666666667
CNOT2	0.165833333333333
ABI3	2.3615
ALDH5A1	-0.225
HNT	3.3108
SERPINA4	-1.968
TK2	0.354916666666667
STMN1	-2.87622222222222
GUCA2A	0.253333333333333
GALNT10	0.899785714285714
DPP6	-1.13305263157895
C9orf93	-0.073375
PRELID2	-0.830625
STK39	1.04325
SFTPA1	-1.849
CKS2	-2.30077777777778
RHO	0.00275000000000002
C20orf135	-0.09575
XKR3	-2.2405
CR1	0.27975
RPS6KA2	1.56978571428571
C20orf112	0.9195
MRPL22	-0.38225
C4orf23	0.831666666666667
GADD45B	1.87475
KLHDC1	1.74316666666667
C2orf48	-1.7855
ZNF287	1.544
DAAM2	-0.7545
DPPA2	-3.21916666666667
TCTN3	0.791333333333333
DNAJB11	-1.053875
FPR1	2.49175
DEFB4	0.1685
PTCD2	-0.5439
SMOC2	5.0415
CABP7	1.86275
SERPINB11	0.23125
MAGEF1	1.00325
NDE1	-0.0888333333333333
ITGA10	1.0825
FSHB	0.7075
ANXA2	0.56575
HORMAD2	0.1425
HLCS	0.613
MCF2L	1.24841666666667
FH	-1.215875
TBC1D24	0.9125
KIAA1505	1.427
LGALS2	0.37875
CNBD1	-0.154
SYNPO2L	1.97025
PTPN23	0.662785714285714
C1orf183	-1.04933333333333
MAGEA8	-3.05725
DGCR8	-1.561125
GSR	-1.5455
PAQR7	0.22025
ZNF676	0.51975
CACNA1C	0.4689
SP7	2.977
PDCD6	-0.22025
NRN1L	-1.877
BRI3BP	-0.399818181818182
KIAA1183	0.7925
ASB4	0.386333333333333
CCL23	1.8171
OBSL1	-0.138875
SLC12A7	0.780166666666667
KIAA0240	1.383625
CD1B	-3.3015
FCGR2A	1.683
MDC1	-1.31675
HTR1A	-0.1005
OCEL1	1.30625
ATP11B	-1.1561875
FBXO34	0.670333333333333
PCDH12	3.97616666666667
RPE	-1.093
C17orf74	0.1255
CSDC2	1.7155
PET112L	-0.218
TMBIM1	1.27825
P2RXL1	-0.4425
TCHP	-0.674
TRMT1	-1.6675
F2RL2	1.5575
LRRC32	3.55566666666667
IMPG2	0.3065
BGLAP	-0.1275
LOC493869	-1.22125
MRAS	1.654625
SLC35F5	0.79025
CBWD1	0.533
AXL	-1.30375
ATP2C2	2.62275
TELO2	-1.19175
PNPLA3	-4.54975
PCDHB14	1.3135
CD276	0.6635
KRT80	-1.2595
DUSP28	0.2665
CSNK1E	-0.476666666666667
SRP14	1.119
KCNQ4	0.165
KRT72	-0.291333333333333
CCDC117	1.358
C6orf89	0.512722222222222
TUBB2B	-3.44925
RTN4IP1	-1.04625
CR1L	-4.00333333333333
CEND1	0.46775
C12orf41	-0.574
RNF31	0.37475
UBN1	0.0676666666666667
C17orf32	0.541875
SLC5A7	0.667
GPR92	1.041
ESAM	2.8492
CTNNA1	0.514
HRBL	-0.0376
CBX4	0.57025
TMEM182	-0.6305
SH3TC2	-0.63
IL10	1.00283333333333
PXMP4	0.2045
RNF167	0.3169
PAK7	3.30483333333333
ETV3	0.026
ATPIF1	-1.41
LOC554207	-1.87433333333333
OR8H1	0.701
WDFY3	1.504625
DPM1	-0.672
GPSM1	0.0855
WDR92	-0.3496
LRP1	0.777166666666667
ANKH	0.038625
THUMPD3	-0.98825
POLR1B	-0.844
OLFM4	5.5418
RAD9B	0.615
TSPY2	-5.1295
PAX6	-2.38966666666667
SCG2	-2.43425
SLC17A6	0.0155
FMO3	4.16725
PADI4	0.130125
TUBB4	-0.4986
NLK	-0.52775
POU4F3	0.12
SDF4	0.121
ITGBL1	3.543
NETO1	-2.02228571428571
TAP2	0.534875
ABBA-1	-0.139083333333333
GNAI1	-0.18275
VPS4B	0.11325
NOPE	-0.6515
GALNT6	3.309
SESN1	1.141875
GBE1	-2.21622222222222
CLASP1	0.071
RASGEF1B	1.032625
ACOT11	-0.130384615384615
AFAP1	1.75575
OR2H2	0.20725
DPY19L2P1	-1.004
DZIP1	-1.76775
SEC22C	0.14675
GPR161	-0.285916666666667
RNF146	0.85475
WDR74	-1.426
GALP	-0.456
PURA	1.56575
DNPEP	0.84725
RP11-78J21.1	-1.041
ERBB2	2.67575
FANCM	-0.861416666666667
NEO1	0.2615
DDX3Y	-5.4714
RPS3A	-0.858
MXRA7	1.14178571428571
LGALS3	-0.717166666666667
GLT8D1	0.20275
CFL2	-1.41716666666667
UPB1	0.44025
NAP1L5	-0.112375
CLDN14	-0.70325
DHX38	-0.95675
BTBD1	-0.5435
TARS2	0.634833333333333
ABCF1	-0.6363
FCF1	0.3435
LRRC49	-0.07375
GUCY1B2	0.865
C1orf177	-0.387833333333333
SMARCA4	-0.616857142857143
LRP8	-3.61616666666667
TAGLN3	-1.44125
MRPL14	-0.247
TTRAP	0.277
ZDHHC20	-0.035
NFE2L3	-1.2155
KIAA1377	0.831
PALMD	1.9959
TMEM43	0.10525
TTL	-1.147875
STAT5B	-0.294
SSB	-0.5075
OR10H5	-0.1615
SLC22A13	-0.63825
AKAP3	-0.53375
TIMM23	-0.583666666666667
OAS2	3.14258333333333
KIAA0423	1.46475
TRIM11	0.466333333333333
GLIS3	1.5985
TMEM50B	1.074
ARHGEF4	-0.092
DEGS1	-0.729181818181818
TBL1XR1	0.2015
G6PD	-1.8115
SP140	0.9957
MUC17	-0.924538461538462
NUDC	-1.1139
DNAJC5B	1.58766666666667
SCARA3	-0.3965
CPA3	6.39633333333333
BCAT2	0.418125
MFN1	-0.2253
NRG3	-0.367
SNX11	0.46625
PLEKHH1	-0.32
GPR177	-0.551833333333333
HCFC2	0.36675
TCAP	-1.163
MOCOS	-1.55
C14orf93	-0.464
PRDM10	-0.504666666666667
SLC16A4	0.154833333333333
SRGAP1	0.539333333333333
VIP	1.72725
DUSP27	0.958666666666667
LILRA1	0.6338
MC2R	0.9425
MGC24103	-1.8425
MBTD1	-1.1625
FUT11	-0.248
USP33	0.6464
C15orf39	-1.12675
MAP3K12	-0.047375
PAAF1	-1.025
BARHL1	-0.0825
FLJ16165	-0.3295
PIWIL2	-2.79825
SYNE1	1.108
CMTM4	-0.947625
TSPYL1	1.194
GUF1	-0.0206666666666667
TMEM157	1.8915
WDR44	0.35875
HIST1H3C	-0.125
DKFZp666G057	0.5595
RNPEP	0.41575
GAS2L2	0.132166666666667
ADH4	-5.68775
GRPR	1.69516666666667
FBXL17	0.92225
ZBTB10	1.39291666666667
Gcom1	0.631777777777778
HTRA1	1.5182
ZNF585A	0.821833333333333
SLC26A2	1.059
OTOP3	-0.119666666666667
WISP1	2.89544444444444
ATP2B4	-0.383583333333333
FLJ10769	0.6435
CRAMP1L	-0.279375
CHST12	-0.227
RAB22A	0.456583333333333
TARDBP	-0.797857142857143
STAU1	0.43275
CRB3	1.28583333333333
MIG7	-0.8715
CHMP1A	-0.195
ZNF160	0.529875
B3GALT6	-0.30575
BARX1	-1.781
C6orf167	-1.696375
NXNL1	0.0075
DHX29	0.18125
HADHB	-0.074
PLXNB2	1.094875
ILDR1	-0.5625
SLC15A3	2.71075
GAS2	-2.8125
C20orf69	0.45575
NUMB	-0.0505
TNIP1	0.74875
MESP1	0.307833333333333
PSKH1	-0.39875
NSFL1C	0.52625
RHOG	0.643
HEY1	-1.48566666666667
KNG1	-2.136125
ITGAX	2.0528
LIN9	-1.10716666666667
CANT1	1.54575
XRN1	0.619857142857143
CCDC96	1.3438
HEATR6	-0.926333333333333
GNG7	0.511
RUNX2	0.9641875
SOX1	0.9575
FCRL5	0.568
ZNF99	0.5875
FAM9A	0.143
SNX22	2.1215
MBNL3	-2.94916666666667
ODC1	-3.7852
ADORA2B	-1.492
NR2F6	1.13925
ZFYVE16	0.512055555555555
SYNJ2BP	0.6091
POLE	-1.206625
E2F2	-2.315375
THRA	0.131666666666667
PTGES2	-0.6655
HIP1R	0.348833333333333
TMUB1	-0.140166666666667
ENO3	-2.868
RSPH10B	0.2555
CXorf39	0.993125
IRGC	0.2985
GPR109B	0.3685
FLJ13305	-0.675
LCE3A	-0.6395
TNFRSF18	-1.71733333333333
DET1	0.8315
TRPM3	-0.191166666666667
C16orf79	-1.6695
FECH	-0.489333333333333
RAP2A	-0.323333333333333
CRIP1	3.39033333333333
AZIN1	-0.128375
SLC7A7	3.11525
IL10RA	0.7575
TMEM64	-1.5075
CDC42EP4	1.2586
C16orf58	0.1787
ARG2	-3.30625
POU5F1P4	-5.02525
FAM62B	0.0955
DNAH8	-2.493
ASH2L	-0.3045
TSLP	-1.506
CNTNAP5	-0.065
TMEM16C	4.49275
IFNA14	0.696
SLC1A3	-0.098375
CABYR	0.339
BCL7B	-0.0896
NUDT13	-0.811833333333333
C13orf28	1.06466666666667
C1orf53	-1.04675
ARL6IP4	0.2733
RPL35A	-0.073
EMR3	0.2915
RAB40C	0.737916666666667
SLC41A1	-0.0953333333333333
LRCH1	0.26275
LY6G5B	-1.229
FAM124A	-0.1375
MGC10981	-4.78016666666667
CLIP3	0.7198
MAP4K2	-0.667666666666667
CHIC1	0.937
SULF1	3.97633333333333
C20orf30	0.427071428571428
PRDM5	-0.342875
ELOVL1	-0.40125
C11orf48	-0.990125
SLC39A10	-0.10325
KCNV1	-0.7005
ACP1	-0.427
ZMYM2	-0.522125
B3GNT6	-0.123666666666667
C9orf69	0.456
C2orf15	0.98375
C20orf166	0.944
HSP90AA6P	0.4965
EDG7	-0.389
NEURL	1.341375
LPL	1.6795
CLEC2D	0.477214285714286
GRRP1	2.1045
CD8B	-3.8328
HIST1H3D	-0.76
SLC6A12	0.119
FAM27L	-0.3975
CD84	1.7858
RASA1	0.364
PHKG1	0.7445
MAGEA11	-2.463
IMPA1	-0.7942
NPM3	-2.1265
RARRES1	3.1955
SH3BP1	-0.278375
B3GNTL1	-0.6275
ARPC5L	-0.256166666666667
KLHL26	1.0675
SIM2	1.74575
GJC1	0.164
C20orf194	0.86425
EXO1	-3.2485
SLC2A2	-3.3195
LOC285074	-0.874
LRG1	-0.0855
KIRREL	0.1375
PIK3R1	1.4275
C4orf34	1.23
MAF	-0.969166666666667
ADCY4	4.25633333333333
ZMIZ2	0.2235
SLC46A3	2.30283333333333
STAMBP	0.0538333333333333
CCDC16	0.60875
MS4A12	1.011
TCF20	0.054
LRRC46	1.08425
C20orf152	0.78625
MRPS6	-0.6825
ABCB11	0.7315
KCNC2	2.09516666666667
CDH19	-2.23533333333333
C9orf123	-0.605833333333333
SSH3	1.8145
LDLRAD1	-2.2215
CCBE1	-0.68025
ZNF135	2.20675
TAAR1	0.4745
WFDC12	-0.616
CCDC42	-0.0378333333333333
FLJ12529	-0.44825
PER1	-0.620666666666667
TIMM50	-0.928166666666666
SMARCAD1	-0.589333333333333
FAM26C	-0.107
TP53TG3	-2.26666666666667
SH3RF1	1.9132
LMCD1	1.85725
GPR63	-0.6425
FLJ21986	-2.1055
AIFM3	-1.17575
MICAL1	0.108333333333333
BLZF1	1.15416666666667
IQCA	2.90016666666667
PCDHGC3	1.3255
SAC	0.94975
BCL6B	2.572
DDO	-0.347
MARCO	2.416
DCHS1	2.01466666666667
C1orf170	0.5725
CD200R1	0.64
C22orf15	-0.643
SEPT11	-0.616666666666667
ADNP	0.49525
UST	0.0761
C13orf34	-2.1865
RFFL	0.258285714285714
APBA3	-0.7055
C2orf60	-0.730625
CUTL1	0.5019
PMS1	-1.352875
ZNF689	-0.0995
EIF3E	-0.3985
IL9	0.0393333333333334
RPL31	-0.445875
LY9	0.9155
ATP2B3	-0.3545
KDELR2	-0.0412083333333333
TFCP2	0.0025
NLRP12	0.12
FLJ45422	-0.391
TLE4	-0.2584
ZNF570	-0.092
FLJ43806	-0.5605
TLK2	0.08525
CIR	0.85075
MARS2	-0.541
COL24A1	1.4725
SDF2L1	-0.8165
HIBADH	-0.5975
IGFBP3	-1.79242857142857
C12orf23	0.354625
PSPC1	-0.28325
C20orf43	0.24425
TRAV20	0.0065
ARHGAP24	1.200375
KIAA1975	-1.09625
C1QA	3.3475
DNTT	-6.07516666666667
C10orf6	0.3415
C11orf41	0.319625
HNRPF	0.2025
COL11A1	6.1505
UBAP2	0.898
CDKN2AIPNL	-1.8705
C20orf174	3.12775
SPRED2	0.7355
PLA2G12A	0.885833333333333
ICEBERG	-1.77866666666667
SCN10A	-2.1005
C11orf65	-0.595
GBP5	4.694
PITPNC1	-0.806833333333333
POU3F3	1.208
NCOA7	0.752875
LIN7C	-0.1715
LOC348840	-1.1335
NKX2-2	-3.559
ANKRD13D	0.5225
LOC123688	-0.76375
FUT2	2.29416666666667
TAAR8	0.6385
FZD4	0.00316666666666662
PNMA3	-1.1525
OR4L1	-0.321
WIT1	-2.88025
EXOC3L	1.69075
