Hybridization REF	TCGA-AR-A0TP-01A-11R-A084-07
PMP22	1.0269
tcag7.1136	-2.36325
NPBWR2	0.4875
HTR3E	-0.0745
C2orf39	-0.624
MTL5	0.688833333333333
TRIM16L	-0.115
COMMD9	-0.219333333333333
INADL	0.821
GPX1	-0.677
SNAPC3	0.458
C4orf16	-0.443
GNA12	0.2045
LIMK1	1.081
PIGC	1.07633333333333
B4GALT5	0.0221
LOC339524	2.45175
LRAT	0.127083333333333
IL18R1	-0.510375
CXorf52	-0.087
AKAP11	-1.08775
GLB1	-0.89725
BCL10	0.118083333333333
MARCH11	-1.88725
PLAC1L	0.8565
DTX3	0.864416666666667
EPHA10	0.19
ARMCX4	-1.2585
CTXN3	1.59125
MOCS2	-0.97575
USP28	0.73925
HCRT	0.1905
CYBRD1	0.866
REG3A	0.3825
RGS7BP	0.55
PARP9	1.20875
SEPT6	-2.5471
MMP10	-0.862125
OR2Z1	0.4125
OBP2B	1.4625
TCN2	1.51266666666667
CDA	-1.893
TMEM88	-0.972833333333333
ZFY	-0.855666666666667
SLC25A41	-1.66125
CHRNG	0.390333333333333
TAS2R50	0.879
DEFB129	0.4565
CYFIP2	-1.085
TEX11	-1.218
SPATA8	-0.1175
MAP3K11	0.0111666666666667
CEBPE	1.1725
OLIG2	2.6025
DNAI2	0.507
C14orf106	-1.205
APRT	-0.375
AMIGO2	0.14775
TMEM26	-1.50783333333333
RALBP1	0.432083333333333
TSPYL6	-0.0125
EVPL	0.647166666666667
PVRL4	4.07983333333333
C2orf30	0.2815
ITIH4	-0.979
ADARB2	1.80916666666667
C1orf104	-0.35
PIM2	-2.63375
REGL	0.532
SLC17A5	-0.687333333333333
PIPOX	-1.956
INSIG1	-1.64466666666667
SYNGR1	1.869
TEX15	-2.66566666666667
REPIN1	0.2695
PDE4A	-0.2082
CAPZB	0.455
YPEL3	0.26375
C14orf100	-0.353875
GINS2	-0.7965
C18orf21	1.0215
CYP1B1	-1.484875
VISA	-0.5918
XYLT1	0.4075
ZNF440	0.23975
BRWD1	0.0423571428571428
GOLPH3L	1.191875
C11orf77	0.759375
ZBTB17	0.19925
SLC19A2	-0.779
C6orf134	1.7785
C9	0.8215
ART5	-0.93125
ARTN	1.625
TMTC2	-0.18675
GNRH2	0.209
STEAP1	-0.5034
RPL39L	0.303833333333333
FLJ10292	-0.318
RLF	-0.27425
NAT14	0.035
RRN3	0.055
C11orf16	0.5485
C3orf14	-0.72875
TEX264	0.171833333333333
C22orf28	0.389625
C20orf175	-1.75875
XPNPEP2	-0.0768333333333333
PDE6A	-0.20925
SPIB	0.847375
TBCB	1.20333333333333
SLC5A11	-0.353
ADRA2C	-2.51966666666667
DHCR24	-1.55316666666667
MEF2D	0.95325
C6orf114	-0.1915
ZPLD1	5.469
MYO1B	-0.39875
VAMP8	1.368875
ANKRA2	-1.13441666666667
C11orf42	0.4915
TAS2R60	0.4885
PANX1	0.79625
C12orf42	-1.28066666666667
RCBTB1	-0.2455
FGL2	3.495
CEP70	1.52825
WASL	0.5935
SEPT14	0.1895
DCHS2	-0.27625
CYBA	-1.3485
ARHGAP11A	-1.61633333333333
MPZL2	2.44166666666667
KIAA1881	-0.466
ANXA1	1.1338
AFF1	-1.511875
FRMD3	2.6665
SUSD5	2.33675
C9orf32	-1.1895
RASSF7	-0.092625
KIR2DL2	-0.3705
SENP1	-0.757333333333333
C20orf195	0.29925
C3orf44	-0.047
KRTAP9-3	-0.27425
ZFP28	1.49225
PLCB2	1.174
TXNDC15	0.13875
CALR3	-0.123
HLTF	0.296285714285714
C17orf67	-0.051
NDUFA6	0.26175
PKP1	0.9565
HMG20B	0.011
GPR180	0.2828
BAI3	-0.118
NOSIP	-0.3322
TRIM23	-0.440875
ARL1	1.01528571428571
CDK5RAP2	-0.941
SSH2	-1.97016666666667
KCTD15	0.891
FTHL17	0.1205
AK3	-0.801166666666667
RAB3C	-1.99525
PAX4	0.131125
KDELC2	0.07325
BIK	1.09816666666667
KIAA1553	-0.2545
CEP135	-1.1395
NANOG	-4.53716666666667
TRIM22	-0.183666666666667
CDH13	1.125
B4GALNT4	-0.62825
MDGA2	-0.1485
SAMD3	-0.4645
OR1E1	0.3325
TAS2R10	-1.3675
FASN	-1.3205
GPR116	2.9107
ZNF219	0.561833333333333
CD33	-2.328
RAB3GAP1	0.01125
H1FOO	0.6835
NXPH3	1.17275
CROCC	-0.0935
GPX7	1.439875
BASP1	-3.3144
STAM	-0.1615
TBK1	0.456
STX2	-1.48933333333333
RPL29	-1.29875
NR1H3	-0.89925
MPPE1	0.43425
PHACTR3	1.73375
SLC44A2	2.32925
C10orf109	0.37175
CLCN6	-0.835
C16orf59	-0.765
SQSTM1	-0.0816666666666667
AADAC	-1.12366666666667
LRRC8C	-0.102375
BIN3	-1.2037
HPS6	0.483
MAN2A2	1.1062
GABPB2	-0.3155
KCND1	-0.6015
PTPN11	0.515571428571428
ZNF274	0.41575
ATF3	0.834416666666667
C7orf26	-0.03375
C1QL3	0.2465
WDR54	-1.9395
FLJ40869	-1.42116666666667
ZNF397	0.809125
MLL	-0.177
TTLL6	-0.272625
ANKRD15	2.34266666666667
KIAA1958	-1.3905
C1orf218	1.319875
ZDHHC16	0.4255
DDX47	-0.81475
EVI5L	0.189333333333333
GDF6	-5.3575
TAPBPL	0.843333333333333
BTG1	2.455
DPP4	-1.695875
KLHL23	-0.0835
APOC3	-4.2785
BTBD12	-1.04083333333333
CNOT4	0.66625
HIST1H3I	0.055
OR5H1	0.06675
APEH	-1.496875
TRY1	0.3315
SLC26A8	0.428
KCNA2	-0.1055
TMEM159	2.457125
C6orf81	-0.299166666666667
PCYT1A	-0.738333333333333
C6orf157	0.83525
BRMS1	0.0445
CHST1	1.752
LGALS1	-0.638125
TAF1B	-0.7875
FLJ40504	-1.93175
GPR173	0.251
COL15A1	1.21275
CASP10	-1.42764285714286
PCMT1	-1.36935714285714
HDAC5	0.7373
LOC641367	-0.57625
EVC2	1.8035
SGPL1	0.949333333333333
GON4L	0.187714285714286
AFG3L2	0.75
C5orf15	-0.7775
UBXD1	0.7674
LILRB4	0.485
GSTA4	1.76583333333333
ADIG	-0.016
GRIPAP1	-0.126375
HIST1H3B	-0.843166666666667
BTRC	0.729
USP49	-1.3955
IQCH	-1.2935
ACBD6	-0.42
YEATS2	0.26775
CABP5	0.1585
TRIM3	-0.0815
HNRPM	0.1145
FGG	-4.87388888888889
C18orf16	0.12925
CLEC2B	-2.0365
PQBP1	-0.190833333333333
JTB	0.762166666666667
REST	-0.0378333333333333
SLC8A3	-1.25766666666667
TMEM16H	0.96875
MRPL47	-0.259
EVI1	-0.5121
MUC1	0.15375
TEAD3	1.3165
STOML1	0.841125
USP24	-0.6299
PNMA5	3.151
MAEL	0.922666666666667
LBP	0.1619
HSD17B4	-2.91425
SEC31B	-3.00325
IDH2	0.6588
SFRS16	-1.69175
AICDA	1.1745
RNF180	-0.893
C1orf56	0.975333333333333
FLJ10324	-0.0575
GPR148	0.417
MEF2A	1.79708333333333
ASF1B	-0.499833333333333
HTN3	-0.84575
RNF215	1.2525
SLC4A3	1.83816666666667
ADAMTS9	1.243
C9orf66	1.4535
FOXD3	0.714
GSDM1	0.1345
IFITM5	0.6365
PODXL2	1.23466666666667
C1orf176	0.87575
RPS3	0.1605
hCG_2004593	-0.107875
COL21A1	-0.35575
NTNG2	0.498333333333333
RAI14	0.729333333333333
P76	0.653
LRFN3	0.972
FAM14B	-0.232375
FKBP14	-1.59925
TNNI3	-1.22783333333333
HOXB3	-1.002875
SGCB	1.6035
PPAPDC3	-1.491
FRAT1	0.702333333333333
MORN1	-0.344333333333333
ARHGEF2	2.4125
BNIP2	-0.8985
DHX30	-0.844
EEFSEC	0.21975
FGF20	-0.15
FLJ38973	-0.2915
PLCH2	-0.269
CCNG2	-0.0395
PSPN	-0.1635
WDR88	1.924
HOXB13	1.407375
MTMR8	-0.394
SPAM1	0.097
PPP2R1B	-0.542125
TANC1	1.339625
CNN3	2.2741
CHGA	-0.24475
C9orf128	0.99975
CACNA1B	0.301
MMAB	-1.0415
RHOA	-0.07825
RAPGEFL1	-0.87475
SLC1A5	0.703166666666667
CALCA	0.078625
SYCP1	0.213
CXCL11	0.328375
GFI1B	-1.69416666666667
PSCD1	-0.136166666666667
C11orf58	-0.6955
MGC45438	-1.42983333333333
NUDT18	-1.23316666666667
ASB3	0.0471666666666667
ZP1	-3.9995
LPPR2	0.4179
ZNF527	0.9265
ZNF771	-0.0005
TTBK2	-1.064625
TRIM55	-0.55025
GJB3	0.267833333333333
PRSS35	3.10725
SCRG1	6.0265
ZDHHC24	-0.9745
DUSP26	-1.22325
C1orf51	1.748625
DNAJC3	0.959666666666667
LITAF	1.135625
ZNF410	-0.20625
AFP	-5.34283333333333
ZW10	0.85925
PHOX2B	0.537
VILL	-0.786
ELOVL7	1.45825
LOC644186	1.186
PPP3CC	-0.8345
CHST13	-2.15125
WDR40B	0.195166666666667
MEA1	0.25175
HILS1	3.60175
DLX6	2.93816666666667
NKG7	0.169333333333333
EMP1	1.4365
ACTR6	0.01375
CHCHD7	0.456857142857143
COG2	-0.1908
TCEA2	-0.0497
TARS	-1.0665
FLJ20294	0.615333333333333
ZNF92	-0.293875
TRAPPC2L	-1.0899
ARHGAP28	0.289625
CCDC109B	0.11525
LGTN	0.612166666666667
INGX	1.71683333333333
LOC124446	1.097
RPS2	-0.488
C17orf75	-1.57083333333333
NBPF1	-0.128
SLC2A8	-0.662166666666667
SNRPE	-1.194
CARD6	-0.25975
IL13RA2	2.02725
CUEDC2	-0.13375
C4orf19	3.4775
AOC3	0.662875
MTHFD2	-0.273
OR5M9	0.726
C4orf38	-0.218166666666667
SS18L2	-1.1725
OAS3	-0.140833333333333
LARGE	1.69125
LRIG3	3.5195
LIMA1	-2.008
STARD3	-1.12933333333333
VPS39	-0.406125
CTAGE6	0.9525
ODAM	-1.21425
MORF4L2	0.21325
GSTO2	2.08675
MTFMT	-1.27075
PRKAB2	-0.145785714285714
ZNF76	0.426333333333333
HSPB2	5.5915
CRB2	-0.5695
KLRK1	-2.829
LYST	0.204875
UBE2M	-0.2255
SLC16A9	-3.5965
ZNF281	-0.31675
ST8SIA1	3.77625
C9orf105	-0.9695
ANKRD46	1.2025
FAM108A3	-0.024
C20orf91	0.97525
ZYX	1.7345
RSPH1	-0.044
ZSCAN5	0.39325
RIMS3	1.0445
KRT76	-0.003
CEACAM4	0.85
SIRPB1	0.938375
CFHR4	-1.508
SOX3	-0.913166666666667
GATAD1	-1.276125
C21orf57	-1.12125
TMC8	-0.8525
AVIL	1.4935
LMOD1	2.30325
HIGD1A	-0.287125
NEU3	0.00233333333333334
DES	-0.631125
BZW1	-0.8576
ZNF221	-0.88
CCDC27	0.0675
GDAP1	-0.52775
RBBP4	0.25625
MGC40499	0.78875
PHKA1	1.306875
PRKAR1A	-0.230722222222222
HSD3B1	1.75
RAD52	-1.17583333333333
CD207	0.756
LOC389791	0.4325
RSPO1	-0.929333333333333
TMEPAI	2.77775
MFSD2	0.224125
ETV4	-1.28183333333333
SCGN	-0.2295
LOC391356	-0.3315
MPP1	-0.934875
STARD3NL	-0.9555
TFAP2D	0.35
CD2AP	-0.64625
CCL20	-4.7945
CCDC86	-0.5355
ZFP30	-0.1115
CTBP1	-0.254916666666667
MAK10	-0.0511666666666667
STXBP5	-1.35883333333333
LOR	1.0805
MAP6D1	0.41625
ARMC7	0.3005
TMEM150	-0.08
NSL1	-0.27175
KIF5A	1.167125
ASCC2	0.7955
PSENEN	0.185833333333333
OPTC	0.048
FCRL2	-0.738166666666667
KBTBD11	0.364375
PCK1	-2.76225
CENTD3	-0.68525
MEGF8	0.224875
ALPPL2	0.408
OBFC2B	0.0856666666666667
ZFYVE20	-1.016
GALC	0.551
CTRB2	0.3875
C20orf71	-0.307166666666667
TBKBP1	0.380666666666667
CAMLG	-0.259
TREML4	1.138
RSAD1	-0.964
TUBA3D	-0.726
KIAA1833	0.874625
PNPLA1	1.3865
LRRC34	-1.427
CDH26	-1.1434
ZNF167	-0.35
ZBTB26	-1.2622
VWF	3.52
VTN	-1.19016666666667
BAD	0.61625
PDS5B	-0.3195
ZNF644	1.19833333333333
SH3GLB2	-1.236875
SMPDL3A	0.7891
NRG2	1.3595
IL15	-2.08183333333333
GABARAPL1	0.153333333333333
LAT2	-0.5935
SLCO1A2	-1.23366666666667
LIG4	-0.341
GSDMDC1	0.33275
BMP4	1.240125
METT10D	-0.513375
SYCE1	1.33625
SPANXD	-6.375
SLC12A9	0.497333333333333
MC1R	-2.339
RNF168	-0.49625
TRIM69	0.37725
GALNT7	0.131333333333333
ISG20L2	0.66725
KIAA2026	1.213
TNFAIP8L1	-0.8885
DPY19L2	0.64275
C12orf63	1.698
PRDX5	-0.401125
MED6	-1.4115
TXNDC5	0.421625
CD46	0.455916666666667
CCK	-1.71775
C17orf48	-0.91175
ANUBL1	-0.291
SIT1	-3.42983333333333
TYSND1	0.4225
DEF6	0.076
GLT8D4	0.64975
UTP14A	-0.36825
RPH3AL	-1.7025
NXF1	0.1335
TRERF1	0.318
TUBB3	-0.901125
SLC24A2	0.0035
SEC22B	1.52166666666667
ZNF653	0.8435
GGTL3	-0.481
CDKL2	-0.57125
CTF8	0.4965
EPC1	1.20416666666667
CYP4A11	-0.0486666666666667
THRSP	0.3285
LELP1	-0.381833333333333
TES	0.641875
C17orf87	1.0735
FERD3L	-0.125
SH3TC1	-1.329
RAB36	2.015
CRYGB	0.2035
GRIA3	-0.110888888888889
BHLHB9	1.41475
C1QTNF9	1.06275
GOPC	0.579875
PNPLA8	0.0105
ZNF444	0.4435
FMO1	0.919
POLR3C	0.868
SLC35F3	3.73625
SGCG	-2.76616666666667
DCDC2	-5.154
NANP	0.08225
MGC23270	0.9885
BEX4	1.07108333333333
HYDIN	0.2655
RPS6KB2	-0.52875
ADRM1	-0.385833333333333
BAT3	0.36875
RAB31	-1.468875
SCGB2A1	6.09475
SLC6A14	1.393375
DDX4	0.13425
PRRC1	0.0963333333333333
AP3B2	0.841333333333333
TRGV7	0.4795
TMEM184B	1.16325
ADPRHL1	2.24866666666667
C21orf45	-1.268625
ARNTL	0.6395
AADAT	0.2875
CCL2	0.558666666666667
SNTB2	0.191
RGS9BP	1.57375
KPNA1	0.6535
TMEM41B	-0.730166666666667
S100A11	0.688416666666667
DOT1L	-1.5255
EFHC2	-0.136375
CLTC	-0.358666666666667
SRP9	0.698071428571428
ZNF521	1.83675
FAM26F	-2.67625
GPR88	1.0045
COL13A1	-0.920833333333333
CHMP4B	-1.0364
SIGLEC6	0.544166666666667
NFAM1	0.245
PVRL2	-0.8456
ALKBH4	0.1465
CCDC93	-0.0620625
NXT1	0.1905
KCNK4	-0.183
TROAP	-1.6155
KCNA10	0.61625
CCDC114	0.383
RAN	-0.22425
LMTK2	-0.4705
LOC400657	-0.23
UFC1	1.55575
UBE1DC1	-0.6755
EEF1A1	0.634444444444444
CHAC1	-0.7675
HMGA2	-5.1185
B3GALTL	-0.288
ING2	0.19475
C1orf109	-0.21275
INTS3	0.79625
ZNF558	0.229
TRPM4	-0.102
LTB4R	0.279
ISYNA1	-0.03925
LSM7	0.0875
LRRC47	0.525875
ZNF179	-2.69966666666667
EXDL1	-0.652666666666667
SLC4A10	-0.409571428571429
ACSS2	-0.5875
COPS7B	-0.886
KIAA0040	0.881833333333333
C1orf95	0.243
AP1GBP1	-1.3465
OR9A2	0.61
FAM71C	-0.178166666666667
RIN1	-2.19983333333333
ITGA4	-2.48475
DNAJC6	-0.900833333333333
CLOCK	0.5385
SLC35A4	-0.275
DSG4	0.28175
LOC26010	0.5795
NSUN2	0.1495
TMEM86B	-1.0258
C14orf135	-0.886
KIFC3	0.219
PHF5A	0.88725
NCAPH	-1.549125
STK11IP	-0.04675
FLJ42953	2.013875
CCDC19	0.486333333333333
ZNF329	-0.1275
TAX1BP1	-0.5065
ZDHHC18	1.32866666666667
C10orf88	0.4825
TMBIM4	0.7041
NMUR1	3.0745
KIR2DS4	0.369125
C9orf90	-0.162
MGC87631	0.236
KDR	2.7664
ST3GAL2	-0.986
RLN2	-3.74783333333333
HPD	-3.92275
MOXD1	-3.35416666666667
PDGFRL	1.7675
SMYD4	-1.25221428571429
FAM103A1	0.808166666666667
MFAP4	-3.94816666666667
LOC285141	0.42475
TMEM45B	-4.554125
SMCR7L	0.535285714285714
GZMH	0.90975
CBLN1	-1.327
CNNM1	0.02825
PHF17	-1.01375
NUP98	-0.668083333333333
RMI1	0.951
PTPRS	1.153875
ANKRD57	0.527125
CLDN15	-1.32933333333333
OR51A2	-0.2405
GUCA2B	0.69
DOCK9	1.42
ITGB1BP1	-0.363166666666667
DLG2	-0.338875
BRAP	0.056
SESN3	1.83875
ZC3H7B	0.69525
FAM101A	6.23166666666667
FKSG24	-0.7855
ZYG11B	-0.680875
RFC2	-0.343
SH2D3A	0.6495
DVL3	0.854833333333333
ADFP	0.809666666666667
KRIT1	-0.269
SERTAD3	0.753333333333333
LEFTY2	2.7775
KRT27	0.337
SCFD2	0.77575
MN1	-1.593
RORA	0.31425
PTPRD	0.26575
PIAS2	0.323833333333333
CYP4X1	1.42116666666667
FBXL15	0.0695
MYH15	-0.159
CRX	0.142333333333333
TBC1D13	-1.10825
SLC22A17	2.70133333333333
PLK2	1.49666666666667
ARHGAP9	-0.33125
EIF1B	-0.80775
C20orf185	0.07375
DEFA7P	0.771
PRIM1	-1.40633333333333
CRYAA	-1.72825
BACE1	0.716
AGTRL1	0.246
ACAD9	0.71175
GRASP	-0.7225
RBP4	-3.96816666666667
TFB2M	0.78325
METTL9	0.1987
ATP5O	-1.251
SP100	-0.4571
CPSF1	0.767333333333333
S100A4	-0.66125
LIME1	-1.93175
GPR137C	-1.83775
OR2A2	-0.429
C2orf29	-0.57925
NUP188	-1.02425
SDPR	-2.3335
RAI1	-0.05925
RPS20	0.6656
LAMB1	-1.846
ADM2	1.00716666666667
ZNF229	0.4045
DKFZp434K1815	-0.98425
EPN3	0.151
CLIC3	-2.77425
MEIG1	-1.168
HMGB4	0.15475
STARD10	-0.301375
KLF8	1.90675
EPB41L2	-0.0726666666666666
JMJD6	0.0842857142857143
CTSL1	-0.385666666666667
GPR27	2.1405
ELAVL4	0.83925
MMP21	0.548
PPM1B	0.214625
SUV39H1	-0.62875
AAMP	-0.2825
TUSC4	-0.297333333333333
MBD6	0.45725
KLK13	-0.6025
FMNL3	0.117
TRIM13	0.115166666666667
C15orf5	-0.64375
IQCF1	0.257875
CACNG8	-0.044
SLC35D3	0.222166666666667
ZDHHC9	0.608
ODF3L1	-0.38475
C9orf86	-1.4161
TSEN2	-1.6435
C17orf64	0.51375
SEPX1	-0.7697
TSPO	1.647
SYMPK	-1.3295
ADORA1	4.20175
TSPAN10	0.55925
SEMA6C	2.14966666666667
RTTN	-0.14
IL2	-0.447333333333333
ARRDC3	0.530583333333333
TBPL1	-0.731166666666667
STX12	0.8605
MRPL39	-1.992
OR8H3	1.386
IFIT5	0.855333333333333
CASC5	-1.7685
FAM46A	1.86466666666667
HPCAL1	-0.083125
CYLC1	0.0615
VGLL2	0.06475
C20orf191	-1.14675
CDH1	1.87041666666667
ITPA	0.015
CCDC101	0.3085
D15Wsu75e	0.64275
EDA	-1.41525
CREG1	1.90725
OR7G2	0.5285
SAP18	-0.1905
IFIT1	-0.43925
CALML3	-1.68483333333333
FLJ37440	0.707
FNDC5	2.80225
SERPINB6	-0.368857142857143
JUNB	0.9002
SYS1	0.56675
SCN2A	-0.636833333333333
ZKSCAN5	-1.0389
WNT7A	0.2545
TSHZ3	0.797
RNF148	-0.4545
H6PD	0.630125
CAD	-0.0601666666666667
ZNF449	0.173
DOCK10	-1.0705
FAIM2	0.0448333333333333
HEXDC	0.192
PRB1	0.45375
C14orf148	-0.277
ETHE1	0.30125
IRF5	1.1596
GNMT	0.218666666666667
MGC16291	-1.752
RPAIN	-1.02035714285714
CAGE1	1.0085
CNTNAP3	-0.603875
ACTR1B	0.0155
EEF1E1	-2.304
MSX1	-1.57475
ESF1	-0.5159
HSPC171	0.33
MRPL2	-0.00516666666666663
RDH12	-0.619333333333333
CELP	0.1275
METRNL	-0.33925
C10orf116	1.23183333333333
C19orf48	-0.73175
ZNF346	-0.42825
NCR1	-1.842
C10orf64	0.101
CD52	-0.6755
VPS18	-0.10925
AP4S1	-0.254833333333333
NPBWR1	0.3755
TPK1	1.73
UBA52	-0.519833333333333
RIPK1	1.25016666666667
CPNE3	0.6723
HSPC159	0.942125
C8orf38	0.20075
LRRC4B	-0.9985
PARP10	0.7719
ANKRD50	0.068375
CXCL9	1.69625
FGF18	-2.37581818181818
EIF2A	0.438375
SLC20A2	-0.163666666666667
KIAA1549	3.07991666666667
SPINT1	1.6783
ZNF584	-0.4645
CRBN	-0.2855
ABCF3	-0.526166666666667
NCBP1	-0.372333333333333
PLA2G4F	-0.326666666666667
PCDH10	-1.004875
TTC21A	-0.31675
C20orf144	0.3205
FGFR1OP2	-0.2955
SLC9A1	0.3762
CHRND	0.118
FOXF1	-3.02625
KIAA1467	-1.35175
TPO	-0.7695
LTF	-0.618428571428571
DNAJB9	1.142
MRPS27	-1.74925
bA16L21.2.1	-0.21075
WBP2	0.396666666666667
MRGPRX3	-2.1215
PRPF18	0.48775
C10orf58	1.66625
SMOC1	-0.5818
ADAT3	0.257
TMEM138	-0.49725
TMEM131	-0.478625
TIMM8B	-0.45225
MYH7	4.52816666666667
ST6GAL2	-0.778375
KIF1C	0.175
SUHW2	-1.41
PAPSS1	1.55275
CABP2	0.2165
HOXA4	2.23375
ELF2	-0.4285
SEMA3D	-0.332333333333333
MC5R	0.8665
OGFR	0.195
FLJ30092	-0.0588333333333333
TGFA	0.5251
MMP17	0.55025
KIF15	-1.60075
CHIA	1.1485
CATSPER3	-0.372
CEACAM7	-0.0534166666666667
PADI2	4.1685
HOXA9	4.26066666666667
LNX2	0.320166666666667
TMEM144	2.23525
HIF1AN	0.48175
METTL7A	-0.5419
C6orf165	0.176333333333333
KIAA1468	0.28675
DSG3	-1.6225
ZNF180	0.335333333333333
EIF4E3	2.368875
SLC46A1	0.36575
DKK1	0.077
ZNF205	0.665
LOC162073	-0.610666666666667
COX7A1	4.8555
MAGEA1	-4.9674
NEDD8	-0.0715833333333333
KLHDC5	0.202333333333333
C3orf19	-0.837833333333333
MRPS2	-1.52475
POLR3H	0.575285714285714
ABHD11	0.3957
TMEM17	1.448
PAIP2B	-0.5214
MAT1A	2.19625
LGI3	-0.0785
THUMPD2	0.43225
TKTL2	0.8275
XAGE3	-2.42933333333333
CALM3	0.190916666666667
C6orf136	0.376
KCNC4	1.8205
RGS9	3.64233333333333
ACIN1	-0.695166666666667
SPATS1	-1.0255
XKR8	-0.2315
FAM84A	3.61016666666667
MS4A7	3.19790909090909
AGXT2L2	-0.98725
OR1F1	0.735
SMAP1L	-0.905916666666667
IPO11	-0.646625
ZC3H11A	0.169125
C1orf151	-0.39375
RNASEH2A	-0.9015
CCR10	-1.6185
TXNDC11	0.592333333333333
TMEM112	0.704375
MAP1B	1.07821428571429
NVL	-0.339
PKM2	-0.27945
ARC	1.0185
NUP54	-0.8
PPFIBP2	2.0055
STAT2	0.585375
PTAFR	0.509833333333333
ROBO2	-0.414625
RNF40	-0.064
CCDC135	-0.655
IFT81	0.1399
MORF4	0.62025
TM7SF3	1.078125
OR10H3	0.503
ABP1	-0.031875
CHRD	-0.177875
PLEKHA8	-0.712
NCALD	2.09566666666667
OR5AK2	-0.08625
ACCN1	-0.0596666666666667
SLITRK1	-0.61875
ARMET	-0.47875
C9orf52	0.78625
REEP4	-1.08825
MTSS1	3.44025
ADH1B	-0.1206
DLD	-1.112
CDK5	0.347
PPFIA1	-0.0799999999999999
WFDC3	-0.071
DNAJB12	0.489785714285714
RANGRF	-0.887
MLANA	-4.80725
AMY2B	2.364
KIAA0319	-1.02
RPS7	-0.2375
JAK3	0.072
ARFGEF1	0.5275
CXCL5	0.673916666666667
TRAPPC4	-1.33
CETN2	0.25625
HSPC111	-1.5265
RHOBTB3	-1.6683
PHLPP	2.176
RGS10	1.08325
TMEM58	1.631
CHERP	0.225875
HSP90AB3P	-0.240833333333333
FSTL3	-1.4145
PEX11A	0.12675
OR5V1	0.691
FCN3	2.718
PTPN3	0.010125
NPTX1	-5.112625
C21orf84	-1.515
C11orf51	-0.0055
ZBED2	-1.9055
FLJ90757	0.588
NPY2R	1.0135
PLD3	-0.03575
SYT17	-1.36066666666667
SGSM2	-1.27425
OR1A2	0.70425
FOXP1	-0.484125
SLC5A1	5.402
POFUT1	-0.8058
EPHB6	-1.093
MYO1G	-2.17175
STAC	-0.6461
KLHL17	-0.3005
RGMA	2.8861
TJP2	0.0765
FAM114A1	0.780166666666667
SERINC1	0.7465
SLC9A8	0.000249999999999986
PEX19	0.777625
EDN2	3.552
PSMD7	-0.714222222222222
C3orf41	-3.33875
UQCR	-1.305
PPP1R3C	2.19025
LRP4	-0.829
TM2D1	-0.1245
TTC17	0.529125
C4BPB	-4.89625
CCL25	0.70175
ZNF253	0.178666666666667
CHRNA9	-3.94175
SOX11	-1.015625
HIVEP3	0.4335
CGN	2.29675
C3orf35	0.167625
PKD2L1	0.94475
SYVN1	0.124625
PDE8B	-3.493
LOC439951	0.4945
LTC4S	1.24833333333333
MIF4GD	-0.136833333333333
SMARCA2	1.6396875
TUBGCP6	-0.289166666666667
CABLES1	0.913375
C16orf77	1.85116666666667
ZNF791	0.8575
FUT5	-1.224
ADH6	-1.8395
P4HB	1.14075
CLDND2	1.51825
ALKBH8	-0.5985
PLAC4	-2.0065
F11R	0.563571428571429
MGC35295	-0.1405
PDZD4	-0.038
LOC389073	-0.10425
FAM80B	-0.5525
PSMB1	-1.536
TXN	-1.8335
VIPR1	1.4915
WBSCR18	0.0414
EXOSC6	-0.00799999999999999
ACTA2	4.1825
SP5	-4.85458333333333
ANKRD1	-2.245
DDR1	3.211
ATP6V1D	-0.40575
PTGS1	-2.56258333333333
RNF157	0.4875
DCC	-0.25125
SPAG7	-0.94325
FBXO18	0.14125
UBE3C	0.6326
HOXC6	0.49525
LRP2BP	0.0376666666666667
MYST2	0.162
PDSS2	-0.22625
ATE1	-0.536
ARAF	-0.21375
KLF10	-0.6695
PLA2G2E	-0.20575
ASCL1	-0.926666666666667
TSNAXIP1	-0.242
FAM131B	-0.207375
IFNA10	0.5325
NUP43	-2.042125
FAM44B	-0.525125
L1TD1	-6.10266666666667
NMD3	-0.3775
C18orf54	-0.5854
PHOSPHO1	0.4095
RAG2	-0.992
EMILIN3	1.0045
METTL3	-0.17075
VPS13C	-1.865625
REXO2	-0.091
ANXA4	-0.2585
CA1	-1.03125
DCP1B	0.055
TULP3	-0.317833333333333
ATP2A2	0.721714285714286
ATIC	-0.725
ADAM15	-0.41325
NPL	1.663
LGR4	-0.9575
UEVLD	-0.873166666666667
GAB1	1.82025
SNAI2	0.861333333333333
ZGPAT	0.1969
SNF1LK	0.565
DLEU1	0.031
UBE2Q1	1.223125
ZMYM6	-0.056125
JPH3	-2.8994
FAM38A	-0.326083333333333
PXK	-0.610333333333333
DENND2D	1.43825
BAX	-0.969416666666666
CP	0.165090909090909
RPL37	-0.3589
G6PC3	-0.753
NCOA4	0.01
LRRC14	0.539125
GORASP1	0.5895
FCHO2	-0.123625
CYP24A1	-1.3254
FXYD3	1.338875
SMARCAL1	-0.208
ABCB8	-0.357666666666667
CCDC44	-0.62025
PRDM7	-3.3605
USH1C	-1.49425
DNAH5	-0.053
SRF	1.18266666666667
MAL2	2.61783333333333
PGPEP1	-0.475833333333333
SIN3B	0.03825
SEMA3C	-2.78616666666667
GRAMD3	3.03225
FBXO10	0.168625
OR5D13	1.52
FLJ31818	-0.442
