Hybridization REF	TCGA-AN-A0FX-01A-11R-A034-07
STK39	-0.84725
SFTPA1	-1.27825
CKS2	-1.88022222222222
RHO	0.360125
C20orf135	-0.48375
XKR3	-2.5665
CR1	-0.16
RPS6KA2	0.0465
C20orf112	0.99075
MRPL22	0.05425
C4orf23	-0.191166666666667
GADD45B	1.0645
KLHDC1	0.566333333333333
C2orf48	-2.0855
ZNF287	-0.2605
DAAM2	0.50075
DPPA2	-3.35183333333333
TCTN3	-0.586
DNAJB11	0.6125
FPR1	2.66325
DEFB4	0.1485
PTCD2	-0.9701
SMOC2	4.76766666666667
CABP7	0.6595
SERPINB11	-0.03125
MAGEF1	0.5635
NDE1	-1.31683333333333
ITGA10	0.628
FSHB	-0.025
ANXA2	0.75
HORMAD2	0.02575
HLCS	0.75875
MCF2L	1.24033333333333
FH	0.107875
TBC1D24	0.82225
KIAA1505	1.25775
LGALS2	-1.25425
CNBD1	-0.321
SYNPO2L	-0.493
PTPN23	-0.478571428571429
C1orf183	-0.642666666666667
MAGEA8	-2.5865
DGCR8	-0.387625
GSR	-2.05925
PAQR7	0.2855
ZNF676	-1.19075
CACNA1C	1.1696
SP7	0.184
PDCD6	0.48225
NRN1L	-0.108
BRI3BP	-1.18183333333333
KIAA1183	0.5665
ASB4	0.174
CCL23	0.9866
OBSL1	0.64575
SLC12A7	1.2165
KIAA0240	1.67625
CD1B	-2.74816666666667
FCGR2A	1.151625
MDC1	-0.11875
HTR1A	0.0776666666666667
OCEL1	-0.723
ATP11B	0.56675
FBXO34	-0.223333333333333
PCDH12	3.53116666666667
RPE	0.0845
C17orf74	-0.2905
CSDC2	0.452166666666667
PET112L	-0.98175
TMBIM1	0.705625
P2RXL1	-0.35975
TCHP	-0.51475
TRMT1	-0.7715
F2RL2	0.902083333333333
LRRC32	2.74766666666667
IMPG2	0.315
BGLAP	-0.057
LOC493869	-1.23266666666667
MRAS	3.3005
SLC35F5	0.17775
CBWD1	0.171
AXL	-1.52625
ATP2C2	0.38275
TELO2	-0.995
PNPLA3	-2.29825
PCDHB14	3.58175
CD276	0.0195
KRT80	-1.51
DUSP28	-0.3025
CSNK1E	0.165833333333333
SRP14	0.452
KCNQ4	0.5735
KRT72	0.410833333333333
CCDC117	0.504625
C6orf89	0.155
TUBB2B	-1.30083333333333
RTN4IP1	-0.31425
CR1L	-3.91166666666667
CEND1	0.037125
C12orf41	-0.293
RNF31	-0.38125
UBN1	-0.0743333333333333
C17orf32	0.026875
SLC5A7	0.4015
GPR92	0.935333333333333
ESAM	2.2248
CTNNA1	0.854666666666667
HRBL	-0.2835
CBX4	-0.9335
TMEM182	-0.27775
SH3TC2	1.08683333333333
IL10	0.616833333333333
PXMP4	-0.7455
RNF167	-0.5834
PAK7	3.04283333333333
ETV3	0.2055
ATPIF1	-0.612
LOC554207	-1.93416666666667
OR8H1	0.06675
WDFY3	0.6375
DPM1	-0.45525
GPSM1	-0.296
WDR92	-0.5854
LRP1	0.327166666666667
ANKH	-0.638
THUMPD3	-0.5915
POLR1B	-1.02225
OLFM4	4.80583333333333
RAD9B	1.34175
TSPY2	-3.9035
PAX6	0.148
SCG2	-2.0285
SLC17A6	0.4095
FMO3	2.501125
PADI4	-0.068875
TUBB4	-0.605
NLK	-0.884
POU4F3	0.9615
SDF4	-0.77125
ITGBL1	2.601
NETO1	-1.875125
TAP2	-0.03325
ABBA-1	0.401333333333333
GNAI1	-0.31875
VPS4B	0.82275
NOPE	0.4246
GALNT6	-0.539166666666667
SESN1	0.24375
GBE1	0.00299999999999998
CLASP1	-0.21475
RASGEF1B	1.1115
ACOT11	-0.113
AFAP1	0.6605
OR2H2	0.31225
DPY19L2P1	0.24825
DZIP1	0.71925
SEC22C	-0.15025
GPR161	1.73783333333333
RNF146	1.019
WDR74	-1.0745
GALP	0.187
PURA	0.53175
DNPEP	-0.13275
RP11-78J21.1	-0.69625
ERBB2	1.643625
FANCM	-1.24341666666667
NEO1	0.197166666666667
DDX3Y	-5.1957
RPS3A	0.0311250000000001
MXRA7	0.254857142857143
LGALS3	0.4285
GLT8D1	-0.40725
CFL2	-1.523
UPB1	0.094
NAP1L5	-1.100125
CLDN14	1.2075
DHX38	-0.441
BTBD1	0.05375
TARS2	-0.767833333333333
ABCF1	-0.4361
FCF1	-0.093
LRRC49	0.68725
GUCY1B2	-2.943
C1orf177	1.1
SMARCA4	-0.445857142857143
LRP8	-1.77533333333333
TAGLN3	0.187
MRPL14	0.326
TTRAP	0.6015
ZDHHC20	2.07725
NFE2L3	-1.27075
KIAA1377	0.335
PALMD	1.2332
TMEM43	0.7845
TTL	-1.045
STAT5B	-1.35133333333333
SSB	-0.980625
OR10H5	-0.0585
SLC22A13	-0.76525
AKAP3	-0.40825
TIMM23	0.347833333333333
OAS2	1.238
KIAA0423	0.09325
TRIM11	-0.0143333333333333
GLIS3	2.356625
TMEM50B	0.431833333333333
ARHGEF4	0.0353750000000001
DEGS1	0.107363636363636
TBL1XR1	1.08433333333333
G6PD	-2.7665
SP140	0.0215
MUC17	0.249285714285714
NUDC	-0.4555
DNAJC5B	1.64333333333333
SCARA3	-0.490333333333333
CPA3	5.2075
BCAT2	-0.86525
MFN1	0.3716
NRG3	-0.11
SNX11	0.30325
PLEKHH1	-1.17883333333333
GPR177	-0.842333333333333
HCFC2	1.32225
TCAP	-0.14625
MOCOS	-0.67675
C14orf93	-0.18975
PRDM10	0.399333333333333
SLC16A4	-0.25525
SRGAP1	-0.362666666666667
VIP	1.12075
DUSP27	0.943833333333333
LILRA1	0.3505
MC2R	0.173
MGC24103	-1.1375
MBTD1	-2.21
FUT11	-0.663333333333333
USP33	0.3067
C15orf39	-0.70175
MAP3K12	-0.866875
PAAF1	-1.47916666666667
BARHL1	0.303
FLJ16165	0.331
PIWIL2	-3.05575
SYNE1	0.537727272727273
CMTM4	0.2145
TSPYL1	0.2373
GUF1	-1.415
TMEM157	0.4515
WDR44	-0.5325
HIST1H3C	-0.57725
DKFZp666G057	0.43375
RNPEP	-0.99625
GAS2L2	0.253
ADH4	-4.41775
GRPR	-0.191333333333333
FBXL17	-0.00525
ZBTB10	0.81875
Gcom1	0.365111111111111
HTRA1	1.6236
ZNF585A	0.393666666666667
SLC26A2	1.80621428571429
OTOP3	0.267166666666667
WISP1	1.82411111111111
ATP2B4	0.06725
FLJ10769	1.3125
CRAMP1L	-0.287375
CHST12	-0.641
RAB22A	0.40375
TARDBP	0.450928571428571
STAU1	-0.24825
CRB3	2.262
MIG7	0.7705
CHMP1A	-0.312166666666667
ZNF160	0.029
B3GALT6	0.462125
BARX1	0.931666666666667
C6orf167	-0.88025
NXNL1	0.6175
DHX29	0.192375
HADHB	-0.33975
PLXNB2	0.198125
ILDR1	-1.674
SLC15A3	1.5595
GAS2	-2.35
C20orf69	-0.55525
NUMB	0.494
TNIP1	-0.243
MESP1	0.373833333333333
PSKH1	0.5725
NSFL1C	0.245
RHOG	-0.4085
HEY1	-0.205833333333333
KNG1	-2.06442857142857
ITGAX	1.1043
LIN9	0.3515
CANT1	-0.267875
XRN1	0.692428571428571
CCDC96	0.7863
HEATR6	-1.782
GNG7	1.46408333333333
RUNX2	1.6219375
SOX1	-0.735833333333333
FCRL5	0.8032
ZNF99	-0.421
FAM9A	0.3935
SNX22	1.57666666666667
MBNL3	-0.869
ODC1	-0.4643
ADORA2B	-0.867666666666667
NR2F6	0.27225
ZFYVE16	-0.636944444444445
SYNJ2BP	-0.4738
POLE	-1.240875
E2F2	-0.236
THRA	1.1785
PTGES2	-0.653333333333333
HIP1R	0.936333333333333
TMUB1	-0.859833333333333
ENO3	-2.56825
RSPH10B	-0.215
CXorf39	0.3185
IRGC	0.2165
GPR109B	-0.295
FLJ13305	-1.6955
LCE3A	0.0045
TNFRSF18	-1.55933333333333
DET1	-0.3115
TRPM3	-0.19075
C16orf79	-1.6665
FECH	-0.450833333333333
RAP2A	2.565
CRIP1	-0.329
AZIN1	0.228875
SLC7A7	2.58175
IL10RA	0.266
TMEM64	-2.103
CDC42EP4	0.1363
C16orf58	-0.7745
ARG2	-1.68225
POU5F1P4	-4.675
FAM62B	0.032875
DNAH8	-2.0191
ASH2L	0.628875
TSLP	-0.696333333333333
CNTNAP5	-0.108666666666667
TMEM16C	0.48775
IFNA14	0.122
SLC1A3	-0.145375
CABYR	0.95075
BCL7B	-0.5812
NUDT13	-1.65133333333333
C13orf28	0.32225
C1orf53	0.81075
ARL6IP4	0.1514
RPL35A	0.72175
EMR3	0.70975
RAB40C	-0.06575
SLC41A1	0.341166666666667
LRCH1	-0.31775
LY6G5B	-0.587
FAM124A	0.00578571428571431
MGC10981	-3.95883333333333
CLIP3	0.74
MAP4K2	-0.265833333333333
CHIC1	-1.81775
SULF1	4.47983333333333
C20orf30	0.112071428571429
PRDM5	0.51125
ELOVL1	0.51525
C11orf48	-1.40175
SLC39A10	0.94825
KCNV1	1.901
ACP1	-0.334166666666667
ZMYM2	-0.160875
B3GNT6	-0.120166666666667
C9orf69	0.14975
C2orf15	-1.368
C20orf166	0.055
HSP90AA6P	-1.2125
EDG7	-1.545
NEURL	-1.665
LPL	1.72766666666667
CLEC2D	0.1185
GRRP1	2.403
CD8B	-1.8723
HIST1H3D	-0.891166666666667
SLC6A12	-0.115875
FAM27L	-0.384
CD84	0.3866
RASA1	-0.6125
PHKG1	-0.619
MAGEA11	-1.9085
IMPA1	0.0955
NPM3	-1.417
RARRES1	4.972
SH3BP1	-0.012125
B3GNTL1	-1.218
ARPC5L	0.167166666666667
KLHL26	0.21375
SIM2	2.370625
GJC1	0.123
C20orf194	-0.6055
EXO1	-1.4435
SLC2A2	-2.228
LOC285074	-0.996
LRG1	-1.83025
KIRREL	0.155
PIK3R1	0.971571428571429
C4orf34	-0.8495
MAF	-0.352444444444444
ADCY4	3.44133333333333
ZMIZ2	1.0038
SLC46A3	0.421
STAMBP	-0.9595
CCDC16	0.80525
MS4A12	0.0505
TCF20	1.67875
LRRC46	-0.388
C20orf152	0.142
MRPS6	0.17625
ABCB11	0.1855
KCNC2	3.13166666666667
CDH19	4.72666666666667
C9orf123	0.617
SSH3	-0.560875
LDLRAD1	-3.89025
CCBE1	-0.8715
ZNF135	-0.283625
TAAR1	0.1185
WFDC12	0.3075
CCDC42	-0.183166666666667
FLJ12529	-0.98125
PER1	-0.898833333333333
TIMM50	0.02
SMARCAD1	0.2065
FAM26C	-0.1715
TP53TG3	-2.50633333333333
SH3RF1	2.2803
LMCD1	2.8385
GPR63	-0.484
FLJ21986	-2.538375
AIFM3	-1.16375
MICAL1	-0.742333333333333
BLZF1	1.1215
IQCA	3.5155
PCDHGC3	0.0225
SAC	0.2785
BCL6B	2.21583333333333
DDO	-1.10725
MARCO	3.707
DCHS1	1.67183333333333
C1orf170	-0.403166666666667
CD200R1	0.495166666666667
C22orf15	-0.4555
SEPT11	0.996666666666667
ADNP	-0.27125
UST	-0.114
C13orf34	-1.03416666666667
RFFL	0.348285714285714
APBA3	0.3505
C2orf60	-0.08725
CUTL1	-0.4766
PMS1	-0.217625
ZNF689	-1.694
EIF3E	0.6225
IL9	0.156666666666667
RPL31	-0.463
LY9	0.102666666666667
ATP2B3	0.682
KDELR2	0.711833333333334
TFCP2	-0.627875
NLRP12	-0.318375
FLJ45422	-0.66275
TLE4	0.3144
ZNF570	0.4935
FLJ43806	-0.5895
TLK2	-0.64175
CIR	0.67975
MARS2	0.4295
COL24A1	0.5655
SDF2L1	-0.9215
HIBADH	-0.228166666666667
IGFBP3	-1.9415
C12orf23	1.373375
PSPC1	0.188
C20orf43	-0.4775
TRAV20	0.09
ARHGAP24	0.186
KIAA1975	-0.65775
C1QA	3.1608
DNTT	-4.50966666666667
C10orf6	-0.439916666666667
C11orf41	2.739625
HNRPF	0.484625
COL11A1	6.36283333333333
UBAP2	-0.139833333333333
CDKN2AIPNL	-0.5415
C20orf174	2.965
SPRED2	-0.405
PLA2G12A	0.1495
ICEBERG	-2.36983333333333
SCN10A	0.261
C11orf65	-1.45125
GBP5	4.2665
PITPNC1	-1.8905
POU3F3	-0.11
NCOA7	0.28125
LIN7C	0.3579
LOC348840	-1.4765
NKX2-2	-3.04775
ANKRD13D	-0.464375
LOC123688	-0.7865
FUT2	0.753666666666667
TAAR8	0.3875
FZD4	-0.11275
PNMA3	1.84683333333333
OR4L1	0.2075
WIT1	-2.8115
EXOC3L	1.3415
ATPBD4	-0.0362
KRBA1	-0.15125
UBXD6	-0.902
HOXB7	0.611785714285714
C7orf23	-0.6005
UNQ338	4.73475
STAB2	1.4425
CDC20B	-0.582
IRF9	1.09675
CENTG1	1.075
TNPO2	-0.99375
MCPH1	-0.18
BMS1P5	-0.89775
SLC26A7	0.864
HIST1H3J	1.007
C9orf3	-0.00470000000000005
LBH	1.53775
MYO1D	0.609
PTDSS2	-0.0815
NFU1	0.17975
DEPDC4	-1.20075
WNT7B	0.5766
GLP2R	-0.2785
SETD4	-0.1936
DYNLT3	0.3338
FKBP11	-1.46083333333333
SESTD1	0.295333333333333
FLII	-0.56025
RPS16	0.6352
CHPF	-0.3685
CSNK2A1	0.0325
SUMO1P1	1.214
FKBP6	-0.6785
ZNF214	-0.492333333333333
TWIST1	1.011
DDX56	-1.32333333333333
TRAM1L1	3.3358
EPO	-3.06316666666667
MRPS18B	-0.5225
ZNF682	-2.432
RPL14	0.102166666666667
MAFF	-0.2435
LOC51136	-0.429625
LY96	-0.28375
DDX20	-0.10825
ABTB1	0.334833333333333
ARL5A	-0.0646
CCT6A	-1.16325
HEPACAM	-1.10866666666667
EHHADH	-0.762833333333333
RBAK	-0.3435
CGB1	-0.439
ITGB5	1.1218
YIPF3	0.398
FKBP2	-0.6465
NR1D1	-0.1545
TMEM110	-1.182
NEK2	-0.189333333333333
PRAMEF8	-3.4
C20orf52	-1.00916666666667
PCDHGA3	-0.3125
VWA3B	0.2805
NDUFA5	-0.268875
THAP9	-0.6075
FLVCR2	-0.743666666666667
AP1S1	-1.252125
SMAD6	-1.055
SAV1	1.075125
SAT1	0.685875
ZNF251	2.6865
ADAMTS7	-0.2672
RPP38	-0.1515
C1orf211	-0.822
YPEL2	0.83905
RBMS1	0.27
ZNF445	-0.200333333333333
NRXN2	1.45883333333333
PGBD4	-0.276625
UGT2B28	-2.77775
WBSCR16	-1.4132
NLRC3	0.346
ASTL	0.2215
ST6GALNAC1	-3.5285
ZADH2	-0.38475
MLLT4	0.85525
ARL6	1.745
MEF2C	0.84
CBFA2T3	-2.23
AFF3	-0.241857142857143
COG7	-0.924
MYB	-2.6145
PLXNA3	0.4235
XRCC2	-1.28316666666667
MMS19	-0.9065
ST8SIA5	-0.051625
CHPT1	1.88183333333333
KIAA1712	-1.2895
OR6X1	0.145
ACTR3	0.538125
UGCG	-0.349166666666667
OR4P4	0.2875
ZAP70	-3.205
LPP	2.363625
ZNF485	-0.2095
PTPRCAP	-0.536
IL12RB1	0.20875
ATRX	0.4688
CHST8	-1.233
C14orf109	-0.22475
ARV1	0.50875
NMB	0.206428571428571
COX5A	-0.721166666666667
EIF6	-0.6605
MPPED2	2.194
SEMG1	-1.934
CHRDL1	1.707
TRAF3IP2	1.03
WNK2	-0.08825
LILRA4	1.7155
LAMA2	3.83375
PXT1	0.262
RLBP1	1.18325
CD300C	-0.083
SLTM	0.01075
FLJ10404	-0.1875625
APOBEC3D	-2.66233333333333
RENBP	-0.689333333333333
ATXN7L1	0.496
NID1	0.23025
TUBGCP3	0.59175
ITIH5	1.60227777777778
CCDC110	2.19025
C8A	-3.05425
MGC87042	-0.2335
HOXC13	0.52625
TFDP2	0.30075
HCP5	0.754625
POLI	-0.069
UCN	-1.73933333333333
ZNF764	-0.654166666666667
C8orf45	0.53425
FHL3	-0.5025
SPATA5L1	-0.7465
MMRN2	2.59116666666667
NDST1	0.427666666666667
COL20A1	-0.307
ZNF248	-0.0683333333333333
PELP1	-0.4705
MBL2	-2.9875
RNF41	-0.873875
C5orf24	0.2645
THOC5	-0.33125
SERINC3	0.104833333333333
RP11-151A6.2	2.5215
CDCP2	-0.055
HIST1H2AA	0.46075
C11orf75	1.38483333333333
FKBP7	0.1265
DDOST	-0.7455
GPNMB	1.57566666666667
TTF2	-2.0995
KCNT1	-0.251333333333333
SLC39A14	-0.7225
NGRN	-0.4311
GPR137B	1.53475
MECP2	0.136125
PSMA1	-0.52075
C16orf73	-5.5585
TMEM60	-0.458833333333333
CSN3	0.5775
NOS1	0.204666666666667
RAB7L1	0.699
YBX2	-0.4505
KIAA1166	0.833125
FUBP3	1.01433333333333
ABCG1	-0.51
ACACA	-0.783166666666667
ARL11	-0.6381
ATOH1	0.06
ODF1	-0.033
CREB3L3	-1.61483333333333
TMEM127	0.284785714285714
DSCAML1	1.173
PLN	2.48033333333333
LYPLA1	0.4775
PRDM9	-1.98925
SASP	0.296
PLUNC	0.418333333333333
INTU	-0.20025
HISPPD1	-0.05625
LNPEP	-0.379
YARS2	-0.2665
APCDD1L	-0.1245
ZCCHC4	-1.549
FBXO22	-0.663166666666667
TTLL13	-0.495
ZNF669	-0.718666666666667
PTGDR	2.012
DDX27	0.08525
KIAA0409	-0.322833333333333
GJB6	2.6005
ASB8	0.269
PLP2	0.0285
MEPE	-0.416
OR10J5	0.64
KRT222P	0.607
COQ7	-0.4605
C1orf101	2.01025
RERG	0.9628
CHMP5	-0.193375
THAP11	-0.001375
ZNF43	-1.17516666666667
ZRANB3	-1.36716666666667
KRT13	3.675
MRPL19	-0.68325
RBBP9	0.168875
SPATA17	0.601375
BXDC5	-0.0353333333333333
PAFAH1B1	-0.35125
MAGEE1	0.829
OSTF1	0.628
KIAA0323	-0.79625
TXNDC13	1.27416666666667
CNTN4	3.279375
LCE1B	-2.348
UNQ501	-0.68825
ZNF154	0.1395
C3orf64	1.1115
SYT5	-0.143
PON1	0.0755
FLJ10357	0.06475
ATP4A	-0.9815
GNPDA1	-1.01916666666667
MGAT1	0.537833333333333
C14orf121	-0.27625
SLC35B2	0.1555
MIER3	0.00716666666666666
CHEK1	-0.865625
ZNF8	0.134333333333333
TXNDC1	-0.605
CKB	-2.0466
RTN3	0.202857142857143
FZD2	-0.829166666666667
PART1	1.96075
PSMB6	-0.669
PCDHB8	-0.664
PHC3	-0.2349
PPP1R8	0.719333333333333
NOVA2	2.00533333333333
TNFRSF11B	-1.226125
GOLPH3	1.89233333333333
UBLCP1	0.24775
SUHW3	0.19375
TTLL1	1.58375
OPN4	0.043
OR13G1	-0.354
ZPBP2	-0.219666666666667
HSD17B11	-2.18175
C9orf50	1.0115
DHDDS	-0.305714285714286
CTSW	0.6683
NEFM	-2.26266666666667
MRPL28	-0.9435
SYN1	0.203166666666667
PIGV	-0.63
ZIM2	-0.98525
APBB1	0.579666666666667
SND1	-0.45325
C1orf123	-0.329833333333333
CHD3	-0.78325
BHLHB8	0.09975
RNASE2	-0.3235
BCAP31	0.1425
SLC25A44	0.301666666666667
CHD6	-0.8438
PIB5PA	-0.819692307692308
SELS	-0.103125
LOC541471	-0.15075
FAT2	3.2025
ZNF81	-0.445
OR4C16	0.3065
FLJ10081	-0.9331
LRRC4	0.6995
CS	-1.331
N4BP2	-0.339875
IGFBP7	1.762
ZNF318	0.307916666666667
NDNL2	0.3735
ZNF609	-0.189375
SIRT4	1.29925
EXOSC10	-0.16675
ECE2	0.890666666666667
OVGP1	0.295
GTPBP3	-0.26775
PACS2	0.3804
C19orf36	-1.3805
ARL4C	0.26225
ATG4B	0.122125
UBQLNL	-0.19675
RHOXF2B	-3.571
PLEKHG2	0.6135
GALR1	-1.412
AQP4	0.0903333333333333
HDAC7A	-0.727166666666667
DCUN1D3	0.36175
OR8A1	-0.861
CCRN4L	0.2635
CBR4	-1.17633333333333
KIFC1	-0.924833333333333
SLC7A14	-1.32516666666667
LHX5	1.0635
TRPC7	-0.104
LPXN	-0.91125
SERPINA1	-3.100625
RPS13	-0.7234
BPIL3	-0.333
PRKAA1	-0.608
FADS2	0.4197
ENAH	0.5546875
PRO1768	0.19
APBA2BP	-1.93175
LIPH	1.53083333333333
C3orf33	0.2255
RCC2	-0.0265714285714286
ALDH1A2	-3.1855
RNF103	1.04825
AHCY	-0.742375
ALG12	0.0405
CCL17	1.00575
ZNF543	1.39433333333333
ESRRG	2.2254
CNGA1	4.91475
RDH5	-0.0108333333333333
OTX1	0.3564
PTGFR	-0.0541666666666667
CDR2	-0.318375
SELE	4.03375
NLGN2	-0.865333333333333
EXOSC9	-0.74975
ZNF566	0.839333333333333
KLRC2	-4.3635
GPR12	0.581
KIAA0196	1.2245
PDRG1	0.02675
SSR3	-0.170142857142857
MSI1	-0.4845
CST9	-0.3145
CC2D1A	-0.376625
PLAGL1	-0.286222222222222
ZNF778	0.2205
RNF2	1.09625
KLF6	0.705666666666667
THBD	0.752166666666667
tcag7.1314	1.287
NR5A1	-0.0376666666666667
ABCD2	1.04
DNAJC7	-0.8245
CLEC4C	0.6155
TM2D3	0.496375
CCDC4	-1.1855
PLAC2	1.5075
DCD	3.4505
FAAH	-0.228375
POLA1	0.0475
TM7SF2	-2.089125
FLJ39822	-0.950833333333333
FLOT2	-0.916125
MAP4K1	-0.8615
SRP68	-0.019875
C21orf74	0.424
ARPC5	1.017
LOC126075	0.10725
HECW2	0.679125
ZDHHC4	-1.07625
ANKRD42	0.3322
PDE9A	0.9705
ABCA8	1.556
NDUFS2	-0.21225
UBR5	0.86375
BTBD16	-1.28875
LOC554174	0.084
ZNF20	0.7945
KIAA1843	-0.0115
WDR17	-1.27428571428571
C15orf33	-0.5175
RNF113A	-0.55325
CAMKK1	-1.1775
CLCN2	-0.8525
ANXA6	-0.0155
LOC340069	0.5095
EMID1	0.551375
DPM3	-0.1385
ELA1	0.234
SLC25A13	-0.7948
KRT24	-0.6085
SMPD1	-0.384333333333333
TH	-0.058
COL6A2	0.638928571428571
ANKS1B	0.71675
GPR126	-1.6855
ZC3H12A	0.185833333333333
TMEM47	1.93633333333333
C2orf51	-0.235833333333333
C1orf88	0.737833333333333
HSF2BP	-0.22725
AKAP10	-0.63125
RPAP3	-0.569
KLHDC8B	0.175625
STOM	1.1819
MUPCDH	-0.058375
C10orf72	-0.49375
PLEKHA3	0.398
TCP11L1	0.77225
CWF19L1	0.14725
SPEF1	0.0999230769230769
YSK4	-0.12675
ELN	1.3154
SAMD8	0.00633333333333334
MPI	-1.52383333333333
MEPCE	-0.4359
ABCC3	-0.913875
NANOGP1	-2.4675
KCNK17	1.229125
HLA-DMB	3.8055
RRAGA	0.93075
ANGEL1	-0.776
RBM32B	0.4535
CPN1	-3.28775
MGC52282	0.1229
HLA-A	0.101916666666667
OR9G4	-0.1935
EDNRB	0.136
SCD	-1.66842857142857
C14orf80	-1.67416666666667
BAGE2	-1.226
RABL4	0.0595
RCVRN	-0.6985
SHANK1	0.346
NLRP7	-2.82325
CD226	0.40225
STAT3	0.652125
SYNJ2	-1.5084
TPCN2	-0.548
WDR36	-1.36925
MBD4	0.58275
ROBO1	-0.8614
ST3GAL6	-0.40875
SLAMF8	3.653
ATN1	0.172333333333333
GPR141	0.3085
KRT36	0.319
TPH1	0.2355
DDX52	-0.13075
ZSCAN29	-0.253833333333333
TRPT1	-0.933666666666667
DPEP3	0.50125
DENND4A	-1.034625
TSPAN16	-1.0845
PTCHD2	0.084
LOC145814	-0.3925
CAP1	-0.206
EIF5A2	0.6351
NT5DC3	-0.6685
SEPT9	-1.2005
SEZ6L2	-1.991375
EGFLAM	3.511
VPS11	-0.907375
NDUFB5	0.3365
CIDEA	3.56566666666667
IER5L	0.881
N6AMT1	-0.16825
FAM83C	-0.291
OXR1	2.10633333333333
IRX1	2.85
DGKB	-0.850333333333333
GCN5L2	-1.62025
MIR16	-0.65975
FBXW9	0.39025
WDR4	-0.230833333333333
PDC	0.1395
VPS33B	-1.40875
HEXB	-0.6365
FLJ32214	0.17175
TCEB3	-1.07625
CRLF1	-0.52225
ABI3BP	0.4025
C8orf22	-4.14975
PYCR1	-1.39
KIAA1706	1.3175
CDK5R2	0.472875
WAS	-0.1525
C12orf60	-0.05775
CCBL2	0.326125
MADD	-0.7445
C5orf34	0.3895
WDR42A	0.1357
KLF12	1.218
HSPA1A	2.4835
ITM2C	-0.256916666666667
DAPK2	3.35516666666667
LOC442590	0.856
SUMF2	-0.513125
CENPA	-0.567846153846154
TMED5	-0.195125
CDH6	-0.8372
BRP44	1.791
THG1L	-0.52775
GABRA2	-3.17025
C14orf166	-0.39525
MYL1	-1.6495
TNFSF18	-0.0935
PAP2D	-1.47583333333333
PPIB	-0.98775
KLHL4	-0.291625
SFN	0.854333333333333
CCDC127	0.706
FRAP1	-0.53825
GOLGA5	0.203
SDCCAG1	-0.473125
MGC21675	-0.461166666666667
C10orf95	-1.172
KIAA1345	-0.465166666666667
C1orf163	-1.399
LACE1	-0.427
OR10K2	0.511
CENPN	-1.37316
TMED2	1.10625
UGT1A6	-1.952
ANG	-0.06
U2AF1	0.140666666666667
CASC2	0.0708333333333333
NMT2	-0.0683333333333333
OSGEPL1	0.23675
DFNB31	-1.043
SLC6A20	-0.232375
DKC1	-1.19975
FXYD4	-1.16575
WDR64	-0.0045
MGC5590	0.4915
CREBZF	-0.227833333333333
DAZ1	-0.2575
PRPSAP1	-0.59575
GCHFR	-2.1275
TTC7A	0.3605
LOC196993	0.32125
UBD	0.576833333333333
S100A1	1.90225
RPL6	0.262333333333333
DNAJB6	0.7472
NAGS	0.6533
C2orf58	0.0325
KERA	0.505666666666667
MT1X	-0.3304
UBE2B	1.2765
KEAP1	0.0375
MST1	-3.6355
OMA1	0.001
ABLIM2	2.018
BCL2L13	-0.0473333333333333
JAZF1	0.903333333333333
TMEM63B	1.337
S100A8	1.4788
ARFIP2	-0.32375
UROS	-0.19225
KHDRBS2	-0.9795
POLQ	-1.034375
SOAT1	-0.52725
SPAG4	-2.5955
MRPS30	-0.918333333333333
LOC494141	-0.07425
OR2T11	0.3265
ORAOV1	-0.5715
ZNF184	1.0925
TCEB3B	0.185333333333333
ADAM21	0.0635
GDPD1	-0.5625
SPINLW1	0.20375
PRR14	-0.498166666666667
KCTD9	0.6801
NUDT3	0.667
KIAA1822	0.9307
HIST1H4K	0.3725
DFNA5	-1.31325
GABPA	-0.36525
C14orf44	-0.47225
POLB	0.528
PTAR1	1.59125
SEC31A	0.5933
TRIM58	-2.78425
TAS2R14	-0.2045
VPS8	-0.60275
H1F0	-0.700833333333333
PRKCB1	-2.929
UGT2A1	0.387
TOR1B	-0.26875
LSS	-0.703083333333333
C2orf19	-0.182
HNRNPC	0.0206428571428572
TMEM100	-0.0555
LOC116349	0.1285
OR51M1	0.152
CCDC142	-1.43275
ISG15	0.278875
ZCCHC14	0.3985
CREBL2	0.4445
TGDS	0.119
DC2	0.08675
CACNA2D3	0.0375
ZNF429	-1.62475
LYPD6	-0.325166666666667
SUCLG1	-0.342333333333333
OR51I1	-1.0655
MAGEH1	2.748
PRPF40A	-0.6005
SMR3A	0.3685
SPINK2	-0.499
THAP2	1.113125
NPY5R	2.359375
IRF4	-2.402375
SPESP1	-0.935166666666666
OR10S1	0.183
DTD1	0.1895
TUBE1	-0.539
DDX19A	-0.154
PDPN	-0.686625
TMEM34	-0.593583333333333
MGAM	-0.09425
COL3A1	5.57044444444444
GFM2	-0.5296
OR5A2	0.124
PSG9	-0.7935
ARHGEF11	0.469666666666667
IVNS1ABP	0.3588125
SIGIRR	0.25125
DUSP19	-0.27025
DNAJC14	-0.5792
ACSS1	-0.82825
IL1RAPL2	0.307
C4orf30	-1.46675
SEPT4	3.798
LANCL3	-0.29925
SPAG17	1.3235
PRDX3	-0.66725
HNF1A	-1.536125
P4HA2	0.584375
RFWD3	-0.680166666666667
MOV10	-0.87975
DNAJA5	1.18442857142857
LOC729440	-0.145
