Hybridization REF	TCGA-B6-A0IB-01A-11R-A034-07
DDR1	1.2674
ATP6V1D	0.56875
PTGS1	-2.53783333333333
RNF157	-0.2385
DCC	0.235
SPAG7	-0.32975
FBXO18	0.22375
UBE3C	-0.6342
HOXC6	0.8785
LRP2BP	0.66
MYST2	-0.5265
PDSS2	0.59525
ATE1	0.59
ARAF	-0.90925
KLF10	0.30775
PLA2G2E	-0.8155
ASCL1	-1.01566666666667
TSNAXIP1	2.38375
FAM131B	0.24125
IFNA10	-0.1075
NUP43	-0.8425
FAM44B	-0.7525
L1TD1	-5.59583333333333
NMD3	-1.52291666666667
C18orf54	-0.7697
PHOSPHO1	-0.0125
RAG2	-0.91
EMILIN3	-0.0775
METTL3	-0.4715
VPS13C	0.0075
REXO2	-1.51775
ANXA4	0.314
CA1	-1.31225
DCP1B	0.77825
TULP3	-0.325333333333333
ATP2A2	-0.318428571428571
ATIC	0.65875
ADAM15	0.0144166666666666
NPL	-1.04066666666667
LGR4	-0.985
UEVLD	0.768833333333333
GAB1	1.23925
SNAI2	-1.62583333333333
ZGPAT	-0.3211
SNF1LK	-0.58575
DLEU1	-2.26025
UBE2Q1	0.689625
ZMYM6	-0.07225
JPH3	-2.058
FAM38A	-0.882083333333333
PXK	-0.294666666666667
DENND2D	1.809
BAX	-1.08975
CP	-2.13263636363636
RPL37	-0.8306
G6PC3	0.33
NCOA4	-0.354333333333333
LRRC14	-0.164875
GORASP1	0.0805
FCHO2	0.66675
CYP24A1	-4.0948
FXYD3	1.1455
SMARCAL1	0.68375
ABCB8	0.1265
CCDC44	-0.291
PRDM7	-3.0365
USH1C	-1.6385
DNAH5	1.88683333333333
SRF	-0.49775
MAL2	2.28616666666667
PGPEP1	0.1355
SIN3B	-0.8255
SEMA3C	1.25883333333333
GRAMD3	1.04775
FBXO10	0.206875
OR5D13	1.518
FLJ31818	-0.35725
CACNA1I	0.181875
S100A13	1.024
TP63	-0.394285714285714
ANXA11	0.2435
WDR66	-1.0365
CSF2RB	-0.0435
IFI44	0.25925
DACT1	0.489333333333333
ANKRD23	-2.248125
ATP5G1	-1.03033333333333
C21orf70	-0.845833333333333
PPWD1	-1.70125
DNAJC13	-0.3135
PAH	-5.30233333333333
PTCH2	0.43625
TRMU	-1.021
CCDC9	0.727
USP3	-0.6369
DCLRE1C	0.6374
FAM55C	2.2455
FRMD4B	0.11825
CYP2R1	0.29425
RFPL1	-0.2106
XPO5	-0.66675
ARL6IP2	-0.1825
OSBPL5	1.27225
MMP9	3.49845454545455
KIAA0802	-1.345
DHRS2	-4.34516666666667
SGEF	2.655875
TXNDC10	-0.7849
EXOC6	-0.169
RPS27	0.974333333333333
PNCK	-1.2605
FSTL1	-1.60625
AACS	0.48025
SLMAP	0.42
SAMD4A	-2.0387
ABRA	-0.404
SMARCD3	1.6465
PKNOX2	-3.14766666666667
A4GNT	0.726
C9orf39	0.273833333333333
RALYL	-0.291
MGC33556	-2.575
C10orf25	-1.4495
BBOX1	0.941
NHEDC1	0.6915
XDH	-1.4845
GCSH	-1.248
EDN1	-0.2
MTERF	0.42425
CLK4	-1.087875
ZNF799	0.874833333333333
KCNG1	-2.2435
CXCR4	0.4935
PTPRR	-2.7105
IRAK1	-0.839
LOC401397	-0.08625
TMSB10	1.49278571428571
CXCL3	-4.3357
TMC4	2.706
OR7A10	0.2675
STYK1	-2.471
CHRNA10	-0.188
CCNI	1.214
EP300	1.74828571428571
LOC165186	-0.4075
HIC2	-2.49275
SDR-O	-0.375
OR2W1	1.071
KCNA6	-0.116
TRIM74	-2.14125
REEP6	1.51425
ATP5G2	0.6125
ERG	0.3095
TMEM42	0.82375
PARN	0.818333333333333
SOD2	-0.448375
DIRAS1	-0.184666666666667
PNPT1	-1.07425
JOSD3	-2.3115
hCG_40738	-0.064
PDE1C	-1.85475
SEMA4D	-0.44225
AGPAT1	0.0656666666666667
NOSTRIN	1.02725
MAP3K3	-0.984
MAX	1.32778571428571
CAPS	3.75583333333333
SERPINA12	0.481
OSBPL8	0.575625
RICS	1.5132
NR4A2	0.850333333333333
PPCS	0.347666666666667
LONP1	-1.5245
SCYL3	2.291
HERC2P2	-2.43466666666667
FIBCD1	-1.5855
C15orf41	-1.0095
DMC1	-1.92016666666667
C20orf27	-0.75625
RPS6KA5	0.9354
FAHD1	1.0255
SLC12A4	-0.637
BRCA1	-1.27775
GBL	-0.281
SLK	0.0785
NUDT9P1	-2.0835
NOXO1	3.767
USP52	-1.16875
BAZ1B	1.096125
SLCO2B1	0.649
BBS12	0.639
LRGUK	1.88733333333333
TERF2IP	3.46944695195361e-18
COL1A1	5.026
KIAA0090	0.098
GRK5	-1.212
AP1S2	-2.3588
TMEM52	0.296666666666667
CA11	0.46125
OR4A15	0.433666666666667
ACBD3	2.065
SPAG11B	0.1005
PRDM2	0.4757
FOXP3	0.00749999999999999
SMYD3	0.2518
LOC389199	0.3525
LGI2	-0.0815
NAPE-PLD	0.7121
ANKRD6	-0.7635
WDR45	0.618833333333333
SHROOM1	0.17575
PSCD3	0.763
PYY	1.578
KCNC1	0.398
ARHGEF9	1.1308
OR8J1	0.2715
GPR55	0.0166666666666667
NS3BP	-2.169
C10orf22	0.371166666666667
NAT8L	-1.00775
DUSP4	1.81683333333333
FOXM1	-1.06383333333333
GRAMD2	0.0125
ZBTB48	-0.573
BUD31	0.4175
PABPC5	0.319
CCDC41	-0.70325
FBXO11	0.189
C6orf148	-0.5255
RFXAP	-1.871
C6orf15	0.269
CDK8	-1.01016666666667
C6orf70	0.32075
TESSP2	0.7095
ALG2	0.41
PPP1R3D	2.3075
TPM3	0.827277777777778
SYT13	5.0675
EPB42	-0.566333333333333
CETN3	-0.48975
PRY	0.0685
NTHL1	0.835833333333333
POLR2B	-0.7615
RPS28	0.267416666666667
P2RX3	0.5285
LYZL4	0.29
WBP4	-1.0398
PMM1	0.1125
C11orf79	0.54625
CBLL1	-0.34525
IL1F10	0.472666666666667
VAX2	0.721
SETDB1	0.351333333333333
LRAP	-1.07816666666667
GCLM	-0.537166666666667
CPEB3	1.874
PPM1A	0.572375
INTS1	-0.79125
CAMTA1	-0.789666666666667
SAMSN1	-4.4215
LOC158830	-3.53583333333333
GMPPA	-0.03275
AIPL1	0.429666666666667
IL24	0.0295833333333333
BDKRB1	-2.41833333333333
MLF1	2.4939
TAF12	-0.2525
ID1	-2.632875
THADA	0.36075
PIK3CB	-0.22625
OR4N5	1.025
TBC1D17	-0.809333333333333
COX8A	0.642
CDCA4	-0.32175
C2orf44	-0.241
ZNF534	-0.7895
IMMP1L	1.5455
NIPSNAP3B	0.2185
FTMT	0.546875
PWP2	-1.2985
MMP15	-0.3032
DNAH11	-0.9635
MTMR14	-1.445625
DNAL4	1.32325
IPP	0.954
TMEM59	0.3445
C1orf157	1.6185
RGS4	-1.087
DDX18	-0.1125
SNX6	-0.127
ZNHIT2	1.17516666666667
NCDN	-0.682166666666667
FLJ33534	0.475
RAG1	0.321125
OR4D10	0.36
PTPN5	0.29
POMT1	0.38025
LRRC8A	0.3504
CYP1A1	-1.80625
CAPN1	-0.739833333333333
DDHD2	0.429375
GRIK2	-0.934
GNRHR	0.00274999999999999
PPBP	-0.166
HTR3A	-1.103
SLITRK4	2.54875
ANKRD49	-1.00025
BTF3	-0.6017
SARS	-0.74325
C13orf18	-1.71583333333333
CACNB1	-0.3125
QKI	0.0425714285714286
SETMAR	0.20775
MAN2B1	0.466833333333333
EML3	-1.5735
ACADL	0.443833333333333
OFD1	0.351875
DEFB114	0.1845
CGA	-3.91855555555555
PEX16	0.491
LRRC10	-0.0445
GNG12	-0.1005
C1orf152	0.255
CHRM1	0.498
CD53	-2.41275
DBH	-1.3665
TFAP2B	-2.219625
HIST1H2BJ	0.6185
FAM46D	1.0325
TMEM11	-0.00925
C3orf32	-3.92525
PCCB	-0.003375
IPO13	-0.35
C6orf105	-5.78525
COMMD5	1.0235
SUV420H1	0.5102
LTBR	0.21975
ARHGAP15	-2.07225
HDHD2	0.4505
TDRKH	1.3935
LOC401052	1.326
PSG4	-1.72025
GNB4	-2.65933333333333
SPATA4	0.26125
SLC9A3	-0.414
OSBP	0.996
NBPF3	0.277333333333333
DOCK11	-1.7535
SLC39A5	-2.30483333333333
PRR5	0.9649
C10orf63	-0.081875
SMTNL2	-2.171
ADRA1A	-0.2175
ASAH1	2.5298
DOM3Z	-1.0271
GIPR	0.620166666666667
AHI1	0.62925
NADSYN1	0.378
RGS14	-1.3404
IL18BP	0.5735
RTN4RL1	2.03741666666667
ARMC6	-1.097
PSMD5	-0.290333333333333
HK3	0.4051
OR4S1	0.35975
RSU1	0.237
MAD2L1	-2.58466666666667
EIF4A3	0.08175
DLEC1	-0.935166666666667
E4F1	0.205666666666667
CHMP2B	1.0606
CAMSAP1	0.18075
RPS21	-0.571
ARID5A	1.07125
UBE2N	-0.1008
IGSF8	1.359
MAGEB6	-0.2035
ACAD11	-1.1311
MGC4172	-0.9265
LMO4	0.20525
KLKB1	-1.14475
HP	-0.777
HDAC3	-0.674
SCHIP1	-0.5745
CLCA1	-0.0285
OLFML2A	0.781
C1orf112	-0.31475
KIF19	0.7665
HAPLN4	-0.3753
CXCR7	0.8645
GOT2	-0.1819
RAB38	-2.199875
DCX	-1.18075
PPM1H	0.278083333333333
NFYC	0.240083333333333
KIN	1.194625
ZNF228	0.7085
PLSCR4	1.70633333333333
HIG2	-0.5865
FAM79B	7.836
C21orf86	-0.3542
KCNK10	0.166
ZNF738	-0.97225
FSTL5	-0.5295
OR6A2	-0.301
OTOA	0.5735
EXOC1	-0.128875
AHRR	-2.667875
PDAP1	-0.973416666666667
C19orf6	-0.693625
ZAN	0.77075
LY6G6E	-0.4305
EIF4E2	-0.1305
C20orf198	-0.055
ZNF324	0.528
CYP3A5	-3.93216666666667
ENTPD7	1.24066666666667
MBOAT5	-0.236333333333333
GJB5	-3.1915
TTC13	0.43825
S100Z	-1.2625
KIAA0664	-1.25666666666667
PDGFRB	1.6045
IL17D	-2.04825
OR56B4	-0.00800000000000001
RDX	-2.877
SLC34A3	0.413
IL28B	-0.379
JUND	1.01975
CHRNB1	0.670625
CAMK2B	1.39425
FETUB	-2.26325
CXorf23	2.523625
MRTO4	-1.131625
TTC3	1.0162
NDUFB8	-0.355833333333333
EDG2	0.3225
SEMA3G	0.13625
IL23A	-3.17925
GRHL1	1.1605
LOC441054	-0.787
WDR65	0.574625
PSTK	-0.498
STOML3	-0.319666666666667
R3HDM2	-0.1572
C5	-0.406
SLC2A10	1.80533333333333
C3orf22	0.4175
PAQR3	-1.69776923076923
ANKRD26	0.545666666666667
HCRTR1	0.151
LOC399947	-1.0895
PSD2	-0.6105
TIGD2	-0.535166666666667
SCRN1	0.7445
COQ10A	-0.898
DDI2	-0.1945
METTL7B	-1.3695
UCN2	0.62525
FAM92A3	0.3225
WDR16	0.546
ZNF511	0.249833333333333
ZMYM5	-0.723125
POLR3G	-2.9945
ZNF586	-0.34775
C1orf49	0.507666666666667
TANK	0.248166666666667
RCAN1	-2.07683333333333
PELI3	2.092
LIMD2	-1.16691666666667
TMEM189	0.2025
NTN4	0.02075
LOC151300	-0.3615
CLEC2A	1.3115
GPR135	0.989625
DPYSL4	-3.6831
JAK2	-0.3995
TSHZ1	1.7845
TM9SF4	0.375
ZNF264	0.716666666666667
SIRPG	-0.053375
BICD1	-0.1265
HERC6	-0.300333333333333
METTL5	-0.5805
CASP1	-1.22375
PRRT1	-0.646166666666667
PLA2G4C	1.92433333333333
ICA1L	-1.42678571428571
TPTE2	-0.2296
OTUD7A	0.826166666666667
AQP11	0.229
APOA2	-4.4938
KALRN	-1.0586
SECTM1	1.14425
IFNAR1	-0.45825
TALDO1	0.69425
RAB11FIP4	-0.24975
EIF5A	-2.4095
FAM49A	0.895
NEGR1	-0.0506666666666667
YTHDC2	0.0439999999999999
EHD2	-1.06625
NCF1	-0.0321
SCRT2	0.716
HOXA5	-0.2825
NUP133	0.86975
FGF12	1.69175
SLMO2	-0.559875
SNTA1	1.4575
CACNG2	-0.018125
GCM1	0.51475
ELF1	-0.635166666666667
TLR5	4.53325
TCFL5	-0.593166666666667
RBMY2FP	-0.4995
LOC100125556	0.782875
FAM129B	0.09975
MAP3K7IP1	-0.118625
NCK2	-0.5985
OXA1L	-0.83225
FMO9P	0.1585
ZSCAN12	-0.72975
PSMD12	-1.2085
HSCB	0.58
CLDN10	-4.28775
MGC13053	-0.4905
HPCAL4	-0.485
ASZ1	0.0435
MEX3D	0.483166666666667
NFAT5	-0.5668
CSPG4LYP1	-0.555166666666667
FBXO3	0.7311
DVL1	-1.14583333333333
CMKLR1	1.45416666666667
TYMS	-2.442
PEF1	0.42125
ZNF750	1.10483333333333
MCM5	-0.8016
MEGF11	-0.982
KCNK7	0.1185
PTP4A3	0.597
C1QTNF2	-1.98016666666667
OR6S1	0.079
FAM122B	-0.54925
ZNF551	-0.81675
HBQ1	-2.5975
GEMIN6	0.36775
ARSK	0.045
RBP7	3.38266666666667
CPNE9	0.04175
DSC1	-0.87
LOC730112	-0.899
MAP2K4	0.253375
HS3ST5	-1.502
EPB41L3	-3.25775
TEKT2	1.651
CDKN2B	-0.538333333333333
ZNF480	-1.342
MAP3K6	0.6593
MAP6	2.8835
HN1	0.2134
OR2L13	-0.2938
SLC16A11	0.4675
FAM96A	-0.9535
APOL1	-1.19075
C5orf32	0.304
RTP1	-0.250333333333333
RNF175	-1.700625
ZBTB41	2.186375
AHCTF1	0.898
SAE2	-0.5897
ITGA2	0.778666666666667
MME	-1.807
CCDC14	-1.79475
MAST4	1.13064285714286
KRT33B	-0.081
KCTD2	-0.805333333333333
WDR26	1.00558333333333
MFI2	-1.6485
NR4A3	-0.88875
ARSA	2.1725
UNKL	0.530833333333333
SULT6B1	0.337
CCNA2	-2.19333333333333
SOX15	-0.7865
PPAPDC1B	1.36641666666667
C19orf44	0.897
MCAT	0.4605
ARID1B	0.777375
OR52N1	0.2665
C12orf48	-1.49575
MAGI1	0.534375
NIPA2	-0.81725
GBX2	-2.025
RSHL3	0.736375
RAVER1	-0.00483333333333336
C15orf17	-0.7995
SLC30A2	0.889
ZNF518	-0.16825
PCYT1B	-2.40975
C10orf114	-0.301
EIF3H	1.86008333333333
SLC25A39	-0.522
KIF1B	-0.01225
AMOTL2	-0.362
C6orf120	0.098125
PSRC1	-1.23175
PLA2G10	1.356375
KIF5C	-0.088875
MRPL37	-1.0045
C17orf62	0.324833333333333
C9orf135	-1.72666666666667
DUSP10	-0.3347
CLCNKB	0.592
PSMA5	-0.467875
C8orf53	0.93925
AMPD3	0.313833333333333
PIAS1	-0.61025
ADCYAP1R1	0.2865
GYLTL1B	1.43575
CDH20	0.2485
FBXO7	0.0945
TMEM134	1.4135
FLJ14213	-0.568833333333333
ZNF3	0.57275
LRRFIP1	0.360458333333333
CNOT2	0.463583333333333
ABI3	1.5705
ALDH5A1	-0.0400833333333334
HNT	1.7173
SERPINA4	-1.23925
TK2	0.338666666666667
STMN1	-1.09133333333333
GUCA2A	0.259
GALNT10	0.936357142857143
DPP6	-0.82835
C9orf93	0.3175
PRELID2	-0.5685
STK39	1.425
SFTPA1	-1.264
CKS2	-0.453888888888889
RHO	0.36625
C20orf135	0.221
XKR3	-2.8475
CR1	0.0134285714285714
RPS6KA2	0.114857142857143
C20orf112	0.7525
MRPL22	-0.82275
C4orf23	0.0671666666666667
GADD45B	0.02875
KLHDC1	0.896166666666667
C2orf48	-1.989
ZNF287	1.48
DAAM2	-2.03975
DPPA2	-2.95266666666667
TCTN3	-0.488833333333333
DNAJB11	0.200125
FPR1	1.77325
DEFB4	0.2055
PTCD2	-1.0988
SMOC2	5.48116666666667
CABP7	1.08225
SERPINB11	0.495
MAGEF1	1.0575
NDE1	0.424166666666667
ITGA10	0.7205
FSHB	0.0145
ANXA2	0.2665
HORMAD2	0.473
HLCS	0.63475
MCF2L	1.99616666666667
FH	0.26675
TBC1D24	2.2585
KIAA1505	1.579
LGALS2	-1.33875
CNBD1	0.0215
SYNPO2L	0.5695
PTPN23	-0.291785714285714
C1orf183	-0.07
MAGEA8	-2.11375
DGCR8	-0.674375
GSR	0.831
PAQR7	-0.07825
ZNF676	-0.14625
CACNA1C	0.6218
SP7	-0.5005
PDCD6	-0.49475
NRN1L	-1.7195
BRI3BP	0.307583333333333
KIAA1183	0.28
ASB4	0.0485
CCL23	0.5867
OBSL1	-0.642375
SLC12A7	-0.0451666666666666
KIAA0240	1.725
CD1B	-3.461
FCGR2A	0.151625
MDC1	-0.96275
HTR1A	0.504166666666667
OCEL1	0.0935
ATP11B	-1.0495
FBXO34	-0.339
PCDH12	3.04133333333333
RPE	-0.417
C17orf74	0.1165
CSDC2	0.394666666666667
PET112L	-0.24725
TMBIM1	-0.068875
P2RXL1	-0.26725
TCHP	-0.70925
TRMT1	-1.52633333333333
F2RL2	-0.4395
LRRC32	2.38733333333333
IMPG2	0.56
BGLAP	0.08875
LOC493869	-1.56383333333333
MRAS	0.868625
SLC35F5	1.78575
CBWD1	-0.1245
AXL	-2.946875
ATP2C2	2.59125
TELO2	-0.58975
PNPLA3	-2.16825
PCDHB14	0.36875
CD276	0.13025
KRT80	-2.085625
DUSP28	-0.2605
CSNK1E	0.12125
SRP14	0.6255
KCNQ4	-0.0615
KRT72	0.328833333333333
CCDC117	1.00675
C6orf89	0.0701111111111112
TUBB2B	-2.516
RTN4IP1	-0.25525
CR1L	-4.11433333333333
CEND1	-0.11275
C12orf41	-0.657
RNF31	0.352
UBN1	0.655
C17orf32	0.755625
SLC5A7	-0.10775
GPR92	-0.797333333333333
ESAM	2.2154
CTNNA1	0.226166666666667
HRBL	0.6323
CBX4	0.4305
TMEM182	0.9075
SH3TC2	-1.66166666666667
IL10	0.000666666666666667
PXMP4	-0.369
RNF167	-0.0594
PAK7	-0.126166666666667
ETV3	0.259
ATPIF1	-0.614166666666667
LOC554207	-1.00033333333333
OR8H1	0.23775
WDFY3	0.92725
DPM1	-1.06
GPSM1	-0.108
WDR92	0.1585
LRP1	0.256666666666667
ANKH	-2.221
THUMPD3	-1.39125
POLR1B	-0.415
OLFM4	1.05933333333333
RAD9B	-0.36525
TSPY2	-3.685
PAX6	-1.9
SCG2	-3.319375
SLC17A6	0.3375
FMO3	1.34075
PADI4	0.2855
TUBB4	-0.6819
NLK	-0.06875
POU4F3	-0.36
SDF4	-0.53625
ITGBL1	1.25433333333333
NETO1	-1.239625
TAP2	0.11775
ABBA-1	-0.447583333333333
GNAI1	-1.21975
VPS4B	0.913
NOPE	-0.6709
GALNT6	4.19816666666667
SESN1	0.741375
GBE1	-2.28022222222222
CLASP1	-0.003
RASGEF1B	0.445375
ACOT11	0.156571428571429
AFAP1	0.3315
OR2H2	-0.15125
DPY19L2P1	-0.95975
DZIP1	-2.949
SEC22C	-0.187166666666667
GPR161	-0.389083333333333
RNF146	0.79275
WDR74	-0.645125
GALP	-0.9215
PURA	1.76225
DNPEP	0.651416666666667
RP11-78J21.1	-1.404
ERBB2	1.311125
FANCM	-0.6495
NEO1	-2.44016666666667
DDX3Y	-4.9224
RPS3A	-0.437375
MXRA7	-0.752857142857143
LGALS3	-0.757333333333333
GLT8D1	-0.282
CFL2	-1.96733333333333
UPB1	0.43175
NAP1L5	-0.20125
CLDN14	-2.4355
DHX38	-1.332
BTBD1	-0.93525
TARS2	0.6
ABCF1	-0.0894
FCF1	0.403166666666667
LRRC49	0.213
GUCY1B2	-1.086
C1orf177	0.857
SMARCA4	-0.935071428571429
LRP8	-3.87966666666667
TAGLN3	-1.28125
MRPL14	0.21
TTRAP	-0.69975
ZDHHC20	0.90175
NFE2L3	-0.173
KIAA1377	2.13825
PALMD	0.3533
TMEM43	-0.73825
TTL	-1.087875
STAT5B	-0.676
SSB	-0.535875
OR10H5	0.8025
SLC22A13	-0.5655
AKAP3	-1.17625
TIMM23	0.423
OAS2	1.7365
KIAA0423	0.8255
TRIM11	1.12433333333333
GLIS3	0.528
TMEM50B	0.586166666666667
ARHGEF4	-0.286125
DEGS1	1.14
TBL1XR1	1.1925
G6PD	-1.81725
SP140	0.4706
MUC17	-0.222928571428571
NUDC	-0.4098
DNAJC5B	0.4055
SCARA3	-0.901166666666667
CPA3	4.27433333333333
BCAT2	-0.27725
MFN1	-0.1137
NRG3	0.202
SNX11	0.6685
PLEKHH1	-1.75666666666667
GPR177	-0.637666666666667
HCFC2	-0.49525
TCAP	-1.3405
MOCOS	-0.31525
C14orf93	0.105
PRDM10	-0.596833333333333
SLC16A4	-0.33425
SRGAP1	0.498
VIP	-0.13725
DUSP27	-0.144
LILRA1	-0.023
MC2R	0.4
MGC24103	-1.083
MBTD1	-2.3465
FUT11	-0.593333333333333
USP33	0.1566
C15orf39	-1.544
MAP3K12	0.01475
PAAF1	-0.103166666666667
BARHL1	-0.026
FLJ16165	-0.253
PIWIL2	-3.20575
SYNE1	-0.392416666666667
CMTM4	0.231
TSPYL1	1.2677
GUF1	-0.590333333333333
TMEM157	1.184
WDR44	0.49
HIST1H3C	-0.18275
DKFZp666G057	0.8125
RNPEP	0.3265
GAS2L2	0.064
ADH4	-4.5375
GRPR	2.43666666666667
FBXL17	0.42975
ZBTB10	0.7565
Gcom1	0.0548888888888889
HTRA1	1.0753
ZNF585A	0.1235
SLC26A2	2.29907142857143
OTOP3	-0.0055
WISP1	1.90177777777778
ATP2B4	-0.5535
FLJ10769	1.256
CRAMP1L	-0.314625
CHST12	-0.52875
RAB22A	0.172166666666667
TARDBP	-0.262571428571429
STAU1	0.2115
CRB3	2.82333333333333
MIG7	-0.0865
CHMP1A	-0.453166666666667
ZNF160	-0.14625
B3GALT6	-0.43025
BARX1	-1.73133333333333
C6orf167	-1.59675
NXNL1	0.1385
DHX29	0.5815
HADHB	0.28125
PLXNB2	0.629875
ILDR1	-0.664
SLC15A3	1.26
GAS2	-5.09616666666667
C20orf69	0.91725
NUMB	0.1215
TNIP1	-0.984375
MESP1	1.134
PSKH1	-0.3115
NSFL1C	0.27525
RHOG	-0.13525
HEY1	-1.06683333333333
KNG1	-2.000875
ITGAX	0.7025
LIN9	-0.261333333333333
CANT1	0.291625
XRN1	0.190642857142857
CCDC96	1.9037
HEATR6	-1.52583333333333
GNG7	-0.1025
RUNX2	1.200625
SOX1	0.0251666666666667
FCRL5	-0.00800000000000003
ZNF99	0.23175
FAM9A	-0.3465
SNX22	1.30466666666667
MBNL3	-2.63833333333333
ODC1	-2.2893
ADORA2B	-1.3915
NR2F6	-0.6055
ZFYVE16	-0.0973888888888889
SYNJ2BP	1.2351
POLE	-1.04075
E2F2	-1.144375
THRA	0.689666666666667
PTGES2	-1.59333333333333
HIP1R	0.3055
TMUB1	-0.354
ENO3	-2.53525
RSPH10B	-1.5145
CXorf39	1.6465
IRGC	0.29675
GPR109B	-0.68775
FLJ13305	0.597
LCE3A	-0.7215
TNFRSF18	-0.230833333333333
DET1	0.14125
TRPM3	-0.305166666666667
C16orf79	-1.38
FECH	-0.167
RAP2A	0.5225
CRIP1	3.81933333333333
AZIN1	0.417875
SLC7A7	1.8095
IL10RA	-0.4457
TMEM64	-4.144
CDC42EP4	0.6772
C16orf58	0.5692
ARG2	-2.31925
POU5F1P4	-5.187
FAM62B	-0.524375
DNAH8	-2.1362
ASH2L	0.13725
TSLP	-3.98833333333333
CNTNAP5	-0.387
TMEM16C	6.28375
IFNA14	0.2045
SLC1A3	-0.579875
CABYR	2.592
BCL7B	0.0088
NUDT13	-2.23016666666667
C13orf28	-0.206
C1orf53	1.56675
ARL6IP4	0.2127
RPL35A	-0.04325
EMR3	0.0846666666666667
RAB40C	0.545
SLC41A1	0.572166666666667
LRCH1	-0.75475
LY6G5B	-0.889
FAM124A	-0.239785714285714
MGC10981	-4.13733333333333
CLIP3	0.243
MAP4K2	0.05
CHIC1	0.09075
SULF1	3.00316666666667
C20orf30	0.179642857142857
PRDM5	-1.305625
ELOVL1	-0.714
C11orf48	0.123125
SLC39A10	-0.1795
KCNV1	-0.28875
ACP1	-0.666
ZMYM2	0.06025
B3GNT6	0.221333333333333
C9orf69	-0.10325
C2orf15	1.7295
C20orf166	0.876
HSP90AA6P	-0.3315
EDG7	-0.5505
NEURL	-0.53425
LPL	1.78783333333333
CLEC2D	-1.0445
GRRP1	1.41966666666667
CD8B	-3.904
HIST1H3D	-0.1655
SLC6A12	-0.15125
FAM27L	0.195
CD84	-0.28
RASA1	-0.707
PHKG1	-0.112
MAGEA11	-1.433
IMPA1	-1.5347
NPM3	-1.231
RARRES1	0.95925
SH3BP1	-0.0385
B3GNTL1	-0.377
ARPC5L	-0.133333333333333
KLHL26	0.04275
SIM2	0.10975
GJC1	0.508
C20orf194	0.6525
EXO1	-1.3095
SLC2A2	-2.04666666666667
LOC285074	-0.59675
LRG1	1.9785
KIRREL	0.4385
PIK3R1	1.05592857142857
C4orf34	1.221
MAF	-2.47916666666667
ADCY4	3.76633333333333
ZMIZ2	1.3665
SLC46A3	-0.825833333333333
STAMBP	0.0215
CCDC16	0.41425
MS4A12	0.2085
TCF20	0.47025
LRRC46	2.734
C20orf152	-0.483
MRPS6	-1.13625
ABCB11	0.701
KCNC2	3.82783333333333
CDH19	1.04933333333333
C9orf123	0.0146666666666667
SSH3	1.588
LDLRAD1	0.85125
CCBE1	-0.8775
ZNF135	1.3635
TAAR1	1.2825
WFDC12	-0.1425
CCDC42	-0.082
FLJ12529	-0.54175
PER1	-0.76
TIMM50	-0.579666666666667
SMARCAD1	-1.20066666666667
FAM26C	0.5915
TP53TG3	-1.34516666666667
SH3RF1	2.037
LMCD1	2.361
GPR63	-0.7125
FLJ21986	-2.958
AIFM3	0.3835
MICAL1	0.0223333333333333
BLZF1	1.099
IQCA	0.678166666666667
PCDHGC3	-1.053
SAC	1.018
BCL6B	2.07516666666667
DDO	-2.2835
MARCO	2.06825
DCHS1	2.7705
C1orf170	2.43983333333333
CD200R1	-0.101833333333333
C22orf15	-0.4185
SEPT11	0.102833333333333
ADNP	0.2045
UST	-2.7939
C13orf34	-2.10416666666667
RFFL	0.448357142857143
APBA3	-0.667
C2orf60	-0.758375
CUTL1	0.5418
PMS1	-0.8865
ZNF689	0.4625
EIF3E	-0.861166666666667
IL9	-0.645666666666667
RPL31	0.40825
LY9	-0.105
ATP2B3	0.082
KDELR2	1.58858333333333
TFCP2	0.27025
NLRP12	-0.42725
FLJ45422	-0.01675
TLE4	-2.0609
ZNF570	0.347
FLJ43806	-1.324
TLK2	-0.770375
CIR	0.85325
MARS2	-0.1965
COL24A1	0.892
SDF2L1	0.9395
HIBADH	1.04133333333333
IGFBP3	-3.25385714285714
C12orf23	1.478
PSPC1	-0.8255
C20orf43	0.003
TRAV20	-1.0045
ARHGAP24	-0.53375
KIAA1975	-1.507625
C1QA	3.6025
DNTT	-4.8465
C10orf6	0.0859166666666667
C11orf41	-1.275625
HNRPF	0.72675
COL11A1	6.21916666666667
UBAP2	-0.192833333333333
CDKN2AIPNL	-0.648
C20orf174	1.2355
SPRED2	0.63
PLA2G12A	0.2815
ICEBERG	-1.54383333333333
SCN10A	0.24
C11orf65	-0.4335
GBP5	1.96675
PITPNC1	-1.63716666666667
POU3F3	1.0695
NCOA7	-0.52625
LIN7C	0.4785
LOC348840	-1.2935
NKX2-2	2.2235
ANKRD13D	-0.109125
LOC123688	-0.47325
FUT2	2.42166666666667
TAAR8	0.7665
FZD4	0.35725
PNMA3	-1.44866666666667
OR4L1	0.9105
WIT1	-2.58225
EXOC3L	1.1155
ATPBD4	-0.1521
KRBA1	-0.84275
UBXD6	0.08525
HOXB7	0.351571428571429
C7orf23	-0.537
UNQ338	-0.23025
STAB2	0.77
CDC20B	0.23
IRF9	2.473
CENTG1	0.110166666666667
TNPO2	-1.23475
MCPH1	0.382875
BMS1P5	-0.8375
