Hybridization REF	TCGA-AR-A0TT-01A-31R-A084-07
C3orf22	0.3425
PAQR3	-0.664153846153846
ANKRD26	-0.270333333333333
HCRTR1	0.14
LOC399947	-0.4795
PSD2	-0.0805
TIGD2	-0.340166666666667
SCRN1	0.12075
COQ10A	-0.59875
DDI2	-0.0345
METTL7B	-0.3355
UCN2	0.28475
FAM92A3	-0.0225
WDR16	0.259
ZNF511	0.182666666666667
ZMYM5	-0.17725
POLR3G	-2.8125
ZNF586	0.67525
C1orf49	0.227
TANK	0.37
RCAN1	-1.1065
PELI3	0.298833333333333
LIMD2	0.893166666666667
TMEM189	-0.4075
NTN4	0.11325
LOC151300	0.55
CLEC2A	-1.2675
GPR135	-0.4265
DPYSL4	-0.5714
JAK2	1.078
TSHZ1	0.592666666666667
TM9SF4	-0.25325
ZNF264	1.25016666666667
SIRPG	2.7945
BICD1	-0.63425
HERC6	0.799833333333333
METTL5	-0.6195
CASP1	2.03775
PRRT1	0.632333333333333
PLA2G4C	2.192
ICA1L	0.128214285714286
TPTE2	0.6185
OTUD7A	0.488
AQP11	-0.51925
APOA2	-4.4594
KALRN	0.269
SECTM1	0.760083333333333
IFNAR1	0.387
TALDO1	-0.391625
RAB11FIP4	-0.235333333333333
EIF5A	-1.503
FAM49A	2.36625
NEGR1	0.384166666666667
YTHDC2	0.00750000000000001
EHD2	-0.899375
NCF1	3.6155
SCRT2	0.716
HOXA5	-1.247
NUP133	0.322
FGF12	-0.5059375
SLMO2	-0.19975
SNTA1	-1.10825
CACNG2	0.146125
GCM1	0.151375
ELF1	0.934166666666667
TLR5	2.56525
TCFL5	-1.10008333333333
RBMY2FP	-0.602
LOC100125556	-0.187125
FAM129B	0.219
MAP3K7IP1	-0.035875
NCK2	0.3125
OXA1L	-0.51
FMO9P	-0.409
ZSCAN12	-0.11825
PSMD12	-0.5475
HSCB	-0.8115
CLDN10	-3.031
MGC13053	-0.61875
HPCAL4	-0.323833333333333
ASZ1	-0.2485
MEX3D	0.05275
NFAT5	-0.5802
CSPG4LYP1	-0.444666666666667
FBXO3	0.7432
DVL1	-0.213666666666667
CMKLR1	3.11316666666667
TYMS	-2.142375
PEF1	0.59925
ZNF750	0.979333333333333
MCM5	-1.0517
MEGF11	-0.5225
KCNK7	-0.1125
PTP4A3	0.364
C1QTNF2	-0.985666666666667
OR6S1	0.062
FAM122B	-0.988
ZNF551	0.015875
HBQ1	-2.6475
GEMIN6	-0.66075
ARSK	-0.809
RBP7	1.3905
CPNE9	0.3045
DSC1	1.62
LOC730112	-0.4975
MAP2K4	0.37175
HS3ST5	-1.111
EPB41L3	0.86225
TEKT2	2.7965
CDKN2B	0.252666666666667
ZNF480	-0.7265
MAP3K6	-0.0674
MAP6	2.3215
HN1	0.2533
OR2L13	-0.342666666666667
SLC16A11	0.2175
FAM96A	-0.2465
APOL1	1.54
C5orf32	0.02075
RTP1	-0.0425
RNF175	-0.316875
ZBTB41	1.096125
AHCTF1	-0.7614
SAE2	-0.4375
ITGA2	0.42025
MME	-1.299
CCDC14	-1.00475
MAST4	0.225928571428571
KRT33B	-0.5125
KCTD2	0.0265
WDR26	0.432916666666667
MFI2	-1.229125
NR4A3	-0.14175
ARSA	1.3015
UNKL	0.0778333333333333
SULT6B1	-0.0075
CCNA2	-2.46066666666667
SOX15	-0.784
PPAPDC1B	0.294166666666667
C19orf44	-0.4355
MCAT	0.32875
ARID1B	0.26225
OR52N1	0.3405
C12orf48	-1.22475
MAGI1	0.155375
NIPA2	-0.325
GBX2	-1.4035
RSHL3	1.15375
RAVER1	0.171833333333333
C15orf17	-0.26375
SLC30A2	1.6795
ZNF518	0.55225
PCYT1B	-0.88175
C10orf114	-1.3595
EIF3H	0.0894166666666667
SLC25A39	-0.824333333333333
KIF1B	-0.26925
AMOTL2	-0.4865
C6orf120	0.22175
PSRC1	-1.802
PLA2G10	0.323375
KIF5C	0.00237500000000002
MRPL37	-0.7085
C17orf62	0.668666666666667
C9orf135	-0.335333333333333
DUSP10	1.5916
CLCNKB	0.1285
PSMA5	-0.41025
C8orf53	0.84775
AMPD3	1.82333333333333
PIAS1	-0.1955
ADCYAP1R1	-0.0695
GYLTL1B	-1.15375
CDH20	0.169666666666667
FBXO7	-0.2985
TMEM134	0.235666666666667
FLJ14213	1.1145
ZNF3	-0.36275
LRRFIP1	0.378833333333333
CNOT2	0.624
ABI3	3.0975
ALDH5A1	-0.0423333333333333
HNT	2.135
SERPINA4	-2.212
TK2	0.724833333333333
STMN1	-1.28555555555556
GUCA2A	-0.0456666666666667
GALNT10	0.185357142857143
DPP6	-0.6694
C9orf93	0.534
PRELID2	-0.744375
STK39	0.99
SFTPA1	-0.217
CKS2	-1.00088888888889
RHO	0.159375
C20orf135	0.04975
XKR3	-2.601
CR1	1.163125
RPS6KA2	0.947214285714286
C20orf112	0.1505
MRPL22	-0.1575
C4orf23	0.427666666666667
GADD45B	1.232
KLHDC1	0.9045
C2orf48	-1.706
ZNF287	0.152
DAAM2	-0.6835
DPPA2	-2.7935
TCTN3	0.2705
DNAJB11	0.033375
FPR1	3.8475
DEFB4	-0.009
PTCD2	-0.9268
SMOC2	4.5805
CABP7	0.03375
SERPINB11	-0.00199999999999999
MAGEF1	-0.0325
NDE1	-0.138666666666667
ITGA10	0.166
FSHB	-0.62
ANXA2	1.018125
HORMAD2	0.10275
HLCS	-0.1515
MCF2L	1.64308333333333
FH	-0.853
TBC1D24	0.2465
KIAA1505	0.8165
LGALS2	2.006
CNBD1	-0.9775
SYNPO2L	-0.68875
PTPN23	-0.255428571428571
C1orf183	-0.821666666666667
MAGEA8	-2.708
DGCR8	-1.377375
GSR	-1.1845
PAQR7	0.00700000000000001
ZNF676	-0.90425
CACNA1C	-0.1062
SP7	0.416
PDCD6	-0.26825
NRN1L	-0.5295
BRI3BP	-0.0716666666666667
KIAA1183	0.5945
ASB4	-0.30625
CCL23	1.096
OBSL1	-0.310125
SLC12A7	0.859083333333333
KIAA0240	1.144375
CD1B	-2.08833333333333
FCGR2A	2.37525
MDC1	-1.34675
HTR1A	0.213333333333333
OCEL1	-0.24025
ATP11B	-0.401875
FBXO34	0.0726666666666667
PCDH12	3.43016666666667
RPE	-0.62725
C17orf74	-0.129
CSDC2	0.126333333333333
PET112L	-0.22125
TMBIM1	0.289
P2RXL1	-0.35475
TCHP	-0.40075
TRMT1	-1.0935
F2RL2	-0.7935
LRRC32	2.87983333333333
IMPG2	0.314
BGLAP	-0.72525
LOC493869	-0.94025
MRAS	1.503125
SLC35F5	0.1755
CBWD1	0.9225
AXL	-0.927125
ATP2C2	2.69975
TELO2	-0.18825
PNPLA3	-3.54825
PCDHB14	-0.43375
CD276	0.14525
KRT80	-0.38875
DUSP28	0.18
CSNK1E	-0.41975
SRP14	1.0605
KCNQ4	0.177
KRT72	-0.0783333333333333
CCDC117	0.093625
C6orf89	-0.028
TUBB2B	-1.62733333333333
RTN4IP1	1.688
CR1L	-2.11916666666667
CEND1	0.35175
C12orf41	0.0351666666666667
RNF31	0.292
UBN1	0.375333333333333
C17orf32	1.941
SLC5A7	0.21975
GPR92	1.74233333333333
ESAM	2.3126
CTNNA1	0.332166666666667
HRBL	0.0173
CBX4	0.42275
TMEM182	-0.508
SH3TC2	-1.3095
IL10	1.8575
PXMP4	-0.0765
RNF167	-0.2409
PAK7	-0.303
ETV3	-0.2035
ATPIF1	0.0571666666666667
LOC554207	-1.939
OR8H1	0.26425
WDFY3	1.111875
DPM1	-1.06775
GPSM1	-0.6545
WDR92	-0.0327
LRP1	0.636333333333333
ANKH	-0.2305
THUMPD3	-0.714
POLR1B	-0.37375
OLFM4	0.764833333333333
RAD9B	-0.07375
TSPY2	-3.3475
PAX6	-1.68283333333333
SCG2	-1.974
SLC17A6	0.171
FMO3	1.744
PADI4	0.103625
TUBB4	-0.4914
NLK	1.07725
POU4F3	-0.1365
SDF4	0.0135
ITGBL1	3.54966666666667
NETO1	-1.62625
TAP2	1.117375
ABBA-1	0.0655833333333333
GNAI1	-1.3015
VPS4B	0.70125
NOPE	-0.5722
GALNT6	1.62033333333333
SESN1	3.19525
GBE1	-1.93777777777778
CLASP1	-0.02175
RASGEF1B	0.940375
ACOT11	0.0835
AFAP1	0.575
OR2H2	0.29825
DPY19L2P1	-0.82625
DZIP1	-2.18825
SEC22C	-0.344416666666667
GPR161	-1.254
RNF146	1.31675
WDR74	-0.768125
GALP	-0.615
PURA	1.039
DNPEP	1.44583333333333
RP11-78J21.1	-0.919
ERBB2	1.297375
FANCM	-0.854166666666667
NEO1	-0.0355
DDX3Y	-4.3157
RPS3A	-0.286375
MXRA7	0.133142857142857
LGALS3	-0.908666666666667
GLT8D1	-0.071
CFL2	-2.20933333333333
UPB1	0.4785
NAP1L5	0.156875
CLDN14	-0.14325
DHX38	-0.179
BTBD1	0.9965
TARS2	0.275333333333333
ABCF1	-0.2732
FCF1	0.7595
LRRC49	0.0195
GUCY1B2	0.3475
C1orf177	-0.0796666666666667
SMARCA4	-0.662857142857143
LRP8	-2.202
TAGLN3	-0.95625
MRPL14	-0.649
TTRAP	0.26125
ZDHHC20	0.84625
NFE2L3	-0.7445
KIAA1377	-0.60075
PALMD	0.6157
TMEM43	-0.23125
TTL	-0.6065
STAT5B	-0.797166666666667
SSB	-0.645625
OR10H5	-0.063
SLC22A13	-0.8825
AKAP3	-1.213
TIMM23	0.082
OAS2	2.13191666666667
KIAA0423	0.62825
TRIM11	0.528166666666667
GLIS3	0.992875
TMEM50B	-0.259666666666667
ARHGEF4	-1.27125
DEGS1	-0.357
TBL1XR1	1.2755
G6PD	-1.637
SP140	2.5285
MUC17	0.278
NUDC	-0.3701
DNAJC5B	3.70916666666667
SCARA3	-1.46983333333333
CPA3	4.1875
BCAT2	-0.2865
MFN1	-0.187
NRG3	0.395
SNX11	0.3765
PLEKHH1	0.241
GPR177	-2.08466666666667
HCFC2	0.38225
TCAP	-0.385
MOCOS	-2.47775
C14orf93	-0.21625
PRDM10	-0.191333333333333
SLC16A4	-0.209
SRGAP1	0.154166666666667
VIP	0.372
DUSP27	0.0541666666666667
LILRA1	1.0747
MC2R	0.1535
MGC24103	-2.72025
MBTD1	-0.707
FUT11	-0.2995
USP33	-0.121
C15orf39	-0.348
MAP3K12	-0.17075
PAAF1	0.332333333333333
BARHL1	0.406
FLJ16165	0.0625
PIWIL2	-2.93325
SYNE1	0.81325
CMTM4	0.727375
TSPYL1	2.8956
GUF1	-0.549833333333333
TMEM157	0.651
WDR44	-0.06425
HIST1H3C	-0.2835
DKFZp666G057	-1.17225
RNPEP	1.28175
GAS2L2	0.0095
ADH4	-4.5045
GRPR	3.23733333333333
FBXL17	0.88375
ZBTB10	0.443666666666667
Gcom1	0.308055555555556
HTRA1	0.6814
ZNF585A	0.065
SLC26A2	-0.281571428571429
OTOP3	0.287333333333333
WISP1	1.98588888888889
ATP2B4	-0.484
FLJ10769	1.23475
CRAMP1L	0.315875
CHST12	-0.25925
RAB22A	0.582333333333333
TARDBP	-0.147642857142857
STAU1	0.088
CRB3	1.32733333333333
MIG7	-1.262
CHMP1A	0.5435
ZNF160	-0.040875
B3GALT6	0.479
BARX1	-1.365
C6orf167	0.326
NXNL1	0.3205
DHX29	-0.121
HADHB	-0.0965
PLXNB2	0.09925
ILDR1	-0.80225
SLC15A3	3.6845
GAS2	-4.10366666666667
C20orf69	-0.08425
NUMB	-0.08275
TNIP1	0.5775
MESP1	-1.58716666666667
PSKH1	0.21725
NSFL1C	0.913375
RHOG	0.4825
HEY1	-2.1205
KNG1	-1.5845
ITGAX	3.0447
LIN9	-0.7765
CANT1	0.3155
XRN1	0.765928571428572
CCDC96	1.2131
HEATR6	0.973666666666667
GNG7	0.0713333333333333
RUNX2	1.1074375
SOX1	0.591333333333333
FCRL5	2.5501
ZNF99	0.05
FAM9A	0.223
SNX22	0.8195
MBNL3	-1.39
ODC1	-2.0132
ADORA2B	-2.66983333333333
NR2F6	0.68675
ZFYVE16	-0.163722222222222
SYNJ2BP	0.8272
POLE	-0.803375
E2F2	-0.67275
THRA	0.458166666666667
PTGES2	-0.746333333333333
HIP1R	0.253
TMUB1	-0.711833333333333
ENO3	-1.52425
RSPH10B	-0.3975
CXorf39	0.297
IRGC	-0.06525
GPR109B	0.7865
FLJ13305	-1.1545
LCE3A	-0.705
TNFRSF18	-0.1615
DET1	-0.1555
TRPM3	-0.161333333333333
C16orf79	-1.1925
FECH	-0.089
RAP2A	1.04983333333333
CRIP1	1.9355
AZIN1	-0.178
SLC7A7	4.547
IL10RA	2.3937
TMEM64	-1.88175
CDC42EP4	0.2906
C16orf58	0.7049
ARG2	-2.63525
POU5F1P4	-4.8675
FAM62B	0.228875
DNAH8	-0.9546
ASH2L	0.11625
TSLP	-3.62916666666667
CNTNAP5	0.196333333333333
TMEM16C	-0.42375
IFNA14	0.295
SLC1A3	2.156625
CABYR	-1.0605
BCL7B	0.0552
NUDT13	-1.30466666666667
C13orf28	0.17875
C1orf53	-0.6525
ARL6IP4	0.0641
RPL35A	-0.39475
EMR3	0.4735
RAB40C	0.54325
SLC41A1	-0.745
LRCH1	0.5715
LY6G5B	-0.389
FAM124A	-0.258357142857143
MGC10981	-3.7085
CLIP3	-0.0408
MAP4K2	0.128
CHIC1	-0.14225
SULF1	4.62716666666667
C20orf30	0.193428571428571
PRDM5	-0.8675
ELOVL1	0.2135
C11orf48	-0.603375
SLC39A10	-0.1485
KCNV1	-0.134
ACP1	-0.411666666666667
ZMYM2	0.56
B3GNT6	0.0453333333333334
C9orf69	-0.11975
C2orf15	1.7635
C20orf166	-0.1785
HSP90AA6P	0.0395
EDG7	-1.3585
NEURL	1.8955
LPL	1.35633333333333
CLEC2D	0.8545
GRRP1	1.516
CD8B	-1.7045
HIST1H3D	-1.1235
SLC6A12	1.22425
FAM27L	0.208
CD84	3.2465
RASA1	-0.0095
PHKG1	0.1945
MAGEA11	-1.3245
IMPA1	-0.7616
NPM3	-2.48875
RARRES1	5.18425
SH3BP1	0.481125
B3GNTL1	-0.135
ARPC5L	0.135166666666667
KLHL26	0.1085
SIM2	-0.810875
GJC1	0.168
C20orf194	0.52625
EXO1	-2.52775
SLC2A2	-2.32216666666667
LOC285074	-0.00925
LRG1	0.32875
KIRREL	-0.013
PIK3R1	1.365
C4orf34	0.4135
MAF	-0.0385555555555556
ADCY4	2.90683333333333
ZMIZ2	1.241
SLC46A3	2.19916666666667
STAMBP	0.106833333333333
CCDC16	0.3705
MS4A12	0.069
TCF20	0.185
LRRC46	0.40075
C20orf152	0.5335
MRPS6	-0.86575
ABCB11	0.0045
KCNC2	-0.186833333333333
CDH19	-1.7022
C9orf123	0.279333333333333
SSH3	0.7615
LDLRAD1	-3.34525
CCBE1	-0.3245
ZNF135	-0.868
TAAR1	-0.0685
WFDC12	0.198
CCDC42	0.5235
FLJ12529	-0.0635
PER1	-0.864666666666667
TIMM50	-0.516833333333333
SMARCAD1	0.54
FAM26C	0.5425
TP53TG3	-1.29383333333333
SH3RF1	2.2006
LMCD1	2.19225
GPR63	-0.0845
FLJ21986	-1.542875
AIFM3	-0.12875
MICAL1	1.2755
BLZF1	-0.00616666666666667
IQCA	0.3475
PCDHGC3	-0.2435
SAC	0.1705
BCL6B	2.14266666666667
DDO	0.03
MARCO	2.1005
DCHS1	0.651666666666667
C1orf170	-0.427833333333333
CD200R1	1.6055
C22orf15	-0.527
SEPT11	0.0673333333333333
ADNP	0.045
UST	0.9544
C13orf34	-0.743666666666667
RFFL	0.291785714285714
APBA3	0.5985
C2orf60	-0.15925
CUTL1	-0.171
PMS1	-0.6265
ZNF689	0.995
EIF3E	-0.0971666666666667
IL9	-0.566166666666667
RPL31	-0.6905
LY9	1.641
ATP2B3	0.03025
KDELR2	-0.1815
TFCP2	0.034625
NLRP12	0.1545
FLJ45422	-0.155
TLE4	-0.3963
ZNF570	1.1265
FLJ43806	0.0895
TLK2	-0.096
CIR	0.887
MARS2	-0.4745
COL24A1	0.44825
SDF2L1	-0.0285
HIBADH	-0.629666666666667
IGFBP3	-1.91557142857143
C12orf23	0.0245
PSPC1	0.57875
C20orf43	0.17975
TRAV20	0.1965
ARHGAP24	0.732875
KIAA1975	-1.2755
C1QA	3.979
DNTT	-4.44316666666667
C10orf6	0.14975
C11orf41	-0.720125
HNRPF	0.164375
COL11A1	6.30716666666667
UBAP2	-0.177833333333333
CDKN2AIPNL	-1.5335
C20orf174	4.23225
SPRED2	-0.68175
PLA2G12A	-0.494833333333333
ICEBERG	-1.56083333333333
SCN10A	0.3795
C11orf65	-0.7885
GBP5	5.99725
PITPNC1	-0.615166666666667
POU3F3	0.888
NCOA7	-0.7385
LIN7C	-0.34
LOC348840	-0.4855
NKX2-2	-0.95
ANKRD13D	0.488625
LOC123688	-0.547
FUT2	-0.194166666666667
TAAR8	0.1305
FZD4	-0.24125
PNMA3	-0.911166666666667
OR4L1	0.125
WIT1	-0.584
EXOC3L	1.41475
ATPBD4	-0.3216
KRBA1	-0.0045
UBXD6	-0.975
HOXB7	0.836071428571429
C7orf23	-0.1405
UNQ338	-0.76575
STAB2	0.46125
CDC20B	0.21725
IRF9	2.05175
CENTG1	0.60375
TNPO2	-0.97475
MCPH1	-0.0745
BMS1P5	-1.241
SLC26A7	0.5495
HIST1H3J	0.2245
C9orf3	-0.7167
LBH	1.581625
MYO1D	0.653875
PTDSS2	-1.0045
NFU1	0.16975
DEPDC4	-0.986
WNT7B	1.0762
GLP2R	-0.181333333333333
SETD4	-0.5127
DYNLT3	-0.00130000000000001
FKBP11	0.940333333333333
SESTD1	0.899833333333333
FLII	0.0715
RPS16	-0.4107
CHPF	-0.2495
CSNK2A1	0.289333333333333
SUMO1P1	-0.1815
FKBP6	-0.492
ZNF214	-0.765666666666667
TWIST1	1.538
DDX56	-0.0416666666666667
TRAM1L1	0.7428
EPO	-2.98833333333333
MRPS18B	-0.45
ZNF682	-0.203
RPL14	-0.728666666666667
MAFF	-0.85075
LOC51136	1.18475
LY96	1.23275
DDX20	-0.3425
ABTB1	0.603166666666667
ARL5A	0.7075
CCT6A	-0.70125
HEPACAM	-0.886666666666667
EHHADH	-0.830166666666667
RBAK	0.367666666666667
CGB1	0.031
ITGB5	0.0431
YIPF3	0.04625
FKBP2	0.30425
NR1D1	-0.9119
TMEM110	0.197
NEK2	-1.08133333333333
PRAMEF8	-3.2345
C20orf52	-1.14716666666667
PCDHGA3	-0.519
VWA3B	0.05075
NDUFA5	-0.0846250000000001
THAP9	0.24625
FLVCR2	1.10983333333333
AP1S1	-1.7375
SMAD6	-0.478
SAV1	-0.00962499999999999
SAT1	1.6565
ZNF251	-0.129375
ADAMTS7	0.5807
RPP38	0.59675
C1orf211	-0.873
YPEL2	1.2741
RBMS1	0.35875
ZNF445	-0.517166666666667
NRXN2	0.225833333333333
PGBD4	-0.230375
UGT2B28	-2.60875
WBSCR16	-0.4417
NLRC3	1.496
ASTL	0.08775
ST6GALNAC1	-3.083
ZADH2	-0.144375
MLLT4	1.26583333333333
ARL6	-0.414166666666667
MEF2C	1.10025
CBFA2T3	0.585
AFF3	0.973428571428571
COG7	-0.0751666666666667
MYB	0.406833333333333
PLXNA3	-0.009
XRCC2	-1.919
MMS19	-0.13925
ST8SIA5	-0.798125
CHPT1	-0.0315
KIAA1712	-0.29225
OR6X1	3.4675
ACTR3	0.46225
UGCG	1.31983333333333
OR4P4	0.232
ZAP70	-0.6945
LPP	0.042
ZNF485	0.015
PTPRCAP	1.54625
IL12RB1	1.411
ATRX	0.1356
CHST8	-2.668125
C14orf109	-0.121
ARV1	-0.18325
NMB	0.0424285714285714
COX5A	-0.916833333333333
EIF6	-0.425
MPPED2	-0.569833333333333
SEMG1	-0.709
CHRDL1	0.651
TRAF3IP2	2.737
WNK2	-0.635875
LILRA4	3.7095
LAMA2	2.89225
PXT1	-0.152
RLBP1	-2.1405
CD300C	1.0935
SLTM	0.413125
FLJ10404	-0.044625
APOBEC3D	-1.65916666666667
RENBP	1.33716666666667
ATXN7L1	0.091125
NID1	-0.31125
TUBGCP3	0.21125
ITIH5	0.929333333333333
CCDC110	0.95125
C8A	-2.463
MGC87042	-1.1545
HOXC13	-0.128
TFDP2	-0.9315
HCP5	2.22525
POLI	-0.087
UCN	-1.2395
ZNF764	1.18483333333333
C8orf45	-0.02025
FHL3	-0.298
SPATA5L1	-0.29125
MMRN2	2.63933333333333
NDST1	0.5305
COL20A1	-0.1875
ZNF248	0.126666666666667
PELP1	-0.859666666666667
MBL2	-1.93416666666667
RNF41	0.31
C5orf24	0.425
THOC5	-0.75125
SERINC3	0.208083333333333
RP11-151A6.2	1.471
CDCP2	0.04575
HIST1H2AA	-0.12
C11orf75	0.568
FKBP7	-0.059
DDOST	0.01075
GPNMB	2.4645
TTF2	-0.999333333333333
KCNT1	-0.0518333333333333
SLC39A14	-1.053875
NGRN	1.919
GPR137B	2.1805
MECP2	-0.353
PSMA1	-0.40625
C16orf73	-5.05925
TMEM60	-0.150166666666667
CSN3	-0.0515
NOS1	0.284666666666667
RAB7L1	0.294166666666667
YBX2	-0.4075
KIAA1166	-0.646625
FUBP3	-0.00833333333333333
ABCG1	1.519
ACACA	0.371583333333333
ARL11	1.9581
ATOH1	0.4835
ODF1	0.0671666666666667
CREB3L3	-1.31666666666667
TMEM127	1.14557142857143
DSCAML1	2.25175
PLN	1.98483333333333
LYPLA1	0.172416666666667
PRDM9	-1.4775
SASP	-0.473
PLUNC	-0.0815
INTU	0.72875
HISPPD1	-0.35775
LNPEP	0.411333333333333
YARS2	-0.5335
APCDD1L	-1.49
ZCCHC4	-0.3304
FBXO22	-1.20516666666667
TTLL13	-0.1655
ZNF669	-0.3525
PTGDR	3.15275
DDX27	0.1965
KIAA0409	-0.730166666666667
GJB6	0.206
ASB8	0.95275
PLP2	0.537166666666667
MEPE	0.0535
OR10J5	-0.0255
KRT222P	1.7835
COQ7	-0.0545
C1orf101	0.1055
RERG	1.4029
CHMP5	0.790125
THAP11	0.408625
ZNF43	-0.266
ZRANB3	-0.9205
KRT13	-1.931375
MRPL19	-0.814375
RBBP9	0.2375
SPATA17	0.1195
BXDC5	-0.0706666666666667
PAFAH1B1	-0.166583333333333
MAGEE1	-0.3535
OSTF1	0.524
KIAA0323	0.26025
TXNDC13	-0.0871666666666667
CNTN4	3.249
LCE1B	1.0255
UNQ501	-0.1915
ZNF154	0.76225
C3orf64	0.0895
SYT5	-0.0197
PON1	0.0885
FLJ10357	-0.0635
ATP4A	-1.0205
GNPDA1	-0.226666666666667
MGAT1	1.37683333333333
C14orf121	0.6105
SLC35B2	-0.39975
MIER3	-0.183666666666667
CHEK1	-2.081125
ZNF8	0.3615
TXNDC1	-0.7165
CKB	-0.1086
RTN3	0.300285714285714
FZD2	-0.994333333333333
PART1	-0.54375
PSMB6	-0.583
PCDHB8	-1.411
PHC3	0.0946
PPP1R8	0.259333333333333
NOVA2	0.964833333333333
TNFRSF11B	-1.991625
GOLPH3	1.1135
UBLCP1	-0.068
SUHW3	-1.159
TTLL1	0.793
OPN4	0.007
OR13G1	0.178
ZPBP2	0.191333333333333
HSD17B11	-0.795875
C9orf50	-0.023
DHDDS	0.0469285714285714
CTSW	1.4536
NEFM	-2.61533333333333
MRPL28	-0.727
SYN1	0.362333333333333
PIGV	-0.113666666666667
ZIM2	-0.55925
APBB1	0.076
SND1	-0.383
C1orf123	0.196166666666667
CHD3	-0.45675
BHLHB8	0.34625
RNASE2	0.757833333333333
BCAP31	-0.33975
SLC25A44	-0.1845
CHD6	0.2252
PIB5PA	0.788230769230769
SELS	1.904125
LOC541471	0.09825
FAT2	-0.28
ZNF81	0.4285
OR4C16	0.2115
FLJ10081	0.4618
LRRC4	2.465
CS	-0.397
N4BP2	0.009875
IGFBP7	2.1165
ZNF318	0.242
NDNL2	0.278125
ZNF609	-0.107375
SIRT4	-0.656
EXOSC10	-0.0996666666666667
ECE2	0.01525
OVGP1	2.6885
GTPBP3	-0.84975
PACS2	0.5256
C19orf36	-0.698
ARL4C	0.406625
ATG4B	-0.02825
UBQLNL	-0.87225
RHOXF2B	-3.779
PLEKHG2	-1.019
GALR1	-1.564
AQP4	0.18
HDAC7A	0.490833333333333
DCUN1D3	-0.23475
OR8A1	-0.139
CCRN4L	0.084875
CBR4	0.716
KIFC1	-1.62533333333333
SLC7A14	-1.08233333333333
LHX5	-0.7265
TRPC7	0.038
LPXN	0.867
SERPINA1	-1.31575
RPS13	-0.8471
BPIL3	-0.3855
PRKAA1	-1.87575
FADS2	0.0146
ENAH	0.730875
PRO1768	-1.0945
APBA2BP	-0.9755
LIPH	-0.743
C3orf33	-0.51025
RCC2	0.146928571428571
ALDH1A2	-2.7214
RNF103	1.341
AHCY	-0.09225
ALG12	-0.1025
CCL17	2.1035
ZNF543	1.20016666666667
ESRRG	0.9988
CNGA1	-0.81475
RDH5	-0.386833333333333
OTX1	-0.3841
PTGFR	-1.08683333333333
CDR2	-0.090875
SELE	3.791
NLGN2	-1.14733333333333
EXOSC9	-1.12075
ZNF566	0.0141666666666667
KLRC2	-3.1335
GPR12	0.3455
KIAA0196	0.1345
PDRG1	1.28375
SSR3	-0.564142857142857
MSI1	-0.616
CST9	-0.1015
CC2D1A	-0.44225
PLAGL1	-0.126388888888889
ZNF778	0.215
RNF2	-0.111625
KLF6	1.0685
THBD	1.96183333333333
tcag7.1314	1.7625
NR5A1	0.0911666666666667
ABCD2	1.04375
DNAJC7	-2.15775
CLEC4C	0.6115
TM2D3	1.579125
CCDC4	-0.5195
PLAC2	-2.6025
DCD	0.4875
FAAH	1.615
POLA1	0.089
TM7SF2	-0.813625
FLJ39822	-1.06916666666667
FLOT2	1.136125
MAP4K1	0.898
SRP68	-0.038
C21orf74	-1.78
ARPC5	1.380125
LOC126075	1.2485
HECW2	0.258625
ZDHHC4	-0.01325
ANKRD42	0.9197
PDE9A	-1.54483333333333
ABCA8	0.598
NDUFS2	1.309
UBR5	-0.33725
BTBD16	-3.042
LOC554174	0
ZNF20	0.437
KIAA1843	0.2515
WDR17	-0.80825
C15orf33	-0.2115
RNF113A	-0.56825
CAMKK1	-0.4963
CLCN2	-0.54825
ANXA6	-1.068
LOC340069	0.1175
EMID1	-0.20425
DPM3	-0.362833333333333
ELA1	-0.4765
SLC25A13	-0.6663
KRT24	0.38075
SMPD1	-0.135166666666667
TH	0.278
COL6A2	0.500928571428571
ANKS1B	0.69375
GPR126	-1.1611
ZC3H12A	2.50616666666667
TMEM47	0.217833333333333
C2orf51	-0.269
C1orf88	2.23833333333333
HSF2BP	0.38375
AKAP10	0.23675
RPAP3	-0.1595
KLHDC8B	0.3745
STOM	0.7388
MUPCDH	-0.054125
C10orf72	-0.33375
PLEKHA3	0.803333333333333
TCP11L1	0.17025
CWF19L1	-0.28925
SPEF1	1.44138461538462
YSK4	0.3885
ELN	0.9097
SAMD8	0.261
MPI	-1.27966666666667
MEPCE	0.0081
ABCC3	0.397125
NANOGP1	-3.2755
KCNK17	0.855125
HLA-DMB	5.23866666666667
RRAGA	0.981
ANGEL1	0.088
RBM32B	0.003
CPN1	-2.2375
MGC52282	-0.2207
HLA-A	2.54541666666667
OR9G4	0.111
EDNRB	-1.55025
SCD	-1.05728571428571
C14orf80	-1.1545
BAGE2	-0.362
RABL4	0.836333333333333
RCVRN	-0.0885
SHANK1	0.089
NLRP7	-0.60625
CD226	2.001
STAT3	0.78775
SYNJ2	-0.9518
TPCN2	-0.0386666666666667
WDR36	-0.94975
MBD4	0.156
ROBO1	-0.8325
ST3GAL6	-1.792
SLAMF8	4.04783333333333
ATN1	0.201833333333333
GPR141	0.865
KRT36	0.1355
TPH1	-0.211
DDX52	1.4905
ZSCAN29	0.172166666666667
TRPT1	-0.454333333333333
DPEP3	0.761
DENND4A	-0.390375
