Hybridization REF	TCGA-B6-A0IA-01A-11R-A034-07
CEND1	0.22225
C12orf41	-1.8645
RNF31	-0.149
UBN1	0.8195
C17orf32	0.698625
SLC5A7	1.06
GPR92	0.266333333333333
ESAM	0.7084
CTNNA1	0.6575
HRBL	0.8054
CBX4	-0.7045
TMEM182	0.307
SH3TC2	-1.53616666666667
IL10	0.233666666666667
PXMP4	1.578
RNF167	0.2309
PAK7	0.325166666666667
ETV3	0.8085
ATPIF1	0.44
LOC554207	-1.5725
OR8H1	0.554
WDFY3	0.565625
DPM1	-1.84675
GPSM1	0.1885
WDR92	-0.2108
LRP1	-0.182166666666667
ANKH	-1.27525
THUMPD3	-1.00075
POLR1B	-0.9685
OLFM4	0.609
RAD9B	1.06925
TSPY2	-3.543
PAX6	-2.525
SCG2	-1.142125
SLC17A6	-0.065
FMO3	1.1945
PADI4	0.600375
TUBB4	-0.8921
NLK	-0.109
POU4F3	0.0695
SDF4	-0.348
ITGBL1	1.983
NETO1	-0.5945
TAP2	0.2175
ABBA-1	-0.360083333333333
GNAI1	-2.48825
VPS4B	0.1715
NOPE	-0.9837
GALNT6	3.4145
SESN1	-2.284625
GBE1	0.472
CLASP1	0.542
RASGEF1B	-0.59925
ACOT11	0.163214285714286
AFAP1	-0.4265
OR2H2	0.80725
DPY19L2P1	-2.77875
DZIP1	-3.2415
SEC22C	0.221083333333333
GPR161	-1.30966666666667
RNF146	0.017
WDR74	-1.457625
GALP	0.162
PURA	1.65025
DNPEP	-0.49125
RP11-78J21.1	-1.34675
ERBB2	2.129
FANCM	-0.67175
NEO1	-0.0426666666666667
DDX3Y	-4.8118
RPS3A	-0.035375
MXRA7	-1.11521428571429
LGALS3	0.657333333333333
GLT8D1	0.0565
CFL2	-1.5695
UPB1	0.291
NAP1L5	0.35725
CLDN14	-0.04425
DHX38	-1.7955
BTBD1	-0.5875
TARS2	0.952833333333333
ABCF1	-0.7792
FCF1	0.181833333333333
LRRC49	1.01425
GUCY1B2	-2.471
C1orf177	2.55083333333333
SMARCA4	-1.44721428571429
LRP8	-1.57433333333333
TAGLN3	-0.96175
MRPL14	0.0935
TTRAP	0.697
ZDHHC20	1.8315
NFE2L3	-2.63875
KIAA1377	-2.494875
PALMD	-0.870444444444444
TMEM43	0.56625
TTL	-1.040125
STAT5B	-1.4085
SSB	-0.829125
OR10H5	0.541
SLC22A13	-0.92
AKAP3	-0.327
TIMM23	0.253
OAS2	1.60866666666667
KIAA0423	0.06625
TRIM11	1.37183333333333
GLIS3	0.407375
TMEM50B	0.371
ARHGEF4	-1.52525
DEGS1	0.114272727272727
TBL1XR1	2.12813333333333
G6PD	-2.021
SP140	-0.3873
MUC17	0.308857142857143
NUDC	-0.1258
DNAJC5B	0.338166666666667
SCARA3	-1.17783333333333
CPA3	1.01133333333333
BCAT2	-0.320125
MFN1	-0.1206
NRG3	0.123
SNX11	0.2925
PLEKHH1	-0.869666666666667
GPR177	-1.4915
HCFC2	0.101
TCAP	-1.4335
MOCOS	-0.4155
C14orf93	-0.48475
PRDM10	-0.529166666666667
SLC16A4	0.38525
SRGAP1	0.259666666666667
VIP	0.4
DUSP27	0.6705
LILRA1	0.4549
MC2R	0.983
MGC24103	-2.88675
MBTD1	-2.115
FUT11	0.722166666666667
USP33	0.8363
C15orf39	-2.1225
MAP3K12	-0.032
PAAF1	-0.879333333333333
BARHL1	-0.888
FLJ16165	-0.379
PIWIL2	-2.97725
SYNE1	-0.248416666666667
CMTM4	0.14225
TSPYL1	-0.6112
GUF1	-0.517666666666667
TMEM157	2.2355
WDR44	-0.5095
HIST1H3C	0.38225
DKFZp666G057	2.28975
RNPEP	0.12925
GAS2L2	0.2565
ADH4	-4.2265
GRPR	1.32266666666667
FBXL17	0.82825
ZBTB10	1.22333333333333
Gcom1	0.395444444444445
HTRA1	-0.3045
ZNF585A	0.421
SLC26A2	0.420142857142857
OTOP3	0.4065
WISP1	1.38444444444444
ATP2B4	0.541666666666667
FLJ10769	0.7945
CRAMP1L	0.157625
CHST12	-1.19325
RAB22A	0.601166666666667
TARDBP	-0.454857142857143
STAU1	-0.1875
CRB3	3.47
MIG7	-2.591
CHMP1A	-0.610166666666667
ZNF160	-0.186875
B3GALT6	-0.31475
BARX1	-0.905166666666667
C6orf167	-2.9531875
NXNL1	0.9375
DHX29	1.44425
HADHB	-0.2835
PLXNB2	-0.268
ILDR1	-1.526
SLC15A3	1.3215
GAS2	-5.2082
C20orf69	-0.7675
NUMB	0.45175
TNIP1	-0.21225
MESP1	2.38483333333333
PSKH1	-0.549
NSFL1C	-0.1155
RHOG	-0.5175
HEY1	-3.51133333333333
KNG1	-1.713625
ITGAX	1.1246
LIN9	0.0345
CANT1	-0.72125
XRN1	1.02685714285714
CCDC96	2.1264
HEATR6	-1.24316666666667
GNG7	0.247833333333333
RUNX2	0.7228125
SOX1	0.433833333333333
FCRL5	0.2973
ZNF99	0.488
FAM9A	-1.007
SNX22	0.689
MBNL3	-3.0966
ODC1	-3.2206
ADORA2B	-1.8815
NR2F6	-1.03225
ZFYVE16	-0.181444444444444
SYNJ2BP	1.2497
POLE	-1.209875
E2F2	-0.778625
THRA	-0.6625
PTGES2	-1.434
HIP1R	1.13366666666667
TMUB1	-0.293166666666667
ENO3	-2.151
RSPH10B	0.4505
CXorf39	1.12225
IRGC	0.8945
GPR109B	-1.826
FLJ13305	0.069
LCE3A	-0.12
TNFRSF18	1.96783333333333
DET1	-0.268
TRPM3	0.0239
C16orf79	-1.241
FECH	-1.02533333333333
RAP2A	-0.3115
CRIP1	3.52816666666667
AZIN1	0.958875
SLC7A7	2.19975
IL10RA	-0.6648
TMEM64	-4.709
CDC42EP4	0.3799
C16orf58	0.0554
ARG2	-0.664
POU5F1P4	-4.9525
FAM62B	-0.764875
DNAH8	-2.0658
ASH2L	0.80625
TSLP	-4.1942
CNTNAP5	-0.579
TMEM16C	-1.36825
IFNA14	0.827
SLC1A3	-0.628125
CABYR	1.60725
BCL7B	-0.6926
NUDT13	-0.671333333333333
C13orf28	0.2845
C1orf53	1.9995
ARL6IP4	0.1683
RPL35A	0.21575
EMR3	-0.0395
RAB40C	0.502333333333333
SLC41A1	0.4715
LRCH1	-0.8055
LY6G5B	-0.5085
FAM124A	-0.490285714285714
MGC10981	-4.15116666666667
CLIP3	-0.4725
MAP4K2	0.861166666666667
CHIC1	0.852
SULF1	0.695
C20orf30	0.337571428571429
PRDM5	-1.797625
ELOVL1	-0.52375
C11orf48	-0.085
SLC39A10	0.5425
KCNV1	0.72
ACP1	-0.9805
ZMYM2	-0.01475
B3GNT6	0.0908333333333333
C9orf69	-0.37225
C2orf15	2.422
C20orf166	0.228
HSP90AA6P	-0.1265
EDG7	-0.5685
NEURL	0.49775
LPL	-1.6875
CLEC2D	-1.10221428571429
GRRP1	1.03966666666667
CD8B	-3.7322
HIST1H3D	1.23066666666667
SLC6A12	0.8065
FAM27L	-0.872
CD84	1.1123
RASA1	-1.71
PHKG1	-0.174
MAGEA11	-0.881
IMPA1	-0.733
NPM3	-1.49075
RARRES1	1.86375
SH3BP1	0.37225
B3GNTL1	0.0025
ARPC5L	-0.773833333333333
KLHL26	0.30325
SIM2	-2.4155
GJC1	1.2215
C20orf194	0.13875
EXO1	-1.58275
SLC2A2	-1.54533333333333
LOC285074	-1.93025
LRG1	1.3625
KIRREL	0.4465
PIK3R1	0.171071428571429
C4orf34	1.905
MAF	-2.77044444444444
ADCY4	4.196
ZMIZ2	0.3904
SLC46A3	1.93166666666667
STAMBP	0.410333333333333
CCDC16	0.0995
MS4A12	0.7175
TCF20	0.39175
LRRC46	3.1455
C20orf152	0.3485
MRPS6	-0.792
ABCB11	-0.5705
KCNC2	0.397666666666667
CDH19	-2.20483333333333
C9orf123	-0.9585
SSH3	1.099875
LDLRAD1	0.905
CCBE1	-0.75475
ZNF135	1.121125
TAAR1	1.2675
WFDC12	0.132
CCDC42	0.467833333333333
FLJ12529	-0.67825
PER1	-0.681666666666667
TIMM50	-0.2645
SMARCAD1	-0.992333333333333
FAM26C	-0.562
TP53TG3	-2.6745
SH3RF1	1.6538
LMCD1	2.7145
GPR63	-0.859
FLJ21986	-3.52342857142857
AIFM3	1.2575
MICAL1	-1.38183333333333
BLZF1	1.8815
IQCA	5.004
PCDHGC3	-0.601
SAC	0.838
BCL6B	1.267
DDO	0.3085
MARCO	0.9815
DCHS1	0.267166666666667
C1orf170	1.06116666666667
CD200R1	-0.115166666666667
C22orf15	0.2065
SEPT11	0.408166666666667
ADNP	-0.7855
UST	-2.0451
C13orf34	-0.704333333333333
RFFL	0.306142857142857
APBA3	-0.164
C2orf60	-1.034875
CUTL1	-0.4555
PMS1	-1.13171428571429
ZNF689	0.079
EIF3E	-0.0905
IL9	0.1015
RPL31	-0.2995
LY9	0.0586666666666667
ATP2B3	0.3185
KDELR2	0.053875
TFCP2	-0.017125
NLRP12	0.807125
FLJ45422	0.3305
TLE4	-2.6091
ZNF570	0.368
FLJ43806	-0.554
TLK2	-0.71075
CIR	1.05925
MARS2	0.1815
COL24A1	-0.02775
SDF2L1	1.405
HIBADH	-0.405
IGFBP3	-3.43907142857143
C12orf23	0.327625
PSPC1	-0.2365
C20orf43	-0.12925
TRAV20	0.443
ARHGAP24	-1.306625
KIAA1975	1.04775
C1QA	3.3513
DNTT	-4.33016666666667
C10orf6	-0.323833333333333
C11orf41	-1.25025
HNRPF	0.653375
COL11A1	6.62866666666667
UBAP2	-0.579166666666667
CDKN2AIPNL	-1.275
C20orf174	0.780333333333333
SPRED2	0.2005
PLA2G12A	0.598666666666667
ICEBERG	-2.14983333333333
SCN10A	-0.612
C11orf65	1.15025
GBP5	1.383
PITPNC1	-1.99583333333333
POU3F3	1.4945
NCOA7	-2.874875
LIN7C	0.0234
LOC348840	-0.947
NKX2-2	-2.9155
ANKRD13D	-0.067125
LOC123688	1.00175
FUT2	1.9465
TAAR8	1.093
FZD4	-0.947666666666667
PNMA3	-0.1875
OR4L1	0.393
WIT1	-2.08525
EXOC3L	1.98525
ATPBD4	0.0528
KRBA1	-1.79075
UBXD6	0.48075
HOXB7	-1.22942857142857
C7orf23	-1.3545
UNQ338	-0.68525
STAB2	0.40425
CDC20B	0.585
IRF9	2.15
CENTG1	0.2085
TNPO2	-0.90725
MCPH1	-0.6325
BMS1P5	-1.71075
SLC26A7	0.162666666666667
HIST1H3J	2.025
C9orf3	-0.9182
LBH	0.62725
MYO1D	0.916125
PTDSS2	-0.08175
NFU1	1.39825
DEPDC4	-1.18475
WNT7B	1.2379
GLP2R	-0.3725
SETD4	-0.7779
DYNLT3	1.9127
FKBP11	-0.311833333333333
SESTD1	0.484166666666667
FLII	-0.02975
RPS16	0.000199999999999995
CHPF	-1.47983333333333
CSNK2A1	-0.291833333333333
SUMO1P1	0.13375
FKBP6	-0.297
ZNF214	2.27666666666667
TWIST1	-1.19366666666667
DDX56	-2.05883333333333
TRAM1L1	0.6944
EPO	-2.9825
MRPS18B	0.242
ZNF682	0.3695
RPL14	0.7885
MAFF	0.85175
LOC51136	-0.6785
LY96	-1.23675
DDX20	0.3175
ABTB1	0.864833333333333
ARL5A	0.2457
CCT6A	-1.03075
HEPACAM	-2.0384
EHHADH	-1.629
RBAK	0.188166666666667
CGB1	0.8705
ITGB5	0.3217
YIPF3	-0.25125
FKBP2	0.83075
NR1D1	-0.6263
TMEM110	1.0335
NEK2	0.433833333333333
PRAMEF8	-3.06225
C20orf52	0.492833333333333
PCDHGA3	-0.931
VWA3B	0.91125
NDUFA5	0.392375
THAP9	-1.22725
FLVCR2	-1.53866666666667
AP1S1	-1.43
SMAD6	-1.744
SAV1	1.80825
SAT1	1.982
ZNF251	0.596625
ADAMTS7	0.2659
RPP38	0.12175
C1orf211	-1.178
YPEL2	1.19515
RBMS1	-1.0285
ZNF445	0.272666666666667
NRXN2	0.348833333333333
PGBD4	0.408875
UGT2B28	6.8665
WBSCR16	-1.3748
NLRC3	-0.49175
ASTL	0.55675
ST6GALNAC1	-3.70175
ZADH2	-0.265625
MLLT4	0.07575
ARL6	1.10116666666667
MEF2C	-0.70425
CBFA2T3	-1.903
AFF3	2.03978571428571
COG7	1.20016666666667
MYB	-0.606333333333333
PLXNA3	-0.149
XRCC2	-2.20166666666667
MMS19	-1.234375
ST8SIA5	-0.679625
CHPT1	1.88183333333333
KIAA1712	0.0655
OR6X1	0.03
ACTR3	0.785125
UGCG	3.12916666666667
OR4P4	-0.136
ZAP70	-3.262
LPP	2.46475
ZNF485	-0.7585
PTPRCAP	-1.0295
IL12RB1	0.31825
ATRX	-0.0724
CHST8	4.3585
C14orf109	0.33325
ARV1	1.2895
NMB	-0.975857142857143
COX5A	-0.718166666666667
EIF6	-0.38625
MPPED2	-1.08316666666667
SEMG1	-0.3715
CHRDL1	-0.7755
TRAF3IP2	-0.03325
WNK2	-0.105375
LILRA4	1.35966666666667
LAMA2	0.42625
PXT1	0.386
RLBP1	-5.49725
CD300C	-0.17475
SLTM	-0.75525
FLJ10404	-0.6
APOBEC3D	-0.793
RENBP	1.16966666666667
ATXN7L1	0.890625
NID1	-0.96875
TUBGCP3	-0.513625
ITIH5	-0.2648125
CCDC110	0.98775
C8A	-2.71325
MGC87042	-1.62675
HOXC13	-3.28975
TFDP2	-0.4485
HCP5	1.80975
POLI	0.54525
UCN	-0.665
ZNF764	1.04183333333333
C8orf45	0.89
FHL3	-1.37375
SPATA5L1	-1.4985
MMRN2	1.3375
NDST1	0.6195
COL20A1	0.309833333333333
ZNF248	-1.28833333333333
PELP1	-0.36
MBL2	-2.671
RNF41	0.8115
C5orf24	1.448875
THOC5	-0.798875
SERINC3	-0.227416666666667
RP11-151A6.2	-0.453
CDCP2	0.2685
HIST1H2AA	0.59125
C11orf75	-0.5025
FKBP7	-0.08175
DDOST	-0.56625
GPNMB	-1.18483333333333
TTF2	-1.0135
KCNT1	-0.110333333333333
SLC39A14	-1.331375
NGRN	0.3448
GPR137B	1.30325
MECP2	-0.12
PSMA1	-0.23875
C16orf73	-5.399
TMEM60	0.174833333333333
CSN3	0.4395
NOS1	0.934833333333333
RAB7L1	0.500166666666667
YBX2	0.8955
KIAA1166	-0.00612499999999998
FUBP3	-0.666833333333333
ABCG1	2.703
ACACA	0.273333333333333
ARL11	0.5148
ATOH1	-0.594
ODF1	0.211333333333333
CREB3L3	-1.29683333333333
TMEM127	1.06021428571429
DSCAML1	-0.70525
PLN	3.048
LYPLA1	-0.978416666666667
PRDM9	-1.85075
SASP	-0.221
PLUNC	0.637333333333333
INTU	-0.3205
HISPPD1	-0.13725
LNPEP	-0.0998333333333333
YARS2	-0.3606
APCDD1L	0.558
ZCCHC4	-1.0171
FBXO22	-0.155166666666667
TTLL13	0.2065
ZNF669	0.9115
PTGDR	0.528
DDX27	-0.85175
KIAA0409	-0.630166666666667
GJB6	0.0675
ASB8	0.92025
PLP2	0.403333333333333
MEPE	-0.432333333333333
OR10J5	0.1355
KRT222P	-0.8655
COQ7	1.36416666666667
C1orf101	1.0975
RERG	3.8607
CHMP5	1.379875
THAP11	-0.85375
ZNF43	0.327166666666667
ZRANB3	-1.28333333333333
KRT13	1.8105
MRPL19	0.30275
RBBP9	-0.490375
SPATA17	2.22625
BXDC5	-0.0613333333333333
PAFAH1B1	-0.845166666666667
MAGEE1	0.5425
OSTF1	0.9585
KIAA0323	-0.229666666666667
TXNDC13	0.483666666666667
CNTN4	0.113375
LCE1B	0.284
UNQ501	0.52475
ZNF154	0.399
C3orf64	-0.115
SYT5	-0.0418
PON1	-0.204
FLJ10357	-1.165125
ATP4A	-1.348
GNPDA1	-0.579833333333333
MGAT1	-0.609333333333333
C14orf121	0.34775
SLC35B2	-0.264
MIER3	0.891833333333333
CHEK1	-2.687625
ZNF8	0.425333333333333
TXNDC1	-0.533833333333333
CKB	-0.3052
RTN3	0.6345
FZD2	-1.75266666666667
PART1	-0.13625
PSMB6	-0.5385
PCDHB8	-1.6075
PHC3	0.774
PPP1R8	-0.1245
NOVA2	0.9905
TNFRSF11B	-4.3315
GOLPH3	0.670166666666667
UBLCP1	-0.72775
SUHW3	-0.517
TTLL1	1.388
OPN4	0.7595
OR13G1	-0.0175
ZPBP2	0.205666666666667
HSD17B11	-3.34525
C9orf50	1.145
DHDDS	-0.0195
CTSW	0.2244
NEFM	-0.913166666666667
MRPL28	-0.06475
SYN1	1.04883333333333
PIGV	0.409166666666667
ZIM2	-0.8245
APBB1	-0.0656666666666667
SND1	-1.002
C1orf123	-0.105333333333333
CHD3	-0.74625
BHLHB8	0.86175
RNASE2	-0.645333333333333
BCAP31	0.30575
SLC25A44	0.754333333333333
CHD6	0.4825
PIB5PA	0.897384615384615
SELS	0.189875
LOC541471	-0.408625
FAT2	-0.3945
ZNF81	-0.112
OR4C16	0.6945
FLJ10081	-1.2433
LRRC4	1.782
CS	-0.4525
N4BP2	0.2725
IGFBP7	-1.08975
ZNF318	0.16125
NDNL2	1.30625
ZNF609	0.001375
SIRT4	0.34925
EXOSC10	-0.90775
ECE2	0.0419166666666667
OVGP1	-0.0285
GTPBP3	-0.60825
PACS2	-0.0942
C19orf36	0.620833333333333
ARL4C	-1.65175
ATG4B	-1.01975
UBQLNL	-1.24825
RHOXF2B	-3.51
PLEKHG2	-0.964
GALR1	-0.0435
AQP4	0.6235
HDAC7A	-0.553833333333333
DCUN1D3	2.204
OR8A1	-0.026
CCRN4L	0.792125
CBR4	-0.660833333333333
KIFC1	-1.45383333333333
SLC7A14	-0.761166666666667
LHX5	1.966
TRPC7	0.8215
LPXN	-1.2355
SERPINA1	2.817
RPS13	-0.2037
BPIL3	-0.387
PRKAA1	0.08025
FADS2	1.7336
ENAH	1.0269375
PRO1768	-0.014
APBA2BP	0.34025
LIPH	2.9605
C3orf33	-0.4135
RCC2	-0.134785714285714
ALDH1A2	-3.61122222222222
RNF103	2.2405
AHCY	-1.1685
ALG12	0.558
CCL17	0.22025
ZNF543	1.37583333333333
ESRRG	2.7551
CNGA1	-1.56233333333333
RDH5	-0.961
OTX1	-1.3055
PTGFR	-1.73466666666667
CDR2	0.423
SELE	1.07325
NLGN2	-1.12133333333333
EXOSC9	-0.774
ZNF566	-0.581666666666667
KLRC2	-4.0365
GPR12	0.628
KIAA0196	0.8605
PDRG1	-1.2815
SSR3	0.635428571428571
MSI1	0.3565
CST9	1.041
CC2D1A	0.2195
PLAGL1	-1.591
ZNF778	-0.9355
RNF2	0.456125
KLF6	0.820166666666667
THBD	1.18283333333333
tcag7.1314	1.34975
NR5A1	0.462
ABCD2	-0.824
DNAJC7	-1.86725
CLEC4C	0.4035
TM2D3	-0.21075
CCDC4	-0.1515
PLAC2	2.3865
DCD	0.2605
FAAH	1.381875
POLA1	-0.549333333333333
TM7SF2	0.40475
FLJ39822	-0.990166666666667
FLOT2	-0.235625
MAP4K1	-1.15633333333333
SRP68	-0.580375
C21orf74	0.19
ARPC5	0.474
LOC126075	2.17475
HECW2	-0.919142857142857
ZDHHC4	-1.25475
ANKRD42	2.6881
PDE9A	-0.928166666666667
ABCA8	-1.74325
NDUFS2	-0.71675
UBR5	-0.09925
BTBD16	-2.756
LOC554174	0.1315
ZNF20	1.425
KIAA1843	1.016
WDR17	0.113875
C15orf33	0.393
RNF113A	-0.5795
CAMKK1	-0.27
CLCN2	0.0775
ANXA6	-1.4675
LOC340069	0.509
EMID1	1.048125
DPM3	0.830166666666667
ELA1	0.0895
SLC25A13	-0.4117
KRT24	-0.2905
SMPD1	-0.576666666666667
TH	0.194375
COL6A2	-0.493428571428571
ANKS1B	0.453
GPR126	-3.8249
ZC3H12A	-0.315333333333333
TMEM47	-2.05533333333333
C2orf51	-0.0796666666666666
C1orf88	4.41416666666667
HSF2BP	-0.47775
AKAP10	0.40675
RPAP3	-0.9895
KLHDC8B	0.146625
STOM	-0.2732
MUPCDH	0.491
C10orf72	-0.464125
PLEKHA3	1.17383333333333
TCP11L1	-0.5265
CWF19L1	-0.44575
SPEF1	1.78830769230769
YSK4	0.20175
ELN	0.1243
SAMD8	0.781
MPI	-0.9295
MEPCE	-0.2973
ABCC3	-0.091125
NANOGP1	-3.026
KCNK17	0.76725
HLA-DMB	2.404
RRAGA	0.40925
ANGEL1	-0.0505
RBM32B	0.3665
CPN1	-3.544
MGC52282	-0.5689
HLA-A	1.49175
OR9G4	0.419
EDNRB	-2.75475
SCD	1.29092857142857
C14orf80	-0.343333333333333
BAGE2	0.7505
RABL4	1.74966666666667
RCVRN	-1.965
SHANK1	-0.002
NLRP7	-3.8545
CD226	-0.3915
STAT3	1.0255625
SYNJ2	-0.376
TPCN2	-0.4095
WDR36	-1.54108333333333
MBD4	0.332
ROBO1	-1.6971
ST3GAL6	-3.30175
SLAMF8	1.71266666666667
ATN1	0.5345
GPR141	-0.02375
KRT36	-0.0465
TPH1	0.6445
DDX52	0.1065
ZSCAN29	0.974
TRPT1	0.3065
DPEP3	0.947
DENND4A	-0.318
TSPAN16	0.6125
PTCHD2	-0.556
LOC145814	-0.4955
CAP1	0.287333333333333
EIF5A2	-0.7387
NT5DC3	-1.499625
SEPT9	-0.709625
SEZ6L2	0.50275
EGFLAM	2.70225
VPS11	0.19575
NDUFB5	0.110666666666667
CIDEA	0.314333333333333
IER5L	1.269
N6AMT1	1.02925
FAM83C	-0.60025
OXR1	1.92575
IRX1	0.0125
DGKB	-1.087
GCN5L2	-2.41975
MIR16	1.707875
FBXW9	-1.30875
WDR4	-1.75016666666667
PDC	-0.146
VPS33B	-0.7365
HEXB	-0.65925
FLJ32214	0.62475
TCEB3	-0.9315
CRLF1	-3.373
ABI3BP	-0.928666666666667
C8orf22	-3.461
PYCR1	-1.3075
KIAA1706	1.364
CDK5R2	0.810375
WAS	0.0335
C12orf60	-0.21475
CCBL2	-0.178625
MADD	-0.78425
C5orf34	-1.7535
WDR42A	1.0509
KLF12	-0.0485
HSPA1A	1.931
ITM2C	-2.116
DAPK2	1.679
LOC442590	-0.52
SUMF2	-0.811625
CENPA	-1.70153846153846
TMED5	-0.632
CDH6	-1.5699
BRP44	1.534875
THG1L	-0.9445
GABRA2	-1.20866666666667
C14orf166	-0.24875
MYL1	-1.68716666666667
TNFSF18	1.049
PAP2D	-1.84783333333333
PPIB	0.00425
KLHL4	-1.049125
SFN	0.465833333333333
CCDC127	1.006
FRAP1	-0.122
GOLGA5	0.8925
SDCCAG1	0.177375
MGC21675	0.388
C10orf95	-0.9975
KIAA1345	0.475166666666667
C1orf163	-0.9435
LACE1	-0.75
OR10K2	0.553
CENPN	-2.28716
TMED2	0.11275
UGT1A6	-0.8565
ANG	0.39
U2AF1	-1.6165
CASC2	1.0095
NMT2	-1.8905
OSGEPL1	0.02825
DFNB31	-0.633
SLC6A20	0.27075
DKC1	-1.3485
FXYD4	-0.95775
WDR64	0.4695
MGC5590	0.5255
CREBZF	-0.77
DAZ1	-0.55575
PRPSAP1	-0.92425
GCHFR	-1.1725
TTC7A	-0.68725
LOC196993	0.206
UBD	-1.02916666666667
S100A1	0.5615
RPL6	0.36
DNAJB6	0.7769
NAGS	2.5561
C2orf58	0.326
KERA	-0.0683333333333334
MT1X	-1.3964
UBE2B	0.8668
KEAP1	0.30525
MST1	-2.961375
OMA1	0.8115
ABLIM2	1.34725
BCL2L13	0.405166666666667
JAZF1	-1.68116666666667
TMEM63B	1.1785
S100A8	-0.5455
ARFIP2	0.10325
UROS	0.35025
KHDRBS2	-0.5285
POLQ	-2.0655
SOAT1	-1.19125
SPAG4	-0.3
MRPS30	1.25883333333333
LOC494141	-0.19575
OR2T11	1.5995
ORAOV1	-0.6992
ZNF184	0.1045
TCEB3B	0.2058
ADAM21	0.1905
GDPD1	0.88475
SPINLW1	-0.4455
PRR14	0.623333333333333
KCTD9	-1.0195
NUDT3	0.60425
KIAA1822	0.7906
HIST1H4K	1.711
DFNA5	-4.1955
GABPA	-0.16425
C14orf44	0.14425
POLB	2.25175
PTAR1	-0.67025
SEC31A	0.2636
TRIM58	-0.02425
TAS2R14	-0.4925
VPS8	0.21475
H1F0	2.523
PRKCB1	-4.23083333333333
UGT2A1	0.957
TOR1B	0.5555
LSS	-1.48116666666667
C2orf19	0.206
HNRNPC	0.392571428571429
TMEM100	-3.561
LOC116349	0.736
OR51M1	0.8115
CCDC142	-0.617
ISG15	2.46825
ZCCHC14	-0.4695
CREBL2	1.608875
TGDS	-1.62325
DC2	-0.885
CACNA2D3	-1.92535714285714
ZNF429	-0.080625
LYPD6	-0.911166666666667
SUCLG1	-0.756333333333333
OR51I1	0.02
MAGEH1	-0.41275
PRPF40A	-0.3715
SMR3A	0.8945
SPINK2	-0.75925
THAP2	0.465625
NPY5R	5.97225
IRF4	-2.991625
SPESP1	-1.89583333333333
OR10S1	0.77
DTD1	-2.112
TUBE1	-1.92575
DDX19A	-1.6755
PDPN	-1.591125
TMEM34	0.812
MGAM	0.229333333333333
COL3A1	5.10944444444444
GFM2	-1.0212
OR5A2	-0.502
PSG9	-0.89
ARHGEF11	-0.0138333333333333
IVNS1ABP	-0.8338125
SIGIRR	1.5965
DUSP19	0.00900000000000001
DNAJC14	0.2843
ACSS1	-1.9935
IL1RAPL2	0.2055
C4orf30	-1.31875
SEPT4	1.052
LANCL3	-2.42725
SPAG17	3.1755
PRDX3	-0.355875
HNF1A	0.288375
P4HA2	-0.18375
RFWD3	-1.2725
MOV10	-1.14
DNAJA5	0.593571428571429
LOC729440	-0.031
LOC200383	0.73125
SMC2	-2.51075
MIXL1	-0.951
TMEM9	1.41675
FAM86A	2.376
ZNF174	0.3764
MYH14	-0.4705
CCR8	0.8785
VPS37C	0.979833333333333
GPATCH1	0.155666666666667
B3GNT8	3.2745
TBX4	-1.40775
CNR2	0.221833333333333
PCDH1	1.29425
C5orf29	1.088625
OCIAD2	2.451
PLCG2	0.3485
KIAA0247	1.409375
HRH3	0.38975
CAPN13	4.97825
CCR1	-0.3098
MGC15523	-0.210166666666667
UVRAG	0.253833333333333
DNAJA2	0.586666666666667
ITGA2B	-0.7115
CLDN5	2.838875
PTPRN2	-1.71228571428571
ZNF512	-1.12083333333333
PSAP	-0.229285714285714
CCDC140	0.88
LRRC55	-0.3695
CYP26C1	0.8745
C8orf47	-1.67475
LYN	-0.304375
DUSP6	1.00166666666667
TGFB3	1.97373333333333
ELK1	-0.7376
PCDH11Y	-0.440166666666667
HGD	-0.57875
C17orf58	0.762
MYO3A	-0.7925
SERPINE2	-5.8975
AARSD1	-0.693375
C14orf73	-0.9095
ADAM33	0.07125
ZNF491	-0.2435
MAPK6	-1.08933333333333
TCN1	3.0015
SLC24A6	0.7065
UBE2R2	0.49825
H1FNT	0.3835
TATDN2	0.294666666666667
LILRB1	0.62125
P2RY5	0.2095
NUCB2	1.5975
C2orf37	1.62225
SNX27	1.6515
MTA3	0.177375
FOXO4	-0.02325
ID4	-2.92866666666667
SOX5	0.7385
PXMP3	1.6785
OR52M1	0.646
SFT2D3	-0.54825
INA	-2.25866666666667
MCOLN1	0.69575
NFIX	2.102
CLEC14A	4.14533333333333
HIBCH	-0.120166666666667
PLA2G5	0.9825
TIMM10	-0.0481666666666667
MED17	0.2037
COL4A4	-0.8505
TPP1	0.215333333333333
GJA3	-1.80066666666667
TMPRSS5	-2.28425
AADACL3	0.234
DNMBP	-2.0055
ENPP5	1.6315
NQO1	-0.3673
ZSCAN2	0.502
SEC24C	-0.0381666666666667
GTF2A1L	-1.923
AXIN2	-1.4339
FAM33A	-0.713166666666667
C16orf13	0.723625
SPNS2	1.4545
TAF1	0.002
AP1G2	-0.389166666666667
RBM42	-0.163166666666667
HCN2	0.706166666666667
EFHB	-0.5735
RUSC1	0.423833333333333
GRIK5	0.7495
USP21	-0.286333333333333
ATAD3C	1.2255
ORMDL2	1.967125
PRSS7	-3.6835
PSAT1	-6.205
