Hybridization REF	TCGA-A8-A08G-01A-11R-A00Z-07
PTPRR	-0.66175
IRAK1	1.655375
LOC401397	-0.598
TMSB10	-0.215142857142857
CXCL3	-3.3747
TMC4	2.58875
OR7A10	0.327
STYK1	2.01725
CHRNA10	1.0015
CCNI	1.11175
EP300	0.577571428571429
LOC165186	-0.418833333333333
HIC2	-3.053
SDR-O	-0.093
OR2W1	0.3765
KCNA6	0.1555
TRIM74	-1.69175
REEP6	0.847
ATP5G2	0.05025
ERG	0.228375
TMEM42	-0.2295
PARN	0.3795
SOD2	-0.8436875
DIRAS1	0.6285
PNPT1	-0.4075
JOSD3	-2.228
hCG_40738	0.38
PDE1C	-1.8575
SEMA4D	0.6855
AGPAT1	0.1355
NOSTRIN	0.300625
MAP3K3	0.260833333333333
MAX	0.645357142857143
CAPS	2.66216666666667
SERPINA12	0.08
OSBPL8	-0.15075
RICS	0.9767
NR4A2	2.39083333333333
PPCS	1.287
LONP1	-0.25625
SCYL3	1.848
HERC2P2	-1.17366666666667
FIBCD1	-0.866
C15orf41	-0.80425
DMC1	-0.502833333333333
C20orf27	-0.706
RPS6KA5	0.6177
FAHD1	0.202333333333333
SLC12A4	-0.31175
BRCA1	-0.944833333333333
GBL	0.4275
SLK	0.578166666666667
NUDT9P1	-0.8295
NOXO1	1.661
USP52	-0.02875
BAZ1B	-0.15775
SLCO2B1	2.57975
BBS12	1.063
LRGUK	-0.0935
TERF2IP	0.32475
COL1A1	4.86
KIAA0090	-0.206625
GRK5	-0.265666666666667
AP1S2	-2.234
TMEM52	0.721833333333333
CA11	0.576375
OR4A15	0.722166666666667
ACBD3	0.7708
SPAG11B	0.547625
PRDM2	1.294
FOXP3	0.81825
SMYD3	0.3542
LOC389199	-0.699
LGI2	-0.086
NAPE-PLD	0.645
ANKRD6	1.514
WDR45	0.430166666666667
SHROOM1	-1.1265
PSCD3	0.902
PYY	1.3185
KCNC1	-1.968
ARHGEF9	0.6251
OR8J1	-0.116
GPR55	0.381
NS3BP	1.407
C10orf22	0.785333333333333
NAT8L	0.63675
DUSP4	-1.31883333333333
FOXM1	-1.093
GRAMD2	-0.1087
ZBTB48	0.2345
BUD31	-0.4185
PABPC5	0.287
CCDC41	-0.8505
FBXO11	0.102166666666667
C6orf148	1.41325
RFXAP	-1.205
C6orf15	0.0685
CDK8	-0.367333333333333
C6orf70	0.842625
TESSP2	-1.4045
ALG2	0.0995
PPP1R3D	1.942
TPM3	1.24805555555556
SYT13	5.73825
EPB42	-0.699666666666667
CETN3	-0.633
PRY	-0.102
NTHL1	-0.7435
POLR2B	0.765
RPS28	-1.46675
P2RX3	0.09875
LYZL4	-0.0275
WBP4	0.5406
PMM1	-0.568
C11orf79	-0.03275
CBLL1	-0.952
IL1F10	0.289166666666667
VAX2	0.6375
SETDB1	0.9285
LRAP	-0.400166666666667
GCLM	-0.710333333333333
CPEB3	1.90725
PPM1A	0.2670625
INTS1	0.17875
CAMTA1	1.27425
SAMSN1	-0.824
LOC158830	-2.39683333333333
GMPPA	-0.556875
AIPL1	0.331
IL24	0.450833333333333
BDKRB1	-2.82583333333333
MLF1	1.0067
TAF12	-0.021
ID1	-2.591
THADA	-0.14575
PIK3CB	0.23975
OR4N5	-0.299
TBC1D17	-0.0891666666666667
COX8A	-1.2415
CDCA4	-0.03875
C2orf44	-0.088
ZNF534	-1.23525
IMMP1L	-0.07525
NIPSNAP3B	-0.123875
FTMT	0.254375
PWP2	0.287
MMP15	0.2548
DNAH11	0.3935
MTMR14	0.200625
DNAL4	1.74125
IPP	1.3585
TMEM59	1.0535
C1orf157	0.4125
RGS4	0.657333333333333
DDX18	-0.0708333333333333
SNX6	0.72425
ZNHIT2	0.372833333333333
NCDN	0.284
FLJ33534	2.00975
RAG1	-2.208875
OR4D10	0.3105
PTPN5	-0.1295
POMT1	0.2035
LRRC8A	-0.2289
CYP1A1	-0.25425
CAPN1	0.499333333333333
DDHD2	1.80225
GRIK2	-0.10675
GNRHR	0.4545
PPBP	-0.13525
HTR3A	-1.191625
SLITRK4	1.62525
ANKRD49	-0.61075
BTF3	0.008
SARS	0.83775
C13orf18	0.112833333333333
CACNB1	-0.167642857142857
QKI	-0.306681818181818
SETMAR	0.579
MAN2B1	0.733833333333333
EML3	0.0915
ACADL	-0.4195
OFD1	-0.017625
DEFB114	0.1805
CGA	-0.135
PEX16	0.331166666666667
LRRC10	-0.3575
GNG12	-1.1725
C1orf152	-0.736833333333333
CHRM1	0.3305
CD53	0.852
DBH	-1.346
TFAP2B	-3.570375
HIST1H2BJ	-0.666
FAM46D	0.6415
TMEM11	-0.10725
C3orf32	-2.44925
PCCB	0.845125
IPO13	0.613875
C6orf105	-4.53025
COMMD5	0.75075
SUV420H1	-0.3826
LTBR	2.312
ARHGAP15	-0.90975
HDHD2	0.218
TDRKH	0.946666666666667
LOC401052	1.159
PSG4	-0.8955
GNB4	-0.0446
SPATA4	1.87125
SLC9A3	-1.469
OSBP	0.516166666666667
NBPF3	1.08341666666667
DOCK11	-1.039
SLC39A5	-2.27766666666667
PRR5	0.0678
C10orf63	1.287125
SMTNL2	-1.44625
ADRA1A	-0.337
ASAH1	0.8646
DOM3Z	-0.0848
GIPR	0.0955
AHI1	0.07575
NADSYN1	0.565666666666667
RGS14	0.9279
IL18BP	1.2158
RTN4RL1	-0.24375
ARMC6	0.1635
PSMD5	0.0885
HK3	2.5767
OR4S1	0.253
RSU1	1.0973
MAD2L1	-1.45133333333333
EIF4A3	-0.28975
DLEC1	-0.259166666666667
E4F1	0.621333333333333
CHMP2B	0.9062
CAMSAP1	-0.072
RPS21	-1.30316666666667
ARID5A	-0.0115
UBE2N	0.1363
IGSF8	1.58383333333333
MAGEB6	-1.599
ACAD11	-1.1126
MGC4172	-0.0505
LMO4	-2.388
KLKB1	0.716
HP	-0.6635
HDAC3	0.14125
SCHIP1	-0.996
CLCA1	0.1365
OLFML2A	1.23525
C1orf112	-0.62725
KIF19	0.6815
HAPLN4	-0.2454
CXCR7	-0.709333333333333
GOT2	-0.1251
RAB38	-1.402125
DCX	-1.28025
PPM1H	0.790833333333333
NFYC	0.0891666666666667
KIN	-0.03
ZNF228	0.665
PLSCR4	1.34733333333333
HIG2	-1.11625
FAM79B	6.628
C21orf86	0.00589999999999999
KCNK10	-0.1935
ZNF738	-1.389
FSTL5	-1.021
OR6A2	0.245
OTOA	0.685
EXOC1	0.546125
AHRR	-1.554
PDAP1	-0.874833333333333
C19orf6	0.193
ZAN	0.203
LY6G6E	0.321
EIF4E2	-0.93
C20orf198	0.761
ZNF324	-0.0025
CYP3A5	-2.95866666666667
ENTPD7	0.689666666666667
MBOAT5	0.7965
GJB5	1.2345
TTC13	-0.02225
S100Z	-1.48033333333333
KIAA0664	0.856833333333333
PDGFRB	2.02558333333333
IL17D	-1.81375
OR56B4	-0.417
RDX	-2.12166666666667
SLC34A3	-0.3435
IL28B	1.7785
JUND	1
CHRNB1	-0.6485
CAMK2B	0.70675
FETUB	-1.92675
CXorf23	0.875625
MRTO4	-0.77825
TTC3	1.1327
NDUFB8	-0.829333333333333
EDG2	-1.475
SEMA3G	1.84525
IL23A	-2.0835
GRHL1	1.2122
LOC441054	0.204
WDR65	0.72575
PSTK	0.007
STOML3	0.0675
R3HDM2	0.8281
C5	-1.25275
SLC2A10	2.21783333333333
C3orf22	0.38475
PAQR3	-0.694076923076923
ANKRD26	-0.626
HCRTR1	0.048
LOC399947	-0.578
PSD2	1.22675
TIGD2	-0.412833333333333
SCRN1	0.313625
COQ10A	0.1535
DDI2	0.1725
METTL7B	-1.08016666666667
UCN2	-0.5645
FAM92A3	-1.3685
WDR16	0.492
ZNF511	-0.542166666666667
ZMYM5	-0.963375
POLR3G	-3.08125
ZNF586	-0.2175
C1orf49	0.198666666666667
TANK	0.556833333333333
RCAN1	-1.0555
PELI3	0.367666666666667
LIMD2	-0.70275
TMEM189	0.1255
NTN4	-0.9395
LOC151300	0.121
CLEC2A	-1.224
GPR135	-0.228
DPYSL4	-2.999
JAK2	-0.0691666666666667
TSHZ1	0.902333333333333
TM9SF4	-0.178625
ZNF264	0.564333333333333
SIRPG	1.61625
BICD1	-0.16125
HERC6	2.93783333333333
METTL5	-0.8825
CASP1	1.15025
PRRT1	0.233666666666667
PLA2G4C	2.88383333333333
ICA1L	0.891928571428571
TPTE2	-1.00366666666667
OTUD7A	-0.382
AQP11	-1.53125
APOA2	-4.1615
KALRN	-0.5737
SECTM1	2.3565
IFNAR1	0.7245
TALDO1	1.75575
RAB11FIP4	1.47075
EIF5A	-1.667
FAM49A	1.1195
NEGR1	0.320333333333333
YTHDC2	0.351625
EHD2	-0.620625
NCF1	2.9566
SCRT2	-0.081
HOXA5	-1.61516666666667
NUP133	0.46075
FGF12	-1.170875
SLMO2	0.403625
SNTA1	-0.560375
CACNG2	0.05425
GCM1	0.594
ELF1	1.43016666666667
TLR5	3.827
TCFL5	-1.31583333333333
RBMY2FP	-1.688
LOC100125556	0.736875
FAM129B	-0.52175
MAP3K7IP1	-0.04125
NCK2	1.504
OXA1L	-0.735
FMO9P	2.4035
ZSCAN12	0.57875
PSMD12	0.872833333333333
HSCB	-1.389
CLDN10	-3.993
MGC13053	-0.59025
HPCAL4	-0.682666666666667
ASZ1	-0.307
MEX3D	-0.65575
NFAT5	-1.3349
CSPG4LYP1	-0.489166666666667
FBXO3	0.3885
DVL1	0.396333333333333
CMKLR1	1.93466666666667
TYMS	-3.175125
PEF1	1.7005
ZNF750	1.96766666666667
MCM5	-1.475
MEGF11	-0.76025
KCNK7	-0.016
PTP4A3	0.237
C1QTNF2	-1.52583333333333
OR6S1	0.0975
FAM122B	-0.53775
ZNF551	-0.59575
HBQ1	-3.139
GEMIN6	-0.85025
ARSK	0.5545
RBP7	1.616
CPNE9	0.293
DSC1	1.355
LOC730112	0.16375
MAP2K4	-0.693
HS3ST5	-2.0955
EPB41L3	1.165
TEKT2	0.6735
CDKN2B	0.899166666666666
ZNF480	-1.01425
MAP3K6	0.1404
MAP6	1.93866666666667
HN1	0.0104
OR2L13	0.3925
SLC16A11	0.43125
FAM96A	-1.0025
APOL1	0.9385
C5orf32	0.69675
RTP1	-0.136
RNF175	-0.395
ZBTB41	1.817375
AHCTF1	0.3417
SAE2	0.0247
ITGA2	0.831
MME	-0.362333333333333
CCDC14	-0.91725
MAST4	2.76557142857143
KRT33B	0.0325
KCTD2	0.915166666666667
WDR26	1.11691666666667
MFI2	-0.807
NR4A3	-0.804875
ARSA	1.00575
UNKL	0.335166666666667
SULT6B1	-0.124
CCNA2	-1.91683333333333
SOX15	0.3185
PPAPDC1B	2.059
C19orf44	0.2775
MCAT	0.16225
ARID1B	-0.109375
OR52N1	-0.659
C12orf48	-1.102
MAGI1	0.911625
NIPA2	-0.6985
GBX2	-1.54575
RSHL3	1.499
RAVER1	-0.546
C15orf17	0.8815
SLC30A2	1.704375
ZNF518	-0.765
PCYT1B	-1.18075
C10orf114	-2.16625
EIF3H	-0.278916666666667
SLC25A39	0.492833333333333
KIF1B	-0.531625
AMOTL2	-0.3735
C6orf120	0.52725
PSRC1	-1.10125
PLA2G10	2.030625
KIF5C	-0.186
MRPL37	-0.1585
C17orf62	0.3155
C9orf135	-1.63583333333333
DUSP10	0.308
CLCNKB	0.4855
PSMA5	0.17775
C8orf53	-1.01675
AMPD3	1.174
PIAS1	-0.209
ADCYAP1R1	0.348
GYLTL1B	-0.4615
CDH20	0.1435
FBXO7	-0.4765
TMEM134	1.75633333333333
FLJ14213	1.28066666666667
ZNF3	0.459
LRRFIP1	0.198125
CNOT2	0.62325
ABI3	2.52
ALDH5A1	0.552666666666667
HNT	2.379
SERPINA4	-2.686
TK2	0.43625
STMN1	-0.870444444444444
GUCA2A	-0.1135
GALNT10	0.562142857142857
DPP6	-0.89645
C9orf93	-0.1115
PRELID2	-0.009375
STK39	-0.129875
SFTPA1	-0.96875
CKS2	-2.28588888888889
RHO	-0.009625
C20orf135	-0.11975
XKR3	-2.034
CR1	0.247875
RPS6KA2	0.649571428571429
C20orf112	1.14875
MRPL22	-0.24
C4orf23	0.941666666666667
GADD45B	1.1385
KLHDC1	1.6835
C2orf48	-0.5895
ZNF287	2.478
DAAM2	-0.968
DPPA2	-3.50483333333333
TCTN3	0.662833333333333
DNAJB11	0.22325
FPR1	3.1195
DEFB4	0.458
PTCD2	0.0105
SMOC2	4.731
CABP7	0.18
SERPINB11	0.26975
MAGEF1	-0.625
NDE1	0.807166666666667
ITGA10	0.372
FSHB	0.93
ANXA2	0.02125
HORMAD2	-0.29425
HLCS	1.54
MCF2L	1.784
FH	0.07975
TBC1D24	1.2835
KIAA1505	1.75125
LGALS2	-3.55625
CNBD1	0.6315
SYNPO2L	-1.01175
PTPN23	0.560071428571429
C1orf183	-1.64816666666667
MAGEA8	-3.5645
DGCR8	-1.40475
GSR	-1.61025
PAQR7	0.75125
ZNF676	-0.47325
CACNA1C	0.0546
SP7	0.0635
PDCD6	0.5515
NRN1L	-1.4155
BRI3BP	0.369416666666667
KIAA1183	1.508
ASB4	-0.0625
CCL23	0.2145
OBSL1	-0.094625
SLC12A7	2.71366666666667
KIAA0240	0.4695
CD1B	-3.43683333333333
FCGR2A	1.4895
MDC1	-1.336
HTR1A	0.397166666666667
OCEL1	1.20775
ATP11B	-0.81425
FBXO34	-0.116833333333333
PCDH12	3.06466666666667
RPE	-0.80225
C17orf74	0.089
CSDC2	0.4135
PET112L	0.50625
TMBIM1	1.013125
P2RXL1	-0.597
TCHP	1.197
TRMT1	-1.26666666666667
F2RL2	-0.404333333333333
LRRC32	2.83533333333333
IMPG2	0.6985
BGLAP	0.000750000000000008
LOC493869	-1.8215
MRAS	1.028125
SLC35F5	0.2395
CBWD1	0.104
AXL	-1.550125
ATP2C2	2.30375
TELO2	0.0245
PNPLA3	-1.82325
PCDHB14	0.6755
CD276	0.94825
KRT80	-0.689875
DUSP28	0.9685
CSNK1E	0.0229999999999999
SRP14	0.2615
KCNQ4	0.1795
KRT72	0.0121666666666667
CCDC117	0.775875
C6orf89	0.721555555555556
TUBB2B	-3.15783333333333
RTN4IP1	-0.7835
CR1L	-3.89016666666667
CEND1	-0.211375
C12orf41	0.969166666666667
RNF31	0.125
UBN1	0.799166666666667
C17orf32	1.06925
SLC5A7	0.80625
GPR92	1.81033333333333
ESAM	2.1654
CTNNA1	0.955916666666667
HRBL	0.1932
CBX4	1.41425
TMEM182	0.05325
SH3TC2	-1.5645
IL10	1.72016666666667
PXMP4	-0.1675
RNF167	-0.2621
PAK7	-0.695666666666667
ETV3	-0.1265
ATPIF1	0.0153333333333333
LOC554207	-1.715
OR8H1	-0.1705
WDFY3	1.3655
DPM1	-0.33775
GPSM1	-0.1955
WDR92	-0.1905
LRP1	0.259333333333333
ANKH	-0.85125
THUMPD3	-0.83325
POLR1B	-0.56725
OLFM4	0.751666666666667
RAD9B	0.8675
TSPY2	-3.8775
PAX6	-1.55016666666667
SCG2	-2.878625
SLC17A6	0.24825
FMO3	3.6015
PADI4	-0.218875
TUBB4	-0.3508
NLK	-0.373
POU4F3	-0.1085
SDF4	0.58575
ITGBL1	3.01533333333333
NETO1	-1.07475
TAP2	1.157875
ABBA-1	-0.41425
GNAI1	-0.9215
VPS4B	0.8985
NOPE	-0.5282
GALNT6	1.87116666666667
SESN1	0.594875
GBE1	-1.90833333333333
CLASP1	-1.022
RASGEF1B	1.11975
ACOT11	0.528785714285714
AFAP1	1.28825
OR2H2	-0.04675
DPY19L2P1	0.2535
DZIP1	-2.26475
SEC22C	0.179666666666667
GPR161	-1.21866666666667
RNF146	1.37175
WDR74	-1.34475
GALP	-0.2705
PURA	1.54
DNPEP	0.718416666666667
RP11-78J21.1	-0.7085
ERBB2	2.784625
FANCM	-1.30116666666667
NEO1	1.04533333333333
DDX3Y	-5.0114
RPS3A	-0.014
MXRA7	0.452285714285714
LGALS3	-0.63
GLT8D1	0.64725
CFL2	-2.03383333333333
UPB1	0.04825
NAP1L5	0.141
CLDN14	0.5245
DHX38	-0.275
BTBD1	0.1415
TARS2	0.881166666666667
ABCF1	-0.2025
FCF1	0.262666666666667
LRRC49	0.21025
GUCY1B2	0.4715
C1orf177	0.669166666666667
SMARCA4	0.0191428571428571
LRP8	-2.04616666666667
TAGLN3	-0.78525
MRPL14	-0.8795
TTRAP	0.035
ZDHHC20	0.3785
NFE2L3	-0.9115
KIAA1377	1.296
PALMD	-0.0371
TMEM43	-0.43275
TTL	-1.247875
STAT5B	-0.159166666666667
SSB	-0.941875
OR10H5	0.415
SLC22A13	-0.3435
AKAP3	-0.17425
TIMM23	0.2495
OAS2	2.76066666666667
KIAA0423	1.21275
TRIM11	1.39433333333333
GLIS3	0.748
TMEM50B	0.811166666666667
ARHGEF4	-1.597125
DEGS1	0.303545454545455
TBL1XR1	0.254066666666667
G6PD	-0.77525
SP140	0.4114
MUC17	-0.106285714285714
NUDC	0.1881
DNAJC5B	1.56583333333333
SCARA3	-1.17666666666667
CPA3	6.14783333333333
BCAT2	0.505375
MFN1	-0.1858
NRG3	-0.307
SNX11	1.22425
PLEKHH1	0.819833333333333
GPR177	-0.400166666666667
HCFC2	0.24675
TCAP	-0.53375
MOCOS	-2.46425
C14orf93	-0.5705
PRDM10	-0.540833333333333
SLC16A4	0.28525
SRGAP1	1.5285
VIP	0.76575
DUSP27	-0.00383333333333332
LILRA1	0.6034
MC2R	0.3585
MGC24103	-2.1935
MBTD1	-0.683
FUT11	-0.641166666666667
USP33	0.5266
C15orf39	-1.186
MAP3K12	0.732125
PAAF1	-0.447666666666667
BARHL1	-0.2265
FLJ16165	-0.0315
PIWIL2	-2.56125
SYNE1	0.346166666666667
CMTM4	0.4095
TSPYL1	1.6015
GUF1	-0.504833333333333
TMEM157	1.909
WDR44	0.198
HIST1H3C	-0.14475
DKFZp666G057	1.68475
RNPEP	2.48125
GAS2L2	1.1565
ADH4	-5.04375
GRPR	2.10716666666667
FBXL17	-0.31875
ZBTB10	0.493
Gcom1	0.0691666666666665
HTRA1	1.4857
ZNF585A	0.5395
SLC26A2	-0.0626428571428571
OTOP3	0.5815
WISP1	3.05644444444444
ATP2B4	0.0905833333333333
FLJ10769	1.60475
CRAMP1L	0.9285
CHST12	0.56825
RAB22A	0.766416666666667
TARDBP	-0.0686428571428571
STAU1	0.96275
CRB3	2.01083333333333
MIG7	-2.85175
CHMP1A	0.345666666666667
ZNF160	-0.36975
B3GALT6	-0.1
BARX1	-2.35083333333333
C6orf167	-1.486875
NXNL1	0.361
DHX29	0.84525
HADHB	-0.15925
PLXNB2	1.099125
ILDR1	-0.6245
SLC15A3	3.16975
GAS2	-3.819
C20orf69	-0.60225
NUMB	-0.40925
TNIP1	1.15625
MESP1	3.8455
PSKH1	-0.15275
NSFL1C	0.60225
RHOG	0.599
HEY1	-3.115
KNG1	-2.077125
ITGAX	2.3767
LIN9	-0.0765
CANT1	2.265625
XRN1	0.112142857142857
CCDC96	1.8186
HEATR6	-0.414
GNG7	0.646833333333333
RUNX2	0.5444375
SOX1	-0.117333333333333
FCRL5	-0.0048
ZNF99	0.216625
FAM9A	0.78
SNX22	0.221166666666667
MBNL3	-2.132
ODC1	-3.2701
ADORA2B	-3.37666666666667
NR2F6	1.67825
ZFYVE16	0.532388888888889
SYNJ2BP	0.2157
POLE	-0.38775
E2F2	-1.09
THRA	0.617666666666667
PTGES2	-0.326166666666667
HIP1R	0.9435
TMUB1	-0.237333333333333
ENO3	-2.2565
RSPH10B	0.187
CXorf39	0.63825
IRGC	0.225
GPR109B	-0.78575
FLJ13305	-0.983
LCE3A	-0.9675
TNFRSF18	0.148666666666667
DET1	0.40225
TRPM3	-0.209416666666667
C16orf79	-0.299
FECH	0.786666666666667
RAP2A	0.420666666666667
CRIP1	2.85966666666667
AZIN1	0.205125
SLC7A7	3.532
IL10RA	1.251
TMEM64	-0.149
CDC42EP4	2.2597
C16orf58	0.0903
ARG2	-2.40425
POU5F1P4	-4.8315
FAM62B	0.37875
DNAH8	-2.4226
ASH2L	1.6155
TSLP	-3.923
CNTNAP5	-0.294666666666667
TMEM16C	0.19325
IFNA14	0.2695
SLC1A3	0.5525
CABYR	2.11475
BCL7B	0.7145
NUDT13	-1.08383333333333
C13orf28	0.418
C1orf53	0.18925
ARL6IP4	0.8163
RPL35A	-1.017
EMR3	0.317
RAB40C	1.03325
SLC41A1	0.419
LRCH1	0.477
LY6G5B	-0.908
FAM124A	-0.547714285714286
MGC10981	-4.08583333333333
CLIP3	0.5778
MAP4K2	0.158
CHIC1	1.6905
SULF1	3.702
C20orf30	0.242428571428571
PRDM5	-0.61125
ELOVL1	0.767
C11orf48	-1.032
SLC39A10	0.02
KCNV1	0.68125
ACP1	-0.493333333333333
ZMYM2	0.9835
B3GNT6	0.0935
C9orf69	0.73325
C2orf15	1.2075
C20orf166	0.0435
HSP90AA6P	0.4455
EDG7	-0.08
NEURL	1.788125
LPL	0.358166666666667
CLEC2D	0.370571428571429
GRRP1	0.6205
CD8B	-2.8527
HIST1H3D	-0.4135
SLC6A12	1.826375
FAM27L	-0.734
CD84	2.2162
RASA1	1.052
PHKG1	-0.1475
MAGEA11	-1.0495
IMPA1	-0.1454
NPM3	-1.7645
RARRES1	1.48875
SH3BP1	0.280625
B3GNTL1	-0.016
ARPC5L	-0.058
KLHL26	1.456
SIM2	2.4105
GJC1	0.48
C20orf194	0.40475
EXO1	-1.5785
SLC2A2	-2.50333333333333
LOC285074	-0.7795
LRG1	1.6905
KIRREL	-0.031
PIK3R1	0.488214285714286
C4orf34	1.15625
MAF	-1.98361111111111
ADCY4	3.41633333333333
ZMIZ2	0.922
SLC46A3	2.989
STAMBP	0.203166666666667
CCDC16	1.282
MS4A12	0.108
TCF20	0.033
LRRC46	1.74975
C20orf152	1.742
MRPS6	-0.205125
ABCB11	0.346
KCNC2	0.800666666666667
CDH19	-2.22266666666667
C9orf123	-0.1335
SSH3	2.65625
LDLRAD1	-2.00025
CCBE1	-0.6625
ZNF135	-0.699
TAAR1	0.666
WFDC12	0.378
CCDC42	0.4185
FLJ12529	-0.10275
PER1	-1.31616666666667
TIMM50	-0.760666666666667
SMARCAD1	0.145333333333333
FAM26C	2.28
TP53TG3	-2.6835
SH3RF1	1.95
LMCD1	2.17125
GPR63	-0.087
FLJ21986	-2.912875
AIFM3	0.48525
MICAL1	-0.222333333333333
BLZF1	1.1615
IQCA	1.48716666666667
PCDHGC3	-0.1265
SAC	0.3335
BCL6B	2.19933333333333
DDO	1.94075
MARCO	2.90425
DCHS1	1.87233333333333
C1orf170	-1.67433333333333
CD200R1	1.13283333333333
C22orf15	-0.9025
SEPT11	-0.527833333333333
ADNP	0.97625
UST	-1.336
C13orf34	-0.51
RFFL	0.500714285714286
APBA3	-0.1115
C2orf60	-0.30375
CUTL1	0.0974
PMS1	-0.57925
ZNF689	0.5835
EIF3E	-0.4035
IL9	-0.764833333333333
RPL31	-1.6865
LY9	0.566
ATP2B3	-0.3695
KDELR2	0.0102916666666667
TFCP2	1.0975
NLRP12	0.0975
FLJ45422	-0.63875
TLE4	-1.1649
ZNF570	0.0285
FLJ43806	0.14
TLK2	1.164
CIR	0.1925
MARS2	0.543
COL24A1	0.62175
SDF2L1	-0.7335
HIBADH	0.7005
IGFBP3	-1.90607142857143
C12orf23	0.13775
PSPC1	0.5565
C20orf43	1.00275
TRAV20	0.56
ARHGAP24	0.15275
KIAA1975	0.524125
C1QA	3.4843
DNTT	-4.86866666666667
C10orf6	0.118916666666667
C11orf41	-0.21875
HNRPF	0.49025
COL11A1	6.37333333333333
UBAP2	-0.6395
CDKN2AIPNL	-1.6375
C20orf174	2.41325
SPRED2	0.767
PLA2G12A	0.0463333333333333
ICEBERG	-1.6165
SCN10A	0.646
C11orf65	-0.93775
GBP5	4.635
PITPNC1	-0.660666666666667
POU3F3	-0.2355
NCOA7	-1.2415
LIN7C	-0.0422
LOC348840	-0.471
NKX2-2	-2.50025
ANKRD13D	2.159125
LOC123688	-0.286
FUT2	2.13416666666667
TAAR8	0.1645
FZD4	-0.336
PNMA3	-1.619
OR4L1	0.3815
WIT1	-2.058
EXOC3L	1.8585
ATPBD4	-0.8697
KRBA1	-0.994
UBXD6	-1.4335
HOXB7	-1.417
C7orf23	-0.6375
UNQ338	-0.43475
STAB2	0.5235
CDC20B	1.3665
IRF9	3.0385
CENTG1	-0.0415833333333333
TNPO2	-0.85425
MCPH1	-0.35125
BMS1P5	-0.9285
SLC26A7	0.65375
HIST1H3J	0.20375
C9orf3	-0.349
LBH	0.602625
MYO1D	1.14625
PTDSS2	0.5395
NFU1	-0.25225
DEPDC4	-1.15575
WNT7B	0.775
GLP2R	-0.329
SETD4	0.0521000000000001
DYNLT3	0.7059
FKBP11	-0.559666666666667
SESTD1	0.0333333333333333
FLII	0.5175
RPS16	-1.3451
CHPF	0.248333333333333
CSNK2A1	0.155333333333333
SUMO1P1	-0.1245
FKBP6	-0.433
ZNF214	3.5485
TWIST1	-0.329166666666667
DDX56	0.688166666666667
TRAM1L1	3.142
EPO	-3.108
MRPS18B	-0.981
ZNF682	-0.339666666666667
RPL14	-0.924666666666667
MAFF	0.0705
LOC51136	0.447625
LY96	-0.48375
DDX20	-0.2145
ABTB1	0.702833333333333
ARL5A	-0.2762
CCT6A	-0.3905
HEPACAM	-1.713
EHHADH	-0.732
RBAK	0.615666666666667
CGB1	0.11275
ITGB5	1.0916
YIPF3	0.39725
FKBP2	-0.804
NR1D1	0.983
TMEM110	0.8265
NEK2	-0.0921666666666667
PRAMEF8	-3.13575
C20orf52	-1.12333333333333
PCDHGA3	-0.6525
VWA3B	0.37575
NDUFA5	0.0296249999999999
THAP9	0.2
FLVCR2	1.0835
AP1S1	-1.152625
SMAD6	-1.0605
SAV1	-0.3735
SAT1	1.60575
ZNF251	0.967625
ADAMTS7	-0.0516
RPP38	0.348
C1orf211	-1.4225
YPEL2	1.2924
RBMS1	-0.88675
ZNF445	-0.559166666666667
NRXN2	-0.555166666666667
PGBD4	-0.686
UGT2B28	-2.65925
WBSCR16	-0.1169
NLRC3	0.489
ASTL	0.2345
ST6GALNAC1	-3.59175
ZADH2	0.439625
MLLT4	0.939083333333333
ARL6	0.364166666666667
MEF2C	0.084
CBFA2T3	-2.072
AFF3	2.22578571428571
COG7	0.572333333333333
MYB	-0.175166666666667
PLXNA3	1.475
XRCC2	-2.14916666666667
MMS19	-0.021875
ST8SIA5	-0.851625
CHPT1	-0.6195
KIAA1712	-0.678
OR6X1	0.3145
ACTR3	-0.093875
UGCG	3.21333333333333
OR4P4	0.112
ZAP70	-2.99975
LPP	0.468
ZNF485	-0.21325
PTPRCAP	-0.64125
IL12RB1	0.84325
ATRX	0.6647
CHST8	1.417
C14orf109	-0.02225
ARV1	0.82525
NMB	-1.82728571428571
COX5A	-0.935833333333333
EIF6	-0.858
MPPED2	1.59483333333333
SEMG1	-1.2415
CHRDL1	-0.544
TRAF3IP2	1.0965
WNK2	-0.529875
LILRA4	2.671
LAMA2	3.5615
PXT1	0.3475
RLBP1	-3.022
CD300C	1.4115
SLTM	0.57225
FLJ10404	0.032875
APOBEC3D	-1.1435
RENBP	2.49383333333333
ATXN7L1	0.43475
NID1	0.92875
TUBGCP3	0.166625
ITIH5	0.274833333333333
CCDC110	3.00825
C8A	-3.27575
MGC87042	-0.51925
HOXC13	-3.0725
TFDP2	-1.1495
HCP5	1.848125
POLI	-0.22275
UCN	-0.682
ZNF764	1.098
C8orf45	1.10475
FHL3	-0.6165
SPATA5L1	-1.36575
MMRN2	2.91916666666667
NDST1	0.535333333333333
COL20A1	-0.673
ZNF248	-0.0943333333333333
PELP1	-1.43083333333333
MBL2	-2.457
RNF41	1.214875
C5orf24	0.133375
THOC5	-0.68975
SERINC3	1.5835
