Hybridization REF	TCGA-E2-A10A-01A-21R-A115-07
SLC16A4	1.1935
SRGAP1	0.303166666666667
VIP	0.47825
DUSP27	1.07783333333333
LILRA1	0.9722
MC2R	0.2215
MGC24103	-1.7055
MBTD1	-1.7375
FUT11	-0.647
USP33	0.7741
C15orf39	-0.0495
MAP3K12	0.467125
PAAF1	-0.648166666666667
BARHL1	0.0055
FLJ16165	-0.573
PIWIL2	-1.9585
SYNE1	0.431416666666667
CMTM4	-0.187875
TSPYL1	1.3324
GUF1	-0.116333333333333
TMEM157	2.3525
WDR44	0.53925
HIST1H3C	0.206
DKFZp666G057	3.45375
RNPEP	0.4215
GAS2L2	-0.101
ADH4	-4.61775
GRPR	3.31833333333333
FBXL17	-0.6025
ZBTB10	0.689666666666667
Gcom1	1.36583333333333
HTRA1	1.4967
ZNF585A	-0.00399999999999997
SLC26A2	-0.157142857142857
OTOP3	0.125333333333333
WISP1	2.56222222222222
ATP2B4	0.323166666666667
FLJ10769	0.55825
CRAMP1L	0.77875
CHST12	-0.074
RAB22A	0.181583333333333
TARDBP	-0.194285714285714
STAU1	-0.0555
CRB3	1.861
MIG7	-0.06175
CHMP1A	-0.875833333333333
ZNF160	0.2535
B3GALT6	-0.5505
BARX1	-2.67733333333333
C6orf167	-0.888125
NXNL1	0.2735
DHX29	0.724875
HADHB	-0.05175
PLXNB2	0.379125
ILDR1	-0.7695
SLC15A3	1.561
GAS2	-3.66233333333333
C20orf69	0.812
NUMB	-0.373
TNIP1	0.354
MESP1	-1.71333333333333
PSKH1	-0.1665
NSFL1C	-0.18425
RHOG	0.33375
HEY1	-1.711
KNG1	-2.023625
ITGAX	1.8703
LIN9	-1.06083333333333
CANT1	1.42875
XRN1	0.403928571428572
CCDC96	2.0448
HEATR6	-1.20466666666667
GNG7	0.273333333333333
RUNX2	1.6614375
SOX1	-0.228833333333333
FCRL5	0.8602
ZNF99	1.02425
FAM9A	1.504
SNX22	0.654
MBNL3	-1.58933333333333
ODC1	-3.0647
ADORA2B	-3.92833333333333
NR2F6	0.221
ZFYVE16	0.465611111111111
SYNJ2BP	0.0975
POLE	-1.001125
E2F2	-0.850875
THRA	0.00583333333333332
PTGES2	-1.04416666666667
HIP1R	0.00483333333333331
TMUB1	-0.754166666666667
ENO3	-2.0985
RSPH10B	0.193
CXorf39	0.82
IRGC	0.04475
GPR109B	-1.12975
FLJ13305	-1.1805
LCE3A	-0.5445
TNFRSF18	-1.508
DET1	0.9855
TRPM3	-0.494416666666667
C16orf79	-0.467
FECH	0.194833333333333
RAP2A	0.212166666666667
CRIP1	3.55416666666667
AZIN1	-0.153625
SLC7A7	3.8355
IL10RA	0.4233
TMEM64	-2.51175
CDC42EP4	1.0704
C16orf58	0.4662
ARG2	-3.33875
POU5F1P4	-4.78475
FAM62B	-0.221625
DNAH8	-2.1314
ASH2L	0.057125
TSLP	-4.3545
CNTNAP5	0.128833333333333
TMEM16C	-0.71975
IFNA14	0.471
SLC1A3	0.803375
CABYR	1.7995
BCL7B	-0.2385
NUDT13	-1.00416666666667
C13orf28	0.47925
C1orf53	2.36925
ARL6IP4	0.1706
RPL35A	-0.1505
EMR3	0.465
RAB40C	0.771416666666667
SLC41A1	-0.000333333333333328
LRCH1	-0.13625
LY6G5B	-0.2
FAM124A	-0.250785714285714
MGC10981	-3.64266666666667
CLIP3	0.012
MAP4K2	-0.0231666666666667
CHIC1	0.17925
SULF1	4.8455
C20orf30	-0.323214285714286
PRDM5	0.361
ELOVL1	0.0555
C11orf48	-0.503125
SLC39A10	-0.81875
KCNV1	0.14625
ACP1	0.0295
ZMYM2	0.14125
B3GNT6	0.1955
C9orf69	0.00425
C2orf15	2.3785
C20orf166	-0.1465
HSP90AA6P	0.0455
EDG7	1.1705
NEURL	3.272625
LPL	1.34266666666667
CLEC2D	-0.463642857142857
GRRP1	0.987166666666667
CD8B	-3.7989
HIST1H3D	-0.695666666666667
SLC6A12	0.37925
FAM27L	-0.0365
CD84	2.004
RASA1	0.408
PHKG1	0.151
MAGEA11	-0.8535
IMPA1	-0.3951
NPM3	-2.18175
RARRES1	2.526
SH3BP1	-0.18075
B3GNTL1	-0.9175
ARPC5L	0.220666666666667
KLHL26	0.42375
SIM2	-3.3725
GJC1	0.005
C20orf194	-0.0445
EXO1	-2.9695
SLC2A2	-2.11666666666667
LOC285074	-0.32
LRG1	2.32325
KIRREL	-0.4175
PIK3R1	1.61442857142857
C4orf34	1.86125
MAF	-1.66533333333333
ADCY4	3.21233333333333
ZMIZ2	0.4835
SLC46A3	2.48616666666667
STAMBP	0.0576666666666667
CCDC16	0.7065
MS4A12	0.249
TCF20	-0.2975
LRRC46	1.4595
C20orf152	0.12
MRPS6	-0.37725
ABCB11	0.00899999999999999
KCNC2	-0.0875
CDH19	-3.14316666666667
C9orf123	0.0435
SSH3	0.97225
LDLRAD1	-1.472
CCBE1	-0.618
ZNF135	1.630125
TAAR1	0.1105
WFDC12	0.304
CCDC42	-0.5445
FLJ12529	-0.1135
PER1	-0.781666666666667
TIMM50	-1.00116666666667
SMARCAD1	0.158666666666667
FAM26C	0.239
TP53TG3	-2.88416666666667
SH3RF1	2.9219
LMCD1	2.63625
GPR63	-0.044
FLJ21986	-3.19725
AIFM3	-0.43475
MICAL1	-0.6175
BLZF1	1.475
IQCA	0.692
PCDHGC3	-0.6125
SAC	0.7995
BCL6B	1.908
DDO	2.28225
MARCO	3.4645
DCHS1	1.54733333333333
C1orf170	0.0998333333333333
CD200R1	0.499833333333333
C22orf15	-0.481
SEPT11	0.219666666666667
ADNP	0.5465
UST	1.4089
C13orf34	-1.0545
RFFL	0.643785714285714
APBA3	0.0205
C2orf60	0.0885
CUTL1	0.3292
PMS1	-0.5865
ZNF689	0.345
EIF3E	-1.46066666666667
IL9	0.291
RPL31	-0.189375
LY9	-0.031
ATP2B3	-0.074
KDELR2	-0.07275
TFCP2	0.26275
NLRP12	1.11475
FLJ45422	-0.4765
TLE4	-1.4445
ZNF570	-0.2705
FLJ43806	-0.888
TLK2	-0.054625
CIR	0.729
MARS2	-0.1275
COL24A1	1.71025
SDF2L1	-0.605
HIBADH	-1.0415
IGFBP3	-2.68671428571428
C12orf23	0.9875
PSPC1	-0.197
C20orf43	-0.561
TRAV20	0.023
ARHGAP24	0.53475
KIAA1975	-1.447125
C1QA	3.0324
DNTT	-5.24133333333333
C10orf6	-0.09075
C11orf41	0.430375
HNRPF	0.403375
COL11A1	6.701
UBAP2	-0.868666666666667
CDKN2AIPNL	-0.819
C20orf174	1.74525
SPRED2	1.039
PLA2G12A	0.613333333333333
ICEBERG	-1.96533333333333
SCN10A	0.2165
C11orf65	-1.20175
GBP5	3.75625
PITPNC1	-1.0785
POU3F3	-0.2745
NCOA7	0.011875
LIN7C	0.09
LOC348840	-0.6425
NKX2-2	-2.83325
ANKRD13D	0.01425
LOC123688	0.61925
FUT2	2.303
TAAR8	0.4445
FZD4	0.0995
PNMA3	-1.47466666666667
OR4L1	0.4295
WIT1	-2.31275
EXOC3L	1.32425
ATPBD4	-0.0506
KRBA1	-0.3645
UBXD6	0.8225
HOXB7	-0.867357142857143
C7orf23	0.032
UNQ338	-0.942
STAB2	0.3
CDC20B	0.75525
IRF9	1.79725
CENTG1	-0.199416666666667
TNPO2	-0.9595
MCPH1	-0.034875
BMS1P5	-0.929
SLC26A7	-0.1635
HIST1H3J	-0.19075
C9orf3	-0.4696
LBH	0.7445
MYO1D	1.288125
PTDSS2	-0.25625
NFU1	0.75875
DEPDC4	-0.977
WNT7B	0.0588
GLP2R	-0.365
SETD4	-0.0314
DYNLT3	0.4441
FKBP11	0.111666666666667
SESTD1	1.129
FLII	0.30925
RPS16	-0.6
CHPF	0.504833333333333
CSNK2A1	-0.423666666666667
SUMO1P1	0.21025
FKBP6	1.2575
ZNF214	2.15966666666667
TWIST1	-0.305833333333333
DDX56	-0.795333333333333
TRAM1L1	2.7598
EPO	-3.45116666666667
MRPS18B	-0.31575
ZNF682	0.0838333333333333
RPL14	-0.615
MAFF	-0.08825
LOC51136	0.106875
LY96	-0.12975
DDX20	0.07875
ABTB1	1.19383333333333
ARL5A	0.2788
CCT6A	-0.91725
HEPACAM	-1.47266666666667
EHHADH	-0.0783333333333333
RBAK	0.1265
CGB1	-0.1285
ITGB5	0.6595
YIPF3	1.48925
FKBP2	0.622
NR1D1	-0.9533
TMEM110	0.4355
NEK2	-0.847333333333333
PRAMEF8	-3.1
C20orf52	-0.411
PCDHGA3	-0.602
VWA3B	-0.07725
NDUFA5	0.12225
THAP9	0.17
FLVCR2	-0.241
AP1S1	-1.019375
SMAD6	-0.56775
SAV1	1.41575
SAT1	1.753125
ZNF251	0.9905
ADAMTS7	-0.1979
RPP38	0.61
C1orf211	-1.6085
YPEL2	1.77565
RBMS1	0.00724999999999999
ZNF445	-0.149666666666667
NRXN2	-0.390666666666667
PGBD4	-0.04275
UGT2B28	4.289
WBSCR16	-0.5363
NLRC3	0.550375
ASTL	0.016
ST6GALNAC1	-3.95775
ZADH2	0.66
MLLT4	0.793916666666667
ARL6	1.36716666666667
MEF2C	0.02375
CBFA2T3	0.7615
AFF3	2.57564285714286
COG7	0.995833333333333
MYB	-0.248666666666667
PLXNA3	-0.0115
XRCC2	-1.957
MMS19	-0.244625
ST8SIA5	-0.635125
CHPT1	-0.630333333333333
KIAA1712	0.174375
OR6X1	0.457
ACTR3	0.00175
UGCG	3.2295
OR4P4	0.808
ZAP70	-3.5905
LPP	0.86925
ZNF485	0.108
PTPRCAP	-0.74475
IL12RB1	0.12325
ATRX	0.3641
CHST8	0.927125
C14orf109	0.62275
ARV1	-0.27525
NMB	-1.06442857142857
COX5A	-0.1285
EIF6	-0.77975
MPPED2	2.08316666666667
SEMG1	-1.7595
CHRDL1	-0.436
TRAF3IP2	1.08325
WNK2	-0.488625
LILRA4	1.3005
LAMA2	3.054
PXT1	0.695
RLBP1	-3.27425
CD300C	0.826
SLTM	0.5765
FLJ10404	-0.67075
APOBEC3D	-1.78316666666667
RENBP	0.667333333333333
ATXN7L1	0.36125
NID1	0.6205
TUBGCP3	-0.36125
ITIH5	0.0465555555555556
CCDC110	3.162
C8A	-2.1965
MGC87042	-1.995
HOXC13	-3.772
TFDP2	-0.73275
HCP5	1.96375
POLI	0.841
UCN	-0.4425
ZNF764	0.276333333333333
C8orf45	0.20075
FHL3	-0.355
SPATA5L1	0.48575
MMRN2	2.24066666666667
NDST1	0.595166666666667
COL20A1	-0.612333333333333
ZNF248	0.276166666666667
PELP1	-0.0913333333333333
MBL2	-2.7655
RNF41	0.556875
C5orf24	0.818875
THOC5	-0.972625
SERINC3	0.55775
RP11-151A6.2	1.8425
CDCP2	-2.3
HIST1H2AA	0.48575
C11orf75	-0.248166666666667
FKBP7	0.17
DDOST	-1.14175
GPNMB	0.396666666666667
TTF2	-1.1395
KCNT1	-0.173666666666667
SLC39A14	-0.80525
NGRN	0.7391
GPR137B	1.72575
MECP2	0.158375
PSMA1	0.03925
C16orf73	-4.77825
TMEM60	0.0265
CSN3	-0.7075
NOS1	0.1515
RAB7L1	-1.1455
YBX2	0.3455
KIAA1166	-0.1385
FUBP3	-0.138666666666667
ABCG1	1.857
ACACA	-0.602583333333333
ARL11	1.8725
ATOH1	-0.9225
ODF1	0.0974
CREB3L3	-1.4725
TMEM127	1.66721428571429
DSCAML1	-0.876
PLN	2.7235
LYPLA1	-0.433
PRDM9	-1.60525
SASP	-0.61725
PLUNC	-0.052
INTU	1.5265
HISPPD1	0.5975
LNPEP	0.6005
YARS2	-0.4135
APCDD1L	-1.3085
ZCCHC4	-0.3334
FBXO22	0.105166666666667
TTLL13	0.3955
ZNF669	-1.104
PTGDR	2.10325
DDX27	0.04575
KIAA0409	-0.0425
GJB6	0.1195
ASB8	0.88925
PLP2	0.441666666666667
MEPE	1.67825
OR10J5	-0.482
KRT222P	4.983
COQ7	0.302833333333333
C1orf101	1.0485
RERG	2.172
CHMP5	0.873
THAP11	-0.70175
ZNF43	1.65333333333333
ZRANB3	-1.02216666666667
KRT13	-1.45775
MRPL19	-0.1195
RBBP9	-0.00562499999999999
SPATA17	-0.31625
BXDC5	0.951
PAFAH1B1	0.163083333333333
MAGEE1	1.117
OSTF1	-0.27075
KIAA0323	-0.333333333333333
TXNDC13	0.240666666666667
CNTN4	2.77775
LCE1B	1.0335
UNQ501	-0.0475
ZNF154	0.09375
C3orf64	1.179
SYT5	-0.0077
PON1	0.042
FLJ10357	-0.489375
ATP4A	-1.6145
GNPDA1	-0.675333333333333
MGAT1	0.446333333333333
C14orf121	-0.469
SLC35B2	0.057
MIER3	0.172166666666667
CHEK1	-2.12
ZNF8	0.366666666666667
TXNDC1	0.298
CKB	-3.2455
RTN3	0.388142857142857
FZD2	-0.2025
PART1	0.361
PSMB6	0.367
PCDHB8	-1.2865
PHC3	0.872
PPP1R8	-0.717
NOVA2	1.94183333333333
TNFRSF11B	-3.2125
GOLPH3	0.4255
UBLCP1	0.16675
SUHW3	-1.49375
TTLL1	0.5545
OPN4	0.1845
OR13G1	0.0305
ZPBP2	-0.308166666666667
HSD17B11	-1.153125
C9orf50	-0.2315
DHDDS	-0.512285714285714
CTSW	0.1348
NEFM	-2.63816666666667
MRPL28	-0.91475
SYN1	-0.131333333333333
PIGV	0.0906666666666667
ZIM2	-1.17875
APBB1	0.475666666666667
SND1	-0.71025
C1orf123	0.353166666666667
CHD3	-0.29725
BHLHB8	0.00125
RNASE2	1.39816666666667
BCAP31	-0.0275
SLC25A44	0.18
CHD6	0.2102
PIB5PA	1.59323076923077
SELS	0.953375
LOC541471	0.020625
FAT2	-0.1505
ZNF81	0.141
OR4C16	0.4165
FLJ10081	0.7988
LRRC4	1.60275
CS	-0.807833333333333
N4BP2	-0.025125
IGFBP7	2.37575
ZNF318	0.173
NDNL2	1.492
ZNF609	1.441125
SIRT4	-0.6115
EXOSC10	-0.808
ECE2	-0.187916666666667
OVGP1	0.98375
GTPBP3	-1.02425
PACS2	0.3864
C19orf36	-1.00633333333333
ARL4C	-1.477
ATG4B	-0.1295
UBQLNL	0.3025
RHOXF2B	-4.464
PLEKHG2	-0.8395
GALR1	-0.1555
AQP4	-0.0343333333333333
HDAC7A	0.6535
DCUN1D3	0.49025
OR8A1	0.1435
CCRN4L	-0.03975
CBR4	0.231
KIFC1	-1.63883333333333
SLC7A14	-1.08633333333333
LHX5	-0.1835
TRPC7	-0.668
LPXN	-0.9525
SERPINA1	0.245625
RPS13	-0.3275
BPIL3	0.572
PRKAA1	-0.66475
FADS2	0.5394
ENAH	-0.606375
PRO1768	-0.819
APBA2BP	-0.16
LIPH	3.46483333333333
C3orf33	-0.70325
RCC2	-0.993928571428571
ALDH1A2	-3.546
RNF103	2.7085
AHCY	-1.701875
ALG12	-0.0375
CCL17	0.60025
ZNF543	0.923833333333333
ESRRG	1.4952
CNGA1	-0.693
RDH5	-1.09966666666667
OTX1	-0.363
PTGFR	-1.75483333333333
CDR2	1.057875
SELE	3.7355
NLGN2	0.221166666666667
EXOSC9	0.00199999999999999
ZNF566	-0.155
KLRC2	-2.463
GPR12	0.4255
KIAA0196	0.4765
PDRG1	-0.72925
SSR3	-0.361928571428571
MSI1	-0.2355
CST9	0.529
CC2D1A	-0.069625
PLAGL1	-1.041
ZNF778	-0.2135
RNF2	0.82025
KLF6	0.536833333333333
THBD	2.51016666666667
tcag7.1314	1.8595
NR5A1	-0.0901666666666667
ABCD2	-0.5535
DNAJC7	-1.36125
CLEC4C	0.0515
TM2D3	1.21575
CCDC4	-0.4065
PLAC2	-1.57575
DCD	-0.397
FAAH	2.36175
POLA1	0.145833333333333
TM7SF2	-0.872125
FLJ39822	-0.7565
FLOT2	-0.440375
MAP4K1	-0.596333333333333
SRP68	-0.5895
C21orf74	-0.0695
ARPC5	1.226625
LOC126075	1.454
HECW2	0.4585
ZDHHC4	-0.1585
ANKRD42	1.7428
PDE9A	-1.20333333333333
ABCA8	-0.63175
NDUFS2	0.25975
UBR5	0.023125
BTBD16	-2.63525
LOC554174	0.9215
ZNF20	1.166
KIAA1843	0.4075
WDR17	1.5255
C15orf33	0.6025
RNF113A	-0.1835
CAMKK1	-0.0848
CLCN2	-0.331
ANXA6	0.722
LOC340069	0.2505
EMID1	-0.092625
DPM3	0.391333333333333
ELA1	0.164
SLC25A13	-0.8806
KRT24	0.5515
SMPD1	0.3415
TH	-0.0515
COL6A2	0.446214285714286
ANKS1B	2.72
GPR126	-3.7836
ZC3H12A	0.896833333333333
TMEM47	-0.0535
C2orf51	-0.132666666666667
C1orf88	2.72116666666667
HSF2BP	0.81775
AKAP10	0.82175
RPAP3	-0.172
KLHDC8B	0.15475
STOM	1.0523
MUPCDH	-0.0125
C10orf72	0.00574999999999999
PLEKHA3	0.923666666666667
TCP11L1	-0.024
CWF19L1	-0.2845
SPEF1	1.23361538461538
YSK4	1.1115
ELN	0.3929
SAMD8	0.565333333333333
MPI	-0.855666666666667
MEPCE	-0.6782
ABCC3	-0.428125
NANOGP1	-2.7885
KCNK17	2.108125
HLA-DMB	3.84416666666667
RRAGA	1.14025
ANGEL1	-0.70075
RBM32B	0.242
CPN1	-2.721
MGC52282	-0.4896
HLA-A	2.08908333333333
OR9G4	0.2435
EDNRB	-2.898375
SCD	-1.21907142857143
C14orf80	-0.704666666666667
BAGE2	-0.1225
RABL4	0.895666666666667
RCVRN	0.4535
SHANK1	0.126
NLRP7	-3.70825
CD226	-0.109
STAT3	0.9150625
SYNJ2	-0.2701
TPCN2	-0.252666666666667
WDR36	-1.45125
MBD4	0.017
ROBO1	1.0314
ST3GAL6	-2.3475
SLAMF8	3.811
ATN1	0.00966666666666667
GPR141	0.073
KRT36	0.3015
TPH1	0.413
DDX52	0.30225
ZSCAN29	1.0215
TRPT1	-0.182166666666667
DPEP3	0.28325
DENND4A	0.293375
TSPAN16	-0.3875
PTCHD2	-0.2735
LOC145814	0.14225
CAP1	0.827166666666667
EIF5A2	-0.5336
NT5DC3	-1.1585
SEPT9	-0.24025
SEZ6L2	0.9925
EGFLAM	3.4915
VPS11	-0.091
NDUFB5	0.122833333333333
CIDEA	1.49833333333333
IER5L	-0.13425
N6AMT1	0.4685
FAM83C	-0.36075
OXR1	0.780166666666667
IRX1	-0.0815
DGKB	-1.28366666666667
GCN5L2	-0.8935
MIR16	0.691875
FBXW9	-0.11125
WDR4	-1.72516666666667
PDC	0.0905
VPS33B	0.0465
HEXB	0.06875
FLJ32214	-0.0435
TCEB3	-1.33775
CRLF1	-4.31125
ABI3BP	-0.749
C8orf22	-3.847
PYCR1	-0.679375
KIAA1706	-0.18675
CDK5R2	0.056375
WAS	0.3395
C12orf60	0.174
CCBL2	-0.157375
MADD	0.18775
C5orf34	-1.04775
WDR42A	1.2242
KLF12	-0.746375
HSPA1A	2.14125
ITM2C	-2.13941666666667
DAPK2	3.385
LOC442590	0.305
SUMF2	-0.175625
CENPA	-1.67107692307692
TMED5	0.089875
CDH6	-0.6566
BRP44	0.420875
THG1L	-0.6455
GABRA2	1.01875
C14orf166	0.96025
MYL1	-1.92033333333333
TNFSF18	0.4925
PAP2D	-0.327
PPIB	-0.6415
KLHL4	-0.334125
SFN	-0.536166666666667
CCDC127	0.06025
FRAP1	-0.91975
GOLGA5	1.47375
SDCCAG1	-0.220125
MGC21675	0.246666666666667
C10orf95	-0.76875
KIAA1345	0.893166666666667
C1orf163	-1.5075
LACE1	-0.255
OR10K2	0.731
CENPN	-2.2004
TMED2	0.0255
UGT1A6	0.058
ANG	-1.67725
U2AF1	-0.508833333333333
CASC2	0.485
NMT2	-0.901333333333333
OSGEPL1	0.0875
DFNB31	0.0785
SLC6A20	1.4375
DKC1	-1.08475
FXYD4	-0.85475
WDR64	0.14075
MGC5590	0.4785
CREBZF	-0.101833333333333
DAZ1	-0.02775
PRPSAP1	0.1075
GCHFR	-0.3695
TTC7A	-0.4615
LOC196993	0.5255
UBD	1.73266666666667
S100A1	0.14625
RPL6	-0.695666666666667
DNAJB6	0.4872
NAGS	2.0771
C2orf58	0.8375
KERA	0.405
MT1X	-0.3816
UBE2B	1.4213
KEAP1	0.12175
MST1	-2.78825
OMA1	0.4655
ABLIM2	2.13125
BCL2L13	-0.501
JAZF1	0.888
TMEM63B	1.093
S100A8	0.6536
ARFIP2	1.236
UROS	-0.0075
KHDRBS2	-1.7745
POLQ	-1.60625
SOAT1	-0.75975
SPAG4	-2.43375
MRPS30	1.869
LOC494141	-0.26625
OR2T11	0.8075
ORAOV1	-0.3444
ZNF184	0.0285
TCEB3B	0.397666666666667
ADAM21	0.446
GDPD1	0.8535
SPINLW1	0.1345
PRR14	0.329666666666667
KCTD9	-0.8198
NUDT3	-0.0105
KIAA1822	0.5974
HIST1H4K	-0.012
DFNA5	-1.15575
GABPA	1.181
C14orf44	0.07975
POLB	1.377625
PTAR1	-0.8395
SEC31A	0.6779
TRIM58	-1.00375
TAS2R14	-0.763
VPS8	0.56225
H1F0	-0.184
PRKCB1	-3.60483333333333
UGT2A1	0.4805
TOR1B	0.70475
LSS	-1.14483333333333
C2orf19	-0.3075
HNRNPC	0.249142857142857
TMEM100	-2.72366666666667
LOC116349	-0.908
OR51M1	0.3025
CCDC142	-0.36075
ISG15	2.4295625
ZCCHC14	-0.047125
CREBL2	0.450875
TGDS	-1.26475
DC2	0.04275
CACNA2D3	-2.06457142857143
ZNF429	0.639375
LYPD6	0.7585
SUCLG1	-0.166
OR51I1	-0.7975
MAGEH1	2.0535
PRPF40A	0.335
SMR3A	0.256
SPINK2	-1.7965
THAP2	0.9505
NPY5R	0.701
IRF4	-2.875375
SPESP1	-1.11
OR10S1	0.4005
DTD1	-1.0575
TUBE1	-0.6575
DDX19A	-1.17
PDPN	-0.676875
TMEM34	0.7825
MGAM	4.30225
COL3A1	5.39916666666667
GFM2	-0.0134
OR5A2	0.606
PSG9	-0.6975
ARHGEF11	0.685666666666667
IVNS1ABP	-0.1075
SIGIRR	1.0265
DUSP19	-0.411625
DNAJC14	0.1872
ACSS1	0.72125
IL1RAPL2	0.6215
C4orf30	-0.30475
SEPT4	1.67575
LANCL3	-1.6105
SPAG17	4.731
PRDX3	0.07675
HNF1A	-0.972625
P4HA2	-0.013625
RFWD3	-1.64216666666667
MOV10	-0.32425
DNAJA5	0.292571428571429
LOC729440	-0.12625
LOC200383	1.275625
SMC2	-0.58475
MIXL1	-0.9525
TMEM9	0.91825
FAM86A	1.1575
ZNF174	0.9983
MYH14	-0.71575
CCR8	0.18125
VPS37C	1.706
GPATCH1	0.381166666666667
B3GNT8	2.676
TBX4	-0.0505
CNR2	0.103833333333333
PCDH1	1.315
C5orf29	4.3385
OCIAD2	1.6115
PLCG2	0.303
KIAA0247	1.56075
HRH3	-0.1127
CAPN13	4.023875
CCR1	0.0507
MGC15523	0.4055
UVRAG	0.749833333333333
DNAJA2	-1.03016666666667
ITGA2B	-0.713
CLDN5	2.661875
PTPRN2	1.27121428571429
ZNF512	0.173666666666667
PSAP	0.542928571428571
CCDC140	-1.5145
LRRC55	-0.12925
CYP26C1	0.221
C8orf47	-1.4055
LYN	-0.135125
DUSP6	-0.298666666666667
TGFB3	2.70206666666667
ELK1	-0.5779
PCDH11Y	-0.158166666666667
HGD	-3.272
C17orf58	0.2085
MYO3A	-0.2845
SERPINE2	-4.8645
AARSD1	-0.9805
C14orf73	-1.37825
ADAM33	-0.239
ZNF491	0.077
MAPK6	-0.452833333333333
TCN1	5.18533333333333
SLC24A6	0.654
UBE2R2	0.52075
H1FNT	0.15425
TATDN2	0.673666666666667
LILRB1	1.99575
P2RY5	1.0395
NUCB2	1.6705
C2orf37	0.735
SNX27	0.828333333333333
MTA3	0.358125
FOXO4	0.281125
ID4	-1.72933333333333
SOX5	-3.13933333333333
PXMP3	0.59275
OR52M1	-0.0435
SFT2D3	0.213
INA	-3.2655
MCOLN1	1.025
NFIX	-0.1827
CLEC14A	4.8875
HIBCH	0.145333333333333
PLA2G5	0.6805
TIMM10	0.0445
MED17	-0.1292
COL4A4	0.8305
TPP1	0.960166666666667
GJA3	-0.889666666666667
TMPRSS5	-1.60175
AADACL3	0.3395
DNMBP	0.35875
ENPP5	5.07583333333333
NQO1	-0.9509
ZSCAN2	-0.302
SEC24C	-0.225333333333333
GTF2A1L	0.997
AXIN2	-0.3233
FAM33A	-0.618833333333333
C16orf13	-0.593375
SPNS2	0.4015
TAF1	-0.2965
AP1G2	-0.4005
RBM42	0.027
HCN2	-0.498333333333333
EFHB	0.7705
RUSC1	0.673166666666667
GRIK5	-0.081
USP21	0.851
ATAD3C	-0.20325
ORMDL2	0.6665
PRSS7	-3.3335
PSAT1	-6.1985
FLJ13195	-0.0135
TBC1D1	0.747
IFNG	0.4985
OTOS	0.101666666666667
ZNF773	0.0603333333333333
EMD	-1.17075
RETN	1.5115
CCL8	3.921
APH1A	0.8785
COX18	0.23025
GTF2IRD2	0.81225
CCDC82	-1.80675
PAFAH2	0.0449
NPEPL1	-0.3453
RP11-114G1.1	0.0805
TP53INP1	1.261625
ZNF300	-2.39383333333333
FOXL2	-3.54825
LARP2	0.156833333333333
LATS1	0.1095
HTR6	0.016
SPOCK2	-1.07983333333333
RNF144B	1.8785
HTATIP2	0.75575
MGC10334	-0.378166666666667
CENTA2	2.67733333333333
FGF2	-3.29575
FXYD7	0.38225
PHYHIPL	-2.40075
GPR34	4.87025
DDX6	-0.869166666666667
OR10W1	0.872
LHFPL1	-1.561
ZNF313	-0.929857142857143
VPS28	0.9215
AP3M1	0.2316
AKR1CL2	-0.95325
TRAF4	-0.14275
OR2B11	0.441
C19orf12	0.525333333333333
AKAP9	1.698
C1orf62	0.123
SLC20A1	-0.5336
FAM112A	-0.16625
LDB2	0.4825
MRPS23	-0.19375
KLK5	-0.071375
SPTB	-0.8738
EFEMP2	0.6945
EFNB2	0.362
PCM1	0.314642857142857
NMNAT3	1.777375
TSG101	1.414
C8orf40	1.15466666666667
NOB1	-1.949
ABHD3	-0.7095
GTF3C4	-0.114625
PIGN	1.026
GALNTL1	-0.11875
AEBP1	1.7605
OR9Q1	0.8105
ANKRD2	-0.347375
CCL28	-2.0195
TRIM38	0.977833333333333
TMCC1	0.218
SMG5	-0.35625
LRRC7	-0.9125
NCAPD2	-2.36833333333333
C6orf153	-0.48575
C1orf74	-0.19875
OTUD6A	0.343
DCP2	-0.559
TMEM24	0.1705
RPL18	0.0556666666666667
TMEM177	-0.5355
LRRC37A3	1.06375
C1D	-0.279333333333333
LDHC	0.5565
UBE4B	-0.764833333333333
NIT1	0.744625
BTN3A3	1.22525
RASD1	3.6995
COMMD3	1.458
SHFM1	0.334
BIRC8	0.166333333333333
DUT	0.34275
C12orf51	0.9435
LRRC59	-0.5895
LY6H	0.9195
WDR22	0.00899999999999999
EDEM1	-0.145928571428571
ADH1A	2.196
PANX2	-0.2092
CYP11B1	0.46225
CDC73	0.46325
GPR172A	-0.3375
GSTM3	-2.03015384615385
KCNA5	-0.32925
SERAC1	0.716333333333333
NFATC2	0.102
ANAPC5	-0.3596
C15orf24	1.24675
NFATC2IP	-0.194916666666667
TNRC6C	-0.0185
MGC102966	-2.985875
FGD5	1.16533333333333
MED9	0.19075
RAB13	0.957166666666667
C15orf49	0.7125
CRYGS	-0.8674
C12orf53	-1.1401
LOC283693	0.1955
COX6B2	-0.722375
PHF14	0.7955
FAM3A	-0.439875
RPL13	-1.4341
PRDX2	0.4431
FLJ34047	-1.517
PRMT3	-0.4615
KCTD19	-1.761
TRIM10	-0.593666666666667
MGC26597	0.296
GCNT4	0.872
GPRASP1	0.30575
CDKN1C	-2.57883333333333
RHBDL2	2.2718
HSPH1	1.519
AQP1	2.042
COL17A1	-2.553
GFAP	0.633375
CDC16	-0.08775
KIAA1614	-0.039
C6orf118	-0.2275
