Hybridization REF	TCGA-A8-A08I-01A-11R-A00Z-07
BRI3BP	0.317363636363636
KIAA1183	0.44225
ASB4	0.102
CCL23	2.484
OBSL1	-0.6705
SLC12A7	0.826583333333333
KIAA0240	0.9285
CD1B	-0.618333333333333
FCGR2A	2.79675
MDC1	-0.8385
HTR1A	0.363333333333333
OCEL1	0.268
ATP11B	-0.4343125
FBXO34	0.156333333333333
PCDH12	0.833833333333333
RPE	-0.77625
C17orf74	0.226
CSDC2	0.0671666666666667
PET112L	-0.2625
TMBIM1	0.54675
P2RXL1	-0.13125
TCHP	-0.6955
TRMT1	-1.39466666666667
F2RL2	-0.497
LRRC32	0.949666666666667
IMPG2	0.383
BGLAP	-0.567
LOC493869	-0.893
MRAS	1.894125
SLC35F5	0.36925
CBWD1	0.676
AXL	-1.9945
ATP2C2	2.16225
TELO2	-0.548
PNPLA3	-0.193
PCDHB14	-2.31775
CD276	-0.429
KRT80	-3.01975
DUSP28	-0.426
CSNK1E	-1.04825
SRP14	0.5255
KCNQ4	0.0185
KRT72	-0.174
CCDC117	-0.304875
C6orf89	0.151055555555556
TUBB2B	-0.4675
RTN4IP1	-1.73475
CR1L	-0.361
CEND1	0.129
C12orf41	-0.303
RNF31	0.565
UBN1	0.544
C17orf32	0.555625
SLC5A7	0.4135
GPR92	1.35116666666667
ESAM	1.0594
CTNNA1	0.33825
HRBL	0.1033
CBX4	0.34375
TMEM182	-0.93975
SH3TC2	-1.82983333333333
IL10	1.439
PXMP4	1.44
RNF167	0.5828
PAK7	-0.003
ETV3	-0.15
ATPIF1	0.3695
LOC554207	-1.92683333333333
OR8H1	0.11925
WDFY3	0.22375
DPM1	-0.182
GPSM1	-1.0525
WDR92	0.1947
LRP1	0.214833333333333
ANKH	-1.49275
THUMPD3	-0.71275
POLR1B	-1.039
OLFM4	2.5518
RAD9B	2.226
TSPY2	-3.8655
PAX6	-1.8878
SCG2	-3.967625
SLC17A6	0.30575
FMO3	2.82425
PADI4	-0.209
TUBB4	-0.7196
NLK	-0.343
POU4F3	-0.3355
SDF4	-0.34425
ITGBL1	0.612666666666667
NETO1	-1.92775
TAP2	2.410625
ABBA-1	-0.0948333333333333
GNAI1	-1.024
VPS4B	1.4535
NOPE	-1.0646
GALNT6	3.6295
SESN1	-1.143125
GBE1	-1.92955555555556
CLASP1	-0.4485
RASGEF1B	1.404625
ACOT11	0.122214285714286
AFAP1	-0.229
OR2H2	-0.31825
DPY19L2P1	1.22175
DZIP1	-0.18075
SEC22C	1.16941666666667
GPR161	-0.735333333333334
RNF146	-0.427
WDR74	-0.699875
GALP	-0.2645
PURA	1.394
DNPEP	0.782583333333333
RP11-78J21.1	-1.17475
ERBB2	0.684625
FANCM	-0.159916666666667
NEO1	0.114666666666667
DDX3Y	-5.2496
RPS3A	-0.076
MXRA7	-1.32757142857143
LGALS3	-1.08383333333333
GLT8D1	0.3775
CFL2	-2.77566666666667
UPB1	0.33425
NAP1L5	0.5875
CLDN14	-1.5745
DHX38	-0.0435
BTBD1	-0.29625
TARS2	0.1845
ABCF1	-0.3812
FCF1	1.098
LRRC49	0.3305
GUCY1B2	-1.595
C1orf177	0.776166666666667
SMARCA4	-0.649642857142857
LRP8	-1.86966666666667
TAGLN3	-0.76475
MRPL14	-0.50075
TTRAP	0.92625
ZDHHC20	0.80875
NFE2L3	0.45875
KIAA1377	-0.194
PALMD	-0.4971
TMEM43	-0.43825
TTL	-0.42475
STAT5B	-0.71
SSB	-0.70025
OR10H5	1.4335
SLC22A13	-0.5105
AKAP3	-0.95
TIMM23	-0.331666666666667
OAS2	3.156
KIAA0423	1.23975
TRIM11	0.374666666666667
GLIS3	0.73275
TMEM50B	1.4095
ARHGEF4	-2.35
DEGS1	0.0988181818181818
TBL1XR1	1.3272
G6PD	-0.53325
SP140	2.08
MUC17	0.314428571428571
NUDC	0.1343
DNAJC5B	4.58416666666667
SCARA3	-0.777666666666667
CPA3	5.837
BCAT2	-0.06975
MFN1	-0.1245
NRG3	-0.145
SNX11	0.0485
PLEKHH1	-0.810333333333333
GPR177	-0.263166666666667
HCFC2	0.462
TCAP	0.52225
MOCOS	0.598
C14orf93	-0.0995
PRDM10	-0.348333333333333
SLC16A4	-1.23891666666667
SRGAP1	0.355
VIP	-0.0715
DUSP27	-0.4285
LILRA1	1.4238
MC2R	-0.04
MGC24103	-4.3985
MBTD1	-0.725
FUT11	-0.039
USP33	0.3011
C15orf39	-2.00925
MAP3K12	0.49675
PAAF1	-0.4705
BARHL1	0.1165
FLJ16165	0.2835
PIWIL2	-2.781
SYNE1	0.47
CMTM4	0.341625
TSPYL1	-0.4663
GUF1	-1.00766666666667
TMEM157	1.054
WDR44	0.275
HIST1H3C	-0.268
DKFZp666G057	1.30525
RNPEP	0.487
GAS2L2	-0.551833333333333
ADH4	-5.062
GRPR	2.66833333333333
FBXL17	0.8675
ZBTB10	0.46175
Gcom1	-0.143444444444444
HTRA1	-0.8827
ZNF585A	0.724166666666667
SLC26A2	0.532
OTOP3	0.4115
WISP1	1.12222222222222
ATP2B4	-0.197
FLJ10769	0.7825
CRAMP1L	-0.11
CHST12	-0.834
RAB22A	1.02108333333333
TARDBP	-0.467285714285714
STAU1	0.51925
CRB3	1.3455
MIG7	2.877
CHMP1A	0.368
ZNF160	2.175125
B3GALT6	-0.20225
BARX1	-1.78716666666667
C6orf167	-1.640375
NXNL1	0.372
DHX29	0.098375
HADHB	0.43475
PLXNB2	0.295375
ILDR1	-0.58175
SLC15A3	3.80975
GAS2	-2.61233333333333
C20orf69	-0.244
NUMB	0.141
TNIP1	0.473625
MESP1	-0.709166666666667
PSKH1	0.1335
NSFL1C	0.349875
RHOG	0.18975
HEY1	-2.279
KNG1	-2.1085
ITGAX	3.4258
LIN9	-0.6565
CANT1	0.276875
XRN1	1.42921428571429
CCDC96	1.3
HEATR6	-0.819333333333333
GNG7	-0.3005
RUNX2	-0.010375
SOX1	0.464
FCRL5	2.3264
ZNF99	0.61125
FAM9A	0.513
SNX22	0.7795
MBNL3	-0.808666666666667
ODC1	-2.7943
ADORA2B	-1.24483333333333
NR2F6	-0.0775
ZFYVE16	0.0267777777777778
SYNJ2BP	1.2817
POLE	-0.944875
E2F2	-1.07375
THRA	0.549333333333333
PTGES2	-1.11566666666667
HIP1R	-1.12583333333333
TMUB1	-0.6405
ENO3	-2.399
RSPH10B	0.078
CXorf39	1.2755
IRGC	0.316
GPR109B	2.25075
FLJ13305	0.3285
LCE3A	-0.836
TNFRSF18	-0.818333333333333
DET1	0.55025
TRPM3	-0.480636363636364
C16orf79	-0.385
FECH	1.55033333333333
RAP2A	2.1515
CRIP1	1.23466666666667
AZIN1	0.6015
SLC7A7	4.33975
IL10RA	2.4982
TMEM64	-3.12025
CDC42EP4	1.2188
C16orf58	0.2099
ARG2	-1.86175
POU5F1P4	-4.86
FAM62B	-0.095375
DNAH8	-1.9531
ASH2L	0.3615
TSLP	-2.6615
CNTNAP5	-0.3358
TMEM16C	0.136
IFNA14	-0.054
SLC1A3	2.5665
CABYR	2.57525
BCL7B	-0.058
NUDT13	-2.24416666666667
C13orf28	0.15825
C1orf53	-0.735
ARL6IP4	-0.1256
RPL35A	-0.03425
EMR3	1.538
RAB40C	0.192416666666667
SLC41A1	0.299666666666667
LRCH1	-0.177
LY6G5B	-0.5225
FAM124A	-0.235642857142857
MGC10981	-3.94783333333333
CLIP3	0.4378
MAP4K2	-0.5065
CHIC1	0.8015
SULF1	1.5545
C20orf30	1.242
PRDM5	-1.926375
ELOVL1	-0.000249999999999998
C11orf48	-0.44
SLC39A10	-1.2195
KCNV1	0.15575
ACP1	-0.0443333333333333
ZMYM2	-0.228
B3GNT6	0.0565
C9orf69	-0.57
C2orf15	1.50875
C20orf166	0.9145
HSP90AA6P	0.5535
EDG7	0.149
NEURL	1.588375
LPL	0.600166666666667
CLEC2D	0.392642857142857
GRRP1	0.787666666666667
CD8B	-1.0148
HIST1H3D	1.274
SLC6A12	1.824375
FAM27L	0.2215
CD84	3.6359
RASA1	0.2005
PHKG1	-0.4885
MAGEA11	-1.891
IMPA1	-0.7133
NPM3	-1.66925
RARRES1	3.363
SH3BP1	0.28075
B3GNTL1	-0.918
ARPC5L	-0.6765
KLHL26	0.31475
SIM2	-2.085625
GJC1	0.414
C20orf194	0.75475
EXO1	-1.80225
SLC2A2	-2.25966666666667
LOC285074	-0.9445
LRG1	2.10375
KIRREL	-0.501
PIK3R1	1.54564285714286
C4orf34	0.79375
MAF	-0.0938888888888889
ADCY4	2.65833333333333
ZMIZ2	0.8564
SLC46A3	2.47283333333333
STAMBP	0.1415
CCDC16	0.6165
MS4A12	0.2485
TCF20	-0.7985
LRRC46	1.192
C20orf152	1.501
MRPS6	-0.590375
ABCB11	0.488
KCNC2	4.63366666666667
CDH19	-3.14866666666667
C9orf123	0.344833333333333
SSH3	0.44675
LDLRAD1	-2.999
CCBE1	-1.12375
ZNF135	1.208625
TAAR1	0.6345
WFDC12	0.425
CCDC42	0.577833333333333
FLJ12529	-0.3275
PER1	-0.266333333333333
TIMM50	-0.0765
SMARCAD1	-0.289166666666667
FAM26C	0.061
TP53TG3	-3.00133333333333
SH3RF1	0.5628
LMCD1	0.115
GPR63	-0.254
FLJ21986	0.058875
AIFM3	-0.23875
MICAL1	-0.0481666666666667
BLZF1	0.229
IQCA	0.954333333333333
PCDHGC3	-0.101
SAC	0.76075
BCL6B	0.635333333333333
DDO	0.51325
MARCO	4.358
DCHS1	0.7125
C1orf170	-0.672
CD200R1	2.09816666666667
C22orf15	-0.615
SEPT11	0.0643333333333333
ADNP	0.12525
UST	-2.6737
C13orf34	-1.15566666666667
RFFL	0.378214285714286
APBA3	-0.5525
C2orf60	-0.77075
CUTL1	-0.7272
PMS1	-0.854833333333333
ZNF689	0.2
EIF3E	-0.5865
IL9	0.0778333333333333
RPL31	-0.55275
LY9	1.70866666666667
ATP2B3	-0.09875
KDELR2	-0.222041666666667
TFCP2	0.22075
NLRP12	0.162875
FLJ45422	-0.3195
TLE4	-0.489
ZNF570	1.172
FLJ43806	0.2865
TLK2	-0.4045
CIR	1.29775
MARS2	-0.7575
COL24A1	-0.89775
SDF2L1	0.447
HIBADH	-0.309833333333333
IGFBP3	-2.10635714285714
C12orf23	0.016875
PSPC1	0.299
C20orf43	0.4895
TRAV20	0.7865
ARHGAP24	-0.233125
KIAA1975	0.429625
C1QA	3.9961
DNTT	-4.34816666666667
C10orf6	0.1065
C11orf41	-2.324625
HNRPF	-0.00887500000000003
COL11A1	3.57116666666667
UBAP2	0.799333333333333
CDKN2AIPNL	0.1295
C20orf174	4.999
SPRED2	-0.0625
PLA2G12A	0.367166666666667
ICEBERG	-2.033
SCN10A	0.228
C11orf65	-0.11525
GBP5	5.42025
PITPNC1	-1.013
POU3F3	0.9915
NCOA7	-1.5975
LIN7C	0.0125
LOC348840	0.159
NKX2-2	-2.99525
ANKRD13D	0.0035
LOC123688	-0.606
FUT2	1.112
TAAR8	0.67
FZD4	0.190333333333333
PNMA3	-1.429
OR4L1	0.1325
WIT1	0.61
EXOC3L	2.67025
ATPBD4	0.4802
KRBA1	-1.0625
UBXD6	-0.608
HOXB7	-0.744
C7orf23	-0.2715
UNQ338	1.15525
STAB2	0.392
CDC20B	-0.337
IRF9	2.98425
CENTG1	0.439166666666667
TNPO2	-1.0135
MCPH1	0.4465
BMS1P5	-1.48225
SLC26A7	0.362
HIST1H3J	0.87875
C9orf3	-0.5279
LBH	0.770875
MYO1D	0.366625
PTDSS2	-0.60225
NFU1	-0.013
DEPDC4	-1.4185
WNT7B	0.8283
GLP2R	-0.237666666666667
SETD4	-1.1729
DYNLT3	0.3245
FKBP11	-0.0876666666666667
SESTD1	0.1625
FLII	0.2005
RPS16	0.2851
CHPF	-0.646
CSNK2A1	0.0386666666666667
SUMO1P1	-0.25275
FKBP6	-1.277
ZNF214	-1.70366666666667
TWIST1	-0.8925
DDX56	-0.9785
TRAM1L1	1.1773
EPO	-2.15516666666667
MRPS18B	0.19
ZNF682	0.395833333333333
RPL14	-0.147666666666667
MAFF	-0.453
LOC51136	-0.5785
LY96	1.13425
DDX20	-0.69275
ABTB1	0.1755
ARL5A	-0.2027
CCT6A	-1.6915
HEPACAM	-1.987
EHHADH	-0.159
RBAK	0.308666666666667
CGB1	-0.1625
ITGB5	-0.4786
YIPF3	0.083
FKBP2	0.64225
NR1D1	-0.8075
TMEM110	0.736
NEK2	-0.404166666666667
PRAMEF8	-3.469
C20orf52	0.117833333333333
PCDHGA3	-2.0145
VWA3B	0.22575
NDUFA5	0.43125
THAP9	-0.42375
FLVCR2	1.21416666666667
AP1S1	-1.544875
SMAD6	-1.2595
SAV1	0.62675
SAT1	1.132625
ZNF251	1.24375
ADAMTS7	0.6907
RPP38	-0.054
C1orf211	-0.7015
YPEL2	0.8718
RBMS1	-0.63525
ZNF445	-0.361166666666667
NRXN2	0.967833333333333
PGBD4	0.12775
UGT2B28	-3.286
WBSCR16	-0.9974
NLRC3	1.209
ASTL	-0.038
ST6GALNAC1	-3.68225
ZADH2	0.17075
MLLT4	-0.674
ARL6	0.1155
MEF2C	-0.64075
CBFA2T3	-1.5585
AFF3	1.27378571428571
COG7	0.0483333333333333
MYB	1.03366666666667
PLXNA3	0.0345
XRCC2	-1.4515
MMS19	-0.686625
ST8SIA5	-0.109571428571429
CHPT1	1.754
KIAA1712	-1.550875
OR6X1	2.82
ACTR3	-0.074125
UGCG	0.376333333333333
OR4P4	0.5185
ZAP70	-1.45925
LPP	1.555
ZNF485	0.784
PTPRCAP	1.18325
IL12RB1	0.943
ATRX	0.2916
CHST8	2.856625
C14orf109	1.13275
ARV1	0.79225
NMB	-1.96642857142857
COX5A	-0.757833333333333
EIF6	-0.6755
MPPED2	0.688
SEMG1	-2.179
CHRDL1	-0.343
TRAF3IP2	-0.5445
WNK2	-0.97475
LILRA4	2.9785
LAMA2	3.2705
PXT1	0.388
RLBP1	-3.60375
CD300C	1.57225
SLTM	-0.668875
FLJ10404	-0.64025
APOBEC3D	-1.10266666666667
RENBP	1.00366666666667
ATXN7L1	-0.57025
NID1	-1.63
TUBGCP3	0.41675
ITIH5	0.212176470588235
CCDC110	2.7355
C8A	-2.95575
MGC87042	-2.62625
HOXC13	-1.07375
TFDP2	-0.12475
HCP5	3.166
POLI	1.77725
UCN	-0.981333333333333
ZNF764	0.159166666666667
C8orf45	1.4415
FHL3	-0.8565
SPATA5L1	-1.0225
MMRN2	2.27133333333333
NDST1	-0.0255
COL20A1	-0.621
ZNF248	-1.26433333333333
PELP1	-0.397333333333333
MBL2	-2.62666666666667
RNF41	0.231125
C5orf24	0.41325
THOC5	-0.972375
SERINC3	0.871333333333333
RP11-151A6.2	0.289
CDCP2	-0.46125
HIST1H2AA	0.805
C11orf75	0.5955
FKBP7	-1.4265
DDOST	0.988
GPNMB	2.55266666666667
TTF2	-0.869666666666667
KCNT1	-0.218666666666667
SLC39A14	-1.5325
NGRN	0.0367
GPR137B	2.6185
MECP2	-0.02175
PSMA1	0.0835
C16orf73	-5.168
TMEM60	0.1845
CSN3	-0.2245
NOS1	0.455666666666667
RAB7L1	0.513
YBX2	-0.0975
KIAA1166	-1.26375
FUBP3	-1.41916666666667
ABCG1	1.4045
ACACA	-0.3265
ARL11	1.7096
ATOH1	-0.0145
ODF1	0.175333333333333
CREB3L3	-2.67416666666667
TMEM127	0.822785714285714
DSCAML1	0.87175
PLN	0.779833333333333
LYPLA1	-0.474833333333333
PRDM9	-1.8595
SASP	-0.703
PLUNC	0.459333333333333
INTU	-0.5745
HISPPD1	0.2065
LNPEP	0.1175
YARS2	-0.826333333333333
APCDD1L	-2.15
ZCCHC4	-0.8839
FBXO22	-0.635166666666667
TTLL13	-0.5845
ZNF669	0.823666666666667
PTGDR	2.3315
DDX27	-0.2825
KIAA0409	-0.134
GJB6	-0.01225
ASB8	0.8855
PLP2	0.261
MEPE	1.50825
OR10J5	-0.5565
KRT222P	1.7005
COQ7	0.345
C1orf101	2.4325
RERG	3.6832
CHMP5	1.023125
THAP11	0.747875
ZNF43	0.751833333333333
ZRANB3	-0.8425
KRT13	-1.59175
MRPL19	-0.453375
RBBP9	0.40975
SPATA17	1.013
BXDC5	-0.484166666666667
PAFAH1B1	-0.06275
MAGEE1	0.70875
OSTF1	0.39725
KIAA0323	0.28425
TXNDC13	0.488
CNTN4	0.34825
LCE1B	0.885
UNQ501	1.2205
ZNF154	0.76075
C3orf64	0.769
SYT5	0.0569
PON1	0.8425
FLJ10357	-0.397875
ATP4A	-1.617
GNPDA1	-0.519
MGAT1	1.50816666666667
C14orf121	1.136
SLC35B2	-0.0835
MIER3	-0.0921666666666667
CHEK1	-2.048375
ZNF8	-0.699666666666667
TXNDC1	0.272666666666667
CKB	-1.6444
RTN3	0.6915
FZD2	-0.479333333333333
PART1	-0.307125
PSMB6	-0.3215
PCDHB8	-2.181
PHC3	0.1702
PPP1R8	0.396833333333333
NOVA2	0.317833333333333
TNFRSF11B	-4.525625
GOLPH3	0.705166666666667
UBLCP1	-0.48075
SUHW3	-0.74275
TTLL1	0.86525
OPN4	-0.155
OR13G1	0.407
ZPBP2	0.211833333333333
HSD17B11	-1.09175
C9orf50	0.0075
DHDDS	0.540928571428571
CTSW	2.9359
NEFM	-2.735
MRPL28	-0.6935
SYN1	0.639166666666667
PIGV	0.227333333333333
ZIM2	4.19525
APBB1	0.36
SND1	-0.2715
C1orf123	0.3385
CHD3	-0.63975
BHLHB8	0.17325
RNASE2	0.2875
BCAP31	0.12875
SLC25A44	0.236333333333333
CHD6	1.4188
PIB5PA	1.22523076923077
SELS	0.7985
LOC541471	-0.657875
FAT2	-0.1785
ZNF81	0.3865
OR4C16	0.018
FLJ10081	0.1629
LRRC4	-0.2685
CS	-0.881666666666667
N4BP2	0.407
IGFBP7	0.323
ZNF318	0.902416666666667
NDNL2	0.033
ZNF609	-0.724
SIRT4	-1.41925
EXOSC10	-0.5425
ECE2	0.409916666666667
OVGP1	-0.03775
GTPBP3	-1.23825
PACS2	0.6214
C19orf36	-0.271166666666667
ARL4C	-0.75725
ATG4B	-0.540625
UBQLNL	-0.04575
RHOXF2B	-3.669
PLEKHG2	-1.5475
GALR1	-0.6875
AQP4	0.561166666666667
HDAC7A	-0.182
DCUN1D3	0.4985
OR8A1	0.6095
CCRN4L	0.08975
CBR4	-1.45616666666667
KIFC1	-1.39316666666667
SLC7A14	-1.54933333333333
LHX5	-0.25
TRPC7	-0.3525
LPXN	1.03475
SERPINA1	-0.560875
RPS13	-0.122
BPIL3	-0.5295
PRKAA1	-0.11075
FADS2	1.3441
ENAH	-1.029375
PRO1768	-0.1635
APBA2BP	-0.261
LIPH	-0.581833333333333
C3orf33	-0.76825
RCC2	0.5115
ALDH1A2	-3.7018
RNF103	1.73525
AHCY	-0.118
ALG12	0.1315
CCL17	3.54375
ZNF543	1.89166666666667
ESRRG	2.6975
CNGA1	-0.46425
RDH5	-0.324666666666667
OTX1	0.348
PTGFR	-1.68966666666667
CDR2	-0.67325
SELE	2.08175
NLGN2	-0.787333333333333
EXOSC9	-1.24375
ZNF566	1.05166666666667
KLRC2	-1.571
GPR12	0.5805
KIAA0196	0.78925
PDRG1	1.4415
SSR3	-0.0437857142857143
MSI1	-0.745
CST9	3.6195
CC2D1A	-0.549125
PLAGL1	-0.856722222222222
ZNF778	0.733
RNF2	-0.048125
KLF6	0.208166666666667
THBD	3.31683333333333
tcag7.1314	1.69475
NR5A1	-0.253833333333333
ABCD2	0.97775
DNAJC7	-1.846
CLEC4C	0.889
TM2D3	0.7945
CCDC4	-0.481
PLAC2	-2.64425
DCD	0.24
FAAH	1.695125
POLA1	-0.105166666666667
TM7SF2	-0.2245
FLJ39822	-2.16066666666667
FLOT2	0.22475
MAP4K1	0.737
SRP68	-0.3415
C21orf74	0.409
ARPC5	0.6455
LOC126075	0.91625
HECW2	-0.0425
ZDHHC4	-0.0835
ANKRD42	0.5968
PDE9A	-2.19133333333333
ABCA8	-0.85925
NDUFS2	-0.247
UBR5	-0.424625
BTBD16	-3.39025
LOC554174	-0.132
ZNF20	1.5295
KIAA1843	-0.2915
WDR17	-1.36457142857143
C15orf33	-0.2575
RNF113A	-0.1385
CAMKK1	-0.8823
CLCN2	-0.1795
ANXA6	-1.36
LOC340069	0.1265
EMID1	1.477875
DPM3	0.0694166666666667
ELA1	-0.4255
SLC25A13	-1.1899
KRT24	0.4305
SMPD1	0.000166666666666667
TH	0.185
COL6A2	-0.713285714285714
ANKS1B	2.20725
GPR126	-3.9655
ZC3H12A	0.569666666666667
TMEM47	-0.629333333333333
C2orf51	-0.248166666666667
C1orf88	1.84616666666667
HSF2BP	-0.962
AKAP10	0.155
RPAP3	0.037
KLHDC8B	0.338
STOM	0.7271
MUPCDH	-0.2325
C10orf72	-0.498
PLEKHA3	0.424833333333333
TCP11L1	0.418
CWF19L1	0.08
SPEF1	1.53423076923077
YSK4	0.2065
ELN	0.2692
SAMD8	0.333833333333333
MPI	-0.802
MEPCE	-0.5091
ABCC3	-0.39675
NANOGP1	-4.2255
KCNK17	-0.114375
HLA-DMB	5.51483333333333
RRAGA	0.64975
ANGEL1	-0.03475
RBM32B	0.7605
CPN1	-3.041
MGC52282	-0.4973
HLA-A	3.69425
OR9G4	-0.1125
EDNRB	-1.527125
SCD	0.256928571428571
C14orf80	-0.7375
BAGE2	-0.4315
RABL4	1.242
RCVRN	-0.1285
SHANK1	1.5265
NLRP7	-1.15325
CD226	2.829
STAT3	1.1289375
SYNJ2	-2.2459
TPCN2	-0.06
WDR36	-0.949166666666666
MBD4	0.324
ROBO1	-1.9731
ST3GAL6	-2.45375
SLAMF8	4.327
ATN1	0.162666666666667
GPR141	2.03325
KRT36	-0.433
TPH1	0.6035
DDX52	-0.000750000000000008
ZSCAN29	-0.102333333333333
TRPT1	-0.136333333333333
DPEP3	0.74425
DENND4A	-0.948625
TSPAN16	0.0935
PTCHD2	0.184
LOC145814	-0.815
CAP1	0.862333333333333
EIF5A2	-1.3184
NT5DC3	-0.716875
SEPT9	-0.779875
SEZ6L2	0.53725
EGFLAM	2.01525
VPS11	0.45125
NDUFB5	0.3615
CIDEA	0.991666666666667
IER5L	-0.89325
N6AMT1	-0.57275
FAM83C	-0.32575
OXR1	0.778666666666667
IRX1	-0.611
DGKB	-1.1538
GCN5L2	-1.83475
MIR16	0.886625
FBXW9	-0.622
WDR4	-1.8225
PDC	-0.673
VPS33B	-0.51075
HEXB	0.9565
FLJ32214	0.66125
TCEB3	0.17525
CRLF1	-5.4285
ABI3BP	1.739
C8orf22	-4.41925
PYCR1	-1.626625
KIAA1706	-0.8
CDK5R2	0.48275
WAS	0.7525
C12orf60	0.422
CCBL2	0.28425
MADD	0.0315
C5orf34	-0.415
WDR42A	-0.0419
KLF12	-0.76025
HSPA1A	2.478
ITM2C	-0.330916666666667
DAPK2	2.0505
LOC442590	0.384
SUMF2	-0.9775
CENPA	-1.33476923076923
TMED5	0.131625
CDH6	-2.1181
BRP44	1.274
THG1L	-0.7965
GABRA2	-2.46275
C14orf166	0.072
MYL1	-2.03216666666667
TNFSF18	0.516
PAP2D	-1.459
PPIB	-0.09025
KLHL4	-1.2385
SFN	0.77
CCDC127	0.0425
FRAP1	0.75725
GOLGA5	0.723
SDCCAG1	0.337375
MGC21675	-0.297666666666667
C10orf95	-1.71975
KIAA1345	-0.0488333333333333
C1orf163	-0.109
LACE1	-1.47866666666667
OR10K2	-0.2035
CENPN	-0.53584
TMED2	0.64625
UGT1A6	0.411
ANG	2.3515
U2AF1	-1.282
CASC2	0.775166666666667
NMT2	-0.6795
OSGEPL1	-0.592875
DFNB31	-1.203
SLC6A20	-0.045375
DKC1	-0.289
FXYD4	-1.0055
WDR64	0.506
MGC5590	0.514
CREBZF	-0.264166666666667
DAZ1	-0.10275
PRPSAP1	-0.29325
GCHFR	-0.93125
TTC7A	-0.467
LOC196993	1.42025
UBD	3.59283333333333
S100A1	-1.3315
RPL6	-0.432333333333333
DNAJB6	0.0823
NAGS	-0.9228
C2orf58	0.325
KERA	0.204166666666667
MT1X	1.095
UBE2B	0.9686
KEAP1	0.434
MST1	-1.611875
OMA1	1.6625
ABLIM2	1.0225
BCL2L13	-0.367166666666667
JAZF1	0.1545
TMEM63B	-0.3845
S100A8	2.4224
ARFIP2	0.8855
UROS	-0.0365
KHDRBS2	0.7045
POLQ	-1.852
SOAT1	0.60775
SPAG4	1.0005
MRPS30	-0.6915
LOC494141	1.226
OR2T11	0.1295
ORAOV1	-0.8632
ZNF184	-0.357333333333333
TCEB3B	0.512666666666667
ADAM21	0.075
GDPD1	0.13175
SPINLW1	0.417
PRR14	-0.034
KCTD9	-0.1827
NUDT3	0.161
KIAA1822	0.2181
HIST1H4K	0.3
DFNA5	-1.23725
GABPA	-0.118
C14orf44	1.28225
POLB	0.658125
PTAR1	-0.80375
SEC31A	-0.1705
TRIM58	-0.04325
TAS2R14	0.1305
VPS8	0.6355
H1F0	0.6975
PRKCB1	-1.15933333333333
UGT2A1	0.175
TOR1B	0.02725
LSS	-1.13333333333333
C2orf19	-0.453
HNRNPC	0.435071428571429
TMEM100	-2.4395
LOC116349	0.528
OR51M1	0.413
CCDC142	-0.97925
ISG15	2.3439375
ZCCHC14	0.262875
CREBL2	1.314875
TGDS	0.73825
DC2	0.4485
CACNA2D3	-3.0775
ZNF429	-0.482625
LYPD6	1.42766666666667
SUCLG1	0.179
OR51I1	-0.8875
MAGEH1	1.9545
PRPF40A	-0.771
SMR3A	2.4525
SPINK2	0.81225
THAP2	-0.19225
NPY5R	-0.310875
IRF4	-0.31425
SPESP1	-2.86633333333333
OR10S1	0.365
DTD1	-0.92425
TUBE1	-1.853
DDX19A	-0.4845
PDPN	-0.609125
TMEM34	-0.32675
MGAM	0.49075
COL3A1	4.20061111111111
GFM2	-0.5147
OR5A2	-0.2145
PSG9	-1.82266666666667
ARHGEF11	0.379166666666667
IVNS1ABP	0.255
SIGIRR	0.34975
DUSP19	-0.48325
DNAJC14	0.0237
ACSS1	-0.16475
IL1RAPL2	1.2245
C4orf30	-0.135
SEPT4	2.2535
LANCL3	-0.6925
SPAG17	3.26966666666667
PRDX3	0.267375
HNF1A	-0.282125
P4HA2	-1.247
RFWD3	-0.114333333333333
MOV10	-0.65025
DNAJA5	0.317785714285714
LOC729440	-0.2635
LOC200383	0.203428571428571
SMC2	-1.2745
MIXL1	-1.39016666666667
TMEM9	1.37275
FAM86A	1.3785
ZNF174	0.8428
MYH14	-0.441
CCR8	1.3465
VPS37C	0.898833333333333
GPATCH1	0.9505
B3GNT8	1.362
TBX4	-0.59075
CNR2	0.468333333333333
PCDH1	1.05075
C5orf29	2.2955
OCIAD2	-0.20325
PLCG2	1.337
KIAA0247	2.132625
HRH3	0.1006
CAPN13	2.314625
CCR1	1.7565
MGC15523	-0.312111111111111
UVRAG	0.676666666666667
DNAJA2	0.243
ITGA2B	-1.0405
CLDN5	2.73825
PTPRN2	-0.600571428571429
ZNF512	-0.503666666666667
PSAP	1.45414285714286
CCDC140	-0.525
LRRC55	-0.08175
CYP26C1	-0.14
C8orf47	0.01475
LYN	1.193875
DUSP6	-0.967333333333333
TGFB3	2.5844
ELK1	-0.1888
PCDH11Y	0.286666666666667
HGD	0.08325
C17orf58	1.32275
MYO3A	0.166
SERPINE2	-4.8055
AARSD1	-0.7115
C14orf73	-1.42525
ADAM33	-0.203
ZNF491	0.6995
MAPK6	-1.62933333333333
TCN1	-1.88933333333333
SLC24A6	0.9545
UBE2R2	1.44875
H1FNT	-0.0295
TATDN2	0.134166666666667
LILRB1	3.745
P2RY5	0.9905
NUCB2	2.44325
C2orf37	0.152
SNX27	0.687
MTA3	-0.546375
FOXO4	0.334857142857143
ID4	-3.07666666666667
