Hybridization REF	TCGA-A8-A07S-01A-11R-A034-07
IPP	0.5125
TMEM59	1.36575
C1orf157	0.2195
RGS4	0.0808333333333334
DDX18	-0.442833333333333
SNX6	0.016
ZNHIT2	0.533166666666667
NCDN	-0.622666666666667
FLJ33534	-0.4955
RAG1	-1.825875
OR4D10	0.1455
PTPN5	0.0586666666666667
POMT1	0.25
LRRC8A	0.2573
CYP1A1	-1.274
CAPN1	0.250333333333333
DDHD2	-0.7135
GRIK2	-0.09125
GNRHR	-0.01225
PPBP	0.953
HTR3A	-0.146
SLITRK4	-0.30175
ANKRD49	-0.113
BTF3	0.4556
SARS	-0.1785
C13orf18	0.104166666666667
CACNB1	-0.0600714285714286
QKI	-0.429727272727273
SETMAR	0.7145
MAN2B1	0.6275
EML3	-0.134
ACADL	-0.3265
OFD1	0.161125
DEFB114	0.064
CGA	-3.4094
PEX16	0.294833333333333
LRRC10	-0.329
GNG12	0.832
C1orf152	-0.1135
CHRM1	0.092
CD53	-0.094625
DBH	-0.549
TFAP2B	-2.449625
HIST1H2BJ	0.03
FAM46D	-0.1685
TMEM11	-0.36125
C3orf32	-1.1035
PCCB	0.377
IPO13	-0.204375
C6orf105	-4.458
COMMD5	0.43525
SUV420H1	0.1196
LTBR	0.503
ARHGAP15	-1.283125
HDHD2	0.3895
TDRKH	0.0716666666666667
LOC401052	1.741
PSG4	-1.21675
GNB4	-1.2086
SPATA4	2.61275
SLC9A3	-0.4945
OSBP	0.541333333333333
NBPF3	-0.0204166666666667
DOCK11	-1.438
SLC39A5	-1.59466666666667
PRR5	0.794
C10orf63	-0.147571428571429
SMTNL2	-1.936
ADRA1A	0.21725
ASAH1	1.1089
DOM3Z	-0.1818
GIPR	0.551
AHI1	0.033
NADSYN1	-0.6355
RGS14	1.2749
IL18BP	0.5027
RTN4RL1	2.2905
ARMC6	-0.57775
PSMD5	0.5355
HK3	1.5837
OR4S1	0.415
RSU1	0.0732
MAD2L1	-2.083
EIF4A3	-0.25375
DLEC1	-0.776166666666667
E4F1	0.1565
CHMP2B	0.8081
CAMSAP1	-0.06825
RPS21	-1.137
ARID5A	1.4575
UBE2N	-0.3654
IGSF8	0.942666666666667
MAGEB6	-2.533
ACAD11	-1.0305
MGC4172	-0.527
LMO4	-1.597
KLKB1	-0.179
HP	-0.9595
HDAC3	-0.26425
SCHIP1	-0.30325
CLCA1	0.51
OLFML2A	1.3725
C1orf112	-0.867
KIF19	-0.000666666666666663
HAPLN4	-0.224
CXCR7	-0.776
GOT2	-0.7452
RAB38	1.861875
DCX	-1.069
PPM1H	0.276416666666667
NFYC	0.674833333333333
KIN	-0.14625
ZNF228	0.96675
PLSCR4	2.22766666666667
HIG2	-1.20875
FAM79B	7.173
C21orf86	-0.7611
KCNK10	0.30525
ZNF738	-0.625875
FSTL5	-0.568833333333333
OR6A2	0.234
OTOA	1.16916666666667
EXOC1	0.029125
AHRR	-3.546875
PDAP1	-1.47708333333333
C19orf6	-0.264625
ZAN	-0.00850000000000001
LY6G6E	-0.105
EIF4E2	-0.75425
C20orf198	-0.0445
ZNF324	-0.14875
CYP3A5	-3.72066666666667
ENTPD7	1.04416666666667
MBOAT5	0.1855
GJB5	-0.669
TTC13	0.624
S100Z	-1.29733333333333
KIAA0664	-0.414166666666667
PDGFRB	1.71125
IL17D	-1.319
OR56B4	0.2005
RDX	-1.447
SLC34A3	0.4655
IL28B	0.4875
JUND	1.00625
CHRNB1	-0.513
CAMK2B	-0.6425
FETUB	-1.90125
CXorf23	1.217375
MRTO4	-1.155375
TTC3	1.0446
NDUFB8	-0.201666666666667
EDG2	0.1265
SEMA3G	1.38225
IL23A	-1.81475
GRHL1	0.8595
LOC441054	-0.937
WDR65	1.1705
PSTK	-0.9225
STOML3	0.174333333333333
R3HDM2	-0.1981
C5	-1.85
SLC2A10	0.884666666666667
C3orf22	0.2375
PAQR3	-1.95553846153846
ANKRD26	0.4775
HCRTR1	-0.109
LOC399947	-0.167
PSD2	-0.25875
TIGD2	-0.6765
SCRN1	-0.425625
COQ10A	-0.132
DDI2	0.1035
METTL7B	-0.943833333333333
UCN2	0.39225
FAM92A3	-1.44625
WDR16	0.13775
ZNF511	0.0826666666666667
ZMYM5	-0.01875
POLR3G	-2.80675
ZNF586	-0.11025
C1orf49	0.299666666666667
TANK	0.361666666666667
RCAN1	-1.79266666666667
PELI3	0.7885
LIMD2	-0.909416666666667
TMEM189	-0.521
NTN4	2.794375
LOC151300	0.069
CLEC2A	-0.2255
GPR135	-0.18525
DPYSL4	-2.9695
JAK2	-0.576333333333333
TSHZ1	0.7815
TM9SF4	-0.403875
ZNF264	0.8915
SIRPG	0.25125
BICD1	-0.87725
HERC6	0.987666666666667
METTL5	-0.732
CASP1	0.3735
PRRT1	-0.524666666666667
PLA2G4C	2.29316666666667
ICA1L	-0.593928571428571
TPTE2	0.0596666666666667
OTUD7A	0.5435
AQP11	-0.94975
APOA2	-4.5386
KALRN	-0.9101
SECTM1	1.20508333333333
IFNAR1	0.1665
TALDO1	-0.237625
RAB11FIP4	0.579083333333333
EIF5A	-1.4425
FAM49A	1.24825
NEGR1	0.0896666666666667
YTHDC2	1.005625
EHD2	-0.920375
NCF1	1.6561
SCRT2	0.8145
HOXA5	-0.816333333333333
NUP133	0.709
FGF12	0.248875
SLMO2	-0.279
SNTA1	-0.210375
CACNG2	0.27975
GCM1	0.608625
ELF1	1.19316666666667
TLR5	3.477
TCFL5	-1.33666666666667
RBMY2FP	-0.5025
LOC100125556	0.77425
FAM129B	0.368125
MAP3K7IP1	-0.121875
NCK2	0.1235
OXA1L	-0.89175
FMO9P	0.408
ZSCAN12	0.092
PSMD12	-0.336833333333333
HSCB	0.43175
CLDN10	-2.84425
MGC13053	-0.9485
HPCAL4	-1.11383333333333
ASZ1	0.0055
MEX3D	0.229583333333333
NFAT5	-1.2113
CSPG4LYP1	-0.479
FBXO3	0.8488
DVL1	-0.450833333333333
CMKLR1	1.38483333333333
TYMS	-2.396375
PEF1	1.235
ZNF750	2.42133333333333
MCM5	-0.6585
MEGF11	-0.761
KCNK7	-0.3535
PTP4A3	1.2995
C1QTNF2	-0.224833333333333
OR6S1	-0.1725
FAM122B	-0.8005
ZNF551	-0.734125
HBQ1	-2.381
GEMIN6	-0.30375
ARSK	-1.10125
RBP7	2.33933333333333
CPNE9	1.08475
DSC1	0.7275
LOC730112	-0.7245
MAP2K4	0.845125
HS3ST5	-1.586
EPB41L3	-0.75675
TEKT2	2.113
CDKN2B	-0.37225
ZNF480	-0.53825
MAP3K6	0.7325
MAP6	1.0215
HN1	0.1695
OR2L13	0.208333333333333
SLC16A11	0.49175
FAM96A	-0.38825
APOL1	0.01925
C5orf32	0.13075
RTP1	-0.271833333333333
RNF175	-0.91375
ZBTB41	2.517625
AHCTF1	0.5612
SAE2	-0.4645
ITGA2	0.820833333333333
MME	-1.2255
CCDC14	-1.28725
MAST4	2.50592857142857
KRT33B	-0.418
KCTD2	0.312333333333333
WDR26	0.944916666666667
MFI2	0.2535
NR4A3	-0.506375
ARSA	1.9825
UNKL	0.412833333333333
SULT6B1	0.029
CCNA2	-2.128
SOX15	-1.4625
PPAPDC1B	0.220583333333333
C19orf44	0.1445
MCAT	0.505333333333333
ARID1B	-0.02725
OR52N1	0.6855
C12orf48	-1.487
MAGI1	-0.32225
NIPA2	-0.25425
GBX2	-1.69725
RSHL3	0.09175
RAVER1	0.217833333333333
C15orf17	-0.2415
SLC30A2	0.130375
ZNF518	0.147
PCYT1B	-0.896
C10orf114	-1.52875
EIF3H	1.32466666666667
SLC25A39	-1.07233333333333
KIF1B	-0.3215
AMOTL2	-0.82275
C6orf120	-0.00975000000000005
PSRC1	-1.2965
PLA2G10	1.506125
KIF5C	1.077125
MRPL37	-0.656
C17orf62	0.457
C9orf135	-1.0555
DUSP10	-0.2938
CLCNKB	0.1805
PSMA5	-0.125625
C8orf53	0.861
AMPD3	0.985833333333333
PIAS1	-0.407
ADCYAP1R1	0.078
GYLTL1B	1.792
CDH20	0.557333333333333
FBXO7	-0.40125
TMEM134	0.780833333333333
FLJ14213	0.553833333333333
ZNF3	-0.1715
LRRFIP1	0.545791666666667
CNOT2	0.114
ABI3	2.0735
ALDH5A1	-1.42066666666667
HNT	2.625
SERPINA4	-1.99925
TK2	0.500833333333333
STMN1	-0.565333333333333
GUCA2A	0.08
GALNT10	0.655357142857143
DPP6	-0.7403
C9orf93	0.936
PRELID2	-0.011875
STK39	-0.882375
SFTPA1	-1.0005
CKS2	-1.45666666666667
RHO	0.285625
C20orf135	-0.345
XKR3	-2.1745
CR1	-0.038125
RPS6KA2	-0.0729285714285714
C20orf112	0.5155
MRPL22	-0.0225
C4orf23	0.0276666666666667
GADD45B	0.56625
KLHDC1	1.70433333333333
C2orf48	-2.1785
ZNF287	0.669
DAAM2	-1.422
DPPA2	-2.5405
TCTN3	0.481666666666667
DNAJB11	0.040625
FPR1	3.421
DEFB4	-0.2405
PTCD2	-0.4869
SMOC2	4.02616666666667
CABP7	0.27975
SERPINB11	-0.06775
MAGEF1	0.58725
NDE1	0.448833333333333
ITGA10	0.3505
FSHB	0.371
ANXA2	0.838125
HORMAD2	-0.08525
HLCS	0.94275
MCF2L	1.85308333333333
FH	0.427625
TBC1D24	1.8395
KIAA1505	1.497
LGALS2	-3.04075
CNBD1	-0.398
SYNPO2L	-0.3885
PTPN23	0.0400714285714286
C1orf183	-0.348833333333333
MAGEA8	-2.28025
DGCR8	-1.2335
GSR	-1.688
PAQR7	0.513
ZNF676	-0.45125
CACNA1C	0.8711
SP7	0.602
PDCD6	-0.39425
NRN1L	-1.866
BRI3BP	0.212083333333333
KIAA1183	0.35875
ASB4	0.095
CCL23	0.482
OBSL1	-1.2975
SLC12A7	1.47058333333333
KIAA0240	1.023875
CD1B	-3.08766666666667
FCGR2A	1.883625
MDC1	-1.01325
HTR1A	0.2675
OCEL1	-0.0935
ATP11B	-1.6956875
FBXO34	0.03
PCDH12	3.42666666666667
RPE	-0.5915
C17orf74	-0.457
CSDC2	0.132666666666667
PET112L	-0.29525
TMBIM1	-0.05825
P2RXL1	-0.47625
TCHP	-0.95725
TRMT1	-1.37133333333333
F2RL2	-0.176333333333333
LRRC32	2.74633333333333
IMPG2	0.4125
BGLAP	-0.021
LOC493869	-0.804416666666667
MRAS	0.584625
SLC35F5	0.28175
CBWD1	-0.583
AXL	-1.9715
ATP2C2	2.15625
TELO2	-0.51
PNPLA3	-2.7375
PCDHB14	-0.53475
CD276	0.937
KRT80	-1.094875
DUSP28	0.649
CSNK1E	0.0436666666666667
SRP14	1.005
KCNQ4	-0.317
KRT72	0.0738333333333333
CCDC117	1.745375
C6orf89	0.269333333333333
TUBB2B	-2.95683333333333
RTN4IP1	-1.4165
CR1L	-3.732
CEND1	0.29875
C12orf41	-0.375833333333333
RNF31	0.27825
UBN1	0.416666666666667
C17orf32	0.52475
SLC5A7	0.159
GPR92	1.1025
ESAM	2.0553
CTNNA1	0.62525
HRBL	0.0324
CBX4	-0.1485
TMEM182	-0.84875
SH3TC2	-1.68116666666667
IL10	0.455166666666667
PXMP4	0.917
RNF167	0.4254
PAK7	-0.00683333333333333
ETV3	-0.2345
ATPIF1	0.0968333333333333
LOC554207	-1.51516666666667
OR8H1	-0.147
WDFY3	1.1285
DPM1	-1.04375
GPSM1	-0.19
WDR92	-0.1763
LRP1	0.540833333333333
ANKH	-0.83575
THUMPD3	-0.4195
POLR1B	-0.7975
OLFM4	3.727
RAD9B	0.09725
TSPY2	-3.127
PAX6	-1.81283333333333
SCG2	-3.189
SLC17A6	0.1485
FMO3	2.58825
PADI4	-0.04625
TUBB4	-0.8239
NLK	-0.81525
POU4F3	0.045
SDF4	-0.042
ITGBL1	1.94183333333333
NETO1	-1.1505
TAP2	0.140125
ABBA-1	-0.314333333333333
GNAI1	-1.17875
VPS4B	0.99125
NOPE	-0.8483
GALNT6	1.16266666666667
SESN1	-0.750625
GBE1	-2.03777777777778
CLASP1	0.041
RASGEF1B	0.92675
ACOT11	-0.0687857142857143
AFAP1	0.69375
OR2H2	-0.036
DPY19L2P1	-0.60875
DZIP1	-2.20025
SEC22C	0.406
GPR161	-1.11358333333333
RNF146	0.23025
WDR74	-1.123375
GALP	0.16
PURA	1.15375
DNPEP	0.5425
RP11-78J21.1	-0.73025
ERBB2	2.084
FANCM	-0.81775
NEO1	0.875166666666667
DDX3Y	-4.2332
RPS3A	0.0535
MXRA7	-0.364142857142857
LGALS3	-0.9345
GLT8D1	0.247
CFL2	-1.97816666666667
UPB1	0.03975
NAP1L5	0.396125
CLDN14	-0.799
DHX38	-1.123
BTBD1	0.3005
TARS2	0.972666666666667
ABCF1	-0.621
FCF1	0.642333333333333
LRRC49	0.793
GUCY1B2	-2.44
C1orf177	1.30116666666667
SMARCA4	-0.458857142857143
LRP8	-3.03733333333333
TAGLN3	-0.59575
MRPL14	-0.021
TTRAP	0.3375
ZDHHC20	0.31725
NFE2L3	-0.89175
KIAA1377	-0.363625
PALMD	0.0546
TMEM43	-0.512
TTL	-1.175375
STAT5B	-0.947166666666667
SSB	-0.67375
OR10H5	0.0255
SLC22A13	-0.589
AKAP3	-0.135
TIMM23	0.105
OAS2	2.118
KIAA0423	0.8355
TRIM11	0.711
GLIS3	1.02625
TMEM50B	0.980833333333333
ARHGEF4	-1.68275
DEGS1	1.17418181818182
TBL1XR1	1.0578
G6PD	-2.2105
SP140	0.00110000000000005
MUC17	0.0755
NUDC	-0.2181
DNAJC5B	0.705
SCARA3	-0.3155
CPA3	3.723
BCAT2	0.203625
MFN1	-0.2971
NRG3	0.6595
SNX11	0.48125
PLEKHH1	0.0205
GPR177	-1.60716666666667
HCFC2	-0.2435
TCAP	-1.41525
MOCOS	-2.8145
C14orf93	0.191
PRDM10	-0.192166666666667
SLC16A4	0.225333333333333
SRGAP1	-0.3365
VIP	0.33625
DUSP27	0.9435
LILRA1	0.6795
MC2R	0.01
MGC24103	-1.879
MBTD1	-1.4545
FUT11	-0.481333333333333
USP33	0.658
C15orf39	-2.029
MAP3K12	0.193
PAAF1	-0.513666666666667
BARHL1	-0.2925
FLJ16165	-0.2505
PIWIL2	-2.48775
SYNE1	0.0244166666666667
CMTM4	0.48025
TSPYL1	0.2712
GUF1	-0.367166666666667
TMEM157	1.2995
WDR44	-0.15125
HIST1H3C	0.2795
DKFZp666G057	1.33525
RNPEP	1.55025
GAS2L2	0.176
ADH4	-4.47525
GRPR	-0.316
FBXL17	0.889
ZBTB10	-0.1395
Gcom1	0.253166666666667
HTRA1	1.508
ZNF585A	-0.610833333333333
SLC26A2	1.56585714285714
OTOP3	0.0988333333333333
WISP1	2.10677777777778
ATP2B4	0.307666666666667
FLJ10769	0.375
CRAMP1L	0.04175
CHST12	-0.823
RAB22A	0.51925
TARDBP	-0.237857142857143
STAU1	0.15625
CRB3	2.17683333333333
MIG7	-2.20725
CHMP1A	-0.404333333333333
ZNF160	0.440875
B3GALT6	0.376
BARX1	-1.48816666666667
C6orf167	-2.267125
NXNL1	0.0655
DHX29	0.52075
HADHB	0.24725
PLXNB2	0.533125
ILDR1	-1.30075
SLC15A3	2.3775
GAS2	-3.91983333333333
C20orf69	-0.638
NUMB	0.334
TNIP1	0.083125
MESP1	-1.847
PSKH1	-0.2225
NSFL1C	-0.02475
RHOG	-0.0315
HEY1	-2.52433333333333
KNG1	-1.3635
ITGAX	1.6593
LIN9	-0.104666666666667
CANT1	0.714375
XRN1	0.186428571428571
CCDC96	2.0718
HEATR6	-1.2145
GNG7	-0.0655
RUNX2	0.7216875
SOX1	0.404833333333333
FCRL5	-0.3417
ZNF99	0.438875
FAM9A	-0.1155
SNX22	0.271333333333333
MBNL3	-2.484
ODC1	-1.8792
ADORA2B	-3.28216666666667
NR2F6	-0.0235
ZFYVE16	0.122166666666667
SYNJ2BP	0.8962
POLE	-1.060125
E2F2	-0.9245
THRA	1.12016666666667
PTGES2	-0.648666666666667
HIP1R	0.903666666666667
TMUB1	-0.418
ENO3	-1.189
RSPH10B	-0.1145
CXorf39	0.75325
IRGC	0.28675
GPR109B	-0.351
FLJ13305	-0.134
LCE3A	-0.845
TNFRSF18	0.168166666666667
DET1	0.17925
TRPM3	-0.40325
C16orf79	-1.441
FECH	0.218833333333333
RAP2A	0.131333333333333
CRIP1	2.54466666666667
AZIN1	-0.320875
SLC7A7	3.249
IL10RA	0.4495
TMEM64	-3.80675
CDC42EP4	0.8249
C16orf58	0.2256
ARG2	-2.45525
POU5F1P4	-5.266
FAM62B	-0.311125
DNAH8	-2.0217
ASH2L	-0.361875
TSLP	-3.8775
CNTNAP5	-0.147666666666667
TMEM16C	-0.1545
IFNA14	0.5125
SLC1A3	0.254375
CABYR	2.2465
BCL7B	0.1328
NUDT13	-0.644833333333333
C13orf28	0.40775
C1orf53	2.2445
ARL6IP4	-0.0809
RPL35A	-0.36125
EMR3	0.3875
RAB40C	0.952583333333333
SLC41A1	-0.228
LRCH1	-0.41625
LY6G5B	-0.54
FAM124A	-0.526285714285714
MGC10981	-0.947166666666667
CLIP3	-0.5212
MAP4K2	-0.446666666666667
CHIC1	0.461
SULF1	4.61583333333333
C20orf30	-0.182071428571429
PRDM5	-0.592125
ELOVL1	-0.11225
C11orf48	-0.30825
SLC39A10	0.34275
KCNV1	0.0305
ACP1	-0.572333333333333
ZMYM2	0.03075
B3GNT6	-0.159
C9orf69	-0.28875
C2orf15	2.0085
C20orf166	0.179
HSP90AA6P	0.1535
EDG7	-0.794
NEURL	-0.203875
LPL	0.241666666666667
CLEC2D	-0.663928571428571
GRRP1	0.886166666666667
CD8B	-3.7694
HIST1H3D	0.179
SLC6A12	0.343625
FAM27L	-0.0385
CD84	1.8931
RASA1	0.0555
PHKG1	-0.7055
MAGEA11	-1.475
IMPA1	-1.2951
NPM3	-1.64675
RARRES1	0.74525
SH3BP1	0.28925
B3GNTL1	-0.289
ARPC5L	0.0216666666666667
KLHL26	0.44675
SIM2	-2.247375
GJC1	0.448
C20orf194	-0.50225
EXO1	-1.848
SLC2A2	-1.86633333333333
LOC285074	-0.8005
LRG1	2.259
KIRREL	0.4215
PIK3R1	1.62035714285714
C4orf34	1.016
MAF	-1.01944444444444
ADCY4	3.07016666666667
ZMIZ2	0.337
SLC46A3	0.6615
STAMBP	-0.3075
CCDC16	0.30075
MS4A12	-0.0245
TCF20	0.262
LRRC46	2.18275
C20orf152	0.67075
MRPS6	-1.373875
ABCB11	0.00700000000000001
KCNC2	0.260666666666667
CDH19	-2.70416666666667
C9orf123	0.232666666666667
SSH3	1.081875
LDLRAD1	-0.3355
CCBE1	-0.08575
ZNF135	0.443875
TAAR1	-0.3635
WFDC12	-0.0475
CCDC42	0.0746666666666667
FLJ12529	-0.48375
PER1	-1.3325
TIMM50	-0.776333333333333
SMARCAD1	-0.249666666666667
FAM26C	-0.0915
TP53TG3	-2.00616666666667
SH3RF1	2.4373
LMCD1	3.888
GPR63	-0.1635
FLJ21986	-2.23175
AIFM3	0.8315
MICAL1	-0.663166666666667
BLZF1	1.4095
IQCA	0.340833333333333
PCDHGC3	-0.106
SAC	0.094
BCL6B	2.14783333333333
DDO	-0.28725
MARCO	3.0295
DCHS1	0.754666666666667
C1orf170	-1.23666666666667
CD200R1	0.325833333333333
C22orf15	-0.141
SEPT11	0.286166666666667
ADNP	0.1815
UST	-1.7381
C13orf34	-0.9735
RFFL	0.778714285714286
APBA3	-0.0955
C2orf60	-0.480125
CUTL1	-0.9564
PMS1	-0.729125
ZNF689	0.6865
EIF3E	-0.447
IL9	-0.0401666666666667
RPL31	-0.59975
LY9	-0.316333333333333
ATP2B3	-0.071
KDELR2	0.292416666666667
TFCP2	0.442
NLRP12	0.3675
FLJ45422	-0.3525
TLE4	-1.3868
ZNF570	0.208
FLJ43806	-0.2555
TLK2	-0.5225
CIR	0.76375
MARS2	-0.0415
COL24A1	1.70325
SDF2L1	-0.028
HIBADH	-0.720333333333333
IGFBP3	-2.97
C12orf23	0.308125
PSPC1	0.3115
C20orf43	-0.1215
TRAV20	0.4785
ARHGAP24	0.41525
KIAA1975	-0.07725
C1QA	3.0421
DNTT	-4.72516666666667
C10orf6	0.239083333333333
C11orf41	0.503625
HNRPF	0.392875
COL11A1	6.394
UBAP2	-0.323666666666667
CDKN2AIPNL	-0.846
C20orf174	0.8075
SPRED2	0.57275
PLA2G12A	0.883666666666667
ICEBERG	-1.81116666666667
SCN10A	-0.126
C11orf65	-0.05025
GBP5	3.306
PITPNC1	-0.793833333333333
POU3F3	0.7895
NCOA7	-2.28025
LIN7C	-0.0206
LOC348840	-0.8205
NKX2-2	-3.51825
ANKRD13D	0.16375
LOC123688	-0.10775
FUT2	2.29533333333333
TAAR8	0.5495
FZD4	-0.978166666666667
PNMA3	-0.570166666666667
OR4L1	0.29
WIT1	1.02225
EXOC3L	1.43075
ATPBD4	-0.1021
KRBA1	-0.91725
UBXD6	-0.80275
HOXB7	0.231857142857143
C7orf23	-0.1455
UNQ338	0.1735
STAB2	0.097
CDC20B	-0.27475
IRF9	2.0895
CENTG1	-0.0920833333333334
TNPO2	-0.881
MCPH1	-0.020875
BMS1P5	-1.89025
SLC26A7	0.09875
HIST1H3J	0.76025
C9orf3	-0.6597
LBH	1.055
MYO1D	1.338125
PTDSS2	-0.01025
NFU1	0.69525
DEPDC4	-0.51125
WNT7B	1.7765
GLP2R	-0.104833333333333
SETD4	-0.5768
DYNLT3	-0.2368
FKBP11	-0.119
SESTD1	1.46566666666667
FLII	-0.047
RPS16	-0.5994
CHPF	-0.0845
CSNK2A1	-0.544166666666667
SUMO1P1	0.0545
FKBP6	-1.211
ZNF214	0.850166666666667
TWIST1	-0.3935
DDX56	-0.814
TRAM1L1	3.1684
EPO	-2.92266666666667
MRPS18B	0.254
ZNF682	-0.169833333333333
RPL14	-0.356666666666667
MAFF	-0.625
LOC51136	-0.00575000000000001
LY96	-0.41675
DDX20	-0.2305
ABTB1	0.038
ARL5A	0.821
CCT6A	-1.08725
HEPACAM	-1.44383333333333
EHHADH	-1.1265
RBAK	0.616166666666667
CGB1	0.30925
ITGB5	0.9103
YIPF3	0.3275
FKBP2	0.94925
NR1D1	-0.1472
TMEM110	0.737
NEK2	-0.1485
PRAMEF8	-2.91025
C20orf52	-0.6235
PCDHGA3	-0.843
VWA3B	0.07775
NDUFA5	0.47425
THAP9	-0.3225
FLVCR2	-0.262333333333333
AP1S1	-1.43875
SMAD6	-1.1135
SAV1	0.89275
SAT1	0.285125
ZNF251	0.23925
ADAMTS7	0.2692
RPP38	0.02125
C1orf211	-1.572
YPEL2	2.06365
RBMS1	-0.482
ZNF445	-0.449833333333333
NRXN2	-0.142666666666667
PGBD4	-0.291
UGT2B28	-3.28925
WBSCR16	-0.4137
NLRC3	-0.2175
ASTL	0.1955
ST6GALNAC1	-3.24
ZADH2	0.3875
MLLT4	-0.74
ARL6	-0.181833333333333
MEF2C	0.758
CBFA2T3	-1.267
AFF3	1.417
COG7	0.509833333333333
MYB	0.5475
PLXNA3	0.052
XRCC2	-1.94616666666667
MMS19	-0.504875
ST8SIA5	-0.817625
CHPT1	-0.1435
KIAA1712	-1.0035
OR6X1	-0.131
ACTR3	-0.095375
UGCG	2.64666666666667
OR4P4	0.1235
ZAP70	-3.58875
LPP	1.385125
ZNF485	0.22775
PTPRCAP	-1.10175
IL12RB1	0.27525
ATRX	0.5269
CHST8	2.465125
C14orf109	0.53975
ARV1	1.52275
NMB	-2.105
COX5A	-0.574166666666667
EIF6	-0.84575
MPPED2	-1.33666666666667
SEMG1	-1.1385
CHRDL1	-0.283
TRAF3IP2	0.48775
WNK2	0.744125
LILRA4	1.50033333333333
LAMA2	3.25975
PXT1	0.0935
RLBP1	-2.63975
CD300C	0.923
SLTM	-0.006
FLJ10404	-0.274125
APOBEC3D	-1.231
RENBP	0.5255
ATXN7L1	0.392125
NID1	0.1475
TUBGCP3	-0.469625
ITIH5	0.516222222222222
CCDC110	2.566
C8A	-2.46475
MGC87042	-0.62925
HOXC13	-2.708
TFDP2	-0.88475
HCP5	1.490625
POLI	0.81225
UCN	-0.845666666666667
ZNF764	1.2635
C8orf45	-0.11675
FHL3	-1.22175
SPATA5L1	-0.6355
MMRN2	2.33566666666667
NDST1	1.00783333333333
COL20A1	-0.023
ZNF248	-1.1
PELP1	-0.276833333333333
MBL2	-2.50466666666667
RNF41	0.586625
C5orf24	0.602625
THOC5	-0.06775
SERINC3	0.617916666666667
RP11-151A6.2	0.27325
CDCP2	-0.099
HIST1H2AA	0.5035
C11orf75	-0.473833333333333
FKBP7	-0.20975
DDOST	-0.08175
GPNMB	0.518166666666667
TTF2	-1.24766666666667
KCNT1	-0.0291666666666667
SLC39A14	-1.077125
NGRN	0.5521
GPR137B	0.916
MECP2	0.050625
PSMA1	-0.55175
C16orf73	-5.15325
TMEM60	-0.104166666666667
CSN3	0.5045
NOS1	0.363666666666667
RAB7L1	-1.115
YBX2	0.3915
KIAA1166	-1.3045
FUBP3	-0.1795
ABCG1	2.2245
ACACA	-0.211083333333333
ARL11	2.0633
ATOH1	0.00950000000000001
ODF1	0.0585
CREB3L3	-1.77983333333333
TMEM127	1.031
DSCAML1	1.0085
PLN	2.54816666666667
LYPLA1	0.22475
PRDM9	-1.43825
SASP	0.2895
PLUNC	-0.0848333333333334
INTU	0.30875
HISPPD1	0.248
LNPEP	1.76766666666667
YARS2	-0.727
APCDD1L	-1.661
ZCCHC4	-0.3113
FBXO22	-0.477333333333333
TTLL13	-0.1205
ZNF669	1.26366666666667
PTGDR	1.20775
DDX27	-0.6265
KIAA0409	-0.299
GJB6	-0.19825
ASB8	0.803
PLP2	-0.125
MEPE	0.2485
OR10J5	-0.3535
KRT222P	2.3155
COQ7	0.8725
C1orf101	1.59725
RERG	3.2775
CHMP5	0.7965
THAP11	-0.542375
ZNF43	0.556166666666667
ZRANB3	-0.6645
KRT13	-0.14075
MRPL19	-0.055875
RBBP9	0.14925
SPATA17	1.754375
BXDC5	0.0598333333333333
PAFAH1B1	-0.03625
MAGEE1	0.10225
OSTF1	0.196
KIAA0323	0.2825
TXNDC13	-0.694166666666667
CNTN4	2.043125
LCE1B	0.913
UNQ501	1.4675
ZNF154	0.67675
C3orf64	-0.18975
SYT5	0.00199999999999999
PON1	0.556333333333333
FLJ10357	0.173375
ATP4A	-1.135
GNPDA1	0.0716666666666667
MGAT1	0.6195
C14orf121	-0.05275
SLC35B2	-0.24575
MIER3	0.175833333333333
CHEK1	-2.765
ZNF8	0.0408333333333333
TXNDC1	-0.351333333333333
CKB	0.5499
RTN3	0.544642857142857
FZD2	-0.475166666666667
PART1	0.023125
PSMB6	-0.28275
PCDHB8	-1.6155
PHC3	0.3409
PPP1R8	0.298166666666667
NOVA2	1.24133333333333
TNFRSF11B	-4.848125
GOLPH3	0.586333333333333
UBLCP1	-0.47425
SUHW3	-1.286
TTLL1	1.181
OPN4	0.404
OR13G1	0.402
ZPBP2	0.192166666666667
HSD17B11	-1.62225
C9orf50	-0.4095
DHDDS	0.0937142857142857
CTSW	0.094
NEFM	-2.2345
MRPL28	-0.312
SYN1	0.607166666666667
PIGV	0.653
ZIM2	-0.80525
APBB1	0.4255
SND1	-0.06125
C1orf123	-0.234333333333333
CHD3	0.04825
BHLHB8	0.07525
RNASE2	1.29383333333333
BCAP31	-0.148875
SLC25A44	0.933166666666667
CHD6	0.3773
PIB5PA	2.20146153846154
SELS	0.850375
LOC541471	0.0875
FAT2	-0.394
ZNF81	0.387
OR4C16	0.2785
FLJ10081	0.2767
LRRC4	0.98375
CS	-0.1205
N4BP2	-1.092375
IGFBP7	1.55075
ZNF318	0.219083333333333
NDNL2	0.78425
ZNF609	0.405625
SIRT4	-0.4305
EXOSC10	-0.3745
ECE2	-0.2245
OVGP1	1.827
