Hybridization REF	TCGA-C8-A12L-01A-11R-A115-07
SAV1	0.523
SAT1	4.026
ZNF251	1.093375
ADAMTS7	-0.1401
RPP38	1.49275
C1orf211	-0.26
YPEL2	1.66875
RBMS1	0.8345
ZNF445	-0.521666666666667
NRXN2	-0.508666666666667
PGBD4	-0.486875
UGT2B28	3.71225
WBSCR16	-1.1652
NLRC3	0.952
ASTL	0.291
ST6GALNAC1	-3.4345
ZADH2	-0.073875
MLLT4	0.0203333333333333
ARL6	1.73283333333333
MEF2C	0.11125
CBFA2T3	-2.993
AFF3	-0.288714285714286
COG7	-0.0331666666666666
MYB	0.248
PLXNA3	0.4615
XRCC2	-1.8195
MMS19	-0.81925
ST8SIA5	-0.72075
CHPT1	-0.841333333333333
KIAA1712	0.39775
OR6X1	0.513
ACTR3	1.221375
UGCG	-1.00583333333333
OR4P4	0.467
ZAP70	-3.21075
LPP	1.45025
ZNF485	1.13925
PTPRCAP	-0.41925
IL12RB1	0.2295
ATRX	-0.2416
CHST8	0.31125
C14orf109	1.07375
ARV1	1.13325
NMB	1.969
COX5A	-0.289833333333333
EIF6	-0.4215
MPPED2	-1.68333333333333
SEMG1	-0.508
CHRDL1	-0.4195
TRAF3IP2	2.48925
WNK2	-0.642
LILRA4	1.19066666666667
LAMA2	3.6625
PXT1	0.6205
RLBP1	-3.52
CD300C	-0.22175
SLTM	0.282625
FLJ10404	-1.63493333333333
APOBEC3D	-0.348333333333333
RENBP	-0.055
ATXN7L1	-0.652625
NID1	0.66825
TUBGCP3	-0.0567500000000001
ITIH5	0.688833333333333
CCDC110	1.39475
C8A	-1.47725
MGC87042	0.33725
HOXC13	0.976
TFDP2	-0.4225
HCP5	1.47125
POLI	1.05325
UCN	-1.758
ZNF764	0.136333333333333
C8orf45	0.289
FHL3	-1.25725
SPATA5L1	0.601
MMRN2	2.12366666666667
NDST1	-0.853
COL20A1	-0.346
ZNF248	-0.0398333333333333
PELP1	-0.643
MBL2	-1.48716666666667
RNF41	0.62425
C5orf24	0.13025
THOC5	-0.636
SERINC3	0.509083333333333
RP11-151A6.2	2.1935
CDCP2	-0.1325
HIST1H2AA	0.08825
C11orf75	1.3745
FKBP7	0.1455
DDOST	-0.57275
GPNMB	0.840833333333333
TTF2	0.746
KCNT1	0.273166666666667
SLC39A14	-0.930625
NGRN	-0.0291
GPR137B	3.0915
MECP2	0.472375
PSMA1	-0.64575
C16orf73	-5.20525
TMEM60	-0.272666666666667
CSN3	-0.21
NOS1	0.274833333333333
RAB7L1	0.342166666666667
YBX2	-0.325
KIAA1166	-0.948
FUBP3	0.6925
ABCG1	0.604
ACACA	1.70708333333333
ARL11	-0.0026
ATOH1	-0.3095
ODF1	-0.130333333333333
CREB3L3	-1.21733333333333
TMEM127	1.89585714285714
DSCAML1	-1.06075
PLN	1.85183333333333
LYPLA1	-0.17825
PRDM9	-1.342
SASP	-0.14
PLUNC	-0.0228333333333333
INTU	0.6065
HISPPD1	-0.108
LNPEP	0.910166666666667
YARS2	0.0706666666666667
APCDD1L	-2.1
ZCCHC4	-0.939
FBXO22	0.168833333333333
TTLL13	-0.034
ZNF669	1.0095
PTGDR	1.896
DDX27	0.7745
KIAA0409	-0.699666666666667
GJB6	1.952
ASB8	0.569
PLP2	1.02983333333333
MEPE	0.26675
OR10J5	0.288
KRT222P	-0.26775
COQ7	0.545166666666667
C1orf101	0.72425
RERG	1.5927
CHMP5	0.1915
THAP11	0.13775
ZNF43	0.57
ZRANB3	-0.923833333333333
KRT13	1.778875
MRPL19	0.211875
RBBP9	-0.075625
SPATA17	1.27425
BXDC5	-0.155666666666667
PAFAH1B1	0.06525
MAGEE1	0.68375
OSTF1	0.6795
KIAA0323	-0.144416666666667
TXNDC13	2.89533333333333
CNTN4	3.502875
LCE1B	2.3115
UNQ501	1.55775
ZNF154	0.3485
C3orf64	1.3925
SYT5	-0.1783
PON1	-0.1055
FLJ10357	-1.126
ATP4A	-0.7415
GNPDA1	-1.06083333333333
MGAT1	-0.058
C14orf121	0.818
SLC35B2	-0.236
MIER3	0.510333333333333
CHEK1	-0.03
ZNF8	0.591
TXNDC1	-0.518333333333333
CKB	-0.9051
RTN3	0.00521428571428568
FZD2	-1.59566666666667
PART1	0.434875
PSMB6	-0.473
PCDHB8	1.089
PHC3	0.9198
PPP1R8	-0.197
NOVA2	1.2335
TNFRSF11B	-2.795
GOLPH3	1.26933333333333
UBLCP1	-0.80775
SUHW3	0.4225
TTLL1	1.558
OPN4	0.187
OR13G1	-0.051
ZPBP2	0.332666666666667
HSD17B11	-1.570625
C9orf50	0.3095
DHDDS	-0.399642857142857
CTSW	0.6272
NEFM	-2.75616666666667
MRPL28	-1.8255
SYN1	-0.614166666666667
PIGV	0.164
ZIM2	-1.382
APBB1	-1.21183333333333
SND1	-0.91675
C1orf123	-0.1855
CHD3	-1.329
BHLHB8	0.056
RNASE2	1.11983333333333
BCAP31	0.6945
SLC25A44	0.292
CHD6	-0.4485
PIB5PA	-0.359615384615385
SELS	0.894125
LOC541471	-0.43375
FAT2	0.4355
ZNF81	-0.017
OR4C16	0.569
FLJ10081	-0.1541
LRRC4	1.8415
CS	0.6465
N4BP2	-0.6475
IGFBP7	1.24275
ZNF318	-0.0338333333333333
NDNL2	0.61375
ZNF609	0.5135
SIRT4	0.43875
EXOSC10	-1.05625
ECE2	0.582833333333333
OVGP1	1.961
GTPBP3	-0.494
PACS2	-0.0519
C19orf36	-1.57866666666667
ARL4C	-0.80775
ATG4B	-1.101375
UBQLNL	-1.69675
RHOXF2B	-4.126
PLEKHG2	-1.646
GALR1	-0.367
AQP4	0.340166666666667
HDAC7A	-0.268833333333333
DCUN1D3	1.03025
OR8A1	0.3945
CCRN4L	-0.315125
CBR4	-0.183166666666667
KIFC1	-1.631
SLC7A14	-1.34283333333333
LHX5	0.3865
TRPC7	-0.2535
LPXN	-0.30175
SERPINA1	-2.219125
RPS13	-1.9619
BPIL3	0.085
PRKAA1	0.3245
FADS2	-1.6459
ENAH	0.89525
PRO1768	0.367
APBA2BP	-1.3035
LIPH	1.3285
C3orf33	1.358
RCC2	-0.611285714285714
ALDH1A2	-3.5912
RNF103	2.14375
AHCY	-0.961
ALG12	0.1965
CCL17	2.031
ZNF543	0.654333333333333
ESRRG	2.3523
CNGA1	0.67175
RDH5	-1.493
OTX1	-0.1208
PTGFR	-0.741833333333333
CDR2	0.92425
SELE	3.5005
NLGN2	-0.472166666666667
EXOSC9	-0.43125
ZNF566	0.581
KLRC2	-4.4785
GPR12	0.462
KIAA0196	-0.177
PDRG1	-0.5795
SSR3	0.563285714285714
MSI1	-0.2375
CST9	-0.3975
CC2D1A	0.37175
PLAGL1	0.738111111111111
ZNF778	-1.727
RNF2	-0.68475
KLF6	1.874
THBD	1.0345
tcag7.1314	0.3245
NR5A1	-0.168166666666667
ABCD2	0.143
DNAJC7	-1.93775
CLEC4C	0.359
TM2D3	0.522625
CCDC4	-0.1175
PLAC2	2.85625
DCD	4.2865
FAAH	0.665375
POLA1	-0.444
TM7SF2	-1.4885
FLJ39822	-0.129
FLOT2	-1.11125
MAP4K1	-0.745833333333333
SRP68	0.593375
C21orf74	0.03
ARPC5	1.236
LOC126075	2.4155
HECW2	1.79914285714286
ZDHHC4	-0.449
ANKRD42	1.5917
PDE9A	-1.78366666666667
ABCA8	-0.67625
NDUFS2	0.57925
UBR5	-0.02475
BTBD16	-3.14725
LOC554174	0.027
ZNF20	1.501
KIAA1843	0.2465
WDR17	1.213375
C15orf33	0.00700000000000001
RNF113A	0.5445
CAMKK1	-0.4055
CLCN2	-1.08325
ANXA6	-3.031
LOC340069	0.0455
EMID1	-0.397875
DPM3	-0.104666666666667
ELA1	0.3045
SLC25A13	-1.0194
KRT24	0.78725
SMPD1	-1.16316666666667
TH	0.35325
COL6A2	-0.317142857142857
ANKS1B	1.44
GPR126	-1.0328
ZC3H12A	0.630166666666667
TMEM47	1.29466666666667
C2orf51	-0.470833333333333
C1orf88	0.884833333333333
HSF2BP	0.5715
AKAP10	-0.49575
RPAP3	0.359
KLHDC8B	-1.097625
STOM	-0.0734
MUPCDH	0.34975
C10orf72	-0.414625
PLEKHA3	0.665416666666667
TCP11L1	0.05675
CWF19L1	-0.794875
SPEF1	0.0308461538461538
YSK4	-0.3705
ELN	0.053
SAMD8	1.68733333333333
MPI	-1.84816666666667
MEPCE	-0.9437
ABCC3	1.131
NANOGP1	-3.904
KCNK17	1.329
HLA-DMB	4.1075
RRAGA	0.091
ANGEL1	-0.99475
RBM32B	0.3035
CPN1	-3.11425
MGC52282	-0.0841
HLA-A	0.750416666666667
OR9G4	0.196
EDNRB	-2.89675
SCD	-1.11907142857143
C14orf80	-0.241333333333333
BAGE2	-1.067
RABL4	0.744666666666667
RCVRN	-0.7045
SHANK1	0.349
NLRP7	-1.9775
CD226	1.38525
STAT3	0.684875
SYNJ2	-0.7716
TPCN2	0.940833333333333
WDR36	-0.827833333333333
MBD4	0.2295
ROBO1	0.369444444444444
ST3GAL6	-1.96825
SLAMF8	3.46966666666667
ATN1	0.0633333333333333
GPR141	0.10325
KRT36	0.296
TPH1	0.14
DDX52	2.4745
ZSCAN29	0.772833333333333
TRPT1	-0.896
DPEP3	0.52925
DENND4A	-0.66775
TSPAN16	-0.517
PTCHD2	0.6805
LOC145814	0.01375
CAP1	-0.0785
EIF5A2	0.9942
NT5DC3	-0.599625
SEPT9	-0.91075
SEZ6L2	-0.911625
EGFLAM	3.21475
VPS11	-0.581875
NDUFB5	0.689333333333333
CIDEA	0.0861666666666667
IER5L	0.56975
N6AMT1	0.23875
FAM83C	-0.11825
OXR1	0.697916666666667
IRX1	-0.232
DGKB	-0.297666666666667
GCN5L2	-1.19625
MIR16	0.690375
FBXW9	-0.6225
WDR4	-0.821666666666667
PDC	1.555
VPS33B	-0.738
HEXB	-0.09525
FLJ32214	0.196
TCEB3	-0.57225
CRLF1	1.6275
ABI3BP	0.19725
C8orf22	-3.76025
PYCR1	-0.68225
KIAA1706	0.064
CDK5R2	0.156
WAS	0.117
C12orf60	-0.04175
CCBL2	0.036625
MADD	-1.11525
C5orf34	-0.64875
WDR42A	0.911
KLF12	0.262
HSPA1A	2.097
ITM2C	-1.589
DAPK2	1.98883333333333
LOC442590	-0.892
SUMF2	0.618125
CENPA	-0.209769230769231
TMED5	0.553
CDH6	-0.7476
BRP44	0.982
THG1L	-1.01775
GABRA2	2.10875
C14orf166	-0.153
MYL1	-1.5505
TNFSF18	0.752
PAP2D	-1.58733333333333
PPIB	-0.5675
KLHL4	-0.668625
SFN	1.01
CCDC127	0.5175
FRAP1	-0.36075
GOLGA5	2.0465
SDCCAG1	-0.324375
MGC21675	-0.0816666666666667
C10orf95	-1.23925
KIAA1345	0.5395
C1orf163	-0.8815
LACE1	1.00216666666667
OR10K2	0.1315
CENPN	-1.15272
TMED2	1.0025
UGT1A6	0.123
ANG	-0.95075
U2AF1	-0.577666666666667
CASC2	0.433166666666667
NMT2	0.5115
OSGEPL1	0.26025
DFNB31	-0.674
SLC6A20	1.018125
DKC1	0.47525
FXYD4	-1.054
WDR64	0.4265
MGC5590	0.7595
CREBZF	0.135166666666667
DAZ1	-0.13775
PRPSAP1	0.1575
GCHFR	-0.796
TTC7A	-0.23475
LOC196993	0.0855
UBD	1.28416666666667
S100A1	0.06775
RPL6	-0.2075
DNAJB6	-0.55075
NAGS	0.3994
C2orf58	0.386
KERA	0.347666666666667
MT1X	0.5551
UBE2B	0.4036
KEAP1	0.72425
MST1	-2.675
OMA1	-0.397
ABLIM2	2.31
BCL2L13	0.807333333333333
JAZF1	-0.307
TMEM63B	0.389
S100A8	6.7431
ARFIP2	-0.95275
UROS	-0.42375
KHDRBS2	-0.8645
POLQ	-1.924875
SOAT1	-0.1285
SPAG4	-0.14425
MRPS30	-1.00783333333333
LOC494141	0.2525
OR2T11	0.313
ORAOV1	0.6821
ZNF184	0.372833333333333
TCEB3B	0.208333333333333
ADAM21	-0.3375
GDPD1	1.026
SPINLW1	0.528
PRR14	-0.0391666666666667
KCTD9	0.5693
NUDT3	-0.62925
KIAA1822	0.7008
HIST1H4K	-0.69
DFNA5	-1.71675
GABPA	0.9925
C14orf44	-0.125
POLB	0.793625
PTAR1	-1.58875
SEC31A	1.1617
TRIM58	1.984
TAS2R14	-0.8955
VPS8	0.286875
H1F0	-0.0385
PRKCB1	-3.10283333333333
UGT2A1	0.4165
TOR1B	0.99425
LSS	-2.17141666666667
C2orf19	0.0285
HNRNPC	0.456285714285714
TMEM100	-3.42383333333333
LOC116349	-1.60675
OR51M1	0.0315
CCDC142	-0.958
ISG15	-0.03825
ZCCHC14	-0.14225
CREBL2	1.21075
TGDS	-0.26675
DC2	0.19475
CACNA2D3	-1.88107142857143
ZNF429	0.140625
LYPD6	0.680166666666667
SUCLG1	0.370666666666667
OR51I1	-1.306
MAGEH1	2.25325
PRPF40A	0.147
SMR3A	1.1265
SPINK2	-2.29725
THAP2	1.52275
NPY5R	-1.1805
IRF4	-2.07225
SPESP1	-2.48933333333333
OR10S1	0.1875
DTD1	0.352
TUBE1	0.20875
DDX19A	-0.5095
PDPN	-0.65525
TMEM34	0.589083333333333
MGAM	-0.165666666666667
COL3A1	5.58894444444445
GFM2	0.0877
OR5A2	0.8095
PSG9	-1.57075
ARHGEF11	0.103166666666667
IVNS1ABP	0.100875
SIGIRR	-0.85375
DUSP19	0.6345
DNAJC14	-0.117
ACSS1	-1.949
IL1RAPL2	0.583
C4orf30	-0.85825
SEPT4	0.798
LANCL3	1.28425
SPAG17	1.56516666666667
PRDX3	-0.511875
HNF1A	-1.8435
P4HA2	0.169625
RFWD3	-0.602666666666667
MOV10	-1.47925
DNAJA5	1.01071428571429
LOC729440	-0.6555
LOC200383	1.01342857142857
SMC2	-0.2055
MIXL1	-0.631166666666667
TMEM9	-0.27925
FAM86A	0.8345
ZNF174	0.3661
MYH14	-0.635
CCR8	0.56625
VPS37C	0.720166666666667
GPATCH1	0.621166666666667
B3GNT8	2.028
TBX4	-0.7245
CNR2	0.339166666666667
PCDH1	0.4405
C5orf29	1.830125
OCIAD2	1.3615
PLCG2	0.28825
KIAA0247	0.682
HRH3	0.0854
CAPN13	4.495125
CCR1	-0.4678
MGC15523	0.0333888888888889
UVRAG	1.10533333333333
DNAJA2	1.014
ITGA2B	-0.4205
CLDN5	1.794875
PTPRN2	-2.53985714285714
ZNF512	-0.377166666666667
PSAP	-0.0962142857142857
CCDC140	-2.458
LRRC55	0.05925
CYP26C1	0.155
C8orf47	-1.2985
LYN	0.581875
DUSP6	1.6235
TGFB3	1.84373333333333
ELK1	-0.2216
PCDH11Y	-0.148
HGD	-2.238
C17orf58	0.09825
MYO3A	-0.1365
SERPINE2	-3.70033333333333
AARSD1	-0.743625
C14orf73	-0.869
ADAM33	-0.09675
ZNF491	0.7125
MAPK6	0.2355
TCN1	6.10833333333333
SLC24A6	0.869
UBE2R2	0.27375
H1FNT	0.33975
TATDN2	-0.120666666666667
LILRB1	1.0945
P2RY5	-0.6765
NUCB2	0.1495
C2orf37	0.8345
SNX27	1.68016666666667
MTA3	0.343
FOXO4	-0.433
ID4	0.0125
SOX5	-2.89666666666667
PXMP3	-0.228875
OR52M1	-0.053
SFT2D3	-0.210125
INA	-3.91233333333333
MCOLN1	0.356
NFIX	-0.8781
CLEC14A	5.08116666666667
HIBCH	0.190333333333333
PLA2G5	0.7625
TIMM10	-0.249666666666667
MED17	0.535
COL4A4	0.9575
TPP1	0.113333333333333
GJA3	-0.821833333333333
TMPRSS5	-1.69275
AADACL3	0.4635
DNMBP	-0.65725
ENPP5	3.2765
NQO1	-0.4879
ZSCAN2	0.4415
SEC24C	-0.860333333333333
GTF2A1L	1.088
AXIN2	0.0429
FAM33A	-0.549583333333333
C16orf13	-0.41975
SPNS2	1.386
TAF1	-0.4655
AP1G2	-0.707166666666667
RBM42	-0.1755
HCN2	-1.95833333333333
EFHB	0.4605
RUSC1	1.07666666666667
GRIK5	0.473
USP21	0.270833333333333
ATAD3C	-0.97275
ORMDL2	1.449125
PRSS7	-3.73925
PSAT1	-0.631
FLJ13195	-0.275166666666667
TBC1D1	-0.435166666666667
IFNG	4.08475
OTOS	0.0288333333333333
ZNF773	0.888
EMD	-0.92
RETN	2.97275
CCL8	4.595
APH1A	0.142375
COX18	0.18475
GTF2IRD2	-0.47275
CCDC82	-0.311916666666667
PAFAH2	0.1134
NPEPL1	0.6227
RP11-114G1.1	1.2295
TP53INP1	0.36625
ZNF300	-2.624
FOXL2	-3.523
LARP2	0.540083333333333
LATS1	0.33
HTR6	0.1855
SPOCK2	-0.186333333333333
RNF144B	2.25616666666667
HTATIP2	0.04675
MGC10334	-0.627333333333333
CENTA2	1.98166666666667
FGF2	-1.98875
FXYD7	0.301
PHYHIPL	-2.68957142857143
GPR34	3.64725
DDX6	0.147
OR10W1	-0.3475
LHFPL1	-1.1035
ZNF313	-0.424928571428571
VPS28	0.85
AP3M1	-0.685
AKR1CL2	2.4945
TRAF4	0.210125
OR2B11	0.486
C19orf12	0.657666666666667
AKAP9	0.0628333333333333
C1orf62	-0.25225
SLC20A1	-1.4757
FAM112A	0.11625
LDB2	0.53425
MRPS23	-0.10925
KLK5	1.2735
SPTB	-0.3895
EFEMP2	-0.83625
EFNB2	2.40675
PCM1	0.142357142857143
NMNAT3	1.8395
TSG101	0.199833333333333
C8orf40	0.3095
NOB1	-1.1455
ABHD3	1.90975
GTF3C4	0.29575
PIGN	0.601166666666667
GALNTL1	-2.43275
AEBP1	0.364625
OR9Q1	0.4755
ANKRD2	-0.40425
CCL28	-0.34575
TRIM38	0.887333333333333
TMCC1	0.21225
SMG5	0.14375
LRRC7	-0.5045
NCAPD2	-0.713
C6orf153	0.392
C1orf74	-0.39025
OTUD6A	0.194
DCP2	-1.01933333333333
TMEM24	0.17625
RPL18	-0.541333333333333
TMEM177	-1.18575
LRRC37A3	-0.166
C1D	1.02816666666667
LDHC	-2.3995
UBE4B	-0.730166666666667
NIT1	0.332375
BTN3A3	0.716
RASD1	0.82875
COMMD3	0.67025
SHFM1	-0.24875
BIRC8	-0.1885
DUT	-0.367
C12orf51	0.3905
LRRC59	0.097
LY6H	-0.58825
WDR22	-0.216833333333333
EDEM1	0.280214285714286
ADH1A	0.949
PANX2	-0.4051
CYP11B1	0.3085
CDC73	1.70075
GPR172A	0.49425
GSTM3	-0.806692307692308
KCNA5	-0.30675
SERAC1	1.143
NFATC2	-0.1115
ANAPC5	-0.1278
C15orf24	-0.19525
NFATC2IP	-0.669083333333333
TNRC6C	-0.0505
MGC102966	2.593125
FGD5	0.298833333333333
MED9	-0.83175
RAB13	0.237666666666667
C15orf49	0.1375
CRYGS	-1.1945
C12orf53	-1.3362
LOC283693	-0.337
COX6B2	0.540875
PHF14	1.196625
FAM3A	-0.37675
RPL13	-1.5764
PRDX2	0.9638
FLJ34047	-2.13675
PRMT3	-0.43375
KCTD19	-2.1925
TRIM10	-0.906666666666667
MGC26597	0.812166666666667
GCNT4	0.11375
GPRASP1	-0.34325
CDKN1C	-0.843
RHBDL2	2.3933
HSPH1	1.60325
AQP1	1.95725
COL17A1	0.6409
GFAP	0.021375
CDC16	-0.59725
KIAA1614	-0.122
C6orf118	-0.676333333333333
ZSWIM5	-0.60875
FAM83F	3.15475
LYNX1	0.8415
SYNPR	-0.616
XG	2.48966666666667
PRSS16	-3.200125
KIF13B	0.0896428571428571
PCDH9	-2.1195
HIST1H2AH	0.4375
RBM18	0.80325
ZNF626	1.311
HEXIM2	-1.088
ITFG1	0.3035
TUBG2	-0.9445
SFRS7	-0.07875
C9orf14	0.1745
EXTL1	-2.3445
GBP3	2.21383333333333
WDR5	0.97125
RARG	0.229
MYO7A	0.0905
CECR6	-1.27125
C13orf3	-0.992125
SFRS18	-0.795375
ACVR1B	0.225
PSMD1	0.4556
C7orf31	-0.846333333333333
ILVBL	0.3925
IFNGR1	3.64375
RNF186	0.02
NOL9	-0.562
MAGEL2	-0.499
SLC29A2	0.05175
NHSL1	-0.3345
RBMX	-0.3155
PSORS1C2	0.1615
RAD51L3	0.236916666666667
LCN6	0.027
ORAI2	-1.379375
BRUNOL6	0.0226
OR4K5	0.0815
CDC123	1.437125
MSLN	-2.20616666666667
WWTR1	1.06883333333333
ZNF700	0.957166666666667
COBL	-0.07175
PPP1R16B	0.14725
GAS7	-1.1419
MDN1	-0.394375
HAAO	0.3105
C9orf68	0.76875
TNFAIP2	1.16475
FOXN1	0.1155
hCG_2033311	0.120666666666667
ATP6V0D2	1.8706
RPL41	1.1495
SLC38A1	1.227125
ARHGAP6	-1.94075
ADAD2	-1.01275
PHF20L1	0.8509375
MCM3AP	-1.63433333333333
ST3GAL3	-1.55016666666667
SNX1	0.134
ELF5	2.04825
PARP3	0.228875
RBM8A	0.7239375
LINGO4	0.042
ITGA9	-0.3895
ZFR	0.60625
ACSL6	-0.535
FLJ20699	-0.6606
DAOA	0.55
FABP4	2.37875
KCNB1	-1.40625
CANX	-0.3008
SLC25A28	-0.322833333333333
ADIPOR2	0.179125
ECHDC2	0.706875
SMA4	0.17325
FRZB	1.6595
PABPC1	0.166
DMRTB1	0.001125
APOBEC3G	-0.61375
CATSPER2	-1.4045
CUEDC1	-0.589833333333333
STARD9	-1.741625
CLDN8	6.716
LOC23117	-0.928181818181818
E2F6	-0.376
TMEM126B	-0.0241666666666667
DPY19L4	0.6595
GIMAP5	2.73766666666667
NDUFA9	0.139166666666667
FAM77C	-1.9625
CTPS2	1.31225
LOC51035	-0.82825
WDSOF1	-0.0365
EGLN3	1.250375
PITX3	0.0213333333333334
OR52E8	0.5155
GRM4	0.514
KLK1	-2.7485
GPM6B	-1.469
RRAGD	1.1375
PAGE5	-1.38625
UCHL5	0.539666666666667
ULK3	-0.584833333333333
AIM2	1.18716666666667
PNO1	0.215333333333333
OR2F2	0.879
GNAT2	0.2945
SIX1	-0.391
ST13	0.568333333333333
ZBTB44	0.739625
TIMP2	-0.0735
ZMAT4	-1.35075
GTF2IRD1	0.269833333333333
ZNF19	-0.0815
ZNF714	0.09275
RSC1A1	-0.751
C9orf80	-0.0035
PSMA8	0.0681666666666666
TMEM141	0.25475
COX4I1	-0.587642857142857
CTAGE1	-0.379833333333333
DTWD1	-0.6575
HSD11B1	1.903
KRT6B	6.173
ARID4B	1.827875
LHFPL3	0.4235
WWP2	0.33575
ZNF326	-0.193333333333333
RGPD1	-0.5825
CTSH	0.4635
FASTKD1	-0.545875
PAF1	0.4785
TTC9C	-0.02175
IFT57	0.5166
PRSS36	-0.896
IL20RB	-0.513
ZNF592	0.408666666666667
DCTD	-0.3391
CFP	0.52325
MFNG	-1.246125
JMJD2B	0.35825
ALDH3B1	-0.365125
THSD4	-0.247
KCNJ5	1.607
LMNA	0.0668333333333333
TBCD	-0.112875
ZNF250	1.4925
CASQ2	0.185333333333333
PEG10	0.501666666666667
PRAME	-5.59646666666667
NP	0.774875
TRIM59	0.8325
ZNF12	0.101375
XTP3TPA	0.171
SIGLEC7	-0.0116
PANK4	-1.342
FAM70A	-4.01966666666667
SNED1	-0.89825
HIP1	0.0692
RAET1E	0.149333333333333
AMAC1L2	-0.8725
AHNAK2	1.46933333333333
TOE1	-1.2045
RECQL4	-0.83875
SPRYD3	0.6145
DPAGT1	0.6605
MAGED2	-0.8115
ANKRD55	-1.457
TRPS1	2.41608333333333
DOK7	-0.17375
TFPI2	-3.22875
GTF2H3	0.9365
CYP4F11	1.57525
LHX2	-1.4095
ATG16L1	0.606333333333333
ASB12	1.095
C1orf116	2.929625
NF2	-0.5147
POM121	0.2102
PHYHD1	-1.1747
TXNDC17	1.069
DKFZp779O175	-0.3385
NUP62	0.106785714285714
MYO18B	-1.25416666666667
PRAMEF1	-0.1295
TCBA1	-0.078875
TMEM168	0.766
FJX1	0.926666666666667
CLCF1	1.40375
SEPN1	-0.141875
IGSF2	0.6095
NUDCD1	0.258833333333333
TFF3	-0.147
NDFIP1	0.376357142857143
CHCHD4	-0.58425
TNR	0.177
CUTA	-1.27783333333333
USP44	-4.0305
DPP10	1.51466666666667
IWS1	0.2245
PCGF1	0.7685
SULT1C4	-0.0315
NTF5	-0.34575
PTPN13	0.4295
SSTR5	0.387
SFRP1	-4.031
IDH3B	-1.894375
SUOX	0.411833333333333
TMCO5	0.80125
GOLT1B	0.8735
MIB1	0.894357142857143
PCDHGB1	1.4395
SUSD1	0.28425
ICAM5	-2.93316666666667
PAPOLB	0.06
URM1	-0.3226
TMEM106B	1.3675
LRIG2	-0.2815
SLC27A5	-1.0855
CLIC6	-0.2741
ZNF420	1.43516666666667
SCN9A	-1.3229
KIAA1909	1.476
ELMOD1	-1.64625
PRKAG1	-0.23375
FAM64A	-0.383
EEF1G	-0.5081
SMAD5	0.0925
INCENP	-0.8585
WASF2	-1.729
GARS	0.1388
CDK10	-1.5591
HLX	-0.1645
MDM4	-0.36475
ZNRF1	-1.467
HHATL	-1.89733333333333
FAM21C	-0.9659
HIST2H3C	0.35275
PFDN2	0.860625
ZNF200	0.08675
NDN	-1.8185
HBA2	-2.66216666666667
FBLN5	1.1615
PUM1	-0.121071428571429
TNNT1	-2.24466666666667
C19orf59	1.99866666666667
HNRPH2	-0.0408333333333333
RAB7A	0.515166666666667
PMS2	0.0235
BIRC3	1.72816666666667
NRSN2	-0.744875
OR52K2	0.365
SPOCK1	-1.04842857142857
H2AFY	0.12425
RXRB	-1.0235
ZNF638	0.416
ANKRD45	0.2735
ACTN4	-0.517166666666667
FXC1	-0.44875
EIF2B5	0.028
VPS33A	-0.258
PINK1	0.23025
FAM106A	-0.642
SKIP	0.0200625
GAPDHS	0.28725
MUM1L1	0.57975
PSTPIP1	0.308
CNTNAP1	-2.2168
CYP26A1	-3.34275
APOL2	-0.0777
TACC2	0.653625
COX7A2L	-0.3195
HSD17B1	1.2985
ARRB2	-0.6085
SLC7A6	-0.0807
HSD17B10	0.22125
RBJ	0.083
NUP155	-0.9655
MRPL10	-1.46366666666667
CYCS	-1.00991666666667
CCDC46	2.434
TECTA	-0.4805
GNAL	-0.38125
LPO	0.408
PEBP4	0.054
DDX11	-1.704
C18orf12	0.1535
TAF9B	-1.37066666666667
IMP4	0.135
RPA4	-0.5725
NDUFS1	0.497
UPK1A	-0.593166666666667
ARRDC2	-0.232666666666667
C18orf20	-0.1815
AES	0.689642857142857
CD2BP2	-0.266166666666667
C16orf54	-0.04
UGT2B17	-0.613375
FGFR1	-1.83368181818182
CEACAM6	3.6619
CHRM5	0.17875
CERK	-0.109625
AP3S2	-0.556857142857143
ANKS4B	-0.30325
CLCNKA	0.145
ZNF208	0.465166666666667
HLA-DRB5	4.409
CARKL	-1.39875
GOT1	-0.2835
CASP6	0.733625
HOXA1	-0.385
RCL1	-1.00975
ZNF181	0.658833333333333
RAB40B	0.843
MRPL38	-0.216
LRRN2	-1.97225
C3orf25	-0.115
OR5D14	-0.1275
OR10AG1	1.1645
BET1L	-0.1901
FRY	2.91625
AK3L1	0.8395
CSF3R	0.128166666666667
POLR3K	-0.441
ATG2B	0.378
EPS8	0.786333333333333
DARS	-0.24575
C10orf56	-1.0025
DAD1	0.453833333333333
RIOK1	-0.173166666666667
HERC2	-1.139
HSD11B2	1.841
FAM96B	-0.191
MGC13057	-2.102125
BSN	-1.56775
CAND1	0.4825
HCST	1.51125
ACTR10	-0.0718333333333333
OR8D4	0.4345
NASP	-1.1199
COL9A2	-0.269833333333333
LYZL1	-0.1955
GPC5	-1.41725
TBL3	-0.783
CENTD2	-0.2971
OR5AP2	0.2805
TLR1	1.891
LMO6	-0.42225
ZIC2	-0.5605
CPNE5	0.89525
ZMYND15	0.636
FLJ22374	-0.76425
CCDC106	-0.88675
PARP16	-0.37625
PDIA3	0.241
C14orf126	0.34625
CECR2	-1.536
