Hybridization REF	TCGA-A8-A09C-01A-11R-A00Z-07
MTHFD2	-0.7965
OR5M9	-0.474
C4orf38	1.42516666666667
SS18L2	-0.1775
OAS3	-0.0226666666666667
LARGE	0.28925
LRIG3	0.827
LIMA1	1.11
STARD3	-0.683666666666667
VPS39	0.36525
CTAGE6	0.994
ODAM	-2.943
MORF4L2	-0.8925
GSTO2	2.193
MTFMT	-1.52025
PRKAB2	-0.633285714285714
ZNF76	-0.251333333333333
HSPB2	3.063
CRB2	-0.6055
KLRK1	-3.018
LYST	0.635125
UBE2M	-1.269
SLC16A9	0.4165
ZNF281	1.42175
ST8SIA1	-0.9305
C9orf105	-1.9285
ANKRD46	0.716
FAM108A3	-0.0055
C20orf91	0.39025
ZYX	-0.764666666666667
RSPH1	3.83825
ZSCAN5	-0.2325
RIMS3	-1.04533333333333
KRT76	-0.4465
CEACAM4	0.587833333333333
SIRPB1	-0.317875
CFHR4	-1.4835
SOX3	-0.976166666666667
GATAD1	-0.013875
C21orf57	0.022
TMC8	-0.901833333333333
AVIL	1.97666666666667
LMOD1	2.88825
HIGD1A	-0.24825
NEU3	0.4875
DES	-0.630625
BZW1	-0.2743
ZNF221	-0.4485
CCDC27	-0.836
GDAP1	2.4285
RBBP4	-0.61275
MGC40499	0.0285
PHKA1	-0.671
PRKAR1A	0.0458333333333333
HSD3B1	-0.59
RAD52	0.0371666666666667
CD207	0.7395
LOC389791	-0.022
RSPO1	0.0238333333333334
TMEPAI	1.93675
MFSD2	-1.34175
ETV4	-3.23058333333333
SCGN	-1.304
LOC391356	0.89125
MPP1	-1.971
STARD3NL	-0.56025
TFAP2D	0.7935
CD2AP	0.8235
CCL20	-4.0538
CCDC86	-1.62
ZFP30	-0.675
CTBP1	-0.139916666666667
MAK10	0.4285
STXBP5	-1.61783333333333
LOR	0.566777777777778
MAP6D1	-0.60225
ARMC7	-0.05
TMEM150	0.732
NSL1	-0.14525
KIF5A	-0.775625
ASCC2	-0.254166666666667
PSENEN	0.810166666666667
OPTC	-0.736
FCRL2	-1.2346
KBTBD11	-2.231875
PCK1	-1.11971428571429
CENTD3	-2.0995
MEGF8	-0.005875
ALPPL2	-0.316
OBFC2B	-0.677833333333333
ZFYVE20	-0.16675
GALC	1.58916666666667
CTRB2	0.09
C20orf71	-0.298
TBKBP1	0.363
CAMLG	0.617375
TREML4	2.3825
RSAD1	-0.446
TUBA3D	-0.6024
KIAA1833	0.857875
PNPLA1	0.0545
LRRC34	-1.92
CDH26	-0.218
ZNF167	0.697166666666667
ZBTB26	0.2866
VWF	3.3512
VTN	-1.1775
BAD	0.17625
PDS5B	1.2902
ZNF644	0.789416666666667
SH3GLB2	-0.411875
SMPDL3A	-1.2071
NRG2	-1.552625
IL15	-0.4458
GABARAPL1	-0.386
LAT2	-0.5128
SLCO1A2	-2.925
LIG4	-0.767416666666667
GSDMDC1	0.371125
BMP4	-2.0675
METT10D	0.955625
SYCE1	-0.13375
SPANXD	-5.04225
SLC12A9	0.465666666666667
MC1R	-1.9575
RNF168	-1.183
TRIM69	0.67
GALNT7	1.0115
ISG20L2	0.951
KIAA2026	-0.3815
TNFAIP8L1	-0.8425
DPY19L2	-0.7235
C12orf63	1.07
PRDX5	-0.211
MED6	-0.170625
TXNDC5	-0.746
CD46	1.24972727272727
CCK	-2.65975
C17orf48	-0.745
ANUBL1	2.042
SIT1	-1.57316666666667
TYSND1	0.778833333333333
DEF6	-0.255833333333333
GLT8D4	1.398
UTP14A	0.23125
RPH3AL	1.005
NXF1	0.301833333333333
TRERF1	1.45966666666667
TUBB3	-1.920875
SLC24A2	0.572
SEC22B	-0.06025
ZNF653	0.352
GGTL3	-0.787833333333333
CDKL2	0.064
CTF8	-0.130666666666667
EPC1	1.7055
CYP4A11	-0.356333333333333
THRSP	4.031
LELP1	0.2702
TES	1.164875
C17orf87	1.015
FERD3L	-0.47525
SH3TC1	-0.5125
RAB36	-0.242
CRYGB	0.1315
GRIA3	0.695555555555555
BHLHB9	0.93075
C1QTNF9	0.48675
GOPC	0.580875
PNPLA8	0.133166666666667
ZNF444	1.0635
FMO1	2.4095
POLR3C	-0.351
SLC35F3	-2.77425
SGCG	-1.732
DCDC2	-0.855
NANP	-0.5615
MGC23270	0.259
BEX4	-0.343916666666667
HYDIN	1.64722222222222
RPS6KB2	-0.683
ADRM1	-0.346916666666667
BAT3	-0.33625
RAB31	0.0740625
SCGB2A1	4.13725
SLC6A14	-4.35575
DDX4	-0.331
PRRC1	0.908333333333333
AP3B2	1.17983333333333
TRGV7	0.4204
TMEM184B	-0.13725
ADPRHL1	2.21233333333333
C21orf45	0.15025
ARNTL	0.0875
AADAT	-0.946
CCL2	0.179
SNTB2	0.760833333333333
RGS9BP	0.30725
KPNA1	0.263
TMEM41B	0.092
S100A11	0.504916666666667
DOT1L	-0.8945
EFHC2	0.935625
CLTC	-0.319666666666667
SRP9	0.757071428571429
ZNF521	-0.691
FAM26F	-1.482
GPR88	0.4178
COL13A1	-2.6395
CHMP4B	-0.447
SIGLEC6	0.254333333333333
NFAM1	0.3895
PVRL2	0.629
ALKBH4	0.1745
CCDC93	-0.3193125
NXT1	-0.16025
KCNK4	1.4845
TROAP	-1.0445
KCNA10	0.08025
CCDC114	0.3215
RAN	-0.530363636363636
LMTK2	-0.2515
LOC400657	0.325
UFC1	1.256
UBE1DC1	-0.3625
EEF1A1	-0.287944444444444
CHAC1	0.004
HMGA2	-5.6632
B3GALTL	-1.2055
ING2	0.2135
C1orf109	-0.7815
INTS3	0.864375
ZNF558	0.103
TRPM4	1.8495
LTB4R	-1.021
ISYNA1	0.44575
LSM7	-0.3845
LRRC47	-0.5075
ZNF179	-2.979
EXDL1	1.17675
SLC4A10	0.69225
ACSS2	-0.490666666666667
COPS7B	-1.126
KIAA0040	2.21216666666667
C1orf95	0.896
AP1GBP1	-0.91
OR9A2	0.186
FAM71C	0.475666666666667
RIN1	-1.39616666666667
ITGA4	-3.279125
DNAJC6	-1.7936
CLOCK	0.377833333333333
SLC35A4	0.36
DSG4	0.034
LOC26010	-1.22025
NSUN2	-1.323
TMEM86B	-1.0662
C14orf135	0.47
KIFC3	-1.6795
PHF5A	-0.423
NCAPH	-1.78675
STK11IP	-0.22925
FLJ42953	0.319125
CCDC19	4.4675
ZNF329	-0.413
TAX1BP1	0.333333333333333
ZDHHC18	-0.566166666666667
C10orf88	0.1095
TMBIM4	1.4714
NMUR1	-0.572
KIR2DS4	0.122428571428571
C9orf90	0.1745
MGC87631	0.8355
KDR	2.1725
ST3GAL2	-1.45825
RLN2	-0.1715
HPD	-2.65625
MOXD1	-2.72716666666667
PDGFRL	2.094
SMYD4	-0.464071428571429
FAM103A1	-0.1335
MFAP4	-1.24233333333333
LOC285141	2.523
TMEM45B	-1.815125
SMCR7L	-0.692857142857143
GZMH	2.45
CBLN1	-2.2565
CNNM1	-0.9125
PHF17	-0.633416666666667
NUP98	-0.452666666666667
RMI1	-0.59375
PTPRS	1.06075
ANKRD57	-0.534428571428571
CLDN15	-0.9775
OR51A2	0.2265
GUCA2B	0.8895
DOCK9	1.48875
ITGB1BP1	-0.807666666666667
DLG2	1.62875
BRAP	0.448
SESN3	-0.2375
ZC3H7B	0.23925
FAM101A	1.86366666666667
FKSG24	-0.224
ZYG11B	-0.888125
RFC2	-1.43
SH2D3A	0.546833333333333
DVL3	-0.104333333333333
ADFP	-1.26716666666667
KRIT1	-0.07425
SERTAD3	2.28516666666667
LEFTY2	-3.89725
KRT27	-1.628
SCFD2	-0.397
MN1	-0.501
RORA	0.4975
PTPRD	-0.757
PIAS2	0.108
CYP4X1	0.681666666666667
FBXL15	0.7895
MYH15	1.7284
CRX	2.792
TBC1D13	0.21525
SLC22A17	0.0788333333333333
PLK2	1.01233333333333
ARHGAP9	0.2525
EIF1B	-0.23325
C20orf185	0.1515
DEFA7P	-0.6185
PRIM1	-1.54183333333333
CRYAA	-3.344
BACE1	-0.5555
AGTRL1	-0.192
ACAD9	0.3105
GRASP	-0.685
RBP4	-2.27183333333333
TFB2M	0.4925
METTL9	-1.0876
ATP5O	-0.36175
SP100	0.236
CPSF1	-0.452
S100A4	-0.45775
LIME1	-1.29675
GPR137C	0.698
OR2A2	0.7555
C2orf29	0.07275
NUP188	-1.04875
SDPR	-1.5605
RAI1	-0.172375
RPS20	0.6219
LAMB1	-1.2255
ADM2	-0.134
ZNF229	0.83775
DKFZp434K1815	-0.837375
EPN3	2.90933333333333
CLIC3	-0.8905
MEIG1	0.73075
HMGB4	0.12775
STARD10	2.14525
KLF8	2.70925
EPB41L2	-1.6685
JMJD6	-0.441142857142857
CTSL1	-1.41133333333333
GPR27	0.4895
ELAVL4	-0.24
MMP21	0.2155
PPM1B	0.42825
SUV39H1	-1.47425
AAMP	0.09925
TUSC4	0.668
MBD6	0.95375
KLK13	-1.6565
FMNL3	-0.071
TRIM13	1.18275
C15orf5	-0.75725
IQCF1	0.0287142857142857
CACNG8	-0.242
SLC35D3	0.789333333333333
ZDHHC9	0.67
ODF3L1	-0.48875
C9orf86	-0.5983
TSEN2	-0.49575
C17orf64	0.0596666666666667
SEPX1	0.1426
TSPO	0.3175
SYMPK	-0.2915
ADORA1	-0.103
TSPAN10	0.4325
SEMA6C	0.194666666666667
RTTN	-0.8336
IL2	0.297
ARRDC3	-0.203333333333333
TBPL1	-1.12233333333333
STX12	0.13225
MRPL39	-1.14925
OR8H3	1.1625
IFIT5	-0.0185
CASC5	-1.81
FAM46A	-1.26166666666667
HPCAL1	-1.032375
CYLC1	-0.4325
VGLL2	0.324142857142857
C20orf191	-0.027
CDH1	2.43516666666667
ITPA	0.07
CCDC101	-0.03425
D15Wsu75e	0.3995
EDA	-0.741333333333333
CREG1	0.69825
OR7G2	-0.056
SAP18	0.8285
IFIT1	0.09325
CALML3	0.211166666666667
FLJ37440	0.237
FNDC5	0.17825
SERPINB6	-0.184857142857143
JUNB	0.4469
SYS1	1.28425
SCN2A	0.369666666666667
ZKSCAN5	-0.5234
WNT7A	0.0176666666666667
TSHZ3	1.71575
RNF148	0.224
H6PD	-0.329625
CAD	-1.056
ZNF449	-0.11575
DOCK10	-2.2055
FAIM2	-0.2005
HEXDC	0.35275
PRB1	1.64166666666667
C14orf148	-2.703
ETHE1	0.479
IRF5	-1.1948
GNMT	2.11816666666667
MGC16291	-2.628625
RPAIN	-0.286714285714286
CAGE1	1.059
CNTNAP3	-3.58625
ACTR1B	-0.25775
EEF1E1	-1.073
MSX1	-0.913375
ESF1	0.1241
HSPC171	0.90825
MRPL2	-0.0886666666666667
RDH12	-0.895333333333333
CELP	-0.5485
METRNL	-0.1725
C10orf116	4.35816666666667
C19orf48	-0.0845
ZNF346	-0.615625
NCR1	-2.512
C10orf64	-0.1885
CD52	0.4725
VPS18	1.101875
AP4S1	0.423666666666667
NPBWR1	0.5805
TPK1	0.3555
UBA52	-0.0777222222222222
RIPK1	0.754666666666667
CPNE3	0.8864
HSPC159	-0.808875
C8orf38	0.6205
LRRC4B	-1.1015
PARP10	0.709
ANKRD50	1.480375
CXCL9	5.2355
FGF18	0.566454545454545
EIF2A	-0.397875
SLC20A2	1.32466666666667
KIAA1549	0.603333333333333
SPINT1	1.7184
ZNF584	-0.248
CRBN	0.437
ABCF3	0.2715
NCBP1	-0.275333333333333
PLA2G4F	-0.812833333333333
PCDH10	-0.9315
TTC21A	1.7745
C20orf144	0.146
FGFR1OP2	0.104666666666667
SLC9A1	0.00630000000000001
CHRND	-0.4975
FOXF1	-3.983
KIAA1467	2.30775
TPO	-0.0295
LTF	1.98257142857143
DNAJB9	-0.697
MRPS27	-0.89575
bA16L21.2.1	-0.30475
WBP2	-0.0965
MRGPRX3	-2.21766666666667
PRPF18	0.32725
C10orf58	0.158
SMOC1	-3.1091
ADAT3	0.326666666666667
TMEM138	-0.2235
TMEM131	0.148
TIMM8B	-0.00100000000000001
MYH7	-1.6088
ST6GAL2	1.0895
KIF1C	0.7495
SUHW2	-0.68
PAPSS1	0.54925
CABP2	0.12
HOXA4	-2.15325
ELF2	0.01325
SEMA3D	0.1098
MC5R	-0.079
OGFR	-0.00549999999999999
FLJ30092	0.47
TGFA	-1.1877
MMP17	-0.06775
KIF15	-2.03925
CHIA	0.5765
CATSPER3	0.77925
CEACAM7	1.65483333333333
PADI2	0.627875
HOXA9	-0.366833333333333
LNX2	1.641
TMEM144	2.54475
HIF1AN	1.035
METTL7A	-0.8379
C6orf165	4.08283333333333
KIAA1468	0.83475
DSG3	-1.1125
ZNF180	0.2455
EIF4E3	1.41025
SLC46A1	2.48775
DKK1	-5.56183333333333
ZNF205	0.7705
LOC162073	1.94622222222222
COX7A1	4.96775
MAGEA1	-4.62483333333333
NEDD8	0.0294166666666667
KLHDC5	0.865666666666667
C3orf19	0.890333333333333
MRPS2	-0.66075
POLR3H	0.2415
ABHD11	0.4433
TMEM17	0.83725
PAIP2B	1.3942
MAT1A	-3.59225
LGI3	-0.54525
THUMPD2	0.53075
TKTL2	0.0163333333333333
XAGE3	-2.5688
CALM3	0.698583333333333
C6orf136	-0.285666666666667
KCNC4	0.00383333333333332
RGS9	-0.509333333333333
ACIN1	-0.0108333333333333
SPATS1	3.1125
XKR8	-0.07225
FAM84A	-0.0130833333333333
MS4A7	4.72663636363636
AGXT2L2	0.1785
OR1F1	0.862
SMAP1L	-0.822333333333333
IPO11	0.538
ZC3H11A	0.5594375
C1orf151	-0.051125
RNASEH2A	-1.1415
CCR10	-1.719
TXNDC11	-0.188666666666667
TMEM112	0.589125
MAP1B	-0.894142857142857
NVL	1.153
PKM2	-1.35075
ARC	-0.2655
NUP54	-0.909
PPFIBP2	1.07466666666667
STAT2	0.890875
PTAFR	1.19983333333333
ROBO2	1.840625
RNF40	0.312833333333333
CCDC135	2.74716666666667
IFT81	0.3035
MORF4	-0.84475
TM7SF3	0.34675
OR10H3	0.6205
ABP1	-0.15825
CHRD	1.177
PLEKHA8	-0.281166666666667
NCALD	0.24525
OR5AK2	0.0314999999999999
ACCN1	0.0866
SLITRK1	0.55825
ARMET	-0.20675
C9orf52	0.38825
REEP4	-0.0585
MTSS1	1.532875
ADH1B	3.92716666666667
DLD	-0.9345
CDK5	-0.674
PPFIA1	1.0885
WFDC3	1.3315
DNAJB12	1.14285714285714
RANGRF	-0.65
MLANA	-4.5325
AMY2B	-0.094
KIAA0319	-0.861857142857143
RPS7	-0.288
JAK3	-0.3435
ARFGEF1	1.58775
CXCL5	0.96625
TRAPPC4	0.185
CETN2	0.11825
HSPC111	-0.14825
RHOBTB3	-1.7745
PHLPP	-0.8185
RGS10	0.63825
TMEM58	0.53225
CHERP	-0.123875
HSP90AB3P	0.0326666666666667
FSTL3	-0.629833333333333
PEX11A	1.8845
OR5V1	0.38
FCN3	2.2725
PTPN3	0.3415
NPTX1	-5.05425
C21orf84	-1.868
C11orf51	-0.51475
ZBED2	-0.835
FLJ90757	0.045
NPY2R	1.2535
PLD3	-0.28025
SYT17	2.81766666666667
SGSM2	-0.214
OR1A2	-0.259333333333333
FOXP1	1.57975
SLC5A1	-0.0205
POFUT1	-0.4468
EPHB6	-2.996
MYO1G	-1.716375
STAC	-2.3013
KLHL17	-1.16383333333333
RGMA	-0.6319
TJP2	-0.1841
FAM114A1	-0.2435
SERINC1	0.630833333333333
SLC9A8	0.26275
PEX19	0.902375
EDN2	1.758
PSMD7	-0.821222222222222
C3orf41	-3.075
UQCR	-0.488625
PPP1R3C	2.00525
LRP4	-2.95933333333333
TM2D1	-0.325
TTC17	0.1784375
C4BPB	-3.33775
CCL25	-0.4475
ZNF253	0.361666666666667
CHRNA9	-3.954
SOX11	-2.170625
HIVEP3	-0.1305
CGN	3.07075
C3orf35	-0.121875
PKD2L1	2.36325
SYVN1	-0.063375
PDE8B	1.27875
LOC439951	0.1785
LTC4S	2.49566666666667
MIF4GD	-0.342333333333333
SMARCA2	0.440625
TUBGCP6	0.122833333333333
CABLES1	1.469625
C16orf77	0.529333333333333
ZNF791	-0.000250000000000056
FUT5	-2.331
ADH6	-2.294
P4HB	0.28575
CLDND2	-1.30525
ALKBH8	0.9335
PLAC4	-0.128666666666667
F11R	1.10785714285714
MGC35295	0.0715
PDZD4	-1.0375
LOC389073	-0.757
FAM80B	-0.286333333333333
PSMB1	-0.668625
TXN	-0.144166666666667
VIPR1	1.6233
WBSCR18	0.7435
EXOSC6	-0.429833333333333
ACTA2	3.48416666666667
SP5	-1.83508333333333
ANKRD1	-3.1645
DDR1	1.6804
ATP6V1D	0.4895
PTGS1	-1.4835
RNF157	-1.91125
DCC	0.0725
SPAG7	0.262
FBXO18	-0.1135
UBE3C	-0.2498
HOXC6	1.205
LRP2BP	1.68616666666667
MYST2	0.50175
PDSS2	0.1525
ATE1	0.2965
ARAF	-0.70575
KLF10	0.04625
PLA2G2E	1.63675
ASCL1	1.99
TSNAXIP1	3.498
FAM131B	-0.201875
IFNA10	0.3755
NUP43	-1.038625
FAM44B	-0.245375
L1TD1	-5.08383333333333
NMD3	-0.877666666666667
C18orf54	-2.6033
PHOSPHO1	0.338
RAG2	-1.916
EMILIN3	-0.5125
METTL3	-0.175
VPS13C	-1.0215
REXO2	-1.3105
ANXA4	-0.226
CA1	-1.76933333333333
DCP1B	0.6505
TULP3	0.0676666666666667
ATP2A2	0.341142857142857
ATIC	-0.3315
ADAM15	0.04925
NPL	-0.0161666666666667
LGR4	-1.5475
UEVLD	0.234
GAB1	1.26925
SNAI2	-0.533333333333333
ZGPAT	0.3653
SNF1LK	-0.395375
DLEU1	-0.06175
UBE2Q1	0.537875
ZMYM6	-0.25925
JPH3	-1.751
FAM38A	0.14725
PXK	0.123666666666667
DENND2D	1.7385
BAX	-1.27675
CP	-0.985363636363637
RPL37	0.7339
G6PC3	0.088125
NCOA4	-0.423333333333333
LRRC14	-0.071125
GORASP1	0.329
FCHO2	0.690625
CYP24A1	-4.2089
FXYD3	1.17675
SMARCAL1	0.185
ABCB8	0.100666666666667
CCDC44	0.306
PRDM7	-4.57775
USH1C	-1.3495
DNAH5	3.127
SRF	0.198416666666667
MAL2	1.8065
PGPEP1	0.02875
SIN3B	-0.04
SEMA3C	1.15466666666667
GRAMD3	1.0995
FBXO10	-0.462125
OR5D13	1.362
FLJ31818	-0.234
CACNA1I	0.138142857142857
S100A13	0.3895
TP63	-0.234357142857143
ANXA11	0.9253
WDR66	2.4345
CSF2RB	-0.8505
IFI44	-0.9245
DACT1	1.67916666666667
ANKRD23	-1.045
ATP5G1	1.58783333333333
C21orf70	0.249
PPWD1	-1.16725
DNAJC13	0.0795
PAH	-3.88966666666667
PTCH2	0.112
TRMU	-1.066
CCDC9	1.0575
USP3	-0.1595
DCLRE1C	0.305
FAM55C	-1.05275
FRMD4B	1.5575
CYP2R1	0.1715
RFPL1	-0.6249
XPO5	-0.11925
ARL6IP2	-1.1345
OSBPL5	1.207
MMP9	3.15054545454546
KIAA0802	-0.455
DHRS2	-1.6935
SGEF	1.225625
TXNDC10	-0.4038
EXOC6	0.773
RPS27	1.38183333333333
PNCK	-1.591
FSTL1	-0.9005
AACS	0.75925
SLMAP	0.904
SAMD4A	-0.358
ABRA	0.8855
SMARCD3	-0.15125
PKNOX2	-2.5425
A4GNT	0.2745
C9orf39	-2.23283333333333
RALYL	-0.784
MGC33556	-2.7905
C10orf25	-0.665
BBOX1	-0.1715
NHEDC1	1.48725
XDH	-1.87725
GCSH	-0.4215
EDN1	2.48583333333333
MTERF	-0.05775
CLK4	0.909375
ZNF799	0.814833333333333
KCNG1	-1.991625
CXCR4	-1.11883333333333
PTPRR	-3.11525
IRAK1	-1.16157142857143
LOC401397	-0.981
TMSB10	0.125928571428571
CXCL3	-3.7119
TMC4	2.5905
OR7A10	0.431
STYK1	0.623
CHRNA10	-0.26675
CCNI	0.25325
EP300	1.26171428571429
LOC165186	0.976166666666667
HIC2	-1.98525
SDR-O	-0.26
OR2W1	0.5515
KCNA6	0.5945
TRIM74	-2.4385
REEP6	1.97675
ATP5G2	0.6105
ERG	0.18475
TMEM42	0.139
PARN	0.0688333333333333
SOD2	-1.0706875
DIRAS1	-0.306833333333333
PNPT1	-0.693
JOSD3	0.8665
hCG_40738	0.5165
PDE1C	-2.095
SEMA4D	-0.303625
AGPAT1	-0.220333333333333
NOSTRIN	0.426625
MAP3K3	0.0783333333333333
MAX	0.933785714285714
CAPS	1.8365
SERPINA12	0.176
OSBPL8	1.6675
RICS	2.3079
NR4A2	0.706
PPCS	0.281
LONP1	-1.313
SCYL3	2.22675
HERC2P2	-0.756166666666667
FIBCD1	-2.3205
C15orf41	-1.306
DMC1	-0.6395
C20orf27	-0.7095
RPS6KA5	1.1135
FAHD1	-0.499666666666667
SLC12A4	0.08425
BRCA1	-1.627
GBL	-0.6235
SLK	0.544833333333333
NUDT9P1	-0.91
NOXO1	1.7125
USP52	0.17225
BAZ1B	-0.185375
SLCO2B1	2.52075
BBS12	0.514666666666667
LRGUK	0.592833333333333
TERF2IP	0.27275
COL1A1	5.1445
KIAA0090	0.179
GRK5	-0.6015
AP1S2	-2.5308
TMEM52	0.308166666666667
CA11	-1.286875
OR4A15	-0.0688333333333333
ACBD3	1.4658
SPAG11B	0.334
PRDM2	0.6224
FOXP3	1.09633333333333
SMYD3	-0.0569
LOC389199	0.6875
LGI2	0.501333333333333
NAPE-PLD	0.186444444444444
ANKRD6	-0.0715
WDR45	-0.101666666666667
SHROOM1	-1.33
PSCD3	-0.114
PYY	0.2955
KCNC1	-0.281
ARHGEF9	0.4366
OR8J1	0.506
GPR55	-0.667
NS3BP	-1.8605
C10orf22	0.261833333333333
NAT8L	0.281
DUSP4	0.665166666666667
FOXM1	-1.13816666666667
GRAMD2	0.16
ZBTB48	-0.0638333333333333
BUD31	-0.6215
PABPC5	0.2255
CCDC41	-0.037
FBXO11	-0.0328333333333333
C6orf148	-1.61175
RFXAP	-0.7145
C6orf15	-0.0386666666666667
CDK8	-0.523
C6orf70	-0.088125
TESSP2	0.4405
ALG2	0.4205
PPP1R3D	2.0055
TPM3	0.389833333333333
SYT13	0.25125
EPB42	-0.669333333333333
CETN3	-0.94225
PRY	0.9665
NTHL1	-0.125333333333333
POLR2B	-0.4685
RPS28	0.147083333333333
P2RX3	0.16575
LYZL4	0.0976666666666667
WBP4	0.2857
PMM1	-0.643
C11orf79	0.38025
CBLL1	-0.0325
IL1F10	0.659833333333333
VAX2	-0.898
SETDB1	1.06683333333333
LRAP	-3.6725
GCLM	-0.410333333333333
CPEB3	2.86375
PPM1A	1.0005
INTS1	-0.43575
CAMTA1	-0.964166666666667
SAMSN1	-2.676
LOC158830	-2.82583333333333
GMPPA	-0.446375
AIPL1	0.6895
IL24	0.0945454545454545
BDKRB1	-2.5035
MLF1	0.2774
TAF12	-0.589
ID1	-2.61675
THADA	-0.2625
PIK3CB	-0.186
OR4N5	-0.403
TBC1D17	-0.0891666666666667
COX8A	-0.443
CDCA4	-0.5955
C2orf44	-0.97625
ZNF534	-1.10575
IMMP1L	0.26175
NIPSNAP3B	0.094875
FTMT	0.1235
PWP2	-0.269
MMP15	0.8543
DNAH11	-0.48625
MTMR14	-0.32075
DNAL4	0.4015
IPP	-0.83225
TMEM59	0.43225
C1orf157	-0.348
RGS4	-0.778833333333333
DDX18	0.1045
SNX6	-0.02625
ZNHIT2	1.118
NCDN	-0.512
FLJ33534	1.85
RAG1	-1.636125
OR4D10	0.522
PTPN5	0.0606666666666667
POMT1	0.265
LRRC8A	0.2332
CYP1A1	-2.093
CAPN1	-0.483833333333333
DDHD2	0.1275
GRIK2	0.08975
GNRHR	-0.29325
PPBP	-0.027
HTR3A	-1.607625
SLITRK4	0.8705
ANKRD49	2.03
BTF3	-0.2257
SARS	-0.4645
C13orf18	-1.10183333333333
CACNB1	-0.616642857142857
QKI	0.1126
SETMAR	0.392
MAN2B1	0.771166666666667
EML3	-0.9705
ACADL	0.4235
OFD1	-0.4475
DEFB114	-0.871
CGA	-3.7303
PEX16	0.454833333333333
LRRC10	-0.0465
GNG12	-0.451
C1orf152	-0.213
CHRM1	-0.159
CD53	-0.652125
DBH	-1.19725
TFAP2B	1.125625
HIST1H2BJ	-0.0356666666666667
FAM46D	1.578
TMEM11	-0.163
C3orf32	-3.49525
PCCB	0.028375
IPO13	-0.134125
C6orf105	-3.84875
COMMD5	0.83325
SUV420H1	1.8293
LTBR	0.47425
ARHGAP15	-1.995
HDHD2	0.36275
TDRKH	1.17933333333333
LOC401052	1.39
PSG4	-1.88625
GNB4	-1.6627
SPATA4	2.66725
SLC9A3	-0.493
OSBP	0.736833333333333
NBPF3	-0.7425
DOCK11	1.578
SLC39A5	-2.05966666666667
PRR5	0.8028
C10orf63	2.996875
SMTNL2	-2.8125
ADRA1A	-0.324333333333333
ASAH1	1.7511
DOM3Z	-0.0961
GIPR	1.0905
AHI1	-0.685916666666667
NADSYN1	0.292833333333333
RGS14	-0.1833
IL18BP	0.282111111111111
RTN4RL1	0.845333333333333
ARMC6	-0.646
PSMD5	-0.162833333333333
HK3	0.792
OR4S1	0.53375
RSU1	0.1472
MAD2L1	-2.64677777777778
EIF4A3	0.1175
DLEC1	1.07466666666667
E4F1	0.256833333333333
CHMP2B	0.7257
CAMSAP1	0.4005
RPS21	-0.145333333333333
ARID5A	-0.97925
UBE2N	-0.1672
IGSF8	0.660666666666667
MAGEB6	-2.014
ACAD11	-0.7483
MGC4172	-1.4455
LMO4	0.846
KLKB1	-1.08975
HP	-0.9165
HDAC3	-0.297
SCHIP1	-0.9055
CLCA1	0.6195
OLFML2A	0.5735
C1orf112	-0.85125
KIF19	2.21727272727273
HAPLN4	-0.661777777777778
CXCR7	2.49733333333333
GOT2	0.2344
RAB38	-0.45225
DCX	-0.83725
PPM1H	1.85283333333333
NFYC	0.252916666666667
KIN	0.518875
ZNF228	1.035
PLSCR4	1.02066666666667
HIG2	-0.15675
FAM79B	6.659
C21orf86	-0.242
KCNK10	0.04925
ZNF738	-0.60775
FSTL5	-1.5026
OR6A2	0.00750000000000001
OTOA	0.727666666666667
EXOC1	0.229875
AHRR	-4.407625
PDAP1	-1.54066666666667
C19orf6	-0.393625
ZAN	-0.58525
LY6G6E	-0.07
EIF4E2	-0.122
C20orf198	0.60025
ZNF324	0.8425
CYP3A5	-3.00266666666667
ENTPD7	1.5935
MBOAT5	0.527166666666667
GJB5	0.6725
TTC13	0.567
S100Z	-1.40516666666667
KIAA0664	-0.4605
PDGFRB	1.70133333333333
IL17D	-0.78475
OR56B4	0.907
RDX	-2.09833333333333
SLC34A3	0.449
IL28B	-0.061
JUND	1.07725
CHRNB1	-0.708875
CAMK2B	-0.084
FETUB	-3.146
CXorf23	1.136
MRTO4	-1.2355
TTC3	1.3762
NDUFB8	0.091
EDG2	-1.06675
SEMA3G	1.34925
IL23A	-1.2305
GRHL1	1.6012
LOC441054	-0.6385
WDR65	1.124125
PSTK	-0.206
STOML3	1.62316666666667
R3HDM2	-0.1231
C5	-2.79975
SLC2A10	0.475333333333333
C3orf22	0.232
PAQR3	-1.95007692307692
ANKRD26	0.766416666666667
HCRTR1	0.0855
LOC399947	-0.305
PSD2	-1.23
TIGD2	-0.363666666666667
SCRN1	-2.025375
COQ10A	-1.27875
DDI2	-1.694
METTL7B	0.4165
UCN2	0.25075
FAM92A3	-0.58425
WDR16	3.8775
ZNF511	0.246
ZMYM5	0.443
POLR3G	-2.5955
ZNF586	0.33675
C1orf49	-0.716333333333333
TANK	-0.205333333333333
RCAN1	-0.830333333333333
PELI3	1.2165
LIMD2	-1.16008333333333
TMEM189	-0.8085
NTN4	1.038875
LOC151300	0.188
CLEC2A	0.1355
GPR135	0.214428571428571
DPYSL4	-2.1883
JAK2	-1.02133333333333
TSHZ1	2.13333333333333
TM9SF4	0.070375
ZNF264	0.432666666666667
