Hybridization REF	TCGA-B6-A0RL-01A-11R-A084-07
IL24	-0.74175
BDKRB1	-2.69733333333333
MLF1	1.1805
TAF12	-0.142
ID1	-3.629125
THADA	0.01475
PIK3CB	0.47525
OR4N5	0.0585
TBC1D17	-0.601833333333333
COX8A	0.39425
CDCA4	-0.44025
C2orf44	-0.59575
ZNF534	-0.218
IMMP1L	0.66725
NIPSNAP3B	-0.408625
FTMT	0.246375
PWP2	-0.4085
MMP15	-2.0724
DNAH11	-1.66525
MTMR14	0.044875
DNAL4	0.83325
IPP	-0.40475
TMEM59	0.256875
C1orf157	0.011
RGS4	-1.70316666666667
DDX18	-0.512666666666667
SNX6	-0.027
ZNHIT2	-0.199333333333333
NCDN	-0.442
FLJ33534	0.62575
RAG1	-2.59475
OR4D10	0.3315
PTPN5	-0.798833333333334
POMT1	0.956875
LRRC8A	0.1826
CYP1A1	-1.706
CAPN1	-1.10733333333333
DDHD2	2.6645
GRIK2	-0.2005
GNRHR	0.14275
PPBP	0.831
HTR3A	-0.892375
SLITRK4	1.786
ANKRD49	-0.4695
BTF3	0.0112
SARS	0.594
C13orf18	-0.721833333333333
CACNB1	-0.0187857142857143
QKI	0.639227272727273
SETMAR	0.275571428571429
MAN2B1	-0.624
EML3	-1.41675
ACADL	-0.6076
OFD1	0.10225
DEFB114	-0.5285
CGA	0.683444444444444
PEX16	-0.0625
LRRC10	0.24
GNG12	-6.1235
C1orf152	-0.546833333333333
CHRM1	0.4095
CD53	-1.96425
DBH	-1.27625
TFAP2B	-2.525375
HIST1H2BJ	-0.943166666666667
FAM46D	0.854
TMEM11	0.28625
C3orf32	-2.733
PCCB	-0.603875
IPO13	-0.1845
C6orf105	-5.91525
COMMD5	0.411
SUV420H1	0.504
LTBR	1.10425
ARHGAP15	-2.672875
HDHD2	0.47225
TDRKH	0.546166666666667
LOC401052	2.0425
PSG4	0.32025
GNB4	-0.1768
SPATA4	3.24425
SLC9A3	0.17
OSBP	1.45466666666667
NBPF3	0.275916666666667
DOCK11	-1.9445
SLC39A5	-2.23383333333333
PRR5	0.4126
C10orf63	0.922875
SMTNL2	-1.787
ADRA1A	0.28575
ASAH1	0.1986
DOM3Z	-0.0503
GIPR	0.3885
AHI1	1.11983333333333
NADSYN1	-0.3314
RGS14	-0.6267
IL18BP	0.0265
RTN4RL1	1.40358333333333
ARMC6	-0.8175
PSMD5	-0.525833333333333
HK3	0.6544
OR4S1	1.04125
RSU1	-1.2455
MAD2L1	-1.12388888888889
EIF4A3	0.685
DLEC1	-0.118833333333333
E4F1	0.352166666666667
CHMP2B	0.5019
CAMSAP1	0.3035
RPS21	-0.604666666666667
ARID5A	-1.975
UBE2N	0.0225
IGSF8	1.02183333333333
MAGEB6	-1.28
ACAD11	-0.3927
MGC4172	-0.6665
LMO4	-4.01225
KLKB1	1.688
HP	0.9605
HDAC3	0.275
SCHIP1	-0.3375
CLCA1	-0.4735
OLFML2A	-0.357375
C1orf112	-0.247
KIF19	0.215666666666667
HAPLN4	-0.148
CXCR7	1.53666666666667
GOT2	-0.0838
RAB38	-4.23675
DCX	-1.20125
PPM1H	-0.404583333333333
NFYC	-0.0786666666666667
KIN	0.591625
ZNF228	1.8155
PLSCR4	0.642166666666667
HIG2	0.6575
FAM79B	3.933
C21orf86	0.333
KCNK10	0.2845
ZNF738	0.409
FSTL5	-1.17333333333333
OR6A2	-0.2115
OTOA	2.15916666666667
EXOC1	0.627375
AHRR	-2.14875
PDAP1	-1.00975
C19orf6	-0.827
ZAN	0.2775
LY6G6E	0.444
EIF4E2	-1.12475
C20orf198	1.09875
ZNF324	1.056
CYP3A5	-3.04183333333333
ENTPD7	0.922833333333333
MBOAT5	-0.106333333333333
GJB5	-1.398
TTC13	0.563
S100Z	-1.15566666666667
KIAA0664	-1.42533333333333
PDGFRB	-0.160833333333333
IL17D	0.31825
OR56B4	0.172
RDX	-2.5255
SLC34A3	0.317
IL28B	1.2045
JUND	1.7315
CHRNB1	-0.891375
CAMK2B	1.74625
FETUB	-2.33875
CXorf23	2.075
MRTO4	-1.16425
TTC3	1.003
NDUFB8	-1.354
EDG2	-2.42625
SEMA3G	-0.849
IL23A	-1.85566666666667
GRHL1	-0.7519
LOC441054	-1.053
WDR65	1.041375
PSTK	-1.08475
STOML3	-0.0192
R3HDM2	0.6345
C5	-0.07325
SLC2A10	2.094
C3orf22	0.38175
PAQR3	-2.31276923076923
ANKRD26	0.370333333333333
HCRTR1	-0.307
LOC399947	-0.27725
PSD2	1.5055
TIGD2	-0.920166666666667
SCRN1	-2.373875
COQ10A	-0.39675
DDI2	0.472
METTL7B	-1.1702
UCN2	0.203
FAM92A3	-1.20925
WDR16	0.7005
ZNF511	-0.783833333333333
ZMYM5	0.016
POLR3G	-3.128
ZNF586	-0.03975
C1orf49	-0.0608333333333334
TANK	0.0548333333333333
RCAN1	-1.14
PELI3	1.93216666666667
LIMD2	-1.68233333333333
TMEM189	-0.0835
NTN4	-1.6895
LOC151300	-0.8555
CLEC2A	-1.231
GPR135	0.485375
DPYSL4	-3.2074
JAK2	-0.910166666666667
TSHZ1	1.151
TM9SF4	0.318
ZNF264	1.17866666666667
SIRPG	-0.158875
BICD1	-0.462
HERC6	1.4475
METTL5	-0.116
CASP1	-2.12
PRRT1	0.591
PLA2G4C	1.906
ICA1L	0.226357142857143
TPTE2	0.093
OTUD7A	0.377166666666667
AQP11	1.85125
APOA2	-4.739
KALRN	-0.7226
SECTM1	0.196833333333333
IFNAR1	-0.2795
TALDO1	0.50675
RAB11FIP4	0.32975
EIF5A	-1.956
FAM49A	-1.22525
NEGR1	0.634166666666667
YTHDC2	1.19275
EHD2	-0.348875
NCF1	0.493666666666667
SCRT2	0.154
HOXA5	-2.713
NUP133	0.77525
FGF12	-1.3638125
SLMO2	0.204375
SNTA1	0.3125
CACNG2	-0.0355
GCM1	1.05525
ELF1	-0.0996666666666667
TLR5	3.615
TCFL5	-0.282833333333333
RBMY2FP	0.1715
LOC100125556	0.723125
FAM129B	-0.101
MAP3K7IP1	-0.04125
NCK2	-0.1245
OXA1L	-0.98
FMO9P	-0.116
ZSCAN12	0.91575
PSMD12	-0.426083333333333
HSCB	-1.141
CLDN10	-3.5535
MGC13053	-0.3175
HPCAL4	-0.824666666666667
ASZ1	-0.411
MEX3D	0.243
NFAT5	-0.5518
CSPG4LYP1	-0.612333333333333
FBXO3	0.6436
DVL1	-0.153166666666667
CMKLR1	0.965666666666667
TYMS	-1.09075
PEF1	0.66375
ZNF750	2.44166666666667
MCM5	-1.2054
MEGF11	-0.91325
KCNK7	-0.2805
PTP4A3	-0.0605
C1QTNF2	-2.75616666666667
OR6S1	0.721
FAM122B	0.774
ZNF551	0.084375
HBQ1	-2.9425
GEMIN6	0.01175
ARSK	0.54525
RBP7	0.832333333333333
CPNE9	-0.02525
DSC1	1.201
LOC730112	-0.807
MAP2K4	0.72275
HS3ST5	-0.812
EPB41L3	-0.031
TEKT2	2.117
CDKN2B	-0.42525
ZNF480	-1.24875
MAP3K6	-0.3201
MAP6	-0.0668333333333333
HN1	0.0626
OR2L13	0.362833333333333
SLC16A11	0.08975
FAM96A	0.21025
APOL1	-0.79925
C5orf32	-0.351
RTP1	-0.157
RNF175	-1.560375
ZBTB41	1.694625
AHCTF1	0.6559
SAE2	0.1464
ITGA2	-2.60983333333333
MME	-3.53683333333333
CCDC14	-0.90525
MAST4	1.69485714285714
KRT33B	-0.346
KCTD2	0.5295
WDR26	0.718333333333333
MFI2	-0.348375
NR4A3	-1.12625
ARSA	1.2765
UNKL	0.415666666666667
SULT6B1	0.3215
CCNA2	-1.60466666666667
SOX15	-0.2615
PPAPDC1B	2.82883333333333
C19orf44	1.0575
MCAT	-0.0921666666666667
ARID1B	0.5155
OR52N1	-1.0005
C12orf48	-0.59775
MAGI1	1.71375
NIPA2	-0.63375
GBX2	-2.26825
RSHL3	0.81575
RAVER1	-0.161333333333333
C15orf17	-0.198
SLC30A2	0.270375
ZNF518	-3.50175
PCYT1B	-1.287
C10orf114	-1.616
EIF3H	0.05025
SLC25A39	-0.255166666666667
KIF1B	-0.70925
AMOTL2	1.56675
C6orf120	0.813375
PSRC1	0.2405
PLA2G10	1.774875
KIF5C	0.011875
MRPL37	-0.9015
C17orf62	0.0108333333333333
C9orf135	-1.5665
DUSP10	0.568
CLCNKB	-0.07
PSMA5	0.771125
C8orf53	1.1445
AMPD3	1.6995
PIAS1	0.238
ADCYAP1R1	0.576
GYLTL1B	-1.10725
CDH20	1.11416666666667
FBXO7	-0.313
TMEM134	0.958666666666666
FLJ14213	-0.181833333333333
ZNF3	-0.05625
LRRFIP1	-0.183291666666667
CNOT2	0.678583333333333
ABI3	0.5515
ALDH5A1	-0.60725
HNT	0.7205
SERPINA4	-2.6195
TK2	0.147416666666667
STMN1	-0.752555555555556
GUCA2A	0.495166666666667
GALNT10	0.732928571428571
DPP6	-0.7604
C9orf93	0.936875
PRELID2	-0.290125
STK39	1.47575
SFTPA1	-0.95625
CKS2	-0.570777777777778
RHO	0.625125
C20orf135	0.2405
XKR3	-2.75
CR1	-0.0295
RPS6KA2	-0.986142857142857
C20orf112	0.8555
MRPL22	0.22975
C4orf23	-0.2155
GADD45B	0.573
KLHDC1	1.92633333333333
C2orf48	0.2215
ZNF287	3.2825
DAAM2	-0.52525
DPPA2	-2.53616666666667
TCTN3	0.0226666666666667
DNAJB11	0.084125
FPR1	0.6475
DEFB4	0.4055
PTCD2	0.0685
SMOC2	5.497
CABP7	1.74525
SERPINB11	0.24675
MAGEF1	0.759
NDE1	1.39183333333333
ITGA10	0.302
FSHB	0.208
ANXA2	0.522875
HORMAD2	0.57
HLCS	1.8715
MCF2L	0.938916666666667
FH	0.20725
TBC1D24	1.1525
KIAA1505	1.00125
LGALS2	-3.94325
CNBD1	0.092
SYNPO2L	3.15725
PTPN23	0.296071428571429
C1orf183	-0.977333333333333
MAGEA8	-2.77825
DGCR8	-0.757375
GSR	-1.725
PAQR7	0.9025
ZNF676	-0.09225
CACNA1C	-1.5337
SP7	0.7305
PDCD6	0.066
NRN1L	-1.04
BRI3BP	0.0536666666666667
KIAA1183	0.9925
ASB4	0.1785
CCL23	-0.2642
OBSL1	0.265375
SLC12A7	0.680666666666667
KIAA0240	1.677125
CD1B	-3.4445
FCGR2A	0.751625
MDC1	-0.505
HTR1A	0.0521666666666667
OCEL1	0.8625
ATP11B	-1.95646666666667
FBXO34	0.450833333333333
PCDH12	1.15633333333333
RPE	-1.09225
C17orf74	0.2755
CSDC2	-0.161833333333333
PET112L	-0.07975
TMBIM1	0.7185
P2RXL1	-0.7465
TCHP	-0.144
TRMT1	-1.55216666666667
F2RL2	1.38491666666667
LRRC32	1.02016666666667
IMPG2	0.84
BGLAP	0.11225
LOC493869	-5.34
MRAS	0.572
SLC35F5	0.925
CBWD1	0.016
AXL	-1.486125
ATP2C2	2.2
TELO2	-0.33275
PNPLA3	-4.17725
PCDHB14	-0.93925
CD276	-0.29475
KRT80	0.18925
DUSP28	0.147
CSNK1E	-0.292666666666667
SRP14	1.6795
KCNQ4	0.6115
KRT72	0.124
CCDC117	0.17
C6orf89	0.668222222222222
TUBB2B	-2.27116666666667
RTN4IP1	-0.4015
CR1L	-4.485
CEND1	0.120375
C12orf41	0.282666666666667
RNF31	0.23825
UBN1	0.881666666666666
C17orf32	0.84475
SLC5A7	1.376
GPR92	-0.00916666666666667
ESAM	0.1003
CTNNA1	0.69925
HRBL	0.5988
CBX4	0.746
TMEM182	-0.978
SH3TC2	-0.656
IL10	0.317333333333333
PXMP4	0.5135
RNF167	-0.4205
PAK7	-0.447333333333333
ETV3	0.1445
ATPIF1	-0.5855
LOC554207	-1.55516666666667
OR8H1	0.2745
WDFY3	1.58
DPM1	-0.1855
GPSM1	-0.6075
WDR92	-0.204
LRP1	-0.624666666666667
ANKH	-3.08075
THUMPD3	-0.664
POLR1B	-0.21325
OLFM4	1.7515
RAD9B	1.57825
TSPY2	-3.692
PAX6	-1.28183333333333
SCG2	-3.9335
SLC17A6	0.34875
FMO3	0.459428571428571
PADI4	-0.0885
TUBB4	-1.1923
NLK	-0.28375
POU4F3	-0.6585
SDF4	-0.708
ITGBL1	-2.61466666666667
NETO1	-2.044
TAP2	-0.44825
ABBA-1	-0.33275
GNAI1	-3.60825
VPS4B	0.51125
NOPE	-1.2037
GALNT6	3.7955
SESN1	0.7795
GBE1	-1.64811111111111
CLASP1	-0.2545
RASGEF1B	0.2295
ACOT11	-0.195071428571429
AFAP1	0.5325
OR2H2	0.05475
DPY19L2P1	-0.22125
DZIP1	-4.87325
SEC22C	0.408666666666667
GPR161	-2.06675
RNF146	1.75325
WDR74	-1.447875
GALP	0.168
PURA	1.4495
DNPEP	1.16258333333333
RP11-78J21.1	-1.0405
ERBB2	2.897125
FANCM	-0.478833333333333
NEO1	0.5455
DDX3Y	-5.2171
RPS3A	-0.27475
MXRA7	-0.149428571428571
LGALS3	-4.0175
GLT8D1	0.93375
CFL2	-1.5515
UPB1	0.25125
NAP1L5	-0.78275
CLDN14	-1.552
DHX38	-1.111
BTBD1	-0.12025
TARS2	0.521666666666667
ABCF1	-0.0346
FCF1	0.361333333333333
LRRC49	0.81225
GUCY1B2	-2.5925
C1orf177	0.00166666666666666
SMARCA4	-1.04785714285714
LRP8	-1.72183333333333
TAGLN3	-1.196
MRPL14	-0.011
TTRAP	-0.24925
ZDHHC20	0.46075
NFE2L3	-0.85825
KIAA1377	-1.66875
PALMD	-1.625
TMEM43	0.25225
TTL	-1.214125
STAT5B	-0.774833333333333
SSB	0.0305
OR10H5	0.5415
SLC22A13	-0.7345
AKAP3	-0.23675
TIMM23	1.00716666666667
OAS2	2.87616666666667
KIAA0423	1.54675
TRIM11	0.8475
GLIS3	-1.133875
TMEM50B	0.5345
ARHGEF4	-2.640125
DEGS1	-1.04609090909091
TBL1XR1	0.227733333333333
G6PD	-1.98975
SP140	0.6471
MUC17	0.329214285714286
NUDC	-0.1139
DNAJC5B	0.385666666666667
SCARA3	-0.124833333333333
CPA3	0.797833333333333
BCAT2	1.04775
MFN1	0.2587
NRG3	-0.3665
SNX11	0.207
PLEKHH1	-0.0806666666666667
GPR177	-2.86466666666667
HCFC2	0.2845
TCAP	-0.0355
MOCOS	-4.6775
C14orf93	-0.02
PRDM10	-0.3525
SLC16A4	1.26883333333333
SRGAP1	1.368
VIP	0.2205
DUSP27	0.540166666666667
LILRA1	0.3112
MC2R	0.3705
MGC24103	-3.355
MBTD1	-0.992
FUT11	-0.316
USP33	0.4565
C15orf39	-0.8555
MAP3K12	0.352875
PAAF1	3.184
BARHL1	0.487
FLJ16165	-0.0885
PIWIL2	-3.0145
SYNE1	-0.759272727272727
CMTM4	0.148375
TSPYL1	0.9584
GUF1	0.267
TMEM157	1.7905
WDR44	-0.2235
HIST1H3C	0.4105
DKFZp666G057	2.533
RNPEP	0.27975
GAS2L2	0.219
ADH4	-5.00125
GRPR	0.27
FBXL17	0.30925
ZBTB10	1.686
Gcom1	0.0865555555555556
HTRA1	-0.7384
ZNF585A	0.823
SLC26A2	-0.0617692307692308
OTOP3	0.309833333333333
WISP1	-0.359111111111111
ATP2B4	-0.34125
FLJ10769	0.874
CRAMP1L	0.6045
CHST12	0.479
RAB22A	1.079
TARDBP	0.123285714285714
STAU1	0.68325
CRB3	2.80466666666667
MIG7	-0.764
CHMP1A	-0.470166666666667
ZNF160	0.310375
B3GALT6	0.314625
BARX1	-2.106
C6orf167	-0.864625
NXNL1	0.276
DHX29	0.90175
HADHB	-0.073
PLXNB2	0.1175
ILDR1	-0.6285
SLC15A3	2.49675
GAS2	-2.53066666666667
C20orf69	0.7825
NUMB	-0.382
TNIP1	-0.054125
MESP1	1.59383333333333
PSKH1	-0.233
NSFL1C	-0.545
RHOG	-0.2485
HEY1	-4.29516666666667
KNG1	-0.4315
ITGAX	0.9791
LIN9	0.0493333333333333
CANT1	1.465375
XRN1	0.9475
CCDC96	1.9094
HEATR6	-0.563666666666667
GNG7	-0.73
RUNX2	0.9453125
SOX1	-0.238833333333333
FCRL5	-0.199
ZNF99	0.866125
FAM9A	2.3885
SNX22	1.95616666666667
MBNL3	-3.17716666666667
ODC1	-3.9469
ADORA2B	-3.19383333333333
NR2F6	0.21725
ZFYVE16	0.288722222222222
SYNJ2BP	0.9145
POLE	-0.2735
E2F2	-0.21175
THRA	0.533833333333333
PTGES2	-0.883333333333333
HIP1R	0.827
TMUB1	-0.5945
ENO3	-2.14325
RSPH10B	2.314
CXorf39	1.6
IRGC	0.50025
GPR109B	-1.828
FLJ13305	0.378
LCE3A	-0.521
TNFRSF18	-0.848166666666667
DET1	0.49025
TRPM3	-0.1295
C16orf79	-0.0495
FECH	0.753166666666667
RAP2A	-1.02633333333333
CRIP1	2.7415
AZIN1	-0.123125
SLC7A7	1.4175
IL10RA	-0.6978
TMEM64	-4.06475
CDC42EP4	0.8455
C16orf58	0.6691
ARG2	-3.4265
POU5F1P4	-4.68775
FAM62B	0.13775
DNAH8	-1.8397
ASH2L	1.997625
TSLP	-4.6785
CNTNAP5	0.543833333333333
TMEM16C	-0.52325
IFNA14	0.5655
SLC1A3	-1.120375
CABYR	0.9535
BCL7B	0.1261
NUDT13	-1.16016666666667
C13orf28	1.059
C1orf53	0.33
ARL6IP4	0.6541
RPL35A	0.07775
EMR3	0.327
RAB40C	1.1445
SLC41A1	-0.0915
LRCH1	0.25575
LY6G5B	-0.3495
FAM124A	-0.784142857142857
MGC10981	-4.153
CLIP3	-0.1072
MAP4K2	-1.15333333333333
CHIC1	0.76075
SULF1	-1.597
C20orf30	0.633428571428571
PRDM5	-1.154625
ELOVL1	-0.4835
C11orf48	-1.144625
SLC39A10	0.6495
KCNV1	0.302
ACP1	-0.626666666666667
ZMYM2	-0.43125
B3GNT6	-0.152666666666667
C9orf69	0.3695
C2orf15	1.5215
C20orf166	0.488
HSP90AA6P	0.6245
EDG7	-0.987
NEURL	3.52725
LPL	-1.409
CLEC2D	0.704142857142857
GRRP1	0.0523333333333334
CD8B	-4.1593
HIST1H3D	-0.356
SLC6A12	-0.319875
FAM27L	-0.00449999999999998
CD84	0.6691
RASA1	0.1475
PHKG1	-0.6405
MAGEA11	-1.1865
IMPA1	-0.779
NPM3	-2.36425
RARRES1	-0.3225
SH3BP1	-0.441
B3GNTL1	-0.9765
ARPC5L	-0.261
KLHL26	0.67725
SIM2	2.21375
GJC1	0.0405
C20orf194	-1.0885
EXO1	-1.157
SLC2A2	-2.05066666666667
LOC285074	-0.9215
LRG1	-0.70625
KIRREL	-0.79
PIK3R1	0.926714285714286
C4orf34	1.587
MAF	-4.25794444444444
ADCY4	3.22983333333333
ZMIZ2	0.6042
SLC46A3	1.25383333333333
STAMBP	0.739333333333334
CCDC16	0.8505
MS4A12	0.066
TCF20	-0.03625
LRRC46	2.3625
C20orf152	0.488
MRPS6	-0.0225
ABCB11	0.2195
KCNC2	-0.4225
CDH19	-2.8022
C9orf123	0.191166666666667
SSH3	1.655625
LDLRAD1	-2.97925
CCBE1	-1.63375
ZNF135	2.095125
TAAR1	-0.704
WFDC12	1.395
CCDC42	-0.0265
FLJ12529	0.57125
PER1	-0.882166666666667
TIMM50	-0.441
SMARCAD1	-0.127333333333333
FAM26C	0.507
TP53TG3	-2.93716666666667
SH3RF1	1.7522
LMCD1	1.8065
GPR63	-0.5415
FLJ21986	-2.506
AIFM3	-0.25875
MICAL1	-0.525333333333333
BLZF1	1.02616666666667
IQCA	-0.999333333333333
PCDHGC3	-0.2975
SAC	0.96825
BCL6B	0.457166666666667
DDO	2.252
MARCO	1.382
DCHS1	0.555166666666667
C1orf170	0.983
CD200R1	0.0581666666666667
C22orf15	-0.6485
SEPT11	-0.434666666666667
ADNP	1.12
UST	-3.3383
C13orf34	-1.10566666666667
RFFL	0.715714285714286
APBA3	-0.756
C2orf60	-0.776875
CUTL1	0.9448
PMS1	-1.392875
ZNF689	0.7545
EIF3E	-1.6965
IL9	0.118166666666667
RPL31	-0.34575
LY9	-0.0733333333333334
ATP2B3	0.31975
KDELR2	0.05325
TFCP2	1.194375
NLRP12	-0.041
FLJ45422	0.25725
TLE4	-3.135
ZNF570	0.252
FLJ43806	-0.2975
TLK2	0.413625
CIR	0.86075
MARS2	1.9435
COL24A1	0.9015
SDF2L1	-1.35
HIBADH	0.0726666666666667
IGFBP3	-3.69857142857143
C12orf23	0.759
PSPC1	-0.5015
C20orf43	0.5615
TRAV20	0.5955
ARHGAP24	-1.00925
KIAA1975	1.0695
C1QA	2.8075
DNTT	-4.58333333333333
C10orf6	0.173
C11orf41	-2.21325
HNRPF	1.279125
COL11A1	0.652333333333333
UBAP2	0.526
CDKN2AIPNL	-0.1535
C20orf174	0.3505
SPRED2	1.122
PLA2G12A	1.28833333333333
ICEBERG	-1.715
SCN10A	-0.1335
C11orf65	-0.35925
GBP5	1.955
PITPNC1	-2.93266666666667
POU3F3	-0.0645
NCOA7	-0.530625
LIN7C	0.1874
LOC348840	-1.0945
NKX2-2	-1.7785
ANKRD13D	0.254857142857143
LOC123688	-2.7405
FUT2	2.085
TAAR8	0.853
FZD4	-1.90525
PNMA3	0.0323333333333333
OR4L1	-0.00950000000000001
WIT1	-2.9625
EXOC3L	1.17125
ATPBD4	0.9852
KRBA1	0.414
UBXD6	-1.08975
HOXB7	-2.19057142857143
C7orf23	-1.137
UNQ338	-1.12975
STAB2	0.66725
CDC20B	0.43025
IRF9	2.4375
CENTG1	-0.74
TNPO2	-1.18025
MCPH1	-0.050125
BMS1P5	-0.99375
SLC26A7	-0.43625
HIST1H3J	0.278
C9orf3	-1.9197
LBH	-0.882375
MYO1D	0.50075
PTDSS2	-0.02675
NFU1	0.72825
DEPDC4	-1.529
WNT7B	1.9526
GLP2R	-0.190833333333333
SETD4	-0.3405
DYNLT3	-0.4436
FKBP11	-3.3145
SESTD1	0.82
FLII	0.47875
RPS16	-0.8017
CHPF	-1.41066666666667
CSNK2A1	-0.184666666666667
SUMO1P1	-0.66025
FKBP6	0.2055
ZNF214	2.812
TWIST1	0.440333333333333
DDX56	-0.722333333333333
TRAM1L1	2.4886
EPO	-3.16866666666667
MRPS18B	-0.16475
ZNF682	0.0201666666666667
RPL14	-0.303333333333333
MAFF	-0.61325
LOC51136	0.066875
LY96	-2.54475
DDX20	0.776
ABTB1	0.709666666666667
ARL5A	-0.5373
CCT6A	-0.9905
HEPACAM	-1.32816666666667
EHHADH	0.00350000000000001
RBAK	1.00116666666667
CGB1	1.578
ITGB5	0.2992
YIPF3	0.5125
FKBP2	-0.4865
NR1D1	-0.9867
TMEM110	0.109
NEK2	0.1555
PRAMEF8	-3.331
C20orf52	0.478333333333333
PCDHGA3	-1.746
VWA3B	0.876
NDUFA5	0.10075
THAP9	0.00025
FLVCR2	-0.299
AP1S1	-1.425875
SMAD6	-1.513
SAV1	0.48525
SAT1	1.519375
ZNF251	1.332875
ADAMTS7	-0.3298
RPP38	0.58
C1orf211	-1.22
YPEL2	0.5504
RBMS1	-4.45775
ZNF445	0.481
NRXN2	0.785333333333333
PGBD4	0.33725
UGT2B28	-2.89375
WBSCR16	-0.3185
NLRC3	-0.46725
ASTL	0.237
ST6GALNAC1	-3.85075
ZADH2	-0.00524999999999999
MLLT4	1.45983333333333
ARL6	0.44
MEF2C	-2.11025
CBFA2T3	-0.019
AFF3	3.47692857142857
COG7	0.640833333333333
MYB	1.06466666666667
PLXNA3	0.2895
XRCC2	-0.838666666666667
MMS19	-1.201625
ST8SIA5	-0.200375
CHPT1	0.1195
KIAA1712	-0.01775
OR6X1	0.068
ACTR3	-0.589125
UGCG	2.24966666666667
OR4P4	0.586
ZAP70	-3.59375
LPP	0.767
ZNF485	1.593
PTPRCAP	-1.35875
IL12RB1	0.10125
ATRX	0.1622
CHST8	-2.776625
C14orf109	-0.26925
ARV1	0.65925
NMB	-1.14128571428571
COX5A	-0.623166666666667
EIF6	-0.004
MPPED2	-1.59983333333333
SEMG1	-1.213
CHRDL1	-0.4555
TRAF3IP2	0.532
WNK2	-0.318625
LILRA4	0.546166666666667
LAMA2	0.02325
PXT1	-0.597
RLBP1	-3.57975
CD300C	-0.347
SLTM	0.205125
FLJ10404	0.0346875
APOBEC3D	-1.25383333333333
RENBP	-0.200833333333333
ATXN7L1	-0.056125
NID1	-2.36425
TUBGCP3	-0.446375
ITIH5	-0.575222222222222
CCDC110	2.82275
C8A	-3.32975
MGC87042	-2.325
HOXC13	2.71875
TFDP2	-0.13
HCP5	2.050375
POLI	1.0635
UCN	0.3425
ZNF764	1.0805
C8orf45	-1.23075
FHL3	-2.2075
SPATA5L1	0.10075
MMRN2	1.56933333333333
NDST1	0.019
COL20A1	0.385
ZNF248	0.1745
PELP1	-0.645666666666667
MBL2	-2.55483333333333
RNF41	0.816875
C5orf24	0.735
THOC5	-1.28575
SERINC3	0.865416666666667
RP11-151A6.2	1.785
CDCP2	-0.06625
HIST1H2AA	0.182
C11orf75	-1.38283333333333
FKBP7	-1.78875
DDOST	-0.385
GPNMB	-1.76983333333333
TTF2	-1.18483333333333
KCNT1	-0.116333333333333
SLC39A14	-1.450125
NGRN	1.1075
GPR137B	2.08775
MECP2	0.631625
PSMA1	-0.24575
C16orf73	-4.62125
TMEM60	-0.304833333333333
CSN3	-0.5475
NOS1	0.398
RAB7L1	-2.09083333333333
YBX2	-0.396
KIAA1166	-2.094
FUBP3	0.620166666666667
ABCG1	1.953
ACACA	-0.0923333333333333
ARL11	1.865
ATOH1	0.335
ODF1	0.232
CREB3L3	-1.57766666666667
TMEM127	1.57178571428571
DSCAML1	-0.78425
PLN	-0.606
LYPLA1	0.0128333333333334
PRDM9	-1.74025
SASP	-0.38975
PLUNC	0.254833333333333
INTU	1.503
HISPPD1	-0.13975
LNPEP	0.6905
YARS2	-0.349166666666667
APCDD1L	-1.872
ZCCHC4	-0.4218
FBXO22	-0.593333333333333
TTLL13	-0.211
ZNF669	0.208833333333333
PTGDR	0.83475
DDX27	0.496
KIAA0409	0.164666666666667
GJB6	-0.47375
ASB8	1.0865
PLP2	0.578166666666667
MEPE	0.837
OR10J5	-0.21
KRT222P	1.75225
COQ7	1.02166666666667
C1orf101	2.517
RERG	4.2046
CHMP5	0.546875
THAP11	-0.771625
ZNF43	1.25483333333333
ZRANB3	-0.33
KRT13	2.875875
MRPL19	-0.553875
RBBP9	-1.362875
SPATA17	1.451125
BXDC5	-0.0383333333333334
PAFAH1B1	-0.860583333333333
MAGEE1	1.13225
OSTF1	-0.43025
KIAA0323	0.437416666666667
TXNDC13	-0.451333333333333
CNTN4	-0.496
LCE1B	1.6155
UNQ501	-0.4515
ZNF154	0.8975
C3orf64	-1.219
SYT5	0.0237
PON1	-0.0248333333333334
FLJ10357	-1.417625
ATP4A	-1.1545
GNPDA1	-0.0985
MGAT1	0.237833333333333
C14orf121	-0.07675
SLC35B2	-0.383
MIER3	0.124666666666667
CHEK1	-2.295625
ZNF8	1.08266666666667
TXNDC1	-0.620333333333333
CKB	-2.2865
RTN3	-0.188857142857143
FZD2	0.386
PART1	0.163
PSMB6	-0.8975
PCDHB8	-1.0905
PHC3	0.6473
PPP1R8	0.2675
NOVA2	1.48566666666667
TNFRSF11B	-5.040125
GOLPH3	0.397
UBLCP1	-0.43425
SUHW3	-0.2665
TTLL1	0.44025
OPN4	0.402
OR13G1	1.1905
ZPBP2	0.322833333333333
HSD17B11	-4.097625
C9orf50	2.1605
DHDDS	-0.00192857142857142
CTSW	-0.1168
NEFM	-3.01933333333333
MRPL28	0.1475
SYN1	0.0318333333333333
PIGV	0.0253333333333333
ZIM2	0.5305
APBB1	-0.1285
SND1	-0.55825
C1orf123	0.101333333333333
CHD3	-0.22725
BHLHB8	0.2465
RNASE2	-0.739333333333333
BCAP31	-0.077875
