Hybridization REF	TCGA-E2-A15R-01A-11R-A115-07
GYLTL1B	2.32875
CDH20	-0.2555
FBXO7	0.0475
TMEM134	1.83866666666667
FLJ14213	0.194166666666667
ZNF3	0.433
LRRFIP1	0.419666666666667
CNOT2	0.2125
ABI3	1.27875
ALDH5A1	0.561666666666667
HNT	2.4142
SERPINA4	-2.77475
TK2	0.0344166666666667
STMN1	-2.04733333333333
GUCA2A	0.377833333333333
GALNT10	0.460785714285714
DPP6	-0.6724
C9orf93	0.706125
PRELID2	-1.27025
STK39	2.070375
SFTPA1	-1.036
CKS2	-2.10333333333333
RHO	0.17325
C20orf135	0.25325
XKR3	-2.819
CR1	-0.148625
RPS6KA2	0.284285714285714
C20orf112	1.033
MRPL22	-0.05325
C4orf23	0.00683333333333338
GADD45B	1.4265
KLHDC1	2.6205
C2orf48	-1.981
ZNF287	2.339
DAAM2	-0.11075
DPPA2	-2.95633333333333
TCTN3	0.968666666666667
DNAJB11	-0.435875
FPR1	2.8215
DEFB4	-0.0945
PTCD2	0.2606
SMOC2	4.2495
CABP7	0.92325
SERPINB11	0.251
MAGEF1	1.48175
NDE1	1.21166666666667
ITGA10	0.144
FSHB	0.0225
ANXA2	-1.012375
HORMAD2	0.22775
HLCS	1.1475
MCF2L	1.14675
FH	-0.853
TBC1D24	1.5415
KIAA1505	3.00375
LGALS2	-2.42925
CNBD1	-0.1095
SYNPO2L	-0.06625
PTPN23	0.222928571428571
C1orf183	-1.16216666666667
MAGEA8	-2.997
DGCR8	-1.7385
GSR	-1.366
PAQR7	-0.09975
ZNF676	0.00125000000000003
CACNA1C	0.8687
SP7	0.4125
PDCD6	0.13775
NRN1L	-1.7635
BRI3BP	-0.0141666666666667
KIAA1183	0.443
ASB4	-0.01375
CCL23	0.1138
OBSL1	0.59075
SLC12A7	1.01683333333333
KIAA0240	0.741375
CD1B	-3.71116666666667
FCGR2A	1.134125
MDC1	-0.38875
HTR1A	0.278166666666667
OCEL1	1.18575
ATP11B	-2.455625
FBXO34	0.5395
PCDH12	2.572
RPE	-1.0405
C17orf74	-0.338
CSDC2	0.216666666666667
PET112L	0.777
TMBIM1	0.235625
P2RXL1	-0.38025
TCHP	0.01
TRMT1	-0.812166666666667
F2RL2	1.07158333333333
LRRC32	2.3505
IMPG2	0.039
BGLAP	0.02575
LOC493869	-2.31583333333333
MRAS	1.2735
SLC35F5	1.004
CBWD1	0.554
AXL	-2.227875
ATP2C2	2.2985
TELO2	-0.346
PNPLA3	-4.841
PCDHB14	-0.58575
CD276	0.503
KRT80	-1.717125
DUSP28	0.2385
CSNK1E	-0.0676666666666667
SRP14	1.3665
KCNQ4	-0.1355
KRT72	0.00833333333333333
CCDC117	1.329875
C6orf89	0.604555555555556
TUBB2B	-2.16616666666667
RTN4IP1	-0.61075
CR1L	-4.14383333333333
CEND1	0.038
C12orf41	0.0628333333333333
RNF31	0.34475
UBN1	0.435333333333333
C17orf32	1.227125
SLC5A7	0.597
GPR92	0.459166666666667
ESAM	1.8209
CTNNA1	0.732583333333333
HRBL	0.8894
CBX4	1.89375
TMEM182	0.81625
SH3TC2	-0.880833333333333
IL10	0.668166666666667
PXMP4	-2.932
RNF167	0.6928
PAK7	1.05316666666667
ETV3	-0.13
ATPIF1	-1.32066666666667
LOC554207	-0.131166666666667
OR8H1	0.2795
WDFY3	1.7255
DPM1	-0.36975
GPSM1	0.0965
WDR92	0.5806
LRP1	-0.433333333333333
ANKH	-1.84675
THUMPD3	-0.5425
POLR1B	-0.335
OLFM4	4.24916666666667
RAD9B	1.32675
TSPY2	-3.322
PAX6	-2.42666666666667
SCG2	2.366375
SLC17A6	0.47925
FMO3	2.00025
PADI4	0.0485
TUBB4	-0.523
NLK	-1.00875
POU4F3	-0.2825
SDF4	0.60725
ITGBL1	1.24616666666667
NETO1	-1.770375
TAP2	-0.300625
ABBA-1	-0.329333333333333
GNAI1	0.556
VPS4B	1.577
NOPE	0.3288
GALNT6	2.98766666666667
SESN1	-0.6045
GBE1	-2.81944444444444
CLASP1	-0.165
RASGEF1B	0.24775
ACOT11	-0.619857142857143
AFAP1	0.32125
OR2H2	0.22575
DPY19L2P1	0.564
DZIP1	-2.541
SEC22C	0.9095
GPR161	-0.414333333333333
RNF146	0.4115
WDR74	-1.34075
GALP	-0.1145
PURA	0.9605
DNPEP	1.09666666666667
RP11-78J21.1	-0.6945
ERBB2	1.98525
FANCM	-0.911166666666667
NEO1	-0.3285
DDX3Y	-4.9248
RPS3A	-0.430625
MXRA7	0.661857142857143
LGALS3	-3.01783333333333
GLT8D1	0.1875
CFL2	-1.858
UPB1	0.12625
NAP1L5	0.13275
CLDN14	-1.9855
DHX38	-0.9265
BTBD1	0.2105
TARS2	0.493666666666667
ABCF1	-0.3675
FCF1	0.4665
LRRC49	0.855
GUCY1B2	-2.525
C1orf177	-0.102333333333333
SMARCA4	-0.0724285714285714
LRP8	-3.5845
TAGLN3	-0.859
MRPL14	0.0345
TTRAP	0.51925
ZDHHC20	-0.50925
NFE2L3	-2.3555
KIAA1377	1.711875
PALMD	-0.0064
TMEM43	-0.19125
TTL	-0.930875
STAT5B	-0.204666666666667
SSB	-0.398625
OR10H5	0.6285
SLC22A13	-0.47575
AKAP3	1.30725
TIMM23	0.218333333333333
OAS2	0.765833333333333
KIAA0423	2.0015
TRIM11	-0.229666666666667
GLIS3	0.5945
TMEM50B	0.733666666666667
ARHGEF4	-1.7535
DEGS1	-0.526454545454546
TBL1XR1	0.0548
G6PD	-1.18825
SP140	-0.5813
MUC17	0.281071428571429
NUDC	-0.8192
DNAJC5B	1.39183333333333
SCARA3	-0.426
CPA3	5.62983333333333
BCAT2	0.16475
MFN1	-0.0902
NRG3	0.31
SNX11	-0.01375
PLEKHH1	0.454
GPR177	-1.08316666666667
HCFC2	-0.205
TCAP	0.15025
MOCOS	-0.33125
C14orf93	-0.1735
PRDM10	-0.13
SLC16A4	-0.858
SRGAP1	0.805
VIP	0.34325
DUSP27	0.8865
LILRA1	0.5615
MC2R	0.34
MGC24103	-3.44925
MBTD1	-1.87
FUT11	-0.494166666666667
USP33	1.0746
C15orf39	-0.69825
MAP3K12	0.228375
PAAF1	-0.975666666666667
BARHL1	0.6835
FLJ16165	-0.219
PIWIL2	-2.7945
SYNE1	0.02675
CMTM4	0.324625
TSPYL1	0.7007
GUF1	0.528666666666667
TMEM157	2.999
WDR44	-0.1465
HIST1H3C	-0.19925
DKFZp666G057	2.93
RNPEP	0.197
GAS2L2	0.366333333333333
ADH4	-4.7385
GRPR	4.8635
FBXL17	0.26125
ZBTB10	2.00708333333333
Gcom1	0.417444444444444
HTRA1	0.4335
ZNF585A	0.195333333333333
SLC26A2	-1.0155
OTOP3	0.8465
WISP1	2.438
ATP2B4	-0.504166666666667
FLJ10769	1.13625
CRAMP1L	0.300625
CHST12	0.1595
RAB22A	0.848583333333333
TARDBP	-0.201785714285714
STAU1	0.339
CRB3	1.772
MIG7	1.20125
CHMP1A	-0.539166666666667
ZNF160	0.429875
B3GALT6	1.449125
BARX1	-2.00166666666667
C6orf167	-1.7049375
NXNL1	0.3765
DHX29	0.998625
HADHB	0.306
PLXNB2	1.057375
ILDR1	-0.76625
SLC15A3	1.24375
GAS2	-3.83016666666667
C20orf69	0.6535
NUMB	-0.9135
TNIP1	-0.19975
MESP1	-1.64316666666667
PSKH1	-0.277
NSFL1C	0.0475
RHOG	0.46275
HEY1	-0.879
KNG1	-1.858875
ITGAX	1.1402
LIN9	-1.49083333333333
CANT1	1.384125
XRN1	-0.0321428571428571
CCDC96	2.043
HEATR6	-1.16316666666667
GNG7	1.11733333333333
RUNX2	-0.074875
SOX1	-0.1795
FCRL5	0.0328
ZNF99	0.3335
FAM9A	0.054
SNX22	1.35366666666667
MBNL3	-1.75066666666667
ODC1	-4.1594
ADORA2B	-4.0865
NR2F6	1.586
ZFYVE16	1.28211111111111
SYNJ2BP	1.7122
POLE	-0.589875
E2F2	-1.04125
THRA	1.24266666666667
PTGES2	-0.3235
HIP1R	0.184166666666667
TMUB1	0.2795
ENO3	-2.00775
RSPH10B	0.786
CXorf39	1.217875
IRGC	0.1535
GPR109B	-1.976
FLJ13305	0.1795
LCE3A	-0.34
TNFRSF18	1.11
DET1	0.323
TRPM3	-0.276
C16orf79	-0.9065
FECH	1.031
RAP2A	-0.711166666666667
CRIP1	3.242
AZIN1	0.75475
SLC7A7	1.97325
IL10RA	-0.2599
TMEM64	-3.96625
CDC42EP4	0.5656
C16orf58	0.5408
ARG2	-2.635
POU5F1P4	-4.6735
FAM62B	0.170625
DNAH8	-1.958
ASH2L	2.6595
TSLP	-3.01133333333333
CNTNAP5	-0.1495
TMEM16C	-0.8125
IFNA14	0.048
SLC1A3	-0.311625
CABYR	2.23575
BCL7B	-0.0208
NUDT13	-1.28166666666667
C13orf28	0.7675
C1orf53	1.1895
ARL6IP4	-0.0811
RPL35A	-0.309
EMR3	0.8485
RAB40C	0.754583333333333
SLC41A1	-0.290166666666667
LRCH1	0.60275
LY6G5B	-0.5125
FAM124A	-0.742
MGC10981	-4.09366666666667
CLIP3	0.5522
MAP4K2	-0.786333333333333
CHIC1	0.54725
SULF1	1.8815
C20orf30	0.929
PRDM5	-0.254875
ELOVL1	-0.34525
C11orf48	-1.020125
SLC39A10	-0.41725
KCNV1	-0.28775
ACP1	0.2155
ZMYM2	-1.075875
B3GNT6	0.158833333333333
C9orf69	0.15075
C2orf15	1.63175
C20orf166	-0.2385
HSP90AA6P	0.8975
EDG7	-0.642
NEURL	2.9105
LPL	-0.00516666666666667
CLEC2D	0.036
GRRP1	0.752
CD8B	-3.6922
HIST1H3D	0.475
SLC6A12	0.065375
FAM27L	-0.147
CD84	0.6442
RASA1	0.948
PHKG1	-0.311
MAGEA11	-1.2525
IMPA1	0.6078
NPM3	-1.6215
RARRES1	1.54125
SH3BP1	-0.22325
B3GNTL1	-1.36
ARPC5L	0.239833333333333
KLHL26	0.545
SIM2	2.05125
GJC1	0.299
C20orf194	-0.3845
EXO1	-2.334
SLC2A2	-2.28616666666667
LOC285074	0.2645
LRG1	-0.14475
KIRREL	-0.1795
PIK3R1	0.248285714285714
C4orf34	2.1675
MAF	-1.81422222222222
ADCY4	3.07083333333333
ZMIZ2	0.00550000000000001
SLC46A3	-0.539
STAMBP	0.0723333333333333
CCDC16	0.9745
MS4A12	0.44
TCF20	0.71325
LRRC46	1.66175
C20orf152	0.74225
MRPS6	-0.460625
ABCB11	0.473
KCNC2	2.1685
CDH19	-2.512
C9orf123	0.554333333333333
SSH3	2.01675
LDLRAD1	-2.30625
CCBE1	-0.69
ZNF135	1.87825
TAAR1	0.532
WFDC12	0.574
CCDC42	-0.0336666666666667
FLJ12529	-0.0995
PER1	0.184333333333333
TIMM50	-0.735333333333333
SMARCAD1	0.132
FAM26C	0.445
TP53TG3	-2.838
SH3RF1	1.9823
LMCD1	1.00425
GPR63	-0.576
FLJ21986	-2.648875
AIFM3	0.82125
MICAL1	-1.54616666666667
BLZF1	1.59033333333333
IQCA	-0.268833333333333
PCDHGC3	-0.476
SAC	1.4405
BCL6B	1.17633333333333
DDO	-1.91725
MARCO	0.1735
DCHS1	0.545666666666667
C1orf170	2.068
CD200R1	0.437166666666667
C22orf15	-0.678
SEPT11	-0.0388333333333333
ADNP	1.345
UST	-2.3451
C13orf34	-2.02816666666667
RFFL	0.6355
APBA3	-0.1275
C2orf60	-0.447375
CUTL1	0.6747
PMS1	-0.772
ZNF689	0.617
EIF3E	-1.723
IL9	0.241166666666667
RPL31	-0.468375
LY9	-0.298166666666667
ATP2B3	-0.09475
KDELR2	0.0924583333333334
TFCP2	0.618875
NLRP12	0.016
FLJ45422	-0.0605
TLE4	-1.6483
ZNF570	0.1485
FLJ43806	-0.374
TLK2	-0.1835
CIR	0.57375
MARS2	0.57
COL24A1	0.48475
SDF2L1	-0.512
HIBADH	-0.154666666666667
IGFBP3	-2.13378571428571
C12orf23	1.046125
PSPC1	-0.31025
C20orf43	0.40125
TRAV20	-0.0975
ARHGAP24	1.002625
KIAA1975	-0.035
C1QA	2.493
DNTT	-4.8155
C10orf6	0.428166666666667
C11orf41	-0.26025
HNRPF	0.324375
COL11A1	4.86716666666667
UBAP2	0.518666666666667
CDKN2AIPNL	-0.9055
C20orf174	1.21025
SPRED2	0.6415
PLA2G12A	0.727666666666667
ICEBERG	-1.97533333333333
SCN10A	0.281
C11orf65	0.36575
GBP5	1.821
PITPNC1	-2.09133333333333
POU3F3	0.4875
NCOA7	-1.06375
LIN7C	0.4476
LOC348840	-0.7265
NKX2-2	-2.94775
ANKRD13D	0.940875
LOC123688	-1.0765
FUT2	0.343
TAAR8	0.3535
FZD4	-1.2415
PNMA3	-1.62266666666667
OR4L1	0.562
WIT1	-2.994
EXOC3L	0.64825
ATPBD4	0.8897
KRBA1	0.70575
UBXD6	-0.489
HOXB7	-1.708
C7orf23	-1.813
UNQ338	-0.88875
STAB2	0.90125
CDC20B	0.66675
IRF9	1.37775
CENTG1	-0.246333333333333
TNPO2	-0.4245
MCPH1	-0.334375
BMS1P5	-1.025
SLC26A7	0.10075
HIST1H3J	-0.412
C9orf3	-0.3067
LBH	0.4585
MYO1D	1.1295
PTDSS2	0.67775
NFU1	1.3305
DEPDC4	-1.0435
WNT7B	2.5043
GLP2R	-0.0223333333333333
SETD4	-0.0981
DYNLT3	-0.3011
FKBP11	-1.98933333333333
SESTD1	1.52216666666667
FLII	0.10825
RPS16	-0.0898
CHPF	0.791
CSNK2A1	-0.0783333333333333
SUMO1P1	0.1395
FKBP6	-0.7205
ZNF214	-0.813166666666667
TWIST1	-0.186833333333333
DDX56	-0.074
TRAM1L1	3.2639
EPO	-2.2545
MRPS18B	0.069
ZNF682	0.0903333333333333
RPL14	-0.170166666666667
MAFF	-0.1575
LOC51136	-0.279875
LY96	-1.71675
DDX20	0.6175
ABTB1	0.799666666666667
ARL5A	0.0445
CCT6A	-0.51275
HEPACAM	-1.2975
EHHADH	-0.3665
RBAK	0.6625
CGB1	0.19275
ITGB5	0.1042
YIPF3	1.49125
FKBP2	-0.755
NR1D1	0.5602
TMEM110	1.088
NEK2	-0.465
PRAMEF8	-2.94775
C20orf52	0.494166666666667
PCDHGA3	-0.9655
VWA3B	0.36425
NDUFA5	1.446375
THAP9	0.61875
FLVCR2	-1.50716666666667
AP1S1	-0.26225
SMAD6	-0.9585
SAV1	-0.047
SAT1	2.2555
ZNF251	0.59475
ADAMTS7	0.0288
RPP38	-0.25875
C1orf211	-1.196
YPEL2	0.67925
RBMS1	-0.7305
ZNF445	0.189833333333333
NRXN2	-0.1365
PGBD4	-0.390875
UGT2B28	-2.5335
WBSCR16	-0.0412
NLRC3	0.3065
ASTL	-0.0765
ST6GALNAC1	-3.5695
ZADH2	1.165875
MLLT4	0.667833333333333
ARL6	0.3655
MEF2C	-0.2955
CBFA2T3	0.074
AFF3	3.0675
COG7	0.851666666666667
MYB	-0.511666666666667
PLXNA3	0.233
XRCC2	-0.749666666666667
MMS19	-0.326875
ST8SIA5	-0.97825
CHPT1	-1.01233333333333
KIAA1712	-0.03625
OR6X1	0.586
ACTR3	-0.436
UGCG	3.74866666666667
OR4P4	0.547
ZAP70	-3.62275
LPP	-0.15575
ZNF485	-0.58625
PTPRCAP	-1.0165
IL12RB1	0.13875
ATRX	0.0403
CHST8	2.007875
C14orf109	0.766
ARV1	0.064
NMB	-2.51042857142857
COX5A	-0.291166666666667
EIF6	-0.23475
MPPED2	1.6775
SEMG1	-1.894
CHRDL1	-0.7165
TRAF3IP2	0.20775
WNK2	-0.821375
LILRA4	1.52216666666667
LAMA2	4.18325
PXT1	0.1205
RLBP1	-3.3615
CD300C	0.16475
SLTM	0.865625
FLJ10404	-0.60025
APOBEC3D	-0.473
RENBP	-0.130833333333333
ATXN7L1	1.129125
NID1	-0.168
TUBGCP3	-1.07975
ITIH5	0.3925
CCDC110	3.58925
C8A	-2.936
MGC87042	-0.90625
HOXC13	0.81125
TFDP2	-0.81375
HCP5	0.213375
POLI	1.86875
UCN	-0.3375
ZNF764	0.669
C8orf45	-0.87075
FHL3	-0.6855
SPATA5L1	0.0505
MMRN2	2.47316666666667
NDST1	1.32466666666667
COL20A1	-0.383833333333333
ZNF248	-0.729166666666667
PELP1	0.0245
MBL2	-2.72933333333333
RNF41	0.70425
C5orf24	0.63475
THOC5	-0.183125
SERINC3	0.96425
RP11-151A6.2	0.6435
CDCP2	0.2115
HIST1H2AA	1.2105
C11orf75	-1.03666666666667
FKBP7	-0.92525
DDOST	-1.098
GPNMB	-0.872333333333333
TTF2	-0.533333333333333
KCNT1	0.222833333333333
SLC39A14	-1.142375
NGRN	0.2699
GPR137B	0.08425
MECP2	0.437
PSMA1	0.59225
C16orf73	-5.101
TMEM60	0.473166666666667
CSN3	0.199
NOS1	0.240833333333333
RAB7L1	0.0451666666666667
YBX2	0.476
KIAA1166	-1.469625
FUBP3	0.0656666666666667
ABCG1	1.48
ACACA	-0.263666666666667
ARL11	-0.5487
ATOH1	0.1015
ODF1	0.159833333333333
CREB3L3	-1.2795
TMEM127	1.53528571428571
DSCAML1	2.54575
PLN	2.166
LYPLA1	2.027
PRDM9	-1.76875
SASP	-0.6695
PLUNC	0.133166666666667
INTU	0.51
HISPPD1	0.34275
LNPEP	0.708166666666667
YARS2	-0.042
APCDD1L	-2.1725
ZCCHC4	-0.76
FBXO22	0.0961666666666667
TTLL13	-0.133
ZNF669	-0.780833333333333
PTGDR	0.90475
DDX27	-0.27575
KIAA0409	0.446333333333333
GJB6	-0.0145
ASB8	1.183
PLP2	0.293166666666667
MEPE	0.0525
OR10J5	-0.5185
KRT222P	4.061
COQ7	0.9705
C1orf101	0.714
RERG	4.2267
CHMP5	0.94875
THAP11	-0.07675
ZNF43	0.651166666666667
ZRANB3	0.0435
KRT13	0.379125
MRPL19	-0.27725
RBBP9	0.189
SPATA17	0.45275
BXDC5	1.61216666666667
PAFAH1B1	0.186166666666667
MAGEE1	1.79625
OSTF1	-1.3935
KIAA0323	-0.176333333333333
TXNDC13	-0.121166666666667
CNTN4	3.703125
LCE1B	0.6345
UNQ501	2.04725
ZNF154	0.4345
C3orf64	-0.35575
SYT5	0.4656
PON1	0.0185
FLJ10357	0.094125
ATP4A	-1.1065
GNPDA1	-0.4035
MGAT1	0.025
C14orf121	0.996
SLC35B2	-0.074
MIER3	0.458
CHEK1	-2.764625
ZNF8	-0.0255
TXNDC1	-0.915833333333333
CKB	0.089
RTN3	0.0302142857142857
FZD2	-1.22616666666667
PART1	-0.490875
PSMB6	-0.535
PCDHB8	-0.8085
PHC3	0.5969
PPP1R8	-0.786
NOVA2	1.516
TNFRSF11B	-3.953375
GOLPH3	0.532166666666667
UBLCP1	0.28675
SUHW3	-0.9875
TTLL1	1.8895
OPN4	0.112
OR13G1	0.212
ZPBP2	0.452666666666667
HSD17B11	-2.950625
C9orf50	0.8675
DHDDS	-0.0489285714285714
CTSW	0.2027
NEFM	-2.19683333333333
MRPL28	-0.64
SYN1	0.713666666666667
PIGV	0.534833333333333
ZIM2	0.30475
APBB1	1.04216666666667
SND1	0.095
C1orf123	-0.651833333333333
CHD3	0.96425
BHLHB8	0.05075
RNASE2	0.1425
BCAP31	0.542625
SLC25A44	0.713
CHD6	1.4316
PIB5PA	3.10015384615385
SELS	0.357375
LOC541471	-1.962875
FAT2	0.8015
ZNF81	0.5175
OR4C16	0.7775
FLJ10081	1.3835
LRRC4	1.77925
CS	-0.441
N4BP2	1.023
IGFBP7	1.6805
ZNF318	0.351166666666667
NDNL2	-0.170125
ZNF609	0.932625
SIRT4	-1.1905
EXOSC10	-0.69075
ECE2	0.0993333333333333
OVGP1	3.474
GTPBP3	-0.18675
PACS2	0.257
C19orf36	-1.74283333333333
ARL4C	-1.463625
ATG4B	-0.142875
UBQLNL	-2.02725
RHOXF2B	-4.119
PLEKHG2	-1.008
GALR1	-0.466
AQP4	0.227666666666667
HDAC7A	0.0571666666666667
DCUN1D3	-0.01475
OR8A1	0.0765
CCRN4L	0.961625
CBR4	0.352833333333333
KIFC1	-1.82616666666667
SLC7A14	-1.30266666666667
LHX5	0.2945
TRPC7	-0.152
LPXN	-1.91625
SERPINA1	-2.94
RPS13	0.4481
BPIL3	-0.1005
PRKAA1	-2.96175
FADS2	-1.1415
ENAH	-0.8371875
PRO1768	0.06
APBA2BP	1.06825
LIPH	1.40566666666667
C3orf33	0.7245
RCC2	-0.429785714285714
ALDH1A2	-3.478
RNF103	2.78175
AHCY	0.150875
ALG12	0.767
CCL17	0.06775
ZNF543	1.34366666666667
ESRRG	0.5557
CNGA1	-0.42725
RDH5	-1.22416666666667
OTX1	-0.7573
PTGFR	-1.85816666666667
CDR2	0.155
SELE	3.72175
NLGN2	0.184166666666667
EXOSC9	-0.4145
ZNF566	0.447833333333333
KLRC2	-4.2365
GPR12	0.6745
KIAA0196	1.25275
PDRG1	0.5675
SSR3	-0.849857142857143
MSI1	0.238
CST9	3.725
CC2D1A	0.07275
PLAGL1	-1.23727777777778
ZNF778	-0.7165
RNF2	0.278875
KLF6	-0.5945
THBD	3.82383333333333
tcag7.1314	2.73325
NR5A1	-0.0851666666666667
ABCD2	-0.13775
DNAJC7	-1.52
CLEC4C	0.544
TM2D3	0.66875
CCDC4	-0.8715
PLAC2	-0.83125
DCD	0.1345
FAAH	2.35275
POLA1	-0.103
TM7SF2	0.14375
FLJ39822	0.0805
FLOT2	0.109375
MAP4K1	-0.609
SRP68	-0.3505
C21orf74	-0.0225
ARPC5	-0.113625
LOC126075	1.324
HECW2	1.031
ZDHHC4	0.72875
ANKRD42	1.2553
PDE9A	-1.50116666666667
ABCA8	0.01325
NDUFS2	0.3475
UBR5	0.201375
BTBD16	-3.52025
LOC554174	0.506
ZNF20	1.0935
KIAA1843	-0.022
WDR17	-1.125875
C15orf33	0.0375
RNF113A	-0.39675
CAMKK1	-0.4569
CLCN2	0.55775
ANXA6	1.5275
LOC340069	0.329
EMID1	1.5595
DPM3	-0.0163333333333334
ELA1	0.06
SLC25A13	-0.6504
KRT24	2.97275
SMPD1	1.13283333333333
TH	0.74375
COL6A2	0.344642857142857
ANKS1B	2.5965
GPR126	-3.8327
ZC3H12A	-0.2265
TMEM47	-0.363666666666667
C2orf51	-0.0315
C1orf88	2.59433333333333
HSF2BP	2.00175
AKAP10	0.42
RPAP3	0.132
KLHDC8B	1.546125
STOM	1.9971
MUPCDH	-0.0715
C10orf72	0.084375
PLEKHA3	0.898333333333333
TCP11L1	0.47
CWF19L1	0.01725
SPEF1	1.59038461538462
YSK4	1.546
ELN	1.6001
SAMD8	0.789666666666667
MPI	-0.162666666666667
MEPCE	-0.0118
ABCC3	-2.139
NANOGP1	-3.2825
KCNK17	0.610375
HLA-DMB	3.33883333333333
RRAGA	0.97525
ANGEL1	-0.07025
RBM32B	0.324
CPN1	-2.7755
MGC52282	-0.8005
HLA-A	-0.968666666666667
OR9G4	0.5015
EDNRB	-1.165625
SCD	-1.37714285714286
C14orf80	-0.133
BAGE2	0.449
RABL4	1.8515
RCVRN	-0.0115
SHANK1	-0.0905
NLRP7	-4.06375
CD226	0.5895
STAT3	0.261375
SYNJ2	-0.4951
TPCN2	1.035
WDR36	-1.22691666666667
MBD4	-0.3565
ROBO1	-1.9225
ST3GAL6	-3.4865
SLAMF8	1.97216666666667
ATN1	0.172333333333333
GPR141	0.36425
KRT36	0.104
TPH1	0.2195
DDX52	0.27575
ZSCAN29	0.237666666666667
TRPT1	-0.742833333333333
DPEP3	0.31775
DENND4A	0.00512500000000003
TSPAN16	0.0515
PTCHD2	1.4195
LOC145814	0.12175
CAP1	-0.8435
EIF5A2	-2.029
NT5DC3	-0.90775
SEPT9	-0.9765
SEZ6L2	2.031375
EGFLAM	3.11525
VPS11	0.2095
NDUFB5	0.2
CIDEA	2.17466666666667
IER5L	-0.0195
N6AMT1	0.7105
FAM83C	-0.126
OXR1	0.7965
IRX1	0.173
DGKB	-0.398333333333333
GCN5L2	-0.16475
MIR16	0.839625
FBXW9	0.25875
WDR4	-2.2235
PDC	0.0745
VPS33B	-0.737
HEXB	-0.6395
FLJ32214	0.2755
TCEB3	-0.81025
CRLF1	-4.63775
ABI3BP	-0.08325
C8orf22	-4.018
PYCR1	-0.45175
KIAA1706	-0.9135
CDK5R2	0.195
WAS	-0.1365
C12orf60	3.78375
CCBL2	0.7175
MADD	1.45975
C5orf34	-0.48675
WDR42A	0.9296
KLF12	-1.79175
HSPA1A	-0.1565
ITM2C	-1.62083333333333
DAPK2	2.157
LOC442590	1.5575
SUMF2	-0.56
CENPA	-1.81561538461538
TMED5	0.558375
CDH6	-0.5773
BRP44	2.649375
THG1L	-1.5495
GABRA2	-2.2
C14orf166	0.141
MYL1	-1.47916666666667
TNFSF18	-0.6245
PAP2D	-0.253666666666667
PPIB	-0.936
KLHL4	-0.364375
SFN	-0.242833333333333
CCDC127	0.41425
FRAP1	-0.3855
GOLGA5	1.76375
SDCCAG1	0.71225
MGC21675	0.372666666666667
C10orf95	-1.17775
KIAA1345	-0.445666666666667
C1orf163	-1.5975
LACE1	-0.858833333333333
OR10K2	0.9375
CENPN	-2.03468
TMED2	0.91075
UGT1A6	-1.6255
ANG	-1.71525
U2AF1	-0.680833333333333
CASC2	0.556666666666667
NMT2	-1.704
OSGEPL1	1.180125
DFNB31	0.1755
SLC6A20	-0.0805
DKC1	-0.58125
FXYD4	-0.8215
WDR64	0.21775
MGC5590	0.531
CREBZF	-0.9935
DAZ1	0.09525
PRPSAP1	-0.05475
GCHFR	-1.07575
TTC7A	-1.624
LOC196993	0.752
UBD	-2.44666666666667
S100A1	-1.472625
RPL6	-0.854166666666667
DNAJB6	0.6782
NAGS	-1.4381
C2orf58	0.487
KERA	0.870833333333333
MT1X	-0.8285
UBE2B	1.0271
KEAP1	-0.20475
MST1	-2.234625
OMA1	0.658
ABLIM2	1.4065
BCL2L13	0.256583333333333
JAZF1	-0.3495
TMEM63B	0.8675
S100A8	-1.5755
ARFIP2	2.426
UROS	-0.17
KHDRBS2	-1.692
POLQ	-2.04675
SOAT1	-0.79
SPAG4	-0.11925
MRPS30	2.53966666666667
LOC494141	-0.129
OR2T11	1.363
ORAOV1	1.4617
ZNF184	-0.906666666666667
TCEB3B	-0.1238
ADAM21	0.3285
GDPD1	0.814
SPINLW1	-0.0445
PRR14	-0.0188333333333333
KCTD9	-1.0226
NUDT3	0.0075
KIAA1822	0.1697
HIST1H4K	2.0765
DFNA5	-2.237
GABPA	0.60075
C14orf44	2.39
POLB	1.915625
PTAR1	-0.92225
SEC31A	0.3709
TRIM58	-2.60875
TAS2R14	0.0205
VPS8	0.722625
H1F0	1.42266666666667
PRKCB1	-4.07783333333333
UGT2A1	0.3285
TOR1B	0.15925
LSS	-1.18983333333333
C2orf19	0.245
HNRNPC	0.341714285714286
TMEM100	-2.28416666666667
LOC116349	-0.09025
OR51M1	0.321
CCDC142	-0.242
ISG15	0.6198125
ZCCHC14	0.104375
CREBL2	1.11225
TGDS	-2.3475
DC2	0.2385
CACNA2D3	0.3605
ZNF429	-0.099875
LYPD6	1.672
SUCLG1	-0.155833333333333
OR51I1	-0.8465
MAGEH1	-0.52075
PRPF40A	-0.0775
SMR3A	0.272
SPINK2	-2.57825
THAP2	0.276875
NPY5R	-0.969875
IRF4	-2.832375
SPESP1	-1.71633333333333
OR10S1	0.628
DTD1	-2.0565
TUBE1	-1.4185
DDX19A	-1.4135
PDPN	-0.60275
TMEM34	0.96675
MGAM	1.7945
COL3A1	5.21644444444444
GFM2	0.8222
OR5A2	0.0695
PSG9	-1.02425
ARHGEF11	0.7425
IVNS1ABP	-0.8715625
SIGIRR	1.4725
DUSP19	0.114875
DNAJC14	0.4086
ACSS1	0.54375
IL1RAPL2	2.149
