Hybridization REF	TCGA-BH-A0HP-01A-12R-A084-07
CYP4X1	4.4415
FBXL15	0.4385
MYH15	0.312333333333333
CRX	0.387166666666667
TBC1D13	0.57825
SLC22A17	0.947666666666667
PLK2	1.04066666666667
ARHGAP9	1.21775
EIF1B	-0.183
C20orf185	0.05175
DEFA7P	0.6125
PRIM1	-1.74933333333333
CRYAA	-2.95825
BACE1	-0.13725
AGTRL1	1.393
ACAD9	-0.152625
GRASP	0.8375
RBP4	-2.93233333333333
TFB2M	-0.1005
METTL9	-0.0121
ATP5O	-0.41325
SP100	0.5799
CPSF1	-0.329833333333333
S100A4	-1.08175
LIME1	-1.4885
GPR137C	-0.16
OR2A2	0.3995
C2orf29	-0.6375
NUP188	-0.71425
SDPR	0.69025
RAI1	-0.32175
RPS20	-0.2586
LAMB1	-0.9175
ADM2	2.241
ZNF229	0.65425
DKFZp434K1815	-1.258
EPN3	1.99016666666667
CLIC3	-0.49975
MEIG1	-0.4785
HMGB4	-0.12875
STARD10	1.743625
KLF8	3.164
EPB41L2	0.105666666666667
JMJD6	-1.046
CTSL1	-0.544333333333333
GPR27	1.4155
ELAVL4	1.332125
MMP21	0.1985
PPM1B	0.212625
SUV39H1	-1.2655
AAMP	0.54775
TUSC4	0.780166666666667
MBD6	-0.053
KLK13	0.865375
FMNL3	0.911333333333333
TRIM13	0.739
C15orf5	-0.88325
IQCF1	-0.0981249999999999
CACNG8	0.0985
SLC35D3	0.0601666666666667
ZDHHC9	0.8245
ODF3L1	0.15675
C9orf86	-0.6434
TSEN2	-1.34525
C17orf64	0.47325
SEPX1	0.1298
TSPO	0.898333333333333
SYMPK	-0.6895
ADORA1	0.10025
TSPAN10	0.377125
SEMA6C	0.63
RTTN	-0.8279
IL2	0.698166666666667
ARRDC3	0.802166666666667
TBPL1	-1.0455
STX12	1.14075
MRPL39	-1.07875
OR8H3	-0.386
IFIT5	1.32916666666667
CASC5	-2.810375
FAM46A	-0.072
HPCAL1	-0.510875
CYLC1	-0.2835
VGLL2	-0.137666666666667
C20orf191	0.1785
CDH1	-1.29516666666667
ITPA	-0.47575
CCDC101	-0.77875
D15Wsu75e	-0.11025
EDA	0.06425
CREG1	0.0475
OR7G2	0.1395
SAP18	1.08516666666667
IFIT1	2.05825
CALML3	3.08566666666667
FLJ37440	2.4235
FNDC5	-0.22075
SERPINB6	0.0568571428571428
JUNB	1.3378
SYS1	1.53825
SCN2A	0.585833333333333
ZKSCAN5	-0.5941
WNT7A	0.332666666666667
TSHZ3	2.13625
RNF148	0.83575
H6PD	0.481
CAD	-0.9985
ZNF449	0.2915
DOCK10	-0.8105
FAIM2	1.13316666666667
HEXDC	-0.23325
PRB1	-0.0175
C14orf148	0.031
ETHE1	0.91225
IRF5	0.4661
GNMT	2.76583333333333
MGC16291	-1.170125
RPAIN	-1.26771428571429
CAGE1	0.487
CNTNAP3	-2.205875
ACTR1B	-0.2405
EEF1E1	-1.88475
MSX1	-0.722625
ESF1	-1.1018
HSPC171	-0.975
MRPL2	-0.751
RDH12	-0.6165
CELP	0.171
METRNL	-1.03325
C10orf116	4.75233333333333
C19orf48	-0.94
ZNF346	-0.0315
NCR1	-1.124
C10orf64	0.005
CD52	0.97975
VPS18	0.541875
AP4S1	0.117333333333333
NPBWR1	0.3465
TPK1	1.04025
UBA52	-0.505111111111111
RIPK1	1.02283333333333
CPNE3	0.1847
HSPC159	0.183375
C8orf38	0.133
LRRC4B	-0.082
PARP10	0.4297
ANKRD50	1.27775
CXCL9	6.776
FGF18	2.82381818181818
EIF2A	-0.4175
SLC20A2	1.64166666666667
KIAA1549	-0.28975
SPINT1	1.607
ZNF584	0.1885
CRBN	0.2395
ABCF3	-0.105833333333333
NCBP1	-0.818
PLA2G4F	0.468833333333333
PCDH10	-0.81725
TTC21A	1.3195
C20orf144	0.162
FGFR1OP2	-0.525666666666667
SLC9A1	0.5909
CHRND	0.083
FOXF1	-2.337
KIAA1467	1.6135
TPO	2.34483333333333
LTF	4.18507142857143
DNAJB9	0.44225
MRPS27	-0.3835
bA16L21.2.1	0.38125
WBP2	-0.2955
MRGPRX3	-1.40166666666667
PRPF18	0.419
C10orf58	0.5825
SMOC1	-3.0948
ADAT3	0.866333333333333
TMEM138	-0.45875
TMEM131	0.3155
TIMM8B	-1.0795
MYH7	-0.643833333333333
ST6GAL2	0.45575
KIF1C	0.12175
SUHW2	-1.6055
PAPSS1	1.074
CABP2	0.086
HOXA4	-0.01575
ELF2	0.5835
SEMA3D	0.122
MC5R	0.199
OGFR	-0.1185
FLJ30092	-0.2945
TGFA	-0.8118
MMP17	0.3725
KIF15	-1.94125
CHIA	0.4095
CATSPER3	1.6075
CEACAM7	2.60316666666667
PADI2	1.42775
HOXA9	1.66366666666667
LNX2	1.02133333333333
TMEM144	3.1795
HIF1AN	1.43025
METTL7A	-0.1404
C6orf165	3.52633333333333
KIAA1468	0.372875
DSG3	2.8345
ZNF180	0.641833333333333
EIF4E3	2.054625
SLC46A1	0.487125
DKK1	-3.768
ZNF205	0.5195
LOC162073	1.06555555555556
COX7A1	4.92825
MAGEA1	-5.37683333333333
NEDD8	-0.213083333333333
KLHDC5	-0.274277777777778
C3orf19	0.2045
MRPS2	-0.94975
POLR3H	0.223142857142857
ABHD11	1.8798
TMEM17	1.611
PAIP2B	-1.0655
MAT1A	-3.947
LGI3	-0.118
THUMPD2	-0.09
TKTL2	-0.657333333333333
XAGE3	-2.602
CALM3	0.00458333333333335
C6orf136	-0.851666666666667
KCNC4	0.7685
RGS9	1.34133333333333
ACIN1	-1.13383333333333
SPATS1	-0.10825
XKR8	0.2775
FAM84A	2.99908333333333
MS4A7	5.52718181818182
AGXT2L2	-0.13525
OR1F1	-0.4665
SMAP1L	-0.137333333333333
IPO11	1.2625
ZC3H11A	0.2648125
C1orf151	0.758375
RNASEH2A	-1.74875
CCR10	-1.199
TXNDC11	0.209166666666667
TMEM112	0.40525
MAP1B	-0.739
NVL	-0.02175
PKM2	-1.66435
ARC	-0.80125
NUP54	-0.3895
PPFIBP2	2.95483333333333
STAT2	1.1525
PTAFR	1.8435
ROBO2	0.49
RNF40	-0.177666666666667
CCDC135	-0.755333333333333
IFT81	-0.1463
MORF4	-0.23
TM7SF3	0.96825
OR10H3	0.732
ABP1	-0.3055
CHRD	0.813875
PLEKHA8	0.115
NCALD	1.06458333333333
OR5AK2	0.42225
ACCN1	0.446166666666667
SLITRK1	-0.23775
ARMET	-1.00525
C9orf52	0.80575
REEP4	-0.53275
MTSS1	0.320125
ADH1B	2.80366666666667
DLD	-0.7425
CDK5	-0.5245
PPFIA1	-0.5209375
WFDC3	0.553
DNAJB12	0.999928571428572
RANGRF	-1.041
MLANA	-4.719
AMY2B	-0.41025
KIAA0319	-2.0165
RPS7	-0.1725
JAK3	0.2796
ARFGEF1	0.95925
CXCL5	0.36925
TRAPPC4	-1.014
CETN2	1.0125
HSPC111	-1.7025
RHOBTB3	-2.9863
PHLPP	0.2665
RGS10	1.36175
TMEM58	0.89925
CHERP	-0.22425
HSP90AB3P	-0.354166666666667
FSTL3	-0.6715
PEX11A	0.72175
OR5V1	0.6325
FCN3	1.9035
PTPN3	0.884375
NPTX1	-5.00825
C21orf84	-1.339
C11orf51	-0.587125
ZBED2	1.33225
FLJ90757	1.16575
NPY2R	2.361
PLD3	0.35875
SYT17	2.4655
SGSM2	-1.36175
OR1A2	0.17925
FOXP1	1.6495
SLC5A1	3.70925
POFUT1	-0.353
EPHB6	-2.63416666666667
MYO1G	-1.16
STAC	-1.2302
KLHL17	-0.546166666666667
RGMA	0.4529
TJP2	-0.1724
FAM114A1	0.416833333333333
SERINC1	1.321
SLC9A8	0.465375
PEX19	1.182875
EDN2	3.591
PSMD7	-1.44411111111111
C3orf41	0.00650000000000002
UQCR	-0.355125
PPP1R3C	2.3465
LRP4	-1.57033333333333
TM2D1	-0.6875
TTC17	0.2769375
C4BPB	-2.66325
CCL25	0.6455
ZNF253	0.235833333333333
CHRNA9	-4.05925
SOX11	-2.4015
HIVEP3	0.543
CGN	2.08091666666667
C3orf35	0.239875
PKD2L1	2.15625
SYVN1	-0.273875
PDE8B	-1.5135
LOC439951	0.33225
LTC4S	2.46
MIF4GD	0.002
SMARCA2	1.70175
TUBGCP6	-0.504166666666667
CABLES1	0.4135
C16orf77	2.4085
ZNF791	0.44525
FUT5	-1.7735
ADH6	-2.12466666666667
P4HB	-0.5655
CLDND2	-0.8135
ALKBH8	-0.2615
PLAC4	-2.32825
F11R	0.560857142857143
MGC35295	1.7825
PDZD4	-0.571166666666667
LOC389073	-0.62275
FAM80B	-0.712333333333333
PSMB1	-0.3405
TXN	-0.769333333333333
VIPR1	2.0527
WBSCR18	0.2261
EXOSC6	-0.702333333333333
ACTA2	3.96816666666667
SP5	-3.77825
ANKRD1	-2.48075
DDR1	1.6924
ATP6V1D	0.0735
PTGS1	0.00716666666666667
RNF157	-1.11575
DCC	0.03675
SPAG7	-0.23675
FBXO18	0.0755
UBE3C	-0.776
HOXC6	0.9815
LRP2BP	0.262666666666667
MYST2	-0.26675
PDSS2	-0.0995
ATE1	0.69125
ARAF	-0.0995
KLF10	-0.44275
PLA2G2E	0.1205
ASCL1	-0.890333333333333
TSNAXIP1	2.28675
FAM131B	-0.045
IFNA10	0.0155
NUP43	-0.705625
FAM44B	0.120375
L1TD1	-5.81683333333333
NMD3	-0.644916666666667
C18orf54	-1.3057
PHOSPHO1	0.2065
RAG2	-0.9085
EMILIN3	-0.508
METTL3	-0.44975
VPS13C	-0.50175
REXO2	-1.27575
ANXA4	0.063
CA1	-1.28875
DCP1B	1.059
TULP3	-1.0995
ATP2A2	-0.154285714285714
ATIC	-0.3715
ADAM15	-0.276083333333333
NPL	1.24416666666667
LGR4	-1.376875
UEVLD	0.681166666666667
GAB1	1.83925
SNAI2	0.244166666666667
ZGPAT	0.0231
SNF1LK	-0.071125
DLEU1	-0.47075
UBE2Q1	0.611375
ZMYM6	0.159625
JPH3	-1.96116666666667
FAM38A	-0.813666666666667
PXK	-0.0351666666666667
DENND2D	2.47475
BAX	-1.10291666666667
CP	-3.34990909090909
RPL37	-0.1007
G6PC3	-0.179375
NCOA4	0.562666666666667
LRRC14	-0.907125
GORASP1	0.822
FCHO2	1.064375
CYP24A1	-2.3262
FXYD3	1.89925
SMARCAL1	0.61775
ABCB8	-0.0695
CCDC44	-0.78175
PRDM7	-3.16575
USH1C	-1.29475
DNAH5	2.17983333333333
SRF	0.202
MAL2	2.30616666666667
PGPEP1	0.129833333333333
SIN3B	-0.842
SEMA3C	1.02433333333333
GRAMD3	1.96
FBXO10	0.03675
OR5D13	-1.191
FLJ31818	0.323
CACNA1I	0.24475
S100A13	1.212
TP63	3.51264285714286
ANXA11	1.0806
WDR66	-0.951625
CSF2RB	0.3295
IFI44	0.93575
DACT1	1.63033333333333
ANKRD23	-1.906
ATP5G1	-1.62833333333333
C21orf70	-0.851166666666667
PPWD1	-1.2725
DNAJC13	0.01375
PAH	-3.64666666666667
PTCH2	0.5885
TRMU	-1.1125
CCDC9	0.5955
USP3	-0.8622
DCLRE1C	-0.1953
FAM55C	-0.655
FRMD4B	2.37025
CYP2R1	-0.28575
RFPL1	-0.1459
XPO5	-1.427
ARL6IP2	0.714
OSBPL5	1.53925
MMP9	1.33781818181818
KIAA0802	0.07875
DHRS2	-3.55033333333333
SGEF	0.728625
TXNDC10	-1.2108
EXOC6	0.7165
RPS27	1.0345
PNCK	0.317
FSTL1	-0.39125
AACS	1.14125
SLMAP	0.739833333333333
SAMD4A	-0.2249
ABRA	0.3495
SMARCD3	1.219
PKNOX2	-2.13516666666667
A4GNT	0.6175
C9orf39	-1.47116666666667
RALYL	-0.23675
MGC33556	-2.888
C10orf25	0.1255
BBOX1	5.27375
NHEDC1	-0.6
XDH	-0.071
GCSH	-1.6235
EDN1	1.84166666666667
MTERF	0.157
CLK4	1.029875
ZNF799	0.624833333333333
KCNG1	-1.715
CXCR4	0.467166666666667
PTPRR	0.217
IRAK1	-0.624875
LOC401397	-0.2815
TMSB10	0.3525
CXCL3	-3.5275
TMC4	2.5765
OR7A10	0.6125
STYK1	2.163
CHRNA10	-0.3555
CCNI	1.245
EP300	0.709214285714286
LOC165186	-0.335333333333333
HIC2	-2.3315
SDR-O	-0.3525
OR2W1	4.416
KCNA6	0.1845
TRIM74	-2.0465
REEP6	2.3685
ATP5G2	0.322
ERG	1.31425
TMEM42	0.3305
PARN	0.1775
SOD2	-0.6091875
DIRAS1	-0.6455
PNPT1	-1.7965
JOSD3	-1.80875
hCG_40738	-0.0715
PDE1C	-1.16275
SEMA4D	0.372625
AGPAT1	-0.091
NOSTRIN	1.729125
MAP3K3	-0.732666666666667
MAX	0.696214285714286
CAPS	0.0931666666666667
SERPINA12	0.4365
OSBPL8	0.49125
RICS	1.1782
NR4A2	0.201333333333333
PPCS	1.33433333333333
LONP1	-1.057
SCYL3	1.51425
HERC2P2	-2.18633333333333
FIBCD1	-1.095
C15orf41	-1.0705
DMC1	-0.4915
C20orf27	-1.65975
RPS6KA5	0.7152
FAHD1	-0.498
SLC12A4	0.13
BRCA1	-2.05258333333333
GBL	-0.189
SLK	-0.4265
NUDT9P1	0.554
NOXO1	0.945
USP52	-1.47425
BAZ1B	-0.56525
SLCO2B1	3.445
BBS12	1.16083333333333
LRGUK	0.307333333333333
TERF2IP	-0.07625
COL1A1	5.236
KIAA0090	0.058
GRK5	0.3905
AP1S2	-1.0952
TMEM52	-0.905666666666667
CA11	-0.07725
OR4A15	0.466333333333333
ACBD3	1.0605
SPAG11B	0.12975
PRDM2	1.0974
FOXP3	0.324
SMYD3	-0.2216
LOC389199	0.329
LGI2	0.7235
NAPE-PLD	0.4759
ANKRD6	1.896
WDR45	0.1975
SHROOM1	1.1655
PSCD3	0.9615
PYY	0.5035
KCNC1	-0.4065
ARHGEF9	0.7496
OR8J1	0.16275
GPR55	-0.0998333333333333
NS3BP	-1.851
C10orf22	0.714833333333333
NAT8L	-2.30575
DUSP4	2.18883333333333
FOXM1	-2.198
GRAMD2	2.3916
ZBTB48	0.152333333333333
BUD31	-0.1355
PABPC5	1.3015
CCDC41	-0.79675
FBXO11	-0.0495
C6orf148	0.129
RFXAP	-1.57275
C6orf15	0.900333333333333
CDK8	-0.535166666666667
C6orf70	0.34775
TESSP2	-0.056
ALG2	0.32925
PPP1R3D	1.01775
TPM3	0.763055555555555
SYT13	1.47525
EPB42	-0.3415
CETN3	-1.11225
PRY	0.1
NTHL1	-0.570833333333333
POLR2B	0.057
RPS28	0.041
P2RX3	0.25625
LYZL4	0.5835
WBP4	-0.1246
PMM1	-0.12225
C11orf79	0.38125
CBLL1	-0.8705
IL1F10	0.307
VAX2	0.141
SETDB1	0.457333333333333
LRAP	-0.490333333333333
GCLM	-0.464833333333333
CPEB3	3.0365
PPM1A	0.6788125
INTS1	-0.63275
CAMTA1	1.03591666666667
SAMSN1	-1.64725
LOC158830	-2.56366666666667
GMPPA	-0.472857142857143
AIPL1	0.196
IL24	-0.255
BDKRB1	-1.6965
MLF1	0.5327
TAF12	0.26775
ID1	-2.0685
THADA	-0.14025
PIK3CB	-0.1465
OR4N5	1.305
TBC1D17	-0.455666666666667
COX8A	-0.71025
CDCA4	-0.278
C2orf44	-0.46875
ZNF534	-1.879
IMMP1L	-0.207
NIPSNAP3B	0.57375
FTMT	0.474125
PWP2	-1.1305
MMP15	-0.1373
DNAH11	-1.73525
MTMR14	-0.130875
DNAL4	1.36425
IPP	-0.3025
TMEM59	1.08475
C1orf157	0.2165
RGS4	-0.134
DDX18	-0.613333333333333
SNX6	0.53975
ZNHIT2	0.351666666666667
NCDN	-0.0336666666666667
FLJ33534	0.79175
RAG1	-0.96375
OR4D10	0.1925
PTPN5	0.725
POMT1	0.075875
LRRC8A	0.4013
CYP1A1	-1.3775
CAPN1	0.326333333333333
DDHD2	-0.091375
GRIK2	-0.08075
GNRHR	0.2595
PPBP	0.4155
HTR3A	-0.804125
SLITRK4	0.1525
ANKRD49	-0.70525
BTF3	0.3279
SARS	-0.0065
C13orf18	-0.0151666666666667
CACNB1	-0.313714285714286
QKI	0.414363636363636
SETMAR	1.016
MAN2B1	1.55383333333333
EML3	-1.07
ACADL	0.694333333333333
OFD1	0.322125
DEFB114	0.611
CGA	-4.1381
PEX16	0.336
LRRC10	-1.107
GNG12	0.239
C1orf152	-0.220333333333333
CHRM1	0.856
CD53	0.63225
DBH	-0.692
TFAP2B	4.917375
HIST1H2BJ	-0.847
FAM46D	0.3265
TMEM11	-0.8735
C3orf32	-2.26525
PCCB	-0.401125
IPO13	0.0925
C6orf105	-1.74425
COMMD5	0.49825
SUV420H1	0.3645
LTBR	0.699
ARHGAP15	-0.1825
HDHD2	0.30025
TDRKH	0.0336666666666667
LOC401052	1.4795
PSG4	-0.56125
GNB4	-0.2683
SPATA4	2.575
SLC9A3	-1.0235
OSBP	0.973
NBPF3	0.142666666666667
DOCK11	-0.9695
SLC39A5	-1.752
PRR5	0.7476
C10orf63	0.431
SMTNL2	-1.1795
ADRA1A	0.168
ASAH1	2.2222
DOM3Z	0.239
GIPR	0.705833333333333
AHI1	-0.38525
NADSYN1	-0.8505
RGS14	0.5927
IL18BP	1.4104
RTN4RL1	1.98566666666667
ARMC6	-0.4
PSMD5	0.976666666666667
HK3	0.752
OR4S1	0.4885
RSU1	0.756
MAD2L1	-2.04366666666667
EIF4A3	-1.09775
DLEC1	-0.348833333333333
E4F1	0.161166666666667
CHMP2B	0.2325
CAMSAP1	-0.79125
RPS21	-1.25916666666667
ARID5A	1.00575
UBE2N	0.2145
IGSF8	0.939833333333333
MAGEB6	-2.034
ACAD11	-1.0055
MGC4172	-1.5165
LMO4	0.3115
KLKB1	-0.17925
HP	-1.0415
HDAC3	0.37025
SCHIP1	0.533
CLCA1	0.234
OLFML2A	1.170625
C1orf112	-0.83875
KIF19	0.721666666666667
HAPLN4	-0.3811
CXCR7	-0.6845
GOT2	-0.4102
RAB38	-0.5535
DCX	-0.66275
PPM1H	-0.806166666666667
NFYC	0.48925
KIN	-0.310625
ZNF228	1.36225
PLSCR4	2.563
HIG2	-0.3555
FAM79B	5.7015
C21orf86	-0.506
KCNK10	0.46625
ZNF738	-0.809875
FSTL5	-1.32416666666667
OR6A2	0.62
OTOA	1.52283333333333
EXOC1	0.331875
AHRR	-2.19525
PDAP1	-1.90375
C19orf6	-0.635
ZAN	0.56825
LY6G6E	0.613
EIF4E2	-0.71
C20orf198	0.3925
ZNF324	0.59175
CYP3A5	-3.13566666666667
ENTPD7	1.28433333333333
MBOAT5	0.541166666666667
GJB5	0.869
TTC13	-0.88425
S100Z	-1.39033333333333
KIAA0664	-0.501
PDGFRB	2.2015
IL17D	0.3425
OR56B4	-0.2545
RDX	-1.95566666666667
SLC34A3	0.622
IL28B	0.0655
JUND	0.6965
CHRNB1	-0.21675
CAMK2B	2.12375
FETUB	-1.817
CXorf23	1.36825
MRTO4	-1.480625
TTC3	0.653
NDUFB8	-0.261166666666667
EDG2	-0.45975
SEMA3G	2.58725
IL23A	-2.50575
GRHL1	1.8596
LOC441054	-0.802
WDR65	0.901375
PSTK	-0.1875
STOML3	0.3275
R3HDM2	0.1389
C5	-2.12225
SLC2A10	1.74883333333333
C3orf22	0.5025
PAQR3	-0.766615384615385
ANKRD26	-0.123916666666667
HCRTR1	0.226
LOC399947	-0.638
PSD2	-0.075
TIGD2	-0.0696666666666667
SCRN1	-2.291625
COQ10A	-1.32725
DDI2	0.431
METTL7B	-0.849333333333333
UCN2	0.26675
FAM92A3	-0.816
WDR16	0.753
ZNF511	-0.117666666666667
ZMYM5	-0.578375
POLR3G	-3.32525
ZNF586	0.5025
C1orf49	0.166
TANK	0.866833333333333
RCAN1	1.17816666666667
PELI3	1.32466666666667
LIMD2	-0.809166666666666
TMEM189	-1.315
NTN4	2.16375
LOC151300	0.1935
CLEC2A	-1.0895
GPR135	-0.57025
DPYSL4	-2.1084
JAK2	0.625
TSHZ1	1.39716666666667
TM9SF4	-0.408
ZNF264	0.812666666666667
SIRPG	1.15575
BICD1	0.183
HERC6	1.28883333333333
METTL5	-1.032
CASP1	1.51875
PRRT1	-0.0843333333333333
PLA2G4C	2.4875
ICA1L	0.288571428571429
TPTE2	0.0675
OTUD7A	0.3965
AQP11	-0.412
APOA2	-4.3847
KALRN	-0.5404
SECTM1	0.681583333333333
IFNAR1	-0.01375
TALDO1	0.29175
RAB11FIP4	-0.632
EIF5A	-1.6275
FAM49A	1.724
NEGR1	-0.0176666666666667
YTHDC2	-0.0985
EHD2	-0.045
NCF1	2.2725
SCRT2	0.0035
HOXA5	1.05266666666667
NUP133	0.701
FGF12	-0.7008125
SLMO2	-0.743875
SNTA1	0.619125
CACNG2	0.3005
GCM1	0.968125
ELF1	0.530333333333333
TLR5	3.6055
TCFL5	-1.47125
RBMY2FP	-0.698
LOC100125556	0.501375
FAM129B	-0.112
MAP3K7IP1	0.181625
NCK2	0.7815
OXA1L	-0.8165
FMO9P	0.5625
ZSCAN12	1.3645
PSMD12	-1.12608333333333
HSCB	-0.17175
CLDN10	-3.27525
MGC13053	-0.862
HPCAL4	-0.3115
ASZ1	-0.589
MEX3D	0.617166666666667
NFAT5	-1.0744
CSPG4LYP1	-0.311333333333333
FBXO3	1.1805
DVL1	-0.444
CMKLR1	2.04016666666667
TYMS	-2.724875
PEF1	1.5335
ZNF750	2.0575
MCM5	-1.018
MEGF11	-1.06375
KCNK7	0.15
PTP4A3	-0.217
C1QTNF2	0.0165
OR6S1	0.585
FAM122B	-1.219
ZNF551	-0.236625
HBQ1	-2.4315
GEMIN6	-0.91675
ARSK	0.61325
RBP7	2.627
CPNE9	0.35275
DSC1	1.801
LOC730112	-0.27075
MAP2K4	0.091875
HS3ST5	-1.8775
EPB41L3	2.012
TEKT2	1.9105
CDKN2B	1.14575
ZNF480	-1.4375
MAP3K6	1.0151
MAP6	2.40916666666667
HN1	-1.0434
OR2L13	0.909833333333333
SLC16A11	0.4345
FAM96A	-1.34375
APOL1	0.79075
C5orf32	-0.395
RTP1	-0.351
RNF175	0.787375
ZBTB41	1.44575
AHCTF1	-0.6489
SAE2	-0.4018
ITGA2	0.431416666666667
MME	-0.560333333333333
CCDC14	-1.00675
MAST4	1.26457142857143
KRT33B	-0.6405
KCTD2	-0.0271666666666667
WDR26	0.787166666666666
MFI2	-0.562875
NR4A3	-0.575625
ARSA	1.553
UNKL	-0.225666666666667
SULT6B1	-0.088
CCNA2	-2.39283333333333
SOX15	-0.5995
PPAPDC1B	0.195
C19orf44	0.7225
MCAT	0.333416666666667
ARID1B	0.36875
OR52N1	0.4605
C12orf48	-1.63775
MAGI1	0.19525
NIPA2	-1.02075
GBX2	-1.8995
RSHL3	0.39275
RAVER1	-0.0463333333333333
C15orf17	-0.24475
SLC30A2	1.682625
ZNF518	-0.473
PCYT1B	-1.1495
C10orf114	-1.2435
EIF3H	0.253416666666667
SLC25A39	-1.2085
KIF1B	-0.617625
AMOTL2	0.4525
C6orf120	0.619875
PSRC1	-1.271
PLA2G10	1.8985
KIF5C	0.255125
MRPL37	-0.224
C17orf62	0.0973333333333333
C9orf135	-1.40316666666667
DUSP10	0.4484
CLCNKB	0.273
PSMA5	-0.211625
C8orf53	-0.34975
AMPD3	0.817
PIAS1	-0.19075
ADCYAP1R1	-0.2605
GYLTL1B	-0.13475
CDH20	0.340666666666667
FBXO7	0.123
TMEM134	1.08233333333333
FLJ14213	0.997833333333333
ZNF3	-0.23575
LRRFIP1	0.477
CNOT2	0.298166666666667
ABI3	2.76275
ALDH5A1	-1.19183333333333
HNT	1.4445
SERPINA4	-2.427
TK2	0.794166666666667
STMN1	-1.372
GUCA2A	0.212666666666667
GALNT10	1.33142857142857
DPP6	-0.5218
C9orf93	0.116
PRELID2	-0.3465
STK39	-0.085875
SFTPA1	-1.31
CKS2	-1.82966666666667
RHO	0.323375
C20orf135	-0.196
XKR3	-2.4255
CR1	-0.0875
RPS6KA2	0.480642857142857
C20orf112	0.8395
MRPL22	-0.45675
C4orf23	1.51583333333333
GADD45B	0.95675
KLHDC1	1.66283333333333
C2orf48	-2.047
ZNF287	1.273
DAAM2	-0.66
DPPA2	-2.892
TCTN3	0.925666666666667
DNAJB11	-0.578
FPR1	2.4925
DEFB4	0.135
PTCD2	0.1763
SMOC2	5.54466666666667
CABP7	0.12575
SERPINB11	0.4945
MAGEF1	-0.40125
NDE1	0.3105
ITGA10	0.8315
FSHB	-0.048
ANXA2	0.315375
HORMAD2	0.2435
HLCS	0.821
MCF2L	1.66783333333333
FH	-0.174125
TBC1D24	1.30175
KIAA1505	1.872
LGALS2	-0.576
CNBD1	0.3475
SYNPO2L	-0.85825
PTPN23	0.105928571428571
C1orf183	-0.2925
MAGEA8	-3.59075
DGCR8	-1.793375
GSR	-0.37525
PAQR7	0.516
ZNF676	-0.5505
CACNA1C	0.464
SP7	0.314
PDCD6	0.53825
NRN1L	-1.002
BRI3BP	-0.744916666666667
KIAA1183	1.4275
ASB4	0.0795
CCL23	0.9039
OBSL1	-0.687375
SLC12A7	0.954666666666667
KIAA0240	1.87675
CD1B	-3.08066666666667
FCGR2A	2.052875
MDC1	-1.47275
HTR1A	0.162166666666667
OCEL1	0.39625
ATP11B	-0.8941875
FBXO34	0.278666666666667
PCDH12	3.9935
RPE	-0.723
C17orf74	-0.3935
CSDC2	1.353
PET112L	0.37
TMBIM1	0.933625
P2RXL1	-0.364
TCHP	-0.3295
TRMT1	-0.999166666666667
F2RL2	2.18341666666667
LRRC32	3.4695
IMPG2	0.356
BGLAP	-0.155
LOC493869	-0.0764166666666667
MRAS	1.36175
SLC35F5	1.08075
CBWD1	0.6855
AXL	-1.2845
ATP2C2	1.89625
TELO2	-0.8675
PNPLA3	-0.754
PCDHB14	1.41725
CD276	0.41375
KRT80	-1.752625
DUSP28	0.451
CSNK1E	-0.26025
SRP14	0.322
KCNQ4	0.035
KRT72	0.0703333333333333
CCDC117	0.2165
C6orf89	0.540666666666667
TUBB2B	-2.23266666666667
RTN4IP1	-0.45375
CR1L	-3.851
CEND1	0.109625
C12orf41	0.379666666666667
RNF31	0.349
UBN1	-0.434
C17orf32	-0.034875
SLC5A7	0.268
GPR92	1.55333333333333
ESAM	2.8711
CTNNA1	0.525333333333333
HRBL	0.0097
CBX4	-0.75525
TMEM182	0.9225
SH3TC2	-0.974833333333333
IL10	1.01016666666667
PXMP4	-0.2045
RNF167	-0.3841
PAK7	3.57116666666667
ETV3	-0.0025
ATPIF1	-0.266833333333333
LOC554207	-1.14916666666667
OR8H1	0.237
WDFY3	0.966625
DPM1	-1.2905
GPSM1	-0.3665
WDR92	-0.2675
LRP1	0.656333333333333
ANKH	-0.679875
THUMPD3	-0.84975
POLR1B	-0.98475
OLFM4	4.26983333333333
RAD9B	0.775
TSPY2	-3.432
PAX6	-2.0765
SCG2	-1.793875
SLC17A6	0.54475
FMO3	2.025875
PADI4	0.02275
TUBB4	-0.8637
NLK	-1.58775
POU4F3	-0.2915
SDF4	-0.11425
ITGBL1	2.92283333333333
NETO1	-1.98175
TAP2	0.00812500000000001
ABBA-1	-0.26775
GNAI1	0.0885
VPS4B	1.152
NOPE	0.2352
GALNT6	3.21
SESN1	1.609875
GBE1	-1.91966666666667
CLASP1	-0.00775
RASGEF1B	1.22725
ACOT11	-0.232071428571429
AFAP1	0.813
OR2H2	0.14175
DPY19L2P1	-1.0865
DZIP1	-1.835
SEC22C	-0.00425000000000002
GPR161	-0.659583333333333
RNF146	1.4025
WDR74	-1.01425
GALP	-0.2135
PURA	0.623
DNPEP	0.696
RP11-78J21.1	-0.151
ERBB2	2.247375
FANCM	-1.37491666666667
NEO1	0.830833333333333
DDX3Y	-5.1378
RPS3A	1.0995
