Hybridization REF	TCGA-A2-A04V-01A-21R-A034-07
RBBP4	0.70625
MGC40499	0.02925
PHKA1	-1.040875
PRKAR1A	-0.3075
HSD3B1	0.9755
RAD52	-1.50783333333333
CD207	2.115
LOC389791	-0.0825
RSPO1	-0.0318333333333334
TMEPAI	2.552
MFSD2	-1.151625
ETV4	-2.66025
SCGN	-0.5875
LOC391356	0.085
MPP1	-1.48085714285714
STARD3NL	-0.34825
TFAP2D	-0.298
CD2AP	0.880375
CCL20	-4.70783333333333
CCDC86	-1.597
ZFP30	-0.078
CTBP1	0.585416666666667
MAK10	0.679
STXBP5	-0.786833333333333
LOR	-0.00690000000000001
MAP6D1	1.186875
ARMC7	0.7885
TMEM150	0.4029
NSL1	-0.63625
KIF5A	0.128125
ASCC2	-0.407833333333333
PSENEN	0.708666666666667
OPTC	-0.1155
FCRL2	-1.39683333333333
KBTBD11	-0.727125
PCK1	-1.45825
CENTD3	-1.69375
MEGF8	0.275
ALPPL2	-0.106
OBFC2B	-0.780333333333333
ZFYVE20	-0.320625
GALC	1.19216666666667
CTRB2	0.64375
C20orf71	0.444666666666667
TBKBP1	0.909833333333333
CAMLG	0.943875
TREML4	-0.92
RSAD1	0.35975
TUBA3D	0.3239
KIAA1833	0.34225
PNPLA1	-0.015
LRRC34	-1.47866666666667
CDH26	-0.755833333333333
ZNF167	1.1115
ZBTB26	-0.5059
VWF	3.919
VTN	-0.854833333333333
BAD	1.49575
PDS5B	0.998272727272727
ZNF644	1.41283333333333
SH3GLB2	0.336375
SMPDL3A	0.1792
NRG2	-1.876875
IL15	-0.286166666666667
GABARAPL1	-0.645666666666667
LAT2	-0.2214
SLCO1A2	-0.9906
LIG4	-0.109083333333333
GSDMDC1	0.450875
BMP4	-2.532875
METT10D	0.732
SYCE1	0.69575
SPANXD	-6.124
SLC12A9	-0.0271666666666667
MC1R	-1.9545
RNF168	-0.698
TRIM69	0.6765
GALNT7	1.15966666666667
ISG20L2	0.13475
KIAA2026	1.5465
TNFAIP8L1	-0.41
DPY19L2	-0.40325
C12orf63	1.5325
PRDX5	-0.18875
MED6	-0.81125
TXNDC5	-1.965375
CD46	0.123166666666667
CCK	-3.4255
C17orf48	-0.5765
ANUBL1	2.72825
SIT1	-1.51966666666667
TYSND1	-0.1825
DEF6	-0.514666666666667
GLT8D4	2.15675
UTP14A	0.72675
RPH3AL	1.7545
NXF1	0.054
TRERF1	1.4025
TUBB3	-0.9915625
SLC24A2	0.9665
SEC22B	0.15925
ZNF653	0.66425
GGTL3	-1.30533333333333
CDKL2	0.3995
CTF8	-0.76
EPC1	1.8325
CYP4A11	-0.455166666666667
THRSP	2.45616666666667
LELP1	-0.237833333333333
TES	0.863875
C17orf87	0.9725
FERD3L	0.24625
SH3TC1	-0.2685
RAB36	0.4495
CRYGB	0.1505
GRIA3	1.3117
BHLHB9	0.2855
C1QTNF9	0.886
GOPC	1.239
PNPLA8	0.127166666666667
ZNF444	0.63375
FMO1	4.6175
POLR3C	-0.1365
SLC35F3	-2.40575
SGCG	-2.77983333333333
DCDC2	-7.33833333333333
NANP	-1.482
MGC23270	-0.3575
BEX4	0.943
HYDIN	0.3249
RPS6KB2	-1.05875
ADRM1	-0.689416666666667
BAT3	-0.4225
RAB31	1.605125
SCGB2A1	3.4375
SLC6A14	-5.12025
DDX4	-0.715
PRRC1	0.597
AP3B2	-1.80266666666667
TRGV7	1.01683333333333
TMEM184B	0.39025
ADPRHL1	1.3345
C21orf45	-0.52
ARNTL	0.9335
AADAT	-1.108125
CCL2	3.0585
SNTB2	0.0106666666666667
RGS9BP	-3.7365
KPNA1	0.57
TMEM41B	-0.096
S100A11	0.131166666666667
DOT1L	-1.782
EFHC2	1.524875
CLTC	-0.516333333333333
SRP9	-0.358714285714286
ZNF521	0.92175
FAM26F	-1.454
GPR88	0.649833333333333
COL13A1	-0.8705
CHMP4B	-0.1517
SIGLEC6	0.872166666666667
NFAM1	0.71025
PVRL2	0.9186
ALKBH4	0.51675
CCDC93	-0.18825
NXT1	-0.185
KCNK4	0.3315
TROAP	-1.19083333333333
KCNA10	-0.39275
CCDC114	0.0588333333333333
RAN	-0.80375
LMTK2	-0.064
LOC400657	0.32
UFC1	0.309
UBE1DC1	-1.4265
EEF1A1	0.0827222222222222
CHAC1	-0.5835
HMGA2	-5.9062
B3GALTL	-0.12675
ING2	-0.14925
C1orf109	0.05625
INTS3	0.738875
ZNF558	1.09075
TRPM4	1.12916666666667
LTB4R	-1.768
ISYNA1	-0.11225
LSM7	-0.451
LRRC47	-0.489625
ZNF179	-2.749
EXDL1	-0.9645
SLC4A10	1.466
ACSS2	-0.894833333333333
COPS7B	-0.863
KIAA0040	2.80516666666667
C1orf95	-0.2025
AP1GBP1	-1.053
OR9A2	0.3815
FAM71C	0.692666666666667
RIN1	-2.384
ITGA4	-2.72575
DNAJC6	-0.622
CLOCK	0.901666666666667
SLC35A4	0.1865
DSG4	-0.07225
LOC26010	-0.60075
NSUN2	-1.15525
TMEM86B	-1.084
C14orf135	0.82175
KIFC3	-1.60466666666667
PHF5A	-1.19625
NCAPH	-0.74175
STK11IP	-0.9475
FLJ42953	-0.056875
CCDC19	-0.00466666666666667
ZNF329	0.195625
TAX1BP1	0.893833333333333
ZDHHC18	0.0115
C10orf88	0.34925
TMBIM4	0.8337
NMUR1	1.386
KIR2DS4	0.453375
C9orf90	0.02875
MGC87631	0.1625
KDR	3.4515
ST3GAL2	-1.339
RLN2	2.749
HPD	-4.149
MOXD1	-1.921
PDGFRL	2.53583333333333
SMYD4	-1.44021428571429
FAM103A1	-0.0461666666666667
MFAP4	-0.991666666666667
LOC285141	-0.25075
TMEM45B	-1.02525
SMCR7L	-0.752714285714286
GZMH	2.075
CBLN1	-2.77483333333333
CNNM1	-0.9675
PHF17	-0.582416666666667
NUP98	-0.0808333333333333
RMI1	-0.8265
PTPRS	-0.990375
ANKRD57	0.929375
CLDN15	-0.518
OR51A2	-0.309
GUCA2B	0.0625
DOCK9	1.3415
ITGB1BP1	-1.20366666666667
DLG2	-0.999125
BRAP	0.16675
SESN3	-0.7275
ZC3H7B	0.83925
FAM101A	0.7545
FKSG24	-0.48225
ZYG11B	-0.152875
RFC2	-1.54475
SH2D3A	1.09066666666667
DVL3	0.665833333333333
ADFP	-1.17383333333333
KRIT1	-0.266125
SERTAD3	1.5555
LEFTY2	-3.18425
KRT27	-1.201
SCFD2	-0.4675
MN1	-0.50725
RORA	1.2355
PTPRD	-0.02075
PIAS2	-0.999
CYP4X1	4.94533333333333
FBXL15	0.03
MYH15	1.04866666666667
CRX	0.785333333333333
TBC1D13	-0.2595
SLC22A17	1.32166666666667
PLK2	1.513
ARHGAP9	0.84325
EIF1B	-0.755
C20orf185	-0.36525
DEFA7P	1.1445
PRIM1	-2.07183333333333
CRYAA	-1.89175
BACE1	-0.133
AGTRL1	0.924666666666667
ACAD9	-0.189375
GRASP	0.051
RBP4	-2.769
TFB2M	-1.17625
METTL9	0.0584999999999999
ATP5O	-1.021
SP100	0.4348
CPSF1	-0.2535
S100A4	-0.31925
LIME1	-1.37
GPR137C	1.18375
OR2A2	0.6115
C2orf29	-0.80275
NUP188	-1.0105
SDPR	-0.3345
RAI1	0.033375
RPS20	0.2523
LAMB1	-0.24925
ADM2	-0.001
ZNF229	0.00924999999999999
DKFZp434K1815	-1.738375
EPN3	2.70583333333333
CLIC3	-1.4295
MEIG1	-0.265
HMGB4	0.00125000000000001
STARD10	0.94975
KLF8	1.7275
EPB41L2	-0.6335
JMJD6	-1.02625
CTSL1	-0.8615
GPR27	0.812
ELAVL4	-0.0721428571428572
MMP21	0.052
PPM1B	0.14975
SUV39H1	-1.156
AAMP	0.131
TUSC4	0.382833333333333
MBD6	0.48825
KLK13	-1.239625
FMNL3	0.903
TRIM13	1.01866666666667
C15orf5	-0.552
IQCF1	0.222
CACNG8	0.3225
SLC35D3	0.192333333333333
ZDHHC9	1.015
ODF3L1	0.47725
C9orf86	-0.1082
TSEN2	-0.87125
C17orf64	0.43975
SEPX1	0.2283
TSPO	0.316666666666667
SYMPK	-0.6955
ADORA1	1.68875
TSPAN10	1.18925
SEMA6C	2.23416666666667
RTTN	-1.0322
IL2	0.144166666666667
ARRDC3	-0.784416666666667
TBPL1	-1.90033333333333
STX12	0.25425
MRPL39	-1.34975
OR8H3	0.32
IFIT5	1.0855
CASC5	-1.30725
FAM46A	-0.392
HPCAL1	-0.369375
CYLC1	0.9455
VGLL2	-0.039375
C20orf191	0.06375
CDH1	1.68491666666667
ITPA	-0.1895
CCDC101	0.21125
D15Wsu75e	-0.483
EDA	-0.27775
CREG1	-1.047
OR7G2	-0.112
SAP18	1.08191666666667
IFIT1	1.64925
CALML3	-2.22116666666667
FLJ37440	1.936
FNDC5	0.52875
SERPINB6	-0.0771428571428571
JUNB	0.9845
SYS1	1.35625
SCN2A	0.1726
ZKSCAN5	-0.9674
WNT7A	0.4905
TSHZ3	1.96275
RNF148	0.8475
H6PD	0.197875
CAD	-1.304
ZNF449	-0.01525
DOCK10	-0.1835
FAIM2	0.1865
HEXDC	-0.34825
PRB1	0.08925
C14orf148	-1.0875
ETHE1	0.59925
IRF5	0.135
GNMT	-0.274666666666667
MGC16291	-0.48625
RPAIN	-0.694571428571429
CAGE1	-0.3295
CNTNAP3	-2.983875
ACTR1B	-0.43425
EEF1E1	-1.86575
MSX1	-0.304625
ESF1	-0.5173
HSPC171	-0.67175
MRPL2	-0.539
RDH12	-0.968833333333333
CELP	-0.36
METRNL	-0.38625
C10orf116	4.44383333333333
C19orf48	-0.64925
ZNF346	-0.259625
NCR1	-2.1185
C10orf64	0.8895
CD52	0.25225
VPS18	1.324625
AP4S1	-0.598333333333333
NPBWR1	1.5505
TPK1	0.29
UBA52	-0.358111111111111
RIPK1	0.661
CPNE3	0.7202
HSPC159	-0.4805
C8orf38	0.75825
LRRC4B	-0.835
PARP10	0.9872
ANKRD50	2.906375
CXCL9	5.2255
FGF18	0.733272727272727
EIF2A	-0.285125
SLC20A2	1.46833333333333
KIAA1549	0.136833333333333
SPINT1	2.3324
ZNF584	-0.2305
CRBN	0.324166666666667
ABCF3	-0.0981666666666667
NCBP1	-0.339333333333333
PLA2G4F	-0.2325
PCDH10	-1.140375
TTC21A	0.056
C20orf144	0.7865
FGFR1OP2	-0.377666666666667
SLC9A1	0.8295
CHRND	-0.185
FOXF1	-3.716
KIAA1467	2.97525
TPO	-0.448833333333333
LTF	3.86907142857143
DNAJB9	-0.518
MRPS27	-0.8465
bA16L21.2.1	-0.03875
WBP2	0.415333333333333
MRGPRX3	-2.735
PRPF18	-0.09625
C10orf58	1.05825
SMOC1	-3.3084
ADAT3	0.547666666666667
TMEM138	-0.859
TMEM131	0.034125
TIMM8B	-0.48625
MYH7	-1.12633333333333
ST6GAL2	1.151375
KIF1C	-0.5235
SUHW2	-1.326
PAPSS1	1.4505
CABP2	0.351
HOXA4	-2.0355
ELF2	0.85575
SEMA3D	0.7906
MC5R	-0.1415
OGFR	0.613
FLJ30092	0.224166666666667
TGFA	-1.6712
MMP17	1.33225
KIF15	-1.75275
CHIA	0.34325
CATSPER3	0.556
CEACAM7	0.762583333333333
PADI2	0.335
HOXA9	-0.7565
LNX2	0.758166666666667
TMEM144	0.7675
HIF1AN	0.46375
METTL7A	-0.8548
C6orf165	-0.491166666666667
KIAA1468	0.908125
DSG3	-4.0395
ZNF180	0.00883333333333334
EIF4E3	1.52975
SLC46A1	0.013625
DKK1	-7.149
ZNF205	1.45516666666667
LOC162073	1.46744444444444
COX7A1	5.14275
MAGEA1	-4.99233333333333
NEDD8	-0.467166666666667
KLHDC5	0.550222222222222
C3orf19	0.873833333333333
MRPS2	-0.92075
POLR3H	-0.4445
ABHD11	0.089
TMEM17	0.46825
PAIP2B	0.0501
MAT1A	-4.23375
LGI3	0.2225
THUMPD2	-0.02125
TKTL2	0.24075
XAGE3	-2.14483333333333
CALM3	-0.12775
C6orf136	-0.442833333333333
KCNC4	0.0652
RGS9	1.61266666666667
ACIN1	-0.199
SPATS1	-0.20925
XKR8	0.07
FAM84A	3.27741666666667
MS4A7	6.32963636363636
AGXT2L2	0.2695
OR1F1	0.081
SMAP1L	-0.193583333333333
IPO11	0.0636250000000001
ZC3H11A	0.1931875
C1orf151	0.9395
RNASEH2A	-1.381
CCR10	-1.0935
TXNDC11	0.1345
TMEM112	0.76425
MAP1B	-1.18214285714286
NVL	0.50825
PKM2	-1.5114
ARC	0.128
NUP54	-0.6045
PPFIBP2	0.6435
STAT2	0.47125
PTAFR	1.97933333333333
ROBO2	-0.76775
RNF40	0.521166666666667
CCDC135	-0.6245
IFT81	-0.3631
MORF4	-0.9545
TM7SF3	-1.449
OR10H3	0.6085
ABP1	0.40775
CHRD	1.042125
PLEKHA8	-0.897666666666667
NCALD	0.74425
OR5AK2	0.48025
ACCN1	0.0482
SLITRK1	-0.494
ARMET	-0.90925
C9orf52	-0.766
REEP4	-1.17825
MTSS1	1.539
ADH1B	4.13166666666667
DLD	-1.36625
CDK5	-0.64375
PPFIA1	0.3778125
WFDC3	0.887
DNAJB12	0.914928571428572
RANGRF	-0.4495
MLANA	-4.655
AMY2B	0.58675
KIAA0319	-2.432
RPS7	-0.543
JAK3	-0.3513
ARFGEF1	1.238
CXCL5	0.476916666666667
TRAPPC4	-1.3205
CETN2	0.04475
HSPC111	-1.12875
RHOBTB3	-2.2929
PHLPP	0.6
RGS10	1.02225
TMEM58	0.19375
CHERP	0.246
HSP90AB3P	-0.405333333333333
FSTL3	1.459
PEX11A	0.8085
OR5V1	0.8885
FCN3	1.735
PTPN3	-0.096125
NPTX1	-5.395875
C21orf84	-0.91375
C11orf51	-0.70025
ZBED2	0.03975
FLJ90757	1.19975
NPY2R	0.9195
PLD3	0.241
SYT17	3.82083333333333
SGSM2	0.15825
OR1A2	0.29725
FOXP1	2.148125
SLC5A1	0.0336666666666667
POFUT1	-0.5164
EPHB6	-3.22883333333333
MYO1G	-1.80775
STAC	-2.5835
KLHL17	0.0226666666666668
RGMA	0.5601
TJP2	-0.5994
FAM114A1	0.228833333333333
SERINC1	2.0755
SLC9A8	-0.22625
PEX19	0.2345
EDN2	1.73
PSMD7	-1.74
C3orf41	0.048
UQCR	-0.289
PPP1R3C	1.795
LRP4	-0.262333333333333
TM2D1	-0.13825
TTC17	0.9931875
C4BPB	-5.35575
CCL25	0.69925
ZNF253	0.100333333333333
CHRNA9	-1.04525
SOX11	-1.940125
HIVEP3	2.361
CGN	3.27333333333333
C3orf35	0.39575
PKD2L1	0.66225
SYVN1	0.740875
PDE8B	0.2205
LOC439951	1.245
LTC4S	2.6055
MIF4GD	-0.581333333333333
SMARCA2	1.6488125
TUBGCP6	-0.638833333333333
CABLES1	0.772
C16orf77	0.728
ZNF791	0.87025
FUT5	-1.135
ADH6	-3.2136
P4HB	-0.0945
CLDND2	-1.067
ALKBH8	-0.569
PLAC4	-2.2215
F11R	-0.5535
MGC35295	2.618
PDZD4	-0.598
LOC389073	-0.916
FAM80B	-0.298666666666667
PSMB1	-0.87975
TXN	-0.312
VIPR1	0.9029
WBSCR18	0.2982
EXOSC6	-0.891
ACTA2	4.03716666666667
SP5	-2.47325
ANKRD1	-4.07875
DDR1	1.7649
ATP6V1D	-0.46175
PTGS1	-1.02891666666667
RNF157	-0.777
DCC	0.736
SPAG7	-0.5015
FBXO18	-0.04325
UBE3C	-0.5583
HOXC6	1.36675
LRP2BP	-0.1695
MYST2	-0.058
PDSS2	0.80325
ATE1	-0.05775
ARAF	-1.0115
KLF10	-0.39275
PLA2G2E	0.15575
ASCL1	-0.9295
TSNAXIP1	-0.00525
FAM131B	0.089125
IFNA10	1.1935
NUP43	-1.318875
FAM44B	0.77825
L1TD1	-4.612
NMD3	-1.15991666666667
C18orf54	-0.5837
PHOSPHO1	0.4995
RAG2	-1.122
EMILIN3	-0.2955
METTL3	-0.79575
VPS13C	-0.745375
REXO2	-1.28975
ANXA4	0.1395
CA1	-1.27075
DCP1B	0.246
TULP3	-0.3445
ATP2A2	-0.194714285714286
ATIC	-1.07875
ADAM15	-1.43975
NPL	0.924666666666667
LGR4	1.368375
UEVLD	0.403833333333333
GAB1	1.808
SNAI2	0.207666666666667
ZGPAT	0.3171
SNF1LK	1.1565
DLEU1	-1.23875
UBE2Q1	0.877125
ZMYM6	0.2606875
JPH3	-1.47616666666667
FAM38A	-0.306333333333333
PXK	0.629166666666667
DENND2D	2.15525
BAX	-1.33866666666667
CP	-5.42009090909091
RPL37	0.0801
G6PC3	0.13125
NCOA4	0.1975
LRRC14	0.497875
GORASP1	0.308
FCHO2	1.400125
CYP24A1	-3.8555
FXYD3	2.4305
SMARCAL1	0.92125
ABCB8	-0.293666666666667
CCDC44	-0.34775
PRDM7	-3.1725
USH1C	-1.6995
DNAH5	1.43816666666667
SRF	-0.01675
MAL2	3.004
PGPEP1	0.345833333333333
SIN3B	-0.7585
SEMA3C	1.05333333333333
GRAMD3	0.87225
FBXO10	0.00350000000000002
OR5D13	-0.738
FLJ31818	-0.3
CACNA1I	0.703875
S100A13	0.0835
TP63	0.624357142857143
ANXA11	0.5865
WDR66	-0.167875
CSF2RB	-0.0285
IFI44	-0.41525
DACT1	3.0215
ANKRD23	-1.705375
ATP5G1	-1.289
C21orf70	-1.02166666666667
PPWD1	-1.08725
DNAJC13	0.259
PAH	-5.9035
PTCH2	0.6925
TRMU	-1.78925
CCDC9	0.9355
USP3	-0.5209
DCLRE1C	0.6358
FAM55C	0.51125
FRMD4B	1.2355
CYP2R1	-0.515
RFPL1	0.0162
XPO5	-0.80825
ARL6IP2	0.064
OSBPL5	1.15275
MMP9	4.50990909090909
KIAA0802	0.195375
DHRS2	-2.98483333333333
SGEF	2.76525
TXNDC10	-0.5109
EXOC6	0.727
RPS27	0.332833333333333
PNCK	-1.00033333333333
FSTL1	0.61925
AACS	-0.275
SLMAP	0.960666666666667
SAMD4A	-0.7023
ABRA	-1.38966666666667
SMARCD3	-0.38325
PKNOX2	-2.78133333333333
A4GNT	-0.0785
C9orf39	0.479
RALYL	-0.356
MGC33556	-2.3075
C10orf25	-0.9345
BBOX1	0.5915
NHEDC1	0.2345
XDH	-0.9575
GCSH	-1.3645
EDN1	0.770166666666667
MTERF	-0.26575
CLK4	0.734125
ZNF799	0.797666666666667
KCNG1	-2.15725
CXCR4	-0.268
PTPRR	-2.6645
IRAK1	-1.0465
LOC401397	-0.16675
TMSB10	0.132785714285714
CXCL3	-2.7217
TMC4	2.40325
OR7A10	-0.0445
STYK1	1.09425
CHRNA10	-0.54575
CCNI	1.243
EP300	1.32614285714286
LOC165186	-0.883333333333333
HIC2	-2.6845
SDR-O	-0.435
OR2W1	0.0495
KCNA6	-1.26
TRIM74	-1.908
REEP6	0.394
ATP5G2	0.24175
ERG	0.625375
TMEM42	-0.06675
PARN	0.425666666666667
SOD2	-0.3259375
DIRAS1	-0.541
PNPT1	-0.9895
JOSD3	-1.654
hCG_40738	0.244
PDE1C	-2.57275
SEMA4D	0.13225
AGPAT1	0.383666666666667
NOSTRIN	3.037875
MAP3K3	-0.43
MAX	0.994142857142857
CAPS	1.68633333333333
SERPINA12	0.008
OSBPL8	1.918875
RICS	2.7583
NR4A2	-0.6025
PPCS	0.833333333333333
LONP1	-1.33375
SCYL3	1.36675
HERC2P2	-0.660166666666667
FIBCD1	-0.7775
C15orf41	-1.22725
DMC1	-2.1025
C20orf27	-1.4325
RPS6KA5	0.937
FAHD1	0.6775
SLC12A4	-0.5535
BRCA1	-1.82566666666667
GBL	-0.20975
SLK	0.527
NUDT9P1	-0.6045
NOXO1	2.5965
USP52	-0.52275
BAZ1B	0.631875
SLCO2B1	2.01225
BBS12	0.377666666666667
LRGUK	-1.2675
TERF2IP	0.19025
COL1A1	5.4285
KIAA0090	0.146125
GRK5	-0.251833333333333
AP1S2	-1.7
TMEM52	-0.727166666666667
CA11	0.1545
OR4A15	0.271166666666667
ACBD3	0.2015
SPAG11B	0.221714285714286
PRDM2	1.166
FOXP3	-0.2165
SMYD3	-1.7064
LOC389199	1.452
LGI2	1.795
NAPE-PLD	-0.5126
ANKRD6	1.5145
WDR45	0.523
SHROOM1	-0.23975
PSCD3	1.1555
PYY	2.702
KCNC1	3.954
ARHGEF9	0.5937
OR8J1	0.63725
GPR55	-0.22
NS3BP	-2.071
C10orf22	0.599666666666667
NAT8L	1.2025
DUSP4	-0.0158333333333333
FOXM1	-1.6855
GRAMD2	-0.2534
ZBTB48	0.25
BUD31	-0.7815
PABPC5	0.445
CCDC41	-0.05725
FBXO11	0.133166666666667
C6orf148	-0.72125
RFXAP	-1.364
C6orf15	-0.00533333333333336
CDK8	-0.99
C6orf70	0.283875
TESSP2	-0.0135
ALG2	-0.05825
PPP1R3D	2.492
TPM3	0.458611111111111
SYT13	5.643
EPB42	-0.311
CETN3	-0.38375
PRY	-0.7465
NTHL1	-0.0468333333333333
POLR2B	-0.338
RPS28	0.56025
P2RX3	0.5845
LYZL4	-0.20525
WBP4	0.1676
PMM1	-0.8195
C11orf79	-0.0435
CBLL1	-0.58625
IL1F10	0.965333333333333
VAX2	-0.7175
SETDB1	0.227833333333333
LRAP	-3.162
GCLM	-1.18883333333333
CPEB3	2.1405
PPM1A	0.5138125
INTS1	-0.47275
CAMTA1	1.92966666666667
SAMSN1	-1.996
LOC158830	-2.64583333333333
GMPPA	-0.83075
AIPL1	0.90025
IL24	0.844
BDKRB1	-1.72733333333333
MLF1	1.1562
TAF12	0.195
ID1	-2.555375
THADA	-0.34675
PIK3CB	-0.3665
OR4N5	-0.4165
TBC1D17	-0.264333333333333
COX8A	-0.324
CDCA4	-0.39875
C2orf44	-0.36325
ZNF534	-0.54025
IMMP1L	0.119
NIPSNAP3B	-0.170125
FTMT	0.405
PWP2	-0.831833333333333
MMP15	-1.363
DNAH11	-1.67225
MTMR14	-0.260625
DNAL4	0.06675
IPP	0.25425
TMEM59	0.772625
C1orf157	1.629
RGS4	1.034
DDX18	-0.212333333333333
SNX6	-0.18175
ZNHIT2	0.946
NCDN	1.63033333333333
FLJ33534	-0.23825
RAG1	-2.227625
OR4D10	0.4305
PTPN5	0.3225
POMT1	-0.16875
LRRC8A	0.8299
CYP1A1	-1.84425
CAPN1	0.247333333333333
DDHD2	0.9425
GRIK2	0.151
GNRHR	-0.208
PPBP	0.01725
HTR3A	-0.53075
SLITRK4	1.74375
ANKRD49	-0.5365
BTF3	0.6561
SARS	-0.56675
C13orf18	-0.917
CACNB1	0.307571428571429
QKI	0.516454545454545
SETMAR	0.155625
MAN2B1	0.589333333333333
EML3	-0.727
ACADL	-0.2902
OFD1	-0.173875
DEFB114	-1.1035
CGA	-2.3956
PEX16	-0.265333333333333
LRRC10	-0.62
GNG12	-0.6975
C1orf152	-0.507333333333333
CHRM1	0.511
CD53	-0.2575
DBH	-1.42325
TFAP2B	3.68175
HIST1H2BJ	-0.667
FAM46D	0.182
TMEM11	-0.533
C3orf32	-2.9685
PCCB	-1.114625
IPO13	0.122
C6orf105	-4.67775
COMMD5	0.839
SUV420H1	1.014
LTBR	1.064
ARHGAP15	-1.89775
HDHD2	0.16025
TDRKH	-0.654
LOC401052	0.5685
PSG4	-0.956
GNB4	-2.1475
SPATA4	-0.44275
SLC9A3	-2.1495
OSBP	0.799666666666667
NBPF3	0.235916666666667
DOCK11	-1.121
SLC39A5	-1.9135
PRR5	0.8943
C10orf63	0.539571428571428
SMTNL2	-2.21775
ADRA1A	0.8295
ASAH1	1.3033
DOM3Z	-0.0143
GIPR	1.22516666666667
AHI1	-0.90075
NADSYN1	0.0806666666666667
RGS14	-1.2348
IL18BP	0.3404
RTN4RL1	1.07491666666667
ARMC6	-0.4925
PSMD5	0.0528333333333333
HK3	1.8856
OR4S1	1.17525
RSU1	0.4761
MAD2L1	-2.76088888888889
EIF4A3	-0.2995
DLEC1	-0.456
E4F1	0.358
CHMP2B	0.4428
CAMSAP1	0.1385
RPS21	-0.757666666666667
ARID5A	1.0565
UBE2N	-0.3134
IGSF8	1.07716666666667
MAGEB6	-3.184
ACAD11	-1.1385
MGC4172	-1.67275
LMO4	-0.21975
KLKB1	0.179
HP	-0.9905
HDAC3	-0.72825
SCHIP1	0.07
CLCA1	1.085
OLFML2A	1.773125
C1orf112	-1.98375
KIF19	0.455333333333333
HAPLN4	-0.4512
CXCR7	0.6535
GOT2	-0.0436
RAB38	-2.477
DCX	-1.43675
PPM1H	-0.773333333333333
NFYC	0.860583333333333
KIN	0.15325
ZNF228	0.93275
PLSCR4	2.34916666666667
HIG2	-0.41425
FAM79B	7.4315
C21orf86	-0.6519
KCNK10	-0.38125
ZNF738	-1.367875
FSTL5	-0.380833333333333
OR6A2	0.1425
OTOA	0.632
EXOC1	0.464125
AHRR	-3.180125
PDAP1	-1.76325
C19orf6	-0.081625
ZAN	0.56875
LY6G6E	0.802
EIF4E2	-0.172
C20orf198	-0.05175
ZNF324	0.533
CYP3A5	-4.0844
ENTPD7	0.581166666666667
MBOAT5	-0.718166666666667
GJB5	-2.04975
TTC13	-0.82575
S100Z	-1.73916666666667
KIAA0664	-0.898666666666667
PDGFRB	2.2885
IL17D	-0.53175
OR56B4	0.2325
RDX	-3.18266666666667
SLC34A3	1.271
IL28B	-0.305
JUND	1.58375
CHRNB1	-0.843875
CAMK2B	0.768
FETUB	-2.35475
CXorf23	1.55025
MRTO4	-1.0915
TTC3	1.2159
NDUFB8	-0.507166666666667
EDG2	-0.39525
SEMA3G	2.38225
IL23A	-1.471
GRHL1	0.4308
LOC441054	-2.288
WDR65	0.427714285714286
PSTK	-0.325
STOML3	-0.4068
R3HDM2	-0.0964
C5	-1.49025
SLC2A10	0.77
C3orf22	0.4715
PAQR3	-1.17192307692308
ANKRD26	0.303416666666667
HCRTR1	-0.159
LOC399947	-0.42125
PSD2	0.9325
TIGD2	-0.996166666666667
SCRN1	-1.69025
COQ10A	-1.2375
DDI2	-0.4225
METTL7B	-0.811
UCN2	0.82925
FAM92A3	-1.61825
WDR16	0.05725
ZNF511	-0.0095
ZMYM5	-0.37675
POLR3G	-2.75525
ZNF586	-0.671
C1orf49	0.3195
TANK	-0.00383333333333335
RCAN1	-1.51
PELI3	1.0775
LIMD2	-0.329416666666667
TMEM189	-0.2915
NTN4	0.990375
LOC151300	0.556
CLEC2A	-4.142
GPR135	-0.3595
DPYSL4	-3.2152
JAK2	0.360166666666667
TSHZ1	1.37
TM9SF4	-0.2905
ZNF264	0.791833333333333
SIRPG	0.918375
BICD1	-0.073
HERC6	1.07716666666667
METTL5	-0.239
CASP1	-0.89125
PRRT1	-0.0101666666666667
PLA2G4C	1.6305
ICA1L	0.05
TPTE2	-0.330333333333333
OTUD7A	1.35
AQP11	0.02275
APOA2	-4.2076
KALRN	-0.8733
SECTM1	-0.36475
IFNAR1	0.24525
TALDO1	-0.300875
RAB11FIP4	-0.479166666666667
EIF5A	-2.163
FAM49A	1.61375
NEGR1	0.170833333333333
YTHDC2	0.178125
EHD2	0.31725
NCF1	1.2069
SCRT2	1.4625
HOXA5	-1.57166666666667
NUP133	-0.56675
FGF12	-1.237625
SLMO2	-0.4615
SNTA1	-0.16325
CACNG2	0.377
GCM1	0.330875
ELF1	0.991666666666667
TLR5	3.034
TCFL5	-1.24441666666667
RBMY2FP	-1.773
LOC100125556	0.361375
FAM129B	0.520125
MAP3K7IP1	-0.361125
NCK2	0.1755
OXA1L	-0.793
FMO9P	-0.6935
ZSCAN12	-0.404
PSMD12	-0.638916666666667
HSCB	-1.075
CLDN10	-2.718
MGC13053	-0.59375
HPCAL4	-0.276
ASZ1	-0.6395
MEX3D	0.851666666666667
NFAT5	0.8135
CSPG4LYP1	-0.388
FBXO3	-0.0158
DVL1	0.408166666666667
CMKLR1	1.97266666666667
