Hybridization REF	TCGA-BH-A0DP-11A-12R-A089-07
PRIM1	-2.32
CRYAA	-2.10525
BACE1	0.15725
AGTRL1	0.356833333333333
ACAD9	0.102625
GRASP	0.8075
RBP4	-1.18183333333333
TFB2M	-0.44925
METTL9	-0.0556
ATP5O	-0.70425
SP100	0.6584
CPSF1	-0.707666666666667
S100A4	-0.1625
LIME1	-1.8255
GPR137C	-1.207
OR2A2	0.498
C2orf29	-0.721
NUP188	-0.9105
SDPR	3.25425
RAI1	-0.213125
RPS20	-0.4497
LAMB1	-1.51875
ADM2	-0.2025
ZNF229	1.144
DKFZp434K1815	-1.616625
EPN3	1.5615
CLIC3	-1.0795
MEIG1	0.042
HMGB4	-0.01775
STARD10	1.31075
KLF8	3.23725
EPB41L2	0.492833333333333
JMJD6	-0.516375
CTSL1	-0.519833333333333
GPR27	1.354
ELAVL4	1.240375
MMP21	0.1725
PPM1B	0.7985
SUV39H1	-1.418
AAMP	-0.13625
TUSC4	0.0816666666666667
MBD6	0.07075
KLK13	0.37
FMNL3	0.324666666666667
TRIM13	0.3515
C15orf5	-0.365
IQCF1	-0.084125
CACNG8	0.033
SLC35D3	0.175666666666667
ZDHHC9	-0.216
ODF3L1	0.70225
C9orf86	-1.0571
TSEN2	-0.96825
C17orf64	0.77675
SEPX1	-0.3346
TSPO	0.129333333333333
SYMPK	-0.812
ADORA1	0.786
TSPAN10	0.4915
SEMA6C	0.538833333333333
RTTN	-0.6628
IL2	1.15316666666667
ARRDC3	2.01775
TBPL1	-0.518833333333333
STX12	1.70075
MRPL39	-0.7085
OR8H3	0.206
IFIT5	1.61366666666667
CASC5	-3.9435
FAM46A	0.124666666666667
HPCAL1	-0.61025
CYLC1	-0.2665
VGLL2	-0.048375
C20orf191	0.78575
CDH1	2.51766666666667
ITPA	-1.01325
CCDC101	-0.511
D15Wsu75e	-1.042
EDA	-0.46675
CREG1	0.45875
OR7G2	0.2425
SAP18	1.13183333333333
IFIT1	1.25275
CALML3	2.76366666666667
FLJ37440	2.144
FNDC5	-0.2585
SERPINB6	-0.279928571428571
JUNB	1.4984
SYS1	1.34125
SCN2A	2.381
ZKSCAN5	-0.8238
WNT7A	-0.261666666666667
TSHZ3	2.318
RNF148	1.0815
H6PD	0.10625
CAD	-1.6995
ZNF449	0.19375
DOCK10	-0.7
FAIM2	0.551666666666667
HEXDC	0.006
PRB1	0.678333333333333
C14orf148	-0.194
ETHE1	0.72625
IRF5	-1.2606
GNMT	1.63233333333333
MGC16291	-0.12925
RPAIN	-0.182571428571429
CAGE1	0.516
CNTNAP3	-0.31175
ACTR1B	-0.2155
EEF1E1	-1.1865
MSX1	-1.1295
ESF1	-0.8574
HSPC171	-0.4415
MRPL2	-0.514333333333333
RDH12	-0.773666666666667
CELP	-0.2615
METRNL	-1.25625
C10orf116	4.09416666666667
C19orf48	-1.997
ZNF346	0.065875
NCR1	-1.195
C10orf64	0.6365
CD52	0.3545
VPS18	0.207
AP4S1	0.229666666666667
NPBWR1	-0.1005
TPK1	1.36075
UBA52	-0.824777777777778
RIPK1	0.433333333333333
CPNE3	-0.0208
HSPC159	0.271875
C8orf38	-0.08225
LRRC4B	-0.552
PARP10	0.3509
ANKRD50	0.739125
CXCL9	4.56
FGF18	-0.512909090909091
EIF2A	0.1795
SLC20A2	1.2285
KIAA1549	0.0865
SPINT1	1.7849
ZNF584	-0.4145
CRBN	1.4035
ABCF3	-0.287166666666667
NCBP1	-1.47916666666667
PLA2G4F	0.243
PCDH10	-0.78325
TTC21A	0.42175
C20orf144	-0.624
FGFR1OP2	0.130666666666667
SLC9A1	0.1036
CHRND	-0.1305
FOXF1	-3.612
KIAA1467	1.37625
TPO	2.4635
LTF	3.53078571428571
DNAJB9	1.11275
MRPS27	-0.38425
bA16L21.2.1	0.38625
WBP2	0.312333333333333
MRGPRX3	-0.609
PRPF18	1.0235
C10orf58	0.7685
SMOC1	-1.5784
ADAT3	-0.4035
TMEM138	-0.569
TMEM131	0.39075
TIMM8B	-0.8535
MYH7	-0.7465
ST6GAL2	0.0795
KIF1C	0.56425
SUHW2	-1.309
PAPSS1	1.628
CABP2	-0.373
HOXA4	1.52775
ELF2	0.6165
SEMA3D	2.1043
MC5R	-0.2625
OGFR	0.3755
FLJ30092	0.103666666666667
TGFA	-0.0225
MMP17	0.2305
KIF15	-5.53
CHIA	0.1385
CATSPER3	-0.13425
CEACAM7	0.573
PADI2	1.9515
HOXA9	2.21433333333333
LNX2	1.41633333333333
TMEM144	3.137
HIF1AN	0.365
METTL7A	0.798
C6orf165	2.84683333333333
KIAA1468	0.542375
DSG3	4.4845
ZNF180	0.994333333333333
EIF4E3	2.0115
SLC46A1	0.369125
DKK1	-5.2025
ZNF205	0.106
LOC162073	0.454055555555555
COX7A1	4.34125
MAGEA1	-5.53666666666667
NEDD8	-0.256166666666667
KLHDC5	-0.189222222222222
C3orf19	0.488833333333333
MRPS2	-0.883
POLR3H	-0.0446428571428572
ABHD11	0.1892
TMEM17	1.09225
PAIP2B	0.6397
MAT1A	-2.2695
LGI3	-0.498
THUMPD2	0.24325
TKTL2	-0.12175
XAGE3	-1.6535
CALM3	-0.335333333333333
C6orf136	-1.14083333333333
KCNC4	0.649833333333333
RGS9	2.0015
ACIN1	-1.25233333333333
SPATS1	-0.224
XKR8	-0.1235
FAM84A	2.03008333333333
MS4A7	3.96327272727273
AGXT2L2	0.19525
OR1F1	-0.108
SMAP1L	-0.07975
IPO11	1.033375
ZC3H11A	0.0559375
C1orf151	0.27325
RNASEH2A	-2.2975
CCR10	-1.2885
TXNDC11	-0.144
TMEM112	-0.039375
MAP1B	0.4775
NVL	-0.84625
PKM2	-1.46815
ARC	-0.10625
NUP54	-0.0005
PPFIBP2	2.205
STAT2	1.09175
PTAFR	1.13966666666667
ROBO2	-0.089
RNF40	-0.479166666666667
CCDC135	-0.817333333333333
IFT81	-0.2142
MORF4	0.81675
TM7SF3	-0.386125
OR10H3	0.262
ABP1	-0.3685
CHRD	0.083375
PLEKHA8	-0.410666666666667
NCALD	3.06525
OR5AK2	0.367
ACCN1	0.2555
SLITRK1	-0.471
ARMET	-0.7855
C9orf52	-0.029
REEP4	-1.78125
MTSS1	0.805875
ADH1B	3.95866666666667
DLD	-0.188
CDK5	-1.2685
PPFIA1	0.11
WFDC3	0.20125
DNAJB12	0.762571428571428
RANGRF	-0.0195
MLANA	-4.86075
AMY2B	0.86075
KIAA0319	-1.571
RPS7	-0.2465
JAK3	-0.0433
ARFGEF1	0.51625
CXCL5	0.3365
TRAPPC4	-0.70175
CETN2	1.00925
HSPC111	-1.8665
RHOBTB3	-1.6263
PHLPP	0.2605
RGS10	0.7455
TMEM58	0.7455
CHERP	-0.0685
HSP90AB3P	-0.559166666666667
FSTL3	-0.734333333333333
PEX11A	1.50625
OR5V1	0.1515
FCN3	1.4205
PTPN3	0.78125
NPTX1	-3.88175
C21orf84	-0.73225
C11orf51	-0.2505
ZBED2	-0.18225
FLJ90757	0.927
NPY2R	7.5155
PLD3	0.6145
SYT17	1.88316666666667
SGSM2	0.48775
OR1A2	0.218
FOXP1	1.99075
SLC5A1	2.255
POFUT1	-0.9092
EPHB6	-1.5445
MYO1G	-2.346
STAC	-0.0573
KLHL17	-1.07233333333333
RGMA	2.0017
TJP2	-0.0355
FAM114A1	-0.323833333333333
SERINC1	1.80916666666667
SLC9A8	0.19925
PEX19	0.904625
EDN2	1.13425
PSMD7	-1.03666666666667
C3orf41	-0.549
UQCR	-0.3165
PPP1R3C	-0.19875
LRP4	-0.926
TM2D1	0.32875
TTC17	0.4501875
C4BPB	-3.514875
CCL25	0.07375
ZNF253	0.576166666666667
CHRNA9	-3.71975
SOX11	-3.286375
HIVEP3	0.79
CGN	1.93075
C3orf35	-0.0395
PKD2L1	0.382
SYVN1	-0.031625
PDE8B	1.08225
LOC439951	0.562
LTC4S	1.61833333333333
MIF4GD	0.0628333333333333
SMARCA2	1.43375
TUBGCP6	-0.127666666666667
CABLES1	0.072
C16orf77	2.83283333333333
ZNF791	1.06575
FUT5	-1.7865
ADH6	-2.16716666666667
P4HB	-0.43625
CLDND2	-0.0745
ALKBH8	0.449
PLAC4	-2.3335
F11R	0.1155
MGC35295	-0.311333333333333
PDZD4	-0.405333333333333
LOC389073	-0.21875
FAM80B	-0.315333333333333
PSMB1	-0.55025
TXN	-1.16966666666667
VIPR1	2.0366
WBSCR18	0.2482
EXOSC6	-0.503
ACTA2	3.63283333333333
SP5	-2.38125
ANKRD1	-2.905
DDR1	1.9441
ATP6V1D	0.239
PTGS1	-1.10783333333333
RNF157	-1.26025
DCC	0.001
SPAG7	0.66525
FBXO18	0.26875
UBE3C	-0.6127
HOXC6	0.898
LRP2BP	0.546
MYST2	0.17575
PDSS2	0.06325
ATE1	0.11075
ARAF	-0.0965
KLF10	0.58875
PLA2G2E	-0.13825
ASCL1	-0.960833333333333
TSNAXIP1	1.356
FAM131B	0.3025
IFNA10	-0.8575
NUP43	-0.956125
FAM44B	0.16625
L1TD1	-4.558
NMD3	-0.296583333333333
C18orf54	-1.1765
PHOSPHO1	0.161
RAG2	-1.278
EMILIN3	-0.027
METTL3	-0.426
VPS13C	0.936125
REXO2	-0.83375
ANXA4	0.515
CA1	-1.04475
DCP1B	0.76225
TULP3	-0.753
ATP2A2	0.0197857142857143
ATIC	-1.32175
ADAM15	-1.26458333333333
NPL	0.23
LGR4	0.949
UEVLD	0.734666666666667
GAB1	2.1775
SNAI2	2.493
ZGPAT	-0.2901
SNF1LK	1.098375
DLEU1	-1.91125
UBE2Q1	0.307125
ZMYM6	0.4653125
JPH3	-2.127
FAM38A	-0.865083333333333
PXK	-0.0588333333333333
DENND2D	1.594
BAX	-1.66383333333333
CP	-2.79581818181818
RPL37	-0.7936
G6PC3	-0.314125
NCOA4	0.744666666666667
LRRC14	-0.345
GORASP1	0.861
FCHO2	1.228125
CYP24A1	-3.3154
FXYD3	1.93175
SMARCAL1	-0.36375
ABCB8	-0.449166666666667
CCDC44	-0.5515
PRDM7	-2.98475
USH1C	-1.09525
DNAH5	1.39916666666667
SRF	1.07833333333333
MAL2	1.83316666666667
PGPEP1	-0.0323333333333333
SIN3B	-0.96
SEMA3C	2.12733333333333
GRAMD3	3.9635
FBXO10	-0.4375
OR5D13	0.161
FLJ31818	1.1495
CACNA1I	0.121
S100A13	0.369
TP63	4.58435714285714
ANXA11	0.8057
WDR66	0.74875
CSF2RB	-0.108
IFI44	-0.50475
DACT1	1.532
ANKRD23	-1.7075
ATP5G1	-1.1335
C21orf70	-1.03533333333333
PPWD1	-0.57925
DNAJC13	0.39875
PAH	-3.18033333333333
PTCH2	0.38775
TRMU	-1.251
CCDC9	-0.264
USP3	-0.000699999999999995
DCLRE1C	-0.2186
FAM55C	0.62525
FRMD4B	2.17125
CYP2R1	-0.12775
RFPL1	-0.1853
XPO5	-1.5315
ARL6IP2	0.171
OSBPL5	1.2025
MMP9	0.962090909090909
KIAA0802	-0.9135
DHRS2	-4.14283333333333
SGEF	1.185375
TXNDC10	-0.3078
EXOC6	0.94275
RPS27	0.685833333333333
PNCK	-1.28616666666667
FSTL1	-0.32375
AACS	0.177
SLMAP	1.284
SAMD4A	0.2261
ABRA	0.7035
SMARCD3	1.09575
PKNOX2	-1.53716666666667
A4GNT	-0.1255
C9orf39	-0.690666666666667
RALYL	-0.33625
MGC33556	-3.036
C10orf25	-0.0635
BBOX1	6.12925
NHEDC1	0.45525
XDH	1.831
GCSH	-1.067
EDN1	2.978
MTERF	0.06975
CLK4	1.379625
ZNF799	0.567
KCNG1	-0.756125
CXCR4	-0.3105
PTPRR	-2.74825
IRAK1	-1.206125
LOC401397	-0.28925
TMSB10	-0.215357142857143
CXCL3	-1.7653
TMC4	1.6345
OR7A10	0.388
STYK1	2.62675
CHRNA10	-0.17325
CCNI	0.87375
EP300	0.813071428571429
LOC165186	-0.111166666666667
HIC2	-2.418
SDR-O	-0.4865
OR2W1	0.752
KCNA6	0.2555
TRIM74	-1.489
REEP6	1.45025
ATP5G2	-0.027
ERG	1.230625
TMEM42	0.5185
PARN	-0.328333333333333
SOD2	-0.1356875
DIRAS1	-0.240166666666667
PNPT1	-1.832
JOSD3	-1.10375
hCG_40738	-0.1845
PDE1C	0.344
SEMA4D	0.268
AGPAT1	-0.4115
NOSTRIN	1.3095
MAP3K3	-0.035
MAX	0.716214285714286
CAPS	0.912166666666667
SERPINA12	0.131
OSBPL8	0.161875
RICS	1.4421
NR4A2	1.64
PPCS	1.28983333333333
LONP1	-1.511
SCYL3	1.256
HERC2P2	-0.9115
FIBCD1	-0.6385
C15orf41	-0.5805
DMC1	-0.740666666666667
C20orf27	-1.53275
RPS6KA5	2.0717
FAHD1	-0.163166666666667
SLC12A4	0.11675
BRCA1	-2.53875
GBL	-0.862
SLK	0.354333333333333
NUDT9P1	1.302
NOXO1	0.152
USP52	-0.827
BAZ1B	-0.940875
SLCO2B1	2.9525
BBS12	1.98133333333333
LRGUK	-0.413166666666667
TERF2IP	0.4185
COL1A1	-0.279
KIAA0090	0.10025
GRK5	0.821166666666667
AP1S2	-1.5089
TMEM52	-1.03766666666667
CA11	0.9005
OR4A15	0.3395
ACBD3	0.3933
SPAG11B	0.242
PRDM2	1.2357
FOXP3	0.063
SMYD3	-0.4423
LOC389199	-0.3155
LGI2	0.0271666666666667
NAPE-PLD	-0.1144
ANKRD6	1.0555
WDR45	0.225833333333333
SHROOM1	-0.31425
PSCD3	-0.4795
PYY	-0.16
KCNC1	0.1655
ARHGEF9	0.578
OR8J1	-0.122
GPR55	-0.163166666666667
NS3BP	-1.688
C10orf22	0.873166666666667
NAT8L	0.04725
DUSP4	0.918833333333333
FOXM1	-4.052
GRAMD2	2.8654
ZBTB48	-0.210833333333333
BUD31	-0.33
PABPC5	1.5795
CCDC41	-0.653
FBXO11	0.264916666666667
C6orf148	0.1835
RFXAP	-0.0145
C6orf15	0.8915
CDK8	-0.418833333333333
C6orf70	0.38075
TESSP2	0.4185
ALG2	0.5085
PPP1R3D	0.39
TPM3	-0.416055555555556
SYT13	0.4285
EPB42	0.638
CETN3	-0.6715
PRY	0.324
NTHL1	-1.18583333333333
POLR2B	0.158
RPS28	-0.195416666666667
P2RX3	-0.2325
LYZL4	0.2035
WBP4	0.3838
PMM1	-0.3465
C11orf79	0.31125
CBLL1	-0.02975
IL1F10	0.0151666666666667
VAX2	-0.5185
SETDB1	-0.2015
LRAP	-3.27933333333333
GCLM	0.219333333333333
CPEB3	3.01175
PPM1A	0.8895625
INTS1	-1.0965
CAMTA1	1.51266666666667
SAMSN1	-2.47475
LOC158830	-2.76333333333333
GMPPA	-0.708375
AIPL1	0.412
IL24	0.18825
BDKRB1	-2.772
MLF1	0.9466
TAF12	-0.51025
ID1	-2.673
THADA	-0.102125
PIK3CB	0.419
OR4N5	0.319
TBC1D17	-0.1205
COX8A	-1.1195
CDCA4	-1.12025
C2orf44	-0.60825
ZNF534	-0.92775
IMMP1L	-0.2065
NIPSNAP3B	1.119375
FTMT	0.557625
PWP2	-0.997166666666667
MMP15	-1.2222
DNAH11	-0.848
MTMR14	-0.145625
DNAL4	0.81325
IPP	-0.5275
TMEM59	1.266375
C1orf157	0.989
RGS4	-0.731
DDX18	-0.341166666666667
SNX6	0.41
ZNHIT2	-0.0881666666666667
NCDN	-0.2065
FLJ33534	0.12675
RAG1	-1.1975
OR4D10	0.0125
PTPN5	0.422333333333333
POMT1	0.245
LRRC8A	0.4634
CYP1A1	-1.55825
CAPN1	0.5815
DDHD2	-0.193375
GRIK2	-0.64025
GNRHR	-0.42025
PPBP	2.471
HTR3A	-0.841
SLITRK4	0.0165
ANKRD49	0.53375
BTF3	0.0401
SARS	0.03575
C13orf18	0.360666666666667
CACNB1	0.0226428571428571
QKI	0.815227272727273
SETMAR	1.327
MAN2B1	-0.0831666666666667
EML3	-0.409
ACADL	2.295
OFD1	0.338125
DEFB114	-0.9805
CGA	-4.1039
PEX16	-0.00516666666666667
LRRC10	-0.191
GNG12	0.206
C1orf152	-0.485666666666667
CHRM1	-0.0895
CD53	-0.150625
DBH	-0.30225
TFAP2B	4.440875
HIST1H2BJ	-1.46516666666667
FAM46D	0.141
TMEM11	-0.11325
C3orf32	-3.31425
PCCB	-0.846375
IPO13	-0.2455
C6orf105	-1.06425
COMMD5	0.05025
SUV420H1	0.5424
LTBR	0.465
ARHGAP15	-0.4455
HDHD2	0.95575
TDRKH	-0.6425
LOC401052	1.7485
PSG4	0.503
GNB4	-0.359
SPATA4	2.85575
SLC9A3	-0.764
OSBP	0.6755
NBPF3	-0.0939166666666666
DOCK11	-0.5415
SLC39A5	-2.153
PRR5	0.6014
C10orf63	0.809875
SMTNL2	-0.9475
ADRA1A	0.8455
ASAH1	1.9648
DOM3Z	-0.1799
GIPR	-0.0211666666666667
AHI1	-0.242916666666667
NADSYN1	-0.578333333333333
RGS14	-1.1186
IL18BP	0.3762
RTN4RL1	1.58208333333333
ARMC6	-0.76675
PSMD5	0.475666666666667
HK3	0.7402
OR4S1	0.1115
RSU1	1.4555
MAD2L1	-3.47344444444444
EIF4A3	-0.17425
DLEC1	0.7835
E4F1	-0.687666666666667
CHMP2B	0.7121
CAMSAP1	-0.70825
RPS21	-0.922
ARID5A	1.87425
UBE2N	0.1872
IGSF8	0.549166666666667
MAGEB6	-1.4915
ACAD11	-0.6563
MGC4172	-0.59425
LMO4	-0.57825
KLKB1	0.15875
HP	-1.0005
HDAC3	0.25125
SCHIP1	1.8395
CLCA1	-0.145
OLFML2A	1.360625
C1orf112	-2.14975
KIF19	0.908916666666667
HAPLN4	0.2456
CXCR7	0.872833333333333
GOT2	-0.6204
RAB38	0.089125
DCX	3.18175
PPM1H	0.211333333333333
NFYC	0.284583333333333
KIN	-0.01575
ZNF228	1.4955
PLSCR4	3.18233333333333
HIG2	-0.681
FAM79B	4.438
C21orf86	-0.8112
KCNK10	-0.144
ZNF738	-0.447375
FSTL5	-0.7902
OR6A2	0.039
OTOA	0.524833333333333
EXOC1	0.59075
AHRR	-4.010625
PDAP1	-2.25741666666667
C19orf6	-0.4575
ZAN	0.061
LY6G6E	-0.219
EIF4E2	-1.1665
C20orf198	0.05075
ZNF324	0.1735
CYP3A5	-2.14033333333333
ENTPD7	-0.564166666666667
MBOAT5	0.579333333333333
GJB5	1.916
TTC13	-0.91675
S100Z	-1.458
KIAA0664	-0.670666666666667
PDGFRB	1.33941666666667
IL17D	0.159
OR56B4	-0.145
RDX	-1.05116666666667
SLC34A3	-0.078
IL28B	-0.419
JUND	1.68325
CHRNB1	0.23725
CAMK2B	1.9975
FETUB	-1.471
CXorf23	1.02575
MRTO4	-1.40725
TTC3	0.4155
NDUFB8	-0.181166666666667
EDG2	0.2925
SEMA3G	1.94725
IL23A	-1.5305
GRHL1	2.0653
LOC441054	-0.923
WDR65	1.028375
PSTK	0.13825
STOML3	0.0391666666666667
R3HDM2	0.528
C5	-1.8875
SLC2A10	0.767833333333333
C3orf22	-0.15
PAQR3	-0.0796923076923077
ANKRD26	-0.709333333333333
HCRTR1	-0.6075
LOC399947	-0.6385
PSD2	2.14775
TIGD2	0.572
SCRN1	-1.17975
COQ10A	-0.1675
DDI2	0.2805
METTL7B	-0.954166666666667
UCN2	0.142
FAM92A3	-0.64475
WDR16	1.67575
ZNF511	-0.206166666666667
ZMYM5	-0.492125
POLR3G	-3.02375
ZNF586	0.2895
C1orf49	0.159166666666667
TANK	2.01233333333333
RCAN1	2.62083333333333
PELI3	0.977166666666667
LIMD2	-1.00633333333333
TMEM189	-1.501
NTN4	2.97825
LOC151300	-0.369
CLEC2A	-1
GPR135	-0.680875
DPYSL4	-3.0939
JAK2	0.148666666666667
TSHZ1	1.42533333333333
TM9SF4	-0.534125
ZNF264	0.779666666666667
SIRPG	0.860625
BICD1	-0.0195
HERC6	1.511
METTL5	-0.593
CASP1	1.804
PRRT1	-0.152333333333333
PLA2G4C	2.138
ICA1L	0.00357142857142857
TPTE2	-0.221833333333333
OTUD7A	-0.0311666666666667
AQP11	-0.1795
APOA2	-4.5371
KALRN	0.1673
SECTM1	-0.0221666666666667
IFNAR1	0.2465
TALDO1	-0.46575
RAB11FIP4	0.0895833333333333
EIF5A	-1.1065
FAM49A	2.14175
NEGR1	0.7785
YTHDC2	-0.385875
EHD2	0.344375
NCF1	1.0856
SCRT2	-0.6075
HOXA5	1.82616666666667
NUP133	0.31275
FGF12	-0.097
SLMO2	-0.61975
SNTA1	-0.189625
CACNG2	-0.293
GCM1	0.62025
ELF1	1.2615
TLR5	2.9735
TCFL5	-0.878916666666667
RBMY2FP	-0.345
LOC100125556	0.238625
FAM129B	0.277375
MAP3K7IP1	0.063
NCK2	0.574
OXA1L	-0.78975
FMO9P	0.6115
ZSCAN12	1.56625
PSMD12	-0.674916666666667
HSCB	-0.099
CLDN10	-2.49125
MGC13053	-0.53925
HPCAL4	-0.6725
ASZ1	-0.869
MEX3D	0.281083333333333
NFAT5	0.1491
CSPG4LYP1	-0.456
FBXO3	1.6135
DVL1	-0.716333333333333
CMKLR1	1.24416666666667
TYMS	-4.71925
PEF1	0.77125
ZNF750	2.766
MCM5	-1.6723
MEGF11	0.03475
KCNK7	-0.393
PTP4A3	-1.0045
C1QTNF2	-0.245333333333333
OR6S1	0.205
FAM122B	-1.66625
ZNF551	0.0635
HBQ1	-1.373
GEMIN6	-1.03525
ARSK	1.12125
RBP7	3.123
CPNE9	0.14475
DSC1	3.1665
LOC730112	-0.457
MAP2K4	1.128375
HS3ST5	-1.614
EPB41L3	0.0575
TEKT2	1.68975
CDKN2B	0.72525
ZNF480	-1.495
MAP3K6	0.1391
MAP6	2.41116666666667
HN1	-2.1019
OR2L13	1.542
SLC16A11	0.52
FAM96A	-1.02875
APOL1	-0.21975
C5orf32	0.067
RTP1	-0.6215
RNF175	1.171125
ZBTB41	1.069875
AHCTF1	-0.9135
SAE2	-0.3473
ITGA2	0.715083333333333
MME	3.02
CCDC14	-0.66025
MAST4	1.20978571428571
KRT33B	-0.708
KCTD2	0.479833333333333
WDR26	0.431416666666667
MFI2	1.2375
NR4A3	0.305125
ARSA	1.08075
UNKL	-0.181333333333333
SULT6B1	-0.031
CCNA2	-4.94116666666667
SOX15	-0.51
PPAPDC1B	0.3615
C19orf44	0.076
MCAT	0.46175
ARID1B	0.013625
OR52N1	0.417
C12orf48	-2.52175
MAGI1	1.506125
NIPA2	-0.58375
GBX2	-1.768
RSHL3	1.118625
RAVER1	-0.0803333333333334
C15orf17	0.318
SLC30A2	1.4755
ZNF518	0.336
PCYT1B	-0.3645
C10orf114	-1.65625
EIF3H	-0.0164166666666667
SLC25A39	-1.18916666666667
KIF1B	-0.45325
AMOTL2	1.5585
C6orf120	0.75625
PSRC1	-2.544
PLA2G10	1.423875
KIF5C	1.16975
MRPL37	-1.0575
C17orf62	-0.351333333333333
C9orf135	-0.394166666666667
DUSP10	1.0756
CLCNKB	0.15
PSMA5	-0.829375
C8orf53	-0.022
AMPD3	0.316333333333333
PIAS1	0.35725
ADCYAP1R1	-0.1405
GYLTL1B	0.31175
CDH20	0.290333333333333
FBXO7	0.3255
TMEM134	0.0181666666666667
FLJ14213	0.512666666666667
ZNF3	-0.36725
LRRFIP1	0.500625
CNOT2	0.309333333333333
ABI3	1.8555
ALDH5A1	-0.311833333333333
HNT	1.9929
SERPINA4	-2.55175
TK2	0.766083333333333
STMN1	-2.64688888888889
GUCA2A	0.0491666666666667
GALNT10	-0.0155
DPP6	0.9361
C9orf93	0.467625
PRELID2	-0.123125
STK39	-0.376625
SFTPA1	-1.08575
CKS2	-4.14822222222222
RHO	0.18025
C20orf135	-0.583
XKR3	-2.8415
CR1	0.09
RPS6KA2	0.837357142857143
C20orf112	0.242
MRPL22	-0.331
C4orf23	0.576833333333333
GADD45B	1.9145
KLHDC1	2.6145
C2orf48	-3.5925
ZNF287	1.4155
DAAM2	-0.199
DPPA2	-3.04283333333333
TCTN3	0.533166666666667
DNAJB11	-0.56225
FPR1	2.37825
DEFB4	-0.37
PTCD2	-0.1422
SMOC2	5.27783333333333
CABP7	0.042
SERPINB11	0.295
MAGEF1	0.4675
NDE1	-0.375666666666667
ITGA10	1.581
FSHB	0.339
ANXA2	0.665
HORMAD2	0.1445
HLCS	-0.0435
MCF2L	1.01033333333333
FH	-0.7335
TBC1D24	0.43425
KIAA1505	1.275
LGALS2	-1.6515
CNBD1	-0.713
SYNPO2L	0.30475
PTPN23	-0.107
C1orf183	-0.722666666666667
MAGEA8	-3.25
DGCR8	-1.418875
GSR	-1.5075
PAQR7	0.42625
ZNF676	0.21775
CACNA1C	0.4497
SP7	0.002
PDCD6	-0.014
NRN1L	-0.465
BRI3BP	-1.66183333333333
KIAA1183	1.4735
ASB4	0.18425
CCL23	1.4023
OBSL1	-0.1505
SLC12A7	0.436666666666667
KIAA0240	2.127875
CD1B	-2.66233333333333
FCGR2A	0.251125
MDC1	-0.9
HTR1A	0.0653333333333333
OCEL1	-0.26375
ATP11B	0.092875
FBXO34	0.433833333333333
PCDH12	2.8425
RPE	-0.602
C17orf74	-0.27
CSDC2	0.768333333333333
PET112L	0.12575
TMBIM1	1.103625
P2RXL1	-0.405
TCHP	-0.856
TRMT1	-1.34716666666667
F2RL2	0.46125
LRRC32	2.085
IMPG2	0.24
BGLAP	-0.05075
LOC493869	-1.19208333333333
MRAS	2.394875
SLC35F5	0.9835
CBWD1	0.6705
AXL	-1.057
ATP2C2	2.205
TELO2	-1.24775
PNPLA3	-3.25275
PCDHB14	1.504
CD276	-0.72375
KRT80	-1.04425
DUSP28	0.2605
CSNK1E	0.003
SRP14	0.862
KCNQ4	-0.648
KRT72	-0.172166666666667
CCDC117	0.000124999999999997
C6orf89	0.583833333333333
TUBB2B	-0.955666666666667
RTN4IP1	-0.7015
CR1L	-3.97933333333333
CEND1	-0.1235
C12orf41	0.311166666666667
RNF31	-0.1865
UBN1	-0.72
C17orf32	0.47175
SLC5A7	0.46325
GPR92	0.653166666666667
ESAM	1.9487
CTNNA1	0.150083333333333
HRBL	0.124
CBX4	-0.18675
TMEM182	0.577
SH3TC2	0.4625
IL10	0.2965
PXMP4	0.056
RNF167	0.1615
PAK7	4.66883333333333
ETV3	-0.235
ATPIF1	-0.735
LOC554207	-1.8445
OR8H1	-0.03325
WDFY3	1.4505
DPM1	-0.5235
GPSM1	-0.3495
WDR92	-0.4829
LRP1	0.385833333333333
ANKH	0.285125
THUMPD3	-0.891
POLR1B	-1.02225
OLFM4	6.26183333333333
RAD9B	1.10525
TSPY2	-3.644
PAX6	-1.77733333333333
SCG2	-3.989875
SLC17A6	0.003
FMO3	2.9225
PADI4	-0.374875
TUBB4	-0.7653
NLK	-0.844
POU4F3	-0.814
SDF4	-0.27675
ITGBL1	3.11583333333333
NETO1	-2.253625
TAP2	-0.2245
ABBA-1	-0.27825
GNAI1	1.00975
VPS4B	1.5205
NOPE	-0.7582
GALNT6	1.33533333333333
SESN1	2.456125
GBE1	-1.56722222222222
CLASP1	0.047
RASGEF1B	0.966125
ACOT11	0.00621428571428572
AFAP1	0.64
OR2H2	-0.144
DPY19L2P1	-0.76525
DZIP1	-1.389
SEC22C	0.220583333333333
GPR161	-0.617916666666667
RNF146	1.5255
WDR74	-1.209625
GALP	-0.829
PURA	1.0535
DNPEP	0.18475
RP11-78J21.1	0.33875
ERBB2	2.655875
FANCM	-0.80075
NEO1	0.872666666666667
DDX3Y	-4.8771
RPS3A	0.54175
MXRA7	0.871714285714286
LGALS3	0.530666666666667
GLT8D1	0.42975
CFL2	-0.309333333333333
UPB1	0.0185
NAP1L5	0.429625
CLDN14	-2.38325
DHX38	-0.68225
BTBD1	-0.05625
TARS2	-1.20633333333333
ABCF1	-1.0989
FCF1	0.305666666666667
