Hybridization REF	TCGA-E2-A14Z-01A-11R-A115-07
FTHL17	0.389
AK3	-0.311833333333333
RAB3C	0.5705
PAX4	-0.051875
KDELC2	-1.0955
BIK	1.09633333333333
KIAA1553	-0.17675
CEP135	0.31525
NANOG	-4.76616666666667
TRIM22	2.9575
CDH13	-1.086
B4GALNT4	-0.292
MDGA2	-0.997
SAMD3	3.49366666666667
OR1E1	-0.0325
TAS2R10	-0.7235
FASN	-0.3615
GPR116	3.0229
ZNF219	-0.385166666666667
CD33	-0.236
RAB3GAP1	0.1565
H1FOO	1.081
NXPH3	0.0935
CROCC	-0.613666666666667
GPX7	-0.068
BASP1	-1.6156
STAM	-0.2225
TBK1	0.36325
STX2	-0.327833333333333
RPL29	0.94325
NR1H3	0.68825
MPPE1	-0.131125
PHACTR3	-0.62675
SLC44A2	1.421875
C10orf109	0.05125
CLCN6	-1.58125
C16orf59	-1.603
SQSTM1	0.0655
AADAC	-0.09775
LRRC8C	1.005375
BIN3	-1.205
HPS6	0.3665
MAN2A2	-0.8723
GABPB2	-0.886625
KCND1	0.4245
PTPN11	0.304714285714286
ZNF274	0.2475
ATF3	1.125
C7orf26	0.13725
C1QL3	-0.6525
WDR54	-1.72416666666667
FLJ40869	-0.241
ZNF397	0.68375
MLL	0.1846
TTLL6	-0.376375
ANKRD15	-0.467666666666667
KIAA1958	-0.6815
C1orf218	0.090875
ZDHHC16	0.2835
DDX47	-0.8745
EVI5L	-0.113833333333333
GDF6	-5.296
TAPBPL	-0.162833333333333
BTG1	1.6066
DPP4	0.559875
KLHL23	-0.555
APOC3	-4.23375
BTBD12	0.7215
CNOT4	0.01825
HIST1H3I	0.0286666666666666
OR5H1	-0.185
APEH	0.062625
TRY1	0.146166666666667
SLC26A8	0.2555
KCNA2	-0.237166666666667
TMEM159	1.1795
C6orf81	-0.805
PCYT1A	0.744333333333333
C6orf157	0.5175
BRMS1	-0.33475
CHST1	1.078
LGALS1	-0.349
TAF1B	0.7575
FLJ40504	-1.202
GPR173	0.3465
COL15A1	1.4465
CASP10	-0.344785714285714
PCMT1	-0.423857142857143
HDAC5	-0.57
LOC641367	-0.497
EVC2	0.366
SGPL1	1.9755
GON4L	0.319214285714286
AFG3L2	-1.46783333333333
C5orf15	-0.0588333333333333
UBXD1	0.4963
LILRB4	1.37633333333333
GSTA4	1.09016666666667
ADIG	-0.4835
GRIPAP1	0.017625
HIST1H3B	-0.5755
BTRC	0.669
USP49	-0.538
IQCH	0.5865
ACBD6	-0.13725
YEATS2	-0.845
CABP5	0.053
TRIM3	0.408
HNRPM	-0.929
FGG	0.0158
C18orf16	0.53075
CLEC2B	0.67075
PQBP1	-0.403666666666667
JTB	0.599166666666667
REST	1.29683333333333
SLC8A3	0.035
TMEM16H	0.0875
MRPL47	0.534
EVI1	1.37
MUC1	2.143125
TEAD3	0.804375
STOML1	-0.37625
USP24	-0.1883
PNMA5	-1.009
MAEL	0.473666666666667
LBP	2.5554
HSD17B4	1.59875
SEC31B	-0.32975
IDH2	1.1625
SFRS16	-0.4765
AICDA	0.9005
RNF180	-1.6265
C1orf56	-0.138
FLJ10324	-0.713666666666667
GPR148	0.411
MEF2A	0.531166666666667
ASF1B	-1.571
HTN3	-0.66225
RNF215	-0.29875
SLC4A3	-1.40483333333333
ADAMTS9	0.4944
C9orf66	2.0495
FOXD3	0.2165
GSDM1	-0.037
IFITM5	-0.4745
PODXL2	-2.43083333333333
C1orf176	-0.121
RPS3	-0.3025
hCG_2004593	-0.118125
COL21A1	0.73625
NTNG2	0.608833333333333
RAI14	0.0891666666666667
P76	0.915
LRFN3	0.725375
FAM14B	-0.559875
FKBP14	-0.86425
TNNI3	-1.8085
HOXB3	0.46325
SGCB	-0.9995
PPAPDC3	-0.51
FRAT1	0.349333333333333
MORN1	-0.269166666666667
ARHGEF2	-0.06225
BNIP2	-0.469
DHX30	-0.498
EEFSEC	-0.38575
FGF20	1.3245
FLJ38973	-0.104142857142857
PLCH2	-0.252166666666667
CCNG2	1.3905
PSPN	0.3215
WDR88	0.2005
HOXB13	-2.905375
MTMR8	-0.634
SPAM1	-0.0415
PPP2R1B	-0.48675
TANC1	0.317875
CNN3	0.815
CHGA	-0.119125
C9orf128	2.53
CACNA1B	-0.105166666666667
MMAB	-1.894
RHOA	0.1835
RAPGEFL1	-0.852
SLC1A5	-1.40016666666667
CALCA	0.94075
SYCP1	1.46425
CXCL11	5.442625
GFI1B	-1.43616666666667
PSCD1	-0.0948333333333333
C11orf58	-0.663333333333333
MGC45438	2.6365
NUDT18	0.0838333333333333
ASB3	-0.644333333333333
ZP1	-2.577
LPPR2	-0.0472
ZNF527	0.9625
ZNF771	-0.137625
TTBK2	0.01725
TRIM55	-0.53275
GJB3	-0.703
PRSS35	0.2905
SCRG1	0.6125
ZDHHC24	0.123
DUSP26	-0.2185
C1orf51	-0.253125
DNAJC3	0.896166666666667
LITAF	0.70975
ZNF410	0.07075
AFP	-5.42966666666667
ZW10	-0.7425
PHOX2B	0.7765
VILL	0.28725
ELOVL7	-0.673
LOC644186	1.7095
PPP3CC	-0.67575
CHST13	-2.55425
WDR40B	0.138583333333333
MEA1	0.317
HILS1	-1.9175
DLX6	-2.19666666666667
NKG7	2.68733333333333
EMP1	1.4845
ACTR6	-0.47375
CHCHD7	0.232928571428571
COG2	0.6182
TCEA2	-0.5962
TARS	-0.18525
FLJ20294	-0.04
ZNF92	0.67025
TRAPPC2L	-0.2278
ARHGAP28	0.079375
CCDC109B	-0.10875
LGTN	0.650166666666667
INGX	0.0653333333333333
LOC124446	1.38825
RPS2	-1.54625
C17orf75	0.0548333333333333
NBPF1	-0.8305
SLC2A8	-0.417083333333333
SNRPE	0.026
CARD6	0.49975
IL13RA2	-0.340125
CUEDC2	0.09425
C4orf19	1.1945
AOC3	1.509125
MTHFD2	-0.0533333333333333
OR5M9	0.5495
C4orf38	0.0118333333333333
SS18L2	0.21325
OAS3	2.48783333333333
LARGE	1.3505
LRIG3	0.331333333333333
LIMA1	0.6525
STARD3	-0.589083333333333
VPS39	0.65975
CTAGE6	0.912
ODAM	-2.29125
MORF4L2	0.6085
GSTO2	2.22
MTFMT	-1.02075
PRKAB2	-0.589714285714286
ZNF76	0.015
HSPB2	3.659
CRB2	0.0325
KLRK1	-1.3365
LYST	2.213
UBE2M	-0.896833333333333
SLC16A9	-1.84275
ZNF281	1.467
ST8SIA1	0.500375
C9orf105	-0.832
ANKRD46	1.27825
FAM108A3	0.671
C20orf91	0.50325
ZYX	0.336333333333333
RSPH1	2.38525
ZSCAN5	-0.9405
RIMS3	-0.787
KRT76	-0.0225
CEACAM4	0.631833333333333
SIRPB1	0.362875
CFHR4	-0.134
SOX3	-1.60433333333333
GATAD1	-0.245125
C21orf57	-0.45575
TMC8	-0.456666666666667
AVIL	0.624
LMOD1	3.2235
HIGD1A	-0.66725
NEU3	0.0971666666666667
DES	-0.561375
BZW1	-0.7976
ZNF221	0.936
CCDC27	-0.0465
GDAP1	-0.34025
RBBP4	-0.49625
MGC40499	-0.05375
PHKA1	-0.706875
PRKAR1A	-0.694055555555555
HSD3B1	-0.66
RAD52	-1.4115
CD207	1.3455
LOC389791	0.5615
RSPO1	1.157
TMEPAI	1.29575
MFSD2	-0.681875
ETV4	-3.27641666666667
SCGN	-1.183
LOC391356	-0.374
MPP1	-0.784875
STARD3NL	-0.05375
TFAP2D	-0.297
CD2AP	0.418375
CCL20	-4.52216666666667
CCDC86	-1.8075
ZFP30	-0.306
CTBP1	-0.335166666666667
MAK10	0.2145
STXBP5	-0.910166666666667
LOR	0.5099
MAP6D1	0.836625
ARMC7	0.09
TMEM150	0.5214
NSL1	-0.00925
KIF5A	-1.1155
ASCC2	-0.095
PSENEN	1.56883333333333
OPTC	-0.4235
FCRL2	0.684833333333333
KBTBD11	-2.296375
PCK1	-0.992
CENTD3	-1.15825
MEGF8	-0.22775
ALPPL2	-0.2945
OBFC2B	-0.615166666666667
ZFYVE20	0.14275
GALC	1.25066666666667
CTRB2	-0.04875
C20orf71	-0.00633333333333334
TBKBP1	-0.249166666666667
CAMLG	0.819875
TREML4	0.8325
RSAD1	0.17425
TUBA3D	-0.8108
KIAA1833	0.40675
PNPLA1	0.035
LRRC34	-1.7095
CDH26	-0.0206666666666667
ZNF167	0.570666666666667
ZBTB26	-0.8216
VWF	3.3109
VTN	-1.143
BAD	0.25025
PDS5B	1.0005
ZNF644	0.37725
SH3GLB2	-0.579875
SMPDL3A	-0.43
NRG2	-1.155125
IL15	1.55416666666667
GABARAPL1	-0.320666666666667
LAT2	0.6231
SLCO1A2	-1.55066666666667
LIG4	0.90875
GSDMDC1	0.751875
BMP4	-1.700625
METT10D	0.431
SYCE1	5.2535
SPANXD	-5.8575
SLC12A9	-0.678666666666667
MC1R	-2.601
RNF168	-0.48475
TRIM69	1.47375
GALNT7	0.145166666666667
ISG20L2	0.052
KIAA2026	0.7595
TNFAIP8L1	-0.097
DPY19L2	-0.853
C12orf63	0.124
PRDX5	-0.132875
MED6	-0.644
TXNDC5	-1.226875
CD46	0.686333333333333
CCK	-0.78175
C17orf48	0.0905
ANUBL1	1.7715
SIT1	0.902
TYSND1	-0.2105
DEF6	-0.0805
GLT8D4	0.904
UTP14A	0.12225
RPH3AL	1.92625
NXF1	0.212166666666667
TRERF1	1.95416666666667
TUBB3	-1.9010625
SLC24A2	0.5035
SEC22B	0.507916666666667
ZNF653	0.0245
GGTL3	-2.14141666666667
CDKL2	0.23
CTF8	-0.564416666666667
EPC1	0.970833333333333
CYP4A11	0.0193333333333333
THRSP	4.671
LELP1	0.375
TES	0.148375
C17orf87	2.388
FERD3L	-0.233
SH3TC1	-0.5255
RAB36	1.3905
CRYGB	-1.2145
GRIA3	0.9212
BHLHB9	0.6715
C1QTNF9	1.37575
GOPC	0.36575
PNPLA8	0.100833333333333
ZNF444	0.60375
FMO1	3.94875
POLR3C	-0.23925
SLC35F3	1.65325
SGCG	-2.19666666666667
DCDC2	-2.38383333333333
NANP	-0.61675
MGC23270	-0.746
BEX4	1.38133333333333
HYDIN	0.0717
RPS6KB2	-1.192
ADRM1	-0.769666666666667
BAT3	-0.36175
RAB31	0.81125
SCGB2A1	6.6495
SLC6A14	-3.18975
DDX4	-0.82075
PRRC1	1.29833333333333
AP3B2	0.346333333333333
TRGV7	0.387
TMEM184B	-0.199
ADPRHL1	0.8915
C21orf45	-0.00562499999999999
ARNTL	0.785625
AADAT	-0.078875
CCL2	1.89183333333333
SNTB2	-0.516
RGS9BP	-0.01325
KPNA1	1.09475
TMEM41B	-0.3925
S100A11	1.2485
DOT1L	-0.828
EFHC2	2.061375
CLTC	-0.443833333333333
SRP9	0.289785714285714
ZNF521	-0.63
FAM26F	1.541
GPR88	0.089
COL13A1	-0.805166666666667
CHMP4B	0.0501
SIGLEC6	0.750666666666667
NFAM1	0.158875
PVRL2	1.0561
ALKBH4	-0.4205
CCDC93	0.00143750000000002
NXT1	-0.27075
KCNK4	1.461
TROAP	-1.78183333333333
KCNA10	0.4335
CCDC114	0.398333333333333
RAN	-0.91075
LMTK2	-0.858
LOC400657	-0.5
UFC1	0.874
UBE1DC1	-0.282
EEF1A1	-0.0802222222222222
CHAC1	-0.3125
HMGA2	-5.9428
B3GALTL	-0.20675
ING2	-0.038
C1orf109	-0.21325
INTS3	0.09625
ZNF558	0.448
TRPM4	1.23933333333333
LTB4R	-0.9265
ISYNA1	1.12425
LSM7	-0.07425
LRRC47	-0.0383125
ZNF179	-1.92316666666667
EXDL1	0.285
SLC4A10	-1.0385
ACSS2	-1.3325
COPS7B	-0.885
KIAA0040	2.6085
C1orf95	1.051
AP1GBP1	0.07675
OR9A2	0.3745
FAM71C	-0.2295
RIN1	-2.643
ITGA4	-0.53975
DNAJC6	-0.586666666666667
CLOCK	1.34166666666667
SLC35A4	-0.0398333333333333
DSG4	0.177
LOC26010	-0.613
NSUN2	-0.859
TMEM86B	-0.702
C14orf135	-0.31675
KIFC3	-1.9395
PHF5A	-0.40925
NCAPH	-1.14475
STK11IP	-0.61225
FLJ42953	1.12375
CCDC19	2.11716666666667
ZNF329	0.331625
TAX1BP1	0.66
ZDHHC18	-0.231166666666667
C10orf88	0.47175
TMBIM4	0.6981
NMUR1	0.834
KIR2DS4	0.173375
C9orf90	-0.033625
MGC87631	1.719
KDR	2.6336
ST3GAL2	-1.146
RLN2	4.54983333333333
HPD	-3.238
MOXD1	-2.46466666666667
PDGFRL	1.836
SMYD4	-0.155714285714286
FAM103A1	0.5445
MFAP4	-0.318833333333333
LOC285141	2.73675
TMEM45B	-0.86925
SMCR7L	-0.685642857142857
GZMH	3.7885
CBLN1	-0.858666666666667
CNNM1	-0.3675
PHF17	-1.19791666666667
NUP98	-0.375666666666667
RMI1	-1.66875
PTPRS	-0.0885
ANKRD57	0.24175
CLDN15	-0.502166666666667
OR51A2	-0.2205
GUCA2B	0.6835
DOCK9	1.40975
ITGB1BP1	-0.275833333333333
DLG2	0.778375
BRAP	0.2025
SESN3	0.5785
ZC3H7B	-0.03425
FAM101A	1.38483333333333
FKSG24	-0.38825
ZYG11B	-0.073625
RFC2	-0.66025
SH2D3A	0.652666666666667
DVL3	0.130166666666667
ADFP	-0.419333333333333
KRIT1	-0.07625
SERTAD3	1.4445
LEFTY2	-3.5165
KRT27	-0.654
SCFD2	0.55275
MN1	-1.24775
RORA	0.68175
PTPRD	-0.348
PIAS2	-0.561333333333333
CYP4X1	5.84233333333333
FBXL15	0.1645
MYH15	-0.349666666666667
CRX	0.0546666666666667
TBC1D13	-0.89175
SLC22A17	0.713333333333333
PLK2	1.6945
ARHGAP9	2.46225
EIF1B	0.3625
C20orf185	-0.02475
DEFA7P	0.4235
PRIM1	-2.32966666666667
CRYAA	-2.0345
BACE1	-0.135
AGTRL1	0.4775
ACAD9	0.54075
GRASP	0.2065
RBP4	-3.49383333333333
TFB2M	0.386
METTL9	-0.0609
ATP5O	-0.23575
SP100	0.7424
CPSF1	0.0225
S100A4	-0.0745
LIME1	-1.13225
GPR137C	0.43825
OR2A2	0.4785
C2orf29	-0.33675
NUP188	-1.3825
SDPR	0.42575
RAI1	-0.140125
RPS20	0.7242
LAMB1	-0.5955
ADM2	0.204666666666667
ZNF229	1.021
DKFZp434K1815	-1.19
EPN3	2.82133333333333
CLIC3	-0.10025
MEIG1	0.32525
HMGB4	0.10175
STARD10	-0.1375
KLF8	2.98725
EPB41L2	-0.700833333333333
JMJD6	-0.87225
CTSL1	-0.1705
GPR27	0.644
ELAVL4	1.469375
MMP21	0.1775
PPM1B	0.06025
SUV39H1	-0.83225
AAMP	0.04025
TUSC4	0.8575
MBD6	0.36775
KLK13	-1.037
FMNL3	0.688333333333333
TRIM13	0.30775
C15orf5	-1.2545
IQCF1	-0.558857142857143
CACNG8	0.3055
SLC35D3	0.406666666666667
ZDHHC9	1.5365
ODF3L1	-0.21075
C9orf86	-1.2522
TSEN2	-0.0195
C17orf64	0.5565
SEPX1	0.0651
TSPO	0.5345
SYMPK	-0.5855
ADORA1	0.85375
TSPAN10	-0.31875
SEMA6C	0.249166666666667
RTTN	-1.0683
IL2	1.269
ARRDC3	-0.56775
TBPL1	-0.67
STX12	0.31775
MRPL39	-0.49775
OR8H3	-0.0125
IFIT5	1.67783333333333
CASC5	-0.9005
FAM46A	-1.02233333333333
HPCAL1	-0.071
CYLC1	0.1015
VGLL2	0.00262500000000001
C20orf191	0.79125
CDH1	1.54158333333333
ITPA	0.04675
CCDC101	0.0775
D15Wsu75e	0.19125
EDA	-1.21
CREG1	-0.1375
OR7G2	0.488
SAP18	1.26666666666667
IFIT1	3.01075
CALML3	1.985
FLJ37440	1.4645
FNDC5	-1.048
SERPINB6	-0.344642857142857
JUNB	1.0233
SYS1	0.93275
SCN2A	0.236333333333333
ZKSCAN5	-0.8751
WNT7A	0.337333333333333
TSHZ3	1.70725
RNF148	0.42875
H6PD	0.43
CAD	-1.61316666666667
ZNF449	0.39
DOCK10	1.034
FAIM2	0.276666666666667
HEXDC	-0.66725
PRB1	0.0965
C14orf148	0.42
ETHE1	1.429
IRF5	1.0812
GNMT	-0.482666666666667
MGC16291	-1.95975
RPAIN	-0.724928571428571
CAGE1	0.489
CNTNAP3	-2.361125
ACTR1B	-0.14225
EEF1E1	-0.202
MSX1	-1.213625
ESF1	0.5061
HSPC171	-0.04375
MRPL2	0.297833333333333
RDH12	-0.3955
CELP	-0.32
METRNL	-0.62025
C10orf116	3.6525
C19orf48	-1.775
ZNF346	-0.352875
NCR1	0.116
C10orf64	0.646
CD52	2.613
VPS18	0.893875
AP4S1	-0.223333333333333
NPBWR1	0.0035
TPK1	1.0285
UBA52	-0.103833333333333
RIPK1	1.0035
CPNE3	1.8522
HSPC159	-0.455375
C8orf38	1.5785
LRRC4B	-0.637
PARP10	0.0501
ANKRD50	2.43725
CXCL9	6.68175
FGF18	1.15409090909091
EIF2A	0.9755
SLC20A2	0.337
KIAA1549	-1.546
SPINT1	1.956
ZNF584	-0.171
CRBN	1.075
ABCF3	0.5115
NCBP1	-0.648166666666667
PLA2G4F	0.498333333333333
PCDH10	-0.320875
TTC21A	0.753
C20orf144	-0.105
FGFR1OP2	-0.430166666666667
SLC9A1	-0.3094
CHRND	-0.0785
FOXF1	-2.4755
KIAA1467	1.57775
TPO	1.75633333333333
LTF	2.87085714285714
DNAJB9	-0.214
MRPS27	0.739
bA16L21.2.1	0.702
WBP2	-0.533666666666667
MRGPRX3	-1.9085
PRPF18	0.65275
C10orf58	1.14125
SMOC1	-2.8345
ADAT3	0.426333333333333
TMEM138	-0.709
TMEM131	1.183875
TIMM8B	0.381
MYH7	-0.022
ST6GAL2	0.90625
KIF1C	-0.19125
SUHW2	-0.704
PAPSS1	1.02325
CABP2	-0.179
HOXA4	-0.75775
ELF2	0.41925
SEMA3D	0.9123
MC5R	0.1255
OGFR	-0.241
FLJ30092	0.328166666666667
TGFA	-0.6766
MMP17	-0.37425
KIF15	-1.40925
CHIA	0.36175
CATSPER3	0.602
CEACAM7	0.978833333333333
PADI2	1.29225
HOXA9	0.8025
LNX2	0.6645
TMEM144	1.2635
HIF1AN	0.26275
METTL7A	-1.0977
C6orf165	4.2015
KIAA1468	-0.206875
DSG3	1.5385
ZNF180	0.4735
EIF4E3	1.75175
SLC46A1	0.89125
DKK1	-3.022
ZNF205	-0.175666666666667
LOC162073	2.35616666666667
COX7A1	4.4535
MAGEA1	-4.15633333333333
NEDD8	-0.662833333333333
KLHDC5	-0.661111111111111
C3orf19	0.846
MRPS2	-1.251
POLR3H	-0.265928571428571
ABHD11	0.62
TMEM17	1.10775
PAIP2B	-0.7338
MAT1A	-1.75275
LGI3	-0.11425
THUMPD2	0.31925
TKTL2	0.045
XAGE3	-2.42183333333333
CALM3	0.3295
C6orf136	0.186833333333333
KCNC4	0.076
RGS9	0.6925
ACIN1	-0.295166666666667
SPATS1	0.099
XKR8	-0.28625
FAM84A	0.698666666666667
MS4A7	5.06527272727273
AGXT2L2	0.254
OR1F1	0.129
SMAP1L	0.266583333333333
IPO11	0.461
ZC3H11A	0.081625
C1orf151	0.479
RNASEH2A	-0.75125
CCR10	-1.507
TXNDC11	-0.25175
TMEM112	0.29025
MAP1B	-1.08785714285714
NVL	0.12
PKM2	-1.4688
ARC	-0.63625
NUP54	-0.2235
PPFIBP2	1.613
STAT2	0.668625
PTAFR	2.80083333333333
ROBO2	-0.611125
RNF40	-0.368166666666667
CCDC135	-0.175
IFT81	0.117333333333333
MORF4	-0.53075
TM7SF3	-1.512375
OR10H3	0.511
ABP1	0.027
CHRD	1.335375
PLEKHA8	0.7025
NCALD	3.01016666666667
OR5AK2	0.061
ACCN1	0.6225
SLITRK1	0.02675
ARMET	0.20975
C9orf52	2.179
REEP4	-0.90425
MTSS1	1.699625
ADH1B	3.15933333333333
DLD	-1.06775
CDK5	-0.561
PPFIA1	-0.2561875
WFDC3	0.693
DNAJB12	1.10721428571429
RANGRF	0.049
MLANA	-4.8505
AMY2B	0.34875
KIAA0319	-1.66425
RPS7	0.248
JAK3	0.256
ARFGEF1	1.80875
CXCL5	0.952916666666667
TRAPPC4	-0.577
CETN2	1.0285
HSPC111	-0.6985
RHOBTB3	-1.6965
PHLPP	-0.7335
RGS10	1.375
TMEM58	0.42875
CHERP	-0.179
HSP90AB3P	-0.143166666666667
FSTL3	-1.22533333333333
PEX11A	1.692
OR5V1	0.3775
FCN3	1.50675
PTPN3	0.739625
NPTX1	-4.982625
C21orf84	-1.4585
C11orf51	0.322875
ZBED2	3.68225
FLJ90757	0.194
NPY2R	4.57825
PLD3	0.80175
SYT17	3.0795
SGSM2	-0.31625
OR1A2	0.28825
FOXP1	0.68975
SLC5A1	1.16675
POFUT1	-0.8807
EPHB6	-2.5525
MYO1G	-1.35975
STAC	-1.2851
KLHL17	-0.511
RGMA	0.7563
TJP2	-1.0084
FAM114A1	0.467333333333333
SERINC1	0.813416666666667
SLC9A8	0.115125
PEX19	-0.023
EDN2	2.06325
PSMD7	-0.881666666666667
C3orf41	-2.28525
UQCR	0.576375
PPP1R3C	-1.9915
LRP4	-2.14633333333333
TM2D1	-0.586
TTC17	0.0398125
C4BPB	-3.748875
CCL25	0.46225
ZNF253	0.643666666666667
CHRNA9	-3.86275
SOX11	-1.0895
HIVEP3	1.3015
CGN	2.28316666666667
C3orf35	0.815625
PKD2L1	2.9965
SYVN1	0.075125
PDE8B	-1.0895
LOC439951	-0.44625
LTC4S	2.53333333333333
MIF4GD	-0.989666666666667
SMARCA2	1.154375
TUBGCP6	-0.572333333333333
CABLES1	0.129375
C16orf77	1.144
ZNF791	1.0575
FUT5	-1.1845
ADH6	-2.55733333333333
P4HB	-0.92125
CLDND2	-1.429
ALKBH8	0.36225
PLAC4	-1.827
F11R	1.25021428571429
MGC35295	0.441166666666667
PDZD4	-0.516833333333333
LOC389073	-0.3295
FAM80B	-0.6635
PSMB1	-0.94375
TXN	-0.3635
VIPR1	1.1811
WBSCR18	0.2202
EXOSC6	-1.12833333333333
ACTA2	4.09933333333333
SP5	0.448416666666667
ANKRD1	-2.78975
DDR1	1.482
ATP6V1D	0.128
PTGS1	-0.745833333333334
RNF157	-1.381
DCC	0.0566666666666666
SPAG7	-0.33325
FBXO18	0.44625
UBE3C	-1.0389
HOXC6	0.43025
LRP2BP	0.4428
MYST2	-0.13425
PDSS2	0.4655
ATE1	0.929
ARAF	-0.29275
KLF10	0.984
PLA2G2E	-0.03925
ASCL1	-1.02766666666667
TSNAXIP1	1.282
FAM131B	-0.43125
IFNA10	-0.481
NUP43	0.101
FAM44B	-0.754625
L1TD1	-5.735
NMD3	-0.532
C18orf54	-1.7017
PHOSPHO1	0.412
RAG2	-1.976
EMILIN3	-0.105
METTL3	-0.82825
VPS13C	0.38725
REXO2	-0.34675
ANXA4	0.35575
CA1	0.152
DCP1B	-0.08
TULP3	-1.01766666666667
ATP2A2	-0.247642857142857
ATIC	-0.13475
ADAM15	-0.342083333333333
NPL	1.77166666666667
LGR4	-1.196875
UEVLD	0.695166666666667
GAB1	1.42025
SNAI2	0.256833333333333
ZGPAT	-0.636
SNF1LK	-0.16825
DLEU1	-1.58375
UBE2Q1	0.414
ZMYM6	0.095
JPH3	-2.12933333333333
FAM38A	-0.885333333333333
PXK	1.57083333333333
DENND2D	3.23975
BAX	-0.132916666666667
CP	-1.81018181818182
RPL37	0.0616
G6PC3	-0.19125
NCOA4	-0.0378333333333333
LRRC14	0.703375
GORASP1	0.68775
FCHO2	2.488125
CYP24A1	-3.5689
FXYD3	-1.33575
SMARCAL1	1.0855
ABCB8	0.397833333333333
CCDC44	-0.52725
PRDM7	-3.37175
USH1C	-1.07525
DNAH5	1.141
SRF	0.17825
MAL2	3.79116666666667
PGPEP1	0.16275
SIN3B	-0.7465
SEMA3C	-0.4105
GRAMD3	1.85475
FBXO10	0.100125
OR5D13	1.124
FLJ31818	-0.304625
CACNA1I	-0.180375
S100A13	0.009
TP63	2.40592857142857
ANXA11	0.3366
WDR66	0.645375
CSF2RB	0.267
IFI44	1.69
DACT1	2.0695
ANKRD23	-0.598
ATP5G1	-0.723166666666667
C21orf70	-0.939833333333333
PPWD1	-0.73925
DNAJC13	1.32625
PAH	-5.674
PTCH2	0.35
TRMU	-1.44775
CCDC9	0.4915
USP3	0.2745
DCLRE1C	0.5002
FAM55C	0.8555
FRMD4B	2.32475
CYP2R1	-0.47275
RFPL1	0.3475
XPO5	-0.18325
ARL6IP2	0.1055
OSBPL5	1.07125
MMP9	3.45090909090909
KIAA0802	-0.636375
DHRS2	-2.093
SGEF	2.101625
TXNDC10	-0.9898
EXOC6	0.3295
RPS27	0.274166666666667
PNCK	-0.916833333333333
FSTL1	-0.2525
AACS	-0.13
SLMAP	0.674666666666667
SAMD4A	-0.5156
ABRA	0.31375
SMARCD3	0.349
PKNOX2	-2.599
A4GNT	0.3935
C9orf39	-0.494833333333333
RALYL	0.621
MGC33556	-2.264
C10orf25	-0.9955
BBOX1	4.92375
NHEDC1	0.407
XDH	-0.17525
GCSH	-1.16
EDN1	1.98416666666667
MTERF	-0.31075
CLK4	0.884
ZNF799	0.8985
KCNG1	-2.241875
CXCR4	1.25233333333333
PTPRR	-2.8735
IRAK1	-1.556375
LOC401397	0.27575
TMSB10	1.26835714285714
CXCL3	-3.1165
TMC4	2.25475
OR7A10	1.1515
STYK1	1.3635
CHRNA10	-0.12325
CCNI	0.84575
EP300	1.25307142857143
LOC165186	0.2785
HIC2	-2.61025
SDR-O	-0.2515
OR2W1	-0.229
KCNA6	0.5235
TRIM74	-0.507
REEP6	2.50575
ATP5G2	-0.32875
ERG	0.71125
TMEM42	0.0635
PARN	0.287833333333333
SOD2	-0.0418125
DIRAS1	-1.4585
PNPT1	-0.526
JOSD3	-1.0875
hCG_40738	0.1785
PDE1C	-1.6625
SEMA4D	0.515375
AGPAT1	0.186333333333333
NOSTRIN	0.29075
MAP3K3	-0.2625
MAX	0.133285714285714
CAPS	0.918166666666667
SERPINA12	0.121
OSBPL8	0.0405
RICS	1.0866
NR4A2	0.694166666666667
PPCS	0.641833333333333
LONP1	-1.57125
SCYL3	1.44125
HERC2P2	-0.659833333333333
FIBCD1	-0.7775
C15orf41	0.1155
DMC1	-1.4685
C20orf27	-0.5035
RPS6KA5	0.2488
FAHD1	0.230666666666667
SLC12A4	-0.9695
BRCA1	-2.19958333333333
GBL	-0.96025
SLK	0.715333333333333
NUDT9P1	-1.613
NOXO1	-0.5955
USP52	-1.32125
BAZ1B	0.084375
SLCO2B1	3.22375
BBS12	1.136
LRGUK	-0.205666666666667
TERF2IP	-0.3
COL1A1	4.4735
KIAA0090	-0.19925
GRK5	-0.1985
AP1S2	-0.6037
TMEM52	0.491166666666667
CA11	-0.866125
OR4A15	0.439333333333333
ACBD3	0.91
SPAG11B	0.176
PRDM2	0.8571
FOXP3	0.51975
SMYD3	2.4706
LOC389199	-0.2225
LGI2	1.70616666666667
NAPE-PLD	-0.1293
ANKRD6	0.0985
WDR45	0.181666666666667
SHROOM1	0.4475
PSCD3	-0.2645
PYY	0.612
KCNC1	-1.8665
ARHGEF9	0.9772
OR8J1	0.10075
GPR55	0.187666666666667
NS3BP	-1.927
C10orf22	0.262333333333333
NAT8L	-2.494
DUSP4	0.654
FOXM1	-2.33783333333333
GRAMD2	1.5995
ZBTB48	0.279333333333333
BUD31	-0.866
PABPC5	0.445
CCDC41	0.167
FBXO11	0.192583333333333
C6orf148	0.52975
RFXAP	-0.87525
C6orf15	0.916333333333333
CDK8	-0.0283333333333334
C6orf70	0.32625
TESSP2	0.1235
ALG2	-0.28025
PPP1R3D	0.8415
TPM3	-0.205166666666667
SYT13	4.50875
EPB42	-0.203833333333333
CETN3	-0.2575
PRY	-0.1095
NTHL1	-0.690666666666667
