Hybridization REF	TCGA-AN-A0FL-01A-11R-A034-07
COL13A1	-2.3845
CHMP4B	-0.9328
SIGLEC6	0.834166666666667
NFAM1	0.47
PVRL2	0.5185
ALKBH4	1.1945
CCDC93	-0.436875
NXT1	0.41825
KCNK4	0.191
TROAP	-1.70916666666667
KCNA10	0.43125
CCDC114	0.451333333333333
RAN	-1.83391666666667
LMTK2	0.9935
LOC400657	-1.9215
UFC1	0.1995
UBE1DC1	-0.035
EEF1A1	-1.855
CHAC1	-0.301
HMGA2	-5.7659
B3GALTL	-2.4135
ING2	0.21225
C1orf109	0.6465
INTS3	1.112
ZNF558	0.6645
TRPM4	3.4955
LTB4R	-1.237
ISYNA1	-0.04425
LSM7	-0.156
LRRC47	0.8586875
ZNF179	-3.25033333333333
EXDL1	-0.801
SLC4A10	-0.776875
ACSS2	0.468833333333333
COPS7B	-0.83
KIAA0040	1.9765
C1orf95	0.806
AP1GBP1	-0.50725
OR9A2	-0.569
FAM71C	-0.0403333333333333
RIN1	-2.04733333333333
ITGA4	-2.796
DNAJC6	-0.379
CLOCK	0.512333333333333
SLC35A4	0.311166666666667
DSG4	0.49
LOC26010	1.52775
NSUN2	-0.391
TMEM86B	-0.4748
C14orf135	-0.79375
KIFC3	-1.523
PHF5A	0.427
NCAPH	-1.8625
STK11IP	-0.648
FLJ42953	0.96375
CCDC19	0.271
ZNF329	-0.177875
TAX1BP1	1.861
ZDHHC18	-0.242333333333333
C10orf88	0.0975
TMBIM4	0.6126
NMUR1	0.987
KIR2DS4	0.4725
C9orf90	-0.413625
MGC87631	-0.224
KDR	2.6871
ST3GAL2	-1.740125
RLN2	-3.20016666666667
HPD	-3.58
MOXD1	-3.85233333333333
PDGFRL	0.314333333333333
SMYD4	-1.43035714285714
FAM103A1	1.6075
MFAP4	-3.19533333333333
LOC285141	1.33175
TMEM45B	-2.760125
SMCR7L	0.556571428571429
GZMH	1.7955
CBLN1	-3.12083333333333
CNNM1	-0.48825
PHF17	0.100416666666667
NUP98	-0.107
RMI1	-0.4165
PTPRS	0.93125
ANKRD57	-1.176625
CLDN15	-0.344
OR51A2	-0.3705
GUCA2B	-0.5995
DOCK9	2.67825
ITGB1BP1	-2.518
DLG2	-0.762375
BRAP	-0.342
SESN3	0.754
ZC3H7B	1.65025
FAM101A	2.79066666666667
FKSG24	-0.11025
ZYG11B	-0.57925
RFC2	-1.24325
SH2D3A	-0.3335
DVL3	-0.007
ADFP	-0.700166666666667
KRIT1	0.19375
SERTAD3	1.85933333333333
LEFTY2	-3.40525
KRT27	-0.5775
SCFD2	0.00199999999999997
MN1	-1.264
RORA	-1.229
PTPRD	-0.13925
PIAS2	-0.751333333333333
CYP4X1	4.628
FBXL15	-0.27375
MYH15	0.267333333333333
CRX	-0.203333333333333
TBC1D13	0.62325
SLC22A17	1.40616666666667
PLK2	-0.301333333333333
ARHGAP9	-0.72925
EIF1B	-1.489
C20orf185	0.604
DEFA7P	0.5015
PRIM1	-2.719
CRYAA	-1.885
BACE1	0.38975
AGTRL1	0.168666666666667
ACAD9	0.334375
GRASP	-0.0785
RBP4	-3.41433333333333
TFB2M	0.24975
METTL9	-0.85
ATP5O	0.0175
SP100	0.8352
CPSF1	0.009
S100A4	-1.76025
LIME1	-0.52525
GPR137C	-0.3775
OR2A2	0.2895
C2orf29	-0.679
NUP188	-1.00625
SDPR	-1.74125
RAI1	-0.29175
RPS20	0.4113
LAMB1	-2.67475
ADM2	1.88766666666667
ZNF229	1.65
DKFZp434K1815	-0.565
EPN3	1.40983333333333
CLIC3	-0.13775
MEIG1	0.10275
HMGB4	-0.34475
STARD10	-0.397375
KLF8	0.17175
EPB41L2	-2.303
JMJD6	0.19625
CTSL1	-0.641333333333333
GPR27	-0.7275
ELAVL4	0.80775
MMP21	0.529
PPM1B	-0.37575
SUV39H1	-1.54225
AAMP	1.047
TUSC4	-0.139
MBD6	0.17075
KLK13	0.08875
FMNL3	-0.2425
TRIM13	0.488583333333333
C15orf5	-0.7995
IQCF1	0.045125
CACNG8	0.762
SLC35D3	-0.1615
ZDHHC9	1.817
ODF3L1	0.2565
C9orf86	0.0414
TSEN2	-1.664
C17orf64	0.27675
SEPX1	-0.4627
TSPO	1.93583333333333
SYMPK	0.1375
ADORA1	3.63925
TSPAN10	1.397375
SEMA6C	0.2845
RTTN	-1.3828
IL2	0.1795
ARRDC3	0.232833333333333
TBPL1	-1.57666666666667
STX12	-0.08275
MRPL39	-1.05
OR8H3	0.1935
IFIT5	2.209
CASC5	-1.6355
FAM46A	-0.460166666666667
HPCAL1	-1.1055
CYLC1	0.512
VGLL2	0.0665
C20orf191	0.0835
CDH1	2.36083333333333
ITPA	-0.158
CCDC101	0.547
D15Wsu75e	1.867
EDA	-0.87225
CREG1	0.01775
OR7G2	0.73
SAP18	1.1335
IFIT1	3.89775
CALML3	0.148833333333333
FLJ37440	-0.225
FNDC5	1.5845
SERPINB6	-1.24735714285714
JUNB	0.5958
SYS1	1.74175
SCN2A	0.635666666666667
ZKSCAN5	-0.5608
WNT7A	0.221666666666667
TSHZ3	-0.0685
RNF148	1.85425
H6PD	0.7725
CAD	-2.37816666666667
ZNF449	-1.06925
DOCK10	-0.812
FAIM2	0.0443333333333333
HEXDC	-0.31125
PRB1	0.08275
C14orf148	-0.962
ETHE1	2.2805
IRF5	-0.6177
GNMT	1.38066666666667
MGC16291	-0.017875
RPAIN	-0.972571428571429
CAGE1	0.1525
CNTNAP3	-3.537375
ACTR1B	-0.14375
EEF1E1	-1.77675
MSX1	-1.06375
ESF1	0.3432
HSPC171	0.434
MRPL2	0.793833333333333
RDH12	0.326833333333333
CELP	0.1795
METRNL	0.6165
C10orf116	2.24033333333333
C19orf48	-1.0015
ZNF346	-0.788625
NCR1	-1.856
C10orf64	0.564
CD52	-0.6045
VPS18	0.76625
AP4S1	-0.230166666666667
NPBWR1	1.9055
TPK1	2.18125
UBA52	-0.412388888888889
RIPK1	1.21016666666667
CPNE3	1.7187
HSPC159	1.523625
C8orf38	-0.405
LRRC4B	-1.1265
PARP10	1.1944
ANKRD50	2.17575
CXCL9	2.572
FGF18	-0.529909090909091
EIF2A	0.565625
SLC20A2	1.19583333333333
KIAA1549	0.218416666666667
SPINT1	2.3036
ZNF584	-0.506
CRBN	0.508166666666667
ABCF3	0.549666666666667
NCBP1	-0.407166666666667
PLA2G4F	0.596166666666667
PCDH10	-1.197625
TTC21A	-1.1695
C20orf144	1.0665
FGFR1OP2	-1.18183333333333
SLC9A1	0.1703
CHRND	0.2395
FOXF1	-1.22025
KIAA1467	-2.33975
TPO	-0.796666666666667
LTF	0.751857142857143
DNAJB9	0.992
MRPS27	-1.67525
bA16L21.2.1	0.02125
WBP2	1.5995
MRGPRX3	-2.06016666666667
PRPF18	0.96675
C10orf58	1.898
SMOC1	-0.316
ADAT3	1.08016666666667
TMEM138	-0.15325
TMEM131	-0.8005
TIMM8B	1.37775
MYH7	-0.202166666666667
ST6GAL2	-0.513875
KIF1C	0.56075
SUHW2	-1.0815
PAPSS1	2.97325
CABP2	0.0775
HOXA4	0.94775
ELF2	0.73175
SEMA3D	1.4661
MC5R	0.311
OGFR	0.6335
FLJ30092	-1.07333333333333
TGFA	1.475
MMP17	1.381
KIF15	-3.1845
CHIA	0.608
CATSPER3	-1.32475
CEACAM7	-0.402916666666667
PADI2	4.037375
HOXA9	5.24116666666667
LNX2	0.162833333333333
TMEM144	0.47675
HIF1AN	-0.446
METTL7A	1.0099
C6orf165	2.613
KIAA1468	-0.082
DSG3	-2.8935
ZNF180	0.0308333333333333
EIF4E3	-0.1345
SLC46A1	0.109
DKK1	-6.02516666666667
ZNF205	1.4075
LOC162073	0.0261666666666667
COX7A1	5.19375
MAGEA1	-4.4495
NEDD8	-0.355
KLHDC5	-1.18105555555556
C3orf19	1.60733333333333
MRPS2	-0.63775
POLR3H	0.656428571428571
ABHD11	1.5194
TMEM17	0.98875
PAIP2B	-0.6413
MAT1A	-4.05425
LGI3	0.19175
THUMPD2	-1.548
TKTL2	-0.5075
XAGE3	-2.44416666666667
CALM3	0.144
C6orf136	0.573166666666667
KCNC4	1.62966666666667
RGS9	-0.935166666666667
ACIN1	-0.0668333333333333
SPATS1	-0.06325
XKR8	-0.35625
FAM84A	2.788
MS4A7	3.48145454545455
AGXT2L2	-1.28175
OR1F1	-0.2315
SMAP1L	-0.696416666666667
IPO11	-0.736375
ZC3H11A	0.296625
C1orf151	-0.03375
RNASEH2A	-1.24575
CCR10	-0.7765
TXNDC11	0.4815
TMEM112	0.78975
MAP1B	-1.86035714285714
NVL	-0.28875
PKM2	-1.33065
ARC	-0.6
NUP54	-1.0945
PPFIBP2	2.12033333333333
STAT2	1.45825
PTAFR	0.556666666666667
ROBO2	-0.27975
RNF40	-0.276166666666667
CCDC135	-0.218166666666667
IFT81	-1.0795
MORF4	-1.46625
TM7SF3	-0.210125
OR10H3	0.3905
ABP1	0.519375
CHRD	-0.75
PLEKHA8	-0.336833333333333
NCALD	4.76391666666667
OR5AK2	0.712
ACCN1	0.112833333333333
SLITRK1	-0.398
ARMET	-0.70525
C9orf52	1.1315
REEP4	-1.0365
MTSS1	1.96775
ADH1B	0.5435
DLD	-0.27725
CDK5	-0.5285
PPFIA1	-0.56375
WFDC3	0.83875
DNAJB12	1.19685714285714
RANGRF	-1.1465
MLANA	-4.1925
AMY2B	2.73725
KIAA0319	-1.847375
RPS7	-1.258
JAK3	0.3366
ARFGEF1	0.871
CXCL5	0.328583333333333
TRAPPC4	-0.2445
CETN2	-0.19875
HSPC111	-1.14575
RHOBTB3	-0.67
PHLPP	-0.1455
RGS10	1.657
TMEM58	1.189
CHERP	0.750625
HSP90AB3P	-0.0185
FSTL3	-2.289
PEX11A	1.5275
OR5V1	0.687
FCN3	2.2515
PTPN3	0.1935
NPTX1	-4.78325
C21orf84	-2.0445
C11orf51	-0.351875
ZBED2	-1.2855
FLJ90757	0.683
NPY2R	0.273
PLD3	-0.577
SYT17	3.118
SGSM2	-1.4535
OR1A2	0.15425
FOXP1	0.999125
SLC5A1	6.15925
POFUT1	-0.5158
EPHB6	-1.01833333333333
MYO1G	-2.111875
STAC	-1.901
KLHL17	-0.0691666666666666
RGMA	2.3185
TJP2	-0.0209
FAM114A1	-0.572
SERINC1	0.693166666666667
SLC9A8	0.3245
PEX19	0.400625
EDN2	1.35675
PSMD7	-1.07111111111111
C3orf41	0.311
UQCR	-0.582125
PPP1R3C	0.77475
LRP4	-2.4095
TM2D1	0.1545
TTC17	0.976875
C4BPB	-4.403125
CCL25	0.48025
ZNF253	0.203833333333333
CHRNA9	-3.661
SOX11	-1.092625
HIVEP3	0.359
CGN	2.86691666666667
C3orf35	0.316375
PKD2L1	1.90825
SYVN1	0.263875
PDE8B	-2.011
LOC439951	1.42525
LTC4S	1.74983333333333
MIF4GD	-0.779833333333333
SMARCA2	2.3351875
TUBGCP6	-0.1035
CABLES1	1.27925
C16orf77	1.42
ZNF791	1.07625
FUT5	-0.1645
ADH6	-1.82816666666667
P4HB	1.8335
CLDND2	2.59625
ALKBH8	0.18875
PLAC4	-1.59075
F11R	1.67528571428571
MGC35295	0.620833333333333
PDZD4	0.0175
LOC389073	0.0855
FAM80B	-1.087
PSMB1	-0.35875
TXN	-0.661333333333333
VIPR1	-0.0269
WBSCR18	1.6676
EXOSC6	-0.148666666666667
ACTA2	3.30733333333333
SP5	-2.43041666666667
ANKRD1	-2.6655
DDR1	2.3515
ATP6V1D	0.06425
PTGS1	-2.8235
RNF157	-0.672
DCC	0.711
SPAG7	-1.54
FBXO18	1.48675
UBE3C	-0.3885
HOXC6	-0.2565
LRP2BP	-0.811666666666667
MYST2	0.07375
PDSS2	0.46625
ATE1	1.29125
ARAF	-1.17175
KLF10	-0.91425
PLA2G2E	0.1235
ASCL1	-1.35066666666667
TSNAXIP1	-0.81525
FAM131B	-0.266625
IFNA10	0.397
NUP43	-0.76975
FAM44B	-1.671625
L1TD1	-4.836
NMD3	-1.08375
C18orf54	-2.5665
PHOSPHO1	-0.072
RAG2	-0.897
EMILIN3	-0.1745
METTL3	-1.4465
VPS13C	-0.881375
REXO2	1.16825
ANXA4	-0.70675
CA1	-0.49375
DCP1B	-1.13175
TULP3	-2.0705
ATP2A2	-0.712928571428571
ATIC	-0.64925
ADAM15	0.440333333333333
NPL	0.254833333333333
LGR4	1.139
UEVLD	0.0975
GAB1	2.36725
SNAI2	-1.64716666666667
ZGPAT	0.373
SNF1LK	0.118375
DLEU1	0.01375
UBE2Q1	0.47425
ZMYM6	-0.9016875
JPH3	-2.5775
FAM38A	-0.6775
PXK	-0.911833333333333
DENND2D	1.80025
BAX	-0.834083333333333
CP	-4.44045454545455
RPL37	-0.1466
G6PC3	-0.4105
NCOA4	-0.453
LRRC14	1.084375
GORASP1	0.08475
FCHO2	0.61275
CYP24A1	-3.133
FXYD3	2.3455
SMARCAL1	0.5805
ABCB8	-0.163333333333333
CCDC44	-0.64425
PRDM7	-3.18375
USH1C	-1.2405
DNAH5	-0.200333333333333
SRF	0.531666666666667
MAL2	1.81083333333333
PGPEP1	0.70875
SIN3B	0.4775
SEMA3C	-3.53933333333333
GRAMD3	2.013
FBXO10	-0.064125
OR5D13	0.577
FLJ31818	0.983875
CACNA1I	0.606625
S100A13	0.7715
TP63	0.0108571428571428
ANXA11	0.3116
WDR66	-1.749625
CSF2RB	-0.1465
IFI44	1.98225
DACT1	0.498333333333333
ANKRD23	-2.27325
ATP5G1	0.165
C21orf70	-0.216333333333333
PPWD1	-2.107
DNAJC13	0.7595
PAH	-5.17783333333333
PTCH2	0.404
TRMU	0.4525
CCDC9	0.8935
USP3	-1.5637
DCLRE1C	-0.1139
FAM55C	-1.843
FRMD4B	2.882
CYP2R1	-0.9435
RFPL1	-0.3021
XPO5	-0.247
ARL6IP2	-0.016
OSBPL5	0.19575
MMP9	4.51963636363636
KIAA0802	-1.85625
DHRS2	-1.04033333333333
SGEF	1.688
TXNDC10	-1.947
EXOC6	-0.88975
RPS27	0.1745
PNCK	-0.143333333333333
FSTL1	-1.857
AACS	1.535
SLMAP	0.130833333333333
SAMD4A	0.5081
ABRA	0.22625
SMARCD3	-1.55825
PKNOX2	-2.17066666666667
A4GNT	0.517
C9orf39	-0.544333333333333
RALYL	0.38725
MGC33556	-2.979
C10orf25	-1.472
BBOX1	3.98225
NHEDC1	-0.57725
XDH	1.04025
GCSH	-0.3205
EDN1	1.21333333333333
MTERF	-0.09
CLK4	-1.592375
ZNF799	-0.513333333333333
KCNG1	-1.31825
CXCR4	1.64566666666667
PTPRR	-3.49525
IRAK1	-0.311375
LOC401397	0.652
TMSB10	0.0659999999999999
CXCL3	-3.2564
TMC4	2.6985
OR7A10	0.5985
STYK1	0.44925
CHRNA10	-0.77025
CCNI	0.2455
EP300	1.98314285714286
LOC165186	-0.356
HIC2	-1.9065
SDR-O	0.5975
OR2W1	0.0555
KCNA6	-0.863
TRIM74	-0.76925
REEP6	-0.844
ATP5G2	0.00399999999999999
ERG	-0.00437499999999999
TMEM42	-0.9825
PARN	0.617833333333333
SOD2	0.538875
DIRAS1	1.16233333333333
PNPT1	-0.855
JOSD3	-1.35825
hCG_40738	-0.4045
PDE1C	-1.42925
SEMA4D	0.00575
AGPAT1	0.559166666666667
NOSTRIN	0.705125
MAP3K3	-0.812666666666667
MAX	1.08064285714286
CAPS	2.13366666666667
SERPINA12	0.5935
OSBPL8	-0.66975
RICS	1.5137
NR4A2	1.5555
PPCS	0.856166666666667
LONP1	-1.91775
SCYL3	1.57225
HERC2P2	-1.46783333333333
FIBCD1	-0.8865
C15orf41	-0.2255
DMC1	-0.0833333333333333
C20orf27	-1.91275
RPS6KA5	1.8038
FAHD1	-0.977833333333333
SLC12A4	-0.2185
BRCA1	-2.93208333333333
GBL	-0.28325
SLK	-0.512166666666667
NUDT9P1	-2.1165
NOXO1	3.979
USP52	-2.319
BAZ1B	1.22525
SLCO2B1	1.28725
BBS12	0.3495
LRGUK	-1.15783333333333
TERF2IP	0.254
COL1A1	2.8525
KIAA0090	0.610125
GRK5	1.73383333333333
AP1S2	-2.4837
TMEM52	2.11116666666667
CA11	-0.719375
OR4A15	0.5135
ACBD3	1.7625
SPAG11B	0.566
PRDM2	-0.3871
FOXP3	-0.42775
SMYD3	-2.8157
LOC389199	1.5045
LGI2	1.195
NAPE-PLD	0.182
ANKRD6	0.4015
WDR45	0.243
SHROOM1	-1.733
PSCD3	-0.4265
PYY	1.0915
KCNC1	-0.9545
ARHGEF9	0.9827
OR8J1	0.94825
GPR55	0.0938333333333333
NS3BP	-1.63
C10orf22	0.076
NAT8L	3.55075
DUSP4	1.2025
FOXM1	-1.88583333333333
GRAMD2	1.2251
ZBTB48	0.518833333333333
BUD31	0.0725
PABPC5	0.524
CCDC41	-2.609
FBXO11	-0.74175
C6orf148	-1.9955
RFXAP	-0.993
C6orf15	3.0805
CDK8	-0.387333333333333
C6orf70	-0.726375
TESSP2	0.5895
ALG2	1.08075
PPP1R3D	2.54425
TPM3	0.0573888888888889
SYT13	-0.18425
EPB42	-0.5235
CETN3	-2.2005
PRY	-0.258
NTHL1	-0.196833333333333
POLR2B	-0.3495
RPS28	-0.18575
P2RX3	0.76725
LYZL4	-0.01475
WBP4	-0.3528
PMM1	0.54675
C11orf79	0.361
CBLL1	0.263
IL1F10	0.571666666666667
VAX2	2.277
SETDB1	0.3885
LRAP	-1.84533333333333
GCLM	-0.6215
CPEB3	4.44775
PPM1A	1.1785
INTS1	-0.03175
CAMTA1	2.57441666666667
SAMSN1	-3.57925
LOC158830	-1.8305
GMPPA	0.057875
AIPL1	-0.09275
IL24	-0.249083333333333
BDKRB1	-2.816
MLF1	-0.268
TAF12	-1.317
ID1	-1.672625
THADA	-0.647625
PIK3CB	1.79725
OR4N5	0.7715
TBC1D17	-0.073
COX8A	0.5005
CDCA4	-0.718
C2orf44	-1.74875
ZNF534	-0.698
IMMP1L	0.303
NIPSNAP3B	0.038125
FTMT	1.679625
PWP2	-0.589666666666667
MMP15	1.5475
DNAH11	0.448
MTMR14	-0.268625
DNAL4	1.2635
IPP	-0.40275
TMEM59	1.949125
C1orf157	1.6125
RGS4	-0.7485
DDX18	-0.0353333333333333
SNX6	-0.59125
ZNHIT2	0.973333333333333
NCDN	-0.184833333333333
FLJ33534	-0.15925
RAG1	-1.864875
OR4D10	1.296
PTPN5	-0.00750000000000001
POMT1	0.54425
LRRC8A	1.2398
CYP1A1	-1.27675
CAPN1	-0.236166666666667
DDHD2	-1.635625
GRIK2	-0.081
GNRHR	0.04625
PPBP	0.5665
HTR3A	-0.58175
SLITRK4	-1.424
ANKRD49	-0.11325
BTF3	-1.2595
SARS	-0.19275
C13orf18	2.523
CACNB1	-0.429357142857143
QKI	0.727045454545455
SETMAR	0.084875
MAN2B1	1.94666666666667
EML3	-1.45425
ACADL	-0.4378
OFD1	0.445875
DEFB114	0.747
CGA	-3.353
PEX16	0.631333333333333
LRRC10	0.082
GNG12	0.008
C1orf152	-0.00783333333333333
CHRM1	0.649
CD53	-1.82075
DBH	-0.79525
TFAP2B	3.227625
HIST1H2BJ	0.751166666666667
FAM46D	0.888
TMEM11	-0.284
C3orf32	-3.414
PCCB	-0.325125
IPO13	0.255
C6orf105	-5.673
COMMD5	2.35425
SUV420H1	0.6121
LTBR	-0.234
ARHGAP15	-1.6695
HDHD2	-1.01325
TDRKH	0.778
LOC401052	1.371
PSG4	-1.48175
GNB4	-1.3635
SPATA4	-0.65825
SLC9A3	-1.198
OSBP	1.49433333333333
NBPF3	-0.754583333333333
DOCK11	-2.702
SLC39A5	-1.52933333333333
PRR5	1.5742
C10orf63	-0.101875
SMTNL2	-1.716
ADRA1A	-0.12325
ASAH1	0.3907
DOM3Z	0.2561
GIPR	1.19116666666667
AHI1	-1.27591666666667
NADSYN1	0.167666666666667
RGS14	-0.3123
IL18BP	0.6466
RTN4RL1	0.777583333333333
ARMC6	-0.0655
PSMD5	0.701833333333333
HK3	0.8288
OR4S1	0.52525
RSU1	-0.0865
MAD2L1	-2.52022222222222
EIF4A3	-0.08225
DLEC1	-0.982666666666667
E4F1	0.4745
CHMP2B	0.3797
CAMSAP1	-0.15175
RPS21	-1.08116666666667
ARID5A	1.906
UBE2N	-1.1094
IGSF8	1.711
MAGEB6	-0.522
ACAD11	-0.9839
MGC4172	-0.1335
LMO4	4.0035
KLKB1	-0.7255
HP	-1.626
HDAC3	-1.17925
SCHIP1	-0.8055
CLCA1	-0.3375
OLFML2A	1.66525
C1orf112	-1.32125
KIF19	0.593666666666667
HAPLN4	-0.1729
CXCR7	-0.1125
GOT2	0.2984
RAB38	-1.51675
DCX	-1.22325
PPM1H	1.42166666666667
NFYC	1.11333333333333
KIN	1.388
ZNF228	0.06025
PLSCR4	0.290833333333333
HIG2	0.43925
FAM79B	0.4585
C21orf86	-0.5723
KCNK10	-0.133
ZNF738	-1.153375
FSTL5	-0.782666666666667
OR6A2	0.268
OTOA	1.08633333333333
EXOC1	0.556375
AHRR	-2.88375
PDAP1	-0.6405
C19orf6	-0.664
ZAN	0.88125
LY6G6E	-0.00649999999999999
EIF4E2	-0.3355
C20orf198	-0.1
ZNF324	0.60575
CYP3A5	-3.75966666666667
ENTPD7	0.935666666666667
MBOAT5	-0.347
GJB5	0.21075
TTC13	0.8345
S100Z	-1.44216666666667
KIAA0664	-0.199
PDGFRB	1.625
IL17D	-2.2465
OR56B4	0.3105
RDX	-1.49783333333333
SLC34A3	1.583
IL28B	-0.3995
JUND	1.89825
CHRNB1	-0.43125
CAMK2B	-1.09475
FETUB	-1.96375
CXorf23	1.038625
MRTO4	-1.44775
TTC3	0.8119
NDUFB8	-0.286333333333333
EDG2	0.082
SEMA3G	4.293
IL23A	-2.6275
GRHL1	1.7626
LOC441054	-2.0555
WDR65	0.948375
PSTK	-0.6015
STOML3	0.362666666666667
R3HDM2	-0.3511
C5	-3.89775
SLC2A10	0.54
C3orf22	0.62675
PAQR3	-2.23523076923077
ANKRD26	-1.32391666666667
HCRTR1	0.417
LOC399947	-0.396
PSD2	-0.85925
TIGD2	0.514833333333333
SCRN1	-2.353625
COQ10A	-1.03825
DDI2	-0.115
METTL7B	0.202333333333333
UCN2	1.06175
FAM92A3	-2.209
WDR16	-0.3435
ZNF511	1.30533333333333
ZMYM5	-0.230875
POLR3G	-2.76875
ZNF586	-0.505
C1orf49	0.157666666666667
TANK	1.32833333333333
RCAN1	0.457666666666667
PELI3	1.61033333333333
LIMD2	-0.268333333333333
TMEM189	1.4695
NTN4	-0.366
LOC151300	0.4585
CLEC2A	-1.359
GPR135	-0.620375
DPYSL4	-3.2633
JAK2	-0.4465
TSHZ1	2.105
TM9SF4	-0.45725
ZNF264	1.11866666666667
SIRPG	0.828375
BICD1	-1.586
HERC6	3.24233333333333
METTL5	-0.3405
CASP1	-0.8865
PRRT1	-0.313666666666667
PLA2G4C	1.08516666666667
ICA1L	-1.20535714285714
TPTE2	0.342333333333333
OTUD7A	1.43733333333333
AQP11	-2.48225
APOA2	-4.0046
KALRN	-0.7015
SECTM1	-0.17775
IFNAR1	0.3205
TALDO1	0.65775
RAB11FIP4	-1.42766666666667
EIF5A	-1.133
FAM49A	0.10775
NEGR1	-0.401333333333333
YTHDC2	-0.48375
EHD2	-1.4535
NCF1	0.6282
SCRT2	2
HOXA5	1.74683333333333
NUP133	0.172
FGF12	-0.466125
SLMO2	0.237875
SNTA1	1.254625
CACNG2	0.734375
GCM1	0.3915
ELF1	0.0251666666666667
TLR5	3.44875
TCFL5	-1.66666666666667
RBMY2FP	-0.2895
LOC100125556	0.298
FAM129B	1.1285
MAP3K7IP1	0.15875
NCK2	1.268
OXA1L	-0.999
FMO9P	0.5635
ZSCAN12	-0.90775
PSMD12	-0.00874999999999999
HSCB	-0.67425
CLDN10	-0.07
MGC13053	-0.30575
HPCAL4	-1.535
ASZ1	-0.5595
MEX3D	0.569583333333333
NFAT5	0.6315
CSPG4LYP1	-0.329833333333333
FBXO3	0.7644
DVL1	1.10183333333333
CMKLR1	1.31733333333333
TYMS	-3.70225
PEF1	0.01275
ZNF750	3.24933333333333
MCM5	0.1902
MEGF11	-1.955
KCNK7	0.6555
PTP4A3	1.2
C1QTNF2	-0.474666666666667
OR6S1	0.8395
FAM122B	-1.1785
ZNF551	-0.0377499999999999
HBQ1	-1.658
GEMIN6	-1.17075
ARSK	-0.80675
RBP7	3.86983333333333
CPNE9	0.34525
DSC1	2.462
LOC730112	-0.516
MAP2K4	-0.3595
HS3ST5	-1.668
EPB41L3	-2.9675
TEKT2	0.15125
CDKN2B	-0.447333333333333
ZNF480	-0.0985
MAP3K6	0.158
MAP6	0.0143333333333333
HN1	-0.1151
OR2L13	-0.431
SLC16A11	0.96925
FAM96A	-1.9125
APOL1	-0.85275
C5orf32	0.4
RTP1	-0.3175
RNF175	-0.939
ZBTB41	2.2925
AHCTF1	1.1021
SAE2	-0.2476
ITGA2	0.8285
MME	-3.2765
CCDC14	-0.96625
MAST4	-0.500714285714286
KRT33B	0.3595
KCTD2	-0.257333333333333
WDR26	0.5345
MFI2	5.037375
NR4A3	-0.546125
ARSA	2.245
UNKL	0.1665
SULT6B1	-0.004
CCNA2	-1.87516666666667
SOX15	0.03
PPAPDC1B	-1.12333333333333
C19orf44	1.0425
MCAT	1.36116666666667
ARID1B	0.92875
OR52N1	0.2095
C12orf48	-2.6525
MAGI1	0.132
NIPA2	0.108
GBX2	-1.717
RSHL3	-0.65475
RAVER1	0.688333333333333
C15orf17	-0.84675
SLC30A2	2.693625
ZNF518	0.1595
PCYT1B	-1.40225
C10orf114	-1.81425
EIF3H	0.814166666666667
SLC25A39	-0.745833333333333
KIF1B	1.580875
AMOTL2	-0.0045
C6orf120	0.0437142857142857
PSRC1	-0.9215
PLA2G10	0.461375
KIF5C	-0.29575
MRPL37	-0.5455
C17orf62	0.400333333333333
C9orf135	-1.11833333333333
DUSP10	-0.3937
CLCNKB	0.8915
PSMA5	-0.29125
C8orf53	2.542
AMPD3	-0.233166666666667
PIAS1	-0.282
ADCYAP1R1	0.247
GYLTL1B	3.037
CDH20	-0.00599999999999999
FBXO7	0.444
TMEM134	0.844
FLJ14213	-0.546166666666667
ZNF3	0.24375
LRRFIP1	-0.345833333333333
CNOT2	-0.521416666666667
ABI3	1.61025
ALDH5A1	0.1995
HNT	0.8069
SERPINA4	-2.46675
TK2	-0.210166666666667
STMN1	-1.31077777777778
GUCA2A	0.239833333333333
GALNT10	-0.962
DPP6	-0.52078947368421
C9orf93	-1.195375
PRELID2	-1.32925
STK39	1.69475
SFTPA1	-1.389
CKS2	-1.34488888888889
RHO	0.317625
C20orf135	0.613
XKR3	-1.8755
CR1	-0.080125
RPS6KA2	-0.294642857142857
C20orf112	1.1235
MRPL22	-0.80125
C4orf23	1.4965
GADD45B	-0.415
KLHDC1	-0.5665
C2orf48	-1.9515
ZNF287	-2.025
DAAM2	-1.40675
DPPA2	-2.73816666666667
TCTN3	-0.152666666666667
DNAJB11	1.021375
FPR1	1.4
DEFB4	0.444
PTCD2	-1.8526
SMOC2	3.15083333333333
CABP7	1.072
SERPINB11	-0.1465
MAGEF1	1.59825
NDE1	-0.505166666666667
ITGA10	1.512
FSHB	-0.045
ANXA2	-1.02375
HORMAD2	0.53375
HLCS	-0.1575
MCF2L	0.768333333333333
FH	0.0445
TBC1D24	3.333
KIAA1505	-0.69925
LGALS2	-1.56775
CNBD1	0.405
SYNPO2L	0.13375
PTPN23	-0.626785714285714
C1orf183	1.20383333333333
MAGEA8	5.10025
DGCR8	-0.912875
GSR	-1.0505
PAQR7	-0.00025
ZNF676	-0.452
CACNA1C	-1.026
SP7	1.049
PDCD6	-0.887
NRN1L	-1.2615
BRI3BP	-0.643083333333333
KIAA1183	1.8405
