Hybridization REF	TCGA-B6-A0IJ-01A-11R-A034-07
MAGEF1	-0.08875
NDE1	-0.407
ITGA10	-0.1605
FSHB	0.52
ANXA2	0.49075
HORMAD2	-0.75975
HLCS	0.462
MCF2L	0.624
FH	0.15
TBC1D24	1.5435
KIAA1505	0.5815
LGALS2	2.0695
CNBD1	0.2775
SYNPO2L	-1.20225
PTPN23	0.0125714285714286
C1orf183	-0.925666666666667
MAGEA8	-2.5865
DGCR8	-1.517875
GSR	-1.42575
PAQR7	0.451
ZNF676	-1.6075
CACNA1C	-0.8502
SP7	0.8755
PDCD6	0.2325
NRN1L	-1.4905
BRI3BP	0.150833333333333
KIAA1183	0.2895
ASB4	0.608
CCL23	1.3957
OBSL1	-1.6565
SLC12A7	0.235333333333333
KIAA0240	1.419
CD1B	-0.914666666666667
FCGR2A	1.40675
MDC1	-0.173
HTR1A	0.0968333333333333
OCEL1	-0.45225
ATP11B	0.7393125
FBXO34	0.577833333333333
PCDH12	2.73833333333333
RPE	0.37225
C17orf74	0.3325
CSDC2	0.495666666666667
PET112L	-0.7815
TMBIM1	0.216875
P2RXL1	0.343333333333333
TCHP	-0.58625
TRMT1	-0.545166666666667
F2RL2	-0.862333333333333
LRRC32	2.936
IMPG2	-0.765
BGLAP	-0.347
LOC493869	-0.794666666666667
MRAS	3.117875
SLC35F5	0.3645
CBWD1	-0.298
AXL	-2.080875
ATP2C2	3.20175
TELO2	-0.59625
PNPLA3	-2.18975
PCDHB14	0.64125
CD276	0.2255
KRT80	-0.868875
DUSP28	-0.284
CSNK1E	0.676666666666667
SRP14	-0.3665
KCNQ4	0.1835
KRT72	-0.277166666666667
CCDC117	0.883875
C6orf89	-0.643277777777778
TUBB2B	-1.58766666666667
RTN4IP1	-0.3705
CR1L	-2.307
CEND1	0.974625
C12orf41	-0.617
RNF31	0.20625
UBN1	-0.3175
C17orf32	0.22
SLC5A7	0.474
GPR92	0.810333333333333
ESAM	1.9022
CTNNA1	-0.0025
HRBL	-0.8054
CBX4	-0.0815
TMEM182	0.2915
SH3TC2	0.00116666666666667
IL10	0.868333333333333
PXMP4	1.0175
RNF167	-0.2165
PAK7	1.41666666666667
ETV3	0.2775
ATPIF1	-0.626
LOC554207	-1.322
OR8H1	0.153
WDFY3	0.614125
DPM1	-0.1215
GPSM1	-0.3815
WDR92	-0.4401
LRP1	0.542333333333333
ANKH	0.4085
THUMPD3	-0.5625
POLR1B	0.224
OLFM4	3.83483333333333
RAD9B	0.45175
TSPY2	-3.1215
PAX6	-1.21083333333333
SCG2	-3.88725
SLC17A6	0.7995
FMO3	1.432875
PADI4	0.0974999999999999
TUBB4	-0.5717
NLK	-0.06725
POU4F3	-0.2145
SDF4	-0.1515
ITGBL1	-1.26583333333333
NETO1	-1.62725
TAP2	0.8675
ABBA-1	1.37566666666667
GNAI1	1.3375
VPS4B	0.49725
NOPE	0.3211
GALNT6	0.533166666666667
SESN1	-1.427625
GBE1	-2.18511111111111
CLASP1	0.2485
RASGEF1B	2.826875
ACOT11	0.297642857142857
AFAP1	-0.04525
OR2H2	0.33575
DPY19L2P1	-1.37975
DZIP1	-0.96325
SEC22C	-0.459916666666667
GPR161	0.819
RNF146	-0.00575
WDR74	-0.635375
GALP	-0.7525
PURA	-0.3375
DNPEP	0.138666666666667
RP11-78J21.1	-1.79275
ERBB2	0.972125
FANCM	-1.04075
NEO1	0.350166666666667
DDX3Y	-4.3836
RPS3A	0.3405
MXRA7	0.130785714285714
LGALS3	-0.639166666666667
GLT8D1	-0.52
CFL2	-1.53083333333333
UPB1	1.649
NAP1L5	-0.055875
CLDN14	-0.51675
DHX38	-0.18
BTBD1	-0.0345
TARS2	0.164333333333333
ABCF1	0.00740000000000002
FCF1	-1.024
LRRC49	0.0035
GUCY1B2	-0.5825
C1orf177	2.184
SMARCA4	-0.651857142857143
LRP8	0.257333333333333
TAGLN3	-0.4575
MRPL14	0.2525
TTRAP	-0.64225
ZDHHC20	1.3645
NFE2L3	0.73725
KIAA1377	-1.465375
PALMD	0.4905
TMEM43	-0.611
TTL	-0.13325
STAT5B	-0.978666666666667
SSB	-0.342875
OR10H5	-0.12
SLC22A13	-1.92
AKAP3	-0.99325
TIMM23	1.0525
OAS2	1.9565
KIAA0423	-0.62775
TRIM11	1.51116666666667
GLIS3	0.06175
TMEM50B	-0.218333333333333
ARHGEF4	0.60575
DEGS1	0.836
TBL1XR1	0.9698
G6PD	-1.8975
SP140	1.5066
MUC17	0.340666666666667
NUDC	-0.3852
DNAJC5B	3.3135
SCARA3	-0.7645
CPA3	1.17983333333333
BCAT2	-0.205875
MFN1	-0.034
NRG3	0.953
SNX11	0.14125
PLEKHH1	-1.4235
GPR177	-2.4455
HCFC2	0.55725
TCAP	-0.54975
MOCOS	0.25775
C14orf93	0.62025
PRDM10	0.045
SLC16A4	-0.769583333333333
SRGAP1	-0.551833333333333
VIP	0.09225
DUSP27	-0.0758333333333333
LILRA1	1.4774
MC2R	0.497
MGC24103	-3.31425
MBTD1	-4.882
FUT11	-0.941833333333333
USP33	0.7646
C15orf39	0.5985
MAP3K12	-0.533875
PAAF1	-1.96183333333333
BARHL1	0.485
FLJ16165	-0.457
PIWIL2	-3.08125
SYNE1	-0.573666666666667
CMTM4	0.83125
TSPYL1	-0.668
GUF1	0.154833333333333
TMEM157	0.5055
WDR44	0.264
HIST1H3C	-0.1845
DKFZp666G057	-0.3075
RNPEP	0.48625
GAS2L2	-0.185333333333333
ADH4	-4.3405
GRPR	-0.7912
FBXL17	1.87725
ZBTB10	0.413166666666667
Gcom1	-0.138166666666667
HTRA1	-0.4808
ZNF585A	-0.4765
SLC26A2	1.07721428571429
OTOP3	-0.438666666666667
WISP1	1.48655555555556
ATP2B4	1.12391666666667
FLJ10769	-0.17775
CRAMP1L	0.25075
CHST12	-0.98275
RAB22A	-0.394666666666667
TARDBP	-0.0777857142857143
STAU1	0.522
CRB3	2.26366666666667
MIG7	-0.0755
CHMP1A	0.671833333333333
ZNF160	-0.854125
B3GALT6	0.58675
BARX1	0.0598333333333333
C6orf167	-0.7810625
NXNL1	1.159
DHX29	1.014
HADHB	-0.5095
PLXNB2	-0.524875
ILDR1	-2.058
SLC15A3	3.13075
GAS2	-2.12866666666667
C20orf69	0.1245
NUMB	0.07225
TNIP1	0.234125
MESP1	1.73983333333333
PSKH1	-0.095
NSFL1C	-0.89775
RHOG	0.14775
HEY1	-2.47766666666667
KNG1	-2.423375
ITGAX	2.55
LIN9	1.685
CANT1	-0.786
XRN1	1.01792857142857
CCDC96	0.8982
HEATR6	-1.31483333333333
GNG7	-0.451666666666667
RUNX2	0.7800625
SOX1	0.771
FCRL5	2.8415
ZNF99	-1.17125
FAM9A	0.567
SNX22	0.542333333333333
MBNL3	-0.948666666666667
ODC1	-0.7299
ADORA2B	-0.395333333333333
NR2F6	0.2795
ZFYVE16	-1.05644444444444
SYNJ2BP	-0.4804
POLE	-0.87025
E2F2	1.06075
THRA	-0.260833333333333
PTGES2	-0.350166666666667
HIP1R	0.406666666666667
TMUB1	-0.666666666666667
ENO3	-2.20225
RSPH10B	-0.2625
CXorf39	1.61375
IRGC	0.2505
GPR109B	1.58125
FLJ13305	-1.0285
LCE3A	0.237
TNFRSF18	0.313
DET1	0.0445
TRPM3	-0.0504166666666667
C16orf79	-1.9325
FECH	-0.654666666666667
RAP2A	0.966166666666667
CRIP1	-0.476166666666667
AZIN1	0.399125
SLC7A7	4.94575
IL10RA	2.0009
TMEM64	-1.9805
CDC42EP4	2.2191
C16orf58	-0.6674
ARG2	-2.608
POU5F1P4	-3.57975
FAM62B	-0.054625
DNAH8	-1.4543
ASH2L	0.427875
TSLP	-3.384
CNTNAP5	-0.143833333333333
TMEM16C	-0.9795
IFNA14	-1.784
SLC1A3	1.619
CABYR	2.1685
BCL7B	-0.1953
NUDT13	-2.55016666666667
C13orf28	1.8355
C1orf53	0.34875
ARL6IP4	-0.2107
RPL35A	-0.4035
EMR3	0.37
RAB40C	-0.182083333333333
SLC41A1	0.573833333333333
LRCH1	1.107
LY6G5B	-0.854
FAM124A	0.4045
MGC10981	-2.49116666666667
CLIP3	-0.4749
MAP4K2	0.250833333333333
CHIC1	-0.71425
SULF1	1.79016666666667
C20orf30	-0.976714285714286
PRDM5	-1.106875
ELOVL1	-0.9005
C11orf48	-0.8795
SLC39A10	-0.573
KCNV1	1.0885
ACP1	-2.05433333333333
ZMYM2	-1.243375
B3GNT6	0.1545
C9orf69	0.574
C2orf15	-0.70675
C20orf166	0.912
HSP90AA6P	-1.7195
EDG7	-0.5945
NEURL	2.30325
LPL	0.217833333333333
CLEC2D	0.219714285714286
GRRP1	1.875
CD8B	-2.1485
HIST1H3D	-0.114833333333333
SLC6A12	0.651875
FAM27L	0.873
CD84	2.3603
RASA1	-1.2455
PHKG1	0.2965
MAGEA11	-1.8415
IMPA1	-1.1884
NPM3	-0.536
RARRES1	7.0185
SH3BP1	1.401375
B3GNTL1	-0.108
ARPC5L	0.438666666666667
KLHL26	0.31675
SIM2	-2.288125
GJC1	0.895
C20orf194	-0.7455
EXO1	-0.403
SLC2A2	-2.4546
LOC285074	-0.5775
LRG1	-0.812
KIRREL	-0.0095
PIK3R1	1.31542857142857
C4orf34	-0.925
MAF	-1.70416666666667
ADCY4	2.60766666666667
ZMIZ2	1.2088
SLC46A3	0.573
STAMBP	-0.071
CCDC16	0.02125
MS4A12	-0.289
TCF20	1.15825
LRRC46	-0.84375
C20orf152	-0.95375
MRPS6	-1.03475
ABCB11	0.099
KCNC2	0.7172
CDH19	-0.778166666666667
C9orf123	-0.449
SSH3	-0.1825
LDLRAD1	-3.1785
CCBE1	-1.50325
ZNF135	0.267125
TAAR1	0.5005
WFDC12	0.9625
CCDC42	0.338166666666667
FLJ12529	-0.2735
PER1	-0.393333333333333
TIMM50	-0.0673333333333333
SMARCAD1	-0.2125
FAM26C	-0.2735
TP53TG3	-2.2585
SH3RF1	0.7623
LMCD1	1.2505
GPR63	0.522
FLJ21986	-2.0355
AIFM3	-0.78925
MICAL1	0.752833333333333
BLZF1	0.487
IQCA	0.102166666666667
PCDHGC3	-1.604
SAC	0.798333333333333
BCL6B	1.66633333333333
DDO	-0.85975
MARCO	4.97225
DCHS1	0.307333333333333
C1orf170	-0.248166666666667
CD200R1	1.032
C22orf15	-0.4435
SEPT11	0.612
ADNP	0.31975
UST	0.35
C13orf34	0.135833333333333
RFFL	0.171785714285714
APBA3	0.0285
C2orf60	0.04625
CUTL1	0.0396
PMS1	-0.638875
ZNF689	-0.489
EIF3E	-0.635833333333333
IL9	-0.5078
RPL31	-0.043375
LY9	1.01216666666667
ATP2B3	0.14
KDELR2	0.077
TFCP2	0.193875
NLRP12	-1.855375
FLJ45422	-0.26025
TLE4	0.9987
ZNF570	0.3405
FLJ43806	-0.9335
TLK2	-1.122125
CIR	0.7995
MARS2	0.9495
COL24A1	-0.03625
SDF2L1	-0.0725
HIBADH	-1.57416666666667
IGFBP3	-2.51671428571429
C12orf23	0.377
PSPC1	-0.08875
C20orf43	-0.57475
TRAV20	1.01
ARHGAP24	0.083
KIAA1975	-1.355375
C1QA	4.1623
DNTT	-4.68966666666667
C10orf6	-0.272166666666667
C11orf41	2.278125
HNRPF	0.962875
COL11A1	2.85266666666667
UBAP2	0.384666666666667
CDKN2AIPNL	-1.1285
C20orf174	4.6385
SPRED2	-1.1485
PLA2G12A	-0.627666666666667
ICEBERG	-0.727
SCN10A	0.773
C11orf65	-0.21075
GBP5	6.155
PITPNC1	-1.48766666666667
POU3F3	1.6435
NCOA7	0.98725
LIN7C	-0.0798
LOC348840	-1.558
NKX2-2	-2.91966666666667
ANKRD13D	0.3105
LOC123688	0.67375
FUT2	1.781
TAAR8	0.38
FZD4	-1.66375
PNMA3	0.3945
OR4L1	0.5575
WIT1	-3.453
EXOC3L	2.28425
ATPBD4	-0.2089
KRBA1	-0.702
UBXD6	-2.3135
HOXB7	-1.25361538461538
C7orf23	-0.3425
UNQ338	2.2815
STAB2	-0.52975
CDC20B	-0.51575
IRF9	2.048
CENTG1	1.10975
TNPO2	-1.451
MCPH1	-0.550875
BMS1P5	-2.06025
SLC26A7	0.0555
HIST1H3J	1.56125
C9orf3	-1.4158
LBH	1.67625
MYO1D	-0.13775
PTDSS2	-0.421
NFU1	0.22925
DEPDC4	-1.84325
WNT7B	1.1686
GLP2R	-0.4325
SETD4	-0.5607
DYNLT3	-0.5643
FKBP11	0.596333333333333
SESTD1	1.72983333333333
FLII	-0.278
RPS16	0.3199
CHPF	-0.891166666666667
CSNK2A1	-0.406166666666667
SUMO1P1	0.4355
FKBP6	-0.377
ZNF214	-2.39316666666667
TWIST1	1.17333333333333
DDX56	-1.46716666666667
TRAM1L1	0.5131
EPO	-2.60733333333333
MRPS18B	-0.18375
ZNF682	-0.981333333333333
RPL14	-0.796833333333333
MAFF	1.062
LOC51136	-1.648
LY96	0.99825
DDX20	0.82975
ABTB1	0.805833333333333
ARL5A	-0.0155
CCT6A	-0.06525
HEPACAM	-1.01783333333333
EHHADH	-0.618833333333333
RBAK	-0.657166666666667
CGB1	0.03925
ITGB5	-0.1385
YIPF3	0.05625
FKBP2	-0.10525
NR1D1	-0.3612
TMEM110	0.499
NEK2	0.749833333333333
PRAMEF8	-2.16875
C20orf52	-0.0713333333333333
PCDHGA3	-1.225
VWA3B	-0.3815
NDUFA5	-0.151625
THAP9	0.13975
FLVCR2	0.763833333333333
AP1S1	-0.473375
SMAD6	-1.678
SAV1	1.132375
SAT1	2.155375
ZNF251	0.737
ADAMTS7	0.7149
RPP38	0.69275
C1orf211	-1.884
YPEL2	-0.1187
RBMS1	1.18275
ZNF445	-0.733666666666667
NRXN2	0.155
PGBD4	-0.54425
UGT2B28	-2.951
WBSCR16	-0.7316
NLRC3	1.126625
ASTL	0.30075
ST6GALNAC1	-2.82175
ZADH2	0.257
MLLT4	0.741666666666667
ARL6	0.0978333333333334
MEF2C	-0.3985
CBFA2T3	-1.8725
AFF3	-0.670571428571429
COG7	-0.508166666666667
MYB	-2.72383333333333
PLXNA3	0.6795
XRCC2	-1.29833333333333
MMS19	-1.046375
ST8SIA5	-0.941625
CHPT1	-0.1805
KIAA1712	-0.64
OR6X1	3.684
ACTR3	0.72375
UGCG	-0.259
OR4P4	-0.0895
ZAP70	-1.82675
LPP	0.91675
ZNF485	0.77375
PTPRCAP	1.196
IL12RB1	0.939
ATRX	-0.4423
CHST8	-2.069625
C14orf109	-0.34925
ARV1	-0.21825
NMB	0.742285714285714
COX5A	-0.0666666666666667
EIF6	-0.05375
MPPED2	-2.5915
SEMG1	-1.46
CHRDL1	-0.252
TRAF3IP2	0.96775
WNK2	-0.413375
LILRA4	2.72633333333333
LAMA2	2.24525
PXT1	0.188
RLBP1	-3.19325
CD300C	0.413
SLTM	-0.303625
FLJ10404	0.2646
APOBEC3D	1.74283333333333
RENBP	0.653666666666667
ATXN7L1	0.06825
NID1	-0.64775
TUBGCP3	-0.283875
ITIH5	-0.0166470588235294
CCDC110	0.876
C8A	-2.70625
MGC87042	-2.05275
HOXC13	-2.309
TFDP2	0.103
HCP5	2.445375
POLI	-0.43325
UCN	-2.08783333333333
ZNF764	0.136166666666667
C8orf45	-0.9
FHL3	-0.1705
SPATA5L1	-0.011
MMRN2	2.50616666666667
NDST1	0.771833333333333
COL20A1	-0.61
ZNF248	-0.472666666666667
PELP1	-0.0751666666666667
MBL2	-1.90166666666667
RNF41	-0.380625
C5orf24	-0.122
THOC5	-0.140875
SERINC3	0.37525
RP11-151A6.2	0.4095
CDCP2	-0.024
HIST1H2AA	0.06175
C11orf75	1.13783333333333
FKBP7	0.1155
DDOST	-0.9265
GPNMB	1.50766666666667
TTF2	0.06
KCNT1	-0.294833333333333
SLC39A14	-1.014625
NGRN	-0.2204
GPR137B	1.355
MECP2	0.017625
PSMA1	-0.565
C16orf73	-4.41825
TMEM60	0.118833333333333
CSN3	0.385
NOS1	0.6076
RAB7L1	-0.696333333333333
YBX2	1.1615
KIAA1166	0.347625
FUBP3	0.0701666666666667
ABCG1	0.471
ACACA	0.29475
ARL11	0.7372
ATOH1	-1.201
ODF1	0.2115
CREB3L3	-1.02283333333333
TMEM127	0.949785714285714
DSCAML1	-0.157
PLN	1.15016666666667
LYPLA1	-1.21141666666667
PRDM9	-1.55275
SASP	-0.202
PLUNC	0.476
INTU	-1.273
HISPPD1	-0.327
LNPEP	0.1865
YARS2	-1.31583333333333
APCDD1L	-1.181
ZCCHC4	-1.0924
FBXO22	-0.658333333333333
TTLL13	-2.077
ZNF669	-0.8335
PTGDR	2.3115
DDX27	0.809
KIAA0409	-0.273666666666667
GJB6	2.70675
ASB8	0.02025
PLP2	0.7775
MEPE	0.93125
OR10J5	0.0425
KRT222P	-0.627
COQ7	-0.562666666666667
C1orf101	1.398
RERG	0.5258
CHMP5	0.65575
THAP11	-0.335875
ZNF43	-1.607
ZRANB3	-2.579
KRT13	1.77725
MRPL19	-0.196375
RBBP9	-0.68475
SPATA17	0.038875
BXDC5	0.269833333333333
PAFAH1B1	-0.337
MAGEE1	1.4145
OSTF1	1.703
KIAA0323	-0.355333333333333
TXNDC13	-0.946666666666667
CNTN4	5.084375
LCE1B	3.052
UNQ501	-1.40275
ZNF154	-0.94725
C3orf64	0.57725
SYT5	0.4538
PON1	0.3432
FLJ10357	-1.047625
ATP4A	-1.125
GNPDA1	-1.06833333333333
MGAT1	0.944
C14orf121	1.627
SLC35B2	-0.491
MIER3	-0.740166666666667
CHEK1	-1.431625
ZNF8	0.501166666666667
TXNDC1	-1.2905
CKB	-1.393
RTN3	-0.134357142857143
FZD2	-1.18766666666667
PART1	0.127142857142857
PSMB6	-0.8945
PCDHB8	-0.6465
PHC3	-0.3308
PPP1R8	0.361833333333333
NOVA2	0.800833333333333
TNFRSF11B	-4.56825
GOLPH3	0.873833333333333
UBLCP1	0.22625
SUHW3	0.60025
TTLL1	-0.0055
OPN4	0.0955
OR13G1	-0.037
ZPBP2	0.356
HSD17B11	-1.684125
C9orf50	-0.1585
DHDDS	0.157857142857143
CTSW	1.7344
NEFM	-2.6595
MRPL28	-0.73425
SYN1	0.82
PIGV	-0.692
ZIM2	-0.9545
APBB1	-1.02266666666667
SND1	0.07
C1orf123	-0.0453333333333333
CHD3	-0.54225
BHLHB8	0.52625
RNASE2	1.85983333333333
BCAP31	-0.2325
SLC25A44	1.02066666666667
CHD6	-0.0656
PIB5PA	-0.194916666666667
SELS	0.91275
LOC541471	0.54425
FAT2	2.6235
ZNF81	-1.225
OR4C16	0.8655
FLJ10081	-0.3432
LRRC4	-0.526
CS	-0.237333333333333
N4BP2	-1.016875
IGFBP7	0.99725
ZNF318	0.518916666666667
NDNL2	0.14775
ZNF609	-0.705
SIRT4	-0.2965
EXOSC10	-0.79725
ECE2	0.633166666666667
OVGP1	-0.47475
GTPBP3	0.98275
PACS2	0.2669
C19orf36	-1.29766666666667
ARL4C	-0.048875
ATG4B	-0.24
UBQLNL	-0.91725
RHOXF2B	-3.5045
PLEKHG2	-0.1065
GALR1	-0.3285
AQP4	0.286166666666667
HDAC7A	-0.213666666666667
DCUN1D3	0.09825
OR8A1	-4.174
CCRN4L	0.83125
CBR4	-1.08466666666667
KIFC1	0.262166666666667
SLC7A14	-1.505
LHX5	1.016
TRPC7	-1.541
LPXN	0.5325
SERPINA1	-1.406125
RPS13	-0.5641
BPIL3	-0.7895
PRKAA1	-0.513
FADS2	0.7746
ENAH	0.4875
PRO1768	0.638
APBA2BP	-0.79375
LIPH	0.0144
C3orf33	-0.891
RCC2	0.0465
ALDH1A2	-3.0655
RNF103	1.27875
AHCY	0.10575
ALG12	0.1745
CCL17	2.28375
ZNF543	1.17866666666667
ESRRG	-0.5607
CNGA1	-0.278333333333333
RDH5	-0.96
OTX1	0.9579
PTGFR	-0.789333333333333
CDR2	0.073375
SELE	3.7875
NLGN2	-1.70033333333333
EXOSC9	-1.015
ZNF566	-0.3185
KLRC2	-3.8455
GPR12	0.823
KIAA0196	0.75325
PDRG1	0.1105
SSR3	0.0163571428571428
MSI1	-0.5415
CST9	0.3975
CC2D1A	0.315375
PLAGL1	0.2
ZNF778	0.409
RNF2	1.098375
KLF6	1.395
THBD	0.265166666666667
tcag7.1314	1.9835
NR5A1	0.3465
ABCD2	0.5565
DNAJC7	-0.855
CLEC4C	0.0415
TM2D3	0.510625
CCDC4	-1.3125
PLAC2	0.5045
DCD	0.6935
FAAH	0.130875
POLA1	0.104
TM7SF2	-2.220625
FLJ39822	-1.7005
FLOT2	0.271625
MAP4K1	0.366166666666667
SRP68	0.0649999999999999
C21orf74	-0.0285
ARPC5	1.209125
LOC126075	-0.151
HECW2	-0.59025
ZDHHC4	-1.14825
ANKRD42	0.256
PDE9A	-0.0313333333333333
ABCA8	-1.05475
NDUFS2	0.11425
UBR5	0.111
BTBD16	-2.20725
LOC554174	-0.959
ZNF20	-0.656
KIAA1843	0.5115
WDR17	-0.015875
C15orf33	0.4085
RNF113A	0.08625
CAMKK1	-1.0713
CLCN2	-0.23875
ANXA6	-0.235
LOC340069	-0.158
EMID1	-0.20825
DPM3	0.25625
ELA1	-0.575
SLC25A13	-0.4941
KRT24	-0.08025
SMPD1	-0.853333333333333
TH	-0.190375
COL6A2	0.3185
ANKS1B	0.588
GPR126	-1.5153
ZC3H12A	1.414
TMEM47	-0.761833333333333
C2orf51	0.0648333333333333
C1orf88	1.01183333333333
HSF2BP	0.34425
AKAP10	0.11775
RPAP3	-1.095
KLHDC8B	1.020125
STOM	1.371
MUPCDH	0.186125
C10orf72	-0.574
PLEKHA3	0.561083333333333
TCP11L1	0.821
CWF19L1	-0.352125
SPEF1	0.217692307692308
YSK4	-0.00225
ELN	-0.074
SAMD8	0.991333333333333
MPI	-1.47216666666667
MEPCE	0.2678
ABCC3	-0.818375
NANOGP1	-1.933
KCNK17	2.732875
HLA-DMB	5.19666666666667
RRAGA	-0.183
ANGEL1	0.17725
RBM32B	0.9605
CPN1	-2.5805
MGC52282	-0.2393
HLA-A	2.22691666666667
OR9G4	0.00899999999999999
EDNRB	-1.8325
SCD	-0.526071428571429
C14orf80	-0.473666666666667
BAGE2	-1.4725
RABL4	0.7275
RCVRN	1.248
SHANK1	-0.1975
NLRP7	0.0325
CD226	1.7915
STAT3	1.0841875
SYNJ2	-0.7229
TPCN2	0.161833333333333
WDR36	-1.37725
MBD4	0.785
ROBO1	-0.1226
ST3GAL6	-1.76875
SLAMF8	4.22083333333333
ATN1	0.786666666666667
GPR141	0.66075
KRT36	0.015
TPH1	-0.003
DDX52	-0.072
ZSCAN29	0.875333333333333
TRPT1	-0.588
DPEP3	0.68325
DENND4A	-0.359375
TSPAN16	-2.393
PTCHD2	-0.5685
LOC145814	-0.59125
CAP1	0.396666666666667
EIF5A2	1.1243
NT5DC3	-1.012
SEPT9	-0.006
SEZ6L2	0.002875
EGFLAM	2.58125
VPS11	-0.187375
NDUFB5	-0.131666666666667
CIDEA	-0.0501666666666667
IER5L	0.783
N6AMT1	-0.4145
FAM83C	-0.013
OXR1	-0.315833333333333
IRX1	0.234
DGKB	-0.342
GCN5L2	-1.622
MIR16	-0.1675
FBXW9	-0.80875
WDR4	0.0773333333333333
PDC	0.5185
VPS33B	-0.7025
HEXB	-0.82925
FLJ32214	1.416
TCEB3	0.067
CRLF1	-4.324
ABI3BP	0.73
C8orf22	-3.28675
PYCR1	-0.599625
KIAA1706	0.55675
CDK5R2	1.12825
WAS	0.849
C12orf60	-1.111
CCBL2	0.15375
MADD	-0.626
C5orf34	-1.83575
WDR42A	0.1025
KLF12	0.05225
HSPA1A	1.419
ITM2C	-0.46575
DAPK2	2.21916666666667
LOC442590	-0.43
SUMF2	0.101625
CENPA	0.631
TMED5	0.08875
CDH6	-1.051
BRP44	1.268
THG1L	-0.605
GABRA2	-3.14775
C14orf166	-0.676
MYL1	-1.0992
TNFSF18	0.8725
PAP2D	-1.66983333333333
PPIB	-0.87525
KLHL4	-0.739875
SFN	1.12266666666667
CCDC127	-0.34825
FRAP1	-0.52525
GOLGA5	0.17975
SDCCAG1	-0.102
MGC21675	-0.332
C10orf95	-0.71025
KIAA1345	-0.924666666666667
C1orf163	0.2175
LACE1	-1.34133333333333
OR10K2	-0.125
CENPN	0.30596
TMED2	-0.2175
UGT1A6	-0.4355
ANG	-1.10875
U2AF1	-0.294
CASC2	-0.301
NMT2	0.672833333333333
OSGEPL1	0.01725
DFNB31	-1.243
SLC6A20	0.221
DKC1	-0.044
FXYD4	-0.97175
WDR64	0.38425
MGC5590	0.247
CREBZF	0.125333333333333
DAZ1	0.3365
PRPSAP1	-0.748
GCHFR	-0.86975
TTC7A	0.832625
LOC196993	0.22825
UBD	5.15866666666667
S100A1	-0.064875
RPL6	0.225833333333333
DNAJB6	-0.3704
NAGS	0.7981
C2orf58	0.8605
KERA	0.517
MT1X	0.1725
UBE2B	0.2253
KEAP1	-0.02025
MST1	-3.251625
OMA1	0.474
ABLIM2	2.41225
BCL2L13	-0.543833333333333
JAZF1	-0.0515
TMEM63B	1.177
S100A8	3.258
ARFIP2	-0.3415
UROS	0.51275
KHDRBS2	-0.8975
POLQ	-0.624875
SOAT1	-0.26225
SPAG4	-1.55175
MRPS30	-1.23483333333333
LOC494141	0.06925
OR2T11	0.1855
ORAOV1	0.0479
ZNF184	-0.0285
TCEB3B	0.21625
ADAM21	-0.4475
GDPD1	-1.298
SPINLW1	0.3835
PRR14	0.0271666666666667
KCTD9	-0.1918
NUDT3	1.07275
KIAA1822	0.4724
HIST1H4K	1
DFNA5	-1.3085
GABPA	0.17575
C14orf44	-1.22
POLB	0.43725
PTAR1	0.388
SEC31A	1.1559
TRIM58	-3.07933333333333
TAS2R14	-0.518
VPS8	-0.36325
H1F0	1.20766666666667
PRKCB1	-0.895166666666667
UGT2A1	-0.01
TOR1B	-0.2615
LSS	-1.09366666666667
C2orf19	0.2105
HNRNPC	-0.0380714285714286
TMEM100	-2.94933333333333
LOC116349	-0.0055
OR51M1	-0.035
CCDC142	-0.40075
ISG15	1.2066875
ZCCHC14	0.62075
CREBL2	0.56025
TGDS	-1.04975
DC2	-0.65925
CACNA2D3	-1.76407142857143
ZNF429	-2.45575
LYPD6	-1.71466666666667
SUCLG1	-0.154666666666667
OR51I1	-0.952
MAGEH1	1.33225
PRPF40A	-0.779
SMR3A	3.135
SPINK2	-1.62675
THAP2	0.9325
NPY5R	-0.239125
IRF4	-0.35275
SPESP1	-1.755
OR10S1	-0.195
DTD1	-0.095
TUBE1	-1.50025
DDX19A	0.023
PDPN	-1.378375
TMEM34	-0.176833333333333
MGAM	1.785
COL3A1	4.78577777777778
GFM2	-0.5877
OR5A2	0.8005
PSG9	-0.972666666666667
ARHGEF11	1.0155
IVNS1ABP	0.10525
SIGIRR	0.25725
DUSP19	-0.743375
DNAJC14	-0.5929
ACSS1	-0.553625
IL1RAPL2	0.7305
C4orf30	-0.617
SEPT4	1.04325
LANCL3	-0.50075
SPAG17	0.114333333333333
PRDX3	-1.12575
HNF1A	-1.30675
P4HA2	-0.581
RFWD3	0.603666666666667
MOV10	0.2445
DNAJA5	0.886785714285714
LOC729440	0.5755
LOC200383	-0.131
SMC2	-0.3685
MIXL1	-0.955833333333333
TMEM9	-0.15875
FAM86A	-0.2845
ZNF174	0.2043
MYH14	-1.179
CCR8	0.165
VPS37C	0.764333333333333
GPATCH1	0.946333333333333
B3GNT8	1.17
TBX4	-0.3195
CNR2	0.5155
PCDH1	0.5735
C5orf29	3.6355
OCIAD2	1.39725
PLCG2	3.04925
KIAA0247	1.74825
HRH3	-0.2015
CAPN13	3.522875
CCR1	-0.0684999999999999
MGC15523	-0.570777777777778
UVRAG	0.315
DNAJA2	-0.379666666666667
ITGA2B	-0.5455
