Hybridization REF	TCGA-AN-A049-01A-21R-A00Z-07
ADAMTS9	-0.032
C9orf66	1.77516666666667
FOXD3	0.299
GSDM1	1.87725
IFITM5	0.4905
PODXL2	-2.48366666666667
C1orf176	0.60025
RPS3	-0.3895
hCG_2004593	-0.00575000000000001
COL21A1	-0.60575
NTNG2	0.299333333333333
RAI14	-0.697833333333333
P76	0.384
LRFN3	0.47525
FAM14B	0.61425
FKBP14	-0.6925
TNNI3	-2.36583333333333
HOXB3	1.034875
SGCB	-0.433
PPAPDC3	-0.038
FRAT1	0.911333333333333
MORN1	0.578666666666667
ARHGEF2	-0.55275
BNIP2	-0.16725
DHX30	-0.905
EEFSEC	0.285
FGF20	0.536
FLJ38973	0.222571428571429
PLCH2	-0.0600833333333333
CCNG2	0.961625
PSPN	0.1065
WDR88	-0.9375
HOXB13	-0.333375
MTMR8	-0.9055
SPAM1	-0.6305
PPP2R1B	-0.680125
TANC1	0.52575
CNN3	0.2531
CHGA	0.033375
C9orf128	2.25775
CACNA1B	0.278333333333333
MMAB	-0.8902
RHOA	0.0676666666666667
RAPGEFL1	-0.60125
SLC1A5	-0.250833333333333
CALCA	-0.293625
SYCP1	0.63675
CXCL11	4.486875
GFI1B	-1.31733333333333
PSCD1	0.338
C11orf58	0.952
MGC45438	0.0615
NUDT18	1.05366666666667
ASB3	-0.548
ZP1	-2.488
LPPR2	0.2783
ZNF527	0.438166666666667
ZNF771	0.37275
TTBK2	0.110625
TRIM55	-0.35875
GJB3	-0.391833333333333
PRSS35	-0.326
SCRG1	-1.261
ZDHHC24	1.61775
DUSP26	-1.06775
C1orf51	-1.759
DNAJC3	0.829
LITAF	1.2445
ZNF410	0.47025
AFP	-4.62816666666667
ZW10	-1.27025
PHOX2B	1.011
VILL	-0.3235
ELOVL7	-0.00237500000000002
LOC644186	2.548
PPP3CC	0.000250000000000004
CHST13	-1.4455
WDR40B	0.341166666666667
MEA1	0.3405
HILS1	-1.57325
DLX6	-2.28883333333333
NKG7	1.3695
EMP1	0.724
ACTR6	0.2765
CHCHD7	0.739428571428571
COG2	0.8574
TCEA2	0.207
TARS	-1.269
FLJ20294	0.169333333333333
ZNF92	2.179875
TRAPPC2L	-0.6638
ARHGAP28	-0.501125
CCDC109B	0.7925
LGTN	-0.3555
INGX	-0.460166666666667
LOC124446	1.40425
RPS2	-0.92225
C17orf75	0.158666666666667
NBPF1	-1.932
SLC2A8	0.059
SNRPE	-0.0275
CARD6	-0.08275
IL13RA2	-0.991875
CUEDC2	0.035625
C4orf19	-1.34225
AOC3	1.666
MTHFD2	-0.4115
OR5M9	0.4525
C4orf38	0.5305
SS18L2	-0.4765
OAS3	2.519
LARGE	0.133
LRIG3	0.168333333333333
LIMA1	0.78625
STARD3	0.925666666666667
VPS39	1.192375
CTAGE6	-0.00650000000000001
ODAM	-1.78675
MORF4L2	1.000125
GSTO2	2.17475
MTFMT	-1.22275
PRKAB2	-1.47492857142857
ZNF76	0.058
HSPB2	3.6405
CRB2	-0.0195
KLRK1	-1.772
LYST	0.531875
UBE2M	-0.3275
SLC16A9	-2.232
ZNF281	0.40925
ST8SIA1	-1.02025
C9orf105	-0.767
ANKRD46	0.96325
FAM108A3	0.7885
C20orf91	0.1715
ZYX	-0.137166666666667
RSPH1	0.763
ZSCAN5	0.631
RIMS3	-1.35333333333333
KRT76	0.2055
CEACAM4	0.527
SIRPB1	0.235
CFHR4	-0.0755
SOX3	-1.13333333333333
GATAD1	-0.7465
C21orf57	0.08775
TMC8	-0.332833333333333
AVIL	1.37166666666667
LMOD1	2.8165
HIGD1A	0.054
NEU3	0.260333333333333
DES	-0.436
BZW1	-0.3119
ZNF221	-0.8595
CCDC27	-0.4165
GDAP1	2.40225
RBBP4	1.1375
MGC40499	-0.3865
PHKA1	-0.171
PRKAR1A	0.563944444444445
HSD3B1	-0.03775
RAD52	-1.09
CD207	1.532
LOC389791	0.6575
RSPO1	1.21116666666667
TMEPAI	1.322375
MFSD2	-0.00574999999999998
ETV4	-3.10233333333333
SCGN	-0.493
LOC391356	0.267
MPP1	-0.737
STARD3NL	0.76375
TFAP2D	0.351
CD2AP	0.5015
CCL20	-4.2605
CCDC86	-1.586
ZFP30	-0.00524999999999998
CTBP1	0.0133333333333333
MAK10	0.354333333333333
STXBP5	-0.669833333333333
LOR	0.43
MAP6D1	0.23025
ARMC7	0.854
TMEM150	0.0074
NSL1	-0.36025
KIF5A	-0.926625
ASCC2	-0.193
PSENEN	0.985833333333333
OPTC	-0.083
FCRL2	0.169333333333333
KBTBD11	-0.68675
PCK1	-1.98325
CENTD3	-1.48475
MEGF8	-0.770625
ALPPL2	-0.24625
OBFC2B	-0.202166666666667
ZFYVE20	0.632875
GALC	1.6265
CTRB2	0.02675
C20orf71	-0.0605
TBKBP1	0.0406666666666667
CAMLG	0.893
TREML4	0.4885
RSAD1	0.653
TUBA3D	-0.0354
KIAA1833	0.518375
PNPLA1	1.4
LRRC34	-1.451
CDH26	-0.5275
ZNF167	0.554833333333333
ZBTB26	-0.0962
VWF	3.5612
VTN	-1.25383333333333
BAD	1.449
PDS5B	0.335083333333333
ZNF644	0.779833333333333
SH3GLB2	-0.464125
SMPDL3A	0.5859
NRG2	-0.761714285714286
IL15	1.72233333333333
GABARAPL1	0.359666666666667
LAT2	0.0696
SLCO1A2	-1.46916666666667
LIG4	0.05875
GSDMDC1	2.160625
BMP4	-2.480125
METT10D	0.508625
SYCE1	0.79875
SPANXD	-5.348
SLC12A9	-0.228833333333333
MC1R	-1.586
RNF168	0.162
TRIM69	0.065
GALNT7	0.4345
ISG20L2	-0.12225
KIAA2026	0.417
TNFAIP8L1	-0.916
DPY19L2	-1.0335
C12orf63	0.4665
PRDX5	0.41175
MED6	-0.151
TXNDC5	-1.060125
CD46	1.07916666666667
CCK	-1.88875
C17orf48	0.33125
ANUBL1	2.551
SIT1	-0.889
TYSND1	0.7495
DEF6	-0.188833333333333
GLT8D4	0.82725
UTP14A	0.30425
RPH3AL	0.79875
NXF1	0.126333333333333
TRERF1	0.653666666666667
TUBB3	-1.3354375
SLC24A2	0.536
SEC22B	0.792
ZNF653	0.65675
GGTL3	-1.88308333333333
CDKL2	0.9435
CTF8	-0.443416666666667
EPC1	0.754
CYP4A11	-0.1465
THRSP	3.20966666666667
LELP1	-0.0743333333333333
TES	0.1445
C17orf87	1.3315
FERD3L	-0.2115
SH3TC1	0.383
RAB36	-1.2255
CRYGB	0.5215
GRIA3	1.5152
BHLHB9	0.81225
C1QTNF9	1.9455
GOPC	0.38825
PNPLA8	0.0983333333333333
ZNF444	0.0045
FMO1	3.819
POLR3C	0.07075
SLC35F3	-0.81925
SGCG	-2.875
DCDC2	0.1645
NANP	-1.3795
MGC23270	-0.0155
BEX4	1.31791666666667
HYDIN	0.4443
RPS6KB2	-0.33125
ADRM1	-0.17025
BAT3	-0.2575
RAB31	1.9775
SCGB2A1	6.337875
SLC6A14	-3.461625
DDX4	-0.324
PRRC1	0.8755
AP3B2	0.825666666666667
TRGV7	0.097
TMEM184B	-0.056
ADPRHL1	1.4905
C21orf45	-0.43075
ARNTL	0.961625
AADAT	-1.257
CCL2	1.29783333333333
SNTB2	0.0966666666666667
RGS9BP	-0.9515
KPNA1	1.459
TMEM41B	-0.0325
S100A11	0.517416666666667
DOT1L	-1.0165
EFHC2	1.689625
CLTC	0.584166666666667
SRP9	0.826857142857143
ZNF521	-0.3585
FAM26F	-1.258
GPR88	0.550166666666667
COL13A1	-0.641666666666667
CHMP4B	0.2368
SIGLEC6	-0.197333333333333
NFAM1	0.244
PVRL2	1.4181
ALKBH4	-0.73525
CCDC93	-0.809
NXT1	-0.05475
KCNK4	0.3425
TROAP	-1.647
KCNA10	-0.5845
CCDC114	0.283166666666667
RAN	-0.248083333333333
LMTK2	-0.532
LOC400657	1.108
UFC1	0.6155
UBE1DC1	0.8425
EEF1A1	-0.422722222222222
CHAC1	-0.1135
HMGA2	-5.4206
B3GALTL	0.2605
ING2	-0.84775
C1orf109	-0.365
INTS3	0.455625
ZNF558	0.603
TRPM4	1.60933333333333
LTB4R	-0.675
ISYNA1	-0.8805
LSM7	-0.17425
LRRC47	-0.5559375
ZNF179	-1.1305
EXDL1	0.0486666666666667
SLC4A10	-0.840375
ACSS2	-1.03883333333333
COPS7B	-1.1205
KIAA0040	2.07633333333333
C1orf95	0.3685
AP1GBP1	1.18425
OR9A2	0.1485
FAM71C	0.541333333333333
RIN1	-1.91766666666667
ITGA4	-1.855375
DNAJC6	-0.991666666666667
CLOCK	0.0368333333333333
SLC35A4	0.630166666666667
DSG4	-0.231
LOC26010	-0.28
NSUN2	-0.612
TMEM86B	-1.6211
C14orf135	-0.11675
KIFC3	-1.39366666666667
PHF5A	-0.9735
NCAPH	-1.554375
STK11IP	0.07975
FLJ42953	0.245625
CCDC19	0.7275
ZNF329	-0.775
TAX1BP1	1.16333333333333
ZDHHC18	-0.369166666666667
C10orf88	0.93575
TMBIM4	1.2206
NMUR1	0.3115
KIR2DS4	0.310125
C9orf90	-0.560875
MGC87631	1.1635
KDR	2.465
ST3GAL2	-1.226125
RLN2	0.597666666666667
HPD	-3.06375
MOXD1	-1.97633333333333
PDGFRL	2.1575
SMYD4	-0.764785714285714
FAM103A1	0.7645
MFAP4	-0.558666666666667
LOC285141	2.39625
TMEM45B	-1.710875
SMCR7L	-1.14778571428571
GZMH	2.9025
CBLN1	-2.41883333333333
CNNM1	-0.5955
PHF17	-1.4595
NUP98	0.107333333333333
RMI1	-0.0095
PTPRS	0.015375
ANKRD57	-0.134375
CLDN15	-0.635
OR51A2	-0.1355
GUCA2B	0.701
DOCK9	1.12525
ITGB1BP1	-0.627666666666667
DLG2	-0.4295
BRAP	0.0205
SESN3	0.0485
ZC3H7B	-1.03275
FAM101A	1.25233333333333
FKSG24	0.1065
ZYG11B	-0.261625
RFC2	-1.53925
SH2D3A	1.31533333333333
DVL3	0.482416666666667
ADFP	-0.645333333333333
KRIT1	-0.9875
SERTAD3	1.68633333333333
LEFTY2	-3.29725
KRT27	-0.3215
SCFD2	-0.51175
MN1	-1.19775
RORA	0.83825
PTPRD	-0.106
PIAS2	0.79
CYP4X1	4.48483333333333
FBXL15	0.36425
MYH15	1.01066666666667
CRX	-0.0405
TBC1D13	-1.0355
SLC22A17	0.370666666666667
PLK2	2.19416666666667
ARHGAP9	1.10025
EIF1B	-0.88825
C20orf185	-0.52575
DEFA7P	0.092
PRIM1	-1.88883333333333
CRYAA	-1.54625
BACE1	-0.21425
AGTRL1	0.466666666666667
ACAD9	1.000125
GRASP	0.22625
RBP4	-2.988
TFB2M	-0.45525
METTL9	-0.4818
ATP5O	-0.331
SP100	0.9597
CPSF1	-0.258
S100A4	-0.78075
LIME1	-1.06325
GPR137C	0.0165
OR2A2	1.998
C2orf29	-0.1625
NUP188	-1.53125
SDPR	0.51
RAI1	0.111875
RPS20	0.1678
LAMB1	-0.67375
ADM2	0.357666666666667
ZNF229	-2.21625
DKFZp434K1815	-1.798625
EPN3	2.049
CLIC3	-1.801
MEIG1	0.502
HMGB4	-0.31275
STARD10	2.6565
KLF8	1.397
EPB41L2	-0.752666666666667
JMJD6	-0.222
CTSL1	0.569833333333333
GPR27	0.2435
ELAVL4	0.85225
MMP21	0.2615
PPM1B	0.7
SUV39H1	-1.09075
AAMP	0.68925
TUSC4	0.2695
MBD6	0.41
KLK13	-1.25414285714286
FMNL3	0.373333333333333
TRIM13	0.292083333333333
C15orf5	-1.49775
IQCF1	-0.1175
CACNG8	0.13
SLC35D3	0.261166666666667
ZDHHC9	0.5155
ODF3L1	0.3315
C9orf86	-1.2099
TSEN2	-0.48675
C17orf64	0.12975
SEPX1	0.8834
TSPO	0.106833333333333
SYMPK	-0.249
ADORA1	1.147
TSPAN10	0.277125
SEMA6C	-0.0568333333333333
RTTN	-0.3777
IL2	0.518333333333333
ARRDC3	-0.230333333333333
TBPL1	-0.344166666666667
STX12	0.27725
MRPL39	-1.64225
OR8H3	0.4995
IFIT5	2.66266666666667
CASC5	-2.05375
FAM46A	-1.04683333333333
HPCAL1	0.258625
CYLC1	0.3965
VGLL2	0.0815
C20orf191	0.4345
CDH1	1.27275
ITPA	-0.37675
CCDC101	0.189
D15Wsu75e	0.2365
EDA	-0.8045
CREG1	-0.057
OR7G2	0.572
SAP18	1.17275
IFIT1	4.57375
CALML3	1.775
FLJ37440	2.4555
FNDC5	-0.4345
SERPINB6	0.0322142857142857
JUNB	0.3783
SYS1	0.93975
SCN2A	0.3622
ZKSCAN5	-0.9758
WNT7A	0.1795
TSHZ3	2.22125
RNF148	0.4075
H6PD	-0.133375
CAD	-1.58933333333333
ZNF449	-0.0275
DOCK10	0.0345
FAIM2	-0.0266666666666667
HEXDC	0.68575
PRB1	-0.407
C14orf148	0.0715
ETHE1	0.72425
IRF5	-0.109
GNMT	1.16066666666667
MGC16291	-2.4075
RPAIN	-0.121285714285714
CAGE1	0.3065
CNTNAP3	-2.385
ACTR1B	-0.32875
EEF1E1	-0.8885
MSX1	-0.5385
ESF1	-0.4797
HSPC171	0.1355
MRPL2	-0.505
RDH12	-0.3105
CELP	-0.308
METRNL	-0.08125
C10orf116	3.555
C19orf48	-1.21225
ZNF346	-0.0435
NCR1	-0.972
C10orf64	0.585
CD52	1.41125
VPS18	0.744625
AP4S1	0.5655
NPBWR1	0.4545
TPK1	0.88075
UBA52	-0.315666666666667
RIPK1	0.720666666666667
CPNE3	1.8702
HSPC159	-0.018375
C8orf38	2.04175
LRRC4B	0.155
PARP10	0.5791
ANKRD50	1.64525
CXCL9	5.964
FGF18	0.888454545454545
EIF2A	0.180125
SLC20A2	0.292
KIAA1549	-1.86933333333333
SPINT1	2.3212
ZNF584	-0.371
CRBN	0.525166666666667
ABCF3	0.906333333333333
NCBP1	-0.4
PLA2G4F	0.745666666666667
PCDH10	-0.799142857142857
TTC21A	-0.2525
C20orf144	0.1355
FGFR1OP2	-0.143833333333333
SLC9A1	0.0453
CHRND	0.2345
FOXF1	-3.1145
KIAA1467	-0.165
TPO	0.753166666666667
LTF	3.30507142857143
DNAJB9	-0.19625
MRPS27	-0.848
bA16L21.2.1	-0.02775
WBP2	0.953333333333333
MRGPRX3	-1.521
PRPF18	-0.3085
C10orf58	0.09125
SMOC1	-2.7758
ADAT3	0.296
TMEM138	-0.21975
TMEM131	0.383625
TIMM8B	-0.286
MYH7	-0.402666666666667
ST6GAL2	1.214625
KIF1C	-0.3475
SUHW2	-1.497
PAPSS1	0.004
CABP2	-0.102
HOXA4	-1.3735
ELF2	0.1095
SEMA3D	0.5251
MC5R	0.5395
OGFR	0.2615
FLJ30092	-0.0938333333333333
TGFA	-0.9995
MMP17	-0.013
KIF15	-2.79675
CHIA	0.3695
CATSPER3	1.169
CEACAM7	1.74616666666667
PADI2	0.5235
HOXA9	-0.302666666666667
LNX2	1.17916666666667
TMEM144	2.32325
HIF1AN	0.6505
METTL7A	-1.3723
C6orf165	2.69983333333333
KIAA1468	0.967375
DSG3	0.82
ZNF180	0.048
EIF4E3	1.05025
SLC46A1	1.22825
DKK1	-5.897
ZNF205	0.559
LOC162073	1.39033333333333
COX7A1	4.6045
MAGEA1	-4.83033333333333
NEDD8	0.193
KLHDC5	0.530722222222222
C3orf19	0.759
MRPS2	-1.6085
POLR3H	-0.0525
ABHD11	-0.381
TMEM17	1.67775
PAIP2B	-0.4148
MAT1A	-3.95125
LGI3	-0.157
THUMPD2	-0.14825
TKTL2	0.05025
XAGE3	-1.9845
CALM3	0.847666666666667
C6orf136	-0.7095
KCNC4	0.4145
RGS9	2.64233333333333
ACIN1	-0.771
SPATS1	-0.1905
XKR8	-0.32525
FAM84A	1.05433333333333
MS4A7	4.58436363636364
AGXT2L2	0.64825
OR1F1	-0.138
SMAP1L	0.329
IPO11	0.289375
ZC3H11A	0.388375
C1orf151	0.091125
RNASEH2A	-0.532
CCR10	-1.2615
TXNDC11	0.918583333333333
TMEM112	1.371375
MAP1B	0.241642857142857
NVL	0.14675
PKM2	-0.99595
ARC	-0.8325
NUP54	-1.2705
PPFIBP2	1.09333333333333
STAT2	1.236125
PTAFR	1.60883333333333
ROBO2	-0.468625
RNF40	0.540666666666667
CCDC135	-0.647333333333333
IFT81	-0.5231
MORF4	0.04025
TM7SF3	-0.866625
OR10H3	0.02
ABP1	0.037875
CHRD	1.233625
PLEKHA8	0.0748333333333333
NCALD	0.71425
OR5AK2	0.274
ACCN1	2.3325
SLITRK1	0.0835
ARMET	-0.38675
C9orf52	1.8635
REEP4	-0.5615
MTSS1	2.775375
ADH1B	3.56783333333333
DLD	-1.067
CDK5	-0.673
PPFIA1	0.361125
WFDC3	1.09575
DNAJB12	1.30671428571429
RANGRF	-0.0135
MLANA	-4.36625
AMY2B	0.27175
KIAA0319	-0.231375
RPS7	-0.971
JAK3	0.0863
ARFGEF1	1.80475
CXCL5	0.59
TRAPPC4	-0.68975
CETN2	0.81375
HSPC111	-0.52525
RHOBTB3	-0.494
PHLPP	0.205
RGS10	0.579
TMEM58	1.003
CHERP	-0.047
HSP90AB3P	-0.692666666666667
FSTL3	-0.938166666666667
PEX11A	1.43125
OR5V1	0.38
FCN3	2.01025
PTPN3	0.06225
NPTX1	-4.950875
C21orf84	-0.96125
C11orf51	0.542875
ZBED2	1.89875
FLJ90757	0.73025
NPY2R	0.287
PLD3	0.35225
SYT17	3.90916666666667
SGSM2	-0.8905
OR1A2	0.19725
FOXP1	0.69475
SLC5A1	1.59225
POFUT1	-0.9867
EPHB6	-2.92066666666667
MYO1G	-1.4605
STAC	-1.6757
KLHL17	-0.526
RGMA	0.9683
TJP2	-0.2226
FAM114A1	-0.0986666666666667
SERINC1	1.27191666666667
SLC9A8	-0.206875
PEX19	0.222375
EDN2	1.4525
PSMD7	-1.28844444444444
C3orf41	-1.933
UQCR	0.233125
PPP1R3C	-1.60375
LRP4	-2.72216666666667
TM2D1	0.715
TTC17	0.4561875
C4BPB	-3.773125
CCL25	0.691
ZNF253	0.3385
CHRNA9	-2.95
SOX11	-1.346875
HIVEP3	0.8745
CGN	1.86225
C3orf35	0.328875
PKD2L1	3.131
SYVN1	0.766875
PDE8B	0.754
LOC439951	0.23825
LTC4S	2.34283333333333
MIF4GD	0.761333333333333
SMARCA2	1.214875
TUBGCP6	-0.4325
CABLES1	0.548375
C16orf77	1.13716666666667
ZNF791	0.127
FUT5	-1.024
ADH6	-2.08166666666667
P4HB	0.63
CLDND2	-1.96025
ALKBH8	0.5055
PLAC4	-1.3345
F11R	0.284357142857143
MGC35295	0.214833333333333
PDZD4	-0.501833333333333
LOC389073	0.21475
FAM80B	-0.256833333333333
PSMB1	0.3715
TXN	-0.136333333333333
VIPR1	0.5454
WBSCR18	-0.4913
EXOSC6	-0.608333333333333
ACTA2	3.57983333333333
SP5	-3.55316666666667
ANKRD1	-3.53566666666667
DDR1	1.7182
ATP6V1D	0.56375
PTGS1	-1.141
RNF157	-1.25175
DCC	0.171
SPAG7	-0.0595
FBXO18	-0.43375
UBE3C	-0.5472
HOXC6	0.79525
LRP2BP	0.0733333333333333
MYST2	-0.1715
PDSS2	0.42025
ATE1	0.759
ARAF	-0.0455
KLF10	0.1105
PLA2G2E	-0.0445
ASCL1	-0.952166666666667
TSNAXIP1	0.9085
FAM131B	-0.427375
IFNA10	-0.24
NUP43	-0.2755
FAM44B	0.2605
L1TD1	-5.0835
NMD3	-0.125833333333333
C18orf54	-1.369
PHOSPHO1	-0.1845
RAG2	-1.145
EMILIN3	-0.2265
METTL3	-0.308
VPS13C	0.332625
REXO2	-1.3615
ANXA4	0.139
CA1	-0.83
DCP1B	0.57875
TULP3	-1.205
ATP2A2	-0.256071428571429
ATIC	-0.351
ADAM15	-0.455
NPL	1.3565
LGR4	-1.4255
UEVLD	1.26033333333333
GAB1	1.128
SNAI2	-0.0895
ZGPAT	-0.1721
SNF1LK	-0.203625
DLEU1	-0.051
UBE2Q1	0.048
ZMYM6	0.307
JPH3	-1.74016666666667
FAM38A	-0.828666666666667
PXK	-0.221833333333333
DENND2D	2.8155
BAX	-1.16458333333333
CP	2.23963636363636
RPL37	-0.609
G6PC3	0.487
NCOA4	0.229666666666667
LRRC14	0.470625
GORASP1	0.05825
FCHO2	1.095625
CYP24A1	-3.2626
FXYD3	1.992125
SMARCAL1	0.7355
ABCB8	-0.823666666666667
CCDC44	0.509
PRDM7	-3.2115
USH1C	-0.9965
DNAH5	1.23583333333333
SRF	-0.45175
MAL2	2.85833333333333
PGPEP1	0.415583333333333
SIN3B	-0.0815
SEMA3C	-1.39833333333333
GRAMD3	1.10875
FBXO10	0.065
OR5D13	0.214
FLJ31818	-0.3445
CACNA1I	0.492375
S100A13	0.1385
TP63	1.936
ANXA11	1.0379
WDR66	0.277625
CSF2RB	0.2875
IFI44	3.386
DACT1	1.77833333333333
ANKRD23	-1.158875
ATP5G1	-0.4795
C21orf70	-0.5955
PPWD1	-1.1025
DNAJC13	0.7735
PAH	-3.60866666666667
PTCH2	0.74075
TRMU	-1.9775
CCDC9	0.1855
USP3	0.0398
DCLRE1C	-0.5164
FAM55C	4.004
FRMD4B	1.34175
CYP2R1	0.02425
RFPL1	0.3454
XPO5	-0.609
ARL6IP2	-1.1665
OSBPL5	1.13175
MMP9	3.78690909090909
KIAA0802	-0.811875
DHRS2	-2.84183333333333
SGEF	0.615875
TXNDC10	-0.7363
EXOC6	0.6525
RPS27	0.155666666666667
PNCK	-1.31233333333333
FSTL1	-0.364
AACS	0.4495
SLMAP	0.455333333333333
SAMD4A	0.2842
ABRA	0.681
SMARCD3	-0.058
PKNOX2	-2.3615
A4GNT	0.3565
C9orf39	-0.8335
RALYL	0.42725
MGC33556	-2.7485
C10orf25	-0.431
BBOX1	4.07025
NHEDC1	-0.3495
XDH	0.09975
GCSH	-2.134
EDN1	2.1665
MTERF	-1.0615
CLK4	1.254125
ZNF799	0.362
KCNG1	-1.95
CXCR4	0.390333333333333
PTPRR	-1.1275
IRAK1	-0.560125
LOC401397	-1.10325
TMSB10	0.105714285714286
CXCL3	-3.3083
TMC4	2.82875
OR7A10	0.2085
STYK1	2.60925
CHRNA10	-0.20675
CCNI	0.1315
EP300	0.464714285714286
LOC165186	-0.376333333333333
HIC2	-3.055
SDR-O	-0.4015
OR2W1	0.5445
KCNA6	-0.1055
TRIM74	-1.34625
REEP6	1.301
ATP5G2	0.30725
ERG	0.580375
TMEM42	-0.78775
PARN	1.0865
SOD2	0.410875
DIRAS1	-0.504333333333333
PNPT1	-0.36925
JOSD3	-2.16775
hCG_40738	0.114
PDE1C	-1.64125
SEMA4D	-0.084375
AGPAT1	-0.0618333333333333
NOSTRIN	0.85
MAP3K3	-0.133
MAX	0.871714285714286
CAPS	1.86483333333333
SERPINA12	-0.0245
OSBPL8	-0.01225
RICS	1.0841
NR4A2	0.420166666666667
PPCS	1.46283333333333
LONP1	-1.06025
SCYL3	1.54825
HERC2P2	-1.46466666666667
FIBCD1	-0.1435
C15orf41	-1.47425
DMC1	-1.5235
C20orf27	-1.8345
RPS6KA5	0.4574
FAHD1	0.5225
SLC12A4	-0.1295
BRCA1	-1.256
GBL	0.1375
SLK	0.509333333333333
NUDT9P1	-0.6755
NOXO1	1.0535
USP52	-1.31225
BAZ1B	-0.057
SLCO2B1	3.198
BBS12	1.49833333333333
LRGUK	-0.874166666666667
TERF2IP	0.093
COL1A1	5.091
KIAA0090	-0.206125
GRK5	-0.370333333333333
AP1S2	-1.647
TMEM52	-0.4715
CA11	-0.378375
OR4A15	0.667666666666667
ACBD3	1.6618
SPAG11B	0.230428571428571
PRDM2	0.5816
FOXP3	0.14525
SMYD3	-0.0976
LOC389199	0.0645
LGI2	1.74366666666667
NAPE-PLD	-0.5576
ANKRD6	0.652
WDR45	0.594333333333333
SHROOM1	0.0705
PSCD3	-0.0115
PYY	0.87
KCNC1	-0.306
ARHGEF9	0.3214
OR8J1	0.319
GPR55	0.0773333333333333
NS3BP	-1.517
C10orf22	0.448666666666667
NAT8L	-1.43275
DUSP4	1.23183333333333
FOXM1	-1.775
GRAMD2	0.3306
ZBTB48	-0.193833333333333
BUD31	-0.9755
PABPC5	1.19
CCDC41	-0.88275
FBXO11	0.24875
C6orf148	-0.4185
RFXAP	-0.914
C6orf15	-0.16
CDK8	-0.331
C6orf70	0.9005
TESSP2	0.9685
ALG2	0.316
PPP1R3D	0.65925
TPM3	0.382055555555556
SYT13	1.61975
EPB42	-0.1435
CETN3	-0.399
PRY	-0.142
NTHL1	0.611166666666667
POLR2B	-0.6815
RPS28	0.012
P2RX3	0.1585
LYZL4	-0.27225
WBP4	0.4374
PMM1	-0.80025
C11orf79	0.47725
CBLL1	-1.647
IL1F10	0.568333333333333
VAX2	-0.619
SETDB1	-0.228166666666667
LRAP	-0.373333333333333
GCLM	1.03516666666667
CPEB3	1.8885
PPM1A	0.684125
INTS1	-0.604
CAMTA1	-0.0295833333333333
SAMSN1	-1.18375
LOC158830	-1.66366666666667
GMPPA	0.13775
AIPL1	-0.277666666666667
IL24	0.669
BDKRB1	-1.78883333333333
MLF1	1.7969
TAF12	-0.515
ID1	-2.930875
THADA	-0.16425
PIK3CB	0.75
OR4N5	-0.6615
TBC1D17	-0.0696666666666667
COX8A	0.4855
CDCA4	-0.75525
C2orf44	-0.81575
ZNF534	-0.26175
IMMP1L	0.60975
NIPSNAP3B	0.625875
FTMT	0.830375
PWP2	-0.951833333333333
MMP15	-1.1113
DNAH11	-1.24625
MTMR14	0.52125
DNAL4	0.61475
IPP	-0.189
TMEM59	1.409125
C1orf157	-0.597
RGS4	1.23333333333333
DDX18	-0.283166666666667
SNX6	-0.119
ZNHIT2	1.38
NCDN	-0.254
FLJ33534	0.10075
RAG1	-1.6905
OR4D10	0.2545
PTPN5	0.220333333333333
POMT1	-0.579875
LRRC8A	0.00160000000000001
CYP1A1	-1.31625
CAPN1	0.825
DDHD2	-1.03475
GRIK2	0.052
GNRHR	0.62
PPBP	0.0995
HTR3A	-0.399
SLITRK4	-0.09025
ANKRD49	-0.2825
BTF3	0.0825
SARS	-0.08175
C13orf18	0.3535
CACNB1	0.306071428571429
QKI	-0.102363636363636
SETMAR	0.4015
MAN2B1	0.814666666666667
EML3	-0.74675
ACADL	-0.0991666666666667
OFD1	-0.575
DEFB114	0.874
CGA	-3.471
PEX16	0.715833333333333
LRRC10	-0.605
GNG12	1.048
C1orf152	0.324333333333333
CHRM1	0.485
CD53	0.587
DBH	-0.673
TFAP2B	1.034875
HIST1H2BJ	-0.462166666666667
FAM46D	0.9395
TMEM11	0.10575
C3orf32	-1.55925
PCCB	0.812
IPO13	0.22125
C6orf105	-4.16025
COMMD5	1.503
SUV420H1	-0.4027
LTBR	0.423
ARHGAP15	-0.921125
HDHD2	0.192
TDRKH	0.291333333333333
LOC401052	1.75
PSG4	-0.3275
GNB4	-0.6433
SPATA4	-0.882
SLC9A3	-0.53
OSBP	0.641666666666667
NBPF3	-0.696583333333333
DOCK11	-0.694
SLC39A5	-1.57533333333333
PRR5	0.343
C10orf63	-0.081625
SMTNL2	-1.4975
ADRA1A	0.25125
ASAH1	2.727
DOM3Z	-0.4445
GIPR	0.519333333333333
AHI1	-0.0131666666666667
NADSYN1	0.847833333333333
RGS14	0.1941
IL18BP	0.7693
RTN4RL1	1.62683333333333
ARMC6	-0.3725
PSMD5	-0.3975
HK3	2.3386
OR4S1	0.7975
RSU1	0.0503
MAD2L1	-1.80122222222222
EIF4A3	0.3025
DLEC1	-0.608833333333333
E4F1	0.579333333333333
CHMP2B	1.0983
CAMSAP1	-0.58875
RPS21	-1.3635
ARID5A	1.1585
UBE2N	-0.3726
IGSF8	0.673166666666667
MAGEB6	-1.4995
ACAD11	-0.1934
MGC4172	-0.07025
LMO4	0.08725
KLKB1	-0.324
