Hybridization REF	TCGA-BH-A0DZ-11A-22R-A089-07
C6orf120	0.4945
PSRC1	-2.56625
PLA2G10	1.88525
KIF5C	-0.046375
MRPL37	-0.809
C17orf62	-0.437833333333333
C9orf135	-0.752666666666667
DUSP10	1.6382
CLCNKB	-0.224
PSMA5	-0.542875
C8orf53	-0.17275
AMPD3	0.270666666666667
PIAS1	-0.096
ADCYAP1R1	0.004
GYLTL1B	0.678
CDH20	0.313833333333333
FBXO7	0.03225
TMEM134	0.4295
FLJ14213	0.454166666666667
ZNF3	-0.591
LRRFIP1	0.159166666666667
CNOT2	0.314666666666667
ABI3	2.1195
ALDH5A1	-0.4425
HNT	1.0556
SERPINA4	-1.9305
TK2	0.563416666666667
STMN1	-2.03544444444444
GUCA2A	0.0911666666666667
GALNT10	0.165142857142857
DPP6	0.6435
C9orf93	0.404125
PRELID2	-0.34225
STK39	0.03075
SFTPA1	-0.95575
CKS2	-3.19544444444444
RHO	0.033875
C20orf135	-0.4345
XKR3	-1.855
CR1	0.23675
RPS6KA2	0.553857142857143
C20orf112	0.68525
MRPL22	-0.56725
C4orf23	0.615333333333333
GADD45B	0.09325
KLHDC1	1.74583333333333
C2orf48	-2.431
ZNF287	1.45
DAAM2	-0.16425
DPPA2	-2.51583333333333
TCTN3	0.654666666666667
DNAJB11	-0.338875
FPR1	1.2365
DEFB4	-0.166
PTCD2	-0.3396
SMOC2	4.58266666666667
CABP7	1.8145
SERPINB11	0.3725
MAGEF1	0.54325
NDE1	-0.456
ITGA10	-0.4385
FSHB	0.00949999999999998
ANXA2	0.89275
HORMAD2	-0.10775
HLCS	0.10625
MCF2L	1.18241666666667
FH	-0.622125
TBC1D24	0.889
KIAA1505	1.147
LGALS2	0.30175
CNBD1	-0.062
SYNPO2L	0.0327499999999999
PTPN23	0.00242857142857143
C1orf183	-0.357
MAGEA8	-2.7235
DGCR8	-1.402625
GSR	-1.0705
PAQR7	0.3615
ZNF676	-0.10075
CACNA1C	0.2321
SP7	-0.127
PDCD6	-0.06325
NRN1L	-0.865
BRI3BP	-0.9575
KIAA1183	0.9615
ASB4	0.08725
CCL23	1.5751
OBSL1	-0.40825
SLC12A7	0.542
KIAA0240	2.0905
CD1B	-2.60416666666667
FCGR2A	-0.15725
MDC1	-0.9615
HTR1A	-0.344333333333333
OCEL1	-0.3395
ATP11B	-0.00906249999999999
FBXO34	0.354666666666667
PCDH12	2.86366666666667
RPE	-0.45375
C17orf74	-0.323
CSDC2	0.0563333333333333
PET112L	0.118
TMBIM1	0.391375
P2RXL1	-0.328
TCHP	-0.77875
TRMT1	-1.151
F2RL2	0.253583333333333
LRRC32	2
IMPG2	0.3705
BGLAP	-0.21875
LOC493869	-1.35025
MRAS	2.444
SLC35F5	1.20275
CBWD1	0.733
AXL	-1.41775
ATP2C2	1.88975
TELO2	-0.83525
PNPLA3	-2.17775
PCDHB14	1.67825
CD276	-0.288
KRT80	-0.255125
DUSP28	0.2405
CSNK1E	-0.0808333333333334
SRP14	0.509
KCNQ4	-0.0935
KRT72	0.0743333333333333
CCDC117	0.2225
C6orf89	0.265944444444444
TUBB2B	-0.871166666666667
RTN4IP1	-0.59675
CR1L	-3.37733333333333
CEND1	-0.570125
C12orf41	-0.204833333333333
RNF31	0.02625
UBN1	-0.686666666666667
C17orf32	0.99675
SLC5A7	-0.05175
GPR92	0.509166666666667
ESAM	1.9362
CTNNA1	0.263166666666667
HRBL	0.0865
CBX4	-0.3355
TMEM182	0.74825
SH3TC2	0.586833333333333
IL10	0.420666666666667
PXMP4	0.403
RNF167	-0.2327
PAK7	4.1615
ETV3	-0.092
ATPIF1	-0.667333333333333
LOC554207	-1.67233333333333
OR8H1	0.19675
WDFY3	1.64375
DPM1	-0.6555
GPSM1	0.1135
WDR92	-0.4495
LRP1	-0.134666666666667
ANKH	-0.276625
THUMPD3	-0.5045
POLR1B	-0.627
OLFM4	6.73466666666667
RAD9B	1.10725
TSPY2	-2.7795
PAX6	-1.554
SCG2	-3.5995
SLC17A6	0.13825
FMO3	2.20725
PADI4	0.063375
TUBB4	-0.8124
NLK	-0.1625
POU4F3	-0.428
SDF4	-0.48175
ITGBL1	1.88
NETO1	-1.533
TAP2	0.00537500000000001
ABBA-1	-0.541083333333333
GNAI1	0.45225
VPS4B	1.27275
NOPE	0.2456
GALNT6	1.2355
SESN1	1.76275
GBE1	-1.47666666666667
CLASP1	-0.191
RASGEF1B	1.19825
ACOT11	0.0293571428571429
AFAP1	1.23825
OR2H2	0.142
DPY19L2P1	-0.81675
DZIP1	-0.9825
SEC22C	-0.179833333333333
GPR161	-0.0723333333333333
RNF146	0.13925
WDR74	-1.0365
GALP	-0.5105
PURA	0.74075
DNPEP	0.117833333333333
RP11-78J21.1	0.37525
ERBB2	3.6785
FANCM	-0.89
NEO1	1.03716666666667
DDX3Y	-4.5566
RPS3A	0.7965
MXRA7	-0.00135714285714286
LGALS3	0.738166666666667
GLT8D1	0.13325
CFL2	-0.862166666666667
UPB1	-0.062
NAP1L5	0.431375
CLDN14	-0.8145
DHX38	-0.77375
BTBD1	-0.00875
TARS2	-0.935
ABCF1	-0.8282
FCF1	-0.0361666666666666
LRRC49	0.07075
GUCY1B2	-2.3005
C1orf177	0.389166666666667
SMARCA4	-0.625214285714286
LRP8	-3.00816666666667
TAGLN3	-0.4665
MRPL14	-0.637
TTRAP	0.1095
ZDHHC20	0.35875
NFE2L3	-1.03325
KIAA1377	1.193
PALMD	1.9671
TMEM43	0.44775
TTL	-1.668875
STAT5B	-1.09066666666667
SSB	-0.731625
OR10H5	0.3385
SLC22A13	-0.3575
AKAP3	0.859
TIMM23	-0.051
OAS2	0.605666666666667
KIAA0423	1.4705
TRIM11	-0.168833333333333
GLIS3	0.87525
TMEM50B	1.126
ARHGEF4	0.144
DEGS1	0.242818181818182
TBL1XR1	0.2523
G6PD	-0.23175
SP140	0.1274
MUC17	-0.380571428571429
NUDC	-0.5751
DNAJC5B	0.664666666666667
SCARA3	0.5305
CPA3	3.48133333333333
BCAT2	-0.015
MFN1	0.0121
NRG3	0.7225
SNX11	0.446
PLEKHH1	0.309333333333333
GPR177	0.737333333333333
HCFC2	-0.037
TCAP	0.04475
MOCOS	-1.4965
C14orf93	-0.00275
PRDM10	0.148666666666667
SLC16A4	1.2645
SRGAP1	0.253166666666667
VIP	0.4765
DUSP27	0.131833333333333
LILRA1	0.3205
MC2R	0.3965
MGC24103	-1.46675
MBTD1	-1.5165
FUT11	-0.756
USP33	0.7539
C15orf39	0.02075
MAP3K12	-0.03925
PAAF1	-0.628166666666667
BARHL1	0.41
FLJ16165	-0.405
PIWIL2	-2.80875
SYNE1	0.803333333333333
CMTM4	0.866375
TSPYL1	1.3008
GUF1	-0.2305
TMEM157	1.129
WDR44	0.20925
HIST1H3C	0.036
DKFZp666G057	1.9825
RNPEP	-0.1435
GAS2L2	1.02366666666667
ADH4	-2.99475
GRPR	1.10583333333333
FBXL17	-1.026
ZBTB10	0.69425
Gcom1	1.03661111111111
HTRA1	0.71
ZNF585A	-0.125666666666667
SLC26A2	0.4905
OTOP3	0.241666666666667
WISP1	0.0896666666666666
ATP2B4	-0.462333333333333
FLJ10769	0.687
CRAMP1L	0.143625
CHST12	-0.8175
RAB22A	0.0100833333333333
TARDBP	-0.255571428571429
STAU1	-0.15525
CRB3	1.69933333333333
MIG7	-1.175
CHMP1A	-0.2305
ZNF160	0.13425
B3GALT6	0.091125
BARX1	-1.27383333333333
C6orf167	-1.2848125
NXNL1	0.307
DHX29	0.495
HADHB	0.17875
PLXNB2	1.0755
ILDR1	-1.206
SLC15A3	1.314
GAS2	-0.005
C20orf69	0.2065
NUMB	0.289
TNIP1	0.203875
MESP1	1.12466666666667
PSKH1	0.35975
NSFL1C	0.18325
RHOG	-0.06575
HEY1	-0.316333333333333
KNG1	-1.47825
ITGAX	0.8715
LIN9	-0.833333333333333
CANT1	0.290875
XRN1	0.0677142857142857
CCDC96	1.1433
HEATR6	-1.098
GNG7	1.68108333333333
RUNX2	-0.1955
SOX1	-0.190666666666667
FCRL5	0.1531
ZNF99	0.6155
FAM9A	0.1875
SNX22	-0.0506666666666667
MBNL3	-1.34533333333333
ODC1	-1.7846
ADORA2B	-0.565666666666667
NR2F6	-0.279
ZFYVE16	0.332166666666667
SYNJ2BP	0.6939
POLE	-1.07125
E2F2	-1.17225
THRA	1.02933333333333
PTGES2	-0.855333333333333
HIP1R	0.7805
TMUB1	-0.68
ENO3	-2.13125
RSPH10B	0.0405
CXorf39	0.017375
IRGC	0.2535
GPR109B	0.94075
FLJ13305	-0.595
LCE3A	0.382
TNFRSF18	-1.49883333333333
DET1	0.0555
TRPM3	0.3345
C16orf79	-1.6015
FECH	0.103
RAP2A	0.507333333333333
CRIP1	1.46816666666667
AZIN1	-0.187875
SLC7A7	2.5195
IL10RA	0.2511
TMEM64	-1.88575
CDC42EP4	1.2931
C16orf58	-0.4287
ARG2	-1.66975
POU5F1P4	-5.24025
FAM62B	-0.1435
DNAH8	-1.9821
ASH2L	-0.27
TSLP	0.447166666666667
CNTNAP5	0.212333333333333
TMEM16C	2.30725
IFNA14	0.206
SLC1A3	0.390875
CABYR	1.44125
BCL7B	-0.452
NUDT13	-0.573833333333333
C13orf28	0.30175
C1orf53	-0.05025
ARL6IP4	0.1252
RPL35A	0.3365
EMR3	0.108
RAB40C	0.290583333333333
SLC41A1	-0.0415
LRCH1	0.22625
LY6G5B	-0.862
FAM124A	0.317214285714286
MGC10981	-3.92683333333333
CLIP3	0.8139
MAP4K2	-0.7835
CHIC1	0.78775
SULF1	0.825333333333333
C20orf30	0.0441428571428571
PRDM5	0.039625
ELOVL1	-0.2905
C11orf48	-1.05
SLC39A10	0.2105
KCNV1	-0.18625
ACP1	0.0528333333333334
ZMYM2	-0.129
B3GNT6	-0.0796666666666667
C9orf69	0.167
C2orf15	0.94025
C20orf166	0.6225
HSP90AA6P	-0.714
EDG7	-0.0435
NEURL	-1.28425
LPL	3.87433333333333
CLEC2D	0.0581428571428571
GRRP1	2.45483333333333
CD8B	-2.4224
HIST1H3D	-0.948
SLC6A12	-0.22425
FAM27L	-0.166
CD84	0.4341
RASA1	0.4985
PHKG1	0.14
MAGEA11	-1.4505
IMPA1	0.00330000000000003
NPM3	-0.47025
RARRES1	5.64075
SH3BP1	-0.38
B3GNTL1	-0.3855
ARPC5L	-0.319
KLHL26	0.43775
SIM2	-2.03225
GJC1	-0.515
C20orf194	0.33675
EXO1	-2.872
SLC2A2	-1.97316666666667
LOC285074	-0.84575
LRG1	1.01875
KIRREL	-0.489
PIK3R1	2.74164285714286
C4orf34	1.0485
MAF	-0.387944444444444
ADCY4	3.37516666666667
ZMIZ2	-0.00810000000000001
SLC46A3	2.07066666666667
STAMBP	-0.450666666666667
CCDC16	0.9115
MS4A12	0.054
TCF20	0.16275
LRRC46	1.18775
C20orf152	0.80625
MRPS6	-0.40625
ABCB11	0.053
KCNC2	3.991
CDH19	0.432166666666667
C9orf123	0.9395
SSH3	0.735375
LDLRAD1	-1.34225
CCBE1	-0.20525
ZNF135	1.249625
TAAR1	0.5015
WFDC12	0.604
CCDC42	-0.00983333333333333
FLJ12529	-0.3965
PER1	-0.319833333333333
TIMM50	-0.9165
SMARCAD1	-0.140166666666667
FAM26C	0.733
TP53TG3	-1.63916666666667
SH3RF1	1.4409
LMCD1	1.095
GPR63	-0.0555
FLJ21986	-2.163875
AIFM3	-0.74375
MICAL1	-0.842
BLZF1	0.847166666666667
IQCA	3.2835
PCDHGC3	-0.351
SAC	0.4385
BCL6B	2.068
DDO	1.1995
MARCO	3.09925
DCHS1	1.26916666666667
C1orf170	-0.263666666666667
CD200R1	0.573333333333333
C22orf15	-0.609
SEPT11	-0.146666666666667
ADNP	0.445
UST	0.6883
C13orf34	-1.04916666666667
RFFL	0.471642857142857
APBA3	-0.1055
C2orf60	-0.41825
CUTL1	-0.5162
PMS1	-0.3335
ZNF689	0.07
EIF3E	0.523833333333333
IL9	0.0948333333333333
RPL31	0.36025
LY9	0.577333333333333
ATP2B3	0.042
KDELR2	0.145375
TFCP2	0.55975
NLRP12	-0.577375
FLJ45422	-0.5255
TLE4	0.322
ZNF570	0.28
FLJ43806	0.01
TLK2	-0.333
CIR	0.6185
MARS2	0.4045
COL24A1	-0.10875
SDF2L1	-1.7335
HIBADH	0.743333333333333
IGFBP3	-2.55785714285714
C12orf23	0.639
PSPC1	-0.20925
C20orf43	-0.008
TRAV20	-0.1085
ARHGAP24	1.5155
KIAA1975	-0.63075
C1QA	3.0486
DNTT	-4.414
C10orf6	-0.203
C11orf41	0.73975
HNRPF	0.281
COL11A1	0.857833333333333
UBAP2	-0.525666666666667
CDKN2AIPNL	-1.4265
C20orf174	2.43325
SPRED2	0.357
PLA2G12A	0.467166666666667
ICEBERG	0.934333333333333
SCN10A	0.049
C11orf65	-0.196
GBP5	2.99775
PITPNC1	-1.18083333333333
POU3F3	-0.732
NCOA7	2.45225
LIN7C	0.4223
LOC348840	-1.8775
NKX2-2	-0.39775
ANKRD13D	-0.696625
LOC123688	0.59725
FUT2	1.773
TAAR8	0.2905
FZD4	0.107333333333333
PNMA3	-0.347666666666667
OR4L1	0.302
WIT1	-2.67575
EXOC3L	0.767
ATPBD4	0.3141
KRBA1	0.04425
UBXD6	-0.14625
HOXB7	-1.031
C7orf23	-0.1855
UNQ338	1.42275
STAB2	2.4985
CDC20B	0.05125
IRF9	1.239
CENTG1	0.748166666666667
TNPO2	-1.73825
MCPH1	0.423625
BMS1P5	-0.8865
SLC26A7	0.09325
HIST1H3J	-0.00925000000000001
C9orf3	0.4233
LBH	0.636625
MYO1D	0.4685
PTDSS2	-0.1045
NFU1	0.363
DEPDC4	-0.90475
WNT7B	0.2287
GLP2R	0.0561666666666666
SETD4	-0.4659
DYNLT3	-0.5326
FKBP11	-0.4535
SESTD1	0.6255
FLII	0.51275
RPS16	0.0171
CHPF	-0.347666666666667
CSNK2A1	-0.4595
SUMO1P1	-0.08225
FKBP6	-0.81
ZNF214	1.47316666666667
TWIST1	0.3715
DDX56	-0.8025
TRAM1L1	2.4338
EPO	-2.932
MRPS18B	-0.13975
ZNF682	-0.126666666666667
RPL14	0.189166666666667
MAFF	0.87175
LOC51136	0.289625
LY96	-0.432
DDX20	-0.10625
ABTB1	0.311666666666667
ARL5A	0.2541
CCT6A	-0.925
HEPACAM	-0.156333333333333
EHHADH	0.5825
RBAK	0.101666666666667
CGB1	1.53025
ITGB5	0.2881
YIPF3	0.605
FKBP2	-0.1495
NR1D1	0.0525
TMEM110	-0.4365
NEK2	-2.84683333333333
PRAMEF8	-2.88525
C20orf52	-0.826666666666667
PCDHGA3	0.387
VWA3B	0.42475
NDUFA5	0.10225
THAP9	0.8435
FLVCR2	-0.313333333333333
AP1S1	-1.16525
SMAD6	-1.17025
SAV1	1.532625
SAT1	1.634875
ZNF251	0.4865
ADAMTS7	-0.3909
RPP38	0.4935
C1orf211	-1.994
YPEL2	1.3279
RBMS1	0.53225
ZNF445	-0.880333333333333
NRXN2	1.21816666666667
PGBD4	0.01675
UGT2B28	3.90075
WBSCR16	-0.6791
NLRC3	0.0845
ASTL	-0.00225
ST6GALNAC1	-2.008
ZADH2	0.2075
MLLT4	0.638666666666667
ARL6	0.334666666666667
MEF2C	0.854
CBFA2T3	-0.95
AFF3	0.834785714285714
COG7	-0.081
MYB	-0.0435
PLXNA3	-0.2715
XRCC2	-1.6905
MMS19	-0.29525
ST8SIA5	-0.500375
CHPT1	0.300333333333333
KIAA1712	-0.281875
OR6X1	0.638
ACTR3	0.563875
UGCG	1.02333333333333
OR4P4	0.107
ZAP70	-3.121
LPP	1.72925
ZNF485	0.1395
PTPRCAP	-0.404
IL12RB1	0.15025
ATRX	0.3917
CHST8	-0.6615
C14orf109	0.26275
ARV1	-0.07425
NMB	-0.403714285714286
COX5A	-0.956333333333333
EIF6	-0.69175
MPPED2	1.95016666666667
SEMG1	-1.2755
CHRDL1	1.2875
TRAF3IP2	1.44075
WNK2	0.114375
LILRA4	1.41783333333333
LAMA2	4.1695
PXT1	0.5805
RLBP1	-1.991
CD300C	0.3025
SLTM	0.28375
FLJ10404	-0.424
APOBEC3D	-1.37633333333333
RENBP	-0.230833333333333
ATXN7L1	0.497375
NID1	0.30075
TUBGCP3	-0.5125
ITIH5	2.22094444444444
CCDC110	3.04825
C8A	-2.4175
MGC87042	0.082
HOXC13	-1.241
TFDP2	-1.02075
HCP5	0.9555
POLI	0.5525
UCN	-1.88766666666667
ZNF764	-0.174666666666667
C8orf45	0.7335
FHL3	0.20625
SPATA5L1	-0.7275
MMRN2	2.60283333333333
NDST1	0.400666666666667
COL20A1	-0.624
ZNF248	0.0266666666666667
PELP1	-0.547166666666667
MBL2	-2.30283333333333
RNF41	0.60275
C5orf24	-0.019125
THOC5	-0.4575
SERINC3	0.443416666666667
RP11-151A6.2	0.5615
CDCP2	-0.23875
HIST1H2AA	0.4635
C11orf75	0.3515
FKBP7	0.299
DDOST	-0.32
GPNMB	-0.013
TTF2	-1.65966666666667
KCNT1	-0.125833333333333
SLC39A14	-0.866625
NGRN	0.3431
GPR137B	1.59375
MECP2	0.217375
PSMA1	-0.26
C16orf73	-4.236
TMEM60	-0.1355
CSN3	3.9605
NOS1	0.258833333333333
RAB7L1	0.1385
YBX2	-1.173
KIAA1166	-0.131125
FUBP3	0.459333333333333
ABCG1	1.0765
ACACA	-0.54675
ARL11	-0.0894
ATOH1	0.1155
ODF1	0.0235
CREB3L3	-1.9035
TMEM127	0.94
DSCAML1	1.1535
PLN	1.584
LYPLA1	0.328666666666667
PRDM9	-1.2135
SASP	1.035
PLUNC	0.290166666666667
INTU	0.55725
HISPPD1	-0.282
LNPEP	0.0101666666666667
YARS2	-0.408166666666667
APCDD1L	0.5425
ZCCHC4	-0.1993
FBXO22	-0.161833333333333
TTLL13	-0.242
ZNF669	-0.066
PTGDR	2.11675
DDX27	-0.015
KIAA0409	-0.354666666666667
GJB6	0.3085
ASB8	0.234
PLP2	0.176333333333333
MEPE	-0.1395
OR10J5	0.561
KRT222P	2.9
COQ7	-0.0411666666666667
C1orf101	1.598
RERG	3.1428
CHMP5	0.228875
THAP11	-0.287875
ZNF43	0.615
ZRANB3	-0.481833333333333
KRT13	4.003125
MRPL19	-0.277125
RBBP9	0.594375
SPATA17	0.636625
BXDC5	0.138
PAFAH1B1	-0.54
MAGEE1	0.8255
OSTF1	0.1565
KIAA0323	-0.199833333333333
TXNDC13	1.062
CNTN4	2.427375
LCE1B	0.234
UNQ501	0.55225
ZNF154	0.5125
C3orf64	1.7645
SYT5	-0.3854
PON1	0.751
FLJ10357	0.276625
ATP4A	-0.3145
GNPDA1	-0.473666666666667
MGAT1	0.0343333333333333
C14orf121	0.0025
SLC35B2	0.08725
MIER3	0.331
CHEK1	-3.011875
ZNF8	-0.170666666666667
TXNDC1	-0.0125
CKB	-2.1951
RTN3	-0.00878571428571432
FZD2	-1.14316666666667
PART1	1.646
PSMB6	-0.3665
PCDHB8	0.149
PHC3	0.3515
PPP1R8	-0.633833333333333
NOVA2	1.2075
TNFRSF11B	-1.736125
GOLPH3	0.6425
UBLCP1	-0.0055
SUHW3	-0.9035
TTLL1	1.36125
OPN4	0.2715
OR13G1	0.39
ZPBP2	0.0778333333333334
HSD17B11	-0.959625
C9orf50	0.429
DHDDS	-0.0997857142857143
CTSW	0.0809
NEFM	-1.6805
MRPL28	-0.95125
SYN1	-0.664
PIGV	0.652166666666667
ZIM2	-0.2025
APBB1	0.4935
SND1	-0.32325
C1orf123	0.2465
CHD3	-0.6935
BHLHB8	-0.2425
RNASE2	-0.164333333333333
BCAP31	0.294375
SLC25A44	0.0106666666666667
CHD6	-0.4585
PIB5PA	1.491
SELS	0.1135
LOC541471	-1.0065
FAT2	3.583
ZNF81	-0.1655
OR4C16	0.439
FLJ10081	-0.2333
LRRC4	0.40075
CS	-0.6125
N4BP2	-0.2625
IGFBP7	1.02475
ZNF318	0.1125
NDNL2	0.854375
ZNF609	0.187375
SIRT4	0.44275
EXOSC10	-0.39975
ECE2	0.212416666666667
OVGP1	0.05325
GTPBP3	-1.1525
PACS2	0.1954
C19orf36	-0.603666666666667
ARL4C	0.265125
ATG4B	-0.340375
UBQLNL	1.1725
RHOXF2B	-3.727
PLEKHG2	-0.929
GALR1	-0.642
AQP4	0.828
HDAC7A	-0.048
DCUN1D3	-0.018
OR8A1	0.534
CCRN4L	-0.19925
CBR4	0.251166666666667
KIFC1	-3.31616666666667
SLC7A14	-0.631
LHX5	-0.3165
TRPC7	0.149
LPXN	-0.9945
SERPINA1	-1.59175
RPS13	-0.0871
BPIL3	-0.4085
PRKAA1	-0.3635
FADS2	-0.3426
ENAH	0.71175
PRO1768	-0.2645
APBA2BP	-1.0075
LIPH	2.97766666666667
C3orf33	0.453
RCC2	-0.601357142857143
ALDH1A2	-2.0247
RNF103	1.88275
AHCY	-0.205625
ALG12	0.334
CCL17	0.75225
ZNF543	1.19933333333333
ESRRG	2.4888
CNGA1	2.9695
RDH5	0.850333333333333
OTX1	-1.1583
PTGFR	-0.4195
CDR2	-0.329875
SELE	3.53875
NLGN2	-1.24
EXOSC9	-0.63275
ZNF566	0.327
KLRC2	-2.863
GPR12	0.0025
KIAA0196	0.17575
PDRG1	-0.58525
SSR3	-0.207785714285714
MSI1	-0.505
CST9	0.3125
CC2D1A	0.1635
PLAGL1	0.696833333333333
ZNF778	-0.409
RNF2	0.36675
KLF6	1.54966666666667
THBD	2.217
tcag7.1314	1.312
NR5A1	-0.346666666666667
ABCD2	1.08375
DNAJC7	-2.2455
CLEC4C	0.449
TM2D3	0.8785
CCDC4	-0.2945
PLAC2	0.17325
DCD	5.382
FAAH	1.259125
POLA1	-0.591333333333333
TM7SF2	-0.3705
FLJ39822	-0.515833333333333
FLOT2	0.08825
MAP4K1	-0.655666666666667
SRP68	-0.333125
C21orf74	-0.2365
ARPC5	0.15875
LOC126075	1.598
HECW2	0.571875
ZDHHC4	-0.05475
ANKRD42	1.2143
PDE9A	0.836333333333333
ABCA8	2.386
NDUFS2	-0.11
UBR5	-0.088375
BTBD16	-2.37225
LOC554174	0.67
ZNF20	0.946
KIAA1843	0.4935
WDR17	0.295375
C15orf33	0.8755
RNF113A	-0.20975
CAMKK1	-0.5799
CLCN2	-1.07825
ANXA6	-0.6095
LOC340069	0.6015
EMID1	0.3455
DPM3	-0.501
ELA1	-0.3675
SLC25A13	-0.8381
KRT24	-0.07
SMPD1	-0.0756666666666667
TH	-0.00174999999999999
COL6A2	-0.143785714285714
ANKS1B	1.21225
GPR126	-1.5966
ZC3H12A	0.577166666666667
TMEM47	1.38133333333333
C2orf51	-0.0931666666666667
C1orf88	2.3615
HSF2BP	0.39325
AKAP10	0.65675
RPAP3	-0.133
KLHDC8B	0.396375
STOM	0.8597
MUPCDH	-0.13475
C10orf72	0.01675
PLEKHA3	0.499
TCP11L1	-0.8995
CWF19L1	-0.03875
SPEF1	0.702615384615385
YSK4	-0.37
ELN	1.0884
SAMD8	0.299833333333333
MPI	-0.8735
MEPCE	-0.2302
ABCC3	-0.4055
NANOGP1	-0.137
KCNK17	2.044125
HLA-DMB	3.8385
RRAGA	0.914
ANGEL1	0.06225
RBM32B	0.0285
CPN1	-2.792
MGC52282	-0.0218
HLA-A	0.77225
OR9G4	-0.117
EDNRB	0.4825
SCD	-0.801928571428571
C14orf80	-1.33733333333333
BAGE2	-0.5935
RABL4	0.946833333333333
RCVRN	0.5605
SHANK1	0.085
NLRP7	-3.295
CD226	0.74925
STAT3	0.8195625
SYNJ2	-1.122
TPCN2	-0.486833333333333
WDR36	-0.448916666666667
MBD4	-0.10825
ROBO1	-0.4191
ST3GAL6	-2.094
SLAMF8	2.24183333333333
ATN1	0.1205
GPR141	0.634
KRT36	0.1885
TPH1	0.463
DDX52	-0.409
ZSCAN29	-0.3
TRPT1	-0.356166666666667
DPEP3	0.70075
DENND4A	0.00712500000000002
TSPAN16	-0.0555
PTCHD2	-0.088
LOC145814	-0.3585
CAP1	0.121833333333333
EIF5A2	-0.6816
NT5DC3	-0.4745
SEPT9	-0.9135
SEZ6L2	0.21125
EGFLAM	3.38125
VPS11	0.073625
NDUFB5	-0.067
CIDEA	3.27016666666667
IER5L	-0.61775
N6AMT1	0.33525
FAM83C	-0.287
OXR1	0.640916666666667
IRX1	1.989
DGKB	-0.4695
GCN5L2	-1.52875
MIR16	0.284125
FBXW9	0.1665
WDR4	-2.131
PDC	0.1665
VPS33B	-0.483
HEXB	-0.14475
FLJ32214	-0.3155
TCEB3	-1.13125
CRLF1	-2.06175
ABI3BP	2.029
C8orf22	-3.483
PYCR1	-1.1295
KIAA1706	1.479
CDK5R2	-0.146
WAS	0.0275
C12orf60	-0.6835
CCBL2	0.66675
MADD	-0.41425
C5orf34	-1.613
WDR42A	0.5291
KLF12	0.409625
HSPA1A	1.01075
ITM2C	-1.17558333333333
DAPK2	2.28816666666667
LOC442590	1.344
SUMF2	0.303375
CENPA	-3.58684615384615
TMED5	-0.201375
CDH6	-0.4416
BRP44	0.793875
THG1L	-0.3
GABRA2	-1.10475
C14orf166	-0.07575
MYL1	-1.36333333333333
TNFSF18	-0.228
PAP2D	-1.68433333333333
PPIB	0.2355
KLHL4	-0.2305
SFN	0.290666666666667
CCDC127	0.35325
FRAP1	-0.124
GOLGA5	0.8065
SDCCAG1	0.033
MGC21675	-0.247
C10orf95	-0.82275
KIAA1345	0.471666666666667
C1orf163	-1.0565
LACE1	-0.231166666666667
OR10K2	0.2325
CENPN	-2.45848
TMED2	1.043
UGT1A6	-1.252
ANG	-0.5405
U2AF1	-1.3825
CASC2	-0.027
NMT2	0.209166666666667
OSGEPL1	0.525
DFNB31	-0.448
SLC6A20	0.221
DKC1	-0.65875
FXYD4	-0.5815
WDR64	0.032
MGC5590	0.458
CREBZF	-0.188
DAZ1	0.43975
PRPSAP1	0.13875
GCHFR	-0.9725
TTC7A	-0.52675
LOC196993	1.32775
UBD	1.852
S100A1	0.46075
RPL6	0.6345
DNAJB6	0.76305
NAGS	0.5001
C2orf58	0.653
KERA	1.101
MT1X	0.0796
UBE2B	0.8637
KEAP1	-0.1655
MST1	-2.575
OMA1	0.985
ABLIM2	1.04775
BCL2L13	-0.0765
JAZF1	-0.0108333333333333
TMEM63B	0.2475
S100A8	3.0707
ARFIP2	0.717
UROS	0.30025
KHDRBS2	-1.3005
POLQ	-2.875375
SOAT1	-1.01075
SPAG4	-2.3105
MRPS30	-1.17916666666667
LOC494141	-0.441
OR2T11	0.169
ORAOV1	-0.6706
ZNF184	-0.163666666666667
TCEB3B	0.317
ADAM21	0.476
GDPD1	0.3505
SPINLW1	0.5805
PRR14	-0.201166666666667
KCTD9	0.00859999999999999
NUDT3	0.232
KIAA1822	0.4925
HIST1H4K	0.4275
DFNA5	-0.945
GABPA	0.087
C14orf44	0.55575
POLB	0.743
PTAR1	0.35475
SEC31A	0.2835
TRIM58	-0.99325
TAS2R14	0.1535
VPS8	0.389
H1F0	0.507
PRKCB1	-3.26766666666667
UGT2A1	-0.06
TOR1B	-0.1305
LSS	-1.054
C2orf19	0.3395
HNRNPC	-0.0447142857142857
TMEM100	0.943833333333333
LOC116349	0.11925
OR51M1	0.1085
CCDC142	-1.6085
ISG15	-0.8145
ZCCHC14	0.22475
CREBL2	1.1495
TGDS	-0.8835
DC2	-0.17675
CACNA2D3	-1.27778571428571
ZNF429	-0.195375
LYPD6	1.641
SUCLG1	0.553833333333333
OR51I1	-1.001
MAGEH1	1.6025
PRPF40A	-0.2255
SMR3A	0.1845
SPINK2	-0.562
THAP2	0.7955
NPY5R	0.31375
IRF4	-2.2225
SPESP1	0.548666666666667
OR10S1	0.4955
DTD1	-0.37075
TUBE1	0.22625
