Hybridization REF	TCGA-AR-A0TU-01A-31R-A109-07
HLTF	-0.346714285714286
C17orf67	-1.527
NDUFA6	0.391125
PKP1	0.392
HMG20B	-0.3205
GPR180	-0.183
BAI3	0.10425
NOSIP	-0.5796
TRIM23	-0.708375
ARL1	0.0860714285714286
CDK5RAP2	-0.36775
SSH2	-1.61633333333333
KCTD15	0.091
FTHL17	-0.1245
AK3	-0.552666666666667
RAB3C	0.018
PAX4	0.166375
KDELC2	-0.8295
BIK	-0.852166666666667
KIAA1553	0.58725
CEP135	0.3285
NANOG	-3.42583333333333
TRIM22	3.04583333333333
CDH13	-2.569
B4GALNT4	0.10775
MDGA2	-0.1755
SAMD3	2.27783333333333
OR1E1	0.202
TAS2R10	-0.2215
FASN	0.11475
GPR116	2.179
ZNF219	0.583
CD33	-1.933625
RAB3GAP1	-0.58475
H1FOO	0.4575
NXPH3	-0.073
CROCC	-0.358666666666667
GPX7	1.521625
BASP1	-3.0801
STAM	0.04925
TBK1	-0.013
STX2	-0.911666666666667
RPL29	-0.6935
NR1H3	0.7675
MPPE1	0.3575
PHACTR3	-0.85675
SLC44A2	1.463125
C10orf109	0.556
CLCN6	-1.18625
C16orf59	-0.57775
SQSTM1	0.46
AADAC	-0.892
LRRC8C	1.224875
BIN3	-0.2384
HPS6	-0.2165
MAN2A2	-0.8694
GABPB2	0.1165
KCND1	-0.45325
PTPN11	-0.116142857142857
ZNF274	0.2195
ATF3	0.831583333333333
C7orf26	-0.16575
C1QL3	-0.7475
WDR54	-2.04333333333333
FLJ40869	-1.26583333333333
ZNF397	1.987125
MLL	-0.4619
TTLL6	-0.200125
ANKRD15	-0.7615
KIAA1958	1.09675
C1orf218	1.210625
ZDHHC16	0.64425
DDX47	-1.01375
EVI5L	0.301166666666667
GDF6	-5.65075
TAPBPL	1.361
BTG1	-0.0366
DPP4	0.23425
KLHL23	-0.17475
APOC3	-4.28175
BTBD12	0.139666666666667
CNOT4	-0.01025
HIST1H3I	0.142666666666667
OR5H1	0.43225
APEH	-1.206
TRY1	-0.037
SLC26A8	0.115666666666667
KCNA2	1.02983333333333
TMEM159	0.8515
C6orf81	-0.122333333333333
PCYT1A	-0.0853333333333333
C6orf157	2.0515
BRMS1	0.5555
CHST1	0.576833333333333
LGALS1	-1.05675
TAF1B	0.333
FLJ40504	-2.85325
GPR173	0.317
COL15A1	0.578
CASP10	-0.496714285714286
PCMT1	-0.2695
HDAC5	-0.5287
LOC641367	0.297
EVC2	0.74375
SGPL1	1.20866666666667
GON4L	0.139357142857143
AFG3L2	0.875
C5orf15	-1.29333333333333
UBXD1	0.6611
LILRB4	1.10466666666667
GSTA4	1.443
ADIG	0.227
GRIPAP1	-0.044125
HIST1H3B	-0.5345
BTRC	0.405
USP49	-1.666
IQCH	-0.862125
ACBD6	1.17975
YEATS2	-0.12325
CABP5	0.05725
TRIM3	0.0405
HNRPM	0.574
FGG	-4.692
C18orf16	-0.5555
CLEC2B	-1.453
PQBP1	0.554
JTB	0.3905
REST	0.982166666666667
SLC8A3	-0.347666666666667
TMEM16H	1.758
MRPL47	0.052875
EVI1	0.174
MUC1	-1.698
TEAD3	0.505125
STOML1	-0.30825
USP24	0.849
PNMA5	1.5265
MAEL	0.3535
LBP	0.0841
HSD17B4	0.2965
SEC31B	-1.861
IDH2	0.0957
SFRS16	0.22025
AICDA	0.4635
RNF180	0.2935
C1orf56	-0.341666666666667
FLJ10324	1.33133333333333
GPR148	0.0045
MEF2A	0.03875
ASF1B	-0.682
HTN3	-0.0555
RNF215	-0.12575
SLC4A3	0.0401666666666667
ADAMTS9	1.0152
C9orf66	-0.911
FOXD3	0.0895
GSDM1	0.07425
IFITM5	-0.5515
PODXL2	0.6345
C1orf176	1.64
RPS3	0.4215
hCG_2004593	0.044125
COL21A1	-1.01275
NTNG2	-0.418
RAI14	-0.151166666666667
P76	-0.29025
LRFN3	0.957625
FAM14B	-0.249375
FKBP14	-0.257
TNNI3	-2.312
HOXB3	-1.859375
SGCB	0.21775
PPAPDC3	-1.18125
FRAT1	0.259666666666667
MORN1	-0.3705
ARHGEF2	0.1085
BNIP2	0.04025
DHX30	-0.64775
EEFSEC	-0.68575
FGF20	0.356
FLJ38973	0.323
PLCH2	-0.068
CCNG2	0.36275
PSPN	0.0665
WDR88	-0.069
HOXB13	0.68075
MTMR8	0.068
SPAM1	-0.068
PPP2R1B	-0.313125
TANC1	-0.45675
CNN3	1.703
CHGA	0.376125
C9orf128	0.27325
CACNA1B	0.2075
MMAB	-1.6473
RHOA	-0.758083333333333
RAPGEFL1	-1.0605
SLC1A5	-1.15466666666667
CALCA	0.40475
SYCP1	0.3985
CXCL11	6.18475
GFI1B	-0.988333333333333
PSCD1	1.96483333333333
C11orf58	0.3845
MGC45438	-1.54316666666667
NUDT18	-0.882833333333333
ASB3	-0.199
ZP1	-3.456
LPPR2	0.0163
ZNF527	0.446833333333333
ZNF771	-0.653
TTBK2	-0.6615
TRIM55	-1.161
GJB3	0.9845
PRSS35	-0.87875
SCRG1	5.432
ZDHHC24	-0.08575
DUSP26	-0.947
C1orf51	1.76
DNAJC3	-0.321333333333333
LITAF	0.671375
ZNF410	0.3525
AFP	-5.02283333333333
ZW10	-0.5345
PHOX2B	0.437
VILL	-1.7295
ELOVL7	1.78
LOC644186	0.8035
PPP3CC	-1.87675
CHST13	-2.38375
WDR40B	0.408833333333333
MEA1	-0.622
HILS1	-1.83375
DLX6	-1.64833333333333
NKG7	2.16266666666667
EMP1	-0.43625
ACTR6	-0.55975
CHCHD7	0.0575714285714286
COG2	-0.2008
TCEA2	-0.5759
TARS	0.31875
FLJ20294	0.338
ZNF92	0.21475
TRAPPC2L	0.5486
ARHGAP28	0.53925
CCDC109B	2.00975
LGTN	-0.231833333333333
INGX	2.165
LOC124446	1.677
RPS2	-0.86025
C17orf75	-0.467166666666667
NBPF1	-1.489
SLC2A8	-0.66825
SNRPE	-0.59925
CARD6	-0.40975
IL13RA2	-1.837625
CUEDC2	-0.30575
C4orf19	-1.3535
AOC3	0.2225
MTHFD2	0.155333333333333
OR5M9	0.2945
C4orf38	0.0165
SS18L2	0.169
OAS3	1.91566666666667
LARGE	-0.49375
LRIG3	0.194
LIMA1	-1.192
STARD3	-0.935416666666667
VPS39	0.064875
CTAGE6	1.1775
ODAM	3.168
MORF4L2	0.59325
GSTO2	-0.49925
MTFMT	-0.82325
PRKAB2	-0.688571428571429
ZNF76	0.292833333333333
HSPB2	1.4335
CRB2	-0.2165
KLRK1	-1.7925
LYST	0.214875
UBE2M	-0.725166666666667
SLC16A9	2.977
ZNF281	-0.46775
ST8SIA1	3.820625
C9orf105	-0.33
ANKRD46	0.35225
FAM108A3	-0.5125
C20orf91	0.30425
ZYX	-0.289333333333333
RSPH1	1.1925
ZSCAN5	0.45925
RIMS3	0.234666666666667
KRT76	-0.1185
CEACAM4	0.788666666666667
SIRPB1	-0.028125
CFHR4	-1.1545
SOX3	-1.60316666666667
GATAD1	-1.417625
C21orf57	-0.03975
TMC8	-0.602333333333333
AVIL	-0.356666666666667
LMOD1	0.612
HIGD1A	-1.1165
NEU3	0.073
DES	-0.932375
BZW1	-0.9587
ZNF221	-0.3095
CCDC27	-0.152
GDAP1	0.79275
RBBP4	1.62175
MGC40499	0.702
PHKA1	0.70875
PRKAR1A	-0.907388888888889
HSD3B1	-0.24275
RAD52	0.0256666666666667
CD207	0.993
LOC389791	0.295
RSPO1	0.1755
TMEPAI	0.474875
MFSD2	0.099125
ETV4	-1.49758333333333
SCGN	-0.9725
LOC391356	-0.54675
MPP1	-0.91175
STARD3NL	-0.599
TFAP2D	-0.00650000000000001
CD2AP	-1.081375
CCL20	-4.45933333333333
CCDC86	0.1325
ZFP30	-0.16625
CTBP1	0.492916666666667
MAK10	0.895333333333333
STXBP5	0.116
LOR	2.0562
MAP6D1	0.115625
ARMC7	0.195
TMEM150	-0.1743
NSL1	0.723
KIF5A	-0.694375
ASCC2	0.212833333333333
PSENEN	-0.0803333333333333
OPTC	-0.1685
FCRL2	-0.225166666666667
KBTBD11	2.307625
PCK1	-2.104375
CENTD3	-2.24875
MEGF8	-0.807375
ALPPL2	-0.09225
OBFC2B	-0.417
ZFYVE20	0.5205
GALC	0.586666666666667
CTRB2	-0.10275
C20orf71	0.230833333333333
TBKBP1	-0.295
CAMLG	0.3725
TREML4	0.0755
RSAD1	-0.28375
TUBA3D	-0.3179
KIAA1833	0.38525
PNPLA1	0.4935
LRRC34	-1.68166666666667
CDH26	-1.37633333333333
ZNF167	-0.792166666666667
ZBTB26	-1.0828
VWF	3.0688
VTN	-1.103
BAD	0.75925
PDS5B	-0.354583333333333
ZNF644	0.9905
SH3GLB2	-0.92625
SMPDL3A	0.2043
NRG2	0.212875
IL15	0.581833333333333
GABARAPL1	0.0148333333333333
LAT2	-0.2119
SLCO1A2	-0.9395
LIG4	0.17325
GSDMDC1	0.21075
BMP4	-3.344
METT10D	0.1935
SYCE1	-0.05925
SPANXD	-5.83925
SLC12A9	0.588333333333333
MC1R	-2.0265
RNF168	-0.72675
TRIM69	1.283
GALNT7	-0.572166666666667
ISG20L2	0.4235
KIAA2026	0.258
TNFAIP8L1	1.5955
DPY19L2	0.34825
C12orf63	-0.386
PRDX5	-0.748125
MED6	-1.231875
TXNDC5	-1.391375
CD46	0.006
CCK	-2.076
C17orf48	-0.705
ANUBL1	1.73825
SIT1	0.303333333333333
TYSND1	-0.0383333333333333
DEF6	-0.283333333333333
GLT8D4	1.358
UTP14A	0.4755
RPH3AL	-1.112
NXF1	0.108666666666667
TRERF1	-1.6585
TUBB3	1.0641875
SLC24A2	0.259
SEC22B	1.25591666666667
ZNF653	0.93675
GGTL3	-1.43291666666667
CDKL2	-0.40775
CTF8	-0.813
EPC1	-0.202333333333333
CYP4A11	-0.0601666666666667
THRSP	0.577666666666667
LELP1	-0.0975
TES	2.0935
C17orf87	1.0835
FERD3L	0.4055
SH3TC1	-0.9505
RAB36	0.673
CRYGB	-0.8295
GRIA3	0.00779999999999998
BHLHB9	2.18175
C1QTNF9	0.1445
GOPC	0.505875
PNPLA8	-0.0923333333333333
ZNF444	0.7495
FMO1	2.35525
POLR3C	0.03475
SLC35F3	1.7615
SGCG	-2.71183333333333
DCDC2	-5.28833333333333
NANP	0.82475
MGC23270	-0.1335
BEX4	0.402666666666667
HYDIN	0.5405
RPS6KB2	-0.54875
ADRM1	-0.386416666666667
BAT3	-1.31625
RAB31	-2.02975
SCGB2A1	-0.55
SLC6A14	-1.9685
DDX4	-0.18725
PRRC1	0.354666666666667
AP3B2	1.04433333333333
TRGV7	0.166666666666667
TMEM184B	0.49375
ADPRHL1	-0.935
C21orf45	0.423
ARNTL	0.105125
AADAT	0.581875
CCL2	1.44766666666667
SNTB2	-1.002
RGS9BP	-0.45175
KPNA1	-0.60775
TMEM41B	-0.572333333333333
S100A11	1.34233333333333
DOT1L	-0.827
EFHC2	0.1975
CLTC	-1.38233333333333
SRP9	0.782
ZNF521	0.707
FAM26F	0.4695
GPR88	0.182833333333333
COL13A1	-1.72933333333333
CHMP4B	0.0599
SIGLEC6	0.291833333333333
NFAM1	0.094125
PVRL2	-0.6254
ALKBH4	0.59525
CCDC93	0.22925
NXT1	2.0985
KCNK4	-0.145
TROAP	-0.794833333333333
KCNA10	0.29425
CCDC114	0.1145
RAN	-0.0821666666666667
LMTK2	0.52
LOC400657	0.378
UFC1	0.874
UBE1DC1	-0.3575
EEF1A1	0.31
CHAC1	0.7495
HMGA2	-5.3589
B3GALTL	0.056
ING2	0.0325
C1orf109	1.57825
INTS3	0.789625
ZNF558	1.17775
TRPM4	-0.845666666666667
LTB4R	-0.5455
ISYNA1	0.687
LSM7	0.29175
LRRC47	-0.1111875
ZNF179	-2.55133333333333
EXDL1	0.562166666666667
SLC4A10	-0.241625
ACSS2	-0.915
COPS7B	0.332
KIAA0040	0.00400000000000002
C1orf95	0.4785
AP1GBP1	-0.06375
OR9A2	0.3145
FAM71C	0.245833333333333
RIN1	-1.82283333333333
ITGA4	-2.1975
DNAJC6	0.498166666666667
CLOCK	1.65116666666667
SLC35A4	0.340833333333333
DSG4	0.41675
LOC26010	-0.25175
NSUN2	-0.16175
TMEM86B	-1.3324
C14orf135	-0.488
KIFC3	-1.4785
PHF5A	0.16775
NCAPH	0.38325
STK11IP	-0.103
FLJ42953	0.7225
CCDC19	0.344833333333333
ZNF329	-0.178375
TAX1BP1	-0.375
ZDHHC18	1.69716666666667
C10orf88	0.033
TMBIM4	-0.5342
NMUR1	0.3735
KIR2DS4	0.41375
C9orf90	0.00437500000000001
MGC87631	-0.952
KDR	2.1554
ST3GAL2	-1.151625
RLN2	-0.500666666666667
HPD	-3.24
MOXD1	-2.78866666666667
PDGFRL	0.755
SMYD4	-0.587642857142857
FAM103A1	-0.179
MFAP4	-3.04416666666667
LOC285141	-3.89075
TMEM45B	-4.368875
SMCR7L	-0.502071428571429
GZMH	4.28325
CBLN1	-2.7985
CNNM1	0.8425
PHF17	-0.304583333333333
NUP98	0.27125
RMI1	1.878
PTPRS	0.797125
ANKRD57	-0.72675
CLDN15	-0.557166666666667
OR51A2	-0.171
GUCA2B	0.398
DOCK9	0.413
ITGB1BP1	0.354166666666667
DLG2	0.208125
BRAP	-0.092
SESN3	-0.24075
ZC3H7B	-0.03675
FAM101A	5.132
FKSG24	0.616
ZYG11B	0.6975
RFC2	0.6685
SH2D3A	1.21133333333333
DVL3	0.04475
ADFP	0.0951666666666667
KRIT1	-0.54675
SERTAD3	1.419
LEFTY2	-3.54375
KRT27	-0.2835
SCFD2	0.92925
MN1	-1.43125
RORA	-1.60425
PTPRD	-0.583
PIAS2	1.19233333333333
CYP4X1	-0.7145
FBXL15	-0.15925
MYH15	0.594666666666667
CRX	0.1445
TBC1D13	-0.5315
SLC22A17	1.38183333333333
PLK2	1.085
ARHGAP9	1.2175
EIF1B	0.05375
C20orf185	0.31075
DEFA7P	0.146
PRIM1	-1.5055
CRYAA	-1.62225
BACE1	-0.421
AGTRL1	0.129
ACAD9	-0.217
GRASP	-0.59425
RBP4	-3.86483333333333
TFB2M	1.00425
METTL9	-1.0247
ATP5O	0.0595
SP100	0.6493
CPSF1	-0.0721666666666667
S100A4	-1.338
LIME1	-1.044
GPR137C	1.524
OR2A2	0.441
C2orf29	-0.48325
NUP188	-0.1175
SDPR	-1.70875
RAI1	0.367125
RPS20	-0.0922
LAMB1	-0.45575
ADM2	0.380166666666667
ZNF229	-2.1325
DKFZp434K1815	0.61225
EPN3	1.977
CLIC3	-2.23475
MEIG1	1.927
HMGB4	-0.09975
STARD10	0.1475
KLF8	2.36
EPB41L2	0.510333333333333
JMJD6	0.451875
CTSL1	0.261166666666667
GPR27	-0.601
ELAVL4	0.442
MMP21	0.125
PPM1B	-0.229625
SUV39H1	-0.20175
AAMP	-0.11
TUSC4	0.132666666666667
MBD6	-0.29725
KLK13	-0.628875
FMNL3	-0.0661666666666667
TRIM13	-0.244583333333333
C15orf5	-1.15175
IQCF1	0.160375
CACNG8	0.273
SLC35D3	-0.135
ZDHHC9	2.3325
ODF3L1	-0.58125
C9orf86	-0.5679
TSEN2	-0.1215
C17orf64	0.21775
SEPX1	-0.8898
TSPO	0.938166666666667
SYMPK	0.133
ADORA1	2.042
TSPAN10	-0.289875
SEMA6C	-0.2495
RTTN	0.3907
IL2	0.1085
ARRDC3	-0.616666666666667
TBPL1	0.616833333333333
STX12	0.59725
MRPL39	0.00975
OR8H3	0.6055
IFIT5	2.834
CASC5	-0.382375
FAM46A	0.48
HPCAL1	0.302125
CYLC1	0.152
VGLL2	0.130875
C20orf191	-0.2965
CDH1	1.29566666666667
ITPA	0.1445
CCDC101	0.121
D15Wsu75e	0.59275
EDA	-0.3835
CREG1	-1.51725
OR7G2	0.5255
SAP18	0.126583333333333
IFIT1	2.78975
CALML3	-1.3445
FLJ37440	0.3075
FNDC5	-0.82325
SERPINB6	-1.123
JUNB	0.7138
SYS1	0.45225
SCN2A	0.0435
ZKSCAN5	-0.6687
WNT7A	0.136166666666667
TSHZ3	0.361
RNF148	-0.21375
H6PD	-0.0762500000000001
CAD	-0.855666666666667
ZNF449	0.431
DOCK10	-0.588
FAIM2	0.139833333333333
HEXDC	0.27
PRB1	2.074
C14orf148	-0.6275
ETHE1	1.0735
IRF5	0.06
GNMT	-0.712833333333333
MGC16291	1.774
RPAIN	-0.153214285714286
CAGE1	0.4935
CNTNAP3	-1.057125
ACTR1B	0.43725
EEF1E1	-1.377
MSX1	-1.60775
ESF1	-0.6446
HSPC171	-0.02875
MRPL2	-0.569
RDH12	-0.440833333333333
CELP	-0.136
METRNL	1.1815
C10orf116	-0.0795
C19orf48	-0.72225
ZNF346	0.3025
NCR1	0.327
C10orf64	0.329
CD52	1.6965
VPS18	0.17725
AP4S1	-0.17
NPBWR1	-0.586
TPK1	0.72075
UBA52	0.0143888888888889
RIPK1	0.219666666666667
CPNE3	-0.3433
HSPC159	1.42625
C8orf38	0.6865
LRRC4B	-0.124
PARP10	-0.0878
ANKRD50	0.968
CXCL9	6.744
FGF18	-1.30254545454545
EIF2A	-0.51
SLC20A2	0.5035
KIAA1549	0.975833333333333
SPINT1	1.3905
ZNF584	-0.5845
CRBN	0.793833333333333
ABCF3	-0.641166666666667
NCBP1	0.803833333333333
PLA2G4F	0.0716666666666667
PCDH10	-0.547625
TTC21A	0.6345
C20orf144	-0.11
FGFR1OP2	0.257166666666667
SLC9A1	0.0951
CHRND	0.2075
FOXF1	-2.83275
KIAA1467	-1.357
TPO	-0.655833333333333
LTF	-1.2845
DNAJB9	-1.03525
MRPS27	-0.06075
bA16L21.2.1	0.45525
WBP2	-0.361
MRGPRX3	-1.47233333333333
PRPF18	1.48575
C10orf58	1.4695
SMOC1	-2.5122
ADAT3	0.231166666666667
TMEM138	0.152
TMEM131	-0.518
TIMM8B	0.09275
MYH7	0.063
ST6GAL2	1.794875
KIF1C	0.04875
SUHW2	-0.569
PAPSS1	3.3105
CABP2	-0.0245
HOXA4	-3.25275
ELF2	-0.5855
SEMA3D	-0.1305
MC5R	0.274
OGFR	-0.248
FLJ30092	-0.387166666666667
TGFA	0.9989
MMP17	-0.42125
KIF15	-0.4925
CHIA	0.49175
CATSPER3	0.31
CEACAM7	0.021
PADI2	2.201375
HOXA9	-0.996166666666667
LNX2	-0.2105
TMEM144	0.64675
HIF1AN	0.74725
METTL7A	0.1393
C6orf165	2.214
KIAA1468	0.208625
DSG3	1.695
ZNF180	0.568833333333333
EIF4E3	-0.286625
SLC46A1	-0.108375
DKK1	-1.9255
ZNF205	-0.1145
LOC162073	-1.02283333333333
COX7A1	3.8545
MAGEA1	-4.83416666666667
NEDD8	0.773083333333333
KLHDC5	0.585166666666667
C3orf19	0.391666666666667
MRPS2	-0.688
POLR3H	0.821357142857143
ABHD11	1.4184
TMEM17	1.245
PAIP2B	-0.9612
MAT1A	-2.8415
LGI3	0.50225
THUMPD2	0.04425
TKTL2	0.17875
XAGE3	-2.03183333333333
CALM3	-0.03275
C6orf136	-0.397833333333333
KCNC4	0.371
RGS9	0.2785
ACIN1	-0.0218333333333333
SPATS1	-0.196
XKR8	0.46175
FAM84A	3.68708333333333
MS4A7	4.03090909090909
AGXT2L2	-0.70825
OR1F1	0.239
SMAP1L	-0.0576666666666667
IPO11	-0.10725
ZC3H11A	0.0061875
C1orf151	0.045
RNASEH2A	-0.12475
CCR10	-1.629
TXNDC11	-0.659083333333333
TMEM112	-0.03975
MAP1B	-0.364428571428571
NVL	0.16775
PKM2	-1.4042
ARC	-0.8955
NUP54	0.46
PPFIBP2	1.47516666666667
STAT2	0.5315
PTAFR	2.0845
ROBO2	-0.307875
RNF40	-0.461833333333333
CCDC135	-0.2625
IFT81	-0.1207
MORF4	-0.5535
TM7SF3	0.123625
OR10H3	0.3645
ABP1	-0.090125
CHRD	-0.767875
PLEKHA8	0.0685
NCALD	-0.174083333333333
OR5AK2	0.24475
ACCN1	0.2455
SLITRK1	1.97675
ARMET	1.0055
C9orf52	1.85325
REEP4	-0.5925
MTSS1	1.711625
ADH1B	1.73216666666667
DLD	-0.1955
CDK5	0.895
PPFIA1	0.473375
WFDC3	0.4445
DNAJB12	0.276928571428571
RANGRF	-0.055
MLANA	-4.20925
AMY2B	1.71075
KIAA0319	-1.01875
RPS7	0.7
JAK3	-0.00650000000000001
ARFGEF1	1.05675
CXCL5	0.298
TRAPPC4	-1.1685
CETN2	0.40975
HSPC111	1.2285
RHOBTB3	-1.2239
PHLPP	1.4755
RGS10	1.36525
TMEM58	-1.003
CHERP	1.47275
HSP90AB3P	-0.954166666666667
FSTL3	-1.80216666666667
PEX11A	-0.287
OR5V1	0.488
FCN3	2.2785
PTPN3	-1.1125
NPTX1	-5.350375
C21orf84	-1.3995
C11orf51	0.307875
ZBED2	3.85825
FLJ90757	0.54575
NPY2R	0.384
PLD3	-0.21325
SYT17	-1.86
SGSM2	-0.82775
OR1A2	0.36925
FOXP1	-0.294375
SLC5A1	1.07425
POFUT1	0.2396
EPHB6	-2.25433333333333
MYO1G	-1.600625
STAC	3.0479
KLHL17	-0.5085
RGMA	2.3102
TJP2	0.3673
FAM114A1	-0.366833333333333
SERINC1	0.589916666666667
SLC9A8	-0.383875
PEX19	0.555125
EDN2	0.53825
PSMD7	-0.391777777777778
C3orf41	-3.34825
UQCR	-0.506
PPP1R3C	-4.9205
LRP4	-3.32083333333333
TM2D1	-0.896
TTC17	1.166125
C4BPB	-4.44925
CCL25	0.44275
ZNF253	0.813666666666667
CHRNA9	-3.085
SOX11	3.54425
HIVEP3	0.3385
CGN	2.22091666666667
C3orf35	0.05625
PKD2L1	1.5395
SYVN1	0.058
PDE8B	-3.072375
LOC439951	-0.5705
LTC4S	0.194
MIF4GD	-0.1305
SMARCA2	0.8521875
TUBGCP6	-0.818833333333333
CABLES1	0.7525
C16orf77	1.022
ZNF791	0.26725
FUT5	-0.9395
ADH6	-1.82533333333333
P4HB	0.438
CLDND2	-0.59525
ALKBH8	-0.2315
PLAC4	-0.85875
F11R	1.63628571428571
MGC35295	0.219
PDZD4	-0.456333333333333
LOC389073	-0.19825
FAM80B	0.2445
PSMB1	0.372375
TXN	0.38
VIPR1	-0.3624
WBSCR18	0.5301
EXOSC6	-0.155833333333333
ACTA2	2.12133333333333
SP5	-4.7065
ANKRD1	-2.22125
DDR1	0.4742
ATP6V1D	-0.43475
PTGS1	-2.56633333333333
RNF157	-1.3775
DCC	0.127
SPAG7	-0.0855
FBXO18	0.9925
UBE3C	0.6982
HOXC6	-0.0545
LRP2BP	-0.673166666666667
MYST2	-0.4555
PDSS2	-0.50675
ATE1	0.605
ARAF	-0.90425
KLF10	-1.17775
PLA2G2E	0.16475
ASCL1	-0.528333333333333
TSNAXIP1	0.55325
FAM131B	-0.359
IFNA10	0.3745
NUP43	0.30125
FAM44B	0.501
L1TD1	-5.73966666666667
NMD3	-0.28475
C18orf54	0.4138
PHOSPHO1	-0.356
RAG2	-0.896
EMILIN3	-0.066
METTL3	-0.43625
VPS13C	-0.72925
REXO2	-1.1975
ANXA4	-0.264
CA1	-0.6655
DCP1B	1.4235
TULP3	0.179833333333333
ATP2A2	-0.564071428571429
ATIC	-0.37775
ADAM15	-0.2735
NPL	1.256
LGR4	-2.25225
UEVLD	0.498333333333333
GAB1	0.529
SNAI2	-1.48816666666667
ZGPAT	-0.8122
SNF1LK	-0.065125
DLEU1	-0.25575
UBE2Q1	0.97675
ZMYM6	0.28675
JPH3	-1.993
FAM38A	-0.209416666666667
PXK	-0.189
DENND2D	1.099
BAX	-0.59125
CP	-2.55127272727273
RPL37	-0.017
G6PC3	-0.29175
NCOA4	-0.530166666666667
LRRC14	0.388875
GORASP1	0.90775
FCHO2	-0.2465
CYP24A1	-2.4803
FXYD3	-0.93225
SMARCAL1	0.0585
ABCB8	0.136
CCDC44	0.358
PRDM7	-2.76225
USH1C	-0.9865
DNAH5	-0.194666666666667
SRF	0.27825
MAL2	2.0235
PGPEP1	-0.131666666666667
SIN3B	0.47875
SEMA3C	-1.972
GRAMD3	2.164
FBXO10	0.179125
OR5D13	-0.0215
FLJ31818	0.51
CACNA1I	-0.309875
S100A13	-0.7345
TP63	-0.276928571428571
ANXA11	0.1058
WDR66	0.508875
CSF2RB	0.389
IFI44	2.71125
DACT1	-0.530166666666667
ANKRD23	0.269625
ATP5G1	-0.1565
C21orf70	-0.5505
PPWD1	-1.24525
DNAJC13	0.41375
PAH	-4.6455
PTCH2	0.09025
TRMU	-0.1055
CCDC9	-0.088
USP3	-0.8568
DCLRE1C	1.3254
FAM55C	0.387
FRMD4B	-0.00675
CYP2R1	0.56725
RFPL1	-0.3322
XPO5	-0.12125
ARL6IP2	1.104
OSBPL5	1.07175
MMP9	4.05763636363636
KIAA0802	0.25125
DHRS2	-4.31166666666667
SGEF	2.36325
TXNDC10	0.3956
EXOC6	0.553
RPS27	0.205833333333333
PNCK	-1.02033333333333
FSTL1	-1.2645
AACS	0.2385
SLMAP	0.503333333333333
SAMD4A	-1.228
ABRA	-0.27225
SMARCD3	0.392
PKNOX2	-2.50716666666667
A4GNT	0.391
C9orf39	0.126166666666667
RALYL	0.27625
MGC33556	-2.565
C10orf25	-0.772
BBOX1	5.37025
NHEDC1	-0.10275
XDH	-0.62475
GCSH	-0.1215
EDN1	0.169333333333333
MTERF	-0.42875
CLK4	0.71825
ZNF799	0.863833333333333
KCNG1	-1.653375
CXCR4	1.28333333333333
PTPRR	-3.20225
IRAK1	-0.16075
LOC401397	0.00975000000000001
TMSB10	0.683571428571429
CXCL3	-1.5614
TMC4	-1.8955
OR7A10	0.792
STYK1	2.82625
CHRNA10	0.31925
CCNI	0.25675
EP300	0.142214285714286
LOC165186	0.334833333333333
HIC2	-1.7445
SDR-O	0.5965
OR2W1	-0.339
KCNA6	0.2625
TRIM74	-1.05075
REEP6	-2.32075
ATP5G2	-0.2775
ERG	-0.34825
TMEM42	-0.1885
PARN	-0.444166666666667
SOD2	1.8354375
DIRAS1	0.343333333333333
PNPT1	0.54975
JOSD3	-0.57925
hCG_40738	0.392
PDE1C	-0.637
SEMA4D	1.80425
AGPAT1	-0.2935
NOSTRIN	-1.274
MAP3K3	-1.0375
MAX	0.211357142857143
CAPS	-0.338166666666667
SERPINA12	0.11
OSBPL8	-0.720125
RICS	0.5407
NR4A2	-0.1595
PPCS	0.9295
LONP1	-0.62325
SCYL3	1.82025
HERC2P2	-1.44233333333333
FIBCD1	-0.4955
C15orf41	0.45425
DMC1	-1.247
C20orf27	-0.60525
RPS6KA5	-0.2166
FAHD1	-0.74
SLC12A4	-1.09525
BRCA1	-2.83625
GBL	-0.7385
SLK	0.0775
NUDT9P1	0.7225
NOXO1	3.0115
USP52	-1.724
BAZ1B	-0.18075
SLCO2B1	3.18075
BBS12	1.39083333333333
LRGUK	-0.847333333333333
TERF2IP	0.263
COL1A1	2.702
KIAA0090	0.704625
GRK5	-0.934833333333333
AP1S2	-1.7049
TMEM52	0.827833333333333
CA11	0.138875
OR4A15	0.293
ACBD3	0.1841
SPAG11B	0.371625
PRDM2	0.396
FOXP3	0.205
SMYD3	-0.1516
LOC389199	-0.44
LGI2	1.18766666666667
NAPE-PLD	0.0545
ANKRD6	-0.7375
WDR45	-0.631166666666667
SHROOM1	-1.99
PSCD3	0.183
PYY	0.403
KCNC1	-1.081
ARHGEF9	2.1177
OR8J1	0.30025
GPR55	0.295166666666667
NS3BP	-1.3075
C10orf22	1.72366666666667
NAT8L	1.24225
DUSP4	-0.515
FOXM1	0.754333333333333
GRAMD2	2.0474
ZBTB48	-0.760333333333333
BUD31	0.9395
PABPC5	-0.4275
CCDC41	-0.99425
FBXO11	0.3395
C6orf148	0.7745
RFXAP	-0.54675
C6orf15	4.27583333333333
