Hybridization REF	TCGA-A8-A08T-01A-21R-A00Z-07
ATP2A2	-0.266785714285714
ATIC	-0.2335
ADAM15	-0.226833333333333
NPL	1.01033333333333
LGR4	0.412
UEVLD	0.192
GAB1	1.72225
SNAI2	-1.145
ZGPAT	0.3558
SNF1LK	0.21975
DLEU1	-1.92325
UBE2Q1	1.041375
ZMYM6	0.040125
JPH3	-1.47566666666667
FAM38A	-0.292416666666667
PXK	0.273333333333333
DENND2D	1.62125
BAX	-1.15583333333333
CP	-4.43945454545455
RPL37	-0.1385
G6PC3	0.257
NCOA4	-0.279
LRRC14	-0.455625
GORASP1	0.74425
FCHO2	0.47325
CYP24A1	-3.9954
FXYD3	2.19275
SMARCAL1	0.373
ABCB8	0.164333333333333
CCDC44	-0.016
PRDM7	-3.5625
USH1C	-1.25775
DNAH5	2.51
SRF	0.10375
MAL2	4.38466666666667
PGPEP1	0.140166666666667
SIN3B	-0.60075
SEMA3C	1.19383333333333
GRAMD3	1.26725
FBXO10	0.106875
OR5D13	1.2275
FLJ31818	-0.28525
CACNA1I	0.814375
S100A13	-0.121
TP63	-0.146642857142857
ANXA11	0.5055
WDR66	1.68325
CSF2RB	0.1695
IFI44	-1.24
DACT1	1.86783333333333
ANKRD23	-1.407875
ATP5G1	-0.637166666666667
C21orf70	-0.632666666666667
PPWD1	-1.69225
DNAJC13	-0.386
PAH	-0.727
PTCH2	0.42275
TRMU	-1.036
CCDC9	0.4695
USP3	-0.4797
DCLRE1C	-0.3084
FAM55C	0.27775
FRMD4B	1.493
CYP2R1	-0.19125
RFPL1	-0.9765
XPO5	-0.979
ARL6IP2	-0.0855
OSBPL5	2.00075
MMP9	4.26318181818182
KIAA0802	-0.800625
DHRS2	-3.70766666666667
SGEF	1.09975
TXNDC10	-0.3006
EXOC6	0.61875
RPS27	1.20216666666667
PNCK	1.156
FSTL1	-0.691
AACS	0.7415
SLMAP	1.05916666666667
SAMD4A	-0.8053
ABRA	0.084
SMARCD3	0.79375
PKNOX2	-2.99016666666667
A4GNT	0.358
C9orf39	-0.648166666666667
RALYL	1.32525
MGC33556	-2.69
C10orf25	-1.748
BBOX1	2.999
NHEDC1	1.4595
XDH	-0.23325
GCSH	-1.5205
EDN1	0.650333333333333
MTERF	-0.4795
CLK4	0.044375
ZNF799	0.409
KCNG1	-0.84
CXCR4	-0.0986666666666667
PTPRR	-2.69025
IRAK1	-0.104375
LOC401397	-1.22275
TMSB10	-0.0630714285714285
CXCL3	-3.2635
TMC4	2.849
OR7A10	-0.3395
STYK1	0.821
CHRNA10	-0.2225
CCNI	1.483
EP300	1.22878571428571
LOC165186	-0.329166666666667
HIC2	-1.8235
SDR-O	-0.1425
OR2W1	0.3265
KCNA6	-0.2785
TRIM74	-2.41075
REEP6	0.283
ATP5G2	0.27975
ERG	0.55425
TMEM42	0.90525
PARN	0.194166666666667
SOD2	-0.4778125
DIRAS1	0.2075
PNPT1	-1.3225
JOSD3	-0.7545
hCG_40738	-0.0715
PDE1C	-1.92225
SEMA4D	0.195875
AGPAT1	-0.316833333333333
NOSTRIN	2.858375
MAP3K3	-0.340833333333333
MAX	0.525357142857143
CAPS	2.92133333333333
SERPINA12	0.2145
OSBPL8	0.515125
RICS	2.7023
NR4A2	0.708333333333333
PPCS	1.27983333333333
LONP1	-0.65325
SCYL3	1.90175
HERC2P2	-1.12016666666667
FIBCD1	-0.1795
C15orf41	-0.705
DMC1	-1.80133333333333
C20orf27	-0.69625
RPS6KA5	0.8079
FAHD1	0.158833333333333
SLC12A4	-0.25025
BRCA1	-1.91783333333333
GBL	0.48575
SLK	-0.2315
NUDT9P1	0.1615
NOXO1	2.4645
USP52	-1.148
BAZ1B	0.15625
SLCO2B1	2.6245
BBS12	1.379
LRGUK	-0.0126666666666667
TERF2IP	0.04075
COL1A1	4.0685
KIAA0090	0.416625
GRK5	-0.465833333333333
AP1S2	-1.772
TMEM52	0.6595
CA11	0.32275
OR4A15	0.367166666666667
ACBD3	1.5143
SPAG11B	0.0152857142857143
PRDM2	0.9774
FOXP3	0.2085
SMYD3	0.467
LOC389199	0.526
LGI2	1.334
NAPE-PLD	-0.3596
ANKRD6	1.9395
WDR45	0.167833333333333
SHROOM1	1.923
PSCD3	0.324
PYY	0.949
KCNC1	-1.1515
ARHGEF9	0.5428
OR8J1	0.718
GPR55	0.200666666666667
NS3BP	-1.4195
C10orf22	0.562333333333333
NAT8L	1.34575
DUSP4	0.3435
FOXM1	-2.50333333333333
GRAMD2	1.0214
ZBTB48	0.516166666666667
BUD31	-0.8145
PABPC5	0.0455
CCDC41	-0.114
FBXO11	-0.203583333333333
C6orf148	-0.17025
RFXAP	-0.98225
C6orf15	-0.192166666666667
CDK8	-0.949166666666667
C6orf70	0.60275
TESSP2	0.548
ALG2	0.29075
PPP1R3D	1.1395
TPM3	0.240611111111111
SYT13	5.018
EPB42	-0.987833333333333
CETN3	-0.8905
PRY	0.4125
NTHL1	0.541333333333333
POLR2B	0.483
RPS28	0.688666666666667
P2RX3	0.381
LYZL4	0.1
WBP4	0.0987
PMM1	0.26925
C11orf79	0.097
CBLL1	-0.896
IL1F10	0.127333333333333
VAX2	1.8445
SETDB1	0.567
LRAP	-1.01
GCLM	-1.12483333333333
CPEB3	1.6
PPM1A	0.5043125
INTS1	-0.08625
CAMTA1	1.35116666666667
SAMSN1	-2.1525
LOC158830	-2.06733333333333
GMPPA	-0.432125
AIPL1	0.1935
IL24	0.10725
BDKRB1	-1.1
MLF1	1.5755
TAF12	-0.2785
ID1	-2.774625
THADA	-0.19025
PIK3CB	-0.48575
OR4N5	0.806
TBC1D17	-0.402833333333333
COX8A	-0.764
CDCA4	-1.253
C2orf44	-0.319
ZNF534	-0.971
IMMP1L	-0.213
NIPSNAP3B	0.283375
FTMT	0.080375
PWP2	-0.533166666666667
MMP15	-0.5541
DNAH11	-1.134
MTMR14	-0.30825
DNAL4	1.694
IPP	-0.48625
TMEM59	1.00975
C1orf157	-0.226
RGS4	-0.9605
DDX18	-0.381666666666667
SNX6	0.11825
ZNHIT2	0.832833333333333
NCDN	0.504833333333333
FLJ33534	0.2895
RAG1	-1.918625
OR4D10	0.505
PTPN5	0.0808333333333333
POMT1	0.348125
LRRC8A	0.1812
CYP1A1	-1.7295
CAPN1	-0.0698333333333333
DDHD2	1.398375
GRIK2	-0.70175
GNRHR	0.7905
PPBP	0.86525
HTR3A	-0.966875
SLITRK4	1.31375
ANKRD49	-0.14275
BTF3	-0.3645
SARS	-0.244
C13orf18	-0.4675
CACNB1	-0.499357142857143
QKI	0.0515
SETMAR	0.634625
MAN2B1	0.765666666666667
EML3	-0.9115
ACADL	-0.429333333333333
OFD1	-0.0925
DEFB114	0.6845
CGA	1.1979
PEX16	0.347333333333333
LRRC10	-0.238
GNG12	-0.033
C1orf152	-0.2075
CHRM1	0.502
CD53	0.168
DBH	-1.08175
TFAP2B	4.258625
HIST1H2BJ	-0.901666666666667
FAM46D	0.5345
TMEM11	-0.175
C3orf32	-2.95275
PCCB	0.312375
IPO13	0.110125
C6orf105	-4.38625
COMMD5	0.03725
SUV420H1	0.2083
LTBR	1.2405
ARHGAP15	-1.702125
HDHD2	1.2115
TDRKH	0.761166666666667
LOC401052	1.4655
PSG4	-0.84175
GNB4	-1.161
SPATA4	3.26275
SLC9A3	-1.3815
OSBP	0.574833333333333
NBPF3	0.196166666666667
DOCK11	-0.8795
SLC39A5	-1.51183333333333
PRR5	0.9237
C10orf63	0.816375
SMTNL2	-2.19875
ADRA1A	1.26775
ASAH1	1.4614
DOM3Z	-0.1171
GIPR	0.9145
AHI1	-0.0334166666666667
NADSYN1	-0.3495
RGS14	0.1348
IL18BP	0.6599
RTN4RL1	1.90125
ARMC6	-0.4005
PSMD5	-0.874666666666667
HK3	1.4246
OR4S1	-0.1065
RSU1	0.3035
MAD2L1	-2.07177777777778
EIF4A3	-0.56775
DLEC1	0.195
E4F1	0.438166666666667
CHMP2B	0.701
CAMSAP1	-0.19225
RPS21	-0.7245
ARID5A	-0.367
UBE2N	-0.3678
IGSF8	1.086
MAGEB6	-2.666
ACAD11	-1.1968
MGC4172	-1.17225
LMO4	0.132
KLKB1	-0.9385
HP	-0.7655
HDAC3	-0.1345
SCHIP1	-0.124
CLCA1	-0.2905
OLFML2A	1.1065
C1orf112	-1.06175
KIF19	-0.372583333333333
HAPLN4	-0.1552
CXCR7	0.206333333333333
GOT2	0.0218
RAB38	-3.224
DCX	-1.03775
PPM1H	0.1485
NFYC	0.449583333333333
KIN	-0.161375
ZNF228	1.145
PLSCR4	1.92283333333333
HIG2	0.80575
FAM79B	4.308
C21orf86	-0.1785
KCNK10	0.06825
ZNF738	-1.34625
FSTL5	-1.14575
OR6A2	1.6305
OTOA	1.27416666666667
EXOC1	0.746375
AHRR	-3.48
PDAP1	-1.4355
C19orf6	-0.30525
ZAN	0.319
LY6G6E	0.3005
EIF4E2	-0.6155
C20orf198	-0.0495
ZNF324	0.708
CYP3A5	-2.223
ENTPD7	1.13016666666667
MBOAT5	-0.205666666666667
GJB5	-0.85775
TTC13	0.01725
S100Z	-1.87516666666667
KIAA0664	-0.0411666666666667
PDGFRB	2.09341666666667
IL17D	-0.177
OR56B4	0.449
RDX	-1.97033333333333
SLC34A3	0.612
IL28B	0.024
JUND	0.8955
CHRNB1	-0.5415
CAMK2B	1.74975
FETUB	-2.40625
CXorf23	1.235125
MRTO4	-0.870375
TTC3	0.9107
NDUFB8	-0.533833333333333
EDG2	-1.48125
SEMA3G	1.487
IL23A	-2.1665
GRHL1	1.7066
LOC441054	-0.652
WDR65	0.60275
PSTK	0.04225
STOML3	0.169833333333333
R3HDM2	-0.1905
C5	-1.7115
SLC2A10	1.128
C3orf22	0.4615
PAQR3	-0.323
ANKRD26	-0.918666666666667
HCRTR1	-0.129
LOC399947	-0.631
PSD2	-0.37775
TIGD2	-0.500166666666667
SCRN1	-1.105
COQ10A	-1.102
DDI2	0.113
METTL7B	-1.02983333333333
UCN2	0.3545
FAM92A3	-2.227
WDR16	-0.0445
ZNF511	0.063
ZMYM5	-1.12925
POLR3G	-2.94325
ZNF586	-0.21775
C1orf49	0.636666666666667
TANK	0.00949999999999999
RCAN1	-1.2
PELI3	1.71783333333333
LIMD2	-0.87675
TMEM189	-1.2365
NTN4	1.941625
LOC151300	0.741
CLEC2A	-0.9075
GPR135	-0.285625
DPYSL4	-2.6417
JAK2	-0.183166666666667
TSHZ1	1.69216666666667
TM9SF4	-0.298375
ZNF264	0.800333333333333
SIRPG	1.1245
BICD1	-0.0115
HERC6	-1.2215
METTL5	-0.584
CASP1	-0.2705
PRRT1	-0.434333333333333
PLA2G4C	2.11016666666667
ICA1L	0.0821428571428571
TPTE2	-0.341166666666667
OTUD7A	0.874833333333333
AQP11	-0.4045
APOA2	-4.0688
KALRN	-0.8202
SECTM1	0.938583333333333
IFNAR1	-0.143
TALDO1	-0.070125
RAB11FIP4	0.555416666666667
EIF5A	-1.3305
FAM49A	1.21625
NEGR1	0.550666666666667
YTHDC2	-0.23275
EHD2	-0.720375
NCF1	2.483
SCRT2	0.1805
HOXA5	-1.41616666666667
NUP133	0.9935
FGF12	-1.4365625
SLMO2	-0.574125
SNTA1	0.06125
CACNG2	0.141125
GCM1	0.489
ELF1	-0.326333333333333
TLR5	4.0035
TCFL5	-1.4135
RBMY2FP	-0.8515
LOC100125556	0.964125
FAM129B	0.0445
MAP3K7IP1	0.49075
NCK2	0.1515
OXA1L	-0.836
FMO9P	-0.7665
ZSCAN12	-0.000500000000000007
PSMD12	-0.946583333333333
HSCB	-0.52225
CLDN10	-3.499
MGC13053	-0.8225
HPCAL4	-0.685333333333333
ASZ1	1.3755
MEX3D	0.647416666666667
NFAT5	-0.7381
CSPG4LYP1	-0.348
FBXO3	0.7926
DVL1	0.443333333333333
CMKLR1	2.00033333333333
TYMS	-2.316375
PEF1	1.056
ZNF750	1.89933333333333
MCM5	-0.9943
MEGF11	-1.027
KCNK7	-0.1685
PTP4A3	0.1035
C1QTNF2	-1.496
OR6S1	0.229
FAM122B	-0.44525
ZNF551	-1.330375
HBQ1	-2.213
GEMIN6	-0.40175
ARSK	-0.23625
RBP7	2.63533333333333
CPNE9	0.2525
DSC1	1.8305
LOC730112	-0.79525
MAP2K4	0.956875
HS3ST5	-3.268
EPB41L3	0.1725
TEKT2	3.1535
CDKN2B	0.662583333333333
ZNF480	-1.27375
MAP3K6	0.7165
MAP6	2.55433333333333
HN1	-0.5896
OR2L13	0.674666666666667
SLC16A11	1.10125
FAM96A	-0.5105
APOL1	-0.41025
C5orf32	-0.37725
RTP1	0.0953333333333334
RNF175	-0.665625
ZBTB41	1.716
AHCTF1	0.4574
SAE2	-0.1784
ITGA2	-0.422916666666667
MME	-1.903
CCDC14	-1.2795
MAST4	0.2175
KRT33B	-0.4305
KCTD2	0.355166666666667
WDR26	0.84075
MFI2	-0.666
NR4A3	-1.642625
ARSA	1.25775
UNKL	0.713666666666667
SULT6B1	0.1735
CCNA2	-2.657
SOX15	0.322
PPAPDC1B	2.33383333333333
C19orf44	0.688
MCAT	0.90975
ARID1B	0.728375
OR52N1	0.7125
C12orf48	-2.4605
MAGI1	1.634875
NIPA2	-0.334
GBX2	-1.786
RSHL3	-0.064625
RAVER1	0.056
C15orf17	0.51325
SLC30A2	3.27025
ZNF518	-0.16225
PCYT1B	-1.70066666666667
C10orf114	1.09575
EIF3H	1.26608333333333
SLC25A39	-0.6205
KIF1B	-0.466625
AMOTL2	0.2115
C6orf120	0.893125
PSRC1	-1.78325
PLA2G10	1.729625
KIF5C	2.3555
MRPL37	-0.293
C17orf62	0.324333333333333
C9orf135	-2.10233333333333
DUSP10	0.0094
CLCNKB	0.581
PSMA5	-0.571625
C8orf53	1.26525
AMPD3	0.654166666666667
PIAS1	-0.201
ADCYAP1R1	0.0935
GYLTL1B	1.47
CDH20	0.272
FBXO7	0.008
TMEM134	0.488166666666667
FLJ14213	0.553666666666667
ZNF3	-0.17825
LRRFIP1	0.371916666666667
CNOT2	0.364583333333333
ABI3	2.1985
ALDH5A1	-0.53775
HNT	3.5847
SERPINA4	-2.65575
TK2	0.365
STMN1	-1.96966666666667
GUCA2A	0.263833333333333
GALNT10	1.08385714285714
DPP6	-0.77035
C9orf93	0.072125
PRELID2	-0.153375
STK39	1.231625
SFTPA1	0.99575
CKS2	-1.89633333333333
RHO	-0.179875
C20orf135	-0.3585
XKR3	-2.5325
CR1	0.2075
RPS6KA2	1.20628571428571
C20orf112	0.495
MRPL22	-0.1235
C4orf23	1.178
GADD45B	1.242
KLHDC1	1.82983333333333
C2orf48	-2.6475
ZNF287	1.753
DAAM2	-1.57575
DPPA2	-3.18716666666667
TCTN3	0.2605
DNAJB11	-0.096875
FPR1	2.681
DEFB4	0.032
PTCD2	-1.4896
SMOC2	5.5025
CABP7	0.6195
SERPINB11	0.0185
MAGEF1	0.316
NDE1	0.00783333333333333
ITGA10	0.06
FSHB	-0.26
ANXA2	0.424875
HORMAD2	-0.025
HLCS	0.39
MCF2L	1.706
FH	0.237875
TBC1D24	1.2735
KIAA1505	1.354
LGALS2	-2.71875
CNBD1	0.221
SYNPO2L	1.5145
PTPN23	0.0386428571428572
C1orf183	-0.9065
MAGEA8	-3.312
DGCR8	-0.70675
GSR	-1.47025
PAQR7	0.3765
ZNF676	-1.2505
CACNA1C	-0.3112
SP7	0.5865
PDCD6	-0.3825
NRN1L	-1.621
BRI3BP	-0.20175
KIAA1183	1.0365
ASB4	0.457
CCL23	-0.196
OBSL1	-0.7555
SLC12A7	0.83
KIAA0240	1.341625
CD1B	-3.13116666666667
FCGR2A	1.5955
MDC1	-1.60275
HTR1A	0.567
OCEL1	-0.0065
ATP11B	-2.0750625
FBXO34	-0.0653333333333333
PCDH12	3.5885
RPE	-0.71275
C17orf74	-0.222
CSDC2	0.458166666666667
PET112L	1.0085
TMBIM1	0.83025
P2RXL1	0.74725
TCHP	-0.226
TRMT1	-0.636166666666667
F2RL2	-0.998916666666667
LRRC32	3.1915
IMPG2	0.9185
BGLAP	0.18
LOC493869	-1.875
MRAS	0.8505
SLC35F5	0.401
CBWD1	-0.095
AXL	-1.674
ATP2C2	2.40375
TELO2	-0.28975
PNPLA3	-4.339
PCDHB14	1.24225
CD276	0.13975
KRT80	-1.836375
DUSP28	-0.189
CSNK1E	0.381583333333333
SRP14	0.4905
KCNQ4	-0.107
KRT72	-0.13
CCDC117	0.395625
C6orf89	0.2815
TUBB2B	-3.23533333333333
RTN4IP1	-0.527
CR1L	-3.87083333333333
CEND1	0.4525
C12orf41	-0.483666666666667
RNF31	-0.0325
UBN1	0.742666666666667
C17orf32	0.631875
SLC5A7	0.669
GPR92	0.882333333333333
ESAM	2.305
CTNNA1	0.742666666666667
HRBL	-0.1541
CBX4	0.301
TMEM182	0.58275
SH3TC2	-1.59233333333333
IL10	0.934333333333333
PXMP4	-2.329
RNF167	-0.0437
PAK7	-1.18
ETV3	0.088
ATPIF1	-0.396833333333333
LOC554207	-1.71466666666667
OR8H1	-0.18325
WDFY3	1.4935
DPM1	-1.363
GPSM1	0.1345
WDR92	-0.1969
LRP1	0.448833333333333
ANKH	0.225875
THUMPD3	-1.147
POLR1B	-0.332
OLFM4	1.17083333333333
RAD9B	0.652
TSPY2	-4.3275
PAX6	-1.70916666666667
SCG2	-2.64525
SLC17A6	0.89025
FMO3	3.4825
PADI4	-0.658875
TUBB4	-0.7291
NLK	-0.336
POU4F3	0.2085
SDF4	-0.40375
ITGBL1	3.36133333333333
NETO1	-1.647125
TAP2	-0.42975
ABBA-1	-0.0870833333333333
GNAI1	-1.31025
VPS4B	1.09075
NOPE	-1.1564
GALNT6	1.29283333333333
SESN1	0.23425
GBE1	-1.34066666666667
CLASP1	-0.312
RASGEF1B	0.695125
ACOT11	0.100071428571429
AFAP1	1.64725
OR2H2	-0.066
DPY19L2P1	-1.59425
DZIP1	-1.9295
SEC22C	-0.194
GPR161	-0.480916666666667
RNF146	1.255
WDR74	-0.31375
GALP	-0.437
PURA	1.72975
DNPEP	0.695333333333333
RP11-78J21.1	-0.81
ERBB2	2.579
FANCM	-0.976416666666667
NEO1	-0.627666666666667
DDX3Y	-5.0442
RPS3A	1.269875
MXRA7	0.879285714285714
LGALS3	-1.5795
GLT8D1	-0.3
CFL2	-2.69266666666667
UPB1	0.8455
NAP1L5	-0.688
CLDN14	-0.3855
DHX38	-0.28825
BTBD1	-0.1765
TARS2	0.685333333333333
ABCF1	-0.0255
FCF1	0.948833333333333
LRRC49	0.168
GUCY1B2	-1.6705
C1orf177	0.173166666666667
SMARCA4	-0.297
LRP8	-2.759
TAGLN3	-0.63725
MRPL14	-0.271
TTRAP	-0.16025
ZDHHC20	0.15825
NFE2L3	-1.1825
KIAA1377	0.600375
PALMD	0.534
TMEM43	-0.51375
TTL	-1.5065
STAT5B	-0.275666666666667
SSB	-0.683625
OR10H5	0.0265
SLC22A13	-0.8455
AKAP3	0.4285
TIMM23	-0.216166666666667
OAS2	0.832
KIAA0423	0.8705
TRIM11	1.1005
GLIS3	1.697625
TMEM50B	0.0556666666666667
ARHGEF4	-1.187375
DEGS1	1.72072727272727
TBL1XR1	1.0815
G6PD	-2.35825
SP140	-0.4488
MUC17	0.0331428571428572
NUDC	-0.1632
DNAJC5B	2.31883333333333
SCARA3	-0.829166666666667
CPA3	6.83833333333333
BCAT2	0.37575
MFN1	-0.3979
NRG3	-0.008
SNX11	0.00574999999999999
PLEKHH1	-0.825833333333333
GPR177	-1.75166666666667
HCFC2	0.0795
TCAP	-0.906
MOCOS	-1.30575
C14orf93	-0.01
PRDM10	0.1195
SLC16A4	1.13883333333333
SRGAP1	-0.143333333333333
VIP	0.88925
DUSP27	0.12
LILRA1	0.5132
MC2R	0.4525
MGC24103	-1.765
MBTD1	-1.5105
FUT11	-0.177666666666667
USP33	-0.00819999999999999
C15orf39	-1.255
MAP3K12	-0.467125
PAAF1	-0.299833333333333
BARHL1	0.2525
FLJ16165	0.4335
PIWIL2	-2.68575
SYNE1	-0.259583333333333
CMTM4	0.706
TSPYL1	0.802
GUF1	0.542166666666667
TMEM157	1.7125
WDR44	0.07025
HIST1H3C	-0.35475
DKFZp666G057	1.552
RNPEP	1.12675
GAS2L2	0.281333333333333
ADH4	-4.726
GRPR	1.9815
FBXL17	0.63025
ZBTB10	2.78541666666667
Gcom1	0.303777777777778
HTRA1	1.2339
ZNF585A	0.372666666666667
SLC26A2	-0.00321428571428571
OTOP3	0.228
WISP1	2.85677777777778
ATP2B4	-0.621833333333333
FLJ10769	1.49925
CRAMP1L	0.5725
CHST12	-0.22875
RAB22A	0.4045
TARDBP	-0.0676428571428572
STAU1	-0.4285
CRB3	2.50966666666667
MIG7	-0.98775
CHMP1A	-0.590333333333333
ZNF160	-0.04875
B3GALT6	0.8515
BARX1	-1.8165
C6orf167	-1.8129375
NXNL1	0.554
DHX29	-0.475375
HADHB	0.105
PLXNB2	1.212875
ILDR1	-1.19725
SLC15A3	2.5985
GAS2	-3.287
C20orf69	0.677
NUMB	-0.04
TNIP1	0.351625
MESP1	3.0395
PSKH1	-0.1275
NSFL1C	0.10625
RHOG	-0.0555
HEY1	0.7985
KNG1	-2.0035
ITGAX	2.1062
LIN9	-0.1615
CANT1	0.939
XRN1	0.163642857142857
CCDC96	1.5497
HEATR6	-0.983833333333333
GNG7	1.18941666666667
RUNX2	1.3235625
SOX1	0.6844
FCRL5	0.3175
ZNF99	-0.21825
FAM9A	0.2725
SNX22	0.509666666666667
MBNL3	-3.159
ODC1	-0.8542
ADORA2B	-2.6505
NR2F6	0.6405
ZFYVE16	-1.1475
SYNJ2BP	-0.0369
POLE	-0.951375
E2F2	-1.35575
THRA	-0.494666666666667
PTGES2	-0.8565
HIP1R	0.608
TMUB1	-0.877166666666667
ENO3	-1.84875
RSPH10B	0.38
CXorf39	1.212375
IRGC	0.263
GPR109B	0.1465
FLJ13305	-0.7845
LCE3A	-0.1655
TNFRSF18	0.9785
DET1	0.77175
TRPM3	-0.1345
C16orf79	-1.5415
FECH	0.415833333333333
RAP2A	-0.12
CRIP1	1.66333333333333
AZIN1	-0.054375
SLC7A7	3.109
IL10RA	0.5305
TMEM64	-2.85525
CDC42EP4	0.4058
C16orf58	0.2575
ARG2	-1.9175
POU5F1P4	-4.3415
FAM62B	0.1865
DNAH8	-1.6148
ASH2L	1.91825
TSLP	-3.5555
CNTNAP5	-0.0818333333333333
TMEM16C	-0.74725
IFNA14	0.519
SLC1A3	0.7705
CABYR	1.86825
BCL7B	-0.2811
NUDT13	-0.671833333333333
C13orf28	-0.4685
C1orf53	0.664
ARL6IP4	0.489
RPL35A	0.23075
EMR3	-0.20625
RAB40C	1.08058333333333
SLC41A1	0.157666666666667
LRCH1	0.26325
LY6G5B	-0.818
FAM124A	-0.0125
MGC10981	-3.73933333333333
CLIP3	-0.0756
MAP4K2	-0.509166666666667
CHIC1	0.847
SULF1	4.12866666666667
C20orf30	-0.254714285714286
PRDM5	-1.132375
ELOVL1	0.1765
C11orf48	-0.548
SLC39A10	-0.414
KCNV1	0.0425
ACP1	-0.672333333333333
ZMYM2	-0.01275
B3GNT6	-0.377333333333333
C9orf69	0.386
C2orf15	1.4365
C20orf166	0.7445
HSP90AA6P	-1.327
EDG7	-0.704
NEURL	0.7625
LPL	0.4145
CLEC2D	0.249
GRRP1	1.202
CD8B	-3.3782
HIST1H3D	-0.334166666666667
SLC6A12	1.47225
FAM27L	-0.4245
CD84	1.8022
RASA1	-0.194
PHKG1	-0.4825
MAGEA11	-0.835
IMPA1	-0.2125
NPM3	-1.2645
RARRES1	3.22175
SH3BP1	-0.03525
B3GNTL1	0.106
ARPC5L	-0.5475
KLHL26	0.46325
SIM2	2.114875
GJC1	0.415
C20orf194	0.11475
EXO1	-2.72275
SLC2A2	-2.73833333333333
LOC285074	-0.9395
LRG1	1.526
KIRREL	0.35
PIK3R1	-0.301
C4orf34	1.91575
MAF	-1.12811111111111
ADCY4	3.03783333333333
ZMIZ2	0.7079
SLC46A3	2.296
STAMBP	0.203166666666667
CCDC16	0.8425
MS4A12	0.0625
TCF20	0.34275
LRRC46	0.737
C20orf152	0.33925
MRPS6	-0.3015
ABCB11	-0.171
KCNC2	2.1545
CDH19	-2.52033333333333
C9orf123	0.43
SSH3	1.459375
LDLRAD1	-1.629
CCBE1	-0.66725
ZNF135	1.190125
TAAR1	0.4615
WFDC12	-0.156
CCDC42	0.0471666666666667
FLJ12529	-0.43325
PER1	-0.228
TIMM50	-0.512333333333333
SMARCAD1	0.314
FAM26C	0.072
TP53TG3	-2.68833333333333
SH3RF1	3.4439
LMCD1	1.579
GPR63	0.2945
FLJ21986	-2.09325
AIFM3	-0.147
MICAL1	-0.1575
BLZF1	1.1265
IQCA	1.711
PCDHGC3	-0.9085
SAC	0.2175
BCL6B	2.21316666666667
DDO	-0.80125
MARCO	3.31175
DCHS1	1.43883333333333
C1orf170	0.566666666666667
CD200R1	0.68
C22orf15	-0.445
SEPT11	0.629
ADNP	-0.01825
UST	-0.5699
C13orf34	-1.5475
RFFL	-0.0809285714285713
APBA3	0.236
C2orf60	-0.574
CUTL1	-0.6526
PMS1	-1.25
ZNF689	0.623
EIF3E	0.948333333333333
IL9	0.0318333333333333
RPL31	-0.108125
LY9	0.0223333333333333
ATP2B3	0.42275
KDELR2	-0.201041666666667
TFCP2	-0.60675
NLRP12	1.7165
FLJ45422	-0.1645
TLE4	-1.0692
ZNF570	-0.0915
FLJ43806	-0.324
TLK2	-0.550625
CIR	0.84575
MARS2	-0.2155
COL24A1	0.31925
SDF2L1	-0.7355
HIBADH	-0.479833333333333
IGFBP3	-1.3335
C12orf23	0.35625
PSPC1	0.10025
C20orf43	0.05475
TRAV20	0.481
ARHGAP24	1.267375
KIAA1975	-1.135375
C1QA	3.709
DNTT	-4.47783333333333
C10orf6	-0.0191666666666667
C11orf41	-0.275875
HNRPF	0.46275
COL11A1	6.88216666666667
UBAP2	-0.109
CDKN2AIPNL	-1.2765
C20orf174	2.82325
SPRED2	0.637
PLA2G12A	0.585333333333333
ICEBERG	-3.0536
SCN10A	-0.119
C11orf65	-0.0825
GBP5	3.47275
PITPNC1	-1.72033333333333
POU3F3	0.2245
NCOA7	-1.02375
LIN7C	0.5394
LOC348840	-1.49
NKX2-2	-0.685
ANKRD13D	0.079
LOC123688	-0.17975
FUT2	1.53783333333333
TAAR8	0.579
FZD4	0.0186666666666667
PNMA3	-0.532333333333333
OR4L1	0.5815
WIT1	-2.36025
EXOC3L	1.69425
ATPBD4	-0.3302
KRBA1	-0.43
UBXD6	-0.5825
HOXB7	-1.31778571428571
C7orf23	-0.984
UNQ338	-0.194
STAB2	-0.399
CDC20B	0.161
IRF9	0.84675
CENTG1	-0.406666666666667
TNPO2	-0.98825
MCPH1	-0.444875
BMS1P5	-1.36975
SLC26A7	1.111
HIST1H3J	1.011
C9orf3	0.3171
LBH	1.007375
MYO1D	1.115625
PTDSS2	0.0735
NFU1	0.338
DEPDC4	-1.38675
WNT7B	1.8543
GLP2R	-0.4335
SETD4	-0.2068
DYNLT3	-1.7977
FKBP11	-1.1195
SESTD1	0.365333333333333
FLII	0.40525
RPS16	0.1544
CHPF	-0.517666666666667
CSNK2A1	0.0428333333333333
SUMO1P1	-0.19075
FKBP6	0.2245
ZNF214	1.08083333333333
TWIST1	1.728
DDX56	-0.540833333333333
TRAM1L1	3.292
EPO	-2.38083333333333
MRPS18B	-0.23425
ZNF682	-0.265333333333333
RPL14	0.309666666666667
MAFF	0.11325
LOC51136	-1.475125
LY96	-0.17225
DDX20	-0.409
ABTB1	1.11766666666667
ARL5A	-0.0962
CCT6A	-1.2625
HEPACAM	-1.56233333333333
EHHADH	-1.11433333333333
RBAK	-0.0273333333333333
