Hybridization REF	TCGA-C8-A12M-01A-11R-A115-07
FOXD3	0.347
GSDM1	0.2715
IFITM5	0.8285
PODXL2	1.12366666666667
C1orf176	-0.35325
RPS3	-1.01575
hCG_2004593	0.53675
COL21A1	1.247
NTNG2	-0.603666666666667
RAI14	-0.4275
P76	0.3965
LRFN3	-0.055125
FAM14B	-0.387375
FKBP14	-2.33325
TNNI3	0.662
HOXB3	1.3225
SGCB	0.08125
PPAPDC3	-1.36025
FRAT1	0.168
MORN1	0.255333333333333
ARHGEF2	-0.72275
BNIP2	-0.91475
DHX30	0.0745
EEFSEC	0.4395
FGF20	0.659
FLJ38973	0.0612142857142857
PLCH2	-0.300666666666667
CCNG2	1.49825
PSPN	0.574
WDR88	1.089
HOXB13	-3.03
MTMR8	-0.699
SPAM1	0.4295
PPP2R1B	-1.421125
TANC1	-0.701875
CNN3	-1.5595
CHGA	0.132
C9orf128	0.5555
CACNA1B	0.281666666666667
MMAB	-1.1302
RHOA	-0.17775
RAPGEFL1	-0.06025
SLC1A5	-0.512166666666667
CALCA	-0.53275
SYCP1	-0.50775
CXCL11	4.463625
GFI1B	-1.1255
PSCD1	2.4285
C11orf58	-0.0386666666666667
MGC45438	-2.15316666666667
NUDT18	-0.279
ASB3	-0.0123333333333333
ZP1	-3.7465
LPPR2	0.5789
ZNF527	1.012
ZNF771	0.031625
TTBK2	-0.724
TRIM55	-0.38475
GJB3	-0.9225
PRSS35	-0.73725
SCRG1	-0.183
ZDHHC24	0.4755
DUSP26	-0.662
C1orf51	-1.959125
DNAJC3	0.941166666666667
LITAF	-0.603375
ZNF410	-0.171
AFP	-5.62183333333333
ZW10	-1.63425
PHOX2B	0.2915
VILL	1.77075
ELOVL7	-1.0415
LOC644186	2.55
PPP3CC	-0.4295
CHST13	-1.96675
WDR40B	0.00990000000000001
MEA1	-0.0945
HILS1	-2.092
DLX6	-1.66783333333333
NKG7	2.25533333333333
EMP1	-0.14775
ACTR6	-0.49025
CHCHD7	-1.29057142857143
COG2	-0.7912
TCEA2	0.8793
TARS	-0.8135
FLJ20294	0.172833333333333
ZNF92	1.073125
TRAPPC2L	0.6864
ARHGAP28	-1.541
CCDC109B	-2.6115
LGTN	0.5705
INGX	0.238
LOC124446	0.673
RPS2	-1.487
C17orf75	-1.63633333333333
NBPF1	1.565
SLC2A8	0.21925
SNRPE	1.0715
CARD6	-0.323
IL13RA2	0.6065
CUEDC2	0.096125
C4orf19	-2.189
AOC3	1.691375
MTHFD2	-0.592333333333333
OR5M9	0.435
C4orf38	-0.7785
SS18L2	0.243
OAS3	-0.580833333333333
LARGE	-0.0145
LRIG3	-1.37883333333333
LIMA1	1.382
STARD3	1.1145
VPS39	0.80275
CTAGE6	0.3345
ODAM	-1.00425
MORF4L2	-0.05475
GSTO2	2.63475
MTFMT	-1.1825
PRKAB2	-1.14628571428571
ZNF76	0.108666666666667
HSPB2	2.8695
CRB2	1.504
KLRK1	-2.2835
LYST	-0.5385
UBE2M	-0.850666666666667
SLC16A9	1.536
ZNF281	0.9125
ST8SIA1	-1.26675
C9orf105	-0.6495
ANKRD46	2.027
FAM108A3	0.3265
C20orf91	0.32225
ZYX	0.177166666666667
RSPH1	2.08575
ZSCAN5	-1.9285
RIMS3	-2.25983333333333
KRT76	-0.0985
CEACAM4	0.1185
SIRPB1	0.111625
CFHR4	3.236
SOX3	-0.245833333333333
GATAD1	0.289
C21orf57	1.341
TMC8	-0.2405
AVIL	1.42966666666667
LMOD1	1.5545
HIGD1A	0.91675
NEU3	-0.128333333333333
DES	-0.144125
BZW1	-0.3766
ZNF221	-0.0365
CCDC27	-0.438
GDAP1	-0.1505
RBBP4	-0.3885
MGC40499	-0.1625
PHKA1	0.904625
PRKAR1A	-0.267611111111111
HSD3B1	0.44875
RAD52	-1.01366666666667
CD207	0.4305
LOC389791	0.497
RSPO1	-0.4895
TMEPAI	0.336375
MFSD2	-1.7045
ETV4	-3.27091666666667
SCGN	4.7125
LOC391356	0.75975
MPP1	-1.582
STARD3NL	0.3455
TFAP2D	0.0025
CD2AP	0.901875
CCL20	-5.33966666666667
CCDC86	-1.0795
ZFP30	-0.270666666666667
CTBP1	0.405333333333333
MAK10	0.53
STXBP5	-1.3805
LOR	0.2058
MAP6D1	-1.071375
ARMC7	0.2945
TMEM150	0.6891
NSL1	-1.5225
KIF5A	1.070375
ASCC2	-0.237666666666667
PSENEN	0.466166666666667
OPTC	-0.004
FCRL2	-0.075
KBTBD11	-0.096875
PCK1	-2.63625
CENTD3	-1.0025
MEGF8	0.569125
ALPPL2	-0.1975
OBFC2B	0.0518333333333333
ZFYVE20	0.110375
GALC	1.38433333333333
CTRB2	0.31675
C20orf71	-0.197833333333333
TBKBP1	0.394
CAMLG	1.609125
TREML4	-0.538
RSAD1	-0.9225
TUBA3D	-1.0127
KIAA1833	1.224875
PNPLA1	null
LRRC34	-1.707
CDH26	-1.4025
ZNF167	-0.2475
ZBTB26	-0.1135
VWF	3.0557
VTN	2.0215
BAD	-0.08275
PDS5B	-0.321363636363636
ZNF644	0.502083333333333
SH3GLB2	0.754625
SMPDL3A	1.2022
NRG2	-1.26228571428571
IL15	-0.182833333333333
GABARAPL1	0.2185
LAT2	-0.725
SLCO1A2	-1.86733333333333
LIG4	0.173916666666667
GSDMDC1	1.18025
BMP4	-2.294625
METT10D	0.7535
SYCE1	0.00924999999999999
SPANXD	-6.2305
SLC12A9	-0.279666666666667
MC1R	0.259
RNF168	-1.34125
TRIM69	0.63325
GALNT7	2.444
ISG20L2	0.88075
KIAA2026	0.3875
TNFAIP8L1	-0.205
DPY19L2	-1.12675
C12orf63	0.561
PRDX5	-0.838875
MED6	-0.701125
TXNDC5	-1.49175
CD46	1.85833333333333
CCK	-2.3195
C17orf48	0.84275
ANUBL1	-0.23525
SIT1	-0.328333333333333
TYSND1	0.0793333333333334
DEF6	0.151666666666667
GLT8D4	-2.75275
UTP14A	0.125125
RPH3AL	2.54425
NXF1	0.130833333333333
TRERF1	-1.81466666666667
TUBB3	-0.99025
SLC24A2	0.592
SEC22B	0.2575
ZNF653	-0.20475
GGTL3	0.587833333333333
CDKL2	0.003
CTF8	0.68325
EPC1	1.78133333333333
CYP4A11	-0.159333333333333
THRSP	3.23466666666667
LELP1	-0.344666666666667
TES	-0.647125
C17orf87	1.011
FERD3L	0.195
SH3TC1	-0.8715
RAB36	0.27
CRYGB	-0.8775
GRIA3	-0.0761
BHLHB9	1.2355
C1QTNF9	1.23975
GOPC	-0.083125
PNPLA8	0.364833333333333
ZNF444	-0.348
FMO1	1.77975
POLR3C	-0.03475
SLC35F3	-2.8875
SGCG	-2.888
DCDC2	-6.92383333333333
NANP	-0.8785
MGC23270	-0.7745
BEX4	-0.121833333333333
HYDIN	0.4058
RPS6KB2	-0.2475
ADRM1	-0.442
BAT3	-0.04775
RAB31	-0.947125
SCGB2A1	6.321875
SLC6A14	-5.081125
DDX4	-0.8475
PRRC1	0.952666666666667
AP3B2	1.58116666666667
TRGV7	0.0486666666666666
TMEM184B	0.421
ADPRHL1	2.252
C21orf45	-0.543875
ARNTL	1.133
AADAT	-0.92425
CCL2	0.165166666666667
SNTB2	-0.0293333333333333
RGS9BP	-0.554
KPNA1	0.11075
TMEM41B	-0.203166666666667
S100A11	0.179166666666667
DOT1L	-2.0015
EFHC2	-0.833375
CLTC	1.82533333333333
SRP9	-0.281857142857143
ZNF521	-1.07725
FAM26F	-0.59625
GPR88	0.398166666666667
COL13A1	-0.896666666666667
CHMP4B	0.5417
SIGLEC6	0.533666666666667
NFAM1	0.144625
PVRL2	1.9895
ALKBH4	0.54525
CCDC93	-1.028125
NXT1	-1.25
KCNK4	0.0885
TROAP	-1.5975
KCNA10	0.47575
CCDC114	0.2335
RAN	-1.55658333333333
LMTK2	0.4785
LOC400657	0.5115
UFC1	1.8165
UBE1DC1	-1.584
EEF1A1	-0.413333333333333
CHAC1	-0.278
HMGA2	-5.7741
B3GALTL	-0.30125
ING2	0.81975
C1orf109	-0.29475
INTS3	0.237
ZNF558	-0.30675
TRPM4	0.923333333333333
LTB4R	-0.052
ISYNA1	0.563
LSM7	-0.78875
LRRC47	-0.000125000000000021
ZNF179	-2.74816666666667
EXDL1	0.389
SLC4A10	-0.34725
ACSS2	-1.10166666666667
COPS7B	-0.4055
KIAA0040	1.0675
C1orf95	1.1145
AP1GBP1	-0.9875
OR9A2	0.063
FAM71C	-0.0138333333333334
RIN1	-2.64466666666667
ITGA4	-2.089375
DNAJC6	-0.431
CLOCK	0.762666666666667
SLC35A4	0.799166666666667
DSG4	1.0335
LOC26010	0.0875
NSUN2	-0.8385
TMEM86B	-0.7324
C14orf135	-0.2825
KIFC3	-1.49
PHF5A	-1.4645
NCAPH	-2.06525
STK11IP	-0.35575
FLJ42953	0.57575
CCDC19	1.31983333333333
ZNF329	-0.587875
TAX1BP1	0.584
ZDHHC18	0.1935
C10orf88	0.85225
TMBIM4	3.0126
NMUR1	0.3645
KIR2DS4	0.415875
C9orf90	0.207125
MGC87631	-0.553
KDR	3.6016
ST3GAL2	-1.111
RLN2	-0.871
HPD	-3.11225
MOXD1	-2.61116666666667
PDGFRL	0.2705
SMYD4	-0.205
FAM103A1	0.475833333333333
MFAP4	-2.8655
LOC285141	-2.23725
TMEM45B	-4.104375
SMCR7L	-1.41557142857143
GZMH	3.77725
CBLN1	-2.0085
CNNM1	-0.1805
PHF17	-1.40725
NUP98	-0.730333333333333
RMI1	-1.02725
PTPRS	-0.24275
ANKRD57	-0.3985
CLDN15	-0.245166666666667
OR51A2	0.039
GUCA2B	0.691
DOCK9	2.3255
ITGB1BP1	-0.845333333333333
DLG2	0.626625
BRAP	0.283
SESN3	-0.602
ZC3H7B	-0.309
FAM101A	-0.107833333333333
FKSG24	-1.09425
ZYG11B	0.7035
RFC2	-1.09975
SH2D3A	0.417833333333333
DVL3	-0.132416666666667
ADFP	-2.18783333333333
KRIT1	-0.077125
SERTAD3	0.809666666666667
LEFTY2	-3.533
KRT27	-0.0075
SCFD2	-0.0375
MN1	-1.51425
RORA	1.242
PTPRD	0.00025
PIAS2	0.404333333333333
CYP4X1	4.8145
FBXL15	0.1455
MYH15	0.2395
CRX	-0.065
TBC1D13	-0.49275
SLC22A17	1.927
PLK2	-0.758
ARHGAP9	0.8785
EIF1B	0.357
C20orf185	0.42325
DEFA7P	0.174
PRIM1	-0.730833333333333
CRYAA	-1.2295
BACE1	-0.29625
AGTRL1	0.765833333333333
ACAD9	0.5385
GRASP	0.32775
RBP4	-4.6875
TFB2M	-1.278
METTL9	-0.0578
ATP5O	-0.42175
SP100	-0.8408
CPSF1	0.5305
S100A4	-1.6835
LIME1	-0.734
GPR137C	1.6005
OR2A2	0.4555
C2orf29	-0.74175
NUP188	-0.486
SDPR	-0.96575
RAI1	0.444
RPS20	1.5556
LAMB1	-1.43025
ADM2	0.23
ZNF229	2.3515
DKFZp434K1815	-1.02825
EPN3	2.368
CLIC3	-2.47425
MEIG1	0.54575
HMGB4	-0.43575
STARD10	4.167
KLF8	0.5015
EPB41L2	-0.84
JMJD6	-0.368
CTSL1	-0.561333333333333
GPR27	-0.372
ELAVL4	0.186375
MMP21	0.163
PPM1B	0.488
SUV39H1	-0.7975
AAMP	0.138
TUSC4	0.689
MBD6	1.05325
KLK13	-1.430125
FMNL3	0.669
TRIM13	-0.0745833333333333
C15orf5	-1.537
IQCF1	-0.0685
CACNG8	0.598
SLC35D3	0.003
ZDHHC9	1.349
ODF3L1	-0.472
C9orf86	-0.1716
TSEN2	-0.3765
C17orf64	0.91825
SEPX1	-0.2146
TSPO	-0.103
SYMPK	-0.6225
ADORA1	0.3335
TSPAN10	0.861625
SEMA6C	2.377
RTTN	-0.8337
IL2	0.798
ARRDC3	-0.16425
TBPL1	-1.31183333333333
STX12	0.81325
MRPL39	-1.11425
OR8H3	-0.108
IFIT5	-0.159166666666667
CASC5	-1.952875
FAM46A	-1.662
HPCAL1	0.21775
CYLC1	-1.113
VGLL2	0.220428571428571
C20orf191	0.974
CDH1	2.74858333333333
ITPA	-0.422
CCDC101	0.2855
D15Wsu75e	-0.66325
EDA	-0.7505
CREG1	-0.7725
OR7G2	0.16
SAP18	0.537166666666667
IFIT1	-0.99
CALML3	-2.14933333333333
FLJ37440	2.4765
FNDC5	-0.7305
SERPINB6	0.593071428571428
JUNB	-0.4296
SYS1	1.84375
SCN2A	0.401333333333333
ZKSCAN5	-0.3217
WNT7A	-0.0815
TSHZ3	1.74725
RNF148	-0.44275
H6PD	-0.3115
CAD	-1.97416666666667
ZNF449	0.50875
DOCK10	-0.893
FAIM2	-0.0341666666666667
HEXDC	2.18325
PRB1	0.666666666666667
C14orf148	-0.0125
ETHE1	1.14275
IRF5	-0.00180000000000002
GNMT	0.511166666666667
MGC16291	-2.051875
RPAIN	-2.48778571428571
CAGE1	0.058
CNTNAP3	-3.728625
ACTR1B	-0.53125
EEF1E1	-0.558
MSX1	-0.419625
ESF1	-0.6366
HSPC171	0.391
MRPL2	-0.3545
RDH12	-0.584666666666667
CELP	0.139
METRNL	-0.0395
C10orf116	1.90183333333333
C19orf48	-0.76575
ZNF346	0.061125
NCR1	-0.069
C10orf64	0.2395
CD52	0.6765
VPS18	1.042875
AP4S1	0.772166666666667
NPBWR1	1.1155
TPK1	0.706
UBA52	-0.612388888888889
RIPK1	0.1235
CPNE3	1.4796
HSPC159	-0.657125
C8orf38	2.62725
LRRC4B	-0.1225
PARP10	0.8883
ANKRD50	1.2605
CXCL9	6.70075
FGF18	0.140363636363636
EIF2A	0.05625
SLC20A2	1.3325
KIAA1549	0.950166666666667
SPINT1	2.394
ZNF584	-0.524
CRBN	1.37416666666667
ABCF3	0.4955
NCBP1	-0.3965
PLA2G4F	0.536833333333333
PCDH10	-0.61675
TTC21A	0.0675
C20orf144	0.4275
FGFR1OP2	-0.567166666666667
SLC9A1	0.0934
CHRND	0.485
FOXF1	-2.63775
KIAA1467	0.449
TPO	-0.464333333333333
LTF	-1.08835714285714
DNAJB9	-0.10375
MRPS27	0.00725000000000001
bA16L21.2.1	0.37025
WBP2	0.702333333333333
MRGPRX3	-1.22566666666667
PRPF18	0.49175
C10orf58	0.77425
SMOC1	-3.0474
ADAT3	-0.1345
TMEM138	-0.566
TMEM131	0.18675
TIMM8B	-0.63625
MYH7	-0.564
ST6GAL2	-0.406
KIF1C	-0.136
SUHW2	-0.497
PAPSS1	0.8575
CABP2	0.299
HOXA4	-1.4705
ELF2	0.87375
SEMA3D	-0.0806
MC5R	0.265
OGFR	0.105
FLJ30092	0.497666666666667
TGFA	-1.4722
MMP17	0.2115
KIF15	-2.26375
CHIA	0.5465
CATSPER3	0.15225
CEACAM7	1.03372727272727
PADI2	-0.054875
HOXA9	-0.6935
LNX2	1.48633333333333
TMEM144	1.40025
HIF1AN	0.375
METTL7A	0.2883
C6orf165	1.797
KIAA1468	0.6785
DSG3	-0.9965
ZNF180	0.325166666666667
EIF4E3	-0.46825
SLC46A1	1.314
DKK1	-6.58216666666667
ZNF205	1.08133333333333
LOC162073	-0.506611111111111
COX7A1	4.7935
MAGEA1	-5.13816666666667
NEDD8	-0.615166666666667
KLHDC5	-0.798555555555555
C3orf19	1.209
MRPS2	-0.45375
POLR3H	-0.689928571428571
ABHD11	0.9254
TMEM17	0.45625
PAIP2B	0.7276
MAT1A	2.1675
LGI3	0.1215
THUMPD2	-0.0115
TKTL2	-0.922
XAGE3	-1.34733333333333
CALM3	0.20175
C6orf136	-0.5445
KCNC4	0.2275
RGS9	3.172
ACIN1	-0.277833333333333
SPATS1	0.10875
XKR8	-0.6595
FAM84A	1.38075
MS4A7	4.23309090909091
AGXT2L2	1.14125
OR1F1	0.5025
SMAP1L	-0.0398333333333333
IPO11	0.065875
ZC3H11A	1.193875
C1orf151	2.071375
RNASEH2A	-1.55675
CCR10	-1.3385
TXNDC11	-0.10075
TMEM112	0.683375
MAP1B	-1.21578571428571
NVL	-1.5195
PKM2	-1.1062
ARC	-0.233
NUP54	-0.808
PPFIBP2	0.399
STAT2	1.145375
PTAFR	1.6465
ROBO2	-0.3885
RNF40	0.233166666666667
CCDC135	-0.227
IFT81	-0.9635
MORF4	-0.7565
TM7SF3	-0.672875
OR10H3	0.3325
ABP1	-0.047375
CHRD	-0.505625
PLEKHA8	-1.27733333333333
NCALD	0.968833333333333
OR5AK2	0.599
ACCN1	0.435333333333333
SLITRK1	-0.011
ARMET	0.536
C9orf52	-1.117
REEP4	-1.47025
MTSS1	3.16725
ADH1B	0.224666666666667
DLD	-0.52075
CDK5	1.2975
PPFIA1	0.4411875
WFDC3	1.34525
DNAJB12	1.27935714285714
RANGRF	-0.194
MLANA	-5.03625
AMY2B	0.751
KIAA0319	-1.24075
RPS7	-0.7285
JAK3	-0.2809
ARFGEF1	2.98725
CXCL5	0.185
TRAPPC4	-0.811
CETN2	0.6055
HSPC111	-0.561
RHOBTB3	-0.8566
PHLPP	0.5575
RGS10	0.6275
TMEM58	0.67775
CHERP	-0.413375
HSP90AB3P	0.4935
FSTL3	-0.9485
PEX11A	1.593
OR5V1	0.763
FCN3	1.621
PTPN3	-0.058
NPTX1	-4.838875
C21orf84	-1.04775
C11orf51	-0.843375
ZBED2	2.0865
FLJ90757	0.5335
NPY2R	0.34975
PLD3	0.90325
SYT17	1.55833333333333
SGSM2	0.93525
OR1A2	-0.253
FOXP1	1.2965
SLC5A1	-0.66625
POFUT1	-0.8522
EPHB6	-2.81433333333333
MYO1G	-1.61025
STAC	-1.76633333333333
KLHL17	-0.270166666666667
RGMA	-0.4147
TJP2	-0.0383
FAM114A1	-1.33483333333333
SERINC1	1.49625
SLC9A8	0.313125
PEX19	1.64975
EDN2	-0.13775
PSMD7	-0.435222222222222
C3orf41	-3.36575
UQCR	0.069
PPP1R3C	-2.821
LRP4	-0.545666666666667
TM2D1	0.4175
TTC17	0.1691875
C4BPB	-4.54625
CCL25	0.24175
ZNF253	0.215666666666667
CHRNA9	-3.08125
SOX11	-1.522375
HIVEP3	0.616
CGN	4.3785
C3orf35	0.052875
PKD2L1	1.811
SYVN1	-0.177125
PDE8B	-2.900125
LOC439951	0.96375
LTC4S	1.72983333333333
MIF4GD	-0.5175
SMARCA2	1.5376875
TUBGCP6	-0.495166666666667
CABLES1	0.09125
C16orf77	0.669166666666667
ZNF791	0.7775
FUT5	-1.217
ADH6	-1.5465
P4HB	0.87625
CLDND2	-1.725
ALKBH8	0.11525
PLAC4	-2.1095
F11R	1.21921428571429
MGC35295	1.15166666666667
PDZD4	-0.00566666666666666
LOC389073	0.0445
FAM80B	-0.378833333333333
PSMB1	-0.681125
TXN	0.225166666666667
VIPR1	1.3509
WBSCR18	0.6698
EXOSC6	-0.117166666666667
ACTA2	3.74316666666667
SP5	-3.78816666666667
ANKRD1	-2.389
DDR1	1.5584
ATP6V1D	0.045
PTGS1	-1.10583333333333
RNF157	0.704
DCC	0.2335
SPAG7	1.51625
FBXO18	0.1135
UBE3C	-0.0976
HOXC6	0.9785
LRP2BP	0.3465
MYST2	-0.61475
PDSS2	-0.063
ATE1	-0.0625
ARAF	0.221
KLF10	1.88875
PLA2G2E	0.241
ASCL1	2.90866666666667
TSNAXIP1	0.109
FAM131B	-0.603142857142857
IFNA10	0.4045
NUP43	-1.02125
FAM44B	0.54575
L1TD1	-4.74883333333333
NMD3	-0.596666666666667
C18orf54	-1.2017
PHOSPHO1	-0.121
RAG2	-1.679
EMILIN3	-0.5925
METTL3	0.694
VPS13C	1.4665
REXO2	-1.5795
ANXA4	-0.892
CA1	-0.91425
DCP1B	0.308
TULP3	-0.878
ATP2A2	-0.265714285714286
ATIC	-0.84275
ADAM15	-0.5615
NPL	0.475333333333333
LGR4	0.422
UEVLD	0.563333333333333
GAB1	2.02875
SNAI2	-0.967
ZGPAT	-0.8754
SNF1LK	0.730875
DLEU1	-1.03925
UBE2Q1	1.019875
ZMYM6	-0.1171875
JPH3	-2.47516666666667
FAM38A	-0.836166666666667
PXK	-0.0763333333333333
DENND2D	3.08425
BAX	-0.0695
CP	-5.81736363636364
RPL37	-0.0679
G6PC3	0.89575
NCOA4	0.874166666666667
LRRC14	0.475875
GORASP1	1.088
FCHO2	1.461375
CYP24A1	-3.3898
FXYD3	3.081875
SMARCAL1	0.17525
ABCB8	0.286666666666667
CCDC44	0.1945
PRDM7	-2.1905
USH1C	-0.8265
DNAH5	0.0168
SRF	-0.355583333333333
MAL2	2.99616666666667
PGPEP1	-0.435
SIN3B	-1.269
SEMA3C	0.313333333333333
GRAMD3	0.3905
FBXO10	-0.53925
OR5D13	2.138
FLJ31818	-0.00437500000000002
CACNA1I	0.51325
S100A13	-0.68
TP63	-0.555642857142857
ANXA11	0.7897
WDR66	-0.21275
CSF2RB	0.138
IFI44	-0.77575
DACT1	0.7005
ANKRD23	-1.126
ATP5G1	-0.558833333333333
C21orf70	-1.20083333333333
PPWD1	-0.931
DNAJC13	-0.0245
PAH	-4.649
PTCH2	1.37175
TRMU	-2.185
CCDC9	-0.4035
USP3	0.0229
DCLRE1C	0.7201
FAM55C	-0.7225
FRMD4B	1.53875
CYP2R1	-0.3215
RFPL1	-0.4712
XPO5	-0.512
ARL6IP2	-0.996
OSBPL5	-0.2065
MMP9	2.81954545454545
KIAA0802	-0.550875
DHRS2	-4.73533333333333
SGEF	0.659875
TXNDC10	-0.159
EXOC6	0.68325
RPS27	0.159166666666667
PNCK	-0.665
FSTL1	-2.3595
AACS	-0.96425
SLMAP	-0.213666666666667
SAMD4A	-1.6855
ABRA	0.5145
SMARCD3	0.17775
PKNOX2	-1.3445
A4GNT	0.647
C9orf39	0.6525
RALYL	-0.06175
MGC33556	-2.6285
C10orf25	-1.4065
BBOX1	-0.17975
NHEDC1	1.37075
XDH	-0.34075
GCSH	-0.3475
EDN1	-1.39383333333333
MTERF	-0.07175
CLK4	1.367875
ZNF799	0.411166666666667
KCNG1	1.30425
CXCR4	0.795333333333333
PTPRR	2.18075
IRAK1	-0.875625
LOC401397	0.4995
TMSB10	0.587714285714286
CXCL3	-3.4848
TMC4	3.016
OR7A10	0.923
STYK1	3.53675
CHRNA10	-0.36075
CCNI	0.8405
EP300	0.583428571428572
LOC165186	0.131833333333333
HIC2	-3.02725
SDR-O	0.478
OR2W1	0.9255
KCNA6	-0.1265
TRIM74	-0.936
REEP6	-0.42175
ATP5G2	0.502
ERG	0.491
TMEM42	0.039
PARN	-0.337666666666667
SOD2	-1.586125
DIRAS1	0.418
PNPT1	-1.25625
JOSD3	-1.5815
hCG_40738	-0.594
PDE1C	-1.41125
SEMA4D	-0.66225
AGPAT1	0.0896666666666667
NOSTRIN	2.159875
MAP3K3	-0.660666666666667
MAX	0.602428571428571
CAPS	3.50983333333333
SERPINA12	-0.0435
OSBPL8	-0.49825
RICS	2.653
NR4A2	-0.796833333333333
PPCS	0.587666666666667
LONP1	-1.29425
SCYL3	1.7135
HERC2P2	-1.0045
FIBCD1	-0.684
C15orf41	-0.87625
DMC1	-1.4825
C20orf27	-1.03675
RPS6KA5	0.7453
FAHD1	0.613666666666667
SLC12A4	-1.30375
BRCA1	-2.00575
GBL	-0.18025
SLK	-0.573166666666667
NUDT9P1	-2.627
NOXO1	0.064
USP52	-0.50275
BAZ1B	0.333
SLCO2B1	2.12975
BBS12	1.25016666666667
LRGUK	-0.715833333333333
TERF2IP	1.28325
COL1A1	2.5275
KIAA0090	0.427875
GRK5	-0.2425
AP1S2	-2.0453
TMEM52	-0.115333333333333
CA11	-0.554625
OR4A15	0.605
ACBD3	0.2394
SPAG11B	-0.00199999999999993
PRDM2	0.2722
FOXP3	0.4365
SMYD3	-1.1538
LOC389199	0.6395
LGI2	0.0365
NAPE-PLD	0.2139
ANKRD6	-0.2365
WDR45	0.995333333333333
SHROOM1	0.103
PSCD3	0.997
PYY	0.7435
KCNC1	2.6345
ARHGEF9	0.289
OR8J1	0.717
GPR55	-0.0241666666666667
NS3BP	-0.7845
C10orf22	0.8615
NAT8L	-0.6455
DUSP4	-1.8835
FOXM1	-2.27933333333333
GRAMD2	-0.6163
ZBTB48	0.786333333333333
BUD31	-0.387
PABPC5	3.0065
CCDC41	0.77425
FBXO11	0.390416666666667
C6orf148	0.73125
RFXAP	-1.179
C6orf15	0.0796666666666667
CDK8	0.434
C6orf70	-0.296
TESSP2	0.746
ALG2	-0.1375
PPP1R3D	1.101
TPM3	-0.0246666666666666
SYT13	-3.25525
EPB42	-0.834166666666667
CETN3	0.59175
PRY	-0.4305
NTHL1	-1.35516666666667
POLR2B	0.024
RPS28	0.310166666666667
P2RX3	0.119
LYZL4	-0.12375
WBP4	-0.625
PMM1	-0.6365
C11orf79	0.117
CBLL1	-1.08675
IL1F10	0.328833333333333
VAX2	1.45
SETDB1	1.57966666666667
LRAP	-3.06866666666667
GCLM	-0.659166666666667
CPEB3	1.7895
PPM1A	0.264375
INTS1	-0.57325
CAMTA1	1.71683333333333
SAMSN1	-2.26175
LOC158830	-2.2525
GMPPA	0.479375
AIPL1	0.30925
IL24	3.45108333333333
BDKRB1	-1.4395
MLF1	0.6202
TAF12	-0.152
ID1	-2.227375
THADA	-0.661125
PIK3CB	-0.868
OR4N5	2.1535
TBC1D17	-0.5305
COX8A	0.1245
CDCA4	-1.49425
C2orf44	-0.3775
ZNF534	-0.28425
IMMP1L	0.65875
NIPSNAP3B	0.556375
FTMT	0.1995
PWP2	-0.4625
MMP15	0.0547
DNAH11	-1.5475
MTMR14	0.27125
DNAL4	1.037
IPP	1.736
TMEM59	1.000375
C1orf157	-0.685
RGS4	-0.359833333333333
DDX18	-0.6215
SNX6	0.57025
ZNHIT2	-0.813666666666667
NCDN	1.21866666666667
FLJ33534	1.06525
RAG1	-2.46675
OR4D10	0.443
PTPN5	0.359666666666667
POMT1	0.327625
LRRC8A	0.5845
CYP1A1	-0.80275
CAPN1	0.0751666666666667
DDHD2	-1.454375
GRIK2	-0.881
GNRHR	0.8495
PPBP	0.70575
HTR3A	-0.641125
SLITRK4	-1.418
ANKRD49	-0.38775
BTF3	0.7108
SARS	-0.31375
C13orf18	-0.966
CACNB1	0.202642857142857
QKI	-0.826772727272727
SETMAR	1.059875
MAN2B1	0.371333333333333
EML3	-0.44
ACADL	-0.373833333333333
OFD1	-0.08375
DEFB114	-0.197
CGA	-3.9227
PEX16	0.1685
LRRC10	-0.1835
GNG12	-0.485
C1orf152	-0.812333333333333
CHRM1	0.5045
CD53	-0.178125
DBH	-0.852
TFAP2B	-3.35471428571429
HIST1H2BJ	-0.332666666666667
FAM46D	0.706
TMEM11	0.23025
C3orf32	-2.246
PCCB	-0.207875
IPO13	0.539625
C6orf105	-4.96125
COMMD5	1.677
SUV420H1	-0.5109
LTBR	0.91675
ARHGAP15	-1.013
HDHD2	1.3095
TDRKH	1.02066666666667
LOC401052	0.9025
PSG4	-0.469
GNB4	-1.8849
SPATA4	2.0685
SLC9A3	-0.376
OSBP	0.1205
NBPF3	0.70475
DOCK11	-1.661
SLC39A5	-1.0025
PRR5	0.5158
C10orf63	0.318571428571429
SMTNL2	-1.577
ADRA1A	0.24975
ASAH1	0.3534
DOM3Z	0.1462
GIPR	0.813166666666667
AHI1	-0.119833333333333
NADSYN1	-0.7925
RGS14	-0.9238
IL18BP	0.7988
RTN4RL1	-0.296
ARMC6	-0.60875
PSMD5	-0.6445
HK3	0.341
OR4S1	-0.2565
RSU1	0.4753
MAD2L1	-2.12233333333333
EIF4A3	1.214
DLEC1	0.386
E4F1	0.5545
CHMP2B	1.4621
CAMSAP1	0.433
RPS21	-0.234833333333333
ARID5A	-1.0585
UBE2N	1.1943
IGSF8	2.51116666666667
MAGEB6	-0.5565
ACAD11	-1.8943
MGC4172	-0.8365
LMO4	1.1655
KLKB1	-0.19775
HP	-0.9655
HDAC3	-0.3605
