Hybridization REF	TCGA-A7-A0DB-01A-11R-A00Z-07
ASCL1	-1.303
TSNAXIP1	1.22425
FAM131B	0.149714285714286
IFNA10	-0.337
NUP43	-0.9485
FAM44B	-0.1815
L1TD1	-5.11916666666667
NMD3	-0.412416666666667
C18orf54	-1.8359
PHOSPHO1	-0.866
RAG2	-0.9565
EMILIN3	-0.2215
METTL3	-0.5445
VPS13C	-0.637625
REXO2	-0.91875
ANXA4	0.242
CA1	-1.094
DCP1B	0.29725
TULP3	-1.0205
ATP2A2	-0.342642857142857
ATIC	-0.022
ADAM15	0.456083333333333
NPL	2.403
LGR4	-1.007
UEVLD	0.498166666666667
GAB1	1.547
SNAI2	-0.0343333333333333
ZGPAT	0.4673
SNF1LK	0.016625
DLEU1	-1.97175
UBE2Q1	0.539625
ZMYM6	-0.006375
JPH3	-1.87516666666667
FAM38A	-0.461083333333333
PXK	0.389666666666667
DENND2D	2.9675
BAX	-0.932
CP	-3.63109090909091
RPL37	-0.1755
G6PC3	0.396625
NCOA4	-0.0453333333333333
LRRC14	0.242125
GORASP1	0.816
FCHO2	1.3345
CYP24A1	-3.3405
FXYD3	2.402
SMARCAL1	0.6325
ABCB8	0.507166666666667
CCDC44	-0.069
PRDM7	-4.07375
USH1C	-0.9355
DNAH5	0.762166666666667
SRF	-0.163083333333333
MAL2	2.40783333333333
PGPEP1	0.541333333333333
SIN3B	-0.601
SEMA3C	2.23383333333333
GRAMD3	2.0185
FBXO10	-0.010875
OR5D13	0.667
FLJ31818	-0.132
CACNA1I	0.395
S100A13	0.441
TP63	1.797
ANXA11	0.5685
WDR66	-0.414
CSF2RB	0.038
IFI44	-0.21125
DACT1	1.70566666666667
ANKRD23	-2.50125
ATP5G1	-0.586333333333333
C21orf70	-0.707666666666667
PPWD1	-1.02875
DNAJC13	0.34825
PAH	-5.1585
PTCH2	0.43625
TRMU	-1.94875
CCDC9	0.6595
USP3	-0.2645
DCLRE1C	-0.4105
FAM55C	0.7755
FRMD4B	1.91475
CYP2R1	-0.87225
RFPL1	-0.2018
XPO5	-1.19375
ARL6IP2	-0.4455
OSBPL5	1.3335
MMP9	4.37763636363636
KIAA0802	-0.948
DHRS2	-3.61583333333333
SGEF	0.9885
TXNDC10	-0.98
EXOC6	0.8395
RPS27	0.864333333333333
PNCK	-0.908833333333333
FSTL1	0.10225
AACS	0.08825
SLMAP	0.720666666666667
SAMD4A	-0.1492
ABRA	0.624
SMARCD3	1.129
PKNOX2	-2.00616666666667
A4GNT	0.2665
C9orf39	-0.5895
RALYL	0.32
MGC33556	-2.4315
C10orf25	-0.8615
BBOX1	4.1875
NHEDC1	-0.19325
XDH	-1.219
GCSH	-1.475
EDN1	1.506
MTERF	-0.255
CLK4	0.41025
ZNF799	0.586333333333333
KCNG1	-1.68225
CXCR4	0.0931666666666667
PTPRR	-1.91525
IRAK1	-0.881625
LOC401397	-0.35725
TMSB10	0.372428571428571
CXCL3	-3.215
TMC4	3.26725
OR7A10	0.478
STYK1	-1.44066666666667
CHRNA10	-0.605666666666667
CCNI	0.53275
EP300	0.401285714285714
LOC165186	-0.388666666666667
HIC2	-2.78125
SDR-O	-0.5505
OR2W1	1.022
KCNA6	0.558
TRIM74	-1.62
REEP6	2.831
ATP5G2	-0.06225
ERG	0.402875
TMEM42	0.7625
PARN	0.338333333333333
SOD2	-0.75975
DIRAS1	0.0686666666666667
PNPT1	-1.543
JOSD3	-1.738
hCG_40738	-1.0555
PDE1C	-1.74625
SEMA4D	-0.38475
AGPAT1	-0.287333333333333
NOSTRIN	2.323625
MAP3K3	-0.211166666666667
MAX	0.802857142857143
CAPS	1.71166666666667
SERPINA12	0.4975
OSBPL8	0.05675
RICS	1.5595
NR4A2	1.99
PPCS	0.840833333333333
LONP1	-0.79575
SCYL3	1.704
HERC2P2	-1.15283333333333
FIBCD1	-0.93
C15orf41	-1.06975
DMC1	-2.2775
C20orf27	-0.82375
RPS6KA5	1.2546
FAHD1	-0.103333333333333
SLC12A4	-0.16375
BRCA1	-1.94933333333333
GBL	-0.21825
SLK	0.0903333333333333
NUDT9P1	-0.6885
NOXO1	0.226
USP52	-1.64225
BAZ1B	-0.211875
SLCO2B1	3.27925
BBS12	0.8425
LRGUK	0.8635
TERF2IP	-0.33825
COL1A1	5.069
KIAA0090	0.665625
GRK5	0.330166666666667
AP1S2	-1.438
TMEM52	-1.46266666666667
CA11	-0.543875
OR4A15	0.979
ACBD3	1.4694
SPAG11B	0.451375
PRDM2	0.8702
FOXP3	-0.0816666666666667
SMYD3	0.1773
LOC389199	0.76
LGI2	0.834
NAPE-PLD	0.1283
ANKRD6	0.8615
WDR45	0.018
SHROOM1	1.2765
PSCD3	0.275
PYY	0.5105
KCNC1	-2.3795
ARHGEF9	0.5893
OR8J1	0.723333333333333
GPR55	-0.0853333333333333
NS3BP	-1.5525
C10orf22	0.0731666666666667
NAT8L	-0.32975
DUSP4	1.86316666666667
FOXM1	-2.4655
GRAMD2	1.7489
ZBTB48	0.149833333333333
BUD31	-0.625
PABPC5	-0.113
CCDC41	-1.0865
FBXO11	-0.0344166666666667
C6orf148	-0.45125
RFXAP	-1.36025
C6orf15	0.0736666666666667
CDK8	-0.901
C6orf70	0.29625
TESSP2	1.065
ALG2	0.384
PPP1R3D	1.621
TPM3	0.279944444444444
SYT13	-0.37925
EPB42	0.07
CETN3	-0.57325
PRY	-0.724
NTHL1	-0.554666666666667
POLR2B	-0.201
RPS28	0.440166666666667
P2RX3	0.3235
LYZL4	0.41425
WBP4	-0.2685
PMM1	-0.795
C11orf79	0.124
CBLL1	-0.2395
IL1F10	1.37483333333333
VAX2	-1.194
SETDB1	0.5605
LRAP	0.487833333333333
GCLM	-0.940833333333333
CPEB3	2.22825
PPM1A	0.724375
INTS1	-0.29375
CAMTA1	0.58225
SAMSN1	-1.94175
LOC158830	-2.35216666666667
GMPPA	-0.167125
AIPL1	-0.1315
IL24	0.268
BDKRB1	-3.0825
MLF1	1.3515
TAF12	-0.2415
ID1	-2.475625
THADA	-0.00925000000000001
PIK3CB	-0.1125
OR4N5	0.8465
TBC1D17	-0.494166666666667
COX8A	-0.396
CDCA4	-0.69125
C2orf44	-0.691
ZNF534	-1.0715
IMMP1L	-0.6865
NIPSNAP3B	0.363875
FTMT	0.428125
PWP2	-1.031
MMP15	-0.2537
DNAH11	-1.6965
MTMR14	-0.031125
DNAL4	0.77725
IPP	-0.731
TMEM59	0.62375
C1orf157	0.766
RGS4	0.103333333333333
DDX18	-0.378166666666667
SNX6	0.36525
ZNHIT2	0.691
NCDN	0.210166666666667
FLJ33534	-0.27475
RAG1	-1.77042857142857
OR4D10	0.307
PTPN5	0.414333333333333
POMT1	0.457625
LRRC8A	0.1849
CYP1A1	-1.4355
CAPN1	-0.0121666666666667
DDHD2	-0.456125
GRIK2	-0.21725
GNRHR	0.52025
PPBP	-0.05575
HTR3A	-0.616375
SLITRK4	1.376
ANKRD49	-0.5495
BTF3	0.1821
SARS	-0.38025
C13orf18	0.0316666666666667
CACNB1	-0.673384615384615
QKI	-0.0522727272727272
SETMAR	0.9
MAN2B1	1.02033333333333
EML3	-0.89075
ACADL	1.12616666666667
OFD1	-0.70425
DEFB114	0.00350000000000006
CGA	-3.98288888888889
PEX16	0.0286666666666667
LRRC10	-0.367
GNG12	-0.1335
C1orf152	0.0331666666666667
CHRM1	-0.0355
CD53	0.985
DBH	-1.1705
TFAP2B	4.745625
HIST1H2BJ	-0.3768
FAM46D	1.0605
TMEM11	-0.31225
C3orf32	-3.71675
PCCB	0.745375
IPO13	0.33075
C6orf105	-3.41375
COMMD5	0.46875
SUV420H1	-0.3565
LTBR	0.60825
ARHGAP15	-1.207875
HDHD2	-0.1715
TDRKH	0.621
LOC401052	0.9995
PSG4	-1.59625
GNB4	-0.6794
SPATA4	3.13575
SLC9A3	-0.392
OSBP	0.593333333333333
NBPF3	0.141583333333333
DOCK11	-0.2225
SLC39A5	-1.85616666666667
PRR5	0.8021
C10orf63	1.688125
SMTNL2	-2.22675
ADRA1A	-0.201
ASAH1	2.6739
DOM3Z	-0.3549
GIPR	0.868
AHI1	-0.590666666666667
NADSYN1	-0.542
RGS14	-0.000699999999999998
IL18BP	0.9574
RTN4RL1	2.40875
ARMC6	-0.1765
PSMD5	0.275666666666667
HK3	3.3102
OR4S1	1.48875
RSU1	0.1305
MAD2L1	-2.82588888888889
EIF4A3	-0.4625
DLEC1	-0.515833333333333
E4F1	-0.259666666666667
CHMP2B	0.5295
CAMSAP1	-0.131
RPS21	-0.802166666666667
ARID5A	-0.48825
UBE2N	-0.6817
IGSF8	0.563333333333333
MAGEB6	-1.31
ACAD11	-0.6603
MGC4172	-0.96425
LMO4	0.80425
KLKB1	-0.2155
HP	-1.304
HDAC3	0.227
SCHIP1	0.5355
CLCA1	0.064
OLFML2A	0.9335
C1orf112	-0.82075
KIF19	1.52025
HAPLN4	-0.319111111111111
CXCR7	-0.274666666666667
GOT2	-0.5891
RAB38	-0.585625
DCX	-1.21625
PPM1H	0.761916666666667
NFYC	0.314416666666667
KIN	-0.11925
ZNF228	1.5585
PLSCR4	2.21633333333333
HIG2	-0.0245
FAM79B	5.7145
C21orf86	0.0829
KCNK10	-0.1665
ZNF738	-0.367875
FSTL5	-1.4075
OR6A2	-0.082
OTOA	1.91
EXOC1	0.16225
AHRR	-3.7355
PDAP1	-1.41358333333333
C19orf6	-0.1225
ZAN	-0.09575
LY6G6E	0.68
EIF4E2	-0.6895
C20orf198	0.292
ZNF324	0.79
CYP3A5	-3.65525
ENTPD7	2.12016666666667
MBOAT5	0.1165
GJB5	0.05675
TTC13	-0.092
S100Z	-1.4275
KIAA0664	0.173666666666667
PDGFRB	2.04883333333333
IL17D	-0.1555
OR56B4	0.7285
RDX	-1.67483333333333
SLC34A3	0.867
IL28B	0.323
JUND	0.53425
CHRNB1	-0.336125
CAMK2B	0.3545
FETUB	-1.496
CXorf23	1.254375
MRTO4	-1.19725
TTC3	1.1327
NDUFB8	-0.3885
EDG2	-0.83475
SEMA3G	1.602
IL23A	-3.0475
GRHL1	1.282
LOC441054	-0.902
WDR65	-0.13475
PSTK	-0.40475
STOML3	0.303166666666667
R3HDM2	-0.7138
C5	-2.05325
SLC2A10	1.61016666666667
C3orf22	0.665
PAQR3	-1.16992307692308
ANKRD26	0.000916666666666658
HCRTR1	0.3205
LOC399947	-0.56675
PSD2	0.08825
TIGD2	-0.181833333333333
SCRN1	-0.80875
COQ10A	-1.49475
DDI2	0.0795
METTL7B	-0.464166666666667
UCN2	0.491
FAM92A3	-1.78775
WDR16	2.59275
ZNF511	-0.387166666666667
ZMYM5	-0.9125
POLR3G	-3.31975
ZNF586	0.15175
C1orf49	0.6868
TANK	-0.484166666666667
RCAN1	-0.229666666666667
PELI3	1.00883333333333
LIMD2	-0.360833333333333
TMEM189	-0.8395
NTN4	2.887
LOC151300	0.5455
CLEC2A	-1.937
GPR135	-0.109875
DPYSL4	-1.4529
JAK2	0.891666666666667
TSHZ1	0.587333333333333
TM9SF4	0.29875
ZNF264	1.30666666666667
SIRPG	0.65925
BICD1	-1.33475
HERC6	-0.124333333333333
METTL5	-1.031
CASP1	0.44025
PRRT1	-0.4525
PLA2G4C	1.69133333333333
ICA1L	-0.250846153846154
TPTE2	-0.173
OTUD7A	0.872166666666667
AQP11	-1.53925
APOA2	-3.7662
KALRN	-0.6818
SECTM1	0.528083333333333
IFNAR1	0.07075
TALDO1	0.0045
RAB11FIP4	0.551583333333333
EIF5A	-1.5635
FAM49A	1.757
NEGR1	0.2215
YTHDC2	0.9225
EHD2	0.32475
NCF1	1.0609
SCRT2	1.1825
HOXA5	-0.245666666666667
NUP133	0.70075
FGF12	-0.729785714285714
SLMO2	-0.572375
SNTA1	0.525875
CACNG2	-0.09075
GCM1	0.379125
ELF1	0.572833333333333
TLR5	3.73625
TCFL5	-0.470833333333333
RBMY2FP	-0.509
LOC100125556	0.698625
FAM129B	0.12225
MAP3K7IP1	-0.5165
NCK2	0.3355
OXA1L	-0.315
FMO9P	0.143
ZSCAN12	0.0635
PSMD12	-0.9635
HSCB	-1.47375
CLDN10	-2.76
MGC13053	-0.96225
HPCAL4	-0.391166666666667
ASZ1	0.1875
MEX3D	0.2245
NFAT5	-0.6132
CSPG4LYP1	-0.467666666666667
FBXO3	0.4758
DVL1	-0.763333333333333
CMKLR1	2.07333333333333
TYMS	-3.787625
PEF1	0.881
ZNF750	0.852166666666667
MCM5	-1.4706
MEGF11	-0.607
KCNK7	0.074
PTP4A3	-0.4385
C1QTNF2	0.1445
OR6S1	0.699
FAM122B	-0.74725
ZNF551	0.466125
HBQ1	-2.028
GEMIN6	-0.427
ARSK	0.231
RBP7	3.043
CPNE9	0.5405
DSC1	0.4035
LOC730112	0.338
MAP2K4	0.624875
HS3ST5	-1.013
EPB41L3	0.3615
TEKT2	1.67075
CDKN2B	0.455166666666667
ZNF480	-0.48175
MAP3K6	0.2032
MAP6	1.21733333333333
HN1	-0.4489
OR2L13	0.4104
SLC16A11	0.15675
FAM96A	-0.839
APOL1	0.03225
C5orf32	0.21225
RTP1	-0.435333333333333
RNF175	0.0882499999999999
ZBTB41	1.678375
AHCTF1	-0.0046
SAE2	-0.4434
ITGA2	0.403666666666667
MME	0.912833333333333
CCDC14	-1.159
MAST4	1.64421428571429
KRT33B	-0.7275
KCTD2	0.0636666666666667
WDR26	0.941
MFI2	-0.159
NR4A3	-0.678857142857143
ARSA	1.171
UNKL	0.210166666666667
SULT6B1	0.121
CCNA2	-2.79366666666667
SOX15	0.259
PPAPDC1B	0.43275
C19orf44	0.779
MCAT	0.88725
ARID1B	0.371125
OR52N1	0.453
C12orf48	-2.018
MAGI1	0.85625
NIPA2	-0.1585
GBX2	-1.6145
RSHL3	1.326375
RAVER1	0.416
C15orf17	-0.467
SLC30A2	1.263875
ZNF518	-0.18125
PCYT1B	-1.36375
C10orf114	0.984
EIF3H	0.232166666666667
SLC25A39	-0.744833333333333
KIF1B	0.169875
AMOTL2	0.559
C6orf120	0.679875
PSRC1	-1.91675
PLA2G10	-0.627
KIF5C	0.840857142857143
MRPL37	-0.465
C17orf62	0.4005
C9orf135	-0.4625
DUSP10	-0.3733
CLCNKB	-0.2015
PSMA5	-0.612375
C8orf53	-0.0405
AMPD3	0.163333333333333
PIAS1	-0.2115
ADCYAP1R1	-0.248
GYLTL1B	-0.0395
CDH20	0.686833333333333
FBXO7	-1.047
TMEM134	0.5455
FLJ14213	0.673333333333333
ZNF3	0.113
LRRFIP1	0.150791666666667
CNOT2	0.251333333333333
ABI3	2.8065
ALDH5A1	-1.2725
HNT	2.1643
SERPINA4	-3.50533333333333
TK2	0.507666666666667
STMN1	-1.70677777777778
GUCA2A	-0.0313333333333333
GALNT10	1.88221428571429
DPP6	-0.4752
C9orf93	0.56275
PRELID2	0.076
STK39	1.927625
SFTPA1	-2.02975
CKS2	-1.37366666666667
RHO	-0.174
C20orf135	-0.4195
XKR3	-2.138
CR1	0.525714285714286
RPS6KA2	1.10878571428571
C20orf112	0.15475
MRPL22	-0.2505
C4orf23	0.3535
GADD45B	0.99175
KLHDC1	1.7635
C2orf48	-1.7415
ZNF287	1.2535
DAAM2	-0.74025
DPPA2	-2.55366666666667
TCTN3	0.512666666666667
DNAJB11	-0.114125
FPR1	2.881
DEFB4	0.3755
PTCD2	-0.348
SMOC2	4.98966666666667
CABP7	2.87625
SERPINB11	0.509666666666667
MAGEF1	-0.34125
NDE1	0.136833333333333
ITGA10	0.298
FSHB	-0.297
ANXA2	0.804
HORMAD2	0.80525
HLCS	0.70175
MCF2L	1.30641666666667
FH	0.067875
TBC1D24	1.649
KIAA1505	1.93375
LGALS2	-0.2925
CNBD1	-0.6575
SYNPO2L	-0.39825
PTPN23	0.369785714285714
C1orf183	-0.779666666666667
MAGEA8	-2.96525
DGCR8	-1.64475
GSR	-0.388
PAQR7	0.1775
ZNF676	-0.109
CACNA1C	-0.1112
SP7	0.607
PDCD6	0.00375
NRN1L	-1.493
BRI3BP	-0.371583333333333
KIAA1183	0.90025
ASB4	0.394
CCL23	1.4137
OBSL1	-1.308125
SLC12A7	0.729166666666667
KIAA0240	0.758125
CD1B	-2.37383333333333
FCGR2A	0.77675
MDC1	-1.51875
HTR1A	0.197833333333333
OCEL1	1.45425
ATP11B	-1.6730625
FBXO34	0.0505
PCDH12	3.24316666666667
RPE	-0.4235
C17orf74	0.4105
CSDC2	0.603
PET112L	0.12925
TMBIM1	0.632625
P2RXL1	-0.00500000000000001
TCHP	-0.41475
TRMT1	-0.8455
F2RL2	0.251454545454545
LRRC32	3.05933333333333
IMPG2	-0.6965
BGLAP	1.13425
LOC493869	-0.167083333333333
MRAS	2.1915
SLC35F5	0.93625
CBWD1	0.209
AXL	-1.72975
ATP2C2	1.24925
TELO2	-0.5755
PNPLA3	-2.88725
PCDHB14	0.64125
CD276	0.774
KRT80	-2.494875
DUSP28	0.0995
CSNK1E	-1.00458333333333
SRP14	0.621
KCNQ4	0.307
KRT72	0.3224
CCDC117	-0.2615
C6orf89	-0.0956111111111111
TUBB2B	-2.225
RTN4IP1	-0.9095
CR1L	-3.67466666666667
CEND1	0.194125
C12orf41	-0.650333333333333
RNF31	0.574
UBN1	0.4115
C17orf32	-0.055125
SLC5A7	0.5625
GPR92	0.327333333333333
ESAM	2.3059
CTNNA1	0.624833333333333
HRBL	0.48
CBX4	1.01275
TMEM182	0.30225
SH3TC2	-1.224
IL10	0.753666666666667
PXMP4	1.577
RNF167	0.0872
PAK7	1.669
ETV3	-0.6155
ATPIF1	-0.399
LOC554207	-2.86083333333333
OR8H1	0.222
WDFY3	0.857375
DPM1	-1.2285
GPSM1	-0.939
WDR92	0.1187
LRP1	1.1965
ANKH	-0.7245
THUMPD3	-0.52475
POLR1B	-0.60525
OLFM4	4.34583333333333
RAD9B	0.20075
TSPY2	-3.0785
PAX6	-1.29683333333333
SCG2	-2.951
SLC17A6	0.162333333333333
FMO3	1.62025
PADI4	0.0945714285714285
TUBB4	-0.6196
NLK	0.2875
POU4F3	0.244
SDF4	-0.0455
ITGBL1	2.92583333333333
NETO1	-2.14725
TAP2	-0.53925
ABBA-1	-0.607833333333333
GNAI1	0.0935
VPS4B	0.50775
NOPE	-0.6411
GALNT6	2.37266666666667
SESN1	0.886
GBE1	-1.44122222222222
CLASP1	-0.21825
RASGEF1B	0.651875
ACOT11	-0.474857142857143
AFAP1	0.66675
OR2H2	-0.26275
DPY19L2P1	-1.06625
DZIP1	-1.819
SEC22C	0.295583333333333
GPR161	-0.839083333333333
RNF146	0.655
WDR74	-1.160625
GALP	0.0535
PURA	1.63725
DNPEP	0.496
RP11-78J21.1	-0.775
ERBB2	2.30275
FANCM	-0.305
NEO1	0.83
DDX3Y	-4.46488888888889
RPS3A	0.444875
MXRA7	0.00471428571428573
LGALS3	0.374666666666667
GLT8D1	0.72425
CFL2	-2.105
UPB1	-0.08575
NAP1L5	0.976875
CLDN14	-1.33525
DHX38	-0.929
BTBD1	-0.2965
TARS2	0.828333333333333
ABCF1	-0.4318
FCF1	0.945666666666667
LRRC49	-0.13975
GUCY1B2	-1.4805
C1orf177	0.1875
SMARCA4	-0.287714285714286
LRP8	-4.54133333333333
TAGLN3	-0.9675
MRPL14	-0.58425
TTRAP	-0.18775
ZDHHC20	0.5
NFE2L3	-1.85225
KIAA1377	1.6585
PALMD	1.7404
TMEM43	-0.04275
TTL	-1.691
STAT5B	-0.832333333333333
SSB	-1.259875
OR10H5	0.8825
SLC22A13	-0.9095
AKAP3	0.01025
TIMM23	-0.0428333333333333
OAS2	1.367
KIAA0423	1.4585
TRIM11	0.958333333333333
GLIS3	1.166
TMEM50B	0.711666666666667
ARHGEF4	-0.957875
DEGS1	0.390090909090909
TBL1XR1	1.14493333333333
G6PD	-1.73675
SP140	0.4051
MUC17	0.418571428571429
NUDC	-0.4936
DNAJC5B	2.6895
SCARA3	-0.157333333333333
CPA3	6.17733333333333
BCAT2	0.498875
MFN1	-0.0846
NRG3	0.5275
SNX11	0.55775
PLEKHH1	-0.904333333333333
GPR177	0.0576666666666667
HCFC2	-0.062
TCAP	-0.92225
MOCOS	-1.23575
C14orf93	-0.12025
PRDM10	-0.2835
SLC16A4	0.608416666666667
SRGAP1	0.496
VIP	-0.26275
DUSP27	0.989666666666667
LILRA1	0.8932
MC2R	-1.628
MGC24103	-0.42175
MBTD1	-1.3805
FUT11	-0.731166666666667
USP33	-0.0132
C15orf39	-1.7255
MAP3K12	-0.6225
PAAF1	-0.6055
BARHL1	-0.4625
FLJ16165	-0.6725
PIWIL2	-2.521
SYNE1	0.304181818181818
CMTM4	0.01675
TSPYL1	1.0915
GUF1	-0.288333333333333
TMEM157	1.6015
WDR44	-0.04675
HIST1H3C	-0.62175
DKFZp666G057	1.11775
RNPEP	0.45425
GAS2L2	0.611166666666667
ADH4	-4.84275
GRPR	0.982833333333333
FBXL17	0.98825
ZBTB10	-0.677727272727273
Gcom1	0.406111111111111
HTRA1	2.0205
ZNF585A	0.0931666666666667
SLC26A2	0.768714285714286
OTOP3	0.612666666666667
WISP1	2.62644444444444
ATP2B4	-0.91025
FLJ10769	0.899
CRAMP1L	-0.23725
CHST12	-0.00424999999999999
RAB22A	0.111
TARDBP	-0.4645
STAU1	0.09675
CRB3	2.49583333333333
MIG7	-1.25975
CHMP1A	-0.641
ZNF160	0.2175
B3GALT6	0.120875
BARX1	-1.93366666666667
C6orf167	-1.9024375
NXNL1	-0.022
DHX29	1.1675
HADHB	0.1805
PLXNB2	0.724625
ILDR1	-0.67175
SLC15A3	3.49425
GAS2	-3.68816666666667
C20orf69	-0.48075
NUMB	0.25675
TNIP1	0.383375
MESP1	2.97133333333333
PSKH1	-0.76275
NSFL1C	-0.146375
RHOG	0.243
HEY1	-2.11616666666667
KNG1	-2.20425
ITGAX	2.6573
LIN9	-0.761833333333333
CANT1	0.802875
XRN1	0.306285714285714
CCDC96	1.7953
HEATR6	-1.1085
GNG7	1.12191666666667
RUNX2	0.7668125
SOX1	0.950833333333333
FCRL5	0.1061
ZNF99	0.42925
FAM9A	-0.986
SNX22	0.3105
MBNL3	-1.582
ODC1	-2.7592
ADORA2B	-2.12933333333333
NR2F6	0.80025
ZFYVE16	0.0595555555555555
SYNJ2BP	1.3993
POLE	-1.054625
E2F2	-1.457
THRA	0.1465
PTGES2	-1.15516666666667
HIP1R	-0.00116666666666666
TMUB1	-0.368833333333333
ENO3	-2.335
RSPH10B	-0.103
CXorf39	1.06125
IRGC	0.19725
GPR109B	0.64425
FLJ13305	-0.426
LCE3A	-0.4575
TNFRSF18	-1.149
DET1	0.2575
TRPM3	-0.0591818181818182
C16orf79	-1.2585
FECH	0.0633333333333333
RAP2A	-0.2775
CRIP1	3.07333333333333
AZIN1	-0.569125
SLC7A7	3.83875
IL10RA	0.8207
TMEM64	-1.357
CDC42EP4	0.5953
C16orf58	0.052
ARG2	-2.53025
POU5F1P4	-4.27875
FAM62B	-0.000124999999999999
DNAH8	-2.3479
ASH2L	-0.0415714285714286
TSLP	-1.73083333333333
CNTNAP5	-0.08925
TMEM16C	-0.34375
IFNA14	0.4035
SLC1A3	1.775875
CABYR	1.085
BCL7B	-0.0422
NUDT13	-1.25833333333333
C13orf28	0.179333333333333
C1orf53	-0.279
ARL6IP4	0.3876
RPL35A	0.295
EMR3	0.4725
RAB40C	0.58525
SLC41A1	-0.574166666666667
LRCH1	-0.76025
LY6G5B	-1.0315
FAM124A	-0.340785714285714
MGC10981	-3.90266666666667
CLIP3	0.0286
MAP4K2	-0.375833333333333
CHIC1	0.448
SULF1	2.96916666666667
C20orf30	0.414642857142857
PRDM5	-1.0405
ELOVL1	-0.1235
C11orf48	-1.162625
SLC39A10	-0.00350000000000003
KCNV1	0.04325
ACP1	-1.30525
ZMYM2	0.223125
B3GNT6	-0.3485
C9orf69	0.34875
C2orf15	0.91025
C20orf166	-0.363
HSP90AA6P	-0.325
EDG7	-0.4705
NEURL	-0.67925
LPL	4.165
CLEC2D	-0.3335
GRRP1	1.63633333333333
CD8B	-3.3447
HIST1H3D	-0.0244999999999999
SLC6A12	1.090375
FAM27L	-0.577
CD84	2.569
RASA1	0.207
PHKG1	-0.0215
MAGEA11	-2.0685
IMPA1	-2.1755
NPM3	-1.5415
RARRES1	3.61175
SH3BP1	-0.2175
B3GNTL1	-0.693
ARPC5L	-0.314333333333333
KLHL26	0.709
SIM2	0.420625
GJC1	0.7055
C20orf194	0.86575
EXO1	-2.17625
SLC2A2	-2.48733333333333
LOC285074	-1.551
LRG1	2.3795
KIRREL	0.579
PIK3R1	1.96528571428571
C4orf34	1.3695
MAF	-0.906777777777778
ADCY4	3.823
ZMIZ2	0.4219
SLC46A3	1.92466666666667
STAMBP	-0.00599999999999999
CCDC16	0.47825
MS4A12	-0.0785
TCF20	-0.632
LRRC46	1.8975
C20orf152	0.214
MRPS6	-0.638125
ABCB11	0.2625
KCNC2	-0.0886666666666667
CDH19	-2.016
C9orf123	0.139666666666667
SSH3	1.02525
LDLRAD1	-0.91925
CCBE1	-1.00725
ZNF135	1.855375
TAAR1	1.2595
WFDC12	0.735
CCDC42	0.2318
FLJ12529	-0.73225
PER1	-0.496
TIMM50	-0.309666666666667
SMARCAD1	-0.205333333333333
FAM26C	0.0765
TP53TG3	0.0935
SH3RF1	1.6226
LMCD1	1.8415
GPR63	-0.572
FLJ21986	-1.54425
AIFM3	-0.32375
MICAL1	0.1585
BLZF1	1.0075
IQCA	2.372
PCDHGC3	0.023
SAC	0.533
BCL6B	2.00383333333333
DDO	1.50225
MARCO	4.12025
DCHS1	1.40083333333333
C1orf170	0.873
CD200R1	0.7695
C22orf15	-0.096
SEPT11	0.473
ADNP	0.58225
UST	-0.7201
C13orf34	-1.51433333333333
RFFL	0.198428571428571
APBA3	0.3945
C2orf60	-0.821
CUTL1	0.0213
PMS1	-0.853625
ZNF689	-0.876
EIF3E	-0.7455
IL9	0.578833333333333
RPL31	-0.47675
LY9	0.243833333333333
ATP2B3	0.28925
KDELR2	1.04158333333333
TFCP2	0.31625
NLRP12	0.598875
FLJ45422	-0.2045
TLE4	-0.5999
ZNF570	0.2165
FLJ43806	-1.053
TLK2	-0.693875
CIR	0.4295
MARS2	-0.629
COL24A1	0.77925
SDF2L1	-0.992
HIBADH	0.071
IGFBP3	-2.20857142857143
C12orf23	0.881
PSPC1	-0.459
C20orf43	0.5105
TRAV20	0.1815
ARHGAP24	0.648625
KIAA1975	-1.46425
C1QA	3.5719
DNTT	-4.09283333333333
C10orf6	-0.00349999999999999
C11orf41	-0.58525
HNRPF	-0.05825
COL11A1	6.60133333333333
UBAP2	-0.573
CDKN2AIPNL	-1.566
C20orf174	1.852
SPRED2	0.04
PLA2G12A	0.945666666666667
ICEBERG	-2.0245
SCN10A	0.291
C11orf65	-0.5125
GBP5	2.29525
PITPNC1	-1.557
POU3F3	1.2335
NCOA7	-1.054125
LIN7C	-0.2835
LOC348840	-0.389
NKX2-2	-1.908
ANKRD13D	-0.217625
LOC123688	-0.262
FUT2	2.66866666666667
TAAR8	0.8095
FZD4	1.12808333333333
PNMA3	-0.8585
OR4L1	0.3855
WIT1	-2.1335
EXOC3L	1.1845
ATPBD4	-1.0804
KRBA1	-0.702
UBXD6	0.24425
HOXB7	-0.360714285714286
C7orf23	-0.1205
UNQ338	1.56975
STAB2	1.48225
CDC20B	2.51125
IRF9	0.66275
CENTG1	0.225666666666667
TNPO2	-1.08125
MCPH1	0.543
BMS1P5	-1.50625
SLC26A7	0.335666666666667
HIST1H3J	0.96225
C9orf3	1.2095
LBH	0.730875
MYO1D	0.104125
PTDSS2	-0.2145
NFU1	0.05
DEPDC4	-1.3305
WNT7B	1.5357
GLP2R	-0.3206
SETD4	-0.8593
