Hybridization REF	TCGA-AN-A0FJ-01A-11R-A00Z-07
METTL9	0.9809
ATP5O	-0.6935
SP100	0.2562
CPSF1	0.374
S100A4	0.74925
LIME1	-0.51875
GPR137C	-0.306
OR2A2	1.2975
C2orf29	0.37275
NUP188	-0.6065
SDPR	-1.37725
RAI1	0.345875
RPS20	0.2805
LAMB1	-0.84325
ADM2	0.859833333333333
ZNF229	1.88275
DKFZp434K1815	-0.885375
EPN3	-0.0928333333333333
CLIC3	-2.634
MEIG1	-0.285
HMGB4	-0.1175
STARD10	0.1545
KLF8	3.449
EPB41L2	0.644166666666667
JMJD6	-0.27025
CTSL1	-1.35983333333333
GPR27	1.5605
ELAVL4	-0.242625
MMP21	-0.019
PPM1B	0.51525
SUV39H1	-1.2205
AAMP	0.42425
TUSC4	-0.463666666666667
MBD6	0.048
KLK13	-1.595625
FMNL3	1.11633333333333
TRIM13	0.789833333333333
C15orf5	-2.22975
IQCF1	0.0545714285714286
CACNG8	0.642
SLC35D3	0.3915
ZDHHC9	0.7625
ODF3L1	-0.46875
C9orf86	-1.0747
TSEN2	-0.6605
C17orf64	0.81125
SEPX1	-0.3332
TSPO	1.28733333333333
SYMPK	-0.8635
ADORA1	0.0375
TSPAN10	-0.26775
SEMA6C	1.66683333333333
RTTN	0.1728
IL2	0.046
ARRDC3	1.06466666666667
TBPL1	-0.800833333333333
STX12	1.03475
MRPL39	-0.5665
OR8H3	0.1605
IFIT5	0.606166666666667
CASC5	-1.38442857142857
FAM46A	-1.86716666666667
HPCAL1	-1.187875
CYLC1	-0.8555
VGLL2	0.284875
C20orf191	-0.21675
CDH1	2.47041666666667
ITPA	-0.197
CCDC101	-0.20875
D15Wsu75e	0.162
EDA	-1.74725
CREG1	0.567
OR7G2	0.5555
SAP18	0.333083333333333
IFIT1	-0.75075
CALML3	2.82233333333333
FLJ37440	1.5095
FNDC5	2.31225
SERPINB6	0.110142857142857
JUNB	0.8575
SYS1	0.34325
SCN2A	2.59833333333333
ZKSCAN5	-1.0632
WNT7A	0.341666666666667
TSHZ3	1.189
RNF148	2.13875
H6PD	0.570375
CAD	-0.64
ZNF449	0.08825
DOCK10	-1.534
FAIM2	-0.0303333333333333
HEXDC	-0.52825
PRB1	5.749
C14orf148	-0.369
ETHE1	0.64875
IRF5	-0.4221
GNMT	-0.930333333333333
MGC16291	1.988625
RPAIN	-0.627142857142857
CAGE1	0.6855
CNTNAP3	-3.498
ACTR1B	-0.2855
EEF1E1	-0.8585
MSX1	-0.38
ESF1	-0.1762
HSPC171	-0.719
MRPL2	-0.285333333333333
RDH12	0.882
CELP	0.087
METRNL	-0.80325
C10orf116	3.1835
C19orf48	-0.8395
ZNF346	-0.330375
NCR1	-1.93
C10orf64	0.264
CD52	0.279
VPS18	0.768
AP4S1	-0.599333333333333
NPBWR1	-0.3905
TPK1	-0.5355
UBA52	-0.500611111111111
RIPK1	0.334666666666667
CPNE3	-0.5949
HSPC159	1.59125
C8orf38	0.3135
LRRC4B	-1.663
PARP10	-0.2331
ANKRD50	-0.163625
CXCL9	6.3925
FGF18	-0.143181818181818
EIF2A	-0.691125
SLC20A2	1.3055
KIAA1549	2.04358333333333
SPINT1	2.582
ZNF584	-0.135
CRBN	-0.0521666666666667
ABCF3	1.216
NCBP1	-0.823
PLA2G4F	-0.23
PCDH10	-0.82625
TTC21A	-1.07525
C20orf144	0.0615
FGFR1OP2	-0.0265
SLC9A1	-0.0508
CHRND	0.3735
FOXF1	-2.801
KIAA1467	-0.83225
TPO	-1.8424
LTF	1.99607142857143
DNAJB9	0.563
MRPS27	-0.84825
bA16L21.2.1	-0.79425
WBP2	0.109333333333333
MRGPRX3	0.6035
PRPF18	0.55175
C10orf58	1.04175
SMOC1	-0.546
ADAT3	-0.194333333333333
TMEM138	-0.3645
TMEM131	0.072875
TIMM8B	-0.6765
MYH7	-0.99
ST6GAL2	-0.18525
KIF1C	-0.4785
SUHW2	-1.277
PAPSS1	2.557
CABP2	0.5415
HOXA4	0.58425
ELF2	-0.54675
SEMA3D	3.4822
MC5R	0.5385
OGFR	-0.823
FLJ30092	0.188166666666667
TGFA	2.2987
MMP17	-1.1335
KIF15	-1.23325
CHIA	0.70125
CATSPER3	-0.26775
CEACAM7	-0.343083333333333
PADI2	2.56075
HOXA9	1.671
LNX2	0.405666666666667
TMEM144	0.556
HIF1AN	1.04525
METTL7A	-1.0869
C6orf165	1.9335
KIAA1468	0.72425
DSG3	5.491
ZNF180	0.396833333333333
EIF4E3	1.325375
SLC46A1	-1.076625
DKK1	0.0603333333333333
ZNF205	0.269666666666667
LOC162073	-0.440666666666667
COX7A1	4.6915
MAGEA1	-3.61583333333333
NEDD8	-1.13066666666667
KLHDC5	0.150388888888889
C3orf19	-0.7215
MRPS2	-1.19125
POLR3H	0.629928571428572
ABHD11	0.3136
TMEM17	1.21825
PAIP2B	0.4691
MAT1A	-5.086
LGI3	0.56975
THUMPD2	-0.0215
TKTL2	0.685
XAGE3	-2.88916666666667
CALM3	-0.297333333333333
C6orf136	-0.604833333333333
KCNC4	1.5655
RGS9	3.45616666666667
ACIN1	-0.8765
SPATS1	-0.67
XKR8	0.33525
FAM84A	4.71408333333333
MS4A7	4.06727272727273
AGXT2L2	-1.25275
OR1F1	0.2735
SMAP1L	-1.01625
IPO11	0.369875
ZC3H11A	0.1924375
C1orf151	0.346
RNASEH2A	-1.00075
CCR10	-0.0825
TXNDC11	0.39375
TMEM112	-0.322375
MAP1B	0.3505
NVL	0.78525
PKM2	-0.83835
ARC	-1.0065
NUP54	-0.208
PPFIBP2	2.44466666666667
STAT2	0.30725
PTAFR	1.73716666666667
ROBO2	0.655375
RNF40	-0.136833333333333
CCDC135	-0.835666666666667
IFT81	1.17333333333333
MORF4	-0.44425
TM7SF3	1.230875
OR10H3	0.6935
ABP1	0.300125
CHRD	-0.731125
PLEKHA8	0.653166666666667
NCALD	0.923416666666667
OR5AK2	0.6005
ACCN1	0.5445
SLITRK1	0.12225
ARMET	-0.538
C9orf52	0.21975
REEP4	-0.531
MTSS1	-0.534875
ADH1B	-0.233833333333333
DLD	-0.422
CDK5	-0.40275
PPFIA1	0.1285
WFDC3	2.29525
DNAJB12	0.227
RANGRF	-1.5525
MLANA	-5.19575
AMY2B	1.7475
KIAA0319	1.598875
RPS7	0.17
JAK3	0.2237
ARFGEF1	0.61475
CXCL5	0.568666666666667
TRAPPC4	-0.72875
CETN2	0.55475
HSPC111	-0.85975
RHOBTB3	-1.4902
PHLPP	2.0955
RGS10	0.8375
TMEM58	0.26175
CHERP	0.614375
HSP90AB3P	-0.7105
FSTL3	-2.4045
PEX11A	-1.1245
OR5V1	0.877
FCN3	3.07675
PTPN3	0.481
NPTX1	-4.769125
C21orf84	0.019
C11orf51	-0.249125
ZBED2	1.906
FLJ90757	0.84325
NPY2R	1.38725
PLD3	-0.19725
SYT17	-1.33783333333333
SGSM2	0.0705
OR1A2	0.44325
FOXP1	1.308875
SLC5A1	5.456
POFUT1	-0.6378
EPHB6	-2.06016666666667
MYO1G	-2.156125
STAC	-1.9688
KLHL17	-0.275666666666667
RGMA	3.0522
TJP2	-0.5634
FAM114A1	0.519333333333333
SERINC1	0.517916666666667
SLC9A8	-0.830625
PEX19	-0.150875
EDN2	1.1875
PSMD7	0.0826666666666667
C3orf41	-2.75275
UQCR	-1.419875
PPP1R3C	-2.00675
LRP4	0.458333333333333
TM2D1	-0.05875
TTC17	0.1641875
C4BPB	-4.67975
CCL25	0.504
ZNF253	-0.537333333333333
CHRNA9	-3.72425
SOX11	-1.316625
HIVEP3	-0.2835
CGN	1.7325
C3orf35	-0.194
PKD2L1	0.22775
SYVN1	-0.358375
PDE8B	-3.426125
LOC439951	-0.4995
LTC4S	1.58083333333333
MIF4GD	-0.284333333333333
SMARCA2	0.8014375
TUBGCP6	-0.448333333333333
CABLES1	0.7205
C16orf77	3.46683333333333
ZNF791	0.05875
FUT5	1.325
ADH6	-3.0698
P4HB	-0.15075
CLDND2	-1.273
ALKBH8	-0.384
PLAC4	-2.427
F11R	1.6945
MGC35295	-0.0621666666666667
PDZD4	-0.540833333333333
LOC389073	-1.313
FAM80B	1.51266666666667
PSMB1	-0.513
TXN	-0.8135
VIPR1	-0.9074
WBSCR18	-0.1375
EXOSC6	-0.495
ACTA2	3.75733333333333
SP5	-0.097
ANKRD1	-2.9105
DDR1	1.8877
ATP6V1D	-0.2095
PTGS1	-0.630583333333333
RNF157	-2.00975
DCC	0.75875
SPAG7	-0.97025
FBXO18	0.70125
UBE3C	-0.0563
HOXC6	-0.70775
LRP2BP	-0.0545
MYST2	-0.3015
PDSS2	0.5925
ATE1	-0.37975
ARAF	-0.1815
KLF10	-0.4305
PLA2G2E	0.55075
ASCL1	-0.964833333333333
TSNAXIP1	0.77975
FAM131B	-0.342285714285714
IFNA10	0.594
NUP43	-1.32025
FAM44B	-0.305625
L1TD1	-5.92466666666667
NMD3	-0.045
C18orf54	0.0751
PHOSPHO1	-0.5755
RAG2	-2.471
EMILIN3	-0.4885
METTL3	-0.5775
VPS13C	-0.429375
REXO2	-1.16575
ANXA4	-0.18375
CA1	-1.07425
DCP1B	-0.387
TULP3	-0.306666666666667
ATP2A2	0.622285714285714
ATIC	-0.3415
ADAM15	-0.368166666666667
NPL	2.272
LGR4	1.00575
UEVLD	-0.735833333333333
GAB1	0.99525
SNAI2	-0.293
ZGPAT	-0.8754
SNF1LK	-0.26425
DLEU1	0.603
UBE2Q1	0.79075
ZMYM6	1.188375
JPH3	-0.2025
FAM38A	-0.8325
PXK	-0.755833333333333
DENND2D	0.38075
BAX	-1.56141666666667
CP	2.72136363636364
RPL37	0.0697
G6PC3	-0.638875
NCOA4	0.161833333333333
LRRC14	-0.602375
GORASP1	0.2095
FCHO2	0.017
CYP24A1	-3.7233
FXYD3	-3.813
SMARCAL1	0.7225
ABCB8	-0.827
CCDC44	-0.50375
PRDM7	-3.923
USH1C	-1.00725
DNAH5	-0.737333333333333
SRF	1.02991666666667
MAL2	2.86983333333333
PGPEP1	-0.9515
SIN3B	0.0425
SEMA3C	1.4235
GRAMD3	1.9105
FBXO10	-0.161125
OR5D13	-0.1425
FLJ31818	0.774875
CACNA1I	-0.60675
S100A13	-0.0405
TP63	2.383
ANXA11	0.162
WDR66	3.291125
CSF2RB	0.709
IFI44	-1.06625
DACT1	1.28316666666667
ANKRD23	-1.40575
ATP5G1	-0.855333333333333
C21orf70	-0.970333333333333
PPWD1	-1.37325
DNAJC13	-0.08125
PAH	-5.52983333333333
PTCH2	0.79925
TRMU	-0.41425
CCDC9	0.8175
USP3	-0.7747
DCLRE1C	-0.0564
FAM55C	0.71175
FRMD4B	0.21975
CYP2R1	-1.1085
RFPL1	-0.3275
XPO5	0.24875
ARL6IP2	2.754
OSBPL5	1.2455
MMP9	4.19509090909091
KIAA0802	-1.565
DHRS2	-4.26983333333333
SGEF	1.405625
TXNDC10	-0.2762
EXOC6	-0.82475
RPS27	0.107833333333333
PNCK	1.65183333333333
FSTL1	-0.24375
AACS	1.75725
SLMAP	1.12783333333333
SAMD4A	-0.3448
ABRA	0.48325
SMARCD3	0.15625
PKNOX2	-3.20816666666667
A4GNT	0.093
C9orf39	-1.1315
RALYL	0.79525
MGC33556	-3.4815
C10orf25	0.719
BBOX1	6.92725
NHEDC1	-0.5745
XDH	-0.514
GCSH	0.2085
EDN1	-0.503166666666667
MTERF	0.42975
CLK4	0.1755
ZNF799	0.183166666666667
KCNG1	-0.67575
CXCR4	3.02783333333333
PTPRR	-1.581
IRAK1	1.466375
LOC401397	-0.40625
TMSB10	1.03885714285714
CXCL3	-4.121
TMC4	1.537
OR7A10	-0.0035
STYK1	4.7845
CHRNA10	0.11725
CCNI	0.84775
EP300	0.998214285714286
LOC165186	0.924833333333333
HIC2	-1.074
SDR-O	0.231
OR2W1	0.549
KCNA6	-0.199
TRIM74	-1.61075
REEP6	-3.034
ATP5G2	-0.1645
ERG	0.7725
TMEM42	-1.49425
PARN	0.319666666666667
SOD2	0.1038125
DIRAS1	0.970333333333333
PNPT1	-1.0675
JOSD3	-2.245
hCG_40738	2.242
PDE1C	-2.245
SEMA4D	0.226375
AGPAT1	0.312166666666667
NOSTRIN	-0.54625
MAP3K3	-0.940166666666667
MAX	0.219857142857143
CAPS	3.61016666666667
SERPINA12	-0.4235
OSBPL8	0.0745
RICS	0.9843
NR4A2	0.240666666666667
PPCS	0.3385
LONP1	-0.70825
SCYL3	0.904
HERC2P2	-2.65316666666667
FIBCD1	-0.86
C15orf41	1.47525
DMC1	0.534666666666667
C20orf27	-0.7115
RPS6KA5	-0.6037
FAHD1	-0.125333333333333
SLC12A4	-0.562
BRCA1	-0.548333333333333
GBL	0.53275
SLK	0.568
NUDT9P1	0.4065
NOXO1	4.9915
USP52	-0.993
BAZ1B	0.2855
SLCO2B1	2.1405
BBS12	0.574666666666667
LRGUK	-0.574333333333333
TERF2IP	0.53575
COL1A1	4.205
KIAA0090	0.8415
GRK5	-0.290166666666667
AP1S2	0.3211
TMEM52	0.136833333333333
CA11	-0.73175
OR4A15	0.858666666666667
ACBD3	0.9104
SPAG11B	0.727428571428571
PRDM2	1.7774
FOXP3	0.33325
SMYD3	-0.7575
LOC389199	-0.456
LGI2	2.30483333333333
NAPE-PLD	0.4513
ANKRD6	0.625
WDR45	-0.296333333333333
SHROOM1	-0.9675
PSCD3	0.171
PYY	0.283
KCNC1	-0.7255
ARHGEF9	1.0018
OR8J1	0.13425
GPR55	-0.3406
NS3BP	-2.06
C10orf22	1.11533333333333
NAT8L	1.06925
DUSP4	-3.142
FOXM1	-0.459833333333333
GRAMD2	-0.0291
ZBTB48	0.863833333333333
BUD31	0.0905
PABPC5	0.7525
CCDC41	-0.0815
FBXO11	0.4205
C6orf148	2.058
RFXAP	-0.693
C6orf15	2.10716666666667
CDK8	0.1675
C6orf70	-0.958375
TESSP2	-0.5725
ALG2	-0.253
PPP1R3D	-0.92825
TPM3	0.361277777777778
SYT13	-4.87575
EPB42	-1.06066666666667
CETN3	-1.58475
PRY	-0.07
NTHL1	-0.366166666666667
POLR2B	0.271
RPS28	-0.0665833333333333
P2RX3	1.3845
LYZL4	0.14075
WBP4	-0.521
PMM1	-0.197
C11orf79	0.114
CBLL1	-0.4765
IL1F10	0.842333333333333
VAX2	-0.68
SETDB1	-0.0975
LRAP	-3.5715
GCLM	0.169
CPEB3	0.8795
PPM1A	-0.3535
INTS1	-0.0425
CAMTA1	2.16116666666667
SAMSN1	-2.55075
LOC158830	-2.0395
GMPPA	-0.21425
AIPL1	3.9605
IL24	-0.563818181818182
BDKRB1	-2.73383333333333
MLF1	2.2289
TAF12	-0.24775
ID1	-0.720625
THADA	0.274375
PIK3CB	0.919
OR4N5	-0.018
TBC1D17	-0.00433333333333335
COX8A	-1.587
CDCA4	0.252
C2orf44	0.16775
ZNF534	-0.55625
IMMP1L	0.32225
NIPSNAP3B	-0.045375
FTMT	1.532
PWP2	-0.573333333333333
MMP15	0.1583
DNAH11	-1.4345
MTMR14	-0.46775
DNAL4	1.589
IPP	-0.00675
TMEM59	0.234875
C1orf157	1.606
RGS4	-0.320666666666667
DDX18	0.493333333333333
SNX6	0.229
ZNHIT2	0.554166666666667
NCDN	-0.160833333333333
FLJ33534	0.69175
RAG1	-1.61675
OR4D10	0.341
PTPN5	-0.1055
POMT1	-0.940875
LRRC8A	0.2558
CYP1A1	-1.87575
CAPN1	0.162666666666667
DDHD2	1.054875
GRIK2	1.237
GNRHR	1.77875
PPBP	1.247
HTR3A	-1.2045
SLITRK4	-2.8105
ANKRD49	-0.42225
BTF3	-0.5238
SARS	-0.3075
C13orf18	1.27316666666667
CACNB1	-0.189642857142857
QKI	0.0527727272727273
SETMAR	1.083625
MAN2B1	1.19966666666667
EML3	0.117
ACADL	4.03433333333333
OFD1	0.171875
DEFB114	-0.3355
CGA	-4.2245
PEX16	0.416833333333333
LRRC10	-0.088
GNG12	-0.064
C1orf152	-0.0543333333333333
CHRM1	0.5855
CD53	-0.487875
DBH	-0.89125
TFAP2B	-4.186
HIST1H2BJ	-1.30116666666667
FAM46D	0.535
TMEM11	0.4765
C3orf32	-1.813
PCCB	-0.10575
IPO13	-0.138125
C6orf105	-3.57625
COMMD5	0.0675
SUV420H1	1.2298
LTBR	1.13875
ARHGAP15	-1.658625
HDHD2	-0.973
TDRKH	0.057
LOC401052	0.3535
PSG4	-1.8015
GNB4	-1.6101
SPATA4	-0.864
SLC9A3	-1.665
OSBP	1.17166666666667
NBPF3	-0.12375
DOCK11	-1.0095
SLC39A5	-2.35583333333333
PRR5	0.2802
C10orf63	2.215
SMTNL2	3.40925
ADRA1A	1.10025
ASAH1	1.0607
DOM3Z	0.4706
GIPR	0.519
AHI1	-0.520416666666667
NADSYN1	0.9335
RGS14	-0.6878
IL18BP	0.8581
RTN4RL1	1.64191666666667
ARMC6	0.13525
PSMD5	0.131833333333333
HK3	1.8717
OR4S1	0.65075
RSU1	2.0741
MAD2L1	-1.48433333333333
EIF4A3	-0.53
DLEC1	-0.0875
E4F1	-0.371666666666667
CHMP2B	-0.2513
CAMSAP1	-0.46975
RPS21	-0.390166666666667
ARID5A	1.17825
UBE2N	0.6627
IGSF8	0.421166666666667
MAGEB6	-1.5945
ACAD11	-1.0819
MGC4172	-1.64025
LMO4	1.27625
KLKB1	0.1575
HP	-0.974
HDAC3	0.06625
SCHIP1	3.12325
CLCA1	0.6145
OLFML2A	2.255125
C1orf112	-0.4735
KIF19	0.517416666666667
HAPLN4	-0.1457
CXCR7	-0.238666666666667
GOT2	-0.2106
RAB38	-1.01875
DCX	1.6225
PPM1H	1.66416666666667
NFYC	0.619916666666667
KIN	-0.0265
ZNF228	1.697
PLSCR4	2.195
HIG2	-0.2225
FAM79B	1.764
C21orf86	-0.2035
KCNK10	1.3685
ZNF738	1.08025
FSTL5	-0.7405
OR6A2	0.369
OTOA	0.339166666666667
EXOC1	-0.43725
AHRR	-1.572
PDAP1	-1.20775
C19orf6	0.472375
ZAN	0.3125
LY6G6E	0.1505
EIF4E2	0.73025
C20orf198	-0.16
ZNF324	0.09325
CYP3A5	-4.51466666666667
ENTPD7	1.1855
MBOAT5	-0.0326666666666667
GJB5	4.22025
TTC13	0.65425
S100Z	-2.03533333333333
KIAA0664	0.2865
PDGFRB	2.06558333333333
IL17D	-0.16825
OR56B4	-0.143
RDX	-0.7705
SLC34A3	-0.075
IL28B	0.0975
JUND	0.553
CHRNB1	-0.643375
CAMK2B	-0.18825
FETUB	-1.9865
CXorf23	0.19575
MRTO4	-0.014625
TTC3	0.4136
NDUFB8	-0.676833333333333
EDG2	-2.80275
SEMA3G	0.44375
IL23A	2.693
GRHL1	2.1763
LOC441054	-0.2105
WDR65	-0.743333333333333
PSTK	0.23725
STOML3	0.6215
R3HDM2	0.231
C5	-1.735
SLC2A10	-1.022
C3orf22	0.50975
PAQR3	-0.107307692307692
ANKRD26	-0.3035
HCRTR1	1.256
LOC399947	-0.52625
PSD2	-0.09625
TIGD2	0.225666666666667
SCRN1	-0.867
COQ10A	0.13175
DDI2	0.405
METTL7B	-0.998166666666667
UCN2	-0.22425
FAM92A3	0.91
WDR16	0.427
ZNF511	0.907
ZMYM5	-1.051875
POLR3G	-1.57575
ZNF586	0.76925
C1orf49	1.11216666666667
TANK	1.9045
RCAN1	1.0915
PELI3	0.593666666666667
LIMD2	0.529
TMEM189	0.8495
NTN4	-4.2095
LOC151300	0.3675
CLEC2A	1.6085
GPR135	-1.281875
DPYSL4	1.6126
JAK2	-0.612
TSHZ1	1.02166666666667
TM9SF4	-0.168375
ZNF264	0.0731666666666666
SIRPG	1.02075
BICD1	0.40475
HERC6	1.5475
METTL5	-0.084
CASP1	-0.80475
PRRT1	-0.180166666666667
PLA2G4C	2.054
ICA1L	0.937214285714286
TPTE2	0.2114
OTUD7A	-0.175333333333333
AQP11	-1.545
APOA2	-4.3701
KALRN	2.3458
SECTM1	-0.46075
IFNAR1	0.161
TALDO1	0.773
RAB11FIP4	0.488916666666667
EIF5A	-2.517
FAM49A	1.128
NEGR1	-0.141666666666667
YTHDC2	-0.763625
EHD2	0.035875
NCF1	1.8348
SCRT2	-0.322
HOXA5	1.27483333333333
NUP133	-0.00225
FGF12	-0.895625
SLMO2	-0.132375
SNTA1	0.092375
CACNG2	-0.186375
GCM1	0.400375
ELF1	0.262
TLR5	3.42175
TCFL5	-1.22825
RBMY2FP	-1.946
LOC100125556	0.14875
FAM129B	-0.465625
MAP3K7IP1	-0.23575
NCK2	1.971
OXA1L	-1.28
FMO9P	0.0155
ZSCAN12	-0.40175
PSMD12	-0.41025
HSCB	-0.40275
CLDN10	-2.969
MGC13053	-0.6855
HPCAL4	-0.350166666666667
ASZ1	0.4795
MEX3D	0.1905
NFAT5	-0.6823
CSPG4LYP1	-0.0841666666666667
FBXO3	1.497
DVL1	0.887333333333333
CMKLR1	1.69816666666667
TYMS	-0.444125
PEF1	1.26025
ZNF750	3.275
MCM5	0.2632
MEGF11	-1.034
KCNK7	0.227
PTP4A3	-0.619
C1QTNF2	-1.45366666666667
OR6S1	0.426
FAM122B	-1.822
ZNF551	0.84675
HBQ1	-2.4625
GEMIN6	-0.13975
ARSK	0.714
RBP7	3.57783333333333
CPNE9	0.2955
DSC1	2.9275
LOC730112	-0.17325
MAP2K4	-0.105625
HS3ST5	-1.898
EPB41L3	2.0685
TEKT2	3.6625
CDKN2B	3.67791666666667
ZNF480	-1.03625
MAP3K6	0.1363
MAP6	-0.0436666666666667
HN1	0.1056
OR2L13	0.257
SLC16A11	0.473
FAM96A	-1.52175
APOL1	-0.4525
C5orf32	-0.343
RTP1	-0.480666666666667
RNF175	2.6655
ZBTB41	0.553875
AHCTF1	-0.3257
SAE2	1.8065
ITGA2	0.0263333333333333
MME	0.175166666666667
CCDC14	-0.16675
MAST4	0.933
KRT33B	0.151
KCTD2	-0.422833333333333
WDR26	1.37316666666667
MFI2	2.361
NR4A3	-0.86075
ARSA	0.9995
UNKL	-0.223833333333333
SULT6B1	0.053
CCNA2	-1.51066666666667
SOX15	0.247
PPAPDC1B	0.53125
C19orf44	0.1595
MCAT	0.808833333333333
ARID1B	-0.96775
OR52N1	-0.5335
C12orf48	-0.69775
MAGI1	0.162625
NIPA2	-0.76275
GBX2	-0.8775
RSHL3	1.179125
RAVER1	-0.105166666666667
C15orf17	-0.6755
SLC30A2	0.152
ZNF518	1.193
PCYT1B	1.9475
C10orf114	1.3895
EIF3H	1.00825
SLC25A39	-0.767333333333333
KIF1B	1.658875
AMOTL2	-1.58325
C6orf120	-0.677
PSRC1	-0.9865
PLA2G10	-0.52825
KIF5C	-1.07342857142857
MRPL37	0.127
C17orf62	-1.1885
C9orf135	-1.30266666666667
DUSP10	-0.1123
CLCNKB	0.004
PSMA5	0.05775
C8orf53	-0.564
AMPD3	0.510166666666667
PIAS1	-0.41375
ADCYAP1R1	-0.1005
GYLTL1B	2.44075
CDH20	0.336166666666667
FBXO7	-0.09975
TMEM134	0.5355
FLJ14213	2.73066666666667
ZNF3	-0.1165
LRRFIP1	-0.32875
CNOT2	0.289916666666667
ABI3	1.965
ALDH5A1	-2.03783333333333
HNT	1.5206
SERPINA4	-3.13175
TK2	-0.325583333333333
STMN1	0.548
GUCA2A	0.443666666666667
GALNT10	-0.734142857142857
DPP6	-1.06275
C9orf93	-0.69
PRELID2	-1.018875
STK39	0.269875
SFTPA1	-1.647
CKS2	-1.96444444444444
RHO	0.56925
C20orf135	-0.58125
XKR3	-2.482
CR1	-0.59775
RPS6KA2	0.207571428571429
C20orf112	0.65675
MRPL22	-0.69175
C4orf23	0.349333333333333
GADD45B	-0.34275
KLHDC1	-0.972166666666667
C2orf48	-2.2205
ZNF287	1.713
DAAM2	-1.099
DPPA2	-3.834
TCTN3	1.07716666666667
DNAJB11	1.0725
FPR1	2.60425
DEFB4	0.572
PTCD2	-1.2485
SMOC2	3.751
CABP7	0.6195
SERPINB11	0.43
MAGEF1	-1.18375
NDE1	-0.6595
ITGA10	0.0315
FSHB	0.354
ANXA2	0.5855
HORMAD2	1.5135
HLCS	0.5395
MCF2L	2.27491666666667
FH	-0.023875
TBC1D24	1.7775
KIAA1505	3.868
LGALS2	0.70475
CNBD1	0.2645
SYNPO2L	-0.51475
PTPN23	-0.399428571428571
C1orf183	-0.871
MAGEA8	-2.979
DGCR8	-1.808875
GSR	-0.736
PAQR7	0.61075
ZNF676	-1.70025
CACNA1C	-0.731
SP7	0.662
PDCD6	0.61125
NRN1L	1.1995
BRI3BP	-0.679916666666667
KIAA1183	1.29275
ASB4	0.36225
CCL23	-0.0123
OBSL1	0.150875
SLC12A7	2.37316666666667
KIAA0240	1.490875
CD1B	-1.801
FCGR2A	0.70775
MDC1	-0.4945
HTR1A	0.244166666666667
OCEL1	-0.426
ATP11B	0.28425
FBXO34	0.171833333333333
PCDH12	3.88766666666667
RPE	0.00325000000000002
C17orf74	-0.243
CSDC2	0.854333333333333
PET112L	-1.0115
TMBIM1	0.646125
P2RXL1	-0.177
TCHP	0.0245
TRMT1	-0.681333333333333
F2RL2	-1.2925
LRRC32	2.40716666666667
IMPG2	-0.1945
BGLAP	-0.06375
LOC493869	-1.74125
MRAS	2.638
SLC35F5	-0.00100000000000001
CBWD1	-0.6575
AXL	-2.603125
ATP2C2	-3.4935
TELO2	-0.6655
PNPLA3	-2.36775
PCDHB14	0.7075
CD276	0.55225
KRT80	0.94025
DUSP28	-0.0495
CSNK1E	1.02941666666667
SRP14	1.0735
KCNQ4	1.0375
KRT72	1.162
CCDC117	0.52425
C6orf89	-0.680277777777778
TUBB2B	-1.049
RTN4IP1	0.1505
CR1L	-4.14383333333333
CEND1	-0.005
C12orf41	0.667166666666667
RNF31	-1.11425
UBN1	0.0726666666666667
C17orf32	0.580625
SLC5A7	0.07475
GPR92	1.46666666666667
ESAM	2.5614
CTNNA1	0.4985
HRBL	0.3548
CBX4	-0.417
TMEM182	1.378
SH3TC2	-2.15716666666667
IL10	0.585333333333333
PXMP4	-0.4615
RNF167	-1.2028
PAK7	0.4365
ETV3	0.7085
ATPIF1	-0.443833333333333
LOC554207	-2.91066666666667
OR8H1	0.7735
WDFY3	0.24325
DPM1	-0.54325
GPSM1	0.3375
WDR92	-0.1588
LRP1	0.334666666666667
ANKH	1.603
THUMPD3	-0.93825
POLR1B	-0.135
OLFM4	6.70383333333333
RAD9B	2.30425
TSPY2	-4.2305
PAX6	1.69533333333333
SCG2	-3.27675
SLC17A6	3.63225
FMO3	3.92525
PADI4	-0.382428571428571
TUBB4	0.5103
NLK	-1.47375
POU4F3	0.195
SDF4	0.2125
ITGBL1	2.26433333333333
NETO1	-2.06025
TAP2	0.62975
ABBA-1	0.565583333333333
GNAI1	2.28175
VPS4B	2.2845
NOPE	0.3478
GALNT6	1.12733333333333
SESN1	-0.391875
GBE1	-1.57311111111111
CLASP1	0.17425
RASGEF1B	2.647
ACOT11	-0.327142857142857
AFAP1	1.52925
OR2H2	0.3035
DPY19L2P1	-1.92425
DZIP1	-0.40925
SEC22C	-1.20083333333333
GPR161	1.897
RNF146	0.96175
WDR74	0.02675
GALP	1.311
PURA	-0.22875
DNPEP	0.52925
RP11-78J21.1	0.00974999999999999
ERBB2	1.1735
FANCM	-1.54275
NEO1	1.3135
DDX3Y	-5.4684
RPS3A	0.34425
MXRA7	0.383285714285714
LGALS3	-1.791
GLT8D1	-0.41775
CFL2	-2.16833333333333
UPB1	0.3785
NAP1L5	-1.509875
CLDN14	-2.19375
DHX38	0.127
BTBD1	-0.58775
TARS2	-0.810833333333333
ABCF1	-0.8805
FCF1	-0.497333333333333
LRRC49	1.84325
GUCY1B2	0.2645
C1orf177	0.521166666666667
SMARCA4	0.597428571428572
LRP8	-0.7025
