Hybridization REF	TCGA-A2-A04T-01A-21R-A034-07
DHRS2	-4.65816666666667
SGEF	1.576375
TXNDC10	-0.3172
EXOC6	-0.85025
RPS27	1.22516666666667
PNCK	-1.47516666666667
FSTL1	-1.8455
AACS	-0.6925
SLMAP	-0.342166666666667
SAMD4A	0.2959
ABRA	-0.37175
SMARCD3	1.23425
PKNOX2	-2.90016666666667
A4GNT	0.0115
C9orf39	0.557333333333333
RALYL	2.26075
MGC33556	-3.007
C10orf25	-1.446
BBOX1	7.3315
NHEDC1	0.59175
XDH	-0.6605
GCSH	-0.213
EDN1	1.80116666666667
MTERF	-0.38925
CLK4	0.374375
ZNF799	-0.720333333333333
KCNG1	1.847625
CXCR4	0.667166666666667
PTPRR	-2.89825
IRAK1	0.420625
LOC401397	-0.53425
TMSB10	0.0494285714285714
CXCL3	-3.2478
TMC4	1.25975
OR7A10	0.195
STYK1	3.4
CHRNA10	-0.1755
CCNI	1.198
EP300	1.2385
LOC165186	0.1505
HIC2	-2.18725
SDR-O	0.4915
OR2W1	0.8785
KCNA6	0.211
TRIM74	-2.94525
REEP6	-2.66275
ATP5G2	-0.7115
ERG	-0.253125
TMEM42	-0.4115
PARN	-0.277833333333333
SOD2	0.2189375
DIRAS1	0.492333333333333
PNPT1	-0.527
JOSD3	-0.20625
hCG_40738	1.2435
PDE1C	-1.759
SEMA4D	1.017875
AGPAT1	0.1935
NOSTRIN	-0.96775
MAP3K3	-0.7155
MAX	0.487142857142857
CAPS	4.52883333333333
SERPINA12	0.7465
OSBPL8	0.825375
RICS	0.7739
NR4A2	-0.920166666666667
PPCS	0.032
LONP1	-0.83425
SCYL3	2.13575
HERC2P2	-0.914833333333333
FIBCD1	-0.7445
C15orf41	-0.1405
DMC1	-1.348
C20orf27	-1.1445
RPS6KA5	0.6187
FAHD1	0.873166666666667
SLC12A4	-0.0795
BRCA1	-3.27216666666667
GBL	0.15175
SLK	-0.0266666666666667
NUDT9P1	-0.9395
NOXO1	3.9055
USP52	-0.5635
BAZ1B	0.1145
SLCO2B1	2.79275
BBS12	0.147166666666667
LRGUK	-1.081
TERF2IP	0.28375
COL1A1	2.2795
KIAA0090	1.11375
GRK5	0.396
AP1S2	-1.5571
TMEM52	-0.161333333333333
CA11	0.2605
OR4A15	0.581833333333333
ACBD3	1.0274
SPAG11B	0.23175
PRDM2	1.1209
FOXP3	0.79325
SMYD3	0.1367
LOC389199	0.8735
LGI2	1.67833333333333
NAPE-PLD	-0.2519
ANKRD6	1.5385
WDR45	0.598833333333333
SHROOM1	-2.08775
PSCD3	-0.6595
PYY	0.43
KCNC1	-2.7155
ARHGEF9	2.9345
OR8J1	1.17325
GPR55	0.441333333333333
NS3BP	-1.3535
C10orf22	-0.358666666666667
NAT8L	1.386
DUSP4	-0.482666666666667
FOXM1	0.669333333333333
GRAMD2	1.3705
ZBTB48	-0.250333333333333
BUD31	-0.551
PABPC5	-0.5925
CCDC41	0.22425
FBXO11	0.877666666666667
C6orf148	-0.86375
RFXAP	1.18525
C6orf15	0.0896666666666667
CDK8	0.798166666666667
C6orf70	-0.99675
TESSP2	0.32
ALG2	0.49725
PPP1R3D	1.13825
TPM3	0.496666666666667
SYT13	-0.16675
EPB42	-1.10916666666667
CETN3	-0.64775
PRY	-0.051
NTHL1	-0.507833333333333
POLR2B	0.8485
RPS28	0.0674999999999999
P2RX3	0.34325
LYZL4	-0.23075
WBP4	-0.1474
PMM1	-0.102
C11orf79	0.51925
CBLL1	-0.27825
IL1F10	0.446833333333333
VAX2	1.682
SETDB1	0.820833333333333
LRAP	-0.3925
GCLM	0.386333333333333
CPEB3	0.1415
PPM1A	0.3750625
INTS1	-0.66
CAMTA1	0.945833333333333
SAMSN1	-1.24125
LOC158830	-1.046
GMPPA	-0.80525
AIPL1	-0.10425
IL24	0.0161666666666667
BDKRB1	-2.9815
MLF1	0.58
TAF12	-0.7875
ID1	-2.19625
THADA	0.37625
PIK3CB	-1.13975
OR4N5	-0.0355
TBC1D17	0.167666666666667
COX8A	-0.21025
CDCA4	0.10625
C2orf44	-0.566
ZNF534	-0.7595
IMMP1L	-0.965
NIPSNAP3B	1.29425
FTMT	1.8525
PWP2	-0.617833333333333
MMP15	0.8382
DNAH11	0.7765
MTMR14	0.574875
DNAL4	1.43625
IPP	1.1005
TMEM59	0.5445
C1orf157	0.467
RGS4	-1.4425
DDX18	0.513333333333333
SNX6	-0.59825
ZNHIT2	0.322833333333333
NCDN	-0.1505
FLJ33534	-0.3315
RAG1	-2.587625
OR4D10	0.413
PTPN5	-0.756333333333333
POMT1	0.233125
LRRC8A	0.28
CYP1A1	-1.67325
CAPN1	0.266833333333333
DDHD2	0.384875
GRIK2	-0.34125
GNRHR	-0.621
PPBP	0.27275
HTR3A	-0.41025
SLITRK4	0.85275
ANKRD49	0.0895
BTF3	-0.7113
SARS	-1.18025
C13orf18	0.890333333333333
CACNB1	0.0469285714285714
QKI	0.042409090909091
SETMAR	1.02325
MAN2B1	0.583
EML3	-0.6625
ACADL	1.791
OFD1	0.003375
DEFB114	-0.2125
CGA	-3.9712
PEX16	-0.734666666666667
LRRC10	-0.2235
GNG12	-2.715
C1orf152	0.444166666666667
CHRM1	0.589
CD53	1.00125
DBH	1.178
TFAP2B	0.404875
HIST1H2BJ	0.705833333333333
FAM46D	0.1555
TMEM11	-0.44825
C3orf32	-3.34975
PCCB	-0.890875
IPO13	0.0895
C6orf105	-4.49325
COMMD5	1.1405
SUV420H1	0.647
LTBR	1.62325
ARHGAP15	-0.923375
HDHD2	0.1245
TDRKH	1.47983333333333
LOC401052	2.739
PSG4	-2.56275
GNB4	0.1035
SPATA4	0.16825
SLC9A3	-0.1985
OSBP	0.804
NBPF3	0.28175
DOCK11	-0.819
SLC39A5	-2.26083333333333
PRR5	0.6804
C10orf63	0.191714285714286
SMTNL2	1.0935
ADRA1A	0.31975
ASAH1	0.5705
DOM3Z	0.6134
GIPR	0.777333333333333
AHI1	-0.19475
NADSYN1	-0.577333333333333
RGS14	-0.7475
IL18BP	1.4237
RTN4RL1	-0.1525
ARMC6	-0.57025
PSMD5	1.13183333333333
HK3	3.109
OR4S1	0.3125
RSU1	1.6951
MAD2L1	-0.676666666666667
EIF4A3	-0.6885
DLEC1	-0.562
E4F1	-0.130833333333333
CHMP2B	0.0013
CAMSAP1	0.619
RPS21	-0.0615
ARID5A	1.094
UBE2N	0.5968
IGSF8	1.22616666666667
MAGEB6	-1.6235
ACAD11	-2.339
MGC4172	-0.766
LMO4	2.472
KLKB1	-0.31275
HP	-0.9875
HDAC3	-0.17
SCHIP1	1.33925
CLCA1	0.049
OLFML2A	2.34875
C1orf112	0.02925
KIF19	2.0285
HAPLN4	0.3344
CXCR7	-1.73783333333333
GOT2	-0.2618
RAB38	-1.79525
DCX	6.16025
PPM1H	1.02241666666667
NFYC	0.738833333333333
KIN	0.092
ZNF228	1.327
PLSCR4	0.500666666666667
HIG2	-0.373
FAM79B	1.2395
C21orf86	-0.518
KCNK10	0.477
ZNF738	-2.97825
FSTL5	-0.6292
OR6A2	-0.864
OTOA	0.592333333333333
EXOC1	0.365875
AHRR	-1.860125
PDAP1	-0.981333333333333
C19orf6	-1.106125
ZAN	0.71975
LY6G6E	-1.4115
EIF4E2	-0.7815
C20orf198	-0.164
ZNF324	0.527
CYP3A5	-4.375
ENTPD7	0.794333333333333
MBOAT5	0.336
GJB5	3.161
TTC13	1.305
S100Z	-1.61566666666667
KIAA0664	0.7885
PDGFRB	0.9235
IL17D	-0.29275
OR56B4	0.5145
RDX	-1.4385
SLC34A3	0.762
IL28B	1.185
JUND	0.04025
CHRNB1	-1.0065
CAMK2B	-0.21625
FETUB	-0.57525
CXorf23	0.45275
MRTO4	-0.541
TTC3	0.0891
NDUFB8	-0.6205
EDG2	-0.6945
SEMA3G	-0.4255
IL23A	-1.343
GRHL1	2.1861
LOC441054	-2.227
WDR65	0.42625
PSTK	0.1825
STOML3	-0.171333333333333
R3HDM2	-0.2648
C5	-2.6095
SLC2A10	-0.4715
C3orf22	0.6685
PAQR3	0.280769230769231
ANKRD26	-0.900916666666666
HCRTR1	0.6065
LOC399947	-0.64125
PSD2	0.2255
TIGD2	2.02366666666667
SCRN1	-2.2815
COQ10A	0.225
DDI2	-0.052
METTL7B	-0.884166666666667
UCN2	0.30925
FAM92A3	-0.15575
WDR16	-0.70575
ZNF511	-1.2065
ZMYM5	0.1185
POLR3G	-2.19475
ZNF586	-0.2185
C1orf49	0.0778333333333333
TANK	0.649833333333333
RCAN1	0.431833333333333
PELI3	0.482333333333333
LIMD2	-0.0305833333333333
TMEM189	0.0025
NTN4	-2.69675
LOC151300	-1.2915
CLEC2A	-2.016
GPR135	-1.02925
DPYSL4	-4.1418
JAK2	0.374
TSHZ1	0.863666666666667
TM9SF4	-0.92925
ZNF264	1.2195
SIRPG	2.641875
BICD1	0.1955
HERC6	1.40716666666667
METTL5	-0.564
CASP1	0.509
PRRT1	-0.2765
PLA2G4C	1.61666666666667
ICA1L	-0.526
TPTE2	0.3845
OTUD7A	0.922333333333333
AQP11	-1.977
APOA2	-4.5969
KALRN	1.8596
SECTM1	1.28825
IFNAR1	-0.27425
TALDO1	0.100875
RAB11FIP4	-0.0719166666666667
EIF5A	-1.2975
FAM49A	3.34925
NEGR1	-0.168666666666667
YTHDC2	-0.99525
EHD2	-1.7395
NCF1	2.9219
SCRT2	0.9545
HOXA5	0.451
NUP133	0.704
FGF12	-1.0045
SLMO2	0.482125
SNTA1	-0.119125
CACNG2	0.984875
GCM1	0.140125
ELF1	0.683333333333333
TLR5	3.66925
TCFL5	-0.5335
RBMY2FP	-1.294
LOC100125556	-0.51725
FAM129B	0.069625
MAP3K7IP1	-0.086875
NCK2	1.1295
OXA1L	-1.432
FMO9P	0.2755
ZSCAN12	-0.3415
PSMD12	-0.332916666666667
HSCB	-0.34225
CLDN10	-3.449
MGC13053	-0.527333333333333
HPCAL4	-0.368833333333333
ASZ1	-0.927
MEX3D	0.0295833333333334
NFAT5	0.22
CSPG4LYP1	0.0388333333333333
FBXO3	-1.0252
DVL1	-0.3125
CMKLR1	2.52683333333333
TYMS	0.022875
PEF1	1
ZNF750	3.25
MCM5	0.4877
MEGF11	-0.15475
KCNK7	0.1565
PTP4A3	0.7615
C1QTNF2	-1.0515
OR6S1	0.497
FAM122B	-1.19
ZNF551	0.16025
HBQ1	-2.276
GEMIN6	-0.2085
ARSK	-0.5105
RBP7	3.84716666666667
CPNE9	0.1785
DSC1	0.9435
LOC730112	-0.18525
MAP2K4	-0.344875
HS3ST5	-0.8265
EPB41L3	-0.309
TEKT2	-0.4085
CDKN2B	-0.970666666666667
ZNF480	-0.7405
MAP3K6	0.3003
MAP6	1.737
HN1	-0.1094
OR2L13	-0.1925
SLC16A11	0.225
FAM96A	-0.319
APOL1	0.0525
C5orf32	-1.2355
RTP1	-0.285666666666667
RNF175	0.3925
ZBTB41	1.1815
AHCTF1	1.1715
SAE2	0.5213
ITGA2	-0.430333333333333
MME	-1.6035
CCDC14	0.3265
MAST4	-1.02214285714286
KRT33B	-0.4525
KCTD2	-0.281666666666667
WDR26	0.875583333333333
MFI2	3.20975
NR4A3	1.084125
ARSA	1.059
UNKL	0.366666666666667
SULT6B1	0.0585
CCNA2	-0.800666666666667
SOX15	0.3645
PPAPDC1B	-0.5105
C19orf44	-0.271
MCAT	0.743666666666667
ARID1B	0.467125
OR52N1	-0.299
C12orf48	-0.8685
MAGI1	0.482875
NIPA2	0.219
GBX2	-2.4765
RSHL3	0.054
RAVER1	0.409166666666667
C15orf17	-0.38825
SLC30A2	1.062125
ZNF518	0.079
PCYT1B	-1.09175
C10orf114	-0.22425
EIF3H	0.846333333333333
SLC25A39	-0.639333333333333
KIF1B	0.5735
AMOTL2	-1.6655
C6orf120	-0.0105714285714286
PSRC1	-1.217
PLA2G10	-0.898625
KIF5C	-0.36775
MRPL37	-0.683
C17orf62	-0.1575
C9orf135	-1.689
DUSP10	-0.8241
CLCNKB	0.5625
PSMA5	-0.6765
C8orf53	1.19025
AMPD3	0.422333333333333
PIAS1	-0.2635
ADCYAP1R1	0.0565
GYLTL1B	1.18125
CDH20	0.597333333333333
FBXO7	-0.509
TMEM134	0.5635
FLJ14213	0.821333333333333
ZNF3	-0.00824999999999999
LRRFIP1	-0.774166666666667
CNOT2	0.439083333333333
ABI3	2.43525
ALDH5A1	-0.720416666666666
HNT	1.3337
SERPINA4	-2.94425
TK2	-0.628833333333333
STMN1	0.250666666666667
GUCA2A	0.334666666666667
GALNT10	-0.927071428571429
DPP6	-0.9369
C9orf93	0.6555
PRELID2	-0.47125
STK39	-0.23625
SFTPA1	-0.6615
CKS2	-0.641555555555556
RHO	-0.060375
C20orf135	0.15325
XKR3	-2.6215
CR1	0.3555
RPS6KA2	0.141928571428571
C20orf112	0.7765
MRPL22	-0.76625
C4orf23	-0.296
GADD45B	0.883
KLHDC1	-0.0148333333333333
C2orf48	-1.992
ZNF287	0.2875
DAAM2	-1.2245
DPPA2	-3.282
TCTN3	-0.364333333333333
DNAJB11	0.392875
FPR1	4.22575
DEFB4	0.3485
PTCD2	-0.9551
SMOC2	4.02633333333333
CABP7	2.51875
SERPINB11	0.37125
MAGEF1	1.6765
NDE1	-0.511833333333333
ITGA10	0.868
FSHB	0.0455
ANXA2	0.4375
HORMAD2	0.2545
HLCS	-0.11225
MCF2L	1.40733333333333
FH	1.078
TBC1D24	1.589
KIAA1505	0.27825
LGALS2	1.5
CNBD1	-0.979
SYNPO2L	-0.968
PTPN23	-0.309
C1orf183	-0.193166666666667
MAGEA8	-3.2815
DGCR8	-0.914
GSR	-1.9335
PAQR7	0.00425
ZNF676	-1.56575
CACNA1C	0.2191
SP7	-0.122
PDCD6	0.067
NRN1L	-1.1065
BRI3BP	-0.361416666666667
KIAA1183	2.6465
ASB4	0.30425
CCL23	1.8292
OBSL1	-2.169375
SLC12A7	1.02583333333333
KIAA0240	1.007125
CD1B	-1.06433333333333
FCGR2A	2.045125
MDC1	0.24625
HTR1A	0.888833333333333
OCEL1	-1.52575
ATP11B	0.362
FBXO34	-0.217666666666667
PCDH12	2.67466666666667
RPE	-0.465
C17orf74	0.1285
CSDC2	1.02633333333333
PET112L	-0.31025
TMBIM1	-0.199
P2RXL1	-0.81375
TCHP	-0.65425
TRMT1	-1.4435
F2RL2	-0.788083333333333
LRRC32	1.95866666666667
IMPG2	0.521
BGLAP	-0.57725
LOC493869	-2.10675
MRAS	3.30875
SLC35F5	-0.528
CBWD1	-0.045
AXL	-3.111875
ATP2C2	3.203
TELO2	0.143
PNPLA3	-2.007
PCDHB14	-1.2045
CD276	0.511
KRT80	-1.169375
DUSP28	-0.696
CSNK1E	-0.15475
SRP14	-0.1315
KCNQ4	0.46
KRT72	2.173
CCDC117	0.534875
C6orf89	0.0602222222222222
TUBB2B	-2.17866666666667
RTN4IP1	-0.55675
CR1L	-2.87866666666667
CEND1	0.56
C12orf41	-0.292666666666667
RNF31	-0.49525
UBN1	-0.0518333333333333
C17orf32	-0.01275
SLC5A7	-0.20725
GPR92	0.309
ESAM	1.7214
CTNNA1	0.196166666666667
HRBL	-0.4986
CBX4	-0.3795
TMEM182	0.5045
SH3TC2	0.4345
IL10	1.10366666666667
PXMP4	0.3715
RNF167	0.6431
PAK7	2.1875
ETV3	0.253
ATPIF1	-1.11883333333333
LOC554207	-1.933
OR8H1	0.33025
WDFY3	1.12975
DPM1	-0.41525
GPSM1	0.085
WDR92	-0.2942
LRP1	0.238166666666667
ANKH	0.90875
THUMPD3	0.36525
POLR1B	-0.064
OLFM4	0.928
RAD9B	0.2965
TSPY2	-3.908
PAX6	0.313333333333333
SCG2	-3.62225
SLC17A6	0.263
FMO3	1.0525
PADI4	0.226875
TUBB4	-0.3625
NLK	-1.04275
POU4F3	0.1915
SDF4	-0.17575
ITGBL1	1.56366666666667
NETO1	-2.11525
TAP2	-0.18125
ABBA-1	1.13175
GNAI1	-0.44825
VPS4B	0.41125
NOPE	-1.419
GALNT6	0.261
SESN1	-0.828375
GBE1	-2.593
CLASP1	0.16325
RASGEF1B	2.263375
ACOT11	0.0878571428571429
AFAP1	0.29375
OR2H2	0.2855
DPY19L2P1	-1.40125
DZIP1	-0.824
SEC22C	-0.721916666666667
GPR161	0.964416666666667
RNF146	0.82325
WDR74	-0.792125
GALP	-0.464
PURA	0.71375
DNPEP	-0.340083333333333
RP11-78J21.1	-0.5135
ERBB2	1.2435
FANCM	-1.57658333333333
NEO1	0.757
DDX3Y	-5.4701
RPS3A	0.707375
MXRA7	-0.679571428571428
LGALS3	-1.07366666666667
GLT8D1	-0.5915
CFL2	-1.86233333333333
UPB1	0.091
NAP1L5	0.143875
CLDN14	0.59275
DHX38	-0.1295
BTBD1	0.15025
TARS2	0.2815
ABCF1	0.1469
FCF1	-0.3375
LRRC49	-0.288
GUCY1B2	-1.987
C1orf177	-0.274666666666667
SMARCA4	-0.594714285714286
LRP8	-0.6315
TAGLN3	1.158
MRPL14	0.31725
TTRAP	-0.00900000000000001
ZDHHC20	1.038
NFE2L3	-0.07675
KIAA1377	0.258875
PALMD	0.094
TMEM43	1.009
TTL	-0.651375
STAT5B	-1.79816666666667
SSB	-0.206625
OR10H5	0.582
SLC22A13	-0.72525
AKAP3	0.288
TIMM23	-0.592833333333333
OAS2	2.23541666666667
KIAA0423	0.12125
TRIM11	0.5575
GLIS3	-0.394125
TMEM50B	-1.0085
ARHGEF4	0.893375
DEGS1	-0.0877272727272727
TBL1XR1	2.00616666666667
G6PD	-1.23025
SP140	1.2206
MUC17	-0.0117857142857143
NUDC	-0.4074
DNAJC5B	3.065
SCARA3	-2.05083333333333
CPA3	2.331
BCAT2	-0.1215
MFN1	0.6624
NRG3	2.57
SNX11	-0.3045
PLEKHH1	-1.10383333333333
GPR177	-2.949
HCFC2	0.05025
TCAP	-1.454
MOCOS	0.01325
C14orf93	0.08125
PRDM10	-0.1585
SLC16A4	-1.38175
SRGAP1	0.0453333333333333
VIP	0.28175
DUSP27	-0.4035
LILRA1	0.7459
MC2R	0.1905
MGC24103	-3.9215
MBTD1	-1.88
FUT11	-0.805666666666667
USP33	-0.6999
C15orf39	-1.24825
MAP3K12	-0.893625
PAAF1	-1.3595
BARHL1	0.2955
FLJ16165	-0.9945
PIWIL2	-3.361
SYNE1	0.293083333333333
CMTM4	1.762
TSPYL1	0.1871
GUF1	-0.766333333333333
TMEM157	-0.515
WDR44	-0.397
HIST1H3C	-0.42375
DKFZp666G057	-0.00949999999999998
RNPEP	0.066
GAS2L2	-0.354166666666667
ADH4	-4.80975
GRPR	-0.7265
FBXL17	0.87175
ZBTB10	0.363083333333333
Gcom1	0.413888888888889
HTRA1	-0.4407
ZNF585A	-0.117833333333333
SLC26A2	0.618857142857143
OTOP3	0.374
WISP1	1.89344444444444
ATP2B4	0.275333333333333
FLJ10769	1.8595
CRAMP1L	0.509625
CHST12	-0.9955
RAB22A	0.463333333333333
TARDBP	-0.0421428571428572
STAU1	0.51775
CRB3	2.55916666666667
MIG7	0.58025
CHMP1A	0.426
ZNF160	-0.0705
B3GALT6	0.1445
BARX1	0.422166666666667
C6orf167	-0.7301875
NXNL1	0.3505
DHX29	0.1315
HADHB	-0.26775
PLXNB2	0.827
ILDR1	-1.39725
SLC15A3	2.49
GAS2	-4.01416666666667
C20orf69	-0.6295
NUMB	-0.396
TNIP1	0.32125
MESP1	1.2365
PSKH1	0.589
NSFL1C	-0.522875
RHOG	0.0625
HEY1	-3.16383333333333
KNG1	-2.152875
ITGAX	2.0202
LIN9	0.225166666666667
CANT1	-0.090375
XRN1	0.100571428571429
CCDC96	0.5739
HEATR6	-1.71466666666667
GNG7	1.48841666666667
RUNX2	0.179875
SOX1	0.437166666666667
FCRL5	1.0552
ZNF99	-1.385375
FAM9A	1.0655
SNX22	1.07866666666667
MBNL3	-1.80916666666667
ODC1	-0.7866
ADORA2B	-2.12866666666667
NR2F6	-0.27875
ZFYVE16	-0.546333333333333
SYNJ2BP	-0.7935
POLE	-0.522625
E2F2	0.302375
THRA	-0.254666666666667
PTGES2	-0.340833333333333
HIP1R	0.687
TMUB1	-0.115333333333333
ENO3	-2.537
RSPH10B	-0.3235
CXorf39	0.72175
IRGC	-0.0545
GPR109B	-0.824
FLJ13305	0.6525
LCE3A	0.5245
TNFRSF18	-0.294
DET1	-0.06075
TRPM3	-0.355166666666667
C16orf79	-1.942
FECH	0.2475
RAP2A	2.834
CRIP1	0.454833333333333
AZIN1	0.30975
SLC7A7	3.74575
IL10RA	1.4554
TMEM64	-2.71375
CDC42EP4	1.1019
C16orf58	-0.2203
ARG2	-1.776
POU5F1P4	-4.3555
FAM62B	0.494125
DNAH8	-1.9704
ASH2L	0.4565
TSLP	-0.416333333333333
CNTNAP5	0.261
TMEM16C	0.87325
IFNA14	0.691
SLC1A3	0.853625
CABYR	3.39575
BCL7B	-0.4737
NUDT13	-2.68916666666667
C13orf28	0.9275
C1orf53	0.70025
ARL6IP4	-0.4835
RPL35A	0.6945
EMR3	-0.308333333333333
RAB40C	0.571166666666667
SLC41A1	0.134166666666667
LRCH1	-0.198
LY6G5B	-0.7305
FAM124A	-0.6515
MGC10981	-0.607666666666667
CLIP3	-0.2104
MAP4K2	0.1625
CHIC1	-0.125
SULF1	2.66866666666667
C20orf30	-0.942214285714286
PRDM5	-0.942125
ELOVL1	-0.157
C11orf48	-0.641625
SLC39A10	-0.24625
KCNV1	0.985
ACP1	-0.512833333333333
ZMYM2	0.213625
B3GNT6	0.0655
C9orf69	0.758
C2orf15	1.3715
C20orf166	-1.034
HSP90AA6P	0.0055
EDG7	2.311
NEURL	2.27125
LPL	4.32383333333333
CLEC2D	0.628428571428571
GRRP1	1.88916666666667
CD8B	-0.7905
HIST1H3D	0.2935
SLC6A12	1.20475
FAM27L	-0.2385
CD84	1.8018
RASA1	-0.369
PHKG1	0.754
MAGEA11	-2.136
IMPA1	-1.2765
NPM3	-0.4725
RARRES1	3.44775
SH3BP1	0.603125
B3GNTL1	-0.7555
ARPC5L	0.71
KLHL26	-0.01475
SIM2	1.24475
GJC1	0.6015
C20orf194	-0.4575
EXO1	0.305
SLC2A2	-2.49933333333333
LOC285074	-0.5685
LRG1	-3.34625
KIRREL	-0.189
PIK3R1	0.226923076923077
C4orf34	-1.06175
MAF	-1.82405555555556
ADCY4	3.07633333333333
ZMIZ2	0.8777
SLC46A3	0.268
STAMBP	2.07516666666667
CCDC16	0.471
MS4A12	-0.4085
TCF20	1.0565
LRRC46	-0.43475
C20orf152	0.2705
MRPS6	-0.904875
ABCB11	-0.319
KCNC2	0.7824
CDH19	2.43883333333333
C9orf123	1.40633333333333
SSH3	-0.049625
LDLRAD1	-3.497
CCBE1	-0.156
ZNF135	1.7155
TAAR1	0.38
WFDC12	0.442
CCDC42	0.117333333333333
FLJ12529	0.439
PER1	-0.432
TIMM50	-0.452166666666667
SMARCAD1	0.527666666666667
FAM26C	0.728
TP53TG3	-1.65733333333333
SH3RF1	1.8229
LMCD1	2.021
GPR63	0.1045
FLJ21986	-3.16725
AIFM3	-1.52525
MICAL1	-0.713666666666667
BLZF1	0.8645
IQCA	1.42066666666667
PCDHGC3	-1.204
SAC	0.71075
BCL6B	1.42416666666667
DDO	-1.77275
MARCO	4.898
DCHS1	0.8395
C1orf170	-0.851333333333333
CD200R1	1.70783333333333
C22orf15	-0.225
SEPT11	0.994
ADNP	0.68775
UST	-1.4833
C13orf34	-0.148166666666667
RFFL	-0.675285714285714
APBA3	0.0405
C2orf60	-0.186875
CUTL1	-0.5247
PMS1	-0.6555
ZNF689	-0.7605
EIF3E	0.0578333333333333
IL9	1.02575
RPL31	0.5635
LY9	0.930666666666667
ATP2B3	0.41625
KDELR2	-0.420208333333333
TFCP2	-0.50225
NLRP12	-0.542625
FLJ45422	0.83325
TLE4	-0.3444
ZNF570	0.3945
FLJ43806	-0.5585
TLK2	-0.4255
CIR	0.66375
MARS2	0.7275
COL24A1	0.981
SDF2L1	-1.5205
HIBADH	-0.153333333333333
IGFBP3	-2.0825
C12orf23	-0.201625
PSPC1	1.03125
C20orf43	0.23175
TRAV20	0.0525
ARHGAP24	1.531375
KIAA1975	-1.379875
C1QA	3.9419
DNTT	-4.78116666666667
C10orf6	-0.0695
C11orf41	1.064875
HNRPF	-0.0985
COL11A1	5.1245
UBAP2	0.265833333333333
CDKN2AIPNL	-0.792
C20orf174	4.16625
SPRED2	-0.7475
PLA2G12A	0.674
ICEBERG	-1.78433333333333
SCN10A	0.441
C11orf65	-1.4265
GBP5	6.06025
PITPNC1	-1.94333333333333
POU3F3	1.058
NCOA7	1.83925
LIN7C	-0.6026
LOC348840	-0.742
NKX2-2	-3.08225
ANKRD13D	0.260375
LOC123688	-1.10175
FUT2	1.002
TAAR8	0.399
FZD4	-1.82391666666667
PNMA3	1.01816666666667
OR4L1	0.4415
WIT1	-2.34725
EXOC3L	1.44175
ATPBD4	-0.9053
KRBA1	0.15975
UBXD6	-2.3065
HOXB7	-0.217071428571429
C7orf23	-0.4665
UNQ338	3.3285
STAB2	0.93025
CDC20B	0.195
IRF9	0.3055
CENTG1	0.0749166666666667
TNPO2	-0.7905
MCPH1	0.62175
BMS1P5	-2.206
SLC26A7	3.1545
HIST1H3J	1.135
C9orf3	-0.3738
LBH	1.7315
MYO1D	0.146875
PTDSS2	-0.36425
NFU1	-0.509
DEPDC4	-1.26925
WNT7B	-0.3023
GLP2R	-0.683333333333333
SETD4	-0.8224
DYNLT3	-1.3083
FKBP11	-1.26666666666667
SESTD1	2.024
FLII	0.151
RPS16	0.1757
CHPF	-0.203
CSNK2A1	-0.157833333333333
SUMO1P1	0.06475
FKBP6	-0.7595
ZNF214	0.821666666666667
TWIST1	-0.0775
DDX56	-0.633833333333333
TRAM1L1	1.5483
EPO	-3.673
MRPS18B	0.0465
ZNF682	-1.29966666666667
RPL14	-0.586666666666667
MAFF	0.6745
LOC51136	-1.344875
LY96	0.1925
DDX20	-0.565
ABTB1	-0.287
ARL5A	0.5863
CCT6A	-0.655
HEPACAM	-1.71316666666667
EHHADH	-0.455666666666667
RBAK	0.167
CGB1	-0.246
ITGB5	-1.5545
YIPF3	0.61
FKBP2	-0.367
NR1D1	-1.0248
TMEM110	-0.2915
NEK2	0.406166666666667
PRAMEF8	-3.63075
C20orf52	-0.484166666666667
PCDHGA3	-0.7175
VWA3B	-0.24725
NDUFA5	-0.679875
THAP9	1.15625
FLVCR2	0.5055
AP1S1	-0.567125
SMAD6	-0.69175
SAV1	0.786625
SAT1	0.10225
ZNF251	1.454875
ADAMTS7	0.1768
RPP38	0.5315
C1orf211	-0.2135
YPEL2	-0.0977
RBMS1	0.33475
ZNF445	-0.379166666666667
NRXN2	0.254833333333333
PGBD4	0.062125
UGT2B28	-3.32125
WBSCR16	-1.0683
NLRC3	0.736875
ASTL	0.3015
ST6GALNAC1	-4.258
ZADH2	0.2495
MLLT4	0.930916666666667
ARL6	-0.8605
MEF2C	2.23175
CBFA2T3	-2.937
AFF3	-0.332285714285714
COG7	-0.915833333333333
MYB	-2.59233333333333
PLXNA3	0.145
XRCC2	-1.00766666666667
MMS19	-0.57875
ST8SIA5	-0.93025
CHPT1	0.619666666666667
KIAA1712	0.15025
OR6X1	1.1225
ACTR3	0.981125
UGCG	-0.938666666666667
OR4P4	-0.1155
ZAP70	-2.0845
LPP	1.7625
ZNF485	-0.55875
PTPRCAP	0.8885
IL12RB1	0.59475
ATRX	0.0807
CHST8	0.401625
C14orf109	-0.715
ARV1	0.343
NMB	0.855428571428571
COX5A	-0.068
EIF6	-0.4035
MPPED2	-0.585
SEMG1	-1.2755
CHRDL1	1.022
TRAF3IP2	0.98
WNK2	1.276
LILRA4	2.5375
LAMA2	3.102
PXT1	-0.053
