Hybridization REF	TCGA-AN-A0G0-01A-11R-A034-07
MAT1A	-1.43175
LGI3	-0.17875
THUMPD2	0.1575
TKTL2	-0.5455
XAGE3	-2.459
CALM3	0.12325
C6orf136	-0.0108333333333333
KCNC4	-0.193666666666667
RGS9	-0.474666666666667
ACIN1	-0.4875
SPATS1	-0.8795
XKR8	0.07675
FAM84A	3.4575
MS4A7	5.25018181818182
AGXT2L2	-0.6935
OR1F1	0.2725
SMAP1L	-0.8515
IPO11	-0.444875
ZC3H11A	0.3381875
C1orf151	0.0152499999999999
RNASEH2A	-0.82725
CCR10	-1.361
TXNDC11	-0.186
TMEM112	0.583125
MAP1B	-1.44985714285714
NVL	-0.084
PKM2	-0.2573
ARC	-0.90675
NUP54	-0.259
PPFIBP2	2.13933333333333
STAT2	0.478
PTAFR	2.03666666666667
ROBO2	-1.169125
RNF40	0.211
CCDC135	-0.0796666666666666
IFT81	0.3426
MORF4	-0.1965
TM7SF3	1.093
OR10H3	-0.708
ABP1	-0.346
CHRD	-0.58325
PLEKHA8	1.47616666666667
NCALD	4.69158333333333
OR5AK2	0.204333333333333
ACCN1	-0.376333333333333
SLITRK1	-0.5615
ARMET	0.44875
C9orf52	2.37
REEP4	0.047
MTSS1	-0.288375
ADH1B	0.5198
DLD	-0.17475
CDK5	-0.78525
PPFIA1	-0.01
WFDC3	1.889
DNAJB12	0.626714285714286
RANGRF	-0.976
MLANA	-4.46575
AMY2B	1.19875
KIAA0319	-0.518625
RPS7	-0.716
JAK3	0.116
ARFGEF1	1.00925
CXCL5	2.19333333333333
TRAPPC4	0.05825
CETN2	-0.39675
HSPC111	-0.892
RHOBTB3	-0.8384
PHLPP	1.334
RGS10	1.323
TMEM58	1.027
CHERP	-0.367375
HSP90AB3P	-0.7195
FSTL3	-2.30283333333333
PEX11A	-0.0805
OR5V1	0.9405
FCN3	2.42425
PTPN3	-0.094875
NPTX1	-4.77125
C21orf84	-1.571
C11orf51	0.522375
ZBED2	2.5225
FLJ90757	-0.05575
NPY2R	-0.465
PLD3	0.3785
SYT17	-0.773666666666667
SGSM2	-0.3455
OR1A2	0.457
FOXP1	0.46625
SLC5A1	6.238
POFUT1	0.000799999999999983
EPHB6	-3.26916666666667
MYO1G	-1.2965
STAC	-2.656
KLHL17	-0.227333333333333
RGMA	2.1774
TJP2	-0.1956
FAM114A1	1.23633333333333
SERINC1	0.493166666666667
SLC9A8	-0.028625
PEX19	0.4285
EDN2	-0.8645
PSMD7	-0.309
C3orf41	-3.19125
UQCR	0.277625
PPP1R3C	-1.6295
LRP4	-2.98216666666667
TM2D1	0.56925
TTC17	-0.00575000000000001
C4BPB	-2.869875
CCL25	-0.46375
ZNF253	-0.0605
CHRNA9	-4.39375
SOX11	3.852
HIVEP3	0.0635
CGN	2.22666666666667
C3orf35	0.094625
PKD2L1	2.6015
SYVN1	0.163375
PDE8B	-3.505125
LOC439951	0.43025
LTC4S	1.13766666666667
MIF4GD	-0.581333333333333
SMARCA2	1.1209375
TUBGCP6	-0.0115
CABLES1	1.193875
C16orf77	0.4255
ZNF791	-0.02275
FUT5	1.8405
ADH6	-1.88316666666667
P4HB	1.05875
CLDND2	-2.17325
ALKBH8	0.071
PLAC4	-1.6385
F11R	1.80021428571429
MGC35295	0.265666666666667
PDZD4	-0.557
LOC389073	0.48525
FAM80B	-1.52983333333333
PSMB1	0.043375
TXN	-0.967333333333333
VIPR1	1.0083
WBSCR18	-0.0241
EXOSC6	-0.700166666666667
ACTA2	3.02933333333333
SP5	-4.757
ANKRD1	-2.62925
DDR1	1.0918
ATP6V1D	0.3425
PTGS1	-1.97391666666667
RNF157	-1.76725
DCC	0.886
SPAG7	-0.32825
FBXO18	-0.53975
UBE3C	0.7209
HOXC6	-0.103
LRP2BP	-0.0548333333333333
MYST2	-0.1505
PDSS2	0.96025
ATE1	0.953
ARAF	-0.93175
KLF10	-0.141
PLA2G2E	-0.06075
ASCL1	-1.4455
TSNAXIP1	-0.7805
FAM131B	-0.963125
IFNA10	1.046
NUP43	-0.44
FAM44B	-0.7815
L1TD1	-6.23583333333333
NMD3	-0.320916666666667
C18orf54	-0.3621
PHOSPHO1	-0.932
RAG2	-3.559
EMILIN3	-0.134
METTL3	-1.5435
VPS13C	0.539625
REXO2	1.14925
ANXA4	-0.671
CA1	-1.81475
DCP1B	-0.75825
TULP3	-0.173666666666667
ATP2A2	0.307
ATIC	-0.3835
ADAM15	0.389
NPL	1.10266666666667
LGR4	1.057375
UEVLD	0.203166666666667
GAB1	1.92925
SNAI2	-0.548666666666667
ZGPAT	-0.1368
SNF1LK	-0.734125
DLEU1	-0.71225
UBE2Q1	0.631625
ZMYM6	-0.223625
JPH3	-2.27416666666667
FAM38A	-0.287333333333333
PXK	-0.314
DENND2D	1.55
BAX	-0.964666666666667
CP	0.0807272727272727
RPL37	0.0638
G6PC3	0.061875
NCOA4	-0.845
LRRC14	0.067125
GORASP1	0.17525
FCHO2	0.602875
CYP24A1	-3.678
FXYD3	2.30225
SMARCAL1	-0.1405
ABCB8	-0.385833333333333
CCDC44	-0.31175
PRDM7	-3.4515
USH1C	-1.54575
DNAH5	-0.460833333333333
SRF	0.115083333333333
MAL2	2.78533333333333
PGPEP1	-0.276916666666667
SIN3B	-0.14275
SEMA3C	-2.715
GRAMD3	1.923
FBXO10	0.143875
OR5D13	1.1085
FLJ31818	0.610125
CACNA1I	0.258125
S100A13	0.032
TP63	-0.574571428571429
ANXA11	0.1639
WDR66	0.328875
CSF2RB	0.3155
IFI44	0.408
DACT1	1.77833333333333
ANKRD23	-1.316125
ATP5G1	-0.059
C21orf70	-0.441833333333333
PPWD1	-1.789
DNAJC13	-0.5225
PAH	-5.27066666666667
PTCH2	0.3315
TRMU	0.49025
CCDC9	0.5025
USP3	0.26
DCLRE1C	-0.1742
FAM55C	-1.00225
FRMD4B	2.9735
CYP2R1	-0.08825
RFPL1	-0.4119
XPO5	-0.4235
ARL6IP2	0.3545
OSBPL5	0.447
MMP9	3.84681818181818
KIAA0802	-1.627125
DHRS2	-4.19233333333333
SGEF	1.1095
TXNDC10	0.4065
EXOC6	0.68175
RPS27	0.7435
PNCK	-1.91766666666667
FSTL1	-1.22675
AACS	1.06575
SLMAP	0.397666666666667
SAMD4A	-1.0892
ABRA	0.318
SMARCD3	-0.467
PKNOX2	-2.88183333333333
A4GNT	0.418
C9orf39	0.000833333333333325
RALYL	0.15225
MGC33556	-3.2075
C10orf25	-1.1875
BBOX1	7.354
NHEDC1	0.032
XDH	5.369
GCSH	-1.423
EDN1	0.8575
MTERF	0.03325
CLK4	-0.696125
ZNF799	0.0766666666666667
KCNG1	-2.109125
CXCR4	1.84133333333333
PTPRR	-3.095
IRAK1	-0.424625
LOC401397	0.15
TMSB10	0.611428571428571
CXCL3	-1.4667
TMC4	1.287
OR7A10	0.005
STYK1	2.3765
CHRNA10	0.024
CCNI	0.38125
EP300	1.51035714285714
LOC165186	-0.088
HIC2	-2.11525
SDR-O	-0.1765
OR2W1	0.2305
KCNA6	-2.129
TRIM74	-2.23025
REEP6	-0.74675
ATP5G2	0.00575
ERG	0.115875
TMEM42	-0.4865
PARN	-0.410166666666667
SOD2	1.26475
DIRAS1	0.904333333333333
PNPT1	-0.5995
JOSD3	-0.02275
hCG_40738	0.445
PDE1C	-0.91275
SEMA4D	-0.280375
AGPAT1	-0.366333333333333
NOSTRIN	-0.327375
MAP3K3	-0.729166666666667
MAX	0.354428571428571
CAPS	4.17033333333333
SERPINA12	0.286
OSBPL8	-0.121625
RICS	1.6269
NR4A2	0.254166666666667
PPCS	1.05283333333333
LONP1	-0.67025
SCYL3	2.51925
HERC2P2	-1.71883333333333
FIBCD1	-0.462
C15orf41	0.35725
DMC1	-0.1015
C20orf27	-1.72825
RPS6KA5	-1.198
FAHD1	-0.7765
SLC12A4	-0.6955
BRCA1	-0.801833333333333
GBL	0.02
SLK	0.422
NUDT9P1	-2.1315
NOXO1	4.1315
USP52	-1.517
BAZ1B	0.574125
SLCO2B1	2.7215
BBS12	0.619666666666667
LRGUK	-0.947
TERF2IP	-0.10975
COL1A1	4.0975
KIAA0090	0.882625
GRK5	-0.510666666666667
AP1S2	-1.934
TMEM52	-0.925166666666667
CA11	-1.184625
OR4A15	0.698333333333333
ACBD3	2.0772
SPAG11B	0.18675
PRDM2	0.354
FOXP3	0.09975
SMYD3	-0.1084
LOC389199	0.8725
LGI2	1.43883333333333
NAPE-PLD	0.1374
ANKRD6	0.4005
WDR45	-0.227333333333333
SHROOM1	-1.58425
PSCD3	1.113
PYY	0.648
KCNC1	-2.339
ARHGEF9	0.2277
OR8J1	0.647
GPR55	0.23
NS3BP	-1.2345
C10orf22	0.2035
NAT8L	0.19075
DUSP4	0.823833333333333
FOXM1	-0.536666666666667
GRAMD2	2.8172
ZBTB48	-1.207
BUD31	0.0365
PABPC5	-0.0145
CCDC41	-1.21625
FBXO11	0.40475
C6orf148	-0.215
RFXAP	-1.493
C6orf15	-0.488333333333333
CDK8	0.216333333333333
C6orf70	0.045875
TESSP2	-0.2615
ALG2	0.24475
PPP1R3D	-0.1905
TPM3	0.286166666666667
SYT13	-4.52725
EPB42	-0.728166666666667
CETN3	-0.97825
PRY	-0.282
NTHL1	-0.299
POLR2B	-0.0295
RPS28	0.233083333333333
P2RX3	0.82025
LYZL4	0.85325
WBP4	-0.2685
PMM1	-1.10125
C11orf79	0.206
CBLL1	0.0425
IL1F10	0.333833333333333
VAX2	1.7875
SETDB1	0.246
LRAP	-1.97233333333333
GCLM	-0.1765
CPEB3	1.55025
PPM1A	0.4034375
INTS1	0.60475
CAMTA1	-0.6385
SAMSN1	-2.59
LOC158830	-1.16883333333333
GMPPA	-0.1855
AIPL1	-0.425
IL24	-0.60525
BDKRB1	-2.48033333333333
MLF1	0.6992
TAF12	-0.464
ID1	-2.68425
THADA	-0.25075
PIK3CB	-0.05725
OR4N5	null
TBC1D17	0.447
COX8A	0.01525
CDCA4	-0.3435
C2orf44	-1.31275
ZNF534	-0.32375
IMMP1L	1.45625
NIPSNAP3B	-0.403125
FTMT	3.114125
PWP2	-0.432166666666667
MMP15	1.6248
DNAH11	2.1255
MTMR14	-1.07175
DNAL4	1.91425
IPP	-0.794
TMEM59	0.36625
C1orf157	1.381
RGS4	-0.579333333333333
DDX18	0.3075
SNX6	0.16525
ZNHIT2	0.812
NCDN	-0.477666666666667
FLJ33534	0.60625
RAG1	-1.6435
OR4D10	0.464
PTPN5	-0.1875
POMT1	-0.077625
LRRC8A	0.1415
CYP1A1	-1.696
CAPN1	-0.343333333333333
DDHD2	-0.246375
GRIK2	1.151
GNRHR	0.54
PPBP	1.827
HTR3A	-1.868875
SLITRK4	1.67425
ANKRD49	0.15075
BTF3	-0.89
SARS	-0.37325
C13orf18	2.92616666666667
CACNB1	0.484642857142857
QKI	0.5705
SETMAR	-0.1795
MAN2B1	0.823666666666667
EML3	-0.98475
ACADL	5.307
OFD1	-1.141875
DEFB114	0.57
CGA	-3.5323
PEX16	0.0973333333333333
LRRC10	-0.7945
GNG12	0.4315
C1orf152	0.0766666666666667
CHRM1	0.3665
CD53	0.255125
DBH	-0.3715
TFAP2B	3.712
HIST1H2BJ	-1.19183333333333
FAM46D	0.496
TMEM11	-0.37225
C3orf32	-2.61025
PCCB	-0.863625
IPO13	-0.281375
C6orf105	-3.59925
COMMD5	0.695
SUV420H1	0.5997
LTBR	1.506
ARHGAP15	-2.171875
HDHD2	0.38275
TDRKH	0.615833333333333
LOC401052	1.0635
PSG4	-1.76675
GNB4	0.3885
SPATA4	-0.8705
SLC9A3	-0.7695
OSBP	0.278666666666667
NBPF3	-0.961583333333333
DOCK11	-2.0845
SLC39A5	-1.78716666666667
PRR5	0.8371
C10orf63	-0.200875
SMTNL2	1.57325
ADRA1A	0.04625
ASAH1	1.5155
DOM3Z	0.0128
GIPR	1.04333333333333
AHI1	-0.189333333333333
NADSYN1	-0.375666666666667
RGS14	-0.3874
IL18BP	1.3644
RTN4RL1	-2.45783333333333
ARMC6	-0.78075
PSMD5	0.690833333333333
HK3	2.8093
OR4S1	0.13525
RSU1	0.1974
MAD2L1	-0.310444444444444
EIF4A3	-0.73425
DLEC1	-0.43
E4F1	-0.008
CHMP2B	0.1483
CAMSAP1	0.02675
RPS21	-0.891666666666667
ARID5A	1.22875
UBE2N	-0.3767
IGSF8	0.451666666666667
MAGEB6	-2.451
ACAD11	-2.0692
MGC4172	-0.28175
LMO4	1.8655
KLKB1	-0.31275
HP	-1.008
HDAC3	-0.828
SCHIP1	1.12875
CLCA1	-0.221
OLFML2A	0.26425
C1orf112	0.524
KIF19	0.3835
HAPLN4	-0.3437
CXCR7	-1.144
GOT2	-0.1337
RAB38	0.22725
DCX	-1.01375
PPM1H	-1.95658333333333
NFYC	0.311583333333333
KIN	-1.060375
ZNF228	1.22225
PLSCR4	0.722
HIG2	0.275
FAM79B	4.1985
C21orf86	-0.2625
KCNK10	0.03625
ZNF738	-1.600125
FSTL5	-1.3235
OR6A2	-0.377
OTOA	0.505
EXOC1	-0.19325
AHRR	-3.13575
PDAP1	-0.564916666666667
C19orf6	-0.156875
ZAN	0.2695
LY6G6E	-0.505
EIF4E2	0.17175
C20orf198	-0.43375
ZNF324	0.00799999999999999
CYP3A5	-3.37116666666667
ENTPD7	2.54983333333333
MBOAT5	-0.584166666666667
GJB5	-2.13525
TTC13	1.734
S100Z	-1.6575
KIAA0664	-0.456666666666667
PDGFRB	1.56475
IL17D	-0.8755
OR56B4	1.164
RDX	-0.269666666666667
SLC34A3	0.4765
IL28B	0.884
JUND	0.0945
CHRNB1	-0.88125
CAMK2B	0.63275
FETUB	-0.5955
CXorf23	0.186125
MRTO4	-0.7475
TTC3	0.3336
NDUFB8	-0.0158333333333333
EDG2	0.9815
SEMA3G	1.187
IL23A	-2.53125
GRHL1	3.3661
LOC441054	-0.997
WDR65	0.407571428571429
PSTK	0.0515
STOML3	0.5045
R3HDM2	-0.5201
C5	-3.27475
SLC2A10	0.597333333333333
C3orf22	0.574
PAQR3	-0.00792307692307696
ANKRD26	-0.680666666666667
HCRTR1	0.2185
LOC399947	-0.50325
PSD2	-2.21875
TIGD2	1.33216666666667
SCRN1	0.876375
COQ10A	-1.004
DDI2	0.232
METTL7B	1.02283333333333
UCN2	0.4935
FAM92A3	-1.6045
WDR16	-0.339
ZNF511	-0.636666666666667
ZMYM5	-0.37375
POLR3G	-0.24175
ZNF586	-0.3235
C1orf49	0.5395
TANK	0.759333333333333
RCAN1	0.658666666666667
PELI3	0.343166666666667
LIMD2	-0.303166666666667
TMEM189	-0.472
NTN4	-0.9705
LOC151300	-0.431
CLEC2A	-1.902
GPR135	-0.44075
DPYSL4	-2.7054
JAK2	-0.737333333333333
TSHZ1	1.03033333333333
TM9SF4	0.147375
ZNF264	0.426333333333333
SIRPG	2.240375
BICD1	-0.52625
HERC6	1.33216666666667
METTL5	-0.587
CASP1	1.11125
PRRT1	-0.323833333333333
PLA2G4C	0.3565
ICA1L	-1.16007142857143
TPTE2	0.725333333333333
OTUD7A	0.744833333333333
AQP11	1.8695
APOA2	-4.4636
KALRN	0.3286
SECTM1	0.457083333333333
IFNAR1	0.68925
TALDO1	0.379375
RAB11FIP4	0.119
EIF5A	-1.7465
FAM49A	2.069
NEGR1	0.149333333333333
YTHDC2	-0.4735
EHD2	-1.40275
NCF1	2.5984
SCRT2	1.362
HOXA5	-2.26983333333333
NUP133	0.3725
FGF12	-1.78725
SLMO2	-0.47675
SNTA1	-1.5865
CACNG2	0.194125
GCM1	0.463125
ELF1	-0.229833333333333
TLR5	3.779
TCFL5	-1.06816666666667
RBMY2FP	-1.0055
LOC100125556	0.183
FAM129B	0.058125
MAP3K7IP1	-0.01675
NCK2	0.5325
OXA1L	-0.55425
FMO9P	-0.6295
ZSCAN12	0.04475
PSMD12	-0.201166666666667
HSCB	0.78125
CLDN10	4.0405
MGC13053	-0.8735
HPCAL4	-0.770833333333333
ASZ1	-0.125
MEX3D	0.675583333333333
NFAT5	-0.69
CSPG4LYP1	-0.0303333333333333
FBXO3	0.2906
DVL1	0.1585
CMKLR1	2.15216666666667
TYMS	-0.494125
PEF1	0.24525
ZNF750	1.29983333333333
MCM5	0.2711
MEGF11	-0.97375
KCNK7	0.21
PTP4A3	-0.6715
C1QTNF2	-1.4545
OR6S1	-0.767
FAM122B	-1.50025
ZNF551	-0.67025
HBQ1	-2.106
GEMIN6	-0.3295
ARSK	-0.1475
RBP7	-0.259333333333333
CPNE9	0.16875
DSC1	0.243
LOC730112	-0.0315
MAP2K4	0.167375
HS3ST5	-2.225
EPB41L3	-0.9495
TEKT2	2.865
CDKN2B	-1.65891666666667
ZNF480	0.441
MAP3K6	0.7531
MAP6	-0.526333333333333
HN1	0.5775
OR2L13	0.5334
SLC16A11	0.3255
FAM96A	-0.35825
APOL1	-0.02425
C5orf32	-0.30075
RTP1	-0.345
RNF175	0.39125
ZBTB41	1.690625
AHCTF1	0.5
SAE2	-0.0166
ITGA2	0.898083333333333
MME	-0.753
CCDC14	-1.1895
MAST4	-0.125714285714286
KRT33B	-0.6925
KCTD2	-0.26
WDR26	0.70375
MFI2	4.256375
NR4A3	-1.177
ARSA	1.4365
UNKL	-0.434333333333333
SULT6B1	0.366
CCNA2	-0.490833333333333
SOX15	0.4885
PPAPDC1B	0.9235
C19orf44	0.316
MCAT	0.928
ARID1B	0.69575
OR52N1	-0.39
C12orf48	-0.16775
MAGI1	-0.390125
NIPA2	0.65875
GBX2	-1.88025
RSHL3	-0.758375
RAVER1	0.129333333333333
C15orf17	-0.49975
SLC30A2	0.349625
ZNF518	0.47275
PCYT1B	-0.32975
C10orf114	0.66025
EIF3H	0.871916666666666
SLC25A39	-1.00383333333333
KIF1B	0.803875
AMOTL2	-0.81875
C6orf120	0.592
PSRC1	-0.6275
PLA2G10	-0.531
KIF5C	-1.104125
MRPL37	-0.2385
C17orf62	0.385333333333333
C9orf135	-1.50616666666667
DUSP10	0.5575
CLCNKB	0.631
PSMA5	0.167
C8orf53	0.74
AMPD3	0.969833333333333
PIAS1	-0.22175
ADCYAP1R1	0.1635
GYLTL1B	3.15375
CDH20	0.6344
FBXO7	1.2005
TMEM134	1.17116666666667
FLJ14213	0.180333333333333
ZNF3	0.152
LRRFIP1	0.0681666666666667
CNOT2	0.2585
ABI3	2.29375
ALDH5A1	-0.7815
HNT	1.7922
SERPINA4	-2.847
TK2	0.354416666666667
STMN1	-0.676777777777778
GUCA2A	0.04
GALNT10	-0.221
DPP6	-0.9761
C9orf93	-0.514125
PRELID2	-0.43625
STK39	1.473
SFTPA1	-1.1175
CKS2	-0.819777777777778
RHO	-0.093375
C20orf135	-0.178
XKR3	-2.281
CR1	1.03857142857143
RPS6KA2	-0.762571428571429
C20orf112	1.3025
MRPL22	-0.2965
C4orf23	0.461666666666667
GADD45B	0.741
KLHDC1	0.462666666666667
C2orf48	-2.284
ZNF287	-0.1905
DAAM2	-1.8905
DPPA2	-3.198
TCTN3	0.615833333333333
DNAJB11	0.90725
FPR1	3.578
DEFB4	0
PTCD2	-1.5196
SMOC2	3.26016666666667
CABP7	0.69825
SERPINB11	0.431
MAGEF1	1.39625
NDE1	0.122
ITGA10	0.0285
FSHB	-0.565
ANXA2	0.768625
HORMAD2	0.808
HLCS	0.24025
MCF2L	0.315916666666667
FH	0.902625
TBC1D24	1.93575
KIAA1505	0.51225
LGALS2	-1.6975
CNBD1	0.134
SYNPO2L	-0.7315
PTPN23	-0.194857142857143
C1orf183	0.528166666666667
MAGEA8	-2.79525
DGCR8	-0.93275
GSR	0.14375
PAQR7	0.26975
ZNF676	-1.5365
CACNA1C	-0.6118
SP7	0.697
PDCD6	-0.274
NRN1L	-1.5215
BRI3BP	-0.141
KIAA1183	0.4865
ASB4	0.26425
CCL23	1.7282
OBSL1	-0.762625
SLC12A7	0.08275
KIAA0240	0.511125
CD1B	-3.2275
FCGR2A	2.1925
MDC1	-0.42125
HTR1A	0.63
OCEL1	-0.7435
ATP11B	0.049125
FBXO34	0.000666666666666667
PCDH12	3.37166666666667
RPE	0.84325
C17orf74	0
CSDC2	0.132666666666667
PET112L	-0.50825
TMBIM1	0.518625
P2RXL1	-0.53875
TCHP	-0.25075
TRMT1	-1.0415
F2RL2	-2.68883333333333
LRRC32	2.46716666666667
IMPG2	0.402
BGLAP	0.04725
LOC493869	-1.418
MRAS	2.6805
SLC35F5	0.434
CBWD1	-0.619
AXL	-2.633125
ATP2C2	-2.95225
TELO2	-0.33325
PNPLA3	-1.12475
PCDHB14	2.163
CD276	1.1095
KRT80	0.47025
DUSP28	-1.2285
CSNK1E	-0.616583333333333
SRP14	-0.0565
KCNQ4	0.815
KRT72	-0.202166666666667
CCDC117	0.622875
C6orf89	-0.582111111111111
TUBB2B	0.576
RTN4IP1	-0.02075
CR1L	-2.658
CEND1	0.432375
C12orf41	-0.071
RNF31	0.33475
UBN1	0.338
C17orf32	3.00875
SLC5A7	-0.0733333333333333
GPR92	-0.615833333333333
ESAM	2.2833
CTNNA1	0.561166666666667
HRBL	-0.0281
CBX4	-0.74625
TMEM182	1.48475
SH3TC2	-0.6615
IL10	1.336
PXMP4	0.7445
RNF167	-0.4007
PAK7	-1.147
ETV3	-0.118
ATPIF1	-0.405833333333333
LOC554207	-1.6985
OR8H1	-0.046
WDFY3	0.9125
DPM1	-0.81375
GPSM1	-0.0545
WDR92	-0.414
LRP1	0.209833333333333
ANKH	0.374375
THUMPD3	-0.78675
POLR1B	0.266
OLFM4	1.29283333333333
RAD9B	0.08875
TSPY2	-3.637
PAX6	2.34583333333333
SCG2	-3.745375
SLC17A6	0.52025
FMO3	1.170125
PADI4	-0.0331428571428572
TUBB4	-0.2267
NLK	2.82825
POU4F3	-0.306
SDF4	-0.099
ITGBL1	1.1145
NETO1	-0.70925
TAP2	-0.528875
ABBA-1	0.533166666666667
GNAI1	0.58525
VPS4B	0.8205
NOPE	-1.2109
GALNT6	3.38966666666667
SESN1	-0.701875
GBE1	-1.09111111111111
CLASP1	0.069
RASGEF1B	1.022875
ACOT11	-0.227642857142857
AFAP1	0.42875
OR2H2	0.23
DPY19L2P1	-1.23325
DZIP1	-0.371
SEC22C	-0.366
GPR161	1.28908333333333
RNF146	0.327
WDR74	-0.67675
GALP	-1.483
PURA	-0.349
DNPEP	-0.27475
RP11-78J21.1	-0.93225
ERBB2	1.593375
FANCM	-0.351666666666667
NEO1	0.901833333333333
DDX3Y	-4.6553
RPS3A	0.3535
MXRA7	-0.215928571428571
LGALS3	-1.60016666666667
GLT8D1	-0.50075
CFL2	-1.97166666666667
UPB1	0.16475
NAP1L5	-0.14925
CLDN14	1.27075
DHX38	-0.3585
BTBD1	-0.20825
TARS2	-0.403333333333333
ABCF1	0.0578
FCF1	0.2625
LRRC49	-2.511
GUCY1B2	0.685
C1orf177	0.299166666666667
SMARCA4	-0.00692857142857143
LRP8	-0.332
TAGLN3	-0.45875
MRPL14	-0.45925
TTRAP	-0.2935
ZDHHC20	2.00625
NFE2L3	1.57625
KIAA1377	-1.577875
PALMD	2.7307
TMEM43	-1.0125
TTL	0.053875
STAT5B	-0.584666666666667
SSB	-0.746375
OR10H5	0.2955
SLC22A13	-1.236
AKAP3	-0.34275
TIMM23	0.274333333333333
OAS2	1.34054545454545
KIAA0423	0.1855
TRIM11	0.909
GLIS3	1.122
TMEM50B	0.691
ARHGEF4	-2.54375
DEGS1	0.801636363636364
TBL1XR1	0.6596
G6PD	-1.611
SP140	0.4629
MUC17	-0.453
NUDC	-0.4019
DNAJC5B	3.68566666666667
SCARA3	-0.0676666666666667
CPA3	3.33016666666667
BCAT2	-0.8565
MFN1	0.5868
NRG3	0.025
SNX11	0.55325
PLEKHH1	-0.402833333333333
GPR177	0.421666666666667
HCFC2	1.1025
TCAP	-0.497
MOCOS	0.215
C14orf93	0.237
PRDM10	0.255666666666667
SLC16A4	0.695083333333333
SRGAP1	-0.4885
VIP	-0.11875
DUSP27	-0.712833333333333
LILRA1	0.6406
MC2R	0.1215
MGC24103	-3.024
MBTD1	-2.791
FUT11	0.167333333333333
USP33	0.3403
C15orf39	-0.79575
MAP3K12	-1.17225
PAAF1	-0.353
BARHL1	0.579
FLJ16165	0.1215
PIWIL2	-2.86925
SYNE1	-0.00133333333333335
CMTM4	1.114375
TSPYL1	0.1954
GUF1	0.614833333333333
TMEM157	0.133
WDR44	-0.90575
HIST1H3C	-0.15425
DKFZp666G057	-0.35625
RNPEP	0.59025
GAS2L2	-0.110166666666667
ADH4	-4.88
GRPR	-0.5935
FBXL17	0.45425
ZBTB10	1.30375
Gcom1	0.795222222222222
HTRA1	0.4585
ZNF585A	-0.878166666666667
SLC26A2	0.947857142857143
OTOP3	0.331833333333333
WISP1	0.777666666666667
ATP2B4	-2.21983333333333
FLJ10769	-0.20575
CRAMP1L	-0.426
CHST12	-0.1375
RAB22A	-0.0464166666666667
TARDBP	-0.206285714285714
STAU1	-0.271
CRB3	2.762
MIG7	-1.00225
CHMP1A	-0.201833333333333
ZNF160	-0.30725
B3GALT6	0.669625
BARX1	-1.78966666666667
C6orf167	-0.5273125
NXNL1	0.345
DHX29	0.024375
HADHB	-0.1935
PLXNB2	0.904375
ILDR1	-1.832
SLC15A3	2.4615
GAS2	0.407333333333333
C20orf69	-0.7645
NUMB	0.58325
TNIP1	-0.65325
MESP1	0.837666666666667
PSKH1	0.357
NSFL1C	0.091625
RHOG	-0.157
HEY1	-1.8765
KNG1	-1.962875
ITGAX	1.7125
LIN9	0.619166666666667
CANT1	0.936875
XRN1	-0.251214285714286
CCDC96	0.6569
HEATR6	-1.89666666666667
GNG7	2.18883333333333
RUNX2	1.74075
SOX1	0.121333333333333
FCRL5	1.4726
ZNF99	-0.985
FAM9A	1.853
SNX22	1.51433333333333
MBNL3	-1.093
ODC1	-0.1071
ADORA2B	-0.601166666666667
NR2F6	0.37375
ZFYVE16	-0.469444444444444
SYNJ2BP	0.2255
POLE	-1.12025
E2F2	-0.099125
THRA	-0.6585
PTGES2	-0.4155
HIP1R	0.717833333333333
TMUB1	-0.0888333333333333
ENO3	-2.50625
RSPH10B	-0.2815
CXorf39	0.407
IRGC	0.453
GPR109B	-0.739
FLJ13305	-1.4875
LCE3A	0.4665
TNFRSF18	-1.46383333333333
DET1	0.299
TRPM3	-0.690583333333333
C16orf79	-1.8135
FECH	0.405833333333333
RAP2A	0.633833333333333
CRIP1	1.73533333333333
AZIN1	0.97525
SLC7A7	3.95075
IL10RA	0.666
TMEM64	-0.79025
CDC42EP4	-0.2731
C16orf58	0.0245
ARG2	-1.68375
POU5F1P4	-4.43925
FAM62B	-0.0975
DNAH8	-3.1029
ASH2L	0.077375
TSLP	-4.65616666666667
CNTNAP5	-1.1555
TMEM16C	4.672
IFNA14	-0.2035
SLC1A3	2.781375
CABYR	3.04825
BCL7B	-0.1975
NUDT13	-2.02783333333333
C13orf28	0.32675
C1orf53	0.904
ARL6IP4	-0.2719
RPL35A	-0.275
EMR3	1.11875
RAB40C	0.0398333333333333
SLC41A1	-0.00583333333333332
LRCH1	0.54875
LY6G5B	-0.9115
FAM124A	0.644
MGC10981	1.52733333333333
CLIP3	-0.4572
MAP4K2	-0.0281666666666667
CHIC1	-2.44775
SULF1	4.056
C20orf30	-0.0662142857142857
PRDM5	1.124375
ELOVL1	0.319
C11orf48	-0.1485
SLC39A10	0.50475
KCNV1	-1.3495
ACP1	-0.946333333333333
ZMYM2	-0.689125
B3GNT6	-0.2045
C9orf69	-0.46975
C2orf15	0.74825
C20orf166	-0.452
HSP90AA6P	0.1385
EDG7	2.0585
NEURL	-1.40625
LPL	3.37483333333333
CLEC2D	-1.14071428571429
GRRP1	1.38383333333333
CD8B	-3.2541
HIST1H3D	-0.8205
