Hybridization REF	TCGA-A8-A07U-01A-11R-A034-07
ESAM	2.3729
CTNNA1	0.12975
HRBL	0.1797
CBX4	-0.51275
TMEM182	0.2995
SH3TC2	-0.674833333333333
IL10	1.52816666666667
PXMP4	1.4845
RNF167	-0.1918
PAK7	0.071
ETV3	0.171
ATPIF1	-1.0525
LOC554207	-1.46466666666667
OR8H1	0.23375
WDFY3	-0.070125
DPM1	-0.729
GPSM1	-0.442
WDR92	0.0885
LRP1	0.739833333333333
ANKH	0.478
THUMPD3	-1.0605
POLR1B	-0.2025
OLFM4	5.47466666666667
RAD9B	0.1115
TSPY2	-2.106
PAX6	1.03166666666667
SCG2	-1.695625
SLC17A6	0.044
FMO3	4.054125
PADI4	0.0495
TUBB4	-0.2513
NLK	-0.5705
POU4F3	0.3015
SDF4	0.3075
ITGBL1	1.46283333333333
NETO1	-1.044375
TAP2	1.80775
ABBA-1	0.708916666666667
GNAI1	0.0625
VPS4B	0.42625
NOPE	0.9409
GALNT6	0.962333333333333
SESN1	-0.526
GBE1	-1.80177777777778
CLASP1	-0.07825
RASGEF1B	1.0845
ACOT11	0.154928571428571
AFAP1	0.49975
OR2H2	0.21875
DPY19L2P1	-1.1165
DZIP1	-1.774
SEC22C	-0.521666666666667
GPR161	-0.408333333333333
RNF146	0.155
WDR74	0.013
GALP	-0.00349999999999999
PURA	0.83125
DNPEP	-0.666583333333333
RP11-78J21.1	-1.44625
ERBB2	1.728375
FANCM	-1.40208333333333
NEO1	1.72866666666667
DDX3Y	-4.172
RPS3A	-1.20125
MXRA7	-0.1545
LGALS3	0.122
GLT8D1	-0.5725
CFL2	-1.23566666666667
UPB1	0.54525
NAP1L5	-0.067125
CLDN14	1.49975
DHX38	0.019
BTBD1	0.0195
TARS2	0.436
ABCF1	-0.1386
FCF1	0.128833333333333
LRRC49	-1.3705
GUCY1B2	-0.9585
C1orf177	0.145666666666667
SMARCA4	-0.0135
LRP8	-0.983166666666667
TAGLN3	-0.6835
MRPL14	0.277
TTRAP	-0.0055
ZDHHC20	0.7755
NFE2L3	1.2055
KIAA1377	-0.898375
PALMD	1.8904
TMEM43	-0.28275
TTL	-0.644
STAT5B	-0.492333333333333
SSB	-0.561375
OR10H5	0.052
SLC22A13	-0.6005
AKAP3	0.3405
TIMM23	0.996833333333333
OAS2	3.39483333333333
KIAA0423	-0.12875
TRIM11	0.7095
GLIS3	0.587125
TMEM50B	0.694166666666667
ARHGEF4	0.939125
DEGS1	0.547272727272727
TBL1XR1	1.02736666666667
G6PD	-1.11475
SP140	2.1782
MUC17	0.137071428571429
NUDC	-0.3999
DNAJC5B	1.51316666666667
SCARA3	1.37533333333333
CPA3	3.36266666666667
BCAT2	-0.2945
MFN1	-0.238
NRG3	-0.6245
SNX11	0.474
PLEKHH1	-0.859
GPR177	-0.846333333333333
HCFC2	0.3235
TCAP	-0.705
MOCOS	0.354
C14orf93	-0.6055
PRDM10	-0.876333333333333
SLC16A4	0.343666666666667
SRGAP1	-0.728
VIP	0.26625
DUSP27	-0.275333333333333
LILRA1	0.9633
MC2R	0.373
MGC24103	-1.76475
MBTD1	-1.1595
FUT11	-0.637333333333333
USP33	-0.3301
C15orf39	0.4125
MAP3K12	-0.784875
PAAF1	-0.926166666666667
BARHL1	0.134
FLJ16165	0.03
PIWIL2	0.27825
SYNE1	0.356333333333333
CMTM4	1.07725
TSPYL1	-0.0041
GUF1	-0.574166666666667
TMEM157	-0.109
WDR44	-0.12575
HIST1H3C	-0.1485
DKFZp666G057	-0.31075
RNPEP	0.4295
GAS2L2	1.14883333333333
ADH4	-3.66425
GRPR	-0.007
FBXL17	1.38975
ZBTB10	0.530333333333333
Gcom1	0.627277777777778
HTRA1	1.1727
ZNF585A	-0.385166666666667
SLC26A2	0.1245
OTOP3	0.268
WISP1	2.41455555555556
ATP2B4	-0.07725
FLJ10769	0.15625
CRAMP1L	-0.221
CHST12	0.47075
RAB22A	-0.105166666666667
TARDBP	-0.316857142857143
STAU1	0.03
CRB3	2.5165
MIG7	-2.68975
CHMP1A	0.567166666666667
ZNF160	0.461625
B3GALT6	0.24275
BARX1	-1.24316666666667
C6orf167	-1.1475625
NXNL1	0.3795
DHX29	-0.636625
HADHB	-0.1565
PLXNB2	1.604
ILDR1	-0.5865
SLC15A3	4.21225
GAS2	-3.91916666666667
C20orf69	-0.56675
NUMB	-0.39375
TNIP1	1.12875
MESP1	1.9625
PSKH1	0.38325
NSFL1C	0.3495
RHOG	0.802
HEY1	-2.29133333333333
KNG1	-1.165625
ITGAX	2.2873
LIN9	-0.204166666666667
CANT1	-0.082625
XRN1	1.3065
CCDC96	0.6285
HEATR6	-1.65883333333333
GNG7	0.413083333333333
RUNX2	0.5938125
SOX1	0.458
FCRL5	2.6855
ZNF99	-0.799875
FAM9A	0.2835
SNX22	0.689333333333333
MBNL3	-0.9425
ODC1	-2.0506
ADORA2B	-1.18216666666667
NR2F6	0.42125
ZFYVE16	-0.948777777777778
SYNJ2BP	-0.2708
POLE	-0.563375
E2F2	-0.167375
THRA	-0.706666666666667
PTGES2	-0.280333333333333
HIP1R	-0.271
TMUB1	0.186166666666667
ENO3	-1.924
RSPH10B	-0.367
CXorf39	0.894375
IRGC	0.0765
GPR109B	3.32675
FLJ13305	-1.913
LCE3A	-1.0235
TNFRSF18	0.528833333333333
DET1	0.6335
TRPM3	-0.294333333333333
C16orf79	-1.5735
FECH	-0.009
RAP2A	0.386666666666667
CRIP1	0.679
AZIN1	0.105
SLC7A7	4.51775
IL10RA	2.2689
TMEM64	-0.91225
CDC42EP4	1.5527
C16orf58	-0.3022
ARG2	-3.162
POU5F1P4	-4.39
FAM62B	0.27525
DNAH8	-1.3413
ASH2L	-0.257125
TSLP	-2.93
CNTNAP5	0.0145
TMEM16C	0.742
IFNA14	0.0985
SLC1A3	1.84425
CABYR	1.13125
BCL7B	0.0877
NUDT13	-1.9585
C13orf28	0.5825
C1orf53	-0.05375
ARL6IP4	0.4754
RPL35A	-0.283
EMR3	0.26625
RAB40C	0.359333333333333
SLC41A1	-0.164333333333333
LRCH1	0.288
LY6G5B	-0.4665
FAM124A	0.0016428571428571
MGC10981	0.886333333333333
CLIP3	0.2655
MAP4K2	-0.290833333333333
CHIC1	-0.37025
SULF1	2.63383333333333
C20orf30	-0.0472142857142857
PRDM5	-0.65975
ELOVL1	0.5365
C11orf48	-0.19425
SLC39A10	-0.10825
KCNV1	0.233
ACP1	-0.729833333333333
ZMYM2	-0.8065
B3GNT6	0.244166666666667
C9orf69	-0.668
C2orf15	-1.26475
C20orf166	0.172
HSP90AA6P	-0.461
EDG7	0.036
NEURL	-1.170625
LPL	3.47466666666667
CLEC2D	0.377142857142857
GRRP1	1.85433333333333
CD8B	-1.6418
HIST1H3D	-0.5835
SLC6A12	1.23775
FAM27L	-0.223
CD84	2.6918
RASA1	-0.709
PHKG1	-0.022
MAGEA11	-1.5555
IMPA1	-0.4263
NPM3	-1.23125
RARRES1	7.41175
SH3BP1	0.802125
B3GNTL1	-0.0175
ARPC5L	0.408833333333333
KLHL26	-0.338
SIM2	0.534
GJC1	0.545
C20orf194	0.22825
EXO1	-1.78825
SLC2A2	-1.4785
LOC285074	-0.25225
LRG1	-2.0285
KIRREL	0.1135
PIK3R1	0.105928571428571
C4orf34	-0.589
MAF	-0.576944444444444
ADCY4	3.15383333333333
ZMIZ2	1.1743
SLC46A3	0.8665
STAMBP	-0.2175
CCDC16	-0.12025
MS4A12	0.2535
TCF20	1.1995
LRRC46	-0.48075
C20orf152	-0.16125
MRPS6	0.299125
ABCB11	-0.327
KCNC2	0.0703333333333333
CDH19	-2.54216666666667
C9orf123	-0.293833333333333
SSH3	0.54275
LDLRAD1	-2.92625
CCBE1	-0.641
ZNF135	0.217125
TAAR1	0.0655
WFDC12	0.009
CCDC42	0.750833333333333
FLJ12529	-0.62125
PER1	-0.3085
TIMM50	0.965666666666667
SMARCAD1	-0.751666666666667
FAM26C	-0.0115
TP53TG3	-2.034
SH3RF1	-0.2549
LMCD1	1.1225
GPR63	-0.396
FLJ21986	-1.638875
AIFM3	0.05375
MICAL1	0.252166666666667
BLZF1	0.323333333333333
IQCA	-0.0025
PCDHGC3	0.0005
SAC	-0.01375
BCL6B	1.88583333333333
DDO	-0.576
MARCO	4.968
DCHS1	0.136333333333333
C1orf170	-1.24616666666667
CD200R1	0.989833333333333
C22orf15	-0.1245
SEPT11	0.548833333333333
ADNP	-0.59525
UST	0.1474
C13orf34	-0.465833333333333
RFFL	0.291
APBA3	0.716
C2orf60	-0.398
CUTL1	0.1722
PMS1	-1.052125
ZNF689	-0.462
EIF3E	0.118
IL9	0.287
RPL31	-1.426
LY9	1.42083333333333
ATP2B3	-0.25675
KDELR2	0.891166666666667
TFCP2	-0.582
NLRP12	-0.41825
FLJ45422	-0.195
TLE4	0.4383
ZNF570	-0.31
FLJ43806	-0.1505
TLK2	-0.6985
CIR	0.7155
MARS2	0.204
COL24A1	-0.286
SDF2L1	0.168
HIBADH	0.5535
IGFBP3	-1.45492857142857
C12orf23	-0.019625
PSPC1	0.20575
C20orf43	0.1705
TRAV20	-0.0995
ARHGAP24	0.23625
KIAA1975	-0.629375
C1QA	3.9224
DNTT	-4.0035
C10orf6	-0.685416666666667
C11orf41	1.36325
HNRPF	0.13075
COL11A1	4.7425
UBAP2	-0.0695
CDKN2AIPNL	-1.315
C20orf174	3.5095
SPRED2	-1.11425
PLA2G12A	-0.566166666666667
ICEBERG	-1.07083333333333
SCN10A	0.2355
C11orf65	-0.8245
GBP5	6.3375
PITPNC1	-1.00383333333333
POU3F3	1.4255
NCOA7	0.49675
LIN7C	-0.0499
LOC348840	-0.4305
NKX2-2	-3.0555
ANKRD13D	0.398125
LOC123688	0.3095
FUT2	0.790333333333333
TAAR8	0.2795
FZD4	-0.249833333333333
PNMA3	-0.372
OR4L1	0.384
WIT1	-0.16475
EXOC3L	1.546
ATPBD4	-0.9136
KRBA1	-0.7985
UBXD6	-1.30375
HOXB7	-0.112928571428571
C7orf23	-0.6535
UNQ338	3.9685
STAB2	0.2555
CDC20B	0.03025
IRF9	2.607
CENTG1	0.63425
TNPO2	-1.008
MCPH1	-0.111
BMS1P5	-1.099
SLC26A7	0.94475
HIST1H3J	0.081
C9orf3	-0.7001
LBH	1.4905
MYO1D	0.417625
PTDSS2	-0.474
NFU1	-0.03025
DEPDC4	-0.926
WNT7B	1.4409
GLP2R	-0.2815
SETD4	-0.5398
DYNLT3	-0.4755
FKBP11	0.699
SESTD1	0.425666666666667
FLII	0.15525
RPS16	1.4134
CHPF	-0.534833333333333
CSNK2A1	0.203166666666667
SUMO1P1	-0.98725
FKBP6	-0.517
ZNF214	-1.62383333333333
TWIST1	0.0323333333333333
DDX56	0.1705
TRAM1L1	0.6555
EPO	-2.576
MRPS18B	-0.32425
ZNF682	-1.00466666666667
RPL14	-0.965166666666667
MAFF	0.3555
LOC51136	-1.223875
LY96	1.2385
DDX20	-0.2905
ABTB1	0.9555
ARL5A	1.0221
CCT6A	-1.069
HEPACAM	-0.346833333333333
EHHADH	-0.355
RBAK	-0.028
CGB1	-0.0655
ITGB5	0.2567
YIPF3	0.088
FKBP2	0.6795
NR1D1	-0.3512
TMEM110	0.543
NEK2	-0.294166666666667
PRAMEF8	-2.4905
C20orf52	-0.459666666666667
PCDHGA3	-0.785
VWA3B	0.3945
NDUFA5	-0.61
THAP9	-0.55225
FLVCR2	1.458
AP1S1	-1.464875
SMAD6	-0.749
SAV1	0.44275
SAT1	1.376375
ZNF251	1.21375
ADAMTS7	0.8461
RPP38	1.38725
C1orf211	-0.784
YPEL2	0.3748
RBMS1	1.0965
ZNF445	-0.457666666666667
NRXN2	0.249666666666667
PGBD4	-0.950125
UGT2B28	-1.8495
WBSCR16	-0.3647
NLRC3	1.311
ASTL	0.386
ST6GALNAC1	-2.57875
ZADH2	-0.264375
MLLT4	0.12875
ARL6	-1.02533333333333
MEF2C	1.17975
CBFA2T3	-1.0095
AFF3	-0.335857142857143
COG7	-0.639333333333333
MYB	-4.00283333333333
PLXNA3	0.568
XRCC2	-1.135
MMS19	-0.156
ST8SIA5	-0.8635
CHPT1	-0.287333333333333
KIAA1712	-0.896375
OR6X1	3.979
ACTR3	0.800375
UGCG	-0.0383333333333333
OR4P4	0.2675
ZAP70	-1.1375
LPP	0.975875
ZNF485	-0.20275
PTPRCAP	1.69975
IL12RB1	1.19525
ATRX	-0.1485
CHST8	-1.312375
C14orf109	-0.095
ARV1	-0.21425
NMB	1.96314285714286
COX5A	0.156666666666667
EIF6	0.2855
MPPED2	-1.033
SEMG1	-0.6695
CHRDL1	1.634
TRAF3IP2	0.6695
WNK2	0.00325
LILRA4	4.089
LAMA2	3.501
PXT1	-0.069
RLBP1	-2.0295
CD300C	1.24375
SLTM	-0.10275
FLJ10404	-0.0798125000000001
APOBEC3D	0.504166666666667
RENBP	1.48116666666667
ATXN7L1	-0.13925
NID1	-0.22275
TUBGCP3	-0.595625
ITIH5	1.562
CCDC110	0.65
C8A	-2.185
MGC87042	0.45975
HOXC13	-0.18975
TFDP2	-0.8115
HCP5	2.101
POLI	-0.499
UCN	-1.39766666666667
ZNF764	-0.323833333333333
C8orf45	0.51375
FHL3	-0.091
SPATA5L1	-0.40825
MMRN2	3.23866666666667
NDST1	0.394
COL20A1	-0.022
ZNF248	-0.405333333333333
PELP1	-0.2835
MBL2	-1.63183333333333
RNF41	-0.064125
C5orf24	0.282875
THOC5	-0.08475
SERINC3	-0.1415
RP11-151A6.2	1.7065
CDCP2	0.28725
HIST1H2AA	-0.00975
C11orf75	1.2455
FKBP7	-0.451
DDOST	0.32625
GPNMB	1.254
TTF2	-0.941166666666667
KCNT1	0.156
SLC39A14	-1.165625
NGRN	0.6944
GPR137B	1.3555
MECP2	0.08575
PSMA1	-0.1475
C16orf73	-1.117
TMEM60	0.097
CSN3	0.9985
NOS1	0.319166666666667
RAB7L1	0.6645
YBX2	-0.3275
KIAA1166	-0.248
FUBP3	-0.255
ABCG1	1.422
ACACA	-0.355083333333333
ARL11	0.7837
ATOH1	0.0325
ODF1	0.2625
CREB3L3	-1.10616666666667
TMEM127	1.04014285714286
DSCAML1	-0.000750000000000001
PLN	1.64466666666667
LYPLA1	0.357166666666667
PRDM9	-1.75225
SASP	0.20225
PLUNC	-0.237333333333333
INTU	-1.54825
HISPPD1	-1.12825
LNPEP	0.287833333333333
YARS2	0.2195
APCDD1L	-1.117
ZCCHC4	-1.291
FBXO22	-0.679833333333333
TTLL13	-0.082
ZNF669	-0.240333333333333
PTGDR	1.60625
DDX27	0.0725
KIAA0409	-0.983833333333333
GJB6	2.4005
ASB8	0.101
PLP2	-0.506833333333333
MEPE	0.4125
OR10J5	0.1475
KRT222P	0.16225
COQ7	-0.961
C1orf101	0.69575
RERG	1.968
CHMP5	0.5625
THAP11	0.5985
ZNF43	-0.940333333333333
ZRANB3	-0.966333333333333
KRT13	-0.629625
MRPL19	-0.565125
RBBP9	-0.46275
SPATA17	0.20525
BXDC5	-0.922166666666667
PAFAH1B1	0.143416666666667
MAGEE1	-0.9505
OSTF1	0.7015
KIAA0323	0.027
TXNDC13	-0.981833333333333
CNTN4	0.048125
LCE1B	0.1095
UNQ501	-0.2925
ZNF154	-0.52925
C3orf64	0.24675
SYT5	0.2872
PON1	0.125666666666667
FLJ10357	-0.512625
ATP4A	-0.4965
GNPDA1	-0.4805
MGAT1	1.97533333333333
C14orf121	0.17525
SLC35B2	-0.59575
MIER3	-0.607
CHEK1	-1.764
ZNF8	-0.469833333333333
TXNDC1	-0.7195
CKB	-1.0925
RTN3	0.300071428571429
FZD2	-1.028
PART1	-0.637625
PSMB6	-0.2315
PCDHB8	1.5095
PHC3	-0.0441
PPP1R8	-0.3135
NOVA2	0.890333333333333
TNFRSF11B	-3.182625
GOLPH3	1.12266666666667
UBLCP1	-0.80775
SUHW3	-0.0535
TTLL1	0.64925
OPN4	0.388
OR13G1	0.16
ZPBP2	0.164666666666667
HSD17B11	-1.3555
C9orf50	0.0015
DHDDS	0.244428571428571
CTSW	2.0679
NEFM	-1.98783333333333
MRPL28	-0.2585
SYN1	0.872166666666667
PIGV	-1.05816666666667
ZIM2	-0.61875
APBB1	-0.088
SND1	0.00500000000000001
C1orf123	-0.7545
CHD3	-0.7385
BHLHB8	0.48
RNASE2	0.0886666666666667
BCAP31	0.919125
SLC25A44	0.829166666666667
CHD6	-0.7675
PIB5PA	-0.434538461538462
SELS	0.90125
LOC541471	-0.35875
FAT2	0.294
ZNF81	-0.0475
OR4C16	0.232
FLJ10081	-0.0023
LRRC4	0.3035
CS	-0.587166666666667
N4BP2	-1.063
IGFBP7	1.63825
ZNF318	-0.128166666666667
NDNL2	-0.066625
ZNF609	-0.164625
SIRT4	-0.013
EXOSC10	-0.45975
ECE2	0.74925
OVGP1	-0.218
GTPBP3	-0.595
PACS2	0.663
C19orf36	-1.34133333333333
ARL4C	0.575
ATG4B	-0.71675
UBQLNL	-0.05925
RHOXF2B	-3.589
PLEKHG2	-0.2095
GALR1	0.1005
AQP4	0.524666666666667
HDAC7A	-0.1275
DCUN1D3	-0.176
OR8A1	0.0825
CCRN4L	0.67775
CBR4	-1.15
KIFC1	-1.14083333333333
SLC7A14	-0.703666666666667
LHX5	-0.192
TRPC7	-0.187
LPXN	0.855
SERPINA1	-1.37375
RPS13	-0.9228
BPIL3	-0.1225
PRKAA1	-0.347
FADS2	-0.1025
ENAH	-0.1690625
PRO1768	0.371
APBA2BP	-0.9675
LIPH	0.5795
C3orf33	0.1605
RCC2	0.0892142857142857
ALDH1A2	-2.2996
RNF103	0.948
AHCY	-0.793625
ALG12	0.863
CCL17	2.68025
ZNF543	0.3925
ESRRG	-0.773
CNGA1	0.80775
RDH5	0.941
OTX1	-0.0859
PTGFR	-1.31433333333333
CDR2	0.0065
SELE	3.06875
NLGN2	-0.962666666666667
EXOSC9	-1.0075
ZNF566	0.271333333333333
KLRC2	-1.968
GPR12	0.7515
KIAA0196	0.60125
PDRG1	-0.1475
SSR3	-0.543785714285714
MSI1	-0.135
CST9	-0.0625
CC2D1A	-0.20475
PLAGL1	0.204277777777778
ZNF778	0.1045
RNF2	-0.3635
KLF6	2.15416666666667
THBD	1.0605
tcag7.1314	0.993
NR5A1	0.3845
ABCD2	0.70025
DNAJC7	-1.8035
CLEC4C	1.1885
TM2D3	0.59225
CCDC4	-0.383
PLAC2	1.275
DCD	-0.2415
FAAH	0.089125
POLA1	-0.806833333333333
TM7SF2	-0.22175
FLJ39822	-0.428666666666667
FLOT2	0.613125
MAP4K1	1.06266666666667
SRP68	0.119875
C21orf74	-0.003
ARPC5	0.641625
LOC126075	0.85675
HECW2	1.038125
ZDHHC4	-0.2015
ANKRD42	-0.1706
PDE9A	1.66383333333333
ABCA8	1.17025
NDUFS2	1.38825
UBR5	-0.391875
BTBD16	-2.132
LOC554174	0.8805
ZNF20	-0.4105
KIAA1843	0.1255
WDR17	-0.730625
C15orf33	-0.058
RNF113A	-0.054
CAMKK1	-0.3382
CLCN2	0.92575
ANXA6	-1.875
LOC340069	0.231
EMID1	1.830125
DPM3	0.287083333333333
ELA1	-0.245
SLC25A13	0.1957
KRT24	0.20475
SMPD1	-0.308166666666667
TH	0.1215
COL6A2	1.06857142857143
ANKS1B	0.55325
GPR126	-1.2413
ZC3H12A	0.762666666666667
TMEM47	0.0621666666666667
C2orf51	-0.108
C1orf88	0.136166666666667
HSF2BP	-0.3365
AKAP10	-0.3975
RPAP3	-1.161
KLHDC8B	0.850375
STOM	0.6545
MUPCDH	0.24325
C10orf72	-0.15925
PLEKHA3	0.438583333333333
TCP11L1	0.225
CWF19L1	-0.44175
SPEF1	0.0605384615384616
YSK4	0.2635
ELN	1.0139
SAMD8	0.176833333333333
MPI	-1.74533333333333
MEPCE	0.0307
ABCC3	-1.4885
NANOGP1	-1.907
KCNK17	0.998875
HLA-DMB	5.05433333333333
RRAGA	1.3325
ANGEL1	0.35025
RBM32B	-0.065
CPN1	-2.20725
MGC52282	-0.7287
HLA-A	3.10441666666667
OR9G4	0.387
EDNRB	-0.363
SCD	-0.563642857142857
C14orf80	-0.725833333333333
BAGE2	-0.639
RABL4	0.590333333333333
RCVRN	0.00600000000000001
SHANK1	-0.0735
NLRP7	0.42625
CD226	1.481
STAT3	1.2136875
SYNJ2	-1.5861
TPCN2	0.674
WDR36	-1.08358333333333
MBD4	0.3945
ROBO1	-0.2817
ST3GAL6	-1.71
SLAMF8	3.463
ATN1	0.957
GPR141	1.0915
KRT36	0.021
TPH1	-0.0795
DDX52	-0.318
ZSCAN29	0.333333333333333
TRPT1	-0.668
DPEP3	0.68925
DENND4A	-0.37275
TSPAN16	-0.0265
PTCHD2	-0.3275
LOC145814	-0.2195
CAP1	0.105166666666667
EIF5A2	-0.6378
NT5DC3	-1.33575
SEPT9	-0.841625
SEZ6L2	0.047875
EGFLAM	3.694
VPS11	0.19125
NDUFB5	-0.210666666666667
CIDEA	4.261
IER5L	0.0395
N6AMT1	-0.3905
FAM83C	0.0065
OXR1	0.627083333333333
IRX1	-0.478
DGKB	1.128
GCN5L2	-1.60425
MIR16	-0.427375
FBXW9	-0.111
WDR4	-1.15816666666667
PDC	-0.0335
VPS33B	0.0505
HEXB	-0.272
FLJ32214	1.06125
TCEB3	0.083
CRLF1	-4.6595
ABI3BP	1.5095
C8orf22	-3.87175
PYCR1	-0.387125
KIAA1706	0.5545
CDK5R2	0.855
WAS	1.1655
C12orf60	-1.3085
CCBL2	-0.647125
MADD	0.1145
C5orf34	-0.718
WDR42A	1.3269
KLF12	-0.528
HSPA1A	2.28725
ITM2C	-0.101083333333333
DAPK2	2.14816666666667
LOC442590	-0.3185
SUMF2	-0.219375
CENPA	0.151923076923077
TMED5	-0.36075
CDH6	-0.5867
BRP44	0.45425
THG1L	-1.1095
GABRA2	-1.94825
C14orf166	-0.383
MYL1	-0.928333333333333
TNFSF18	0.416
PAP2D	-1.24316666666667
PPIB	0.07575
KLHL4	-0.383875
SFN	0.722
CCDC127	0.04575
FRAP1	-0.379
GOLGA5	0.598
SDCCAG1	-0.50525
MGC21675	-0.128333333333333
C10orf95	-0.67175
KIAA1345	-1.26833333333333
C1orf163	-0.948
LACE1	-0.299333333333333
OR10K2	-0.251
CENPN	-0.42564
TMED2	0.8365
UGT1A6	1.42
ANG	-1.62925
U2AF1	-0.846833333333333
CASC2	-0.1745
NMT2	1.52983333333333
OSGEPL1	-0.454125
DFNB31	-0.633
SLC6A20	0.615875
DKC1	0.19875
FXYD4	-0.66825
WDR64	0.75325
MGC5590	0.4055
CREBZF	-1.67933333333333
DAZ1	-0.0645
PRPSAP1	-0.79675
GCHFR	-0.393
TTC7A	0.8605
LOC196993	0.20175
UBD	4.874
S100A1	-0.775875
RPL6	-0.185666666666667
DNAJB6	0.6461
NAGS	1.8201
C2orf58	-0.229
KERA	0.254166666666667
MT1X	-0.6534
UBE2B	0.8839
KEAP1	0.36425
MST1	-3.663125
OMA1	0.0285
ABLIM2	1.6355
BCL2L13	0.2135
JAZF1	0.626
TMEM63B	0.3025
S100A8	5.5081
ARFIP2	-0.544
UROS	0.32525
KHDRBS2	-0.282
POLQ	-0.8115
SOAT1	-0.164
SPAG4	-0.20875
MRPS30	-0.660833333333333
LOC494141	-0.16525
OR2T11	0.2155
ORAOV1	-0.6478
ZNF184	-0.824166666666667
TCEB3B	-0.361666666666667
ADAM21	-0.2525
GDPD1	0.23175
SPINLW1	0.0175
PRR14	-0.1345
KCTD9	0.8588
NUDT3	0.694
KIAA1822	1.2173
HIST1H4K	0.248
DFNA5	-2.52525
GABPA	0.034
C14orf44	-0.5685
POLB	-0.466
PTAR1	-1.1065
SEC31A	0.5637
TRIM58	-1.92125
TAS2R14	0.055
VPS8	0.387875
H1F0	-0.782
PRKCB1	-0.848833333333333
UGT2A1	0.452
TOR1B	-0.177
LSS	-0.621583333333333
C2orf19	-0.0335
HNRNPC	0.226428571428571
TMEM100	-0.2455
LOC116349	0.25975
OR51M1	0.0935
CCDC142	-1.19425
ISG15	3.7590625
ZCCHC14	0.224625
CREBL2	0.557625
TGDS	-1.4585
DC2	-0.196
CACNA2D3	-1.208
ZNF429	-1.428375
LYPD6	-1.56066666666667
SUCLG1	0.2235
OR51I1	-0.474
MAGEH1	1.5775
PRPF40A	0.132
SMR3A	3.5765
SPINK2	0.04425
THAP2	-0.218625
NPY5R	-0.155
IRF4	1.041125
SPESP1	-1.56916666666667
OR10S1	-0.03
DTD1	-0.78825
TUBE1	-1.27825
DDX19A	-0.2955
PDPN	-1.442125
TMEM34	-0.528916666666667
MGAM	-0.09275
COL3A1	5.51916666666667
GFM2	-0.876
OR5A2	0.3925
PSG9	-1.0825
ARHGEF11	0.952666666666667
IVNS1ABP	-0.890625
SIGIRR	0.255
DUSP19	-0.609875
DNAJC14	-0.2757
ACSS1	0.093125
IL1RAPL2	0.1025
C4orf30	-0.32775
SEPT4	2.3775
LANCL3	-0.373
SPAG17	0.2945
PRDX3	-0.814875
HNF1A	-1.387875
P4HA2	0.363625
RFWD3	-0.378833333333333
MOV10	0.366
DNAJA5	0.366642857142857
LOC729440	-0.0235
LOC200383	0.1815
SMC2	-1.45525
MIXL1	-0.493166666666667
TMEM9	-0.17425
FAM86A	-0.123
ZNF174	-0.0703
MYH14	-0.7585
CCR8	0.73225
VPS37C	0.6505
GPATCH1	1.10366666666667
B3GNT8	0.9785
TBX4	-0.06375
CNR2	0.683166666666667
PCDH1	0.75925
C5orf29	2.6285
OCIAD2	1.0085
PLCG2	2.65975
KIAA0247	1.399125
HRH3	0.1266
CAPN13	-1.515125
CCR1	1.4379
MGC15523	0.290722222222222
UVRAG	0.6335
DNAJA2	-0.169333333333333
ITGA2B	-0.512833333333333
CLDN5	3.56075
PTPRN2	-1.38464285714286
ZNF512	-0.342166666666667
PSAP	1.43278571428571
CCDC140	-1.094
LRRC55	0.06475
CYP26C1	0.268
C8orf47	2.11625
LYN	1.28
DUSP6	-0.676666666666667
TGFB3	2.3094
ELK1	0.00799999999999999
PCDH11Y	0.00366666666666668
HGD	-3.777
C17orf58	-0.149
MYO3A	0.624
SERPINE2	-3.71783333333333
AARSD1	-0.676375
C14orf73	0.1335
ADAM33	0.652
ZNF491	-0.206
MAPK6	-0.124166666666667
TCN1	-1.03883333333333
SLC24A6	1.48
UBE2R2	1.0815
H1FNT	0.3605
TATDN2	0.764166666666667
LILRB1	2.61925
P2RY5	1.446
NUCB2	-0.461
C2orf37	0.24225
SNX27	0.806166666666667
MTA3	0.15425
FOXO4	0.63275
ID4	0.207333333333333
SOX5	-1.82916666666667
PXMP3	0.24275
OR52M1	0.226
SFT2D3	0.39675
INA	-2.09666666666667
MCOLN1	0.95875
NFIX	0.00849999999999999
CLEC14A	4.96766666666667
HIBCH	-0.135666666666667
PLA2G5	0.83275
TIMM10	-0.494666666666667
MED17	-0.7553
COL4A4	0.5215
TPP1	0.404333333333333
GJA3	-1.29183333333333
TMPRSS5	-1.34275
AADACL3	-0.012
DNMBP	-2.34725
ENPP5	2.77833333333333
NQO1	-1.4504
ZSCAN2	-0.38825
SEC24C	-0.0433333333333333
GTF2A1L	-0.2185
AXIN2	-1.0048
FAM33A	-1.40266666666667
C16orf13	0.265625
SPNS2	1.6295
TAF1	-0.0155
AP1G2	-0.448833333333333
RBM42	1.369
HCN2	1.472
EFHB	-0.351
RUSC1	0.852666666666667
GRIK5	0.134
USP21	0.846166666666667
ATAD3C	0.77775
ORMDL2	-0.096875
PRSS7	-2.173
PSAT1	-0.9115
FLJ13195	-1.36283333333333
TBC1D1	0.640166666666667
IFNG	4.71575
OTOS	0.648666666666667
ZNF773	0.137666666666667
EMD	-1.183
RETN	0.057
CCL8	5.66
APH1A	-0.186875
