Hybridization REF	TCGA-E2-A14O-01A-31R-A115-07
DHX30	0.07425
EEFSEC	0.17125
FGF20	0.3385
FLJ38973	-1.08092857142857
PLCH2	0.538583333333333
CCNG2	0.521625
PSPN	0.8035
WDR88	0.8245
HOXB13	1.087625
MTMR8	-1.091
SPAM1	-0.488
PPP2R1B	-0.76625
TANC1	0.137375
CNN3	1.386
CHGA	-0.442
C9orf128	0.431
CACNA1B	0.977166666666667
MMAB	-0.2674
RHOA	0.181333333333333
RAPGEFL1	2.50275
SLC1A5	-0.158
CALCA	-0.404375
SYCP1	0.412666666666667
CXCL11	3.79475
GFI1B	-0.743
PSCD1	0.932
C11orf58	1.16
MGC45438	3.74383333333333
NUDT18	3.19133333333333
ASB3	-1.3625
ZP1	-2.454
LPPR2	0.4605
ZNF527	0.164166666666667
ZNF771	0.325
TTBK2	-0.260375
TRIM55	-1.19525
GJB3	-0.435166666666666
PRSS35	-1.48325
SCRG1	-2.48925
ZDHHC24	3.04775
DUSP26	-0.8765
C1orf51	2.738375
DNAJC3	-0.1595
LITAF	1.945625
ZNF410	0.341
AFP	-4.63166666666667
ZW10	-1.13425
PHOX2B	1.477
VILL	0.81
ELOVL7	-0.545625
LOC644186	4.6515
PPP3CC	0.52725
CHST13	-1.6025
WDR40B	0.231833333333333
MEA1	0.63225
HILS1	-1.21075
DLX6	-2.31316666666667
NKG7	1.89216666666667
EMP1	1.02575
ACTR6	0.264
CHCHD7	0.775357142857143
COG2	1.0356
TCEA2	0.586
TARS	-1.75975
FLJ20294	0.611666666666667
ZNF92	-0.79025
TRAPPC2L	0.3237
ARHGAP28	-1.107875
CCDC109B	-0.49425
LGTN	-0.0506666666666667
INGX	-0.137833333333333
LOC124446	2.55275
RPS2	-1.15775
C17orf75	-0.243166666666667
NBPF1	-0.6625
SLC2A8	-0.11875
SNRPE	-0.90825
CARD6	-0.7295
IL13RA2	-2.281125
CUEDC2	1.028125
C4orf19	1.6915
AOC3	0.57725
MTHFD2	-2.03533333333333
OR5M9	0.4365
C4orf38	-0.846833333333333
SS18L2	0.72175
OAS3	1.87266666666667
LARGE	0.20825
LRIG3	-1.60233333333333
LIMA1	0.927
STARD3	0.513583333333333
VPS39	0.776625
CTAGE6	1.359
ODAM	-1.96025
MORF4L2	0.78
GSTO2	3.12975
MTFMT	-1.04875
PRKAB2	-2.3465
ZNF76	0.363
HSPB2	3.4045
CRB2	0.89425
KLRK1	-2.4595
LYST	0.724
UBE2M	-0.448833333333333
SLC16A9	2.4015
ZNF281	0.74125
ST8SIA1	2.52725
C9orf105	-1.4245
ANKRD46	0.03425
FAM108A3	0.608
C20orf91	0.0745
ZYX	-0.4245
RSPH1	3.1515
ZSCAN5	-0.93875
RIMS3	-1.60333333333333
KRT76	0.4965
CEACAM4	0.559333333333333
SIRPB1	0.110125
CFHR4	-2.566
SOX3	-0.827833333333333
GATAD1	-0.278375
C21orf57	1.502
TMC8	-0.278833333333333
AVIL	0.280666666666667
LMOD1	2.96375
HIGD1A	0.98525
NEU3	-0.146833333333333
DES	-0.117875
BZW1	-1.1549
ZNF221	-1.178
CCDC27	0.5205
GDAP1	3.614
RBBP4	1.15475
MGC40499	1.5865
PHKA1	0.05925
PRKAR1A	-0.756222222222222
HSD3B1	-0.918
RAD52	-0.412333333333333
CD207	1.792
LOC389791	0.852
RSPO1	1.18033333333333
TMEPAI	0.509375
MFSD2	-0.863875
ETV4	-2.53075
SCGN	-0.182
LOC391356	0.0255
MPP1	-1.356875
STARD3NL	-0.8545
TFAP2D	-0.966
CD2AP	0.25025
CCL20	-5.15816666666667
CCDC86	-1.068
ZFP30	-0.852
CTBP1	0.274666666666667
MAK10	-1.13
STXBP5	-1.53833333333333
LOR	0.6718
MAP6D1	0.746625
ARMC7	1.289
TMEM150	1.0652
NSL1	0.418
KIF5A	-0.661857142857143
ASCC2	0.575333333333333
PSENEN	1.55666666666667
OPTC	-0.3065
FCRL2	-0.393
KBTBD11	-0.640125
PCK1	-2.209625
CENTD3	-1.8115
MEGF8	-1.064875
ALPPL2	0.4
OBFC2B	0.551333333333333
ZFYVE20	-0.088125
GALC	0.0161666666666667
CTRB2	0.78525
C20orf71	-0.0815
TBKBP1	0.627
CAMLG	0.95575
TREML4	-0.222
RSAD1	0.353
TUBA3D	-0.4602
KIAA1833	0.631125
PNPLA1	0.533
LRRC34	-2.43916666666667
CDH26	0.679166666666667
ZNF167	-0.391833333333333
ZBTB26	-1.3525
VWF	2.9581
VTN	-0.5895
BAD	1.4125
PDS5B	0.360416666666667
ZNF644	-0.449083333333333
SH3GLB2	0.01925
SMPDL3A	-1.2825
NRG2	-2.010875
IL15	-1.48966666666667
GABARAPL1	-2.07266666666667
LAT2	-0.3893
SLCO1A2	-2.41366666666667
LIG4	-1.18391666666667
GSDMDC1	1.401125
BMP4	1.109
METT10D	-0.49525
SYCE1	1.33675
SPANXD	-4.66875
SLC12A9	0.9745
MC1R	-1.256
RNF168	-0.8545
TRIM69	0.77875
GALNT7	0.224166666666667
ISG20L2	-0.10775
KIAA2026	0.308
TNFAIP8L1	-0.6345
DPY19L2	-1.82875
C12orf63	0.4355
PRDX5	0.4555
MED6	-0.959
TXNDC5	-1.5665
CD46	1.17308333333333
CCK	-3.01175
C17orf48	-1.0525
ANUBL1	3.31725
SIT1	-1.2245
TYSND1	0.667166666666667
DEF6	0.559666666666667
GLT8D4	1.2355
UTP14A	-0.453125
RPH3AL	1.872
NXF1	-0.0958333333333333
TRERF1	1.79033333333333
TUBB3	-1.076
SLC24A2	0.4385
SEC22B	1.32225
ZNF653	1.09
GGTL3	-1.54416666666667
CDKL2	-1.36025
CTF8	-0.358
EPC1	0.232666666666667
CYP4A11	-0.491166666666667
THRSP	5.266
LELP1	0.209666666666667
TES	-2.022625
C17orf87	0.849
FERD3L	0.1765
SH3TC1	-0.1055
RAB36	-1.329
CRYGB	-1.572
GRIA3	1.3941
BHLHB9	3.3
C1QTNF9	0.13325
GOPC	0.614625
PNPLA8	-1.07566666666667
ZNF444	1.00375
FMO1	1.81
POLR3C	-0.11925
SLC35F3	-2.306
SGCG	-3.16583333333333
DCDC2	2.5045
NANP	-0.6945
MGC23270	-0.4275
BEX4	0.282083333333333
HYDIN	0.244666666666667
RPS6KB2	0.98825
ADRM1	0.360416666666667
BAT3	-0.14475
RAB31	0.093
SCGB2A1	7.82975
SLC6A14	-4.121875
DDX4	-0.328333333333333
PRRC1	0.831833333333333
AP3B2	-0.6275
TRGV7	-0.1775
TMEM184B	-0.19775
ADPRHL1	2.307
C21orf45	0.602375
ARNTL	0.951125
AADAT	-0.977
CCL2	1.34083333333333
SNTB2	-0.752833333333333
RGS9BP	-1.1845
KPNA1	0.88925
TMEM41B	1.19233333333333
S100A11	1.61375
DOT1L	-0.764
EFHC2	-0.347875
CLTC	-0.209833333333333
SRP9	1.39285714285714
ZNF521	-0.87675
FAM26F	-2.113
GPR88	0.463
COL13A1	-0.708666666666667
CHMP4B	0.04
SIGLEC6	0.339166666666667
NFAM1	0.524375
PVRL2	1.4103
ALKBH4	0.61325
CCDC93	-1.4861875
NXT1	0.4105
KCNK4	0.7045
TROAP	-0.734166666666667
KCNA10	0.271
CCDC114	0.44
RAN	-0.0778333333333334
LMTK2	-0.024
LOC400657	-1.7015
UFC1	0.77425
UBE1DC1	-0.985
EEF1A1	-0.809833333333333
CHAC1	-0.263
HMGA2	-5.0523
B3GALTL	-1.7735
ING2	-0.02325
C1orf109	0.03175
INTS3	1.479875
ZNF558	0.12925
TRPM4	2.25416666666667
LTB4R	-1.0025
ISYNA1	0.66775
LSM7	0.1685
LRRC47	-0.36875
ZNF179	-1.7685
EXDL1	-0.045
SLC4A10	-1.163875
ACSS2	-0.049
COPS7B	0.0765
KIAA0040	2.26633333333333
C1orf95	1.1925
AP1GBP1	0.577
OR9A2	0.581
FAM71C	-0.2355
RIN1	1.51816666666667
ITGA4	-3.446875
DNAJC6	-1.10783333333333
CLOCK	0.375333333333333
SLC35A4	0.639333333333333
DSG4	0.4335
LOC26010	-1.422
NSUN2	-0.0135
TMEM86B	-0.744
C14orf135	-0.2065
KIFC3	-1.49766666666667
PHF5A	-0.01125
NCAPH	-2.03575
STK11IP	-0.2165
FLJ42953	-0.050875
CCDC19	3.0885
ZNF329	-0.33725
TAX1BP1	0.603
ZDHHC18	0.3695
C10orf88	0.191
TMBIM4	1.7734
NMUR1	2.3595
KIR2DS4	0.91175
C9orf90	0.049375
MGC87631	0.0155
KDR	2.181
ST3GAL2	-0.899375
RLN2	1.02616666666667
HPD	-3.13025
MOXD1	-2.57666666666667
PDGFRL	2.45216666666667
SMYD4	-1.2445
FAM103A1	0.828333333333333
MFAP4	-1.07683333333333
LOC285141	3.75325
TMEM45B	-0.271375
SMCR7L	-1.90871428571429
GZMH	3.4895
CBLN1	-2.91383333333333
CNNM1	-0.43725
PHF17	-0.798416666666667
NUP98	0.966
RMI1	0.041
PTPRS	0.984875
ANKRD57	1.140625
CLDN15	-0.165166666666667
OR51A2	1.394
GUCA2B	0.584
DOCK9	1.49075
ITGB1BP1	-1.21266666666667
DLG2	1.710625
BRAP	0.65475
SESN3	-2.03575
ZC3H7B	-0.48875
FAM101A	1.4055
FKSG24	-0.05075
ZYG11B	-1.31325
RFC2	-0.74075
SH2D3A	0.701
DVL3	1.0075
ADFP	-1.43683333333333
KRIT1	-0.44675
SERTAD3	3.238
LEFTY2	-2.6255
KRT27	-0.888
SCFD2	0.02575
MN1	-0.90425
RORA	-2.174
PTPRD	-0.847
PIAS2	-1.21233333333333
CYP4X1	4.92916666666667
FBXL15	0.976
MYH15	0.2986
CRX	0.106333333333333
TBC1D13	-1.3255
SLC22A17	0.666166666666667
PLK2	2.08616666666667
ARHGAP9	0.305
EIF1B	-1.0895
C20orf185	0.2135
DEFA7P	0.7865
PRIM1	-1.17983333333333
CRYAA	-1.41475
BACE1	0.453
AGTRL1	0.538666666666667
ACAD9	0.8775
GRASP	0.04425
RBP4	-3.19166666666667
TFB2M	-0.3935
METTL9	-0.5815
ATP5O	-0.2155
SP100	-0.0107
CPSF1	-0.811166666666667
S100A4	0.1245
LIME1	-0.2495
GPR137C	-0.2775
OR2A2	0.119
C2orf29	-0.9415
NUP188	-0.7065
SDPR	-3.57025
RAI1	-0.130375
RPS20	-0.0151
LAMB1	-1.6955
ADM2	0.976
ZNF229	-1.49225
DKFZp434K1815	-0.573125
EPN3	3.46083333333333
CLIC3	2.10525
MEIG1	-1.05375
HMGB4	0.1855
STARD10	2.29125
KLF8	1.846
EPB41L2	-2.50416666666667
JMJD6	0.273875
CTSL1	-0.897333333333333
GPR27	-0.00750000000000001
ELAVL4	0.215125
MMP21	0.4845
PPM1B	-0.5095
SUV39H1	-0.35325
AAMP	0.2935
TUSC4	1.544
MBD6	1.144
KLK13	-1.41075
FMNL3	-0.103833333333333
TRIM13	-0.0240833333333333
C15orf5	-0.95175
IQCF1	-0.126125
CACNG8	-0.4185
SLC35D3	0.516
ZDHHC9	1.537
ODF3L1	-0.02525
C9orf86	-1.3129
TSEN2	-0.5535
C17orf64	-0.1325
SEPX1	1.4902
TSPO	0.805333333333333
SYMPK	-0.2155
ADORA1	0.92925
TSPAN10	0.723125
SEMA6C	0.338333333333333
RTTN	-1.0136
IL2	-0.137
ARRDC3	0.331333333333333
TBPL1	-1.2135
STX12	0.0435
MRPL39	-0.82325
OR8H3	0.9245
IFIT5	1.28833333333333
CASC5	-2.94325
FAM46A	-1.46083333333333
HPCAL1	-0.554875
CYLC1	0.5065
VGLL2	0.0318571428571429
C20orf191	0.1605
CDH1	3.03308333333333
ITPA	0.39125
CCDC101	0.83675
D15Wsu75e	0.593
EDA	-1.80875
CREG1	-0.52325
OR7G2	0.7625
SAP18	0.756083333333333
IFIT1	2.213
CALML3	-0.602
FLJ37440	3.0935
FNDC5	-0.029
SERPINB6	-0.560285714285714
JUNB	1.5115
SYS1	2.44925
SCN2A	-0.549
ZKSCAN5	-0.3341
WNT7A	-0.153666666666667
TSHZ3	1.56575
RNF148	-0.92975
H6PD	-0.679
CAD	-1.58483333333333
ZNF449	-0.41925
DOCK10	0.1795
FAIM2	0.3985
HEXDC	0.8775
PRB1	0.27
C14orf148	0.0005
ETHE1	1.332
IRF5	1.4463
GNMT	2.43333333333333
MGC16291	-1.926875
RPAIN	-0.654285714285714
CAGE1	0.421
CNTNAP3	-3.502
ACTR1B	-0.38325
EEF1E1	-1.486
MSX1	1.651
ESF1	-0.4787
HSPC171	0.603
MRPL2	0.0881666666666667
RDH12	0.0108333333333333
CELP	1.1195
METRNL	0.67825
C10orf116	4.30866666666667
C19orf48	-0.84025
ZNF346	-0.0155
NCR1	-2.0785
C10orf64	0.504
CD52	1.14525
VPS18	0.840625
AP4S1	0.437166666666667
NPBWR1	0.2335
TPK1	0.3145
UBA52	-0.318388888888889
RIPK1	0.774833333333333
CPNE3	0.8796
HSPC159	-0.889875
C8orf38	0.262
LRRC4B	-0.261
PARP10	0.6845
ANKRD50	0.18975
CXCL9	6.08075
FGF18	0.213818181818182
EIF2A	-0.1825
SLC20A2	1.65033333333333
KIAA1549	-1.53333333333333
SPINT1	2.714
ZNF584	0.1295
CRBN	-0.7835
ABCF3	0.83
NCBP1	-0.822833333333333
PLA2G4F	1.0935
PCDH10	-1.450875
TTC21A	1.32875
C20orf144	0.554
FGFR1OP2	-0.137166666666667
SLC9A1	0.1797
CHRND	0.0315
FOXF1	-2.80025
KIAA1467	3.25025
TPO	-0.897666666666667
LTF	-1.23778571428571
DNAJB9	-0.25125
MRPS27	-0.05125
bA16L21.2.1	-0.62025
WBP2	1.26916666666667
MRGPRX3	-1.61733333333333
PRPF18	0.38575
C10orf58	1.356
SMOC1	-2.5627
ADAT3	1.23033333333333
TMEM138	-0.16125
TMEM131	-0.2995
TIMM8B	0.231
MYH7	-0.637666666666667
ST6GAL2	0.30375
KIF1C	-0.54125
SUHW2	-2.2375
PAPSS1	0.655
CABP2	0.236
HOXA4	-2.30175
ELF2	-0.96275
SEMA3D	-0.2376
MC5R	0.78
OGFR	0.286
FLJ30092	0.294666666666667
TGFA	-0.8591
MMP17	0.73
KIF15	-1.281
CHIA	1.42375
CATSPER3	1.45225
CEACAM7	0.0743333333333333
PADI2	0.8735
HOXA9	-1.03333333333333
LNX2	0.286666666666667
TMEM144	2.68
HIF1AN	2.02425
METTL7A	0.2659
C6orf165	3.546
KIAA1468	-0.040875
DSG3	-2.547
ZNF180	-0.270833333333333
EIF4E3	2.6985
SLC46A1	0.581125
DKK1	-6.54183333333333
ZNF205	1.208
LOC162073	1.27061111111111
COX7A1	4.63525
MAGEA1	-4.33983333333333
NEDD8	0.851916666666667
KLHDC5	0.259777777777778
C3orf19	-0.1775
MRPS2	-1.355
POLR3H	0.4445
ABHD11	0.9805
TMEM17	0.64625
PAIP2B	0.3334
MAT1A	-2.95775
LGI3	0.6825
THUMPD2	-0.535
TKTL2	-0.09275
XAGE3	-0.964333333333333
CALM3	0.59375
C6orf136	0.284166666666667
KCNC4	0.249166666666667
RGS9	-0.113833333333333
ACIN1	-0.950833333333334
SPATS1	0.46775
XKR8	0.16875
FAM84A	0.55825
MS4A7	4.50227272727273
AGXT2L2	0.4935
OR1F1	0.5315
SMAP1L	0.44725
IPO11	-0.0805
ZC3H11A	0.0055
C1orf151	0.128625
RNASEH2A	-0.49675
CCR10	-0.687
TXNDC11	0.92175
TMEM112	2.023375
MAP1B	-1.97657142857143
NVL	0.96525
PKM2	-0.2543
ARC	-0.86225
NUP54	-1.4415
PPFIBP2	1.7535
STAT2	1.37
PTAFR	0.775666666666667
ROBO2	-0.71425
RNF40	0.956833333333333
CCDC135	0.0556666666666667
IFT81	0.6693
MORF4	-1.23525
TM7SF3	-0.06525
OR10H3	0.812
ABP1	0.18475
CHRD	1.841125
PLEKHA8	-0.236666666666667
NCALD	2.92108333333333
OR5AK2	0.3095
ACCN1	0.8115
SLITRK1	-0.426666666666667
ARMET	0.4585
C9orf52	2.62325
REEP4	1.3435
MTSS1	-0.010625
ADH1B	1.8685
DLD	-1.63125
CDK5	0.413
PPFIA1	1.6941875
WFDC3	2.13475
DNAJB12	1.06742857142857
RANGRF	-0.6345
MLANA	-3.64075
AMY2B	-0.8035
KIAA0319	-0.7835
RPS7	-2.034
JAK3	-0.1073
ARFGEF1	1.8525
CXCL5	0.758666666666667
TRAPPC4	-0.22275
CETN2	1.13375
HSPC111	-0.42975
RHOBTB3	0.1792
PHLPP	-0.364
RGS10	0.841
TMEM58	1.73475
CHERP	-0.22075
HSP90AB3P	-1.682
FSTL3	0.048
PEX11A	1.2775
OR5V1	1.0965
FCN3	2.44825
PTPN3	-0.50875
NPTX1	-4.889875
C21orf84	-1.4045
C11orf51	0.46775
ZBED2	-0.05125
FLJ90757	0.27625
NPY2R	0.5965
PLD3	0.66075
SYT17	3.57716666666667
SGSM2	-0.749
OR1A2	0.26325
FOXP1	1.666125
SLC5A1	0.17175
POFUT1	-0.0469
EPHB6	-2.49266666666667
MYO1G	-1.334125
STAC	-2.5559
KLHL17	0.142833333333333
RGMA	-0.2449
TJP2	-1.4586
FAM114A1	0.451833333333333
SERINC1	1.49875
SLC9A8	-0.30775
PEX19	1.189875
EDN2	1.13925
PSMD7	-1.63955555555556
C3orf41	-2.217
UQCR	0.16975
PPP1R3C	1.53625
LRP4	-2.25233333333333
TM2D1	-0.49375
TTC17	0.7081875
C4BPB	-2.5615
CCL25	0.65125
ZNF253	-0.902833333333333
CHRNA9	-2.12275
SOX11	-1.219
HIVEP3	1.0745
CGN	3.34075
C3orf35	0.162375
PKD2L1	3.33875
SYVN1	0.322125
PDE8B	2.0345
LOC439951	0.517
LTC4S	2.78683333333333
MIF4GD	0.944666666666667
SMARCA2	1.897
TUBGCP6	0.213333333333333
CABLES1	-2.707625
C16orf77	0.949666666666667
ZNF791	-0.50025
FUT5	-0.161
ADH6	-2.1074
P4HB	0.7535
CLDND2	-1.18325
ALKBH8	-0.9995
PLAC4	-1.5935
F11R	1.472
MGC35295	1.19683333333333
PDZD4	0.0151666666666667
LOC389073	-0.8365
FAM80B	0.6725
PSMB1	-0.155
TXN	-1.78433333333333
VIPR1	2.3866
WBSCR18	0.6731
EXOSC6	-0.104333333333333
ACTA2	3.32816666666667
SP5	-1.09216666666667
ANKRD1	-2.3675
DDR1	1.9912
ATP6V1D	0.29375
PTGS1	-2.02725
RNF157	-1.71825
DCC	0.36325
SPAG7	-0.27525
FBXO18	0.73025
UBE3C	-0.3803
HOXC6	1.6705
LRP2BP	-0.314
MYST2	0.6095
PDSS2	-0.32075
ATE1	0.30175
ARAF	-0.36325
KLF10	-0.75575
PLA2G2E	-0.20375
ASCL1	1.25166666666667
TSNAXIP1	2.86075
FAM131B	-0.030875
IFNA10	0.85
NUP43	-0.240125
FAM44B	0.62
L1TD1	-5.03666666666667
NMD3	-1.28983333333333
C18orf54	-1.7671
PHOSPHO1	0.115
RAG2	-2.0715
EMILIN3	0.1895
METTL3	-0.15625
VPS13C	-0.87475
REXO2	-1.568
ANXA4	-0.6315
CA1	-1.10125
DCP1B	1.5125
TULP3	-1.06583333333333
ATP2A2	-0.337642857142857
ATIC	-0.59525
ADAM15	-0.0836666666666667
NPL	0.788166666666667
LGR4	-1.731625
UEVLD	1.25483333333333
GAB1	1.2075
SNAI2	-1.1215
ZGPAT	0.9318
SNF1LK	-0.071
DLEU1	-1.67075
UBE2Q1	0.81275
ZMYM6	-0.4446875
JPH3	-1.592
FAM38A	-0.314333333333333
PXK	1.356
DENND2D	1.99875
BAX	-0.564916666666667
CP	0.199181818181818
RPL37	0.1862
G6PC3	1.35925
NCOA4	-0.647166666666667
LRRC14	1.065875
GORASP1	0.873
FCHO2	0.375375
CYP24A1	-2.6983
FXYD3	1.749625
SMARCAL1	0.238
ABCB8	0.675666666666667
CCDC44	0.58575
PRDM7	-2.99325
USH1C	-1.12675
DNAH5	0.3965
SRF	-0.71625
MAL2	2.2715
PGPEP1	0.0890833333333333
SIN3B	-0.682
SEMA3C	-0.0755
GRAMD3	1.1795
FBXO10	-0.10075
OR5D13	0.272
FLJ31818	-0.227625
CACNA1I	0.494875
S100A13	1.01
TP63	-0.527384615384615
ANXA11	0.9031
WDR66	1.7605
CSF2RB	0.4295
IFI44	0.382
DACT1	1.30666666666667
ANKRD23	-1.35525
ATP5G1	0.0996666666666667
C21orf70	0.296333333333333
PPWD1	-1.4945
DNAJC13	0.00974999999999999
PAH	-5.42766666666667
PTCH2	0.9215
TRMU	-0.93575
CCDC9	1.551
USP3	-1.5025
DCLRE1C	0.0094
FAM55C	0.91
FRMD4B	0.1005
CYP2R1	0.79125
RFPL1	-0.2624
XPO5	-0.34875
ARL6IP2	0.06
OSBPL5	1.93275
MMP9	4.724
KIAA0802	-1.332875
DHRS2	2.80833333333333
SGEF	2.5395
TXNDC10	-1.5326
EXOC6	1.16325
RPS27	1.04083333333333
PNCK	-0.997666666666666
FSTL1	-1.2455
AACS	1.21725
SLMAP	1.15583333333333
SAMD4A	0.2662
ABRA	-0.05475
SMARCD3	1.2045
PKNOX2	1.26083333333333
A4GNT	-0.367
C9orf39	-2.71483333333333
RALYL	0.39925
MGC33556	-1.4715
C10orf25	-1.21
BBOX1	0.14
NHEDC1	0.668
XDH	-1.47625
GCSH	-1.7105
EDN1	1.743
MTERF	-0.52825
CLK4	0.780625
ZNF799	0.237
KCNG1	-1.967875
CXCR4	-1.21883333333333
PTPRR	-3.35325
IRAK1	-0.860375
LOC401397	-0.56
TMSB10	0.198785714285714
CXCL3	-3.2215
TMC4	2.856
OR7A10	0.355
STYK1	-2.098
CHRNA10	-0.31725
CCNI	-0.24475
EP300	-0.182857142857143
LOC165186	-0.3375
HIC2	-3.2335
SDR-O	0.367
OR2W1	0.3355
KCNA6	0.074
TRIM74	-1.1125
REEP6	2.628
ATP5G2	0.99625
ERG	0.14275
TMEM42	-0.0465
PARN	1.07033333333333
SOD2	0.2923125
DIRAS1	0.4645
PNPT1	-1.93025
JOSD3	-2.0105
hCG_40738	-1.1115
PDE1C	-1.94
SEMA4D	0.19025
AGPAT1	0.365
NOSTRIN	0.22325
MAP3K3	-0.178666666666667
MAX	0.376357142857143
CAPS	3.64433333333333
SERPINA12	0.4815
OSBPL8	-0.23725
RICS	0.8041
NR4A2	0.8575
PPCS	1.06983333333333
LONP1	-0.83025
SCYL3	1.634
HERC2P2	-1.978
FIBCD1	-0.23
C15orf41	-1.11725
DMC1	-2.371
C20orf27	-0.519
RPS6KA5	0.3112
FAHD1	0.5725
SLC12A4	0.13725
BRCA1	-0.37975
GBL	0.431
SLK	0.218666666666667
NUDT9P1	-2.387
NOXO1	4.493
USP52	-0.3095
BAZ1B	0.441375
SLCO2B1	1.722
BBS12	0.661833333333333
LRGUK	-0.8695
TERF2IP	0.24525
COL1A1	5.2835
KIAA0090	-0.303125
GRK5	-0.8665
AP1S2	-2.323
TMEM52	0.0885
CA11	-0.556
OR4A15	0.569666666666667
ACBD3	0.9775
SPAG11B	-0.466
PRDM2	0.5572
FOXP3	0.36875
SMYD3	0.5549
LOC389199	1.099
LGI2	0.862333333333333
NAPE-PLD	-0.3425
ANKRD6	-0.8435
WDR45	0.550166666666667
SHROOM1	-0.69325
PSCD3	0.054
PYY	1.775
KCNC1	-2.888
ARHGEF9	0.7867
OR8J1	0.83525
GPR55	0.1985
NS3BP	-1.587
C10orf22	-0.0925
NAT8L	-0.3775
DUSP4	0.577333333333333
FOXM1	-0.755666666666667
GRAMD2	-0.4201
ZBTB48	0.7125
BUD31	0.0145
PABPC5	-0.132
CCDC41	-0.10825
FBXO11	-0.725666666666667
C6orf148	-0.79575
RFXAP	-2.16675
C6orf15	-0.122
CDK8	-0.938333333333333
C6orf70	0.801625
TESSP2	-0.213
ALG2	-0.3595
PPP1R3D	0.377
TPM3	0.768555555555556
SYT13	-3.091
EPB42	-0.711
CETN3	-0.517
PRY	0.405
NTHL1	1.66433333333333
POLR2B	-0.7435
RPS28	0.409083333333333
P2RX3	0.82675
LYZL4	0.10325
WBP4	-0.291
PMM1	0.2325
C11orf79	0.1855
CBLL1	-1.21925
IL1F10	0.604166666666667
VAX2	1.3895
SETDB1	0.646
LRAP	-1.56766666666667
GCLM	-0.323333333333333
CPEB3	3.34225
PPM1A	0.2771875
INTS1	-0.7725
CAMTA1	-1.04541666666667
SAMSN1	-3.23125
LOC158830	-1.84033333333333
GMPPA	0.39
AIPL1	0.828333333333333
IL24	0.503416666666667
BDKRB1	-2.42033333333333
MLF1	-1.2458
TAF12	-0.17025
ID1	-2.573
THADA	-0.125875
PIK3CB	0.14725
OR4N5	0.2085
TBC1D17	-0.273833333333333
COX8A	0.641
CDCA4	0.28725
C2orf44	-0.47675
ZNF534	-0.8265
IMMP1L	0.912
NIPSNAP3B	-0.9445
FTMT	0.70675
PWP2	-0.261
MMP15	0.6866
DNAH11	-2.6225
MTMR14	0.209875
DNAL4	1.11975
IPP	-0.2145
TMEM59	1.112375
C1orf157	1.8235
RGS4	0.143333333333333
DDX18	-1.10233333333333
SNX6	-0.30625
ZNHIT2	1.1105
NCDN	-0.3045
FLJ33534	1.65525
RAG1	-2.64975
OR4D10	0.941
PTPN5	0.297166666666667
POMT1	0.6225
LRRC8A	-0.4257
CYP1A1	-1.1965
CAPN1	-0.169333333333333
DDHD2	0.03975
GRIK2	-0.1215
GNRHR	0.591
PPBP	0.00974999999999999
HTR3A	-0.733125
SLITRK4	-0.3685
ANKRD49	-0.7125
BTF3	0.2274
SARS	-0.22825
C13orf18	-0.535166666666667
CACNB1	0.211769230769231
QKI	-1.18372727272727
SETMAR	0.27175
MAN2B1	0.6335
EML3	-1.24725
ACADL	-1.01416666666667
OFD1	-0.499125
DEFB114	0.271
CGA	-3.2883
PEX16	1.427
LRRC10	-0.4505
GNG12	-1.3375
C1orf152	0.824666666666667
CHRM1	0.7675
CD53	-0.667875
DBH	-0.81475
TFAP2B	1.988125
HIST1H2BJ	-0.12
FAM46D	-0.1215
TMEM11	0.63075
C3orf32	-2.971
PCCB	-0.124125
IPO13	0.3235
C6orf105	-3.49425
COMMD5	1.637
SUV420H1	1.2024
LTBR	1.491
ARHGAP15	-2.1765
HDHD2	-0.20925
TDRKH	1.117
LOC401052	2.672
PSG4	-0.7955
GNB4	-2.2572
SPATA4	0.9045
SLC9A3	-1.3375
OSBP	0.5285
NBPF3	-1.11658333333333
DOCK11	-1.787
SLC39A5	-0.910333333333333
PRR5	0.5861
C10orf63	0.0225
SMTNL2	-2.4245
ADRA1A	-0.422666666666667
ASAH1	2.3466
DOM3Z	0.3458
GIPR	1.14816666666667
AHI1	-0.711166666666667
NADSYN1	2.42533333333333
RGS14	0.447
IL18BP	1.2263
RTN4RL1	2.71533333333333
ARMC6	0.1575
PSMD5	-0.668666666666667
HK3	2.1213
OR4S1	-0.208
RSU1	-0.8471
MAD2L1	-3.65011111111111
EIF4A3	0.66875
DLEC1	-0.410833333333333
E4F1	1.482
CHMP2B	0.7585
CAMSAP1	-1.261
RPS21	-0.453666666666667
ARID5A	-0.26675
UBE2N	0.5074
IGSF8	1.71133333333333
MAGEB6	-0.17
ACAD11	-1.0771
MGC4172	0.05475
LMO4	-2.58325
KLKB1	-0.88175
HP	-0.99
HDAC3	0.29125
SCHIP1	-0.1565
CLCA1	0.202
OLFML2A	0.8145
C1orf112	-0.79275
KIF19	0.378083333333333
HAPLN4	-0.1143
CXCR7	0.155666666666667
GOT2	0.7165
RAB38	-0.901125
DCX	-1.18175
PPM1H	2.17575
NFYC	0.579416666666667
KIN	0.69375
ZNF228	-0.048
PLSCR4	1.35216666666667
HIG2	1.08075
FAM79B	6.4595
C21orf86	-0.6313
KCNK10	-0.18525
ZNF738	-1.219875
FSTL5	-1.8286
