Hybridization REF	TCGA-BH-A0DQ-11A-12R-A089-07
RNF146	1.49075
WDR74	-1.045
GALP	-0.7565
PURA	1.38475
DNPEP	0.295833333333333
RP11-78J21.1	0.38575
ERBB2	1.9255
FANCM	-0.55025
NEO1	0.993
DDX3Y	-4.9868
RPS3A	0.67075
MXRA7	0.244642857142857
LGALS3	0.404666666666667
GLT8D1	0.386
CFL2	-0.816333333333333
UPB1	0.06125
NAP1L5	0.2855
CLDN14	-2.5425
DHX38	-0.5125
BTBD1	-0.2385
TARS2	-0.925666666666667
ABCF1	-1.0093
FCF1	0.140166666666667
LRRC49	0.4365
GUCY1B2	-2.4255
C1orf177	0.266
SMARCA4	-0.763571428571429
LRP8	-4.14883333333333
TAGLN3	-0.00349999999999995
MRPL14	-0.98425
TTRAP	0.577
ZDHHC20	0.42325
NFE2L3	-1.8835
KIAA1377	1.470375
PALMD	1.9944
TMEM43	0.341
TTL	-1.8715
STAT5B	-1.10216666666667
SSB	-0.786375
OR10H5	0.349
SLC22A13	-0.363
AKAP3	0.677
TIMM23	-0.339666666666667
OAS2	0.74375
KIAA0423	1.7035
TRIM11	-0.0798333333333333
GLIS3	1.072875
TMEM50B	1.08366666666667
ARHGEF4	-0.2295
DEGS1	-0.294363636363636
TBL1XR1	0.4564
G6PD	-2.06625
SP140	0.2895
MUC17	0.0945714285714286
NUDC	-0.6287
DNAJC5B	0.461166666666667
SCARA3	0.2065
CPA3	5.76933333333333
BCAT2	-0.1285
MFN1	-0.0721
NRG3	-0.0375
SNX11	0.263
PLEKHH1	0.0493333333333333
GPR177	1.0935
HCFC2	0.4025
TCAP	0.43
MOCOS	-0.75275
C14orf93	0.249
PRDM10	0.153166666666667
SLC16A4	1.69316666666667
SRGAP1	-0.0761666666666667
VIP	1.1685
DUSP27	0.337
LILRA1	0.6059
MC2R	-0.238
MGC24103	-1.189
MBTD1	-0.47
FUT11	-0.879333333333333
USP33	0.7436
C15orf39	-0.7445
MAP3K12	0.071125
PAAF1	-0.613833333333333
BARHL1	0.1005
FLJ16165	-0.224
PIWIL2	-2.46975
SYNE1	1.00766666666667
CMTM4	0.826375
TSPYL1	1.3709
GUF1	-1.06766666666667
TMEM157	1.068
WDR44	0.04875
HIST1H3C	0.0455
DKFZp666G057	1.486
RNPEP	0.09375
GAS2L2	0.8375
ADH4	-4.1035
GRPR	2.8715
FBXL17	-0.47125
ZBTB10	0.665583333333333
Gcom1	0.928388888888889
HTRA1	1.0645
ZNF585A	0.459666666666667
SLC26A2	0.439142857142857
OTOP3	0.00683333333333333
WISP1	-0.0667777777777778
ATP2B4	-0.50975
FLJ10769	1.0385
CRAMP1L	0.27125
CHST12	-0.45575
RAB22A	-0.0734166666666667
TARDBP	-0.169214285714286
STAU1	-0.26125
CRB3	1.5485
MIG7	-1.80775
CHMP1A	-0.206833333333333
ZNF160	0.527
B3GALT6	-0.20025
BARX1	-0.593
C6orf167	-1.1000625
NXNL1	0.0055
DHX29	0.2315
HADHB	0.20925
PLXNB2	1.05475
ILDR1	-0.4335
SLC15A3	1.2
GAS2	1.411
C20orf69	0.13825
NUMB	0.18025
TNIP1	0.45975
MESP1	-0.239
PSKH1	0.03275
NSFL1C	0.179375
RHOG	-0.251
HEY1	-1.124
KNG1	-1.561625
ITGAX	0.9144
LIN9	-0.971166666666667
CANT1	0.886625
XRN1	0.328
CCDC96	1.2783
HEATR6	-1.6145
GNG7	1.53108333333333
RUNX2	0.137125
SOX1	-0.390666666666667
FCRL5	0.7378
ZNF99	0.74825
FAM9A	1.577
SNX22	-0.309333333333333
MBNL3	-1.81966666666667
ODC1	-2.0251
ADORA2B	-2.17083333333333
NR2F6	-0.40475
ZFYVE16	0.4565
SYNJ2BP	0.6662
POLE	-1.228875
E2F2	-2.1645
THRA	1.8285
PTGES2	-1.17966666666667
HIP1R	0.593
TMUB1	-0.929833333333333
ENO3	-2.03675
RSPH10B	-0.546
CXorf39	-0.13675
IRGC	-0.0305
GPR109B	1.8525
FLJ13305	-0.7285
LCE3A	-0.262
TNFRSF18	-1.6425
DET1	0.63725
TRPM3	0.220833333333333
C16orf79	-1.6805
FECH	0.200666666666667
RAP2A	0.0861666666666667
CRIP1	0.413333333333333
AZIN1	-0.328375
SLC7A7	2.36525
IL10RA	0.4131
TMEM64	-2.04525
CDC42EP4	1.4943
C16orf58	-0.2822
ARG2	-2.39375
POU5F1P4	-4.702
FAM62B	-0.2415
DNAH8	-2.3722
ASH2L	-0.2795
TSLP	0.320166666666667
CNTNAP5	-0.301333333333333
TMEM16C	0.726
IFNA14	0.0665
SLC1A3	-0.460625
CABYR	0.46775
BCL7B	-0.3429
NUDT13	-0.36
C13orf28	0.1185
C1orf53	-0.965
ARL6IP4	0.2296
RPL35A	0.4005
EMR3	0.46425
RAB40C	0.17825
SLC41A1	-0.403166666666667
LRCH1	0.743
LY6G5B	-1.296
FAM124A	-0.151785714285714
MGC10981	-4.20433333333333
CLIP3	0.9263
MAP4K2	-0.724666666666667
CHIC1	0.995
SULF1	1.6735
C20orf30	0.324214285714286
PRDM5	0.416875
ELOVL1	-0.36825
C11orf48	-0.922125
SLC39A10	-0.11125
KCNV1	-0.079
ACP1	-0.0531666666666667
ZMYM2	0.171
B3GNT6	-0.108166666666667
C9orf69	-0.4335
C2orf15	0.6875
C20orf166	-0.568
HSP90AA6P	-0.612
EDG7	0.694
NEURL	-1.21775
LPL	2.97216666666667
CLEC2D	0.296642857142857
GRRP1	2.2615
CD8B	-2.6428
HIST1H3D	-1.98233333333333
SLC6A12	0.560375
FAM27L	-0.1665
CD84	0.8985
RASA1	0.54
PHKG1	0.07
MAGEA11	-1.485
IMPA1	-0.0293
NPM3	-1.54275
RARRES1	4.91275
SH3BP1	-0.71025
B3GNTL1	-0.8765
ARPC5L	-0.4305
KLHL26	0.1015
SIM2	-1.8105
GJC1	-0.51
C20orf194	0.60725
EXO1	-3.7785
SLC2A2	-1.95283333333333
LOC285074	-0.656
LRG1	1.99425
KIRREL	-0.512
PIK3R1	3.03478571428571
C4orf34	1.73275
MAF	0.118055555555556
ADCY4	4.006
ZMIZ2	-0.0698
SLC46A3	1.92233333333333
STAMBP	-0.167333333333333
CCDC16	1.0085
MS4A12	0.181
TCF20	0.39725
LRRC46	0.873
C20orf152	0.32075
MRPS6	-0.286
ABCB11	0.114
KCNC2	5.38516666666667
CDH19	-0.634833333333333
C9orf123	0.98
SSH3	0.60125
LDLRAD1	-2.7065
CCBE1	0.1075
ZNF135	1.48425
TAAR1	0.1885
WFDC12	0.407
CCDC42	0.1215
FLJ12529	-0.39225
PER1	0.549666666666667
TIMM50	-1.2955
SMARCAD1	0.0118333333333333
FAM26C	0.0015
TP53TG3	-1.88816666666667
SH3RF1	1.2112
LMCD1	1.2085
GPR63	-0.5715
FLJ21986	-1.26825
AIFM3	-0.4155
MICAL1	-0.997666666666666
BLZF1	0.970666666666667
IQCA	2.95966666666667
PCDHGC3	-0.283
SAC	0.2915
BCL6B	1.9935
DDO	1.0585
MARCO	3.55325
DCHS1	1.55666666666667
C1orf170	0.921833333333333
CD200R1	1.132
C22orf15	-0.9125
SEPT11	-0.450333333333333
ADNP	0.4165
UST	0.4639
C13orf34	-1.326
RFFL	0.345285714285714
APBA3	-0.2
C2orf60	-0.35575
CUTL1	-0.4843
PMS1	-0.354625
ZNF689	0.893
EIF3E	0.554833333333333
IL9	-0.642
RPL31	0.016875
LY9	1.02433333333333
ATP2B3	-0.11
KDELR2	-0.088375
TFCP2	0.535375
NLRP12	-0.624875
FLJ45422	-0.57325
TLE4	0.0346
ZNF570	0.505
FLJ43806	-0.2195
TLK2	-0.500375
CIR	0.8625
MARS2	-0.1265
COL24A1	-0.24775
SDF2L1	-0.6905
HIBADH	0.694
IGFBP3	-1.84642857142857
C12orf23	0.630875
PSPC1	-0.3475
C20orf43	0.15075
TRAV20	-0.2225
ARHGAP24	1.66725
KIAA1975	-0.206125
C1QA	3.0382
DNTT	-4.42616666666667
C10orf6	-0.13575
C11orf41	-0.00775000000000001
HNRPF	-0.238875
COL11A1	1.09916666666667
UBAP2	-0.636
CDKN2AIPNL	-0.908
C20orf174	3.42375
SPRED2	0.43075
PLA2G12A	-0.0645
ICEBERG	-0.959833333333333
SCN10A	0.158
C11orf65	-0.45825
GBP5	3.1595
PITPNC1	-1.56433333333333
POU3F3	-0.237
NCOA7	0.608875
LIN7C	0.3165
LOC348840	-1.08
NKX2-2	-2.706
ANKRD13D	-0.47075
LOC123688	0.11425
FUT2	1.16933333333333
TAAR8	0.4765
FZD4	0.88125
PNMA3	-0.489333333333333
OR4L1	0.1755
WIT1	-2.2155
EXOC3L	0.99675
ATPBD4	0.2617
KRBA1	-0.48225
UBXD6	-0.64525
HOXB7	-0.900285714285714
C7orf23	0.203
UNQ338	1.70575
STAB2	2.918
CDC20B	-0.34075
IRF9	1.45875
CENTG1	0.280916666666667
TNPO2	-1.10875
MCPH1	0.1925
BMS1P5	-0.118
SLC26A7	1.20625
HIST1H3J	-0.462
C9orf3	0.8197
LBH	1.031625
MYO1D	0.327125
PTDSS2	-0.6135
NFU1	0.31575
DEPDC4	-1.165
WNT7B	-0.4626
GLP2R	-0.443833333333333
SETD4	-0.2129
DYNLT3	-0.3043
FKBP11	-0.0583333333333333
SESTD1	0.4645
FLII	0.48625
RPS16	-0.186
CHPF	-0.1435
CSNK2A1	-0.519833333333333
SUMO1P1	0.30925
FKBP6	-0.823
ZNF214	2.35583333333333
TWIST1	0.679666666666667
DDX56	-0.966
TRAM1L1	2.3614
EPO	-3.27
MRPS18B	-0.3975
ZNF682	-0.239833333333333
RPL14	0.203
MAFF	0.16775
LOC51136	0.15175
LY96	-0.279
DDX20	-0.3505
ABTB1	0.810166666666667
ARL5A	0.1914
CCT6A	-1.45025
HEPACAM	-0.162833333333333
EHHADH	0.254333333333333
RBAK	0.168666666666667
CGB1	1.25675
ITGB5	0.3447
YIPF3	0.7765
FKBP2	0.13725
NR1D1	0.4693
TMEM110	-0.419
NEK2	-3.94616666666667
PRAMEF8	-3.635
C20orf52	-1.14133333333333
PCDHGA3	0.2515
VWA3B	0.34575
NDUFA5	0.45
THAP9	0.4685
FLVCR2	-0.883833333333333
AP1S1	-1.798875
SMAD6	-1.04675
SAV1	1.43725
SAT1	1.949125
ZNF251	0.76375
ADAMTS7	-0.3682
RPP38	0.288
C1orf211	-2.23
YPEL2	1.39385
RBMS1	0.34625
ZNF445	-0.290166666666667
NRXN2	0.929166666666667
PGBD4	-0.399
UGT2B28	0.7505
WBSCR16	-0.5736
NLRC3	0.188625
ASTL	0.74725
ST6GALNAC1	-1.56125
ZADH2	0.6145
MLLT4	0.535166666666667
ARL6	0.190166666666667
MEF2C	1.19375
CBFA2T3	-0.3245
AFF3	1.36992857142857
COG7	-0.0518333333333333
MYB	1.1135
PLXNA3	-0.884
XRCC2	-2.2465
MMS19	-0.355875
ST8SIA5	-0.651
CHPT1	1.45433333333333
KIAA1712	-0.296
OR6X1	1.011
ACTR3	-0.08525
UGCG	0.350333333333333
OR4P4	0.494
ZAP70	-2.8825
LPP	1.665375
ZNF485	-0.045
PTPRCAP	-0.2435
IL12RB1	0.0905
ATRX	0.6246
CHST8	2.420875
C14orf109	0.75475
ARV1	0.39525
NMB	-0.306428571428571
COX5A	-1.26633333333333
EIF6	-1.102
MPPED2	1.98216666666667
SEMG1	-1.901
CHRDL1	1.41
TRAF3IP2	1.307
WNK2	0.025125
LILRA4	1.26916666666667
LAMA2	4.908
PXT1	0.1335
RLBP1	-2.44125
CD300C	0.25175
SLTM	0.270375
FLJ10404	-0.3156875
APOBEC3D	-2.74216666666667
RENBP	-0.376666666666667
ATXN7L1	0.2265
NID1	1.0895
TUBGCP3	-0.7015
ITIH5	2.03761111111111
CCDC110	3.051
C8A	-3.141
MGC87042	-0.56775
HOXC13	-1.44375
TFDP2	-1.1065
HCP5	1.046125
POLI	0.76475
UCN	-1.47016666666667
ZNF764	-0.0838333333333334
C8orf45	1.10275
FHL3	-0.12925
SPATA5L1	-0.797
MMRN2	3.11283333333333
NDST1	0.532666666666667
COL20A1	-0.724
ZNF248	0.2555
PELP1	-0.6455
MBL2	-2.1955
RNF41	0.435875
C5orf24	-0.038375
THOC5	-0.586125
SERINC3	0.88625
RP11-151A6.2	0.431
CDCP2	-0.4615
HIST1H2AA	-0.142
C11orf75	0.372833333333333
FKBP7	0.39725
DDOST	0.024
GPNMB	0.355166666666667
TTF2	-1.94466666666667
KCNT1	-0.128333333333333
SLC39A14	-0.740375
NGRN	0.5221
GPR137B	1.06575
MECP2	0.443375
PSMA1	-0.76775
C16orf73	-5.06925
TMEM60	0.168
CSN3	1.267
NOS1	-0.272
RAB7L1	-0.156333333333333
YBX2	-1.223
KIAA1166	-0.113625
FUBP3	0.159333333333333
ABCG1	0.2335
ACACA	-0.50225
ARL11	0.8545
ATOH1	-0.082
ODF1	0.2825
CREB3L3	-1.858
TMEM127	0.822714285714286
DSCAML1	1.4975
PLN	2.622
LYPLA1	0.268416666666667
PRDM9	-1.4845
SASP	0.9845
PLUNC	-0.0446666666666667
INTU	1.18275
HISPPD1	0.31725
LNPEP	-0.0656666666666667
YARS2	-0.582833333333333
APCDD1L	-0.416
ZCCHC4	-0.2146
FBXO22	-0.426333333333333
TTLL13	-0.56
ZNF669	-0.376833333333333
PTGDR	2.3515
DDX27	-0.24775
KIAA0409	-0.192
GJB6	0.3565
ASB8	0.9655
PLP2	-0.308
MEPE	0.27925
OR10J5	-0.024
KRT222P	3.3955
COQ7	-0.223833333333333
C1orf101	1.77375
RERG	3.7055
CHMP5	0.2155
THAP11	0.239875
ZNF43	1.09683333333333
ZRANB3	-0.5865
KRT13	4.14525
MRPL19	-0.578125
RBBP9	0.304875
SPATA17	0.548625
BXDC5	0.147166666666667
PAFAH1B1	-0.456
MAGEE1	0.49075
OSTF1	0.1835
KIAA0323	0.166916666666667
TXNDC13	0.7575
CNTN4	2.141
LCE1B	1.616
UNQ501	0.089
ZNF154	0.882
C3orf64	1.42825
SYT5	-0.4228
PON1	1.046
FLJ10357	0.1155
ATP4A	-0.2045
GNPDA1	-0.508333333333333
MGAT1	0.515
C14orf121	-0.032
SLC35B2	-0.05575
MIER3	0.2555
CHEK1	-4.293
ZNF8	-0.302166666666667
TXNDC1	-0.0653333333333333
CKB	-1.8497
RTN3	0.0170714285714286
FZD2	-0.8165
PART1	1.7405
PSMB6	-0.36225
PCDHB8	-0.088
PHC3	0.4588
PPP1R8	-0.357833333333333
NOVA2	1.236
TNFRSF11B	-4.979375
GOLPH3	0.543333333333333
UBLCP1	0.009
SUHW3	-1.24275
TTLL1	1.184
OPN4	-0.102
OR13G1	-0.7325
ZPBP2	-0.470333333333333
HSD17B11	-0.383125
C9orf50	0.1115
DHDDS	-0.0127142857142857
CTSW	1.3195
NEFM	-1.95433333333333
MRPL28	-1.07925
SYN1	-0.380166666666667
PIGV	0.791333333333333
ZIM2	0.30425
APBB1	0.772166666666667
SND1	-0.283
C1orf123	0.18
CHD3	-0.24075
BHLHB8	-0.05275
RNASE2	-0.335
BCAP31	0.08175
SLC25A44	-0.205166666666667
CHD6	-0.1343
PIB5PA	1.78130769230769
SELS	0.444
LOC541471	-1.82725
FAT2	3.1445
ZNF81	-0.304
OR4C16	0.085
FLJ10081	0.494
LRRC4	0.14875
CS	-1.09683333333333
N4BP2	0.32125
IGFBP7	1.85225
ZNF318	-0.0304166666666667
NDNL2	0.6055
ZNF609	0.45025
SIRT4	1.094
EXOSC10	-0.211
ECE2	-0.029
OVGP1	0.09175
GTPBP3	-1.34575
PACS2	0.0237
C19orf36	-0.5555
ARL4C	0.00375
ATG4B	-0.338875
UBQLNL	1.59175
RHOXF2B	-3.739
PLEKHG2	-1.195
GALR1	-0.4615
AQP4	1.1395
HDAC7A	0.212333333333333
DCUN1D3	0.148
OR8A1	0.2765
CCRN4L	-0.98125
CBR4	0.140333333333333
KIFC1	-3.302
SLC7A14	-0.449333333333333
LHX5	0.4615
TRPC7	-0.2535
LPXN	-1.10725
SERPINA1	1.07175
RPS13	-0.1433
BPIL3	-0.668
PRKAA1	-0.452
FADS2	0.2161
ENAH	0.28475
PRO1768	-0.3685
APBA2BP	-0.849
LIPH	2.17216666666667
C3orf33	0.1305
RCC2	-0.875785714285714
ALDH1A2	-2.0916
RNF103	2.12075
AHCY	-0.467125
ALG12	0.2725
CCL17	0.024
ZNF543	0.907333333333333
ESRRG	2.499
CNGA1	2.00975
RDH5	0.110666666666667
OTX1	-1.5191
PTGFR	-0.2205
CDR2	-0.658375
SELE	2.50725
NLGN2	-0.459833333333333
EXOSC9	-0.90175
ZNF566	0.715166666666667
KLRC2	-3.3375
GPR12	-0.048
KIAA0196	0.2985
PDRG1	-0.105
SSR3	-0.264285714285714
MSI1	-0.841
CST9	2.8385
CC2D1A	0.024
PLAGL1	1.46355555555556
ZNF778	-0.466
RNF2	0.43675
KLF6	0.869166666666667
THBD	2.41566666666667
tcag7.1314	1.60475
NR5A1	-0.334833333333333
ABCD2	0.4315
DNAJC7	-2.2335
CLEC4C	-0.0645
TM2D3	1.261125
CCDC4	-0.8465
PLAC2	-1.988
DCD	5.4815
FAAH	1.787125
POLA1	-0.9665
TM7SF2	-0.85975
FLJ39822	-0.566
FLOT2	0.074375
MAP4K1	-0.740333333333333
SRP68	-0.2995
C21orf74	-0.834
ARPC5	0.039
LOC126075	1.779
HECW2	0.669125
ZDHHC4	0.052
ANKRD42	0.8514
PDE9A	0.5465
ABCA8	2.84725
NDUFS2	-0.23725
UBR5	-0.00212499999999999
BTBD16	-2.7125
LOC554174	-0.6455
ZNF20	1.1615
KIAA1843	0.4635
WDR17	0.253875
C15orf33	1.2375
RNF113A	-0.26725
CAMKK1	-0.7982
CLCN2	-1.2425
ANXA6	0.0685
LOC340069	0.213
EMID1	0.518375
DPM3	-0.477583333333333
ELA1	0.0765
SLC25A13	-1.2477
KRT24	0.54125
SMPD1	0.138833333333333
TH	-0.181
COL6A2	0.604357142857143
ANKS1B	1.544
GPR126	-2.1707
ZC3H12A	0.377
TMEM47	1.42466666666667
C2orf51	-0.3525
C1orf88	1.97966666666667
HSF2BP	0.0715
AKAP10	0.72475
RPAP3	-0.3435
KLHDC8B	0.732375
STOM	1.0945
MUPCDH	-0.30475
C10orf72	0.358625
PLEKHA3	0.672583333333333
TCP11L1	-1.1675
CWF19L1	-0.114875
SPEF1	0.379
YSK4	0.35475
ELN	2.5748
SAMD8	0.215
MPI	-1.18
MEPCE	-0.1662
ABCC3	-1.045875
NANOGP1	-3.8235
KCNK17	2.000875
HLA-DMB	3.67616666666667
RRAGA	1.0105
ANGEL1	-0.59375
RBM32B	0.279
CPN1	-3.2355
MGC52282	-0.1622
HLA-A	1.03983333333333
OR9G4	0.08
EDNRB	1.009
SCD	-2.03728571428571
C14orf80	-1.96166666666667
BAGE2	-0.3405
RABL4	1.04283333333333
RCVRN	-0.237
SHANK1	-0.1225
NLRP7	-2.868
CD226	0.6285
STAT3	0.8455
SYNJ2	-0.6576
TPCN2	-0.956333333333333
WDR36	-0.619333333333333
MBD4	-0.2755
ROBO1	-0.6725
ST3GAL6	-2.29225
SLAMF8	2.48833333333333
ATN1	-0.0446666666666667
GPR141	0.1875
KRT36	0.045
TPH1	-0.1735
DDX52	-0.23825
ZSCAN29	-0.3805
TRPT1	-0.335833333333333
DPEP3	0.594
DENND4A	-0.1465
TSPAN16	-0.549
PTCHD2	-0.526
LOC145814	-0.83775
CAP1	0.193
EIF5A2	-0.8649
NT5DC3	0.3005
SEPT9	-0.84175
SEZ6L2	0.38575
EGFLAM	3.89875
VPS11	0.594
NDUFB5	-0.146
CIDEA	3.012
IER5L	-0.9415
N6AMT1	-0.02775
FAM83C	0.029
OXR1	0.536333333333333
IRX1	1.7165
DGKB	0.272666666666667
GCN5L2	-1.1955
MIR16	0.09625
FBXW9	-0.30125
WDR4	-1.78583333333333
PDC	0.106
VPS33B	-0.495
HEXB	0.2095
FLJ32214	-0.47525
TCEB3	-1.38
CRLF1	-1.2765
ABI3BP	3.052
C8orf22	-3.991
PYCR1	-1.352
KIAA1706	0.81775
CDK5R2	-0.10025
WAS	-0.2575
C12orf60	-0.88975
CCBL2	0.778
MADD	-0.04225
C5orf34	-1.78375
WDR42A	0.6328
KLF12	0.68675
HSPA1A	3.37625
ITM2C	-0.718583333333333
DAPK2	1.73666666666667
LOC442590	1.5915
SUMF2	0.322125
CENPA	-4.04438461538462
TMED5	-0.060625
CDH6	-0.5729
BRP44	0.21925
THG1L	-0.39025
GABRA2	-1.42325
C14orf166	-0.26875
MYL1	-2.00566666666667
TNFSF18	-0.354
PAP2D	-1.13683333333333
PPIB	0.2855
KLHL4	0.6515
SFN	-0.465833333333333
CCDC127	0.36175
FRAP1	-0.23225
GOLGA5	0.878
SDCCAG1	0.298875
MGC21675	-0.327833333333333
C10orf95	-1.086
KIAA1345	0.456166666666667
C1orf163	-1.3465
LACE1	-0.6605
OR10K2	0.0195
CENPN	-3.21544
TMED2	1.31875
UGT1A6	-1.548
ANG	0.383
U2AF1	-0.632833333333333
CASC2	0.5725
NMT2	0.00766666666666667
OSGEPL1	0.32125
DFNB31	-0.5305
SLC6A20	-0.167875
DKC1	-0.95
FXYD4	-1.311
WDR64	0.751
MGC5590	0.328
CREBZF	-0.0768333333333333
DAZ1	-0.42575
PRPSAP1	-0.004
GCHFR	-1.419
TTC7A	-0.402375
LOC196993	1.321
UBD	0.681666666666667
S100A1	0.199875
RPL6	0.226333333333333
DNAJB6	0.41665
NAGS	0.8937
C2orf58	0.813
KERA	2.36833333333333
MT1X	0.0993
UBE2B	1.0222
KEAP1	0.04475
MST1	-2.190625
OMA1	0.7645
ABLIM2	1.0495
BCL2L13	-0.203666666666667
JAZF1	0.2285
TMEM63B	-0.167
S100A8	0.3806
ARFIP2	0.98525
UROS	-0.0445
KHDRBS2	-0.46
POLQ	-3.862375
SOAT1	-1.29825
SPAG4	-2.18
MRPS30	-0.8755
LOC494141	-0.29725
OR2T11	0.344
ORAOV1	-0.587
ZNF184	0.165666666666667
TCEB3B	0.403
ADAM21	-0.236
GDPD1	0.14725
SPINLW1	0.09025
PRR14	-0.151833333333333
KCTD9	-0.1659
NUDT3	-0.09075
KIAA1822	0.4961
HIST1H4K	0.0295
DFNA5	-0.64775
GABPA	0.0875
C14orf44	0.84075
POLB	0.585625
PTAR1	0.52325
SEC31A	0.3122
TRIM58	-0.88175
TAS2R14	0.167
VPS8	0.53925
H1F0	0.244333333333333
PRKCB1	-2.70966666666667
UGT2A1	-0.173
TOR1B	-0.1855
LSS	-1.22566666666667
C2orf19	0.03
HNRNPC	-0.115357142857143
TMEM100	0.828333333333333
LOC116349	-0.2875
OR51M1	0.0685
CCDC142	-1.0455
ISG15	-0.605875
ZCCHC14	0.239125
CREBL2	1.461125
TGDS	-0.60925
DC2	0.028
CACNA2D3	-1.10714285714286
ZNF429	0.422875
LYPD6	2.15283333333333
SUCLG1	0.598166666666667
OR51I1	-1.0485
MAGEH1	2.18175
PRPF40A	-0.565
SMR3A	0.515
SPINK2	-0.263
THAP2	0.76875
NPY5R	1.567
IRF4	-1.49275
SPESP1	0.724666666666667
OR10S1	-0.044
DTD1	-0.76525
TUBE1	0.4685
DDX19A	-0.724
PDPN	-0.93775
TMEM34	0.661
MGAM	0.20925
COL3A1	5.77616666666667
GFM2	-0.4421
OR5A2	0.2525
PSG9	-2.124
ARHGEF11	0.00583333333333333
IVNS1ABP	-0.1080625
SIGIRR	0.2985
DUSP19	0.289375
DNAJC14	0.0174
ACSS1	0.311875
IL1RAPL2	0.3935
C4orf30	-0.1535
SEPT4	2.12825
LANCL3	-2.41825
SPAG17	2.979
PRDX3	0.52
HNF1A	-1.143875
P4HA2	-0.398
RFWD3	-1.70133333333333
MOV10	-0.64575
DNAJA5	0.0387142857142857
LOC729440	-0.039
LOC200383	1.852125
SMC2	-2.20175
MIXL1	-1.21283333333333
TMEM9	0.225
FAM86A	0.499
ZNF174	0.4815
MYH14	-0.914
CCR8	-0.02825
VPS37C	0.7115
GPATCH1	0.1445
B3GNT8	1.812
TBX4	-0.032
CNR2	0.277666666666667
PCDH1	1.07225
C5orf29	3.046875
OCIAD2	0.9215
PLCG2	1.2805
KIAA0247	1.7905
HRH3	-0.1138
CAPN13	3.33
CCR1	-0.8765
MGC15523	0.161833333333333
UVRAG	0.315666666666667
DNAJA2	-0.140166666666667
ITGA2B	-1.127
CLDN5	3.965375
PTPRN2	-0.919285714285714
ZNF512	0.501833333333333
PSAP	0.943714285714286
CCDC140	-0.4965
LRRC55	-0.12275
CYP26C1	0.018
C8orf47	1.76225
LYN	-0.191125
DUSP6	0.346
TGFB3	3.26113333333333
ELK1	-0.4144
PCDH11Y	0.139666666666667
HGD	-0.38775
C17orf58	0.81125
MYO3A	-0.2005
SERPINE2	-3.55616666666667
AARSD1	-0.49575
C14orf73	-2.24875
ADAM33	0.9255
ZNF491	0.6695
MAPK6	-0.553166666666667
TCN1	5.3005
SLC24A6	0.6905
UBE2R2	0.34625
H1FNT	0.14
TATDN2	-0.0405
LILRB1	0.7055
P2RY5	2.4225
NUCB2	1.3905
C2orf37	-0.44425
SNX27	0.312166666666667
MTA3	0.30925
FOXO4	0.683375
ID4	3.22516666666667
SOX5	-1.73433333333333
PXMP3	1.128875
OR52M1	-0.4095
SFT2D3	0.310375
INA	-3.3465
MCOLN1	0.0285
NFIX	1.3678
CLEC14A	5.23983333333333
HIBCH	0.667166666666667
PLA2G5	1.05875
TIMM10	-0.598833333333333
MED17	0.6105
COL4A4	0.8975
TPP1	0.191833333333333
GJA3	-1.94866666666667
TMPRSS5	-0.5645
AADACL3	0.0955
DNMBP	0.237
ENPP5	4.49383333333333
NQO1	-0.7336
ZSCAN2	-0.864
SEC24C	-0.0251666666666667
GTF2A1L	0.3305
AXIN2	0.3325
FAM33A	-2.52908333333333
C16orf13	-1.224625
SPNS2	0.9385
TAF1	-0.2595
AP1G2	-0.2005
RBM42	-0.298
HCN2	-0.3445
EFHB	0.6645
RUSC1	-0.292833333333333
GRIK5	0.1815
USP21	0.217833333333333
ATAD3C	-0.368
ORMDL2	-0.006375
PRSS7	-2.8155
PSAT1	-3.558
FLJ13195	-0.0251666666666667
TBC1D1	0.380333333333333
IFNG	1.69525
OTOS	-0.0421666666666667
ZNF773	0.4405
EMD	-1.2265
RETN	-0.8825
CCL8	3.5495
APH1A	-1.329
COX18	-0.685125
GTF2IRD2	-0.5535
CCDC82	-0.0603333333333333
PAFAH2	0.4602
NPEPL1	-1.0422
RP11-114G1.1	1.376
TP53INP1	1.243875
ZNF300	0.596833333333333
FOXL2	-2.50625
LARP2	0.12575
LATS1	1.0725
HTR6	0.053
SPOCK2	-0.0818333333333333
RNF144B	2.74283333333333
HTATIP2	-0.63725
MGC10334	-0.17625
CENTA2	1.43233333333333
FGF2	1.47475
FXYD7	-0.1185
PHYHIPL	-1.635875
GPR34	4.7055
DDX6	-0.521
OR10W1	-0.044
LHFPL1	0.202
ZNF313	-0.389357142857143
VPS28	0.6535
AP3M1	0.0154
AKR1CL2	-0.4175
TRAF4	-0.5345
OR2B11	-0.0345
C19orf12	0.228833333333333
AKAP9	0.822
C1orf62	0.21925
SLC20A1	-2.0045
FAM112A	-0.31425
LDB2	2.565875
MRPS23	-0.71525
KLK5	3.899625
SPTB	-0.263333333333333
EFEMP2	0.73675
EFNB2	1.43575
PCM1	0.655071428571429
NMNAT3	1.960625
TSG101	0.640166666666667
C8orf40	0.927833333333333
NOB1	-0.482
ABHD3	-0.70325
GTF3C4	-0.807875
PIGN	1.11433333333333
GALNTL1	2.019
AEBP1	0.483375
OR9Q1	0.17
ANKRD2	-0.246625
CCL28	1.5735
TRIM38	0.900166666666667
