Hybridization REF	TCGA-A8-A07I-01A-11R-A00Z-07
HRBL	-0.1622
CBX4	1.896
TMEM182	0.055
SH3TC2	-1.49116666666667
IL10	1.3575
PXMP4	0.6215
RNF167	-0.3969
PAK7	0.101
ETV3	0.1445
ATPIF1	0.1685
LOC554207	-2.63383333333333
OR8H1	0.28675
WDFY3	1.431375
DPM1	-0.8485
GPSM1	-0.472
WDR92	-0.0806
LRP1	0.6535
ANKH	0.125125
THUMPD3	-0.665
POLR1B	-0.63025
OLFM4	2.00216666666667
RAD9B	-0.30425
TSPY2	-3.413
PAX6	-1.78466666666667
SCG2	-2.233875
SLC17A6	0.26475
FMO3	1.953125
PADI4	0.083875
TUBB4	-0.1776
NLK	-1.08
POU4F3	-0.4355
SDF4	-0.11625
ITGBL1	2.88683333333333
NETO1	-1.365875
TAP2	0.307625
ABBA-1	0.0173333333333333
GNAI1	-1.1655
VPS4B	0.88675
NOPE	-0.6012
GALNT6	2.78
SESN1	0.882
GBE1	-1.58188888888889
CLASP1	-0.168
RASGEF1B	1.055125
ACOT11	0.0769285714285714
AFAP1	0.96925
OR2H2	0.44975
DPY19L2P1	-1.46875
DZIP1	-1.78
SEC22C	0.1425
GPR161	-0.514833333333333
RNF146	0.88725
WDR74	-0.72275
GALP	-0.879
PURA	1.036
DNPEP	0.994833333333333
RP11-78J21.1	-1.2625
ERBB2	4.846125
FANCM	-0.780416666666667
NEO1	0.576833333333333
DDX3Y	-5.056
RPS3A	-0.525625
MXRA7	-0.0255
LGALS3	-0.177833333333333
GLT8D1	0.10575
CFL2	-2.2315
UPB1	-0.06025
NAP1L5	0.212
CLDN14	-0.17375
DHX38	-0.0035
BTBD1	-0.274
TARS2	0.198666666666667
ABCF1	0.4889
FCF1	0.9165
LRRC49	-0.7475
GUCY1B2	-1.9215
C1orf177	0.183666666666667
SMARCA4	0.0991428571428572
LRP8	-2.60483333333333
TAGLN3	-0.47425
MRPL14	-0.87675
TTRAP	0.5765
ZDHHC20	1.26075
NFE2L3	-1.81775
KIAA1377	0.084
PALMD	0.0869
TMEM43	-0.38825
TTL	-0.257
STAT5B	-1.2465
SSB	-0.767125
OR10H5	0.896
SLC22A13	-0.1155
AKAP3	-0.525
TIMM23	0.109666666666667
OAS2	3.54408333333333
KIAA0423	0.588
TRIM11	0.770666666666667
GLIS3	1.8645
TMEM50B	0.716666666666667
ARHGEF4	-0.9825
DEGS1	0.265636363636364
TBL1XR1	1.07016666666667
G6PD	-1.33675
SP140	1.1242
MUC17	0.0114285714285714
NUDC	-0.7362
DNAJC5B	2.407
SCARA3	-1.8715
CPA3	6.07566666666667
BCAT2	0.357625
MFN1	-0.1857
NRG3	-0.00850000000000001
SNX11	0.51775
PLEKHH1	-1.26616666666667
GPR177	-1.0925
HCFC2	0.40025
TCAP	2.60775
MOCOS	-0.79775
C14orf93	-0.686
PRDM10	-0.00616666666666666
SLC16A4	-0.867
SRGAP1	0.261666666666667
VIP	0.4005
DUSP27	0.0375
LILRA1	0.7126
MC2R	0.5455
MGC24103	-2.04975
MBTD1	-2.5535
FUT11	-0.175166666666667
USP33	-0.7253
C15orf39	-1.248
MAP3K12	-0.661125
PAAF1	0.072
BARHL1	-0.254
FLJ16165	0.3185
PIWIL2	-2.5065
SYNE1	0.0638181818181818
CMTM4	0.818125
TSPYL1	0.5706
GUF1	-0.352833333333333
TMEM157	1.554
WDR44	0.35775
HIST1H3C	1.79025
DKFZp666G057	2.0525
RNPEP	0.6045
GAS2L2	-0.0881666666666667
ADH4	-4.12375
GRPR	-0.441
FBXL17	1.05475
ZBTB10	0.98
Gcom1	0.753444444444445
HTRA1	1.9274
ZNF585A	0.386333333333333
SLC26A2	0.0908571428571429
OTOP3	0.244666666666667
WISP1	3.96377777777778
ATP2B4	-0.929166666666667
FLJ10769	1.466
CRAMP1L	0.05175
CHST12	-1.522
RAB22A	0.574833333333333
TARDBP	0.160785714285714
STAU1	-0.17825
CRB3	1.69866666666667
MIG7	-2.08925
CHMP1A	0.336833333333333
ZNF160	0.313875
B3GALT6	-0.00625
BARX1	-1.61266666666667
C6orf167	-0.968375
NXNL1	0.5585
DHX29	0.26875
HADHB	0.16775
PLXNB2	0.6875
ILDR1	-1.04125
SLC15A3	3.37525
GAS2	-4.5135
C20orf69	-0.53925
NUMB	-0.01975
TNIP1	0.208
MESP1	0.113666666666667
PSKH1	0.24325
NSFL1C	0.240875
RHOG	0.408
HEY1	-2.12833333333333
KNG1	-1.99614285714286
ITGAX	1.9903
LIN9	-0.300166666666667
CANT1	1.279875
XRN1	0.459357142857143
CCDC96	1.7811
HEATR6	-0.1505
GNG7	0.165583333333333
RUNX2	0.785625
SOX1	0.788666666666667
FCRL5	1.6979
ZNF99	0.092875
FAM9A	0.4975
SNX22	0.280166666666667
MBNL3	-1.21966666666667
ODC1	-2.4084
ADORA2B	-3.4745
NR2F6	0.92575
ZFYVE16	0.576611111111111
SYNJ2BP	1.3517
POLE	-0.678375
E2F2	-0.5585
THRA	-0.896166666666667
PTGES2	-0.910333333333333
HIP1R	1.31416666666667
TMUB1	-1.23166666666667
ENO3	-2.1465
RSPH10B	0.7465
CXorf39	0.967
IRGC	0.40225
GPR109B	0.65
FLJ13305	-1.191
LCE3A	-0.533
TNFRSF18	-0.603833333333333
DET1	-0.11125
TRPM3	-0.463
C16orf79	-1.542
FECH	0.805833333333333
RAP2A	0.0561666666666667
CRIP1	1.836
AZIN1	0.30525
SLC7A7	3.967
IL10RA	1.2594
TMEM64	-2.41275
CDC42EP4	0.3412
C16orf58	0.3165
ARG2	-2.547
POU5F1P4	-4.70625
FAM62B	-0.3315
DNAH8	-1.6603
ASH2L	-0.015125
TSLP	-3.51233333333333
CNTNAP5	-0.7045
TMEM16C	-0.72775
IFNA14	0.285
SLC1A3	0.9855
CABYR	0.30975
BCL7B	-0.4571
NUDT13	-1.97933333333333
C13orf28	1.32
C1orf53	-0.5445
ARL6IP4	0.0832
RPL35A	-0.68575
EMR3	0.6795
RAB40C	0.635666666666667
SLC41A1	0.474166666666667
LRCH1	-0.30675
LY6G5B	-0.8925
FAM124A	-0.5855
MGC10981	-4.0105
CLIP3	0.00699999999999999
MAP4K2	0.0551666666666667
CHIC1	0.50925
SULF1	4.613
C20orf30	-0.0576428571428571
PRDM5	-0.990625
ELOVL1	0.31725
C11orf48	-0.297625
SLC39A10	-0.47325
KCNV1	-0.38525
ACP1	-0.391833333333333
ZMYM2	0.49725
B3GNT6	-0.00666666666666667
C9orf69	0.02625
C2orf15	0.10625
C20orf166	-0.7025
HSP90AA6P	0.734
EDG7	-1.8645
NEURL	-1.403625
LPL	1.25233333333333
CLEC2D	0.316928571428572
GRRP1	1.3835
CD8B	-3.0222
HIST1H3D	1.19233333333333
SLC6A12	1.073375
FAM27L	0.0165
CD84	2.5866
RASA1	0.861
PHKG1	0.0045
MAGEA11	-3.668
IMPA1	-0.4948
NPM3	-1.97375
RARRES1	3.31325
SH3BP1	0.172125
B3GNTL1	-1.0115
ARPC5L	0.115
KLHL26	0.40675
SIM2	1.271
GJC1	0.662
C20orf194	0.512
EXO1	-1.47425
SLC2A2	-2.36683333333333
LOC285074	-0.56075
LRG1	-2.42575
KIRREL	0.56
PIK3R1	1.09157142857143
C4orf34	1.83625
MAF	-0.772111111111111
ADCY4	3.142
ZMIZ2	0.2469
SLC46A3	2.35716666666667
STAMBP	0.1525
CCDC16	0.8775
MS4A12	0.242
TCF20	-0.605
LRRC46	0.8825
C20orf152	0.12175
MRPS6	-0.162375
ABCB11	0.001
KCNC2	0.112833333333333
CDH19	-2.3802
C9orf123	0.105333333333333
SSH3	0.750375
LDLRAD1	-3.40433333333333
CCBE1	-0.64375
ZNF135	-0.63375
TAAR1	0.9
WFDC12	0.1385
CCDC42	0.0686666666666666
FLJ12529	-0.3315
PER1	-0.938333333333333
TIMM50	-0.5335
SMARCAD1	-0.138833333333333
FAM26C	-0.013
TP53TG3	-1.974
SH3RF1	2.4264
LMCD1	3.324
GPR63	0.151
FLJ21986	-2.8795
AIFM3	-0.76425
MICAL1	-0.145333333333333
BLZF1	0.7025
IQCA	1.03933333333333
PCDHGC3	-0.1695
SAC	0.39575
BCL6B	2.178
DDO	-0.26525
MARCO	3.7965
DCHS1	0.522
C1orf170	-1.321
CD200R1	1.3715
C22orf15	-0.436
SEPT11	0.2665
ADNP	0.0165
UST	0.1012
C13orf34	-0.834
RFFL	0.932714285714286
APBA3	0.2145
C2orf60	0.103375
CUTL1	-0.0535
PMS1	-1.1125
ZNF689	-0.2045
EIF3E	-0.838666666666667
IL9	-0.1675
RPL31	-1.293625
LY9	0.406333333333333
ATP2B3	-0.35
KDELR2	0.536208333333333
TFCP2	0.479375
NLRP12	0.575625
FLJ45422	0.815
TLE4	-0.9839
ZNF570	-0.139
FLJ43806	-0.4035
TLK2	0.47925
CIR	0.52625
MARS2	-0.4045
COL24A1	1.74675
SDF2L1	0.176
HIBADH	-0.727
IGFBP3	-1.96892857142857
C12orf23	1.100625
PSPC1	0.77275
C20orf43	0.04525
TRAV20	1.408
ARHGAP24	0.872
KIAA1975	-1.04525
C1QA	3.3567
DNTT	-4.53033333333333
C10orf6	0.512833333333333
C11orf41	1.2225
HNRPF	0.456375
COL11A1	6.82766666666667
UBAP2	-0.5485
CDKN2AIPNL	-1.483
C20orf174	3.513
SPRED2	0.735
PLA2G12A	0.613666666666667
ICEBERG	-2.007
SCN10A	-0.1145
C11orf65	-0.93625
GBP5	4.68125
PITPNC1	-0.990166666666667
POU3F3	1.1515
NCOA7	-0.280875
LIN7C	-0.1484
LOC348840	-0.4895
NKX2-2	2.0615
ANKRD13D	0.169625
LOC123688	-0.20725
FUT2	0.1595
TAAR8	0.446
FZD4	-0.564
PNMA3	-1.23716666666667
OR4L1	0.8495
WIT1	-2.444
EXOC3L	1.496
ATPBD4	-1.1465
KRBA1	-1.49625
UBXD6	-0.7515
HOXB7	-0.901285714285714
C7orf23	-1.2745
UNQ338	-0.198
STAB2	0.9065
CDC20B	-0.0266666666666667
IRF9	2.82625
CENTG1	0.269916666666667
TNPO2	-0.944
MCPH1	0.046
BMS1P5	-1.13125
SLC26A7	1.046
HIST1H3J	0.70325
C9orf3	-0.0747
LBH	1.158125
MYO1D	0.894
PTDSS2	-0.37025
NFU1	-0.35025
DEPDC4	-2.8775
WNT7B	1.9946
GLP2R	-0.753833333333333
SETD4	-0.3693
DYNLT3	-0.372
FKBP11	0.00733333333333333
SESTD1	0.5765
FLII	0.38525
RPS16	-0.8375
CHPF	0.567166666666667
CSNK2A1	-0.0708333333333333
SUMO1P1	0.0645
FKBP6	-0.526
ZNF214	1.16833333333333
TWIST1	1.43416666666667
DDX56	-0.410666666666667
TRAM1L1	1.4045
EPO	-2.6615
MRPS18B	0.00325
ZNF682	-0.313833333333333
RPL14	-0.7915
MAFF	-0.296
LOC51136	0.780375
LY96	0.295
DDX20	-0.83875
ABTB1	0.219333333333333
ARL5A	0.1356
CCT6A	-1.73
HEPACAM	-1.1915
EHHADH	-0.609166666666667
RBAK	0.304333333333333
CGB1	-0.24575
ITGB5	1.257
YIPF3	0.70675
FKBP2	0.20075
NR1D1	-1.2835
TMEM110	1.0685
NEK2	-0.211166666666667
PRAMEF8	-2.885
C20orf52	-0.758166666666667
PCDHGA3	1.2365
VWA3B	0.0105
NDUFA5	-0.579625
THAP9	-0.3325
FLVCR2	0.617666666666667
AP1S1	-1.96925
SMAD6	-0.67625
SAV1	0.61275
SAT1	0.573125
ZNF251	1.16175
ADAMTS7	0.6666
RPP38	-0.541
C1orf211	-0.8115
YPEL2	0.45395
RBMS1	0.401
ZNF445	-0.0706666666666667
NRXN2	0.264166666666667
PGBD4	0.119125
UGT2B28	-1.81
WBSCR16	-1.1983
NLRC3	0.359625
ASTL	0.405
ST6GALNAC1	-3.7215
ZADH2	-0.279875
MLLT4	0.418083333333333
ARL6	-0.165666666666667
MEF2C	0.442
CBFA2T3	-0.785
AFF3	2.3405
COG7	-0.0585
MYB	-0.109
PLXNA3	0.4075
XRCC2	-2.37733333333333
MMS19	-0.065875
ST8SIA5	-0.595
CHPT1	-0.3795
KIAA1712	-0.655375
OR6X1	1.542
ACTR3	-0.0515
UGCG	0.795666666666667
OR4P4	0.8345
ZAP70	-2.77875
LPP	1.01325
ZNF485	-0.31875
PTPRCAP	0.02375
IL12RB1	0.68775
ATRX	0.3529
CHST8	0.811875
C14orf109	0.33775
ARV1	0.728
NMB	-0.602
COX5A	-0.806166666666667
EIF6	-0.5475
MPPED2	-1.53433333333333
SEMG1	-1.8535
CHRDL1	-0.2235
TRAF3IP2	1.17425
WNK2	-0.598285714285714
LILRA4	2.52733333333333
LAMA2	4.1105
PXT1	-0.706
RLBP1	-3.42725
CD300C	1.07775
SLTM	0.151625
FLJ10404	0.1039375
APOBEC3D	-1.05483333333333
RENBP	0.579333333333333
ATXN7L1	-0.03975
NID1	0.71475
TUBGCP3	0.066875
ITIH5	0.974882352941176
CCDC110	3.8825
C8A	-2.79325
MGC87042	-1.828
HOXC13	3.07775
TFDP2	-1.7735
HCP5	2.76325
POLI	0.282
UCN	0.02
ZNF764	-0.1525
C8orf45	0.67725
FHL3	-0.271
SPATA5L1	-0.35725
MMRN2	2.56316666666667
NDST1	0.959
COL20A1	0.152666666666667
ZNF248	-0.219666666666667
PELP1	-0.676166666666667
MBL2	-3.01683333333333
RNF41	0.677375
C5orf24	0.829875
THOC5	-0.9475
SERINC3	0.424
RP11-151A6.2	1.571
CDCP2	0.3675
HIST1H2AA	1.31125
C11orf75	0.0383333333333333
FKBP7	0.10475
DDOST	0.08975
GPNMB	1.18333333333333
TTF2	-2.11583333333333
KCNT1	-0.079
SLC39A14	-1.109
NGRN	0.522
GPR137B	1.62675
MECP2	-0.14775
PSMA1	-0.15075
C16orf73	-4.58925
TMEM60	-0.8515
CSN3	-0.0445
NOS1	0.644
RAB7L1	0.7845
YBX2	-0.127
KIAA1166	-0.8615
FUBP3	-0.09
ABCG1	0.76
ACACA	0.734666666666667
ARL11	0.4777
ATOH1	0.766
ODF1	-0.159166666666667
CREB3L3	-1.631
TMEM127	1.04314285714286
DSCAML1	1.0605
PLN	1.84933333333333
LYPLA1	0.356916666666667
PRDM9	-1.9765
SASP	0.4305
PLUNC	-0.0976666666666667
INTU	0.20175
HISPPD1	-0.37775
LNPEP	0.482166666666667
YARS2	-0.669833333333333
APCDD1L	-0.842
ZCCHC4	-0.7433
FBXO22	-0.367166666666667
TTLL13	-0.001
ZNF669	0.350833333333333
PTGDR	2.447
DDX27	-0.3905
KIAA0409	-0.340666666666667
GJB6	0.78575
ASB8	1.09775
PLP2	0.956166666666667
MEPE	2.07825
OR10J5	-0.007
KRT222P	1.1665
COQ7	-0.274166666666667
C1orf101	1.06425
RERG	0.847
CHMP5	0.826625
THAP11	0.339625
ZNF43	0.1495
ZRANB3	-0.988833333333333
KRT13	-1.053625
MRPL19	-0.62525
RBBP9	-0.35475
SPATA17	1.383625
BXDC5	-0.0291666666666667
PAFAH1B1	-0.107083333333333
MAGEE1	0.5165
OSTF1	0.15325
KIAA0323	-0.0781666666666666
TXNDC13	-0.493666666666667
CNTN4	1.299
LCE1B	1.0945
UNQ501	-0.54325
ZNF154	0.6785
C3orf64	0.50275
SYT5	-0.0548888888888888
PON1	0.733833333333333
FLJ10357	-0.242
ATP4A	-1.9255
GNPDA1	-0.6965
MGAT1	1.20266666666667
C14orf121	0.24325
SLC35B2	0.04675
MIER3	-0.0175
CHEK1	-2.532625
ZNF8	0.498
TXNDC1	-0.889166666666667
CKB	-0.9342
RTN3	0.5565
FZD2	-0.856666666666667
PART1	0.573
PSMB6	-0.808
PCDHB8	1.41
PHC3	0.2222
PPP1R8	0.401333333333333
NOVA2	1.16783333333333
TNFRSF11B	-1.07675
GOLPH3	0.755166666666667
UBLCP1	-0.153
SUHW3	-1.055
TTLL1	0.0525
OPN4	0.369
OR13G1	0.457
ZPBP2	0.4025
HSD17B11	-1.452
C9orf50	-0.1815
DHDDS	0.0587142857142857
CTSW	0.9012
NEFM	-2.219
MRPL28	-0.3825
SYN1	0.659833333333333
PIGV	-0.658
ZIM2	-0.97
APBB1	-0.365833333333333
SND1	-0.96075
C1orf123	-0.275666666666667
CHD3	-0.342
BHLHB8	0.38625
RNASE2	0.367833333333333
BCAP31	-0.115875
SLC25A44	0.307833333333333
CHD6	0.4441
PIB5PA	1.40907692307692
SELS	0.7405
LOC541471	-0.119875
FAT2	-0.493
ZNF81	-0.795
OR4C16	0.551
FLJ10081	0.0766
LRRC4	0.751
CS	-0.524833333333333
N4BP2	0.176
IGFBP7	2.2615
ZNF318	-0.182
NDNL2	0.527
ZNF609	0.6165
SIRT4	0.58575
EXOSC10	0.23725
ECE2	0.278083333333333
OVGP1	0.2395
GTPBP3	-1.57
PACS2	0.6092
C19orf36	-1.6715
ARL4C	0.107625
ATG4B	-0.200375
UBQLNL	0.7965
RHOXF2B	-3.651
PLEKHG2	-0.831
GALR1	-1.2445
AQP4	0.4885
HDAC7A	0.127666666666667
DCUN1D3	0.261
OR8A1	0.7055
CCRN4L	1.139625
CBR4	-0.865833333333333
KIFC1	-0.715333333333333
SLC7A14	-1.37233333333333
LHX5	-1.285
TRPC7	0.014
LPXN	-0.2595
SERPINA1	-2.06575
RPS13	-0.955
BPIL3	-0.4395
PRKAA1	-1.6875
FADS2	-1.0626
ENAH	0.9303125
PRO1768	0.186
APBA2BP	-0.74
LIPH	1.4165
C3orf33	-1.012
RCC2	0.440214285714286
ALDH1A2	-3.3151
RNF103	2.479
AHCY	-0.7945
ALG12	-0.0795
CCL17	0.50475
ZNF543	1.13683333333333
ESRRG	0.4837
CNGA1	-0.3035
RDH5	-0.26
OTX1	-0.1939
PTGFR	-1.607
CDR2	1.234375
SELE	2.696
NLGN2	-1.31483333333333
EXOSC9	-0.6735
ZNF566	0.337
KLRC2	-4.9815
GPR12	0.6835
KIAA0196	0.75575
PDRG1	0.126
SSR3	-0.571214285714286
MSI1	-0.6365
CST9	-0.513
CC2D1A	-0.168375
PLAGL1	-0.607333333333333
ZNF778	0.17
RNF2	-0.484625
KLF6	0.8215
THBD	1.62216666666667
tcag7.1314	0.267
NR5A1	0.0081666666666667
ABCD2	0.0835
DNAJC7	-2.0235
CLEC4C	0.3935
TM2D3	0.458875
CCDC4	-0.4345
PLAC2	1.078
DCD	-0.106
FAAH	1.43975
POLA1	-0.658333333333333
TM7SF2	-0.725125
FLJ39822	-1.48633333333333
FLOT2	0.119875
MAP4K1	-0.3975
SRP68	2.029
C21orf74	-0.131
ARPC5	0.1065
LOC126075	1.05475
HECW2	0.158875
ZDHHC4	-0.376
ANKRD42	0.8563
PDE9A	-0.314833333333333
ABCA8	0.3395
NDUFS2	1.00975
UBR5	-0.659625
BTBD16	-2.839
LOC554174	-0.2155
ZNF20	1.025
KIAA1843	1.1385
WDR17	-1.89285714285714
C15orf33	1.1685
RNF113A	-0.44825
CAMKK1	-0.8426
CLCN2	-0.19275
ANXA6	-0.198
LOC340069	0.5995
EMID1	-0.2355
DPM3	-0.917416666666667
ELA1	0.18
SLC25A13	-1.531
KRT24	0.359
SMPD1	0.743666666666667
TH	0.06525
COL6A2	1.52207142857143
ANKS1B	0.06625
GPR126	-3.0337
ZC3H12A	0.122666666666667
TMEM47	0.694666666666667
C2orf51	-0.286333333333333
C1orf88	1.65883333333333
HSF2BP	-0.2815
AKAP10	-0.1065
RPAP3	-0.1915
KLHDC8B	0.5285
STOM	1.4191
MUPCDH	-0.042625
C10orf72	0.0471249999999999
PLEKHA3	0.8135
TCP11L1	-0.0285
CWF19L1	-0.17825
SPEF1	1.61769230769231
YSK4	0.62725
ELN	0.8383
SAMD8	0.361166666666667
MPI	-1.243
MEPCE	-0.3103
ABCC3	1.7275
NANOGP1	-3.26
KCNK17	1.632125
HLA-DMB	4.24283333333333
RRAGA	1.037
ANGEL1	-0.69825
RBM32B	0.328
CPN1	-3.38425
MGC52282	-0.2453
HLA-A	2.69475
OR9G4	0.016
EDNRB	-2.296625
SCD	0.241285714285714
C14orf80	-1.33533333333333
BAGE2	-0.5495
RABL4	0.971833333333333
RCVRN	-0.3445
SHANK1	-0.29
NLRP7	-3.017
CD226	1.53525
STAT3	0.74575
SYNJ2	-0.4453
TPCN2	-0.999333333333333
WDR36	-0.912916666666667
MBD4	-0.351
ROBO1	-1.4493
ST3GAL6	-2.209
SLAMF8	4.26083333333333
ATN1	0.432166666666667
GPR141	0.96775
KRT36	0.331
TPH1	1.2935
DDX52	1.4115
ZSCAN29	0.268666666666667
TRPT1	-0.631333333333333
DPEP3	0.52625
DENND4A	-0.612625
TSPAN16	0.939
PTCHD2	-0.093
LOC145814	-0.6095
CAP1	0.958333333333333
EIF5A2	-0.4566
NT5DC3	-0.53675
SEPT9	-0.435875
SEZ6L2	-2.529875
EGFLAM	2.63525
VPS11	0.061
NDUFB5	-0.445833333333333
CIDEA	2.594
IER5L	1.526
N6AMT1	-0.63975
FAM83C	-0.411
OXR1	0.0249166666666667
IRX1	-0.2
DGKB	-0.773666666666667
GCN5L2	-2.6005
MIR16	0.554625
FBXW9	0.0445
WDR4	-1.858
PDC	0.069
VPS33B	0.07275
HEXB	0.11675
FLJ32214	0.7635
TCEB3	-0.40175
CRLF1	-2.97325
ABI3BP	0.76
C8orf22	-3.961
PYCR1	-0.68875
KIAA1706	0.38575
CDK5R2	0.663125
WAS	0.6205
C12orf60	-1.537
CCBL2	-0.869375
MADD	0.18375
C5orf34	-1.53875
WDR42A	1.7869
KLF12	-1.0075
HSPA1A	2.9005
ITM2C	-1.15783333333333
DAPK2	2.2305
LOC442590	-0.7985
SUMF2	-1.282
CENPA	-1.34084615384615
TMED5	-0.6625
CDH6	-1.3276
BRP44	-0.06725
THG1L	-0.878
GABRA2	-2.2585
C14orf166	-0.235
MYL1	-1.3446
TNFSF18	0.0935
PAP2D	-1.4115
PPIB	-0.357
KLHL4	-0.602375
SFN	-0.165666666666667
CCDC127	0.15975
FRAP1	0.35425
GOLGA5	1.2185
SDCCAG1	-0.069125
MGC21675	-0.419166666666667
C10orf95	-1.2085
KIAA1345	-0.738833333333333
C1orf163	-1.1945
LACE1	-0.0886666666666667
OR10K2	0.097
CENPN	-1.41256
TMED2	0.5905
UGT1A6	0.081
ANG	-1.62125
U2AF1	-1.106
CASC2	-0.3625
NMT2	-0.951
OSGEPL1	-0.457875
DFNB31	-0.3885
SLC6A20	1.26
DKC1	-1.04525
FXYD4	-0.7055
WDR64	0.775333333333333
MGC5590	0.9705
CREBZF	-0.487333333333333
DAZ1	-0.58975
PRPSAP1	-0.62625
GCHFR	-0.0545
TTC7A	-0.057
LOC196993	2.04025
UBD	2.32783333333333
S100A1	-1.0985
RPL6	-0.304333333333333
DNAJB6	-0.25625
NAGS	-0.4904
C2orf58	0.6285
KERA	1.40833333333333
MT1X	0.6496
UBE2B	1.0228
KEAP1	0.80625
MST1	-3.4835
OMA1	-2.2355
ABLIM2	2.03375
BCL2L13	-0.469333333333333
JAZF1	0.445333333333333
TMEM63B	1.108
S100A8	-0.1845
ARFIP2	0.52925
UROS	0.026
KHDRBS2	-1.045
POLQ	-1.71725
SOAT1	-0.89975
SPAG4	-2.19825
MRPS30	-1.07333333333333
LOC494141	0.353
OR2T11	0.674
ORAOV1	-0.8965
ZNF184	0.501833333333333
TCEB3B	0.3536
ADAM21	0.6085
GDPD1	-0.831
SPINLW1	-0.198
PRR14	-0.2105
KCTD9	-0.4374
NUDT3	0.32925
KIAA1822	1.3475
HIST1H4K	0.505
DFNA5	-1.37
GABPA	-0.059
C14orf44	0.6425
POLB	1.396875
PTAR1	-0.22325
SEC31A	1.1203
TRIM58	0.135
TAS2R14	-0.0955
VPS8	1.10125
H1F0	-0.279333333333333
PRKCB1	-2.57733333333333
UGT2A1	0.434
TOR1B	0.02125
LSS	0.212833333333333
C2orf19	0.148
HNRNPC	0.374857142857143
TMEM100	-1.945
LOC116349	-0.585
OR51M1	-0.756
CCDC142	-1.0755
ISG15	3.7495625
ZCCHC14	0.023875
CREBL2	0.671125
TGDS	-1.222
DC2	0.16325
CACNA2D3	-0.0857142857142857
ZNF429	-0.47025
LYPD6	-0.7645
SUCLG1	0.00116666666666667
OR51I1	-0.8215
MAGEH1	1.6795
PRPF40A	-0.636
SMR3A	1.4705
SPINK2	-2.07025
THAP2	0.616375
NPY5R	-0.978125
IRF4	-1.1105
SPESP1	1.1285
OR10S1	0.321
DTD1	-1.34075
TUBE1	-1.04325
DDX19A	0.0375
PDPN	-0.775125
TMEM34	-0.0744166666666667
MGAM	-0.322
COL3A1	5.62861111111111
GFM2	-0.2673
OR5A2	0.303
PSG9	-1.7615
ARHGEF11	0.339
IVNS1ABP	-0.771125
SIGIRR	0.99925
DUSP19	-0.902125
DNAJC14	0.1305
ACSS1	1.15475
IL1RAPL2	0.764
C4orf30	-0.31725
SEPT4	2.1205
LANCL3	-2.7965
SPAG17	2.33083333333333
PRDX3	0.123875
HNF1A	-1.525625
P4HA2	0.26825
RFWD3	-0.747833333333333
MOV10	-0.243
DNAJA5	0.584357142857143
LOC729440	-0.3855
LOC200383	0.552428571428571
SMC2	-1.08175
MIXL1	-1.23233333333333
TMEM9	1.349
FAM86A	0.6945
ZNF174	-0.232
MYH14	-0.38575
CCR8	0.76875
VPS37C	1.64233333333333
GPATCH1	0.329
B3GNT8	1.3885
TBX4	-0.642
CNR2	0.589833333333333
PCDH1	1.8045
C5orf29	3.59125
OCIAD2	0.50625
PLCG2	0.75575
KIAA0247	2.156875
HRH3	0.1523
CAPN13	3.965625
CCR1	0.6454
MGC15523	0.152777777777778
UVRAG	1.28833333333333
DNAJA2	-0.4055
ITGA2B	-0.808
CLDN5	2.955625
PTPRN2	-1.5015
ZNF512	-0.295833333333333
PSAP	1.19757142857143
CCDC140	-0.917
LRRC55	-0.324
CYP26C1	0.148
C8orf47	-1.7195
LYN	0.379125
DUSP6	0.6235
TGFB3	3.0116
ELK1	-0.1952
PCDH11Y	-0.544666666666667
HGD	-0.72025
C17orf58	-0.1925
MYO3A	0.589
SERPINE2	-4.11616666666667
AARSD1	-1.426375
C14orf73	-1.72025
ADAM33	0.0935
ZNF491	0.367
MAPK6	-0.630333333333333
TCN1	0.257833333333333
SLC24A6	0.489
UBE2R2	0.479
H1FNT	0.41325
TATDN2	0.139
LILRB1	2.462
P2RY5	1.06
NUCB2	0.801
C2orf37	0.348
SNX27	2.08066666666667
MTA3	0.26
FOXO4	0.339875
ID4	-0.8045
SOX5	-3.0075
PXMP3	0.9625
OR52M1	0.8815
SFT2D3	0.2635
INA	-2.71666666666667
MCOLN1	1.1365
NFIX	0.7305
CLEC14A	4.86966666666667
HIBCH	-0.917
PLA2G5	0.847
TIMM10	-0.7835
MED17	-0.3726
COL4A4	-0.328
TPP1	0.835666666666667
GJA3	-1.40083333333333
TMPRSS5	-1.74425
AADACL3	0.541
DNMBP	0.1385
ENPP5	4.78416666666667
NQO1	0.0783
ZSCAN2	-0.576125
SEC24C	0.037
GTF2A1L	1.1015
AXIN2	-1.0162
FAM33A	-1.42608333333333
C16orf13	-0.495125
SPNS2	0.62125
TAF1	0.04
AP1G2	0.332
RBM42	-0.231
HCN2	0.795166666666667
EFHB	1.04266666666667
RUSC1	0.859
GRIK5	0.551
USP21	0.8735
ATAD3C	0.57
ORMDL2	1.93675
PRSS7	-3.189
PSAT1	-5.186
FLJ13195	-1.04416666666667
TBC1D1	0.033
IFNG	2.708
OTOS	0.116
ZNF773	0.926166666666667
EMD	-1.257
RETN	0.48575
CCL8	5.0685
APH1A	-0.041
COX18	-0.543375
GTF2IRD2	-1.4855
CCDC82	-1.30408333333333
PAFAH2	0.8168
NPEPL1	-1.0598
RP11-114G1.1	0.92
