Hybridization REF	TCGA-A1-A0SJ-01A-11R-A084-07
SYNPO2L	-0.574
PTPN23	0.0216428571428571
C1orf183	-0.790666666666667
MAGEA8	-2.60175
DGCR8	-2.483125
GSR	-0.571
PAQR7	1.42175
ZNF676	-0.01025
CACNA1C	-0.1048
SP7	0.0665
PDCD6	-0.131
NRN1L	-0.221
BRI3BP	0.222
KIAA1183	0.51625
ASB4	0.2675
CCL23	1.9784
OBSL1	-0.705875
SLC12A7	0.669916666666667
KIAA0240	1.383
CD1B	-2.36766666666667
FCGR2A	0.889875
MDC1	-0.91675
HTR1A	0.182833333333333
OCEL1	0.24775
ATP11B	-0.4026875
FBXO34	0.331
PCDH12	3.10166666666667
RPE	-0.719
C17orf74	-0.0195
CSDC2	0.814833333333333
PET112L	0.1805
TMBIM1	1.19525
P2RXL1	-0.16425
TCHP	-1.55575
TRMT1	-1.6495
F2RL2	1.00216666666667
LRRC32	3.16583333333333
IMPG2	0.433
BGLAP	-0.4265
LOC493869	-2.34783333333333
MRAS	1.7005
SLC35F5	0.563
CBWD1	0.169
AXL	-2.119625
ATP2C2	2.16425
TELO2	-0.6605
PNPLA3	-2.6835
PCDHB14	1.21275
CD276	0.04775
KRT80	-0.740125
DUSP28	0.00949999999999999
CSNK1E	-0.523666666666667
SRP14	1.246
KCNQ4	-0.1385
KRT72	0.221833333333333
CCDC117	0.182375
C6orf89	0.170111111111111
TUBB2B	-1.904
RTN4IP1	-0.47825
CR1L	-3.72866666666667
CEND1	0.31775
C12orf41	-0.596
RNF31	0.0065
UBN1	-0.00483333333333334
C17orf32	1.246625
SLC5A7	0.20675
GPR92	-0.177833333333333
ESAM	2.4356
CTNNA1	0.98225
HRBL	0.3771
CBX4	-0.687
TMEM182	-0.4135
SH3TC2	-1.14216666666667
IL10	0.458
PXMP4	0.565
RNF167	-0.305
PAK7	2.565
ETV3	-0.4135
ATPIF1	-0.2515
LOC554207	-1.74283333333333
OR8H1	0.12425
WDFY3	1.48325
DPM1	0.84175
GPSM1	-0.2875
WDR92	-0.564
LRP1	0.335333333333333
ANKH	-0.53475
THUMPD3	-0.92625
POLR1B	-0.86725
OLFM4	2.07383333333333
RAD9B	-0.37775
TSPY2	-4.0835
PAX6	-1.58016666666667
SCG2	-1.008625
SLC17A6	0.15425
FMO3	4.2585
PADI4	0.089375
TUBB4	0.0079
NLK	-0.7185
POU4F3	0.0355
SDF4	0.0215
ITGBL1	2.17866666666667
NETO1	-1.645375
TAP2	0.345125
ABBA-1	0.00366666666666664
GNAI1	0.10225
VPS4B	1.16375
NOPE	-0.1469
GALNT6	1.69183333333333
SESN1	1.2615
GBE1	-1.404
CLASP1	0.1755
RASGEF1B	0.453
ACOT11	0.330428571428571
AFAP1	1.203
OR2H2	0.665
DPY19L2P1	-0.55425
DZIP1	-2.02525
SEC22C	-0.266833333333333
GPR161	-0.356833333333333
RNF146	0.98525
WDR74	-0.9005
GALP	0.32
PURA	1.3115
DNPEP	0.284
RP11-78J21.1	-1.007
ERBB2	2.60075
FANCM	-1.00283333333333
NEO1	0.905
DDX3Y	-5.0017
RPS3A	0.010625
MXRA7	0.753785714285714
LGALS3	0.100833333333333
GLT8D1	0.03925
CFL2	-1.10666666666667
UPB1	-0.1665
NAP1L5	-0.057
CLDN14	0.24325
DHX38	-0.3275
BTBD1	-0.22425
TARS2	-0.6715
ABCF1	-0.8264
FCF1	-0.107
LRRC49	-0.5765
GUCY1B2	-0.353
C1orf177	0.775333333333333
SMARCA4	-1.169
LRP8	-1.53766666666667
TAGLN3	-1.13475
MRPL14	-0.85625
TTRAP	0.03325
ZDHHC20	1.09225
NFE2L3	0.155
KIAA1377	-0.265125
PALMD	1.7317
TMEM43	0.35275
TTL	-1.04775
STAT5B	-1.5805
SSB	-0.6575
OR10H5	0.559
SLC22A13	-1.13875
AKAP3	-0.1375
TIMM23	-0.305666666666667
OAS2	0.857666666666667
KIAA0423	0.757
TRIM11	0.6625
GLIS3	1.320625
TMEM50B	1.54066666666667
ARHGEF4	-0.71925
DEGS1	-0.618909090909091
TBL1XR1	0.7553
G6PD	-1.054
SP140	0.0601
MUC17	0.0406923076923077
NUDC	-0.1201
DNAJC5B	1.7245
SCARA3	0.769666666666667
CPA3	6.0635
BCAT2	0.264875
MFN1	-0.2668
NRG3	0.271
SNX11	0.29425
PLEKHH1	-0.2245
GPR177	-0.963333333333333
HCFC2	0.285
TCAP	1.3165
MOCOS	-1.87025
C14orf93	0.0985
PRDM10	-0.524
SLC16A4	-0.0833333333333333
SRGAP1	2.19166666666667
VIP	-0.168
DUSP27	-0.0373333333333334
LILRA1	0.4108
MC2R	0.6875
MGC24103	-3.16725
MBTD1	-2.1015
FUT11	-0.2805
USP33	0.7344
C15orf39	1.215
MAP3K12	0.216
PAAF1	-0.654666666666667
BARHL1	-0.135
FLJ16165	0.1095
PIWIL2	-2.81225
SYNE1	0.51225
CMTM4	0.742375
TSPYL1	1.3329
GUF1	-0.808166666666667
TMEM157	2.357
WDR44	0.36225
HIST1H3C	-0.00625
DKFZp666G057	-0.224
RNPEP	0.65
GAS2L2	0.373
ADH4	-4.3775
GRPR	0.766333333333333
FBXL17	0.896
ZBTB10	1.42391666666667
Gcom1	0.821611111111111
HTRA1	0.9983
ZNF585A	0.315333333333333
SLC26A2	0.729428571428572
OTOP3	-0.0186666666666666
WISP1	1.92322222222222
ATP2B4	0.165916666666667
FLJ10769	0.8165
CRAMP1L	0.348875
CHST12	0.514
RAB22A	1.70975
TARDBP	-0.254928571428571
STAU1	0.59525
CRB3	1.78266666666667
MIG7	-0.575
CHMP1A	0.355166666666667
ZNF160	0.390625
B3GALT6	0.099125
BARX1	-1.23483333333333
C6orf167	-1.0441875
NXNL1	0.452
DHX29	0.85875
HADHB	-0.08325
PLXNB2	0.48675
ILDR1	-1.575
SLC15A3	1.57625
GAS2	-2.69733333333333
C20orf69	0.75
NUMB	-0.45125
TNIP1	0.310625
MESP1	2.12883333333333
PSKH1	-3.46944695195361e-18
NSFL1C	0.626125
RHOG	-0.411
HEY1	-0.5895
KNG1	-1.75325
ITGAX	1.0536
LIN9	-0.190833333333333
CANT1	0.48175
XRN1	0.332357142857143
CCDC96	1.6096
HEATR6	-0.848333333333333
GNG7	0.306166666666667
RUNX2	0.8634375
SOX1	-0.016
FCRL5	0.5749
ZNF99	0.539375
FAM9A	-0.3435
SNX22	0.4945
MBNL3	-2.25966666666667
ODC1	-2.4706
ADORA2B	-1.72733333333333
NR2F6	-0.0115
ZFYVE16	0.125111111111111
SYNJ2BP	0.3813
POLE	-1.27525
E2F2	-1.10575
THRA	0.425333333333333
PTGES2	-1.46866666666667
HIP1R	0.420333333333333
TMUB1	-0.787333333333333
ENO3	-2.4005
RSPH10B	-0.00599999999999998
CXorf39	1.039
IRGC	0.367
GPR109B	1.7435
FLJ13305	-0.902
LCE3A	-0.3505
TNFRSF18	1.56583333333333
DET1	0.02775
TRPM3	0.0503333333333333
C16orf79	-1.344
FECH	0.536333333333333
RAP2A	0.342333333333333
CRIP1	2.672
AZIN1	0.423625
SLC7A7	2.5315
IL10RA	0.2897
TMEM64	-1.3715
CDC42EP4	1.8738
C16orf58	-0.0242
ARG2	-2.6385
POU5F1P4	-5.0595
FAM62B	0.157625
DNAH8	-2.1697
ASH2L	0.018625
TSLP	-2.48816666666667
CNTNAP5	0.00116666666666668
TMEM16C	1.1445
IFNA14	0.013
SLC1A3	0.6725
CABYR	2.17875
BCL7B	-0.0593
NUDT13	-1.422
C13orf28	0.53825
C1orf53	-0.34775
ARL6IP4	-0.0392
RPL35A	-0.56975
EMR3	0.41725
RAB40C	1.04883333333333
SLC41A1	-0.383833333333333
LRCH1	-0.123
LY6G5B	-0.541
FAM124A	-0.135571428571429
MGC10981	-3.82083333333333
CLIP3	1.0533
MAP4K2	-1.11533333333333
CHIC1	0.54
SULF1	2.93466666666667
C20orf30	0.455642857142857
PRDM5	-0.919375
ELOVL1	0.43775
C11orf48	-0.79025
SLC39A10	0.11525
KCNV1	-0.1925
ACP1	-0.724
ZMYM2	-1.1335
B3GNT6	0.123333333333333
C9orf69	-0.69725
C2orf15	1.45775
C20orf166	1.354
HSP90AA6P	-0.248
EDG7	-1.778
NEURL	0.95425
LPL	2.917
CLEC2D	-0.567357142857143
GRRP1	2.01066666666667
CD8B	-3.2138
HIST1H3D	-0.9005
SLC6A12	0.83025
FAM27L	-0.1745
CD84	0.8009
RASA1	0.0285
PHKG1	-0.2695
MAGEA11	-1.5225
IMPA1	-0.3989
NPM3	-1.9025
RARRES1	4.06575
SH3BP1	-0.05525
B3GNTL1	-0.7435
ARPC5L	-1.0915
KLHL26	0.2015
SIM2	-0.901125
GJC1	0.683
C20orf194	0.0975
EXO1	-2.1965
SLC2A2	-2.149
LOC285074	-0.75425
LRG1	-1.07375
KIRREL	-0.3245
PIK3R1	1.63171428571429
C4orf34	2.402
MAF	-1.36611111111111
ADCY4	4.03783333333333
ZMIZ2	0.4523
SLC46A3	2.12966666666667
STAMBP	-0.2525
CCDC16	0.92425
MS4A12	0.07
TCF20	-0.1505
LRRC46	0.70725
C20orf152	0.28175
MRPS6	-0.61525
ABCB11	0.6295
KCNC2	0.523833333333333
CDH19	-2.53316666666667
C9orf123	-0.708666666666667
SSH3	0.6435
LDLRAD1	-3.48425
CCBE1	-0.43925
ZNF135	2.131625
TAAR1	0.561
WFDC12	-0.0175
CCDC42	0.0951666666666667
FLJ12529	-0.504
PER1	0.754333333333333
TIMM50	-0.433
SMARCAD1	0.0346666666666667
FAM26C	0.9
TP53TG3	-1.4705
SH3RF1	1.5489
LMCD1	2.765
GPR63	-0.016
FLJ21986	-2.3815
AIFM3	1.3485
MICAL1	-0.615666666666667
BLZF1	0.84
IQCA	1.22483333333333
PCDHGC3	-0.1175
SAC	0.9015
BCL6B	1.797
DDO	0.32325
MARCO	1.339
DCHS1	0.423
C1orf170	-0.896166666666667
CD200R1	-0.0831666666666666
C22orf15	-0.3645
SEPT11	0.369666666666667
ADNP	0.79425
UST	0.9211
C13orf34	-0.9035
RFFL	0.843857142857143
APBA3	-0.719
C2orf60	-0.674375
CUTL1	0.5738
PMS1	-1.11125
ZNF689	0.084
EIF3E	-0.1525
IL9	-0.0465
RPL31	-1.115125
LY9	0.327833333333333
ATP2B3	0.0835
KDELR2	0.443416666666667
TFCP2	-0.333625
NLRP12	-0.431625
FLJ45422	-0.694
TLE4	-1.0516
ZNF570	0.3625
FLJ43806	-0.196
TLK2	0.697875
CIR	0.63975
MARS2	0.6865
COL24A1	0.812
SDF2L1	0.3675
HIBADH	0.301333333333333
IGFBP3	-1.776
C12orf23	-0.118875
PSPC1	0.006
C20orf43	0.866
TRAV20	0.241
ARHGAP24	1.1
KIAA1975	-1.660125
C1QA	3.174
DNTT	-4.4265
C10orf6	-0.5625
C11orf41	-0.219125
HNRPF	-0.03225
COL11A1	4.774
UBAP2	-1.6095
CDKN2AIPNL	-1.2405
C20orf174	3.2455
SPRED2	0.14775
PLA2G12A	0.3155
ICEBERG	-1.256
SCN10A	0.1425
C11orf65	1.18725
GBP5	2.87
PITPNC1	-0.873166666666667
POU3F3	1.0935
NCOA7	-0.078125
LIN7C	0.2997
LOC348840	-1.316
NKX2-2	-3.26625
ANKRD13D	-0.506875
LOC123688	0.72575
FUT2	2.02766666666667
TAAR8	0.231
FZD4	1.88466666666667
PNMA3	-1.22666666666667
OR4L1	0.3
WIT1	-2.53075
EXOC3L	1.39775
ATPBD4	0.7799
KRBA1	-0.94775
UBXD6	-1.15275
HOXB7	-0.952285714285714
C7orf23	-0.7635
UNQ338	2.1705
STAB2	2.13675
CDC20B	-0.177
IRF9	2.03675
CENTG1	0.825416666666667
TNPO2	-1.3875
MCPH1	0.77225
BMS1P5	-2.08275
SLC26A7	0.2575
HIST1H3J	0.78775
C9orf3	0.0808
LBH	1.105
MYO1D	1.619125
PTDSS2	-0.000750000000000001
NFU1	0.3535
DEPDC4	-2.071
WNT7B	1.5404
GLP2R	0.0356666666666667
SETD4	-0.6439
DYNLT3	0.3107
FKBP11	-0.553166666666667
SESTD1	1.35533333333333
FLII	-0.0925
RPS16	-0.818
CHPF	-0.203666666666667
CSNK2A1	-0.403333333333333
SUMO1P1	-0.06
FKBP6	-0.03
ZNF214	1.61533333333333
TWIST1	0.983333333333333
DDX56	-0.296
TRAM1L1	0.6868
EPO	-3.2125
MRPS18B	-0.5165
ZNF682	-0.576166666666667
RPL14	-0.825666666666667
MAFF	0.45325
LOC51136	-0.8145
LY96	-0.4025
DDX20	-0.59475
ABTB1	0.530666666666667
ARL5A	0.2387
CCT6A	-1.064
HEPACAM	-0.217333333333333
EHHADH	-0.0393333333333333
RBAK	0.554833333333333
CGB1	0.377
ITGB5	0.7884
YIPF3	-0.0095
FKBP2	-0.1295
NR1D1	-0.4051
TMEM110	-0.312
NEK2	-0.7055
PRAMEF8	-3.1265
C20orf52	-0.127333333333333
PCDHGA3	1.032
VWA3B	0.2445
NDUFA5	0.257625
THAP9	0.3995
FLVCR2	-0.007
AP1S1	-1.432125
SMAD6	-1.01725
SAV1	0.266125
SAT1	0.350375
ZNF251	1.177625
ADAMTS7	0.0658
RPP38	0.535
C1orf211	-0.568
YPEL2	0.91005
RBMS1	0.25
ZNF445	-0.414833333333333
NRXN2	0.393833333333333
PGBD4	0.001
UGT2B28	-2.89225
WBSCR16	-0.9625
NLRC3	0.069375
ASTL	0.317
ST6GALNAC1	-2.238
ZADH2	-0.202375
MLLT4	0.88725
ARL6	-0.718666666666667
MEF2C	0.02175
CBFA2T3	-1.0895
AFF3	2.5035
COG7	0.508833333333333
MYB	-0.664
PLXNA3	0.3615
XRCC2	-2.2165
MMS19	-1.022125
ST8SIA5	-1.001
CHPT1	0.743833333333333
KIAA1712	-0.176375
OR6X1	0.7855
ACTR3	0.085375
UGCG	1.89883333333333
OR4P4	0.1825
ZAP70	-3.224
LPP	1.2835
ZNF485	-0.85275
PTPRCAP	-0.6875
IL12RB1	0.2045
ATRX	0.4552
CHST8	0.5605
C14orf109	-0.31
ARV1	0.00949999999999999
NMB	0.793714285714286
COX5A	-1.06383333333333
EIF6	0.6065
MPPED2	0.825333333333333
SEMG1	-0.6455
CHRDL1	1.87
TRAF3IP2	0.7045
WNK2	-0.751125
LILRA4	1.48766666666667
LAMA2	4.9275
PXT1	0.3575
RLBP1	-3.43275
CD300C	0.49525
SLTM	-0.0495
FLJ10404	-0.1755
APOBEC3D	0.297333333333333
RENBP	0.7305
ATXN7L1	-0.539625
NID1	0.7235
TUBGCP3	-0.31
ITIH5	1.97044444444444
CCDC110	2.20375
C8A	-2.67675
MGC87042	-1.45475
HOXC13	1.065
TFDP2	-0.8485
HCP5	0.994875
POLI	0.6595
UCN	-1.1515
ZNF764	0.891666666666667
C8orf45	0.577
FHL3	-0.76675
SPATA5L1	-0.76925
MMRN2	3.01783333333333
NDST1	-0.163833333333333
COL20A1	-0.0173333333333333
ZNF248	-0.665666666666667
PELP1	-0.925166666666667
MBL2	-2.60983333333333
RNF41	0.085625
C5orf24	0.501125
THOC5	-1.106875
SERINC3	2.24816666666667
RP11-151A6.2	1.37975
CDCP2	0.10775
HIST1H2AA	-0.1
C11orf75	-0.247666666666667
FKBP7	-0.303
DDOST	0.1395
GPNMB	0.102333333333333
TTF2	-1.4765
KCNT1	-0.175333333333333
SLC39A14	-0.804625
NGRN	0.4993
GPR137B	2.6675
MECP2	0.172
PSMA1	-0.24475
C16orf73	-4.81425
TMEM60	-0.4975
CSN3	-0.5745
NOS1	0.363333333333333
RAB7L1	-0.8995
YBX2	-0.1085
KIAA1166	-0.69
FUBP3	0.0783333333333333
ABCG1	2.0045
ACACA	-1.0205
ARL11	-0.1512
ATOH1	-0.057
ODF1	0.432333333333333
CREB3L3	-1.86866666666667
TMEM127	1.2055
DSCAML1	0.33825
PLN	3.634
LYPLA1	0.689666666666667
PRDM9	-1.97725
SASP	-0.24
PLUNC	0.515333333333333
INTU	-1.2135
HISPPD1	-0.10825
LNPEP	0.519166666666667
YARS2	-0.883833333333333
APCDD1L	-1.619
ZCCHC4	0.2622
FBXO22	-0.786333333333333
TTLL13	-0.3435
ZNF669	0.0661666666666667
PTGDR	1.6725
DDX27	0.7055
KIAA0409	-0.287
GJB6	1.17575
ASB8	0.69475
PLP2	0.9005
MEPE	2.61875
OR10J5	1.251
KRT222P	0.5385
COQ7	0.0485
C1orf101	1.511
RERG	2.4204
CHMP5	0.538875
THAP11	0.655125
ZNF43	0.768333333333333
ZRANB3	-0.471166666666667
KRT13	0.535375
MRPL19	-0.897125
RBBP9	-0.1375
SPATA17	0.361
BXDC5	-0.0536666666666667
PAFAH1B1	-0.950666666666666
MAGEE1	1.86625
OSTF1	-0.1675
KIAA0323	-0.309166666666667
TXNDC13	1.118
CNTN4	1.42725
LCE1B	0.369
UNQ501	0.20075
ZNF154	0.9115
C3orf64	0.90225
SYT5	0.1837
PON1	-0.2885
FLJ10357	-0.666375
ATP4A	-1.3245
GNPDA1	-0.0346666666666667
MGAT1	0.6235
C14orf121	0.00700000000000001
SLC35B2	-0.197
MIER3	1.17033333333333
CHEK1	-3.32075
ZNF8	-0.341833333333333
TXNDC1	0.211666666666667
CKB	-1.6641
RTN3	0.301285714285714
FZD2	-1.62283333333333
PART1	-0.640375
PSMB6	-0.43325
PCDHB8	-0.3415
PHC3	0.0518
PPP1R8	-0.107833333333333
NOVA2	1.58083333333333
TNFRSF11B	-4.58175
GOLPH3	0.841666666666667
UBLCP1	-0.072
SUHW3	-0.92275
TTLL1	1.01625
OPN4	0.304
OR13G1	-0.3885
ZPBP2	-0.381166666666667
HSD17B11	0.096625
C9orf50	0.876
DHDDS	0.107714285714286
CTSW	0.5602
NEFM	-0.404666666666667
MRPL28	-0.41075
SYN1	0.5665
PIGV	0.0525
ZIM2	3.026
APBB1	0.353666666666667
SND1	-0.251
C1orf123	-0.0496666666666667
CHD3	-1.335
BHLHB8	0.2315
RNASE2	-0.1735
BCAP31	1.309125
SLC25A44	0.244333333333333
CHD6	1.4477
PIB5PA	1.27023076923077
SELS	1.081125
LOC541471	-1.298625
FAT2	1.561
ZNF81	0.3835
OR4C16	0.3105
FLJ10081	0.116
LRRC4	1.6495
CS	-1.68216666666667
N4BP2	-0.01575
IGFBP7	2.43675
ZNF318	-0.329083333333333
NDNL2	0.890875
ZNF609	0.235625
SIRT4	-1.0895
EXOSC10	-0.68925
ECE2	0.01975
OVGP1	-0.5785
GTPBP3	-1.8165
PACS2	0.043
C19orf36	-0.106
ARL4C	-1.141
ATG4B	-0.336875
UBQLNL	-0.22725
RHOXF2B	-3.499
PLEKHG2	-1.1655
GALR1	-0.554
AQP4	-0.00933333333333334
HDAC7A	-0.687333333333333
DCUN1D3	0.54775
OR8A1	-0.2325
CCRN4L	2.807125
CBR4	-0.929333333333333
KIFC1	-2.10516666666667
SLC7A14	-1.0995
LHX5	-0.0165
TRPC7	0.045
LPXN	-1.41075
SERPINA1	-2.183375
RPS13	-0.8958
BPIL3	-0.163
PRKAA1	-0.9655
FADS2	-0.6116
ENAH	-0.1229375
PRO1768	-0.1035
APBA2BP	0.357
LIPH	1.316
C3orf33	-0.755
RCC2	-0.534785714285714
ALDH1A2	-2.6527
RNF103	2.393
AHCY	-0.355625
ALG12	0.2525
CCL17	2.1655
ZNF543	1.87633333333333
ESRRG	0.7971
CNGA1	1.387
RDH5	1.08233333333333
OTX1	-0.273
PTGFR	-0.993833333333333
CDR2	1.460875
SELE	2.06475
NLGN2	-1.06283333333333
EXOSC9	-0.27775
ZNF566	0.700833333333333
KLRC2	-1.6125
GPR12	1.0615
KIAA0196	0.6505
PDRG1	-0.549
SSR3	-0.651714285714286
MSI1	-0.478
CST9	0.9075
CC2D1A	-0.598625
PLAGL1	-0.908111111111111
ZNF778	0.526
RNF2	0.08675
KLF6	2.23366666666667
THBD	2.80533333333333
tcag7.1314	0.53275
NR5A1	-0.0338333333333333
ABCD2	0.7885
DNAJC7	-1.96875
CLEC4C	-0.028
TM2D3	1.1415
CCDC4	-0.482
PLAC2	3.04375
DCD	-0.221
FAAH	2.1555
POLA1	-0.2685
TM7SF2	0.66175
FLJ39822	-0.446333333333333
FLOT2	0.583
MAP4K1	-0.603333333333333
SRP68	-0.027625
C21orf74	-0.113
ARPC5	0.350125
LOC126075	0.723
HECW2	1.04242857142857
ZDHHC4	0.30775
ANKRD42	0.8182
PDE9A	-0.616
ABCA8	2.69975
NDUFS2	-0.3055
UBR5	-0.408375
BTBD16	-2.67825
LOC554174	0.3875
ZNF20	0.664
KIAA1843	-0.028
WDR17	0.545125
C15orf33	0.725
RNF113A	0.20125
CAMKK1	-0.9285
CLCN2	-0.01625
ANXA6	-0.776
LOC340069	-0.0035
EMID1	1.035375
DPM3	-0.63575
ELA1	0.3395
SLC25A13	-0.8436
KRT24	-0.78575
SMPD1	-0.0436666666666667
TH	0.195625
COL6A2	0.370642857142857
ANKS1B	0.61325
GPR126	-0.1695
ZC3H12A	-0.652166666666667
TMEM47	1.07183333333333
C2orf51	-0.218333333333333
C1orf88	1.57216666666667
HSF2BP	0.26725
AKAP10	0.76725
RPAP3	-0.9835
KLHDC8B	0.473625
STOM	1.3291
MUPCDH	0.00285714285714285
C10orf72	-0.29125
PLEKHA3	1.01
TCP11L1	-0.63925
CWF19L1	-0.852375
SPEF1	0.451615384615385
YSK4	0.478
ELN	2.0104
SAMD8	0.855833333333333
MPI	-1.13116666666667
MEPCE	-0.0082
ABCC3	-0.711625
NANOGP1	-3.5375
KCNK17	4.061875
HLA-DMB	3.43
RRAGA	0.9535
ANGEL1	-0.12725
RBM32B	0.2055
CPN1	-2.9455
MGC52282	-0.7168
HLA-A	0.9595
OR9G4	0.3095
EDNRB	1.275375
SCD	-0.3615
C14orf80	-1.20166666666667
BAGE2	0.0855
RABL4	0.5355
RCVRN	0.1875
SHANK1	0.219
NLRP7	1.018
CD226	0.70175
STAT3	0.7429375
SYNJ2	-0.1743
TPCN2	0.326
WDR36	-0.92475
MBD4	-0.61425
ROBO1	-0.3174
ST3GAL6	-3.04725
SLAMF8	2.09983333333333
ATN1	0.335166666666667
GPR141	0.37925
KRT36	-0.209
TPH1	0.1755
DDX52	0.277
ZSCAN29	-0.337333333333333
TRPT1	-0.6715
DPEP3	0.53725
DENND4A	-0.594875
TSPAN16	-0.5765
PTCHD2	0.4525
LOC145814	-0.712
CAP1	0.141166666666667
EIF5A2	-0.6556
NT5DC3	-0.479125
SEPT9	0.237
SEZ6L2	1.532
EGFLAM	3.14075
VPS11	0.389375
NDUFB5	-0.397166666666667
CIDEA	4.40316666666667
IER5L	0.15675
N6AMT1	0.2195
FAM83C	-0.28225
OXR1	0.823
IRX1	0.5405
DGKB	0.0456
GCN5L2	-2.8165
MIR16	0.51575
FBXW9	-0.8195
WDR4	-1.55916666666667
PDC	0.0575
VPS33B	-0.0335
HEXB	0.42675
FLJ32214	0.79775
TCEB3	-0.963
CRLF1	-2.442
ABI3BP	2.246
C8orf22	-4.027
PYCR1	-0.40425
KIAA1706	0.434
CDK5R2	0.512375
WAS	0.0355
C12orf60	-0.97925
CCBL2	0.158
MADD	-0.1665
C5orf34	-1.154
WDR42A	0.8945
KLF12	-0.234
HSPA1A	2.28925
ITM2C	-1.65833333333333
DAPK2	1.04816666666667
LOC442590	-0.101
SUMF2	0.211
CENPA	-1.39615384615385
TMED5	-0.046
CDH6	-0.6968
BRP44	1.73525
THG1L	-0.652
GABRA2	-1.347
C14orf166	-0.42525
MYL1	-1.29516666666667
TNFSF18	0.006
PAP2D	-0.9605
PPIB	-0.079
KLHL4	0.041125
SFN	-0.0593333333333333
CCDC127	0.238
FRAP1	0.03975
GOLGA5	0.965
SDCCAG1	-0.395375
MGC21675	0.489333333333333
C10orf95	-1.63625
KIAA1345	-0.9285
C1orf163	-1.447
LACE1	-0.354666666666667
OR10K2	0.175
CENPN	-1.8592
TMED2	1.345
UGT1A6	-1.219
ANG	-1.01
U2AF1	-0.945333333333333
CASC2	-0.232666666666667
NMT2	0.4285
OSGEPL1	-0.78325
DFNB31	-1.32
SLC6A20	0.17225
DKC1	-0.58625
FXYD4	-0.895
WDR64	0.23675
MGC5590	0.2345
CREBZF	0.5105
DAZ1	-0.275
PRPSAP1	-0.24975
GCHFR	-1.50225
TTC7A	-1.08075
LOC196993	1.00625
UBD	0.166666666666667
S100A1	-0.479375
RPL6	-0.718166666666667
DNAJB6	0.8749
NAGS	1.0619
C2orf58	0.231
KERA	0.8155
MT1X	0.3491
UBE2B	2.4477
KEAP1	-0.03975
MST1	-2.93375
OMA1	0.3905
ABLIM2	2.3415
BCL2L13	-0.18675
JAZF1	0.4685
TMEM63B	0.75
S100A8	0.3315
ARFIP2	-0.185
UROS	-0.155
KHDRBS2	-1.2655
POLQ	-3.015625
SOAT1	-0.18925
SPAG4	0.306
MRPS30	-0.706333333333333
LOC494141	-0.93875
OR2T11	0.6035
ORAOV1	-0.5297
ZNF184	-0.320166666666667
TCEB3B	0.3075
ADAM21	-0.618
GDPD1	0.009
SPINLW1	0.69075
PRR14	0.207666666666667
KCTD9	0.216
NUDT3	-0.41975
KIAA1822	0.3262
HIST1H4K	0.4155
DFNA5	-1.8005
GABPA	-0.0655
C14orf44	0.72025
POLB	0.281375
PTAR1	-0.856
SEC31A	0.6322
TRIM58	-1.981
TAS2R14	-0.045
VPS8	0.074375
H1F0	0.291666666666667
PRKCB1	-2.71566666666667
UGT2A1	0.2515
TOR1B	0.29825
LSS	-0.636833333333333
C2orf19	0.339
HNRNPC	0.209142857142857
TMEM100	0.568
LOC116349	0.0775
OR51M1	0.074
CCDC142	-0.4625
ISG15	1.147375
ZCCHC14	0.633
CREBL2	1.675
TGDS	-1.14575
DC2	0.06725
CACNA2D3	-1.56571428571429
ZNF429	-0.28125
LYPD6	0.481833333333333
SUCLG1	-0.362
OR51I1	-0.728
MAGEH1	2.21125
PRPF40A	-0.38
SMR3A	0.714
SPINK2	0.183
THAP2	1.836875
NPY5R	1.92925
IRF4	-2.369875
SPESP1	2.46716666666667
OR10S1	-0.3945
DTD1	-0.474
TUBE1	-0.99875
DDX19A	-0.3215
PDPN	-0.998
TMEM34	0.877166666666667
MGAM	0.4555
COL3A1	5.61511111111111
GFM2	-0.299
OR5A2	-0.213
PSG9	3.73225
ARHGEF11	0.0823333333333333
IVNS1ABP	-0.4125625
SIGIRR	1.04975
DUSP19	-0.46325
DNAJC14	-0.0023
ACSS1	-0.978375
IL1RAPL2	0.558
C4orf30	-1.1045
SEPT4	2.39425
LANCL3	-1.488
SPAG17	1.5815
PRDX3	0.048125
HNF1A	-1.303
P4HA2	0.814875
RFWD3	-0.918
MOV10	-0.817
DNAJA5	0.520714285714286
LOC729440	0.37775
LOC200383	0.779
SMC2	-2.91075
MIXL1	-1.27916666666667
TMEM9	0.64
FAM86A	1.3955
ZNF174	0.6941
MYH14	-1.165
CCR8	-0.31625
VPS37C	0.113833333333333
GPATCH1	0.465666666666667
B3GNT8	2.73
TBX4	-0.189
CNR2	0.863666666666667
PCDH1	1.45375
C5orf29	3.434875
OCIAD2	1.36825
PLCG2	0.65125
KIAA0247	1.744875
HRH3	0.1832
CAPN13	3.539375
CCR1	-1.3058
MGC15523	-0.382111111111111
UVRAG	2.38916666666667
DNAJA2	0.378
ITGA2B	-0.422333333333333
CLDN5	4.11275
PTPRN2	-0.313285714285714
ZNF512	-0.7835
PSAP	0.420214285714286
CCDC140	-1.499
LRRC55	0.1825
CYP26C1	0.6265
C8orf47	0.108
LYN	-0.646375
DUSP6	-0.116833333333333
TGFB3	2.54306666666667
ELK1	-0.254
PCDH11Y	-0.3135
HGD	-0.677
C17orf58	2.3785
MYO3A	0.465
SERPINE2	-3.74383333333333
AARSD1	-0.911875
