Hybridization REF	TCGA-AN-A03Y-01A-21R-A00Z-07
TSNAXIP1	1.14275
FAM131B	-0.691
IFNA10	0.712
NUP43	0.048
FAM44B	0.27725
L1TD1	-5.62
NMD3	-0.538666666666667
C18orf54	-0.4399
PHOSPHO1	-0.3285
RAG2	-2.4355
EMILIN3	-0.303
METTL3	-0.24175
VPS13C	-0.82875
REXO2	-1.1235
ANXA4	-0.55325
CA1	-2.01275
DCP1B	0.45125
TULP3	0.0975
ATP2A2	1.29928571428571
ATIC	-0.78025
ADAM15	-0.0335833333333333
NPL	1.15283333333333
LGR4	-2.463625
UEVLD	0.750166666666667
GAB1	1.33975
SNAI2	-1.1965
ZGPAT	0.1087
SNF1LK	-0.38425
DLEU1	-0.01675
UBE2Q1	1.287875
ZMYM6	-0.1998125
JPH3	-2.16233333333333
FAM38A	-0.519916666666667
PXK	0.3525
DENND2D	1.4525
BAX	-1.556
CP	-2.51436363636364
RPL37	-0.2803
G6PC3	0.282625
NCOA4	0.687166666666667
LRRC14	0.30575
GORASP1	1.00175
FCHO2	1.35575
CYP24A1	-4.4948
FXYD3	-1.953625
SMARCAL1	-0.15325
ABCB8	-0.245333333333333
CCDC44	-0.108
PRDM7	-3.849
USH1C	-1.251
DNAH5	3.80916666666667
SRF	0.239333333333333
MAL2	5.29016666666667
PGPEP1	-0.0735833333333333
SIN3B	0.218
SEMA3C	-0.949666666666667
GRAMD3	1.16325
FBXO10	-0.566428571428572
OR5D13	0.268
FLJ31818	-0.392375
CACNA1I	0.074625
S100A13	0.3965
TP63	0.462714285714286
ANXA11	-0.5128
WDR66	0.822375
CSF2RB	0.4395
IFI44	0.15725
DACT1	1.09833333333333
ANKRD23	-1.465625
ATP5G1	-1.264
C21orf70	-0.177666666666667
PPWD1	-0.09975
DNAJC13	0.59125
PAH	-4.372
PTCH2	0.71325
TRMU	-0.7725
CCDC9	0.185
USP3	-0.1175
DCLRE1C	0.1509
FAM55C	-0.49225
FRMD4B	1.95075
CYP2R1	-0.20725
RFPL1	-0.8672
XPO5	0.316
ARL6IP2	-0.042
OSBPL5	1.19375
MMP9	1.27363636363636
KIAA0802	-0.41375
DHRS2	-2.84333333333333
SGEF	1.301125
TXNDC10	-0.2332
EXOC6	1.13025
RPS27	0.894833333333333
PNCK	-1.73216666666667
FSTL1	-0.71825
AACS	1.27025
SLMAP	1.42366666666667
SAMD4A	-1.3426
ABRA	0.317333333333333
SMARCD3	2.28275
PKNOX2	-3.90033333333333
A4GNT	0.4605
C9orf39	-1.21733333333333
RALYL	-0.21825
MGC33556	-3.1455
C10orf25	-0.8315
BBOX1	1.81575
NHEDC1	0.20125
XDH	-0.909
GCSH	-0.94
EDN1	-0.766333333333333
MTERF	0.16575
CLK4	1.37975
ZNF799	1.1105
KCNG1	-0.044625
CXCR4	1.67066666666667
PTPRR	-2.8705
IRAK1	0.021625
LOC401397	-1.19525
TMSB10	-1.15142857142857
CXCL3	-4.0262
TMC4	2.513
OR7A10	0.2665
STYK1	0.25925
CHRNA10	0.679
CCNI	0.97925
EP300	0.993357142857143
LOC165186	-0.313833333333333
HIC2	-2.4105
SDR-O	1.2685
OR2W1	0.271
KCNA6	-1.126
TRIM74	-2.46025
REEP6	1.64825
ATP5G2	-0.01225
ERG	0.607375
TMEM42	-1.338
PARN	0.330166666666667
SOD2	-0.646
DIRAS1	0.360833333333334
PNPT1	-0.9595
JOSD3	-1.608
hCG_40738	0.223
PDE1C	-2.53625
SEMA4D	1.004125
AGPAT1	-0.0996666666666667
NOSTRIN	0.879125
MAP3K3	-0.848166666666667
MAX	0.307928571428571
CAPS	1.70216666666667
SERPINA12	-0.3075
OSBPL8	1.4215
RICS	1.7204
NR4A2	0.3295
PPCS	0.629166666666667
LONP1	-0.39225
SCYL3	1.34425
HERC2P2	-0.332666666666667
FIBCD1	-1.1855
C15orf41	-1.156
DMC1	0.0186666666666667
C20orf27	-0.94125
RPS6KA5	0.6508
FAHD1	-0.297833333333333
SLC12A4	-1.3775
BRCA1	-1.12775
GBL	0.19325
SLK	0.3036
NUDT9P1	-0.5935
NOXO1	0.676
USP52	-0.7845
BAZ1B	-0.829125
SLCO2B1	2.6335
BBS12	0.244666666666667
LRGUK	0.5305
TERF2IP	0.00125
COL1A1	4.1435
KIAA0090	-0.58825
GRK5	0.317833333333333
AP1S2	-1.7365
TMEM52	-1.3115
CA11	-1.310375
OR4A15	0.7075
ACBD3	2.1699
SPAG11B	0.334875
PRDM2	0.7166
FOXP3	0.47975
SMYD3	2.1737
LOC389199	-0.4585
LGI2	0.051
NAPE-PLD	-0.1376
ANKRD6	1.301
WDR45	0.565666666666667
SHROOM1	0.50175
PSCD3	-0.639
PYY	0.8525
KCNC1	1.232
ARHGEF9	0.408
OR8J1	0.03325
GPR55	0.0106666666666667
NS3BP	-0.331
C10orf22	0.397333333333333
NAT8L	-0.903
DUSP4	-0.275
FOXM1	-1.15066666666667
GRAMD2	0.541
ZBTB48	-0.293833333333333
BUD31	-0.6695
PABPC5	0.2865
CCDC41	-0.4455
FBXO11	-0.255
C6orf148	-1.9555
RFXAP	-0.24
C6orf15	-0.111833333333333
CDK8	-0.252833333333333
C6orf70	0.940125
TESSP2	0.1265
ALG2	0.6095
PPP1R3D	2.7025
TPM3	0.4635
SYT13	0.69275
EPB42	-0.965333333333333
CETN3	-0.652
PRY	-0.39
NTHL1	-0.441166666666667
POLR2B	0.6225
RPS28	-0.296166666666667
P2RX3	0.24
LYZL4	-0.01575
WBP4	0.1687
PMM1	-0.41725
C11orf79	-0.3
CBLL1	-1.3375
IL1F10	0.117666666666667
VAX2	-0.1545
SETDB1	0.841166666666667
LRAP	-0.492166666666667
GCLM	-0.709166666666667
CPEB3	2.01775
PPM1A	0.43
INTS1	-0.51
CAMTA1	-0.54725
SAMSN1	-1.01775
LOC158830	-1.71033333333333
GMPPA	-0.59375
AIPL1	0.0665
IL24	1.00216666666667
BDKRB1	-1.84
MLF1	2.1799
TAF12	-0.79575
ID1	-2.34675
THADA	-0.385125
PIK3CB	0.6295
OR4N5	-0.115
TBC1D17	-0.123166666666667
COX8A	-1.70925
CDCA4	-0.20125
C2orf44	-0.66525
ZNF534	-0.867
IMMP1L	-0.1715
NIPSNAP3B	-0.50375
FTMT	0.15025
PWP2	-0.2965
MMP15	-0.709
DNAH11	-1.26975
MTMR14	0.07375
DNAL4	1.97575
IPP	-0.52775
TMEM59	0.116
C1orf157	0.056
RGS4	-0.0725
DDX18	-0.105833333333333
SNX6	-0.10625
ZNHIT2	0.5135
NCDN	-0.239833333333333
FLJ33534	-0.66275
RAG1	-1.688875
OR4D10	0.39
PTPN5	0.271166666666667
POMT1	-0.08325
LRRC8A	-0.7906
CYP1A1	-2.22275
CAPN1	-0.390166666666667
DDHD2	-0.96825
GRIK2	-0.19475
GNRHR	0.69825
PPBP	0.281
HTR3A	-1.037125
SLITRK4	0.3815
ANKRD49	-0.2395
BTF3	0.4187
SARS	-0.0925
C13orf18	-0.304333333333333
CACNB1	-0.295142857142857
QKI	-0.137636363636364
SETMAR	0.82525
MAN2B1	0.511
EML3	-1.01175
ACADL	-0.116333333333333
OFD1	-0.200125
DEFB114	0.327
CGA	-3.3341
PEX16	0.4925
LRRC10	0.031
GNG12	-0.88
C1orf152	0.0206666666666667
CHRM1	0.483
CD53	0.357375
DBH	-1.14225
TFAP2B	5.60025
HIST1H2BJ	-1.97816666666667
FAM46D	0.025
TMEM11	-0.2495
C3orf32	-3.54925
PCCB	0.023125
IPO13	-0.462625
C6orf105	-2.67575
COMMD5	2.019
SUV420H1	0.7587
LTBR	0.8445
ARHGAP15	-0.663625
HDHD2	0.9705
TDRKH	1.63083333333333
LOC401052	0.985
PSG4	-1.7305
GNB4	-0.7239
SPATA4	1.96825
SLC9A3	-0.1635
OSBP	1.493
NBPF3	1.04858333333333
DOCK11	-0.985
SLC39A5	-2.44183333333333
PRR5	-0.17
C10orf63	2.684625
SMTNL2	-2.286
ADRA1A	0.19075
ASAH1	1.7339
DOM3Z	0.576
GIPR	0.339666666666667
AHI1	0.4475
NADSYN1	-0.284
RGS14	0.6481
IL18BP	0.7283
RTN4RL1	0.670166666666667
ARMC6	-0.3455
PSMD5	-0.427833333333333
HK3	2.0884
OR4S1	0.09275
RSU1	1.4971
MAD2L1	-1.44633333333333
EIF4A3	-0.134
DLEC1	-0.465
E4F1	0.508666666666667
CHMP2B	0.7948
CAMSAP1	-0.49075
RPS21	-1.25083333333333
ARID5A	0.465
UBE2N	0.2758
IGSF8	0.880166666666667
MAGEB6	-2.0335
ACAD11	-0.1706
MGC4172	-0.67525
LMO4	-0.1875
KLKB1	-0.78725
HP	-1.081
HDAC3	0.76775
SCHIP1	-1.44525
CLCA1	-0.2575
OLFML2A	0.551625
C1orf112	-0.28075
KIF19	0.890916666666667
HAPLN4	-0.2906
CXCR7	-0.283
GOT2	-0.0514
RAB38	-1.42525
DCX	1.868
PPM1H	0.32825
NFYC	-0.169666666666667
KIN	-0.042
ZNF228	1.058
PLSCR4	0.916333333333333
HIG2	-0.69975
FAM79B	6.413
C21orf86	-0.3757
KCNK10	-0.043
ZNF738	-1.82175
FSTL5	-1.5176
OR6A2	1.262
OTOA	0.661833333333333
EXOC1	0.273
AHRR	-2.8635
PDAP1	-1.36666666666667
C19orf6	0.049125
ZAN	0.2525
LY6G6E	0.6555
EIF4E2	-1.39525
C20orf198	-0.491
ZNF324	1.0745
CYP3A5	-4.26183333333333
ENTPD7	0.7185
MBOAT5	0.0688333333333333
GJB5	-3.1395
TTC13	1.382
S100Z	-2.107
KIAA0664	0.284666666666667
PDGFRB	1.56075
IL17D	-1.97225
OR56B4	-0.329
RDX	-2.09633333333333
SLC34A3	-0.1765
IL28B	-1.075
JUND	0.74825
CHRNB1	-0.311625
CAMK2B	-0.27175
FETUB	-2.30375
CXorf23	1.3855
MRTO4	-0.925
TTC3	1.9303
NDUFB8	-0.660666666666667
EDG2	0.0895
SEMA3G	0.28975
IL23A	-1.6265
GRHL1	1.9941
LOC441054	-1.607
WDR65	1.000625
PSTK	-0.30825
STOML3	0.2885
R3HDM2	0.5669
C5	-2.38275
SLC2A10	0.4045
C3orf22	0.53425
PAQR3	-1.13969230769231
ANKRD26	-0.679916666666667
HCRTR1	-0.052
LOC399947	-0.212666666666667
PSD2	0.34475
TIGD2	-0.363166666666667
SCRN1	-3.9215
COQ10A	-0.10825
DDI2	0.3915
METTL7B	-1.51383333333333
UCN2	-0.456
FAM92A3	-1.44525
WDR16	2.84375
ZNF511	-0.928166666666667
ZMYM5	-0.1365
POLR3G	-2.4555
ZNF586	0.36775
C1orf49	0.077
TANK	0.2915
RCAN1	0.857
PELI3	0.370833333333333
LIMD2	-0.549916666666667
TMEM189	-0.789
NTN4	2.124125
LOC151300	0.365
CLEC2A	-2.812
GPR135	-0.6155
DPYSL4	-3.1099
JAK2	-0.6515
TSHZ1	2.06966666666667
TM9SF4	0.48275
ZNF264	1.36
SIRPG	1.802125
BICD1	-0.60925
HERC6	0.287166666666667
METTL5	-0.9455
CASP1	-0.124
PRRT1	0.457333333333333
PLA2G4C	2.15816666666667
ICA1L	-0.4205
TPTE2	-0.5918
OTUD7A	0.354166666666667
AQP11	2.3035
APOA2	-4.4026
KALRN	-0.7908
SECTM1	-1.01625
IFNAR1	0.29825
TALDO1	0.00325000000000001
RAB11FIP4	0.787
EIF5A	-0.6505
FAM49A	1.24525
NEGR1	0.115333333333333
YTHDC2	0.5845
EHD2	-1.296125
NCF1	2.1704
SCRT2	-1.318
HOXA5	-1.28683333333333
NUP133	1.408
FGF12	-1.4238
SLMO2	0.00362499999999999
SNTA1	-1.046125
CACNG2	0.0135
GCM1	0.31075
ELF1	0.8205
TLR5	3.94625
TCFL5	-1.49354545454545
RBMY2FP	-2.428
LOC100125556	0.387
FAM129B	-0.962
MAP3K7IP1	0.348125
NCK2	1.0265
OXA1L	-0.7805
FMO9P	0.2445
ZSCAN12	0.528
PSMD12	-0.328416666666667
HSCB	-1.1975
CLDN10	-4.38325
MGC13053	-1.29225
HPCAL4	-0.0231666666666667
ASZ1	-0.161
MEX3D	-0.6575
NFAT5	-0.8149
CSPG4LYP1	-0.921666666666667
FBXO3	1.048
DVL1	-0.780833333333333
CMKLR1	1.83683333333333
TYMS	-1.302625
PEF1	0.762
ZNF750	-0.241666666666667
MCM5	-1.3328
MEGF11	-1.13275
KCNK7	-0.0055
PTP4A3	0.7895
C1QTNF2	-2.03266666666667
OR6S1	0.0955
FAM122B	-0.3385
ZNF551	0.308375
HBQ1	-3.527
GEMIN6	-1.48275
ARSK	0.50875
RBP7	0.0248333333333333
CPNE9	0.33825
DSC1	1.2445
LOC730112	-1.027
MAP2K4	0.6975
HS3ST5	-2.3525
EPB41L3	-0.09075
TEKT2	2.3035
CDKN2B	0.45175
ZNF480	-0.41275
MAP3K6	-0.1257
MAP6	3.94116666666667
HN1	-0.3953
OR2L13	0.0728333333333333
SLC16A11	0.263
FAM96A	-0.3695
APOL1	-0.0015
C5orf32	0.5385
RTP1	-0.702833333333333
RNF175	-1.121375
ZBTB41	2.820375
AHCTF1	1.7418
SAE2	0.6987
ITGA2	0.107833333333333
MME	-2.07416666666667
CCDC14	-0.11875
MAST4	1.37721428571429
KRT33B	-0.917
KCTD2	0.180666666666667
WDR26	1.95175
MFI2	-0.9435
NR4A3	-0.866875
ARSA	0.92625
UNKL	0.198
SULT6B1	0.2305
CCNA2	-1.832
SOX15	0.154
PPAPDC1B	-0.341166666666667
C19orf44	0.404
MCAT	0.459083333333333
ARID1B	0.26425
OR52N1	0.105
C12orf48	-0.74425
MAGI1	0.578
NIPA2	-0.24575
GBX2	-2.1385
RSHL3	3.250125
RAVER1	-0.379666666666667
C15orf17	-0.27325
SLC30A2	0.153625
ZNF518	-0.52425
PCYT1B	-1.94925
C10orf114	-0.2395
EIF3H	1.36816666666667
SLC25A39	-0.352166666666667
KIF1B	-1.1295
AMOTL2	0.09175
C6orf120	0.80475
PSRC1	-1.9545
PLA2G10	-1.237625
KIF5C	-0.62275
MRPL37	-0.8815
C17orf62	0.345166666666667
C9orf135	-1.74083333333333
DUSP10	1.1928
CLCNKB	0.072
PSMA5	-0.51225
C8orf53	1.2855
AMPD3	-0.4025
PIAS1	0.2055
ADCYAP1R1	-0.172
GYLTL1B	-0.62275
CDH20	-0.153666666666667
FBXO7	-0.30925
TMEM134	0.368333333333333
FLJ14213	0.938333333333333
ZNF3	0.13375
LRRFIP1	-0.00375
CNOT2	0.701083333333333
ABI3	2.191
ALDH5A1	-0.0139166666666667
HNT	1.9354
SERPINA4	-2.99925
TK2	-0.352583333333333
STMN1	-1.04677777777778
GUCA2A	0.5145
GALNT10	1.91028571428571
DPP6	-1.05995
C9orf93	-0.286625
PRELID2	-1.5645
STK39	2.017
SFTPA1	-1.28033333333333
CKS2	-1.85411111111111
RHO	0.00437500000000003
C20orf135	-0.36775
XKR3	-3.048
CR1	0.647625
RPS6KA2	0.837142857142857
C20orf112	0.77125
MRPL22	0.25075
C4orf23	0.0998333333333333
GADD45B	1.1825
KLHDC1	1.032
C2orf48	-2.659
ZNF287	1.2395
DAAM2	-1.71675
DPPA2	-3.55716666666667
TCTN3	0.0463333333333333
DNAJB11	1.307375
FPR1	3.0125
DEFB4	0.1945
PTCD2	0.0701
SMOC2	3.96283333333333
CABP7	0.1175
SERPINB11	-0.107
MAGEF1	-0.11575
NDE1	0.422166666666667
ITGA10	-0.911
FSHB	0.4375
ANXA2	-0.432125
HORMAD2	-0.0235
HLCS	0.4625
MCF2L	2.16158333333333
FH	0.682125
TBC1D24	1.372
KIAA1505	1.44875
LGALS2	-1.71225
CNBD1	-0.894
SYNPO2L	-0.59525
PTPN23	0.7975
C1orf183	-1.86766666666667
MAGEA8	-3.98325
DGCR8	-0.289625
GSR	-1.501
PAQR7	0.22825
ZNF676	-1.22325
CACNA1C	-0.0679
SP7	0.81
PDCD6	0.1645
NRN1L	-1.9495
BRI3BP	0.213166666666667
KIAA1183	0.6615
ASB4	-0.1955
CCL23	-0.02
OBSL1	-1.908375
SLC12A7	1.78916666666667
KIAA0240	1.156125
CD1B	-3.52
FCGR2A	1.027625
MDC1	-0.486
HTR1A	0.5285
OCEL1	0.3735
ATP11B	-0.9305
FBXO34	0.184166666666667
PCDH12	3.25366666666667
RPE	-0.91475
C17orf74	-0.247
CSDC2	0.0148333333333333
PET112L	-0.22375
TMBIM1	-0.08175
P2RXL1	-0.388
TCHP	0.7245
TRMT1	-0.4015
F2RL2	-0.238916666666667
LRRC32	2.61533333333333
IMPG2	0.538
BGLAP	-0.52275
LOC493869	-0.59525
MRAS	0.2285
SLC35F5	0.6315
CBWD1	0.1535
AXL	-1.790125
ATP2C2	1.82525
TELO2	-0.19575
PNPLA3	-2.902
PCDHB14	0.29975
CD276	0.7995
KRT80	-1.651125
DUSP28	0.4635
CSNK1E	-0.724666666666667
SRP14	0.652
KCNQ4	-0.023
KRT72	0.130666666666667
CCDC117	0.34575
C6orf89	0.470277777777778
TUBB2B	-3.30183333333333
RTN4IP1	-0.742
CR1L	-4.245
CEND1	-0.306875
C12orf41	0.607
RNF31	0.5945
UBN1	0.303833333333333
C17orf32	0.13
SLC5A7	0.467
GPR92	1.062
ESAM	2.2633
CTNNA1	0.988
HRBL	-0.0502
CBX4	1.35575
TMEM182	-0.67625
SH3TC2	-1.52433333333333
IL10	1.57166666666667
PXMP4	0.657
RNF167	0.2222
PAK7	-0.339
ETV3	0.5035
ATPIF1	-0.929666666666667
LOC554207	-2.9335
OR8H1	0.35975
WDFY3	1.0555
DPM1	-0.41575
GPSM1	-0.13
WDR92	-0.8769
LRP1	0.262166666666667
ANKH	0.358125
THUMPD3	-0.52275
POLR1B	-0.572
OLFM4	1.73633333333333
RAD9B	0.9405
TSPY2	-5.025
PAX6	-1.823
SCG2	-2.229875
SLC17A6	0.49375
FMO3	3.49175
PADI4	-0.5525
TUBB4	-1.0741
NLK	-0.57625
POU4F3	-0.631
SDF4	-0.701
ITGBL1	2.295
NETO1	-2.537375
TAP2	-0.15025
ABBA-1	-0.22125
GNAI1	-1.6975
VPS4B	1.57025
NOPE	-1.2063
GALNT6	3.06583333333333
SESN1	1.249375
GBE1	-2.271
CLASP1	-0.92
RASGEF1B	1.178125
ACOT11	-0.858785714285714
AFAP1	0.18775
OR2H2	0.2765
DPY19L2P1	-0.78975
DZIP1	-2.7145
SEC22C	0.341666666666667
GPR161	-0.297333333333333
RNF146	1.26475
WDR74	-1.12975
GALP	-0.813
PURA	2.04625
DNPEP	0.19625
RP11-78J21.1	-0.12125
ERBB2	1.736125
FANCM	-0.436583333333333
NEO1	0.706333333333333
DDX3Y	-5.6955
RPS3A	0.861625
MXRA7	-0.719142857142857
LGALS3	-2.01533333333333
GLT8D1	0.51725
CFL2	-2.63433333333333
UPB1	-0.17475
NAP1L5	-1.30025
CLDN14	-1.637
DHX38	-0.60625
BTBD1	-0.76475
TARS2	-0.1295
ABCF1	-0.4203
FCF1	0.921833333333333
LRRC49	-0.09225
GUCY1B2	-2.4315
C1orf177	-0.0468333333333333
SMARCA4	-0.408714285714286
LRP8	-3.21983333333333
TAGLN3	-1.031
MRPL14	-0.52425
TTRAP	0.3545
ZDHHC20	0.93125
NFE2L3	-2.19525
KIAA1377	-0.316125
PALMD	0.0376
TMEM43	0.3895
TTL	-1.821875
STAT5B	-0.209166666666667
SSB	-1.098
OR10H5	0.704
SLC22A13	0.48025
AKAP3	-1.987
TIMM23	0.291666666666667
OAS2	1.77258333333333
KIAA0423	1.40925
TRIM11	2.328
GLIS3	0.621
TMEM50B	1.459
ARHGEF4	-1.823875
DEGS1	0.963272727272727
TBL1XR1	0.703366666666667
G6PD	-1.8475
SP140	0.5879
MUC17	0.271571428571429
NUDC	-0.5359
DNAJC5B	2.6225
SCARA3	-1.713
CPA3	6.84066666666667
BCAT2	-0.486
MFN1	0.1627
NRG3	1.283
SNX11	0.7775
PLEKHH1	0.944166666666667
GPR177	-2.18733333333333
HCFC2	-0.22725
TCAP	-1.33925
MOCOS	-2.93475
C14orf93	-0.83175
PRDM10	-0.251333333333333
SLC16A4	-1.06058333333333
SRGAP1	-1.38283333333333
VIP	1.734
DUSP27	-0.119166666666667
LILRA1	0.8702
MC2R	0.6415
MGC24103	-2.84875
MBTD1	-0.706
FUT11	-1.168
USP33	-0.0572
C15orf39	-2.141
MAP3K12	0.4965
PAAF1	0.317166666666667
BARHL1	1.013
FLJ16165	0.642
PIWIL2	-3.35425
SYNE1	-0.118272727272727
CMTM4	0.968125
TSPYL1	1.781
GUF1	-0.132
TMEM157	0.295
WDR44	-0.728
HIST1H3C	-0.96175
DKFZp666G057	1.671
RNPEP	2.704
GAS2L2	-0.442833333333333
ADH4	-6.16525
GRPR	5.214
FBXL17	-0.4895
ZBTB10	1.06008333333333
Gcom1	1.0045
HTRA1	0.6179
ZNF585A	0.420833333333333
SLC26A2	1.0145
OTOP3	0.963333333333333
WISP1	2.35188888888889
ATP2B4	0.224666666666667
FLJ10769	1.59425
CRAMP1L	0.915125
CHST12	-0.561
RAB22A	0.725333333333333
TARDBP	-0.1765
STAU1	0.381
CRB3	2.67983333333333
MIG7	-2.699
CHMP1A	-0.4265
ZNF160	0.70075
B3GALT6	0.101875
BARX1	-2.54733333333333
C6orf167	-0.608875
NXNL1	0.406
DHX29	1.16175
HADHB	-0.827
PLXNB2	0.721875
ILDR1	-0.35025
SLC15A3	2.5425
GAS2	-5.184
C20orf69	-0.509
NUMB	0.333
TNIP1	0.169
MESP1	-2.5935
PSKH1	-0.0235
NSFL1C	0.46725
RHOG	-0.40225
HEY1	-3.14116666666667
KNG1	-2.9035
ITGAX	2.11766666666667
LIN9	1.143
CANT1	0.927875
XRN1	0.560428571428571
CCDC96	2.02577777777778
HEATR6	-1.3725
GNG7	0.442916666666667
RUNX2	0.5054375
SOX1	0.0316666666666667
FCRL5	0.8532
ZNF99	0.36725
FAM9A	-0.0695
SNX22	1.62833333333333
MBNL3	-1.96616666666667
ODC1	-3.3999
ADORA2B	-3.54883333333333
NR2F6	1.1615
ZFYVE16	0.842944444444444
SYNJ2BP	-0.0637
POLE	-0.5505
E2F2	-1.383875
THRA	-0.351
PTGES2	-1.373
HIP1R	0.357833333333333
TMUB1	-1.08816666666667
ENO3	-2.66175
RSPH10B	-0.278
CXorf39	1.22375
IRGC	0.13325
GPR109B	-0.01525
FLJ13305	-1.2415
LCE3A	-0.3635
TNFRSF18	-1.49183333333333
DET1	-0.28375
TRPM3	-0.7465
C16orf79	-0.7275
FECH	0.682333333333333
RAP2A	0.6875
CRIP1	-0.0175
AZIN1	1.808
SLC7A7	3.25
IL10RA	1.1955
TMEM64	-1.87125
CDC42EP4	2.102
C16orf58	-0.0243
ARG2	-0.89225
POU5F1P4	-4.4515
FAM62B	0.2935
DNAH8	-0.9553
ASH2L	-0.554625
TSLP	-3.71033333333333
CNTNAP5	-0.439666666666667
TMEM16C	-0.9025
IFNA14	0.0735
SLC1A3	0.10775
CABYR	0.27725
BCL7B	0.2245
NUDT13	-1.81433333333333
C13orf28	-0.879333333333333
C1orf53	-0.26
ARL6IP4	0.7579
RPL35A	-0.05425
EMR3	-0.116
RAB40C	0.899833333333333
SLC41A1	-0.478333333333333
LRCH1	0.79525
LY6G5B	-0.476
FAM124A	-0.753642857142857
MGC10981	-4.44783333333333
CLIP3	-0.6249
MAP4K2	-0.6265
CHIC1	0.98775
SULF1	2.92083333333333
C20orf30	0.490285714285714
PRDM5	-2.120375
ELOVL1	-0.31225
C11orf48	-1.26925
SLC39A10	0.64475
KCNV1	-0.41875
ACP1	-1.12
ZMYM2	0.434125
B3GNT6	-0.324
C9orf69	-0.20975
C2orf15	0.2485
C20orf166	0.479
HSP90AA6P	0.2715
EDG7	-1.265
NEURL	-1.02725
LPL	-0.114
CLEC2D	0.462785714285714
GRRP1	1.60133333333333
CD8B	-2.8969
HIST1H3D	-2.14683333333333
SLC6A12	0.596875
FAM27L	-0.128
CD84	2.0353
RASA1	0.8765
PHKG1	0.6285
MAGEA11	0.164
IMPA1	0.0803
NPM3	-2.63075
RARRES1	1.907
SH3BP1	-0.302875
B3GNTL1	-1.114
ARPC5L	-0.650833333333333
KLHL26	0.8965
SIM2	1.9725
GJC1	0.188
C20orf194	0.5625
EXO1	-0.70975
SLC2A2	-3.037
LOC285074	-0.8335
LRG1	1.45875
KIRREL	-0.5645
PIK3R1	2.04821428571429
C4orf34	0.70575
MAF	-2.03605555555556
ADCY4	3.86933333333333
ZMIZ2	0.2452
SLC46A3	2.40933333333333
STAMBP	-0.169833333333333
CCDC16	0.68475
MS4A12	0.3395
TCF20	0.61975
LRRC46	1.90825
C20orf152	1.7095
MRPS6	1.226875
ABCB11	0.067
KCNC2	0.3685
CDH19	-2.627
C9orf123	-0.478666666666667
SSH3	0.042875
LDLRAD1	-4.1175
CCBE1	-1.86875
ZNF135	-0.928375
TAAR1	-0.1575
WFDC12	0.3125
CCDC42	0.0138333333333333
FLJ12529	-0.21025
PER1	-1.14133333333333
TIMM50	-0.209333333333333
SMARCAD1	0.0333333333333333
FAM26C	0.4075
TP53TG3	-3.51516666666667
SH3RF1	1.4959
LMCD1	2.69025
GPR63	-0.645
FLJ21986	-3.051375
AIFM3	-0.80625
MICAL1	-1.33183333333333
BLZF1	1.66366666666667
IQCA	3.25183333333333
PCDHGC3	-0.915
SAC	0.27875
BCL6B	2.13483333333333
DDO	0.46825
MARCO	3.304
DCHS1	-0.351166666666667
C1orf170	-1.092
CD200R1	1.6038
C22orf15	-0.6335
SEPT11	-0.404833333333333
ADNP	0.54025
UST	-2.3791
C13orf34	-0.564666666666667
RFFL	-0.00157142857142853
APBA3	-0.2315
C2orf60	-0.659875
CUTL1	-0.4185
PMS1	-0.856875
ZNF689	0.0355
EIF3E	1.7265
IL9	-0.507166666666667
RPL31	-1.310125
LY9	1.13483333333333
ATP2B3	0.00650000000000002
KDELR2	0.46525
TFCP2	0.7585
NLRP12	0.716375
FLJ45422	0.3465
TLE4	-1.6184
ZNF570	-0.1205
FLJ43806	-1.0305
TLK2	-0.18475
CIR	0.33325
MARS2	0.32
COL24A1	-0.01675
SDF2L1	0.071
HIBADH	-0.583166666666667
IGFBP3	-2.14935714285714
C12orf23	0.93825
PSPC1	0.35125
C20orf43	0.29025
TRAV20	0.497
ARHGAP24	0.909
KIAA1975	2.43825
C1QA	3.3803
DNTT	-5.00633333333333
C10orf6	0.140833333333333
C11orf41	-1.24675
HNRPF	0.522375
COL11A1	5.77216666666667
UBAP2	-0.667833333333333
CDKN2AIPNL	-0.339
C20orf174	4.59875
SPRED2	0.52225
PLA2G12A	0.547166666666667
ICEBERG	-2.70633333333333
SCN10A	0.298
C11orf65	-1.49775
GBP5	4.51225
PITPNC1	-1.82333333333333
POU3F3	-0.238
NCOA7	-0.890375
LIN7C	0.2577
LOC348840	-1.041
NKX2-2	2.1365
ANKRD13D	-0.197375
LOC123688	-0.88075
FUT2	0.305666666666667
TAAR8	0.4215
FZD4	-0.583416666666667
PNMA3	-0.928833333333333
OR4L1	0.5075
WIT1	2.655
EXOC3L	1.48875
ATPBD4	-0.1629
KRBA1	-0.69325
UBXD6	-0.2555
HOXB7	-1.6895
C7orf23	-0.219
UNQ338	-2.02675
STAB2	0.41625
CDC20B	3.30725
IRF9	2.46675
CENTG1	0.0589166666666667
TNPO2	-0.5495
MCPH1	0.1845
BMS1P5	-0.784
SLC26A7	0.167
HIST1H3J	0.70525
C9orf3	-1.106
LBH	0.499375
MYO1D	0.183125
PTDSS2	-0.4415
NFU1	-1.44425
DEPDC4	-0.6865
WNT7B	1.484
GLP2R	-0.804833333333333
SETD4	0.2782
DYNLT3	-0.9841
FKBP11	-0.335
SESTD1	1.22466666666667
