Hybridization REF	TCGA-A2-A0CY-01A-12R-A034-07
POLR1B	-0.19675
OLFM4	3.74783333333333
RAD9B	0.06975
TSPY2	-3.255
PAX6	-1.56866666666667
SCG2	-3.42275
SLC17A6	0.44125
FMO3	1.44925
PADI4	0.2015
TUBB4	0.6498
NLK	1.657
POU4F3	1.2945
SDF4	-0.38225
ITGBL1	0.598333333333333
NETO1	-1.4265
TAP2	-0.8545
ABBA-1	0.422833333333333
GNAI1	-2.2185
VPS4B	-0.076
NOPE	-1.6672
GALNT6	3.72966666666667
SESN1	-1.066
GBE1	-2.16577777777778
CLASP1	0.11925
RASGEF1B	0.96825
ACOT11	0.2035
AFAP1	-0.26075
OR2H2	0.59275
DPY19L2P1	-1.134
DZIP1	-0.0955
SEC22C	-1.30683333333333
GPR161	-0.0266666666666667
RNF146	0.83775
WDR74	0.139
GALP	-0.5015
PURA	0.90975
DNPEP	0.70725
RP11-78J21.1	-0.7595
ERBB2	1.8105
FANCM	-1.75608333333333
NEO1	0.523666666666667
DDX3Y	-5.1815
RPS3A	1.318625
MXRA7	-0.790071428571428
LGALS3	-1.1315
GLT8D1	-1.2145
CFL2	-3.6085
UPB1	0.297
NAP1L5	-0.404
CLDN14	-0.2055
DHX38	-0.5095
BTBD1	-0.62525
TARS2	2.061
ABCF1	-0.1271
FCF1	-0.661
LRRC49	-0.368
GUCY1B2	1.7615
C1orf177	0.908166666666667
SMARCA4	-0.436357142857143
LRP8	-1.02016666666667
TAGLN3	-1.40866666666667
MRPL14	-0.535
TTRAP	-0.3975
ZDHHC20	1.07825
NFE2L3	1.25875
KIAA1377	0.128125
PALMD	-0.8176
TMEM43	-0.06
TTL	-0.99225
STAT5B	-1.26416666666667
SSB	-1.707
OR10H5	0.4065
SLC22A13	-0.7635
AKAP3	-0.85775
TIMM23	-0.243333333333333
OAS2	0.812833333333333
KIAA0423	-0.9595
TRIM11	1.67816666666667
GLIS3	0.11175
TMEM50B	0.059
ARHGEF4	-0.19675
DEGS1	-1.211
TBL1XR1	1.46726666666667
G6PD	-1.01275
SP140	0.6553
MUC17	0.105857142857143
NUDC	-0.5355
DNAJC5B	1.52816666666667
SCARA3	-2.0835
CPA3	1.05733333333333
BCAT2	0.035
MFN1	-0.6286
NRG3	0.0805
SNX11	-0.1105
PLEKHH1	-0.806333333333333
GPR177	-2.24533333333333
HCFC2	0.22625
TCAP	0.3305
MOCOS	-1.648
C14orf93	1.1185
PRDM10	-0.137833333333333
SLC16A4	-1.11941666666667
SRGAP1	0.963333333333333
VIP	-0.3625
DUSP27	-0.327
LILRA1	0.2965
MC2R	0.392
MGC24103	-1.5895
MBTD1	-0.7445
FUT11	-0.0988333333333333
USP33	-0.7459
C15orf39	1.44975
MAP3K12	0.01875
PAAF1	-1.88783333333333
BARHL1	0.416
FLJ16165	-0.2825
PIWIL2	-3.46525
SYNE1	0.23675
CMTM4	0.08775
TSPYL1	0.4395
GUF1	-1.5035
TMEM157	0.325
WDR44	-0.143
HIST1H3C	-1.083
DKFZp666G057	-1.132
RNPEP	-0.23
GAS2L2	-0.0793333333333333
ADH4	-4.16075
GRPR	0.439166666666667
FBXL17	2.07175
ZBTB10	-0.0771666666666667
Gcom1	-0.332388888888889
HTRA1	0.1795
ZNF585A	0.0218333333333334
SLC26A2	0.577285714285714
OTOP3	0.3085
WISP1	0.587222222222222
ATP2B4	-0.0625833333333333
FLJ10769	0.44175
CRAMP1L	0.007625
CHST12	0.15875
RAB22A	0.1875
TARDBP	-0.66
STAU1	0.36675
CRB3	3.738
MIG7	2.094
CHMP1A	1.02416666666667
ZNF160	-0.40225
B3GALT6	0.4835
BARX1	-0.0125000000000001
C6orf167	-2.1815625
NXNL1	0.421
DHX29	-0.51825
HADHB	-0.58625
PLXNB2	-0.00475000000000001
ILDR1	-0.591
SLC15A3	0.80375
GAS2	-0.327833333333333
C20orf69	-0.4865
NUMB	-0.7535
TNIP1	0.225375
MESP1	1.2325
PSKH1	0.478
NSFL1C	-0.163
RHOG	-0.131
HEY1	2.12133333333333
KNG1	-1.743875
ITGAX	1.0162
LIN9	-0.480666666666667
CANT1	0.224
XRN1	0.0457857142857143
CCDC96	-0.1362
HEATR6	-0.884166666666667
GNG7	0.492083333333333
RUNX2	2.354375
SOX1	1.10083333333333
FCRL5	0.2527
ZNF99	-0.281875
FAM9A	1.815
SNX22	1.87766666666667
MBNL3	-2.07983333333333
ODC1	-1.3339
ADORA2B	-1.67783333333333
NR2F6	1.59575
ZFYVE16	-1.32316666666667
SYNJ2BP	-0.653
POLE	-0.6765
E2F2	-0.453125
THRA	-1.13816666666667
PTGES2	-0.900666666666667
HIP1R	1.645
TMUB1	0.257333333333333
ENO3	-1.7555
RSPH10B	1.4425
CXorf39	0.40775
IRGC	0.55925
GPR109B	0.80525
FLJ13305	-1.9835
LCE3A	0.3555
TNFRSF18	0.783
DET1	-0.89375
TRPM3	-0.830818181818182
C16orf79	-1.3715
FECH	-0.779
RAP2A	0.816666666666667
CRIP1	2.51866666666667
AZIN1	0.1545
SLC7A7	2.8475
IL10RA	0.8959
TMEM64	-2.445
CDC42EP4	0.8939
C16orf58	0.3037
ARG2	-0.8615
POU5F1P4	-3.8425
FAM62B	-0.3495
DNAH8	-2.2937
ASH2L	-0.678875
TSLP	-2.46866666666667
CNTNAP5	0.900833333333333
TMEM16C	3.91225
IFNA14	-0.051
SLC1A3	-1.46975
CABYR	1.82175
BCL7B	-0.3921
NUDT13	-3.28833333333333
C13orf28	0.33225
C1orf53	1.47925
ARL6IP4	0.148
RPL35A	-0.3575
EMR3	1.312
RAB40C	0.82975
SLC41A1	0.368833333333333
LRCH1	-0.08025
LY6G5B	-0.294
FAM124A	-0.37
MGC10981	-3.31016666666667
CLIP3	0.4557
MAP4K2	0.8705
CHIC1	-0.348
SULF1	3.0665
C20orf30	-1.00542857142857
PRDM5	-1.41225
ELOVL1	-0.396
C11orf48	-0.19525
SLC39A10	0.79325
KCNV1	1.41525
ACP1	-2.3816
ZMYM2	0.286625
B3GNT6	0.115833333333333
C9orf69	-0.36325
C2orf15	1.381
C20orf166	1.4165
HSP90AA6P	-1.4735
EDG7	1.924
NEURL	-0.584875
LPL	-1.24933333333333
CLEC2D	-0.274357142857143
GRRP1	1.58783333333333
CD8B	-1.8048
HIST1H3D	-0.4655
SLC6A12	-0.027375
FAM27L	0.224
CD84	0.0639
RASA1	-1.3175
PHKG1	-0.282
MAGEA11	-1.862
IMPA1	-1.8511
NPM3	-0.453
RARRES1	4.992
SH3BP1	0.652
B3GNTL1	0.0305
ARPC5L	-0.894
KLHL26	1.55225
SIM2	2.277125
GJC1	1.4885
C20orf194	0.45525
EXO1	-1.76325
SLC2A2	-2.202
LOC285074	-0.85325
LRG1	0.46675
KIRREL	-0.0365
PIK3R1	0.632357142857143
C4orf34	-1.11525
MAF	-0.702444444444444
ADCY4	2.63433333333333
ZMIZ2	1.3707
SLC46A3	0.942
STAMBP	0.0458333333333333
CCDC16	-0.23825
MS4A12	0.641
TCF20	1.498
LRRC46	0.5045
C20orf152	0.13
MRPS6	-0.861875
ABCB11	-0.5145
KCNC2	0.322333333333333
CDH19	-2.84233333333333
C9orf123	-2.182
SSH3	1.49675
LDLRAD1	-1.482
CCBE1	-0.9385
ZNF135	-1.137
TAAR1	0.3975
WFDC12	-0.5335
CCDC42	0.6065
FLJ12529	-0.365
PER1	-0.918166666666667
TIMM50	0.0621666666666667
SMARCAD1	-0.253833333333333
FAM26C	0.28
TP53TG3	-0.9905
SH3RF1	2.3053
LMCD1	1.67225
GPR63	-0.5115
FLJ21986	-3.4315
AIFM3	-0.7815
MICAL1	-0.280333333333333
BLZF1	0.249166666666667
IQCA	4.354
PCDHGC3	-1.2065
SAC	0.7835
BCL6B	1.57166666666667
DDO	-2.337
MARCO	2.93475
DCHS1	1.46416666666667
C1orf170	-0.487833333333333
CD200R1	0.119833333333333
C22orf15	0.2265
SEPT11	1.45366666666667
ADNP	-0.2875
UST	-1.7716
C13orf34	-0.903666666666667
RFFL	-0.0251428571428572
APBA3	-0.4375
C2orf60	-0.7475
CUTL1	0.1527
PMS1	-2.36675
ZNF689	-0.357
EIF3E	0.112333333333333
IL9	0.0773333333333333
RPL31	0.341
LY9	-0.405
ATP2B3	0.47975
KDELR2	-0.263583333333333
TFCP2	0.953
NLRP12	-0.862875
FLJ45422	1.48125
TLE4	-1.8495
ZNF570	0.057
FLJ43806	-0.2835
TLK2	-0.000749999999999987
CIR	0.4615
MARS2	0.812
COL24A1	-0.7985
SDF2L1	-0.828
HIBADH	-0.639
IGFBP3	-2.00664285714286
C12orf23	0.87
PSPC1	-0.25175
C20orf43	-0.12175
TRAV20	0.1135
ARHGAP24	-1.108
KIAA1975	-0.78075
C1QA	4.3579
DNTT	-4.3875
C10orf6	-0.388166666666667
C11orf41	-1.091625
HNRPF	0.000499999999999983
COL11A1	5.71083333333333
UBAP2	-0.0573333333333333
CDKN2AIPNL	-1.8795
C20orf174	1.57925
SPRED2	-0.592
PLA2G12A	-0.0466666666666667
ICEBERG	-2.35566666666667
SCN10A	0.3185
C11orf65	-0.72775
GBP5	1.43225
PITPNC1	0.492833333333333
POU3F3	2.289
NCOA7	2.337625
LIN7C	-0.0149
LOC348840	-1.397
NKX2-2	-3.084
ANKRD13D	1.043
LOC123688	0.84125
FUT2	2.57066666666667
TAAR8	0.2895
FZD4	-0.594666666666667
PNMA3	3.2245
OR4L1	0.9125
WIT1	0.97075
EXOC3L	1.9195
ATPBD4	-0.9853
KRBA1	-0.14975
UBXD6	-0.95075
HOXB7	0.936857142857143
C7orf23	-1.668
UNQ338	-1.128
STAB2	0.44675
CDC20B	0.42575
IRF9	1.11625
CENTG1	1.25266666666667
TNPO2	-0.56425
MCPH1	-1.222
BMS1P5	-0.84025
SLC26A7	1.12125
HIST1H3J	1.33175
C9orf3	0.0659
LBH	1.702375
MYO1D	0.63
PTDSS2	0.11775
NFU1	-0.5525
DEPDC4	-2.232
WNT7B	0.26
GLP2R	-0.3628
SETD4	-0.5592
DYNLT3	0.3813
FKBP11	-1.13916666666667
SESTD1	1.13116666666667
FLII	-0.173
RPS16	0.4454
CHPF	-0.415
CSNK2A1	0.5665
SUMO1P1	-1.1255
FKBP6	-0.803
ZNF214	-0.710333333333333
TWIST1	-0.077
DDX56	-0.607833333333333
TRAM1L1	0.3746
EPO	-2.47683333333333
MRPS18B	-1.01625
ZNF682	-1.03983333333333
RPL14	-0.360166666666667
MAFF	0.86475
LOC51136	-2.095625
LY96	-0.67
DDX20	-0.81575
ABTB1	1.60883333333333
ARL5A	-0.1214
CCT6A	-1.1215
HEPACAM	-1.84733333333333
EHHADH	-1.59816666666667
RBAK	-0.497666666666667
CGB1	2.556
ITGB5	-0.5373
YIPF3	-0.545
FKBP2	0.4635
NR1D1	-0.22
TMEM110	-0.811
NEK2	-1.55983333333333
PRAMEF8	-2.68975
C20orf52	-0.615666666666667
PCDHGA3	-1.4345
VWA3B	0.3575
NDUFA5	-1.360125
THAP9	-1.1535
FLVCR2	-1.94816666666667
AP1S1	-1.97625
SMAD6	-0.25475
SAV1	0.091
SAT1	0.859125
ZNF251	0.888625
ADAMTS7	0.9605
RPP38	0.4315
C1orf211	-0.9905
YPEL2	0.93485
RBMS1	-0.87
ZNF445	-0.3335
NRXN2	0.852166666666667
PGBD4	-0.53825
UGT2B28	-0.9175
WBSCR16	-0.5707
NLRC3	-1.049875
ASTL	0.65075
ST6GALNAC1	-1.10425
ZADH2	0.243125
MLLT4	0.920583333333333
ARL6	-0.472166666666667
MEF2C	-1.4715
CBFA2T3	-2.9675
AFF3	-0.427214285714286
COG7	0.5225
MYB	-0.738
PLXNA3	0.578
XRCC2	-1.94183333333333
MMS19	-0.209125
ST8SIA5	0.572625
CHPT1	-1.79816666666667
KIAA1712	0.214625
OR6X1	0.0735
ACTR3	-0.465625
UGCG	-0.0675
OR4P4	-0.8125
ZAP70	-2.582
LPP	1.00075
ZNF485	0.36325
PTPRCAP	-0.52575
IL12RB1	0.414
ATRX	-0.014
CHST8	2.398875
C14orf109	-1.35125
ARV1	-0.7735
NMB	1.95585714285714
COX5A	-1.349
EIF6	0.11875
MPPED2	-1.4045
SEMG1	-1.917
CHRDL1	0.503
TRAF3IP2	1.7465
WNK2	-0.41675
LILRA4	0.382
LAMA2	0.422
PXT1	0.276
RLBP1	-2.51175
CD300C	-1.06825
SLTM	-1.149125
FLJ10404	1.1108125
APOBEC3D	-1.92783333333333
RENBP	0.690333333333333
ATXN7L1	0.08625
NID1	-0.9215
TUBGCP3	-0.89025
ITIH5	-0.160888888888889
CCDC110	1.31725
C8A	-2.889
MGC87042	-2.56025
HOXC13	2.05675
TFDP2	-0.67525
HCP5	0.1715
POLI	-0.7615
UCN	-0.784166666666667
ZNF764	0.801
C8orf45	0.87075
FHL3	-0.6465
SPATA5L1	-1.12925
MMRN2	2.1695
NDST1	0.0768333333333333
COL20A1	1.0845
ZNF248	-1.48283333333333
PELP1	0.166833333333333
MBL2	-2.94233333333333
RNF41	1.010375
C5orf24	-0.185125
THOC5	0.227875
SERINC3	0.536416666666667
RP11-151A6.2	-0.08325
CDCP2	0.26725
HIST1H2AA	-0.413
C11orf75	0.495333333333333
FKBP7	-1.5075
DDOST	-0.115
GPNMB	-1.481
TTF2	-1.92716666666667
KCNT1	0.550833333333333
SLC39A14	-1.0565
NGRN	0.0586
GPR137B	2.171
MECP2	0.27875
PSMA1	-1.4225
C16orf73	-5.064
TMEM60	-1.25416666666667
CSN3	-0.092
NOS1	0.642166666666667
RAB7L1	-0.254
YBX2	0.645
KIAA1166	0.82
FUBP3	-0.622666666666667
ABCG1	2.7385
ACACA	-0.998666666666667
ARL11	1.9271
ATOH1	-0.038
ODF1	0.0785
CREB3L3	-1.7625
TMEM127	1.13635714285714
DSCAML1	0.0835
PLN	1.036
LYPLA1	-1.2465
PRDM9	-2.22125
SASP	1.345
PLUNC	5.84833333333333
INTU	-0.83375
HISPPD1	-1.4375
LNPEP	0.0401666666666666
YARS2	-1.00316666666667
APCDD1L	-0.154
ZCCHC4	-2.0212
FBXO22	-1.63266666666667
TTLL13	-0.352
ZNF669	0.495333333333333
PTGDR	1.50925
DDX27	0.34675
KIAA0409	-0.754166666666667
GJB6	0.51875
ASB8	0.83425
PLP2	0.1535
MEPE	1.98675
OR10J5	1.2095
KRT222P	-0.64775
COQ7	-0.0163333333333333
C1orf101	1.06525
RERG	1.6913
CHMP5	-0.438125
THAP11	0.35
ZNF43	-0.212166666666667
ZRANB3	-1.23966666666667
KRT13	-1.11975
MRPL19	-0.863125
RBBP9	-0.74625
SPATA17	0.0597142857142857
BXDC5	-1.66533333333333
PAFAH1B1	-0.799
MAGEE1	0.073
OSTF1	-0.1245
KIAA0323	-0.592
TXNDC13	-0.1555
CNTN4	0.4685
LCE1B	0.461
UNQ501	-0.11225
ZNF154	0.293
C3orf64	-1.07
SYT5	0.304
PON1	0.00979999999999999
FLJ10357	-0.810875
ATP4A	3.7975
GNPDA1	-1.56583333333333
MGAT1	-0.102666666666667
C14orf121	0.01125
SLC35B2	0.10675
MIER3	-0.627666666666667
CHEK1	-2.4205
ZNF8	0.124666666666667
TXNDC1	-1.67866666666667
CKB	0.832
RTN3	0.866357142857143
FZD2	-0.573166666666667
PART1	-1.190625
PSMB6	-1.366
PCDHB8	-0.002
PHC3	-0.3038
PPP1R8	0.675
NOVA2	1.224
TNFRSF11B	-1.748875
GOLPH3	0.530833333333333
UBLCP1	-1.3565
SUHW3	-0.192
TTLL1	1.4515
OPN4	0.272
OR13G1	0.489
ZPBP2	0.052
HSD17B11	0.222
C9orf50	0.1605
DHDDS	0.0341428571428571
CTSW	0.2249
NEFM	-3.142
MRPL28	-0.27375
SYN1	1.53133333333333
PIGV	-1.141
ZIM2	-0.943
APBB1	-0.312
SND1	0.1885
C1orf123	-1.797
CHD3	0.6465
BHLHB8	1.3105
RNASE2	4.39883333333333
BCAP31	0.3015
SLC25A44	0.572833333333333
CHD6	1.6936
PIB5PA	0.639846153846154
SELS	-0.462875
LOC541471	-0.228125
FAT2	0.247
ZNF81	0.287
OR4C16	0.432
FLJ10081	-0.7301
LRRC4	0.47525
CS	-1.33583333333333
N4BP2	-0.186625
IGFBP7	-0.99525
ZNF318	-0.178666666666667
NDNL2	0.23175
ZNF609	0.036125
SIRT4	-0.9455
EXOSC10	-0.91625
ECE2	0.422666666666667
OVGP1	0.97975
GTPBP3	1.91775
PACS2	0.2224
C19orf36	-1.07266666666667
ARL4C	-0.840875
ATG4B	-0.471875
UBQLNL	0.58
RHOXF2B	-2.8215
PLEKHG2	-0.769
GALR1	-1.0125
AQP4	0.474333333333333
HDAC7A	0.72
DCUN1D3	0.521
OR8A1	-0.7535
CCRN4L	1.2185
CBR4	-0.508333333333333
KIFC1	-1.00416666666667
SLC7A14	-1.46166666666667
LHX5	0.6835
TRPC7	-0.6575
LPXN	-1.88525
SERPINA1	-1.79775
RPS13	-0.5865
BPIL3	0.119
PRKAA1	-0.76225
FADS2	0.8625
ENAH	0.812375
PRO1768	0.844
APBA2BP	-0.28125
LIPH	0.623666666666667
C3orf33	0.33425
RCC2	0.176857142857143
ALDH1A2	-2.6534
RNF103	0.9875
AHCY	0.373625
ALG12	1.0925
CCL17	0.27925
ZNF543	0.5695
ESRRG	1.7565
CNGA1	-0.1375
RDH5	-0.554666666666667
OTX1	0.1782
PTGFR	-1.83816666666667
CDR2	0.145875
SELE	-0.00800000000000001
NLGN2	-0.8145
EXOSC9	-0.76875
ZNF566	-0.2545
KLRC2	-4.29
GPR12	1.7415
KIAA0196	0.30375
PDRG1	0.09975
SSR3	0.2215
MSI1	0.565
CST9	-0.344
CC2D1A	1.52225
PLAGL1	-0.167777777777778
ZNF778	1.357
RNF2	0.404125
KLF6	2.22
THBD	-1.383
tcag7.1314	-1.6505
NR5A1	0.277666666666667
ABCD2	-0.85825
DNAJC7	-1.90925
CLEC4C	0.5075
TM2D3	-0.277375
CCDC4	-1.2195
PLAC2	0.799
DCD	-0.346
FAAH	0.3075
POLA1	-0.691666666666667
TM7SF2	1.754
FLJ39822	-1.58366666666667
FLOT2	1.502875
MAP4K1	-0.655
SRP68	-0.2435
C21orf74	-0.8545
ARPC5	0.555125
LOC126075	0.02
HECW2	-0.1545
ZDHHC4	-1.0195
ANKRD42	0.7051
PDE9A	-0.521166666666667
ABCA8	-1.34975
NDUFS2	-0.76475
UBR5	-0.210875
BTBD16	-2.25025
LOC554174	-0.589
ZNF20	-1.1925
KIAA1843	0.095
WDR17	0.8485
C15orf33	-0.253
RNF113A	-0.533
CAMKK1	0.05
CLCN2	-0.62625
ANXA6	-2.5255
LOC340069	0.00750000000000001
EMID1	1.5185
DPM3	-0.843166666666667
ELA1	-0.1175
SLC25A13	-0.6837
KRT24	-0.198
SMPD1	-1.92533333333333
TH	1.7615
COL6A2	-0.560642857142857
ANKS1B	1.48425
GPR126	-1.1417
ZC3H12A	1.4915
TMEM47	-1.3255
C2orf51	0.719
C1orf88	1.44016666666667
HSF2BP	0.47475
AKAP10	1.498
RPAP3	-0.4485
KLHDC8B	-0.318625
STOM	-1.503
MUPCDH	0.4255
C10orf72	-1.11025
PLEKHA3	-0.0851666666666666
TCP11L1	0.842
CWF19L1	0.4165
SPEF1	1.01246153846154
YSK4	0.25475
ELN	0.1462
SAMD8	-0.0226666666666667
MPI	-0.945333333333333
MEPCE	0.0211
ABCC3	-2.618125
NANOGP1	-3.3365
KCNK17	1.276375
HLA-DMB	2.285
RRAGA	-1.12975
ANGEL1	0.18025
RBM32B	-0.07
CPN1	-3.14075
MGC52282	-0.5818
HLA-A	-0.33875
OR9G4	0.1555
EDNRB	-2.95428571428571
SCD	-1.25521428571429
C14orf80	-0.693166666666667
BAGE2	0.1835
RABL4	1.27766666666667
RCVRN	-0.023
SHANK1	0.7
NLRP7	-3.15175
CD226	-0.15075
STAT3	0.63
SYNJ2	-0.5914
TPCN2	0.9915
WDR36	-1.3905
MBD4	-0.27625
ROBO1	-0.8879
ST3GAL6	-4.04875
SLAMF8	1.17433333333333
ATN1	1.10883333333333
GPR141	1.83275
KRT36	0.664
TPH1	0.369
DDX52	-0.38025
ZSCAN29	-0.0523333333333333
TRPT1	-0.0765
DPEP3	1.39125
DENND4A	-0.82075
TSPAN16	-0.2995
PTCHD2	-0.6195
LOC145814	1.681
CAP1	1.14916666666667
EIF5A2	-0.6742
NT5DC3	-0.8645
SEPT9	-0.829875
SEZ6L2	2.01325
EGFLAM	2.468
VPS11	0.127125
NDUFB5	-1.619
CIDEA	0.170666666666667
IER5L	1.37975
N6AMT1	-1.14425
FAM83C	-0.59425
OXR1	1.17933333333333
IRX1	0.393
DGKB	-0.123333333333333
GCN5L2	-1.40625
MIR16	-0.26475
FBXW9	-0.986
WDR4	-2.20166666666667
PDC	0.0855
VPS33B	-0.651
HEXB	-2.13425
FLJ32214	2.45925
TCEB3	0.58425
CRLF1	-3.49075
ABI3BP	-2.955
C8orf22	-1.227
PYCR1	-0.244875
KIAA1706	0.25575
CDK5R2	1.62925
WAS	0.237
C12orf60	-2.008
CCBL2	-1.328
MADD	0.283
C5orf34	-2.5015
WDR42A	0.416
KLF12	0.20575
HSPA1A	-0.45925
ITM2C	-0.671083333333333
DAPK2	2.017
LOC442590	-0.9805
SUMF2	0.062625
CENPA	-1.85007692307692
TMED5	-1.814625
CDH6	-1.5395
BRP44	-0.23025
THG1L	-0.9885
GABRA2	-2.91025
C14orf166	-1.13425
MYL1	-2.02383333333333
TNFSF18	0.0765
PAP2D	-1.76033333333333
PPIB	-0.80325
KLHL4	-0.808375
SFN	1.28466666666667
CCDC127	-0.02275
FRAP1	-1.1255
GOLGA5	-0.55575
SDCCAG1	-0.682375
MGC21675	-0.0696666666666667
C10orf95	-0.2455
KIAA1345	-1.55833333333333
C1orf163	-0.511
LACE1	-0.133166666666667
OR10K2	0.178
CENPN	-1.13308
TMED2	0.51675
UGT1A6	-1.634
ANG	3.013
U2AF1	-1.53933333333333
CASC2	0.356833333333333
NMT2	-0.2035
OSGEPL1	-2.5905
DFNB31	-0.5815
SLC6A20	-0.644875
DKC1	-0.3415
FXYD4	0.20325
WDR64	-1.17175
MGC5590	0.481
CREBZF	-1.4605
DAZ1	-0.20475
PRPSAP1	-1.44775
GCHFR	-1.06125
TTC7A	-1.04525
LOC196993	0.577
UBD	0.529666666666667
S100A1	-0.454625
RPL6	1.45933333333333
DNAJB6	0.1073
NAGS	0.2265
C2orf58	-1.0005
KERA	0.617166666666667
MT1X	0.6595
UBE2B	-0.2523
KEAP1	1.78775
MST1	-2.195625
OMA1	-1.0235
ABLIM2	1.1975
BCL2L13	-0.223833333333333
JAZF1	-0.7235
TMEM63B	1.991
S100A8	4.0242
ARFIP2	-0.34875
UROS	-0.15625
KHDRBS2	0.616
POLQ	-2.22125
SOAT1	-2.341
SPAG4	0.00199999999999999
MRPS30	-1.2845
LOC494141	-0.9515
OR2T11	0.3255
ORAOV1	-0.7576
ZNF184	-0.904333333333333
TCEB3B	0.0901666666666667
ADAM21	-0.341
GDPD1	-0.84525
SPINLW1	0.41325
PRR14	0.651
KCTD9	-1.1196
NUDT3	0.75475
KIAA1822	1.5716
HIST1H4K	0.7975
DFNA5	-3.82475
GABPA	-0.6735
C14orf44	-0.51575
POLB	0.85825
PTAR1	-1.66425
SEC31A	1.1861
TRIM58	0.395
TAS2R14	-0.5135
VPS8	-0.819875
H1F0	0.655
PRKCB1	-4.114
UGT2A1	0.644
TOR1B	-0.799
LSS	-1.37266666666667
C2orf19	0.1925
HNRNPC	0.510785714285714
TMEM100	-4.079
LOC116349	-0.0765
OR51M1	0.404
CCDC142	-0.24875
ISG15	-0.473375
ZCCHC14	0.312
CREBL2	-0.21925
TGDS	-1.31
DC2	-1.12775
CACNA2D3	-2.79757142857143
ZNF429	-0.56375
LYPD6	-2.19616666666667
SUCLG1	-0.872666666666667
OR51I1	-0.54
MAGEH1	0.5425
PRPF40A	-0.584
SMR3A	0.992
SPINK2	0.0045
THAP2	0.926875
NPY5R	-0.657428571428571
IRF4	-2.80175
SPESP1	-2.07066666666667
OR10S1	0.3215
DTD1	-0.895
TUBE1	-0.748
DDX19A	-0.265
PDPN	-1.78875
TMEM34	0.392833333333333
MGAM	-0.157
COL3A1	4.55344444444444
GFM2	-0.9168
OR5A2	0.658
PSG9	-1.53675
ARHGEF11	-0.155333333333333
IVNS1ABP	0.368625
SIGIRR	1.3245
DUSP19	-1.35725
DNAJC14	0.2857
ACSS1	-1.38875
IL1RAPL2	0.536
C4orf30	-1.79625
SEPT4	-0.023
LANCL3	0.32525
SPAG17	2.44766666666667
PRDX3	-2.03457142857143
HNF1A	-0.558875
P4HA2	-1.26725
RFWD3	-0.1575
MOV10	-1.80425
DNAJA5	-0.590785714285714
LOC729440	0.347
LOC200383	0.675125
SMC2	-2.94225
MIXL1	-1.01066666666667
TMEM9	0.162
FAM86A	-0.0895
ZNF174	-0.4898
MYH14	0.79575
CCR8	0.38475
VPS37C	0.743833333333333
GPATCH1	0.542166666666667
B3GNT8	3.6075
TBX4	0.4775
CNR2	0.504833333333333
PCDH1	0.80875
C5orf29	0.327375
OCIAD2	0.91625
PLCG2	1.40075
KIAA0247	1.405
HRH3	-0.0819000000000001
CAPN13	5.832625
CCR1	-1.9507
MGC15523	0.903944444444444
UVRAG	0.854
DNAJA2	0.6285
ITGA2B	-0.272
CLDN5	3.75125
PTPRN2	-2.93642857142857
ZNF512	-0.620166666666667
PSAP	0.248642857142857
CCDC140	-1.0485
LRRC55	0.41075
CYP26C1	0.3225
C8orf47	5.54425
LYN	-0.249375
DUSP6	1.82
TGFB3	-0.128533333333333
ELK1	-0.2505
PCDH11Y	0.187666666666667
HGD	-2.66625
C17orf58	-0.405
MYO3A	1.6235
SERPINE2	-1.5325
AARSD1	-1.248625
C14orf73	-1.85525
ADAM33	0.07825
ZNF491	0.562
MAPK6	-1.51316666666667
TCN1	3.80966666666667
SLC24A6	2.023
UBE2R2	0.3955
H1FNT	0.51375
TATDN2	2.05016666666667
LILRB1	-0.2435
P2RY5	-0.469
NUCB2	0.2005
C2orf37	-0.2395
SNX27	2.26033333333333
MTA3	0.06325
FOXO4	0.672625
ID4	-2.062
SOX5	-2.77066666666667
PXMP3	0.051125
OR52M1	1.1715
SFT2D3	-0.7855
INA	-0.0625
MCOLN1	0.88175
NFIX	1.2685
CLEC14A	4.93766666666667
HIBCH	-2.0175
PLA2G5	1.46675
TIMM10	-1.01116666666667
MED17	-0.3281
COL4A4	-1.482
TPP1	-0.157
GJA3	-1.52133333333333
TMPRSS5	-1.28025
AADACL3	0.8065
DNMBP	-0.2595
ENPP5	2.69716666666667
NQO1	-0.2289
ZSCAN2	-0.12625
SEC24C	0.152166666666667
GTF2A1L	2.0815
AXIN2	0.0685
FAM33A	-2.88983333333333
C16orf13	1.147375
SPNS2	0.569
TAF1	0.5485
AP1G2	0.421166666666667
RBM42	0.3915
HCN2	1.057
EFHB	-0.763833333333333
RUSC1	0.872333333333333
GRIK5	0.8085
USP21	0.0278333333333333
ATAD3C	1.84375
ORMDL2	0.205625
PRSS7	-3.613
PSAT1	-1.26675
FLJ13195	-2.46983333333333
TBC1D1	-1.46633333333333
IFNG	0.26925
OTOS	1.16816666666667
ZNF773	-0.258666666666667
EMD	-1.4275
RETN	-0.3135
CCL8	1.2655
APH1A	0.045375
COX18	-0.423375
GTF2IRD2	0.153
CCDC82	-2.18041666666667
PAFAH2	-0.7297
NPEPL1	-0.1251
RP11-114G1.1	-0.406
TP53INP1	0.559
ZNF300	-3.38
FOXL2	-3.2715
LARP2	0.321
LATS1	-0.0615
HTR6	0.1395
SPOCK2	-0.312833333333333
RNF144B	2.25116666666667
