Hybridization REF	TCGA-A2-A0YJ-01A-11R-A109-07
SH3TC2	1.09416666666667
IL10	0.658
PXMP4	-0.576
RNF167	0.5339
PAK7	-0.406666666666667
ETV3	3.567
ATPIF1	-1.4615
LOC554207	-1.87433333333333
OR8H1	0.2695
WDFY3	0.235375
DPM1	-0.6605
GPSM1	0.3385
WDR92	0.7165
LRP1	0.212166666666667
ANKH	0.1825
THUMPD3	-0.3205
POLR1B	0.647
OLFM4	4.94233333333333
RAD9B	1.051
TSPY2	-3.7915
PAX6	-1.15233333333333
SCG2	-3.73125
SLC17A6	0.5075
FMO3	1.53525
PADI4	0.474625
TUBB4	0.2126
NLK	-0.7275
POU4F3	-0.483
SDF4	-0.00975
ITGBL1	0.154833333333333
NETO1	-1.6215
TAP2	0.21275
ABBA-1	1.10558333333333
GNAI1	-1.90675
VPS4B	1.76825
NOPE	-0.7289
GALNT6	1.01133333333333
SESN1	-0.477625
GBE1	-0.349555555555556
CLASP1	2.49775
RASGEF1B	1.795125
ACOT11	0.849846153846154
AFAP1	0.4395
OR2H2	0.23175
DPY19L2P1	-1.412
DZIP1	-0.71925
SEC22C	0.133333333333333
GPR161	-0.148583333333333
RNF146	0.4175
WDR74	-0.06275
GALP	0.1205
PURA	-0.65325
DNPEP	-0.248083333333333
RP11-78J21.1	-1.31025
ERBB2	4.16225
FANCM	-1.74533333333333
NEO1	-2.66833333333333
DDX3Y	-5.1278
RPS3A	0.104625
MXRA7	0.792285714285714
LGALS3	-0.826333333333333
GLT8D1	-0.15775
CFL2	-0.789833333333333
UPB1	0.36475
NAP1L5	-0.57
CLDN14	-0.6695
DHX38	-0.04875
BTBD1	-0.3055
TARS2	0.2725
ABCF1	0.473
FCF1	-0.833333333333333
LRRC49	-2.622
GUCY1B2	0.1545
C1orf177	0.895666666666667
SMARCA4	0.701714285714286
LRP8	-1.321
TAGLN3	0.88225
MRPL14	2.04125
TTRAP	-0.3905
ZDHHC20	1.669
NFE2L3	1.2725
KIAA1377	-0.6665
PALMD	-0.748
TMEM43	0.233
TTL	-0.251125
STAT5B	-0.868833333333333
SSB	-1.214
OR10H5	0.147
SLC22A13	-0.2845
AKAP3	1.65775
TIMM23	0.447833333333333
OAS2	0.970083333333333
KIAA0423	-0.23825
TRIM11	0.7245
GLIS3	0.797
TMEM50B	0.522
ARHGEF4	-1.98675
DEGS1	0.0264545454545455
TBL1XR1	0.656933333333333
G6PD	-1.503
SP140	-1.5694
MUC17	-0.00442857142857142
NUDC	-0.3534
DNAJC5B	2.39433333333333
SCARA3	-0.910666666666666
CPA3	2.45533333333333
BCAT2	-0.706125
MFN1	-0.1121
NRG3	-0.5615
SNX11	0.5555
PLEKHH1	-0.1945
GPR177	-3.2115
HCFC2	0.0185
TCAP	1.47125
MOCOS	0.59275
C14orf93	-0.4705
PRDM10	-0.506666666666667
SLC16A4	0.418
SRGAP1	-1.53316666666667
VIP	0.53525
DUSP27	1.73633333333333
LILRA1	0.1919
MC2R	0.5645
MGC24103	-3.11625
MBTD1	-2.348
FUT11	-0.0686666666666667
USP33	-0.6149
C15orf39	-0.25
MAP3K12	-0.57825
PAAF1	-1.14383333333333
BARHL1	0.275
FLJ16165	-0.0655
PIWIL2	-2.73025
SYNE1	-0.864833333333333
CMTM4	1.6105
TSPYL1	0.7801
GUF1	0.6695
TMEM157	-1.166
WDR44	-0.9815
HIST1H3C	-0.572
DKFZp666G057	-0.7
RNPEP	0.65
GAS2L2	0.6145
ADH4	-4.96825
GRPR	-0.291166666666667
FBXL17	0.4625
ZBTB10	1.1085
Gcom1	0.6205
HTRA1	-0.0652
ZNF585A	0.186166666666667
SLC26A2	-0.036
OTOP3	0.637333333333333
WISP1	0.949888888888889
ATP2B4	0.291083333333333
FLJ10769	0.79475
CRAMP1L	-0.03325
CHST12	-0.133
RAB22A	0.80475
TARDBP	-0.445
STAU1	0.52575
CRB3	2.41866666666667
MIG7	0.71125
CHMP1A	0.579166666666667
ZNF160	-0.93825
B3GALT6	-0.169857142857143
BARX1	-0.051
C6orf167	-0.5524375
NXNL1	0.655
DHX29	-0.39925
HADHB	0.8145
PLXNB2	0.439625
ILDR1	-1.623
SLC15A3	1.4385
GAS2	-4.829
C20orf69	-1.20175
NUMB	-0.834
TNIP1	-0.146875
MESP1	1.6085
PSKH1	0.89
NSFL1C	0.3435
RHOG	0.4245
HEY1	-3.7065
KNG1	-1.89225
ITGAX	1.5405
LIN9	-0.499
CANT1	0.73425
XRN1	-0.313571428571429
CCDC96	-0.3014
HEATR6	-2.01016666666667
GNG7	0.627833333333333
RUNX2	0.6116875
SOX1	0.300166666666667
FCRL5	0.8333
ZNF99	-0.1495
FAM9A	-0.1615
SNX22	1.3905
MBNL3	-2.58116666666667
ODC1	-0.26
ADORA2B	0.6835
NR2F6	1.0005
ZFYVE16	-0.784722222222222
SYNJ2BP	-1.2234
POLE	-1.08675
E2F2	-0.975
THRA	2.46483333333333
PTGES2	-0.280833333333333
HIP1R	1.328
TMUB1	0.021
ENO3	-1.6375
RSPH10B	1.214
CXorf39	0.27525
IRGC	0.357
GPR109B	0.10225
FLJ13305	-1.827
LCE3A	-0.146
TNFRSF18	1.23483333333333
DET1	-1.05625
TRPM3	0.22075
C16orf79	-1.3
FECH	-0.536833333333333
RAP2A	1.54666666666667
CRIP1	0.663166666666667
AZIN1	1.782625
SLC7A7	3.05425
IL10RA	0.0983
TMEM64	0.59625
CDC42EP4	0.7188
C16orf58	-0.0856
ARG2	-3.107
POU5F1P4	-5.101
FAM62B	1.178
DNAH8	-2.5802
ASH2L	-0.664125
TSLP	-2.595
CNTNAP5	0.457333333333333
TMEM16C	0.01725
IFNA14	0.2415
SLC1A3	0.988
CABYR	2.792
BCL7B	-0.2266
NUDT13	-1.71216666666667
C13orf28	0.513
C1orf53	-1.10675
ARL6IP4	-0.0912
RPL35A	-0.599
EMR3	0.75225
RAB40C	0.625666666666667
SLC41A1	0.272666666666667
LRCH1	0.707
LY6G5B	-0.5125
FAM124A	0.963615384615385
MGC10981	-4.26866666666667
CLIP3	0.2603
MAP4K2	0.168666666666667
CHIC1	0.04875
SULF1	2.473
C20orf30	-0.364214285714286
PRDM5	-1.170125
ELOVL1	0.8305
C11orf48	-0.43725
SLC39A10	-0.138
KCNV1	0.224
ACP1	-0.616833333333333
ZMYM2	-0.6925
B3GNT6	0.199333333333333
C9orf69	-0.145
C2orf15	0.72475
C20orf166	0.5645
HSP90AA6P	-0.513
EDG7	-0.2065
NEURL	1.187625
LPL	-3.19466666666667
CLEC2D	-1.02342857142857
GRRP1	0.606166666666667
CD8B	-2.1231
HIST1H3D	-1.1445
SLC6A12	0.020125
FAM27L	0.815
CD84	1.2202
RASA1	0.123
PHKG1	2.903
MAGEA11	-2.1905
IMPA1	-0.2339
NPM3	-1.08875
RARRES1	6.3315
SH3BP1	0.753875
B3GNTL1	-0.308
ARPC5L	0.339
KLHL26	0.0015
SIM2	1.307375
GJC1	0.489
C20orf194	-0.0085
EXO1	-1.243
SLC2A2	-2.48216666666667
LOC285074	-0.205
LRG1	-3.51725
KIRREL	0.2975
PIK3R1	2.03507142857143
C4orf34	-1.2275
MAF	-1.61816666666667
ADCY4	2.1106
ZMIZ2	1.33
SLC46A3	-0.168666666666667
STAMBP	0.470833333333333
CCDC16	0.2585
MS4A12	0.4285
TCF20	-0.1815
LRRC46	0.56675
C20orf152	1.02725
MRPS6	-0.349125
ABCB11	0.5355
KCNC2	0.0133333333333333
CDH19	-1.62066666666667
C9orf123	-0.023
SSH3	0.3865
LDLRAD1	-3.6215
CCBE1	-0.199
ZNF135	0.58525
TAAR1	0.1275
WFDC12	0.3315
CCDC42	0.0285
FLJ12529	-0.66375
PER1	-0.678666666666667
TIMM50	0.276
SMARCAD1	-0.843333333333333
FAM26C	0.142
TP53TG3	-2.98483333333333
SH3RF1	1.2436
LMCD1	0.504
GPR63	0.846
FLJ21986	-3.15725
AIFM3	-0.0195
MICAL1	-0.118166666666667
BLZF1	0.723166666666667
IQCA	-1.17616666666667
PCDHGC3	-0.0205
SAC	0.34625
BCL6B	1.79916666666667
DDO	-1.58525
MARCO	4.094
DCHS1	0.249666666666667
C1orf170	-1.05866666666667
CD200R1	0.183666666666667
C22orf15	-0.343
SEPT11	0.226666666666667
ADNP	0.5015
UST	-1.7514
C13orf34	-0.0918333333333333
RFFL	0.389857142857143
APBA3	-0.3825
C2orf60	-0.632375
CUTL1	0.2911
PMS1	-0.701375
ZNF689	-1.189
EIF3E	0.2175
IL9	-0.00349999999999998
RPL31	-0.593875
LY9	-0.2835
ATP2B3	0.087
KDELR2	1.42704166666667
TFCP2	0.436875
NLRP12	0.350125
FLJ45422	-0.38825
TLE4	-0.8114
ZNF570	0.447
FLJ43806	0.5215
TLK2	-0.627375
CIR	-0.4445
MARS2	0.546
COL24A1	-0.47725
SDF2L1	-1.3605
HIBADH	1.05066666666667
IGFBP3	-1.43192307692308
C12orf23	0.691
PSPC1	0.4345
C20orf43	0.4045
TRAV20	0.282
ARHGAP24	0.026875
KIAA1975	-1.994625
C1QA	2.8385
DNTT	-4.2056
C10orf6	-0.989583333333333
C11orf41	0.024375
HNRPF	0.240375
COL11A1	4.99966666666667
UBAP2	0.0356666666666667
CDKN2AIPNL	-1.988
C20orf174	0.483
SPRED2	-0.69775
PLA2G12A	-0.1855
ICEBERG	-0.6965
SCN10A	-0.278
C11orf65	-0.5
GBP5	3.2835
PITPNC1	-2.0815
POU3F3	0.542
NCOA7	1.86075
LIN7C	-0.0108
LOC348840	-0.8455
NKX2-2	-2.55425
ANKRD13D	0.32675
LOC123688	-0.58775
FUT2	2.58866666666667
TAAR8	0.4945
FZD4	-1.05883333333333
PNMA3	-1.0485
OR4L1	0.649
WIT1	-2.73775
EXOC3L	1.49075
ATPBD4	0.2454
KRBA1	0.08725
UBXD6	-1.76325
HOXB7	-1.64978571428571
C7orf23	-0.747
UNQ338	4.89825
STAB2	0.23325
CDC20B	0.21875
IRF9	0.7275
CENTG1	0.667416666666667
TNPO2	-0.94875
MCPH1	-0.162375
BMS1P5	-2.47275
SLC26A7	0.641
HIST1H3J	0.4195
C9orf3	-0.7621
LBH	0.467625
MYO1D	1.61525
PTDSS2	-0.21675
NFU1	0.2505
DEPDC4	-1.14275
WNT7B	1.2271
GLP2R	-0.166666666666667
SETD4	-0.6627
DYNLT3	-0.7081
FKBP11	-0.717166666666667
SESTD1	1.00816666666667
FLII	0.8775
RPS16	0.645111111111111
CHPF	1.376
CSNK2A1	0.440333333333333
SUMO1P1	-0.55725
FKBP6	-0.827
ZNF214	-1.69966666666667
TWIST1	-0.946333333333333
DDX56	0.5705
TRAM1L1	1.7828
EPO	-3.01566666666667
MRPS18B	-0.04075
ZNF682	-0.12
RPL14	-0.432333333333333
MAFF	1.25475
LOC51136	-0.897375
LY96	-0.932
DDX20	-0.866
ABTB1	0.690333333333333
ARL5A	-0.0177
CCT6A	0.34375
HEPACAM	-0.802666666666667
EHHADH	0.167333333333333
RBAK	0.286333333333333
CGB1	0.3115
ITGB5	-0.0492
YIPF3	1.853
FKBP2	-0.54975
NR1D1	0.8271
TMEM110	0.562
NEK2	-0.171833333333333
PRAMEF8	-3.283
C20orf52	-0.0963333333333333
PCDHGA3	-0.2375
VWA3B	0.322
NDUFA5	-0.867
THAP9	0.1665
FLVCR2	2.06366666666667
AP1S1	-0.02125
SMAD6	-0.582
SAV1	1.113
SAT1	-0.050125
ZNF251	1.007875
ADAMTS7	0.0384
RPP38	1.26075
C1orf211	-0.3705
YPEL2	0.05
RBMS1	0.424
ZNF445	-0.367166666666667
NRXN2	0.0958333333333333
PGBD4	-0.586875
UGT2B28	-1.17575
WBSCR16	-0.3501
NLRC3	0.355875
ASTL	0.529
ST6GALNAC1	-2.79025
ZADH2	0.855
MLLT4	0.334166666666667
ARL6	0.222166666666667
MEF2C	-0.0895
CBFA2T3	-3.1375
AFF3	-0.138
COG7	0.0845
MYB	-0.6385
PLXNA3	0.6755
XRCC2	-0.8425
MMS19	-0.93675
ST8SIA5	-1.245625
CHPT1	-0.703833333333333
KIAA1712	-0.736125
OR6X1	0.6595
ACTR3	0.41175
UGCG	-1.42983333333333
OR4P4	0.0325
ZAP70	-3.84725
LPP	0.640125
ZNF485	0.479
PTPRCAP	-1.264
IL12RB1	0.46875
ATRX	-0.987
CHST8	1.37785714285714
C14orf109	-0.1605
ARV1	0.1255
NMB	2.17971428571429
COX5A	-1.019
EIF6	-0.14675
MPPED2	-1.74866666666667
SEMG1	-0.774
CHRDL1	-0.094
TRAF3IP2	1.80175
WNK2	0.6445
LILRA4	0.61
LAMA2	4.22675
PXT1	-0.165
RLBP1	-1.2135
CD300C	0.80225
SLTM	-0.55375
FLJ10404	-0.9293125
APOBEC3D	0.410333333333333
RENBP	1.781
ATXN7L1	0.226
NID1	-0.846
TUBGCP3	-0.0885
ITIH5	-0.0666111111111111
CCDC110	0.88525
C8A	-3.122
MGC87042	-2.033
HOXC13	1.9175
TFDP2	-1.4495
HCP5	1.70225
POLI	-0.35675
UCN	-1.9525
ZNF764	-0.3025
C8orf45	2.55975
FHL3	-0.072
SPATA5L1	-0.3665
MMRN2	1.67433333333333
NDST1	0.0881666666666666
COL20A1	0.217166666666667
ZNF248	-0.655666666666667
PELP1	-0.442833333333333
MBL2	-1.91766666666667
RNF41	0.404625
C5orf24	-0.625625
THOC5	-0.125
SERINC3	0.5125
RP11-151A6.2	0.71075
CDCP2	0.04825
HIST1H2AA	0.25325
C11orf75	0.946666666666667
FKBP7	-1.13075
DDOST	0.04975
GPNMB	4.4915
TTF2	-0.977333333333333
KCNT1	0.3542
SLC39A14	-1.067375
NGRN	-0.0375
GPR137B	1.79525
MECP2	-0.50475
PSMA1	-1.13925
C16orf73	0.96525
TMEM60	-0.0951666666666667
CSN3	0.0205
NOS1	0.306333333333333
RAB7L1	1.42583333333333
YBX2	1.3865
KIAA1166	-0.23925
FUBP3	-0.0666666666666667
ABCG1	-0.7295
ACACA	1.04666666666667
ARL11	1.7353
ATOH1	0.2085
ODF1	0.297666666666667
CREB3L3	-1.95233333333333
TMEM127	1.32692857142857
DSCAML1	-0.461
PLN	1.477
LYPLA1	1.23233333333333
PRDM9	-1.2845
SASP	0.156
PLUNC	0.220666666666667
INTU	-1.064
HISPPD1	-0.678
LNPEP	-0.213666666666667
YARS2	-0.515
APCDD1L	1.4935
ZCCHC4	-1.357
FBXO22	0.048
TTLL13	-0.2785
ZNF669	0.00966666666666666
PTGDR	1.7975
DDX27	0.04475
KIAA0409	-0.800333333333333
GJB6	2.6825
ASB8	0.5695
PLP2	0.0958333333333333
MEPE	0.34525
OR10J5	0.4895
KRT222P	-0.9935
COQ7	0.117333333333333
C1orf101	1.722
RERG	-1.8162
CHMP5	-0.067875
THAP11	0.233142857142857
ZNF43	-0.456
ZRANB3	-1.4832
KRT13	3.352875
MRPL19	0.325625
RBBP9	0.037125
SPATA17	-0.080125
BXDC5	-0.377166666666667
PAFAH1B1	0.407583333333333
MAGEE1	0.58975
OSTF1	0.762
KIAA0323	-0.0721666666666667
TXNDC13	0.196166666666667
CNTN4	-0.06425
LCE1B	1.1185
UNQ501	0.327
ZNF154	-0.9405
C3orf64	0.5145
SYT5	0.2477
PON1	0.141666666666667
FLJ10357	-1.47575
ATP4A	3.796
GNPDA1	-0.2035
MGAT1	0.256333333333333
C14orf121	0.51825
SLC35B2	2.023
MIER3	-0.606833333333333
CHEK1	-1.476875
ZNF8	-0.6665
TXNDC1	-1.28716666666667
CKB	0.1983
RTN3	0.382714285714286
FZD2	-2.48883333333333
PART1	1.09725
PSMB6	0.03525
PCDHB8	1.367
PHC3	-0.6583
PPP1R8	-0.951
NOVA2	1.0245
TNFRSF11B	-3.805625
GOLPH3	0.292
UBLCP1	-1.34875
SUHW3	-0.842
TTLL1	1.21575
OPN4	0.7805
OR13G1	0.1785
ZPBP2	0.256333333333333
HSD17B11	-3.056875
C9orf50	1.242
DHDDS	-0.222928571428572
CTSW	0.7185
NEFM	-2.609
MRPL28	-0.06625
SYN1	0.444166666666667
PIGV	0.125166666666667
ZIM2	0.6915
APBB1	-0.290166666666667
SND1	-0.09175
C1orf123	-0.3085
CHD3	-0.2805
BHLHB8	0.77725
RNASE2	0.0328333333333333
BCAP31	0.015125
SLC25A44	1.04883333333333
CHD6	-0.9659
PIB5PA	0.486846153846154
SELS	-0.092125
LOC541471	0.28175
FAT2	2.2755
ZNF81	0.5515
OR4C16	0.156
FLJ10081	-0.0954
LRRC4	-0.736
CS	0.0436666666666667
N4BP2	-2.89
IGFBP7	0.79025
ZNF318	1.53491666666667
NDNL2	-0.714375
ZNF609	-0.9025
SIRT4	-0.648
EXOSC10	-0.09
ECE2	0.745333333333333
OVGP1	-0.19725
GTPBP3	-0.22775
PACS2	0.6507
C19orf36	-2.06766666666667
ARL4C	1.501625
ATG4B	-0.501625
UBQLNL	1.307
RHOXF2B	-3.925
PLEKHG2	0.319
GALR1	0.1595
AQP4	0.0514
HDAC7A	-1.00516666666667
DCUN1D3	0.065
OR8A1	0.78
CCRN4L	1.15
CBR4	-1.03133333333333
KIFC1	-0.984
SLC7A14	-0.802166666666667
LHX5	-0.2095
TRPC7	0.5515
LPXN	-1.22975
SERPINA1	-2.73525
RPS13	-0.7388
BPIL3	-0.2815
PRKAA1	-2.02975
FADS2	0.1972
ENAH	0.5736875
PRO1768	0.2005
APBA2BP	-0.62525
LIPH	0.970166666666667
C3orf33	-0.12475
RCC2	0.434285714285714
ALDH1A2	-3.3362
RNF103	1.0065
AHCY	0.189875
ALG12	0.401
CCL17	-0.416
ZNF543	-0.0228333333333333
ESRRG	1.9119
CNGA1	1.40175
RDH5	-1.12033333333333
OTX1	0.5631
PTGFR	0.664166666666667
CDR2	0.645625
SELE	-0.11325
NLGN2	-0.940333333333333
EXOSC9	-1.521
ZNF566	0.307
KLRC2	-5.3195
GPR12	1.6175
KIAA0196	1.52025
PDRG1	0.01375
SSR3	-0.630857142857143
MSI1	0.246
CST9	0.0639999999999999
CC2D1A	-0.215625
PLAGL1	0.714111111111111
ZNF778	-0.385
RNF2	0.448125
KLF6	1.24016666666667
THBD	2.02483333333333
tcag7.1314	-0.974
NR5A1	-0.0168333333333333
ABCD2	-0.01225
DNAJC7	-2.93
CLEC4C	0.194
TM2D3	-0.327125
CCDC4	-1.4305
PLAC2	2.595
DCD	2.676
FAAH	0.31525
POLA1	-0.983166666666667
TM7SF2	-0.555625
FLJ39822	-1.45
FLOT2	0.599625
MAP4K1	-0.531833333333333
SRP68	0.742375
C21orf74	-0.8125
ARPC5	0.601375
LOC126075	0.92275
HECW2	0.08
ZDHHC4	0.73425
ANKRD42	0.4991
PDE9A	1.12516666666667
ABCA8	-1.3
NDUFS2	0.36425
UBR5	0.80275
BTBD16	-2.8065
LOC554174	0.191
ZNF20	0.704
KIAA1843	0.575
WDR17	-0.6335
C15orf33	-0.0535
RNF113A	-0.7785
CAMKK1	-0.2857
CLCN2	0.552
ANXA6	-2.8145
LOC340069	0.552
EMID1	-0.77
DPM3	-0.0448333333333334
ELA1	-0.2875
SLC25A13	-0.5717
KRT24	0.04825
SMPD1	-0.315
TH	0.540375
COL6A2	-0.132071428571429
ANKS1B	0.469
GPR126	0.2972
ZC3H12A	0.138333333333333
TMEM47	0.397166666666667
C2orf51	0.257
C1orf88	2.26683333333333
HSF2BP	2.3255
AKAP10	-0.3625
RPAP3	-0.2935
KLHDC8B	1.241
STOM	0.5794
MUPCDH	0.188125
C10orf72	-0.408375
PLEKHA3	0.686083333333333
TCP11L1	0.71225
CWF19L1	-0.4525
SPEF1	0.0769230769230769
YSK4	-0.211
ELN	2.6948
SAMD8	-0.135333333333333
MPI	-1.02566666666667
MEPCE	-0.0273
ABCC3	-1.782375
NANOGP1	-1.928
KCNK17	3.054125
HLA-DMB	2.72983333333333
RRAGA	0.85
ANGEL1	-0.57325
RBM32B	0.7665
CPN1	-2.72075
MGC52282	-0.6145
HLA-A	1.06925
OR9G4	0.7745
EDNRB	-3.08575
SCD	-1.32335714285714
C14orf80	0.0348333333333333
BAGE2	-0.0735
RABL4	-2.3985
RCVRN	0.2225
SHANK1	0.1325
NLRP7	1.1835
CD226	0.817
STAT3	0.6916875
SYNJ2	-0.7086
TPCN2	-0.0778333333333333
WDR36	-0.882416666666667
MBD4	-0.1805
ROBO1	-2.233
ST3GAL6	-0.64575
SLAMF8	2.7495
ATN1	0.2395
GPR141	0.4145
KRT36	0.2565
TPH1	0.2725
DDX52	0.73625
ZSCAN29	-0.348333333333333
TRPT1	-0.379166666666667
DPEP3	1.13525
DENND4A	-0.914125
TSPAN16	0.37
PTCHD2	-0.1555
LOC145814	0.27775
CAP1	0.783666666666667
EIF5A2	-1.6575
NT5DC3	0.503
SEPT9	-0.317625
SEZ6L2	0.867375
EGFLAM	2.1885
VPS11	0.680875
NDUFB5	-0.840666666666667
CIDEA	0.8435
IER5L	0.48875
N6AMT1	-0.14225
FAM83C	0.013
OXR1	1.04425
IRX1	0.6545
DGKB	-0.807333333333333
GCN5L2	-1.6875
MIR16	0.713
FBXW9	0.44
WDR4	-0.482166666666667
PDC	0.4655
VPS33B	-0.50375
HEXB	0.27675
FLJ32214	0.95275
TCEB3	-0.5165
CRLF1	-2.6435
ABI3BP	-1.3885
C8orf22	-3.04275
PYCR1	0.652625
KIAA1706	1.36275
CDK5R2	0.657875
WAS	0.2965
C12orf60	-0.95
CCBL2	-1.144
MADD	-0.98125
C5orf34	-2.20025
WDR42A	0.5691
KLF12	-0.778875
HSPA1A	-3.334
ITM2C	-0.898833333333333
DAPK2	2.7192
LOC442590	-0.9005
SUMF2	2.217
CENPA	-0.152769230769231
TMED5	-0.087375
CDH6	-1.1084
BRP44	0.541625
THG1L	-1.2755
GABRA2	-2.34575
C14orf166	-0.84325
MYL1	-1.19883333333333
TNFSF18	0.466
PAP2D	-1.21366666666667
PPIB	-0.41125
KLHL4	-0.8025
SFN	0.522833333333333
CCDC127	-0.77925
FRAP1	-0.495
GOLGA5	0.209
SDCCAG1	-0.799375
MGC21675	-0.177666666666667
C10orf95	-1.21375
KIAA1345	-0.333833333333333
C1orf163	-0.3005
LACE1	-0.102
OR10K2	-0.021
CENPN	-1.13624
TMED2	1.096
UGT1A6	-1.1565
ANG	-1.9935
U2AF1	-1.53166666666667
CASC2	-0.929166666666667
NMT2	0.718333333333333
OSGEPL1	-0.448625
DFNB31	-0.6595
SLC6A20	2.680125
DKC1	-0.43525
FXYD4	-0.24525
WDR64	0.114
MGC5590	0.575
CREBZF	-0.825666666666667
DAZ1	0.20625
PRPSAP1	-0.49025
GCHFR	-0.87975
TTC7A	1.688625
LOC196993	-0.115
UBD	-1.478
S100A1	1.57425
RPL6	0.588166666666667
DNAJB6	0.97175
NAGS	0.848777777777778
C2orf58	-0.0805
KERA	0.828333333333333
MT1X	0.2667
UBE2B	-0.0721
KEAP1	0.72025
MST1	-3.129875
OMA1	0.811
ABLIM2	1.99325
BCL2L13	-0.1565
JAZF1	-0.494666666666667
TMEM63B	2.3725
S100A8	0.1979
ARFIP2	-0.1295
UROS	-0.42675
KHDRBS2	-1.3435
POLQ	-2.2205
SOAT1	-0.00875
SPAG4	-0.04125
MRPS30	-1.38483333333333
LOC494141	0.569
OR2T11	0.509
ORAOV1	-0.4999
ZNF184	-0.637833333333333
TCEB3B	0.656333333333333
ADAM21	0.332
GDPD1	-0.326
SPINLW1	-0.041
PRR14	0.144666666666667
KCTD9	-0.9084
NUDT3	0.78875
KIAA1822	1.332
HIST1H4K	-0.434
DFNA5	-0.76
GABPA	0.23675
C14orf44	-1.006
POLB	1.371375
PTAR1	-0.227
SEC31A	0.6652
TRIM58	-2.758
TAS2R14	-1.3805
VPS8	0.2545
H1F0	0.7635
PRKCB1	-3.29366666666667
UGT2A1	0.554
TOR1B	0.144
LSS	-0.0989166666666667
C2orf19	0.2295
HNRNPC	0.210571428571429
TMEM100	-1.8835
LOC116349	-1.62125
OR51M1	1.605
CCDC142	-0.50675
ISG15	0.0205
ZCCHC14	0.60725
CREBL2	0.105375
TGDS	-1.29475
DC2	-0.72425
CACNA2D3	-1.84376923076923
ZNF429	-0.968625
LYPD6	-0.431166666666667
SUCLG1	0.352333333333333
OR51I1	-0.7795
MAGEH1	0.5855
PRPF40A	-0.998
SMR3A	0.629
SPINK2	-2.3165
THAP2	0.403125
NPY5R	-0.626875
IRF4	-2.824125
SPESP1	-1.98516666666667
OR10S1	0.5595
DTD1	0.33275
TUBE1	0.32775
DDX19A	-0.2475
PDPN	-0.5515
TMEM34	0.457083333333333
MGAM	0.054
COL3A1	4.56527777777778
GFM2	-1
OR5A2	-0.081
PSG9	-0.6655
ARHGEF11	0.137833333333333
IVNS1ABP	-0.7869375
SIGIRR	0.40325
DUSP19	-0.781125
DNAJC14	0.4287
ACSS1	0.1955
IL1RAPL2	0.322
C4orf30	-0.94225
SEPT4	2.23325
LANCL3	-0.13575
SPAG17	-0.0345
PRDX3	-0.76125
HNF1A	-1.615125
P4HA2	0.28275
RFWD3	-0.577833333333333
MOV10	-1.2205
DNAJA5	-0.0841428571428571
LOC729440	-0.407
LOC200383	0.235125
SMC2	-0.66675
MIXL1	-1.26466666666667
TMEM9	0.77975
FAM86A	0.9025
ZNF174	0.6565
MYH14	-0.5115
CCR8	0.59575
VPS37C	0.953166666666667
GPATCH1	0.1864
B3GNT8	1.313
TBX4	-0.15175
CNR2	0.554666666666667
PCDH1	0.92175
C5orf29	0.963375
OCIAD2	1.46325
PLCG2	2.71025
KIAA0247	1.3195
HRH3	0.2386
CAPN13	-1.74725
CCR1	-0.7896
MGC15523	0.00177777777777774
UVRAG	0.5825
DNAJA2	-0.378833333333333
ITGA2B	-0.821333333333333
CLDN5	2.848625
PTPRN2	-2.963
ZNF512	1.14833333333333
PSAP	0.596285714285714
CCDC140	-0.8585
LRRC55	0.34725
CYP26C1	0.7725
C8orf47	2.64675
LYN	1.048375
DUSP6	-1.507
TGFB3	0.4978
ELK1	-0.4604
PCDH11Y	0.510333333333333
HGD	-2.36425
C17orf58	-0.881
MYO3A	-0.0785
SERPINE2	-2.86166666666667
AARSD1	-0.3785
C14orf73	-2.28325
ADAM33	-0.26125
ZNF491	0.5945
MAPK6	0.1435
TCN1	1.14583333333333
SLC24A6	0.3415
UBE2R2	-0.0175
H1FNT	0.34
TATDN2	0.691833333333333
LILRB1	0.74025
P2RY5	-1.57
NUCB2	-1.30075
C2orf37	-0.00674999999999999
SNX27	0.0655
MTA3	0.397
FOXO4	-0.09325
ID4	3.7565
SOX5	-3.13033333333333
PXMP3	1.504375
OR52M1	0.1275
SFT2D3	2.00475
INA	-2.70983333333333
MCOLN1	1.0005
NFIX	1.9774
CLEC14A	3.73733333333333
HIBCH	-0.1615
PLA2G5	0.2855
TIMM10	-0.160833333333333
MED17	0.9663
COL4A4	-0.4985
TPP1	0.972
GJA3	-1.6455
TMPRSS5	0.87775
AADACL3	0.7265
DNMBP	-1.909
ENPP5	4.3325
NQO1	-1.5661
ZSCAN2	-0.074875
SEC24C	-0.5295
GTF2A1L	0.119
AXIN2	-2.8482
FAM33A	-2.25291666666667
C16orf13	0.82125
SPNS2	1.90775
TAF1	-0.63625
AP1G2	-0.866333333333333
RBM42	0.811833333333333
HCN2	0.329166666666667
EFHB	-0.238166666666667
RUSC1	0.657666666666667
GRIK5	0.356
USP21	-0.156333333333333
ATAD3C	0.38975
ORMDL2	0.610875
PRSS7	-2.35275
PSAT1	0.063
FLJ13195	-0.131666666666667
TBC1D1	0.552166666666667
IFNG	2.3585
OTOS	0.765166666666667
ZNF773	-0.460833333333333
EMD	-1.302
RETN	0.9605
CCL8	4.451
APH1A	0.180375
COX18	-0.41425
GTF2IRD2	1.4305
